省份编码,省份,年份,国有控股工业企业单位数(个),国有控股工业企业亏损企业单位数(个),国有控股工业企业实收资本(亿元),国有控股工业企业国家资本金(亿元),国有控股工业企业集体资本金(亿元),国有控股工业企业法人资本金(亿元),国有控股工业企业个人资本金(亿元),国有控股工业企业港澳台资本金(亿元),国有控股工业企业外商资本金(亿元),国有控股工业企业流动资产合计(亿元),国有控股工业企业应收账款净额(亿元),国有控股工业企业存货(亿元),国有控股工业企业产成品(亿元),国有控股工业企业固定资产合计(亿元),国有控股工业企业固定资产原价合计(亿元),国有控股工业企业累计折旧(亿元),国有控股工业企业资产总计(亿元),国有控股工业企业流动负债合计(亿元),国有控股工业企业应付帐款(亿元),国有控股工业企业负债合计(亿元),国有控股工业企业所有者权益合计(亿元),国有控股工业企业主营业务收入(亿元),国有控股工业企业主营业务成本(亿元),国有控股工业企业销售费用(亿元),国有控股工业企业主营业务税金及附加(亿元),国有控股工业企业管理费用(亿元),国有控股工业企业财务费用(亿元),国有控股工业企业利息支出(亿元),国有控股工业企业营业利润(亿元),国有控股工业企业利润总额(亿元),国有控股工业亏损企业亏损总额(亿元),国有控股工业企业应交所得税(亿元),国有控股工业企业本年应交增值税(亿元),国有控股工业企业工业销售产值(现价)(亿元),国有控股工业企业出口交货值(亿元)
230000,黑龙江省,2011,426,108,1373.87146,402.46527,2.30001,923.67599,18.02646,4.0408,23.36291,3188.07433,475.28836,757.09956,187.69938,4208.13178,7084.96092,3220.33991,8114.96656,3260.13138,816.14761,4555.52195,3558.97701,6609.02643,4417.08183,101.79178,680.79811,362.88088,49.03832,78.83248,1096.51651,1109.04744,46.77562,35.9962,435.57684,6340.94264,142.22855
230000,黑龙江省,2010,517,142,1335.95342,329.57215,13.77077,926.9691,37.89502,3.77997,23.96641,2724.6316,440.13626,720.99101,196.66059,4012.27008,6550.03631,2988.54406,7114.49964,2756.64512,762.66725,3876.12936,3225.75307,6029.06034,4229.89044,96.64882,452.19959,346.78996,45.46051,44.1495,882.34739,879.11352,21.70939,27.39028,375.32429,5407.22209,111.9905
230000,黑龙江省,2009,505,146,1204.94551,391.58805,1.67703,773.73311,26.89159,3.21337,7.84236,2087.52019,383.76322,584.48316,148.94133,3684.59746,5880.7157,2600.9853,6080.24648,2400.48647,670.32217,3442.84634,2625.75142,4818.63343,3531.02139,65.47287,207.02473,290.18969,43.05303,37.89068,684.4448,687.71669,41.49116,22.80047,256.94176,4309.96626,97.82393
230000,黑龙江省,2008,543,176,1470.18977,645.36448,1.94465,777.96969,17.46379,0.22246,27.2247,2092.90841,386.40769,576.7408,160.91737,2949.65729,5393.53914,2620.77463,5466.69419,2303.47999,637.71622,2954.88084,2504.37021,5732.44583,3697.50814,81.68539,113.85497,302.44604,38.80847,38.9409,1424.6386,1420.06378,95.13064,31.44676,389.3227,5088.87644,131.40357
230000,黑龙江省,2007,515,177,1410.81855,660.36321,3.96347,706.3311,15.90409,0.98973,23.26695,1813.89619,309.11567,507.88492,138.46484,2870.39356,5029.19528,2427.18345,4874.83586,1978.02558,543.28767,2693.80755,2181.02831,4891.42723,3211.75177,93.3734,91.27797,265.0109,31.22564,34.85254,1181.51044,1186.18213,54.00261,31.50162,329.02317,4425.71483,98.6279
230000,黑龙江省,2006,661,248,1330.22,453.65,0.72,859.58,8.75,0.61,6.9,1680.49,263.31,488.34,138.63,2525.42,4408.15,2143.39,4389.05,1776.55,492.06,2337.32,2050.55,4582.93,2944.95,75.37,84.37,230.96,22.88,22.03,1205.05,1209.39,59.99,26.4,322.8,4156.11,58.66
230000,黑龙江省,2005,693,272,1183.68731,449.32893,1.59599,699.65927,11.61493,1.76841,19.71978,1601.69995,230.0389,474.8903,115.02498,2230.84169,3953.85035,1893.68723,3983.59942,1689.09219,386.39631,2171.07724,1812.02568,3696.64314,2300.13214,62.12555,70.80315,204.12289,25.59837,32.29915,1016.63623,1023.51028,52.88886,19.26175,281.76545,3524.61307,43.68684
230000,黑龙江省,2004,1253,517,1288.39546,431.69777,3.43168,811.25198,28.03614,0.63973,13.33816,1484.02293,251.7671,400.23923,121.89229,2246.14227,3842.37907,1749.72742,4049.60284,1637.91569,320.06235,2257.15245,1782.9092,2978.39268,1933.4757,54.10118,101.07342,162.4707,31.5787,31.17255,719.11437,712.60578,40.41459,14.67264,221.36455,2838.15129,49.12487
230000,黑龙江省,2003,970,375,1221.48369,495.92705,2.31852,699.87235,10.11088,4.87496,8.37993,1366.1806,265.99488,325.10555,110.14536,2097.17422,3638.85734,1579.75213,3703.92177,1421.44181,327.23485,2012.51867,1647.44942,2375.95656,1504.05381,55.01391,58.15686,163.16777,33.67438,33.11039,556.69952,555.52871,29.88647,10.85654,185.45376,2280.43184,77.51018
230000,黑龙江省,2002,1233,491,1200.77659,476.0154,2.84471,703.20955,9.74146,5.71796,3.24751,1373.08621,336.7811,344.05221,114.02909,2154.9889,3483.06493,1453.92787,3718.50975,1462.87682,,2089.36365,1612.0213,2061.88112,1340.10673,41.70246,62.1577,147.48674,34.83131,34.89537,431.18855,435.90669,26.30333,9.63824,159.54477,1951.66163,72.60237
230000,黑龙江省,2001,1328,534,1014.94464,842.96819,3.49873,143.52137,17.6415,4.95219,2.36266,1358.93541,377.67155,347.63652,121.65659,2058.38802,3208.27424,1305.28142,3628.52379,1454.67401,,2114.31912,1514.20467,2033.64533,1287.84186,39.10995,58.74074,136.83544,32.99738,33.45192,474.69695,480.98204,28.54287,7.2758,164.95381,1929.31747,92.82903
230000,黑龙江省,2000,1588,612,1061.6382,791.17944,2.35865,246.74511,15.10751,4.28689,1.9606,1283.95372,406.17383,338.19136,142.42288,2092.78768,2998.51132,1104.17668,3559.54631,1370.4217,,2018.58141,1538.94734,2113.49299,1235.58471,45.75939,54.77419,145.00155,37.87678,39.17626,554.70065,554.33298,45.62797,5.34274,197.90429,2049.9129,97.6147
310000,上海市,2019,670,,,,,,,,,10254.9,1718.13,1830.86,453.78,,,,22035.35,,,10083.47,,,,331.17,,1055.22,-3.27,,,1337.63,,,,,
310000,上海市,2018,652,,,,,,,,,9203.8,1616.4,1801.5,413.4,,,,20081.3,,,8666.3,,,,325.4,,993.1,20.3,,,1765.3,,,,,
310000,上海市,2017,664,125,5000.81,2986.52,15.37,1615.08,107.76,59.39,216.68,9951.77,1697.31,1865.47,406.74,4957.26,11111.71,6330.1,20735.01,7957.31,2848.81,9502.56,11229.44,15459.87,12072.19,313.79,,930.13,23.37,91.25,1614.87,1633.22,165.66,,,,
310000,上海市,2016,680,138,4666.82,2510.13,13.92,1736.11,97.46,60.97,251.58,8887.67,1571.53,1813.56,377.85,4793.25,10784.76,5978.49,18841.63,7047.12,2570.33,8629.83,10052.88,13518.46,10430.54,241.63,,841.16,23.26,86.3,1482.26,1544.02,140.81,,,11499.24,752.17
310000,上海市,2015,689,147,4380.03,2425.6,7.72,1541.09,89.64,58.38,257.59,7788.31,1528.48,1577.97,376.04,4763.89,10270.7,5593.11,17437.33,6444.22,2190.55,7666.6,9748.79,13430.02,10490.81,255.54,,788.09,45.43,88.84,1393.87,1475.16,103.86,,,11449.57,766.99
310000,上海市,2014,707,161,2904.66,1208.02,18.19,1268.9,82.96,54.21,270.29,7346.89,1158.45,1587.33,368.91,4505.3,9681.52,5206.13,16244.07,5976.62,2095.74,7383.08,8839.12,14081.1,11245.38,257.01,917.18,783.83,10.48,100.61,1322.44,1408.88,127.55,245.39,503.29,12089.14,700.47
310000,上海市,2013,747,160,2905.61,1108.59,45.43,1328.03,93.61,61.46,268.48,7048.98,1124.71,1504.41,326.76,4622.71,9165.47,4878.71,15337.04,5698.35,2068.38,6972.78,8321.73,13814.05,11178.35,240.38,864.26,699.85,-6.96,85.22,1218.42,1276.54,108.48,232.32,521.27,11930.88,745.56
310000,上海市,2012,776,160,2744.85882,1112.29959,9.54938,1216.38101,94.54432,47.3492,264.33528,6541.83371,1059.91472,1314.4786,326.01737,4398.69069,8745.15021,4569.20985,14132.77753,5101.09099,1861.53649,6356.50138,7774.77375,13556.67691,11231.6058,229.62758,762.53123,625.87769,31.22053,99.60303,981.75971,1123.25755,137.17309,202.91418,438.16065,11763.41759,789.26037
310000,上海市,2011,806,147,2513.46149,980.65932,17.80828,1080.37982,103.04351,43.42152,288.14904,6434.8614,989.74683,1439.70746,445.2219,4674.10073,8905.12018,4431.70189,13552.37909,5248.04948,1927.46181,6441.3455,7111.03359,13761.15655,11368.05284,284.88602,693.5411,609.37175,23.27384,92.55042,1094.27823,1143.79581,62.55424,198.11604,449.65472,12190.69447,1021.87441
310000,上海市,2010,1013,196,2412.13981,410.35965,31.84008,1546.96189,86.72994,47.55432,288.69393,5851.16245,870.05323,1371.73249,332.42901,4658.82534,8614.83744,4092.18199,12770.57983,5005.27478,1734.76415,6230.10591,6540.47392,12743.02341,10494.15969,262.42893,558.01599,588.25526,34.2055,47.63249,1103.65585,1130.68465,37.46269,186.81678,449.36698,11127.91144,955.27622
310000,上海市,2009,1116,259,2545.72429,458.72627,13.17989,1577.25305,86.26903,89.31731,320.97874,5054.10665,889.60463,1340.27351,292.84442,4898.4676,8238.69821,3757.56157,12002.66753,4684.09628,1417.42379,5958.87096,6043.79656,10062.11671,8455.24139,203.74581,405.30305,513.39607,60.02804,66.69072,656.36379,688.25993,67.81731,103.76272,359.974,8944.52807,1032.44785
310000,上海市,2008,1189,311,2355.8107,399.05163,3.97957,1494.81127,86.23306,58.9352,312.79997,4463.42125,764.06633,1394.25494,375.15892,4581.90974,7545.94528,3835.59482,10936.36927,4174.35791,1133.80391,5388.00532,5548.36395,9757.75131,8648.57211,178.85566,241.23317,472.69572,64.97611,83.89693,224.35358,335.24687,227.99314,62.25717,288.22108,8922.23175,1174.72402
310000,上海市,2007,1164,245,2206.52387,485.21086,21.59617,1257.10539,80.9864,61.01047,300.61458,4303.52365,729.08039,1284.68439,236.68542,3903.65865,6605.44946,3043.20505,10030.3874,3693.52449,968.52781,4575.74953,5454.63787,8673.60452,7291.18707,186.90057,224.71906,432.18068,34.90114,47.0233,585.3975,638.64001,49.91661,123.86126,335.09961,7854.36608,1040.71652
310000,上海市,2006,1348,306,2181.52,540.79,7.94,1220.87,62.88,77.53,271.51,3648.07,582.88,1021.73,221.79,3821.47,6131.42,2769.43,8781.05,3060.31,733.56,3824.89,4956.16,7489.72,6340.55,150.99,178.32,364.04,36.13,49.37,460.34,568.99,65.99,109.55,267.31,6914.54,859.21
310000,上海市,2005,1461,353,2137.3299,505.47775,7.86405,1200.48794,64.35967,67.28887,291.85162,3352.70922,578.85945,1023.5054,232.3638,3576.36626,5735.85932,2529.30761,8088.31599,2852.59436,671.87732,3526.75115,4561.56484,6483.48931,5439.37829,133.95372,150.68182,356.12645,32.62092,41.86952,414.04812,510.75041,66.5124,127.79911,244.55316,5970.70352,672.96813
310000,上海市,2004,1830,509,1986.83793,416.9847,26.46903,1174.06916,81.4386,63.41824,224.4582,3149.97002,509.24787,949.59405,210.54639,3148.83927,5059.91914,2297.94344,7236.93983,2641.71891,568.50719,3189.91719,4047.02264,5593.99116,4483.88925,121.74445,147.3505,343.03778,35.5641,33.75812,503.31068,600.60036,39.41676,107.63837,243.73625,5343.26346,522.16429
310000,上海市,2003,1606,385,1760.51584,398.08561,17.5368,1027.14292,70.45849,65.0735,182.21852,2792.32409,501.38009,701.46891,166.31992,2690.04192,4311.11655,1978.71334,6320.42975,2231.66265,516.56581,2827.89906,3492.53069,4855.85988,3864.38831,101.37561,127.0167,334.54031,43.09252,36.28062,419.00198,472.78496,35.40552,91.25108,228.7689,4435.37278,404.26905
310000,上海市,2002,1843,428,1683.71825,403.13381,20.83367,941.90884,72.6605,64.04648,181.13495,2538.76498,487.96218,608.72892,163.8378,2605.61402,4143.82635,1778.95817,5968.33774,2029.31053,,2739.31705,3229.02069,3828.57074,3057.75559,89.64034,106.17146,285.24716,49.26652,42.70726,268.25728,317.98569,35.95294,63.93022,195.50466,3534.60795,360.75049
310000,上海市,2001,2067,514,2144.57276,1002.0567,19.58005,825.64564,64.67975,70.46274,162.14788,2670.55748,642.50035,658.58878,164.27956,2774.29027,4190.43165,1723.3973,6913.01787,2119.21115,,2988.4214,3924.59647,3663.93937,2993.30277,90.48315,87.61156,307.66592,47.74973,56.36365,166.86018,241.4557,46.145,51.7298,173.0339,3383.51268,338.52653
310000,上海市,2000,2473,592,1962.06011,838.11852,13.23501,839.0954,51.53205,69.49171,150.58742,2563.51663,665.11553,662.30733,177.49744,2672.55737,3910.97138,1494.92623,6283.64004,2113.18672,,2926.11567,3353.67914,3352.40312,2711.51715,84.1469,81.41053,302.08244,59.80698,68.68052,146.15453,220.55878,49.00461,42.29267,160.59221,3196.848,376.6127
320000,江苏省,2019,1210,,,,,,,,,8859.03,2257.9,1959.77,565.24,,,,22126.52,,,12400.68,,,,365.82,,686.59,158.04,,,1043.36,,,,,
320000,江苏省,2018,1065,,,,,,,,,9173.6,2372.5,2088.2,571.8,,,,22054.7,,,12305.7,,,,325.6,,637.2,176.9,,,1327.1,,,,,
320000,江苏省,2017,1071,193,4815.53,3226.74,24.58,1203.01,109.86,51.22,200.12,8503.63,2347.53,1973.63,507.4,9029.57,16984.29,7980.33,21152.3,9323.43,2627.23,12355.94,8799.21,16506.08,13630.82,291.73,,616.31,161.08,183.44,1146.3,1199.78,154.83,,,,
320000,江苏省,2016,1013,196,4422.52,2680.93,39.53,1306.49,126.51,67.11,197.82,7348.13,2027.87,1625.99,426.13,8715.56,15745.91,7157.8,19521.06,8642.7,2567.25,11527.66,7987.87,15090.9,12423.13,251.1,,566.43,146.81,166.75,1021.84,1099.08,167.74,,,15052.13,632.93
320000,江苏省,2015,989,214,3711.58,2192.24,39.42,1114.01,103.46,68.48,193.92,7191.69,1965.34,1528.29,391.87,7947.66,14222.97,6376.57,18753.29,8330.03,2317.87,11058.68,7683.93,14808.18,12224.7,242.65,,572.63,180.81,200.0,989.85,1058.21,166.24,,,14898.03,780.73
320000,江苏省,2014,960,173,3074.91,1573.21,35.98,1137.93,98.51,52.65,176.62,6971.05,1786.54,1553.1,422.74,7617.21,13174.27,5625.29,17763.81,8117.74,2452.96,10779.37,6983.98,15148.71,12866.15,244.68,585.58,536.64,183.26,220.49,838.13,842.5,109.48,160.26,651.63,14687.12,906.39
320000,江苏省,2013,961,166,3051.69,1508.3,23.65,1180.4,77.08,65.17,197.08,6824.45,1672.64,1564.39,396.7,7096.06,12102.07,5123.31,16977.67,7970.41,2507.06,10603.08,6373.31,14764.4,12552.51,239.79,541.22,531.21,175.13,214.39,832.57,877.39,71.85,161.83,633.01,14463.54,781.32
320000,江苏省,2012,895,174,2740.04701,1203.56633,25.03739,1227.15062,63.43076,34.09325,186.76866,6031.17261,1329.36424,1440.74738,364.26154,6540.72384,10768.41351,4426.35169,15030.73537,6935.81171,2135.27635,9404.77017,5625.32584,13273.82946,11331.26775,204.7482,475.87615,486.2518,191.20358,216.22667,643.43909,660.91248,97.63418,130.34608,563.91255,13096.57994,775.04004
320000,江苏省,2011,769,117,2375.16236,829.50166,8.51507,1306.52968,69.84324,18.22459,142.54812,4968.52233,949.77092,1276.30984,358.69017,5723.16169,9299.72864,3786.77014,12934.95581,5800.12783,1657.08327,7970.34528,4964.60524,11970.69648,10126.33587,169.05334,445.66723,429.22794,138.44629,160.46744,722.01887,709.85605,60.84994,131.05842,490.02375,11663.04427,673.58441
320000,江苏省,2010,826,132,2194.54166,749.90074,19.4529,1207.71442,28.49582,31.51262,157.46516,4171.25645,699.51596,1090.61182,280.28542,5724.13155,8218.96101,3241.71365,11062.36442,4812.99911,1287.23227,6646.56203,4415.80239,9893.42358,8239.4871,144.87698,382.69763,399.74166,100.80505,104.45038,644.27614,633.93745,27.14459,110.57308,434.55151,9798.24932,568.98853
320000,江苏省,2009,839,162,2052.41654,644.04107,2.67117,1201.63158,36.96789,23.59725,143.50758,3235.68948,515.03542,877.75026,213.70921,5016.09681,7195.61919,2784.74597,9425.97131,4164.55266,966.41817,5755.94734,3669.66134,7944.7315,6642.6305,124.6175,330.39156,329.94697,105.26751,110.05486,453.61114,452.16376,64.95143,71.99671,323.85537,7864.1773,466.59366
320000,江苏省,2008,921,219,1837.09927,762.82526,6.92727,926.12552,25.75411,21.69793,93.76918,2942.49887,432.36086,776.10315,207.71047,4533.30056,6606.25619,2571.67826,8297.84051,3729.80512,765.75064,5156.25042,3141.59009,7798.44341,6761.51496,120.80954,209.88901,381.09845,116.22045,120.22583,249.43116,245.76356,161.12718,78.22315,329.68932,7669.51964,608.06185
320000,江苏省,2007,785,173,1539.41052,429.28509,1.99267,949.67045,36.5865,38.56177,83.31404,2535.49786,406.25627,656.09785,174.16421,3777.28356,5504.28281,2034.80477,7000.51439,3009.38009,664.91721,4129.76607,2868.73755,6757.21344,5656.82277,110.22943,177.65225,339.0573,84.70239,84.52169,426.09141,427.67287,21.67969,100.58521,291.65511,6591.86504,449.94868
320000,江苏省,2006,916,219,1354.68,438.71,2.95,765.24,29.87,33.61,84.3,2374.93,385.39,618.4,179.59,3430.06,4897.71,1807.38,6338.42,2714.71,597.86,3649.97,2686.43,5994.26,5096.93,116.23,145.08,287.49,78.15,80.1,296.16,322.62,28.12,76.53,259.58,5907.46,423.46
320000,江苏省,2005,958,267,1138.50161,395.80737,4.34812,609.19621,44.38661,27.63312,57.13018,2213.30523,385.45857,566.85259,162.80258,2815.03158,3854.76175,1411.54871,5519.07676,2515.75856,590.67152,3293.05479,2224.76385,5020.99896,4279.24279,104.27352,114.44295,284.29544,60.80073,62.68069,199.00342,231.33855,37.79082,59.98989,212.8936,5019.00857,446.78001
320000,江苏省,2004,1172,377,1130.25675,473.61317,4.32463,547.51609,35.0114,26.31992,43.47154,2107.53173,356.42077,536.69928,161.06279,2434.4521,3291.52898,1236.30539,5035.04454,2137.06774,466.82165,2984.79243,2033.1792,4001.50351,3342.1467,89.83677,94.21852,234.06835,54.08918,59.78118,209.5524,227.31637,26.17119,52.76184,178.79918,3911.26192,355.73284
320000,江苏省,2003,1242,366,1139.06359,651.57504,39.41528,321.57142,40.46204,36.02079,50.01902,2190.17573,432.23116,521.01336,174.8783,2352.7366,3262.87892,1237.33658,5055.69829,2214.75011,419.68652,3056.42325,1999.27504,3886.91575,3249.26392,103.17247,78.47647,235.41659,55.28459,50.89465,164.35943,160.56986,20.8898,38.36118,164.02526,3393.64868,367.04066
320000,江苏省,2002,1691,528,1135.37081,556.82289,8.69436,410.54718,44.21845,24.16356,90.92437,2148.22893,450.58219,522.27114,185.36813,2283.73021,3198.91904,1193.57037,4939.8936,2044.72186,,2888.92736,2050.96624,3464.43096,2917.15282,95.10405,68.94375,231.10164,62.41078,56.0339,106.76572,118.14037,22.66478,27.00306,149.71995,3124.01438,319.23406
320000,江苏省,2001,2075,684,1177.9519,639.79492,13.06849,365.88447,45.9854,36.94909,76.26953,2084.76033,481.51839,526.09951,196.04662,2219.10995,3035.66757,1106.91892,4782.46064,1969.91434,,2789.22839,1993.23225,3309.3828,2826.67436,86.16404,59.22401,223.04863,56.97519,64.79333,77.03333,104.34402,31.6222,28.52652,150.63249,3066.10041,326.6158
320000,江苏省,2000,2554,795,1125.7007,624.59579,13.0602,339.22657,33.25435,37.20199,78.3618,2251.65087,526.26291,538.8312,213.92756,2261.3899,3037.47926,1029.75199,4978.56835,2118.89003,,3014.46852,1964.09983,3233.09385,2733.65042,82.08192,49.95104,221.61538,64.41408,60.4614,97.9465,110.45566,25.23736,27.77981,141.60388,3036.81068,356.5822
330000,浙江省,2019,832,,,,,,,,,4969.29,1522.18,1000.51,241.8,,,,13858.84,,,7449.13,,,,189.52,,403.83,138.01,,,826.28,,,,,
330000,浙江省,2018,813,,,,,,,,,4774.6,1454.6,973.9,236.0,,,,13019.2,,,7268.4,,,,215.5,,360.5,121.3,,,804.4,,,,,
330000,浙江省,2017,807,141,2904.61,1515.9,6.49,1200.22,65.72,20.78,95.51,4186.34,1209.5,924.72,212.75,5597.26,10557.47,5092.93,11672.33,4121.78,1355.01,6416.93,5263.01,10255.96,8339.02,173.05,,332.83,123.41,133.91,808.21,844.19,69.41,,,,
330000,浙江省,2016,763,137,3631.57,2237.13,5.12,1197.81,68.75,58.76,63.99,3881.1,1070.15,915.81,209.06,5882.29,9986.9,4516.54,11383.46,3987.13,1293.87,6338.62,5049.99,9230.57,7417.64,157.65,,329.73,132.46,139.26,714.02,773.36,56.75,,,9365.57,295.26
330000,浙江省,2015,750,162,2696.43,1323.46,11.67,1210.49,35.79,45.1,69.92,3425.32,825.8,890.67,218.22,5522.35,9224.58,4052.08,10617.83,3714.29,1207.34,6024.17,4594.82,8821.59,7200.53,126.23,,285.4,152.02,157.08,559.45,597.9,46.74,,,8900.51,290.72
330000,浙江省,2014,723,111,1966.06,816.68,9.69,998.27,27.85,44.54,69.03,3130.75,622.54,901.13,211.91,5373.5,8563.81,3669.66,9970.37,3477.3,1138.25,5600.53,4358.64,9297.0,7884.81,111.66,452.65,263.13,138.02,153.55,503.49,543.24,21.38,113.72,352.68,9363.14,336.79
330000,浙江省,2013,707,115,1716.03,833.55,5.94,769.87,26.25,37.93,42.49,3022.34,482.84,799.93,171.38,4344.53,7203.32,3261.51,9026.86,3293.24,979.45,5117.5,3908.16,9017.52,7617.56,115.33,429.07,279.59,116.73,137.76,543.56,574.34,22.33,115.32,371.97,8927.7,296.74
330000,浙江省,2012,645,103,1607.88225,690.18416,9.68506,817.59033,23.40002,31.92553,35.09715,2612.92135,407.56935,753.4088,169.55197,4073.74491,6654.88934,2894.60372,8138.11804,2966.14651,895.55015,4597.39687,3541.00257,8479.78093,7233.91228,95.08368,417.5095,248.61919,124.67329,140.94128,407.63854,449.01449,23.13313,99.23059,347.63482,8368.45513,283.87594
330000,浙江省,2011,593,94,1272.03213,511.30521,9.80763,674.02967,14.73178,30.01988,32.31654,2365.78934,339.21495,692.42537,162.66081,3998.39591,6224.64957,2530.24652,7191.76936,2686.63389,792.52889,4232.23652,3095.43549,8255.67549,7008.40277,89.52952,414.56157,237.42929,106.15995,119.92134,441.44661,468.51646,27.78153,99.15519,330.89288,8140.52731,325.12132
330000,浙江省,2010,730,136,1234.03797,494.64254,1.83913,681.98395,12.23084,10.06454,33.27697,2076.51752,323.3689,596.13683,132.43415,3732.31144,5667.93222,2199.84402,6618.76872,2319.7673,592.47772,3843.27169,2775.49703,6837.88929,5778.53561,69.01312,345.95712,216.952,96.50409,95.43489,387.00118,407.21176,9.03887,77.23216,275.25822,6677.22722,260.8544
330000,浙江省,2009,728,198,1037.37319,480.58335,2.82972,506.39332,12.98575,7.75378,26.82727,1755.20537,259.11731,503.11546,120.36195,3712.85039,5093.02348,1925.23611,6135.19129,2238.97519,467.09908,3792.16809,2343.02319,5436.86741,4577.8894,56.63107,301.0206,175.19313,92.75847,94.18529,264.77901,294.67462,24.70635,59.9626,211.82942,5335.6486,218.59574
330000,浙江省,2008,736,190,1026.76787,445.0839,3.50433,529.64218,14.00037,8.08203,26.45506,1691.66188,219.08944,441.18244,103.18581,3297.95336,4492.02641,1639.30574,5557.96657,2044.30931,373.96915,3482.14929,2063.83582,5357.21129,4893.35884,50.42102,153.12171,163.1567,104.40889,112.6335,16.80329,89.33174,109.87812,39.1439,206.00989,5269.14478,231.57885
330000,浙江省,2007,694,148,863.88775,262.1992,1.2704,548.50574,12.93661,7.08418,31.89162,1525.26357,225.28802,415.38082,108.98537,2626.66319,3763.71885,1366.34051,4765.87629,1693.61435,345.20395,2803.00444,1952.03234,4690.13247,4021.58014,54.72399,141.85321,157.47572,77.61049,88.29151,244.59818,266.00829,13.50162,73.60486,210.20585,4620.99785,229.40525
330000,浙江省,2006,776,187,711.27,287.94,2.07,371.45,12.59,4.68,32.53,1355.22,196.7,349.5,89.98,2575.31,3593.73,1194.92,4319.35,1404.39,282.43,2524.95,1776.38,4069.08,3524.53,50.49,120.0,127.98,70.37,69.51,182.36,204.81,12.46,62.65,176.59,4017.43,182.6
330000,浙江省,2005,811,213,686.26253,397.67637,3.10136,221.72135,16.97081,13.00222,33.79042,1325.52335,178.69475,341.18322,94.37289,2198.7086,2974.77207,997.69639,3865.38171,1248.99915,252.09033,2219.00365,1639.2922,3802.59217,3317.26175,46.72545,103.47717,122.85859,62.17385,62.26171,164.64768,187.30663,23.00522,56.62098,163.93042,3391.64351,205.57454
330000,浙江省,2004,1110,348,683.37688,317.05704,4.32179,286.74317,24.50217,17.837,32.91571,1149.95871,152.85259,283.29387,74.12611,2109.32194,2658.99505,831.87503,3523.66021,972.36397,213.53463,2003.96084,1519.67586,2837.3731,2353.83395,38.02506,98.93717,128.71863,54.62804,53.55344,161.63873,176.10316,15.5653,54.44479,128.42643,2781.57892,141.72442
330000,浙江省,2003,861,241,569.64516,328.43089,2.13319,158.40315,21.44182,12.88979,46.34632,1031.78373,145.268,251.62914,79.79932,1386.83711,1929.9622,667.34366,2688.41681,873.15438,178.6323,1370.36295,1318.05386,2147.08704,1777.21721,67.5052,78.25578,103.2737,29.82019,29.68664,102.1799,110.42637,17.9554,32.53011,114.2406,1678.67266,135.52804
330000,浙江省,2002,963,265,515.97805,293.89441,1.92746,149.95915,19.73803,13.26133,37.19767,904.71852,147.40167,215.98775,75.96757,1258.28198,1704.4961,573.67807,2447.75723,736.15916,,1233.38978,1214.36745,1690.29131,1380.31276,55.71681,66.63749,89.20695,29.68085,29.38032,81.5804,97.45249,10.52909,27.15391,90.29443,1322.204,107.70012
330000,浙江省,2001,1122,370,513.8217,288.15632,4.70488,164.62236,15.80107,12.99097,27.5461,925.87725,181.88335,228.54593,72.41275,1232.62336,1607.37273,499.95819,2390.18583,727.36939,,1240.26596,1149.91987,1481.06397,1210.54596,46.65952,55.683,85.76828,32.60303,27.3365,59.21262,75.70131,12.92564,19.68705,79.19714,1181.33036,95.9401
330000,浙江省,2000,1418,446,526.3356,276.16428,4.84373,179.87715,18.9034,13.70083,32.84621,954.33934,156.36222,239.208,79.465,1215.54138,1558.17377,477.19916,2413.15144,786.61224,,1307.82569,1105.32575,1481.20096,1247.06571,40.26261,46.54709,89.73282,21.97323,19.87447,47.89219,73.85996,9.62884,14.20052,70.64379,1276.67943,134.56022
340000,安徽省,2019,768,,,,,,,,,5257.32,1046.12,944.93,297.38,,,,15012.25,,,8835.0,,,,196.29,,518.17,184.68,,,633.36,,,,,
340000,安徽省,2018,688,,,,,,,,,5528.6,1053.7,1067.9,326.4,,,,15235.4,,,9426.5,,,,206.4,,457.1,221.7,,,634.4,,,,,
340000,安徽省,2017,668,121,3698.14,2180.19,37.11,1330.95,105.76,21.21,22.91,5299.94,948.82,1144.06,349.29,4858.06,9908.5,4280.11,14632.46,6187.14,1545.16,9066.48,5542.79,10924.0,9096.79,198.07,,460.62,205.48,204.86,566.83,498.37,65.83,,,,
340000,安徽省,2016,659,121,3399.2,2074.6,7.12,1169.04,100.47,21.28,26.68,4877.42,885.12,1117.33,334.07,5866.17,9643.5,4065.02,14136.94,6113.61,1472.73,8988.68,5154.75,9685.95,8286.74,200.94,,413.87,203.49,214.26,307.39,337.69,37.93,,,8649.78,439.5
340000,安徽省,2015,699,161,2446.78,1185.57,7.81,1101.77,94.01,26.89,30.74,4428.16,804.06,992.01,295.29,6793.4,9598.97,4013.77,13658.84,5642.86,1366.22,8799.06,4850.81,9670.13,8357.5,192.25,,411.47,232.89,231.91,209.09,225.76,196.05,,,8594.17,434.04
340000,安徽省,2014,687,137,2214.79,1286.28,6.55,781.52,87.38,30.42,22.6,4418.85,732.87,1038.07,307.25,5982.87,8464.25,3264.46,12933.86,5162.9,1222.4,8298.98,4614.17,9696.28,8300.68,173.54,315.43,399.57,202.36,223.28,349.9,318.05,114.9,69.87,317.56,8777.71,439.77
