省份编码,省份,年份,原油产量(万吨),天然气产量(亿立方米),原盐产量(万吨),成品糖产量(万吨),啤酒产量(万千升、万吨),卷烟产量(亿支、万箱),纱产量(万吨),布产量(亿米),机制纸及纸板产量(万吨),焦炭产量(万吨),硫酸(折100%)产量(万吨),烧碱(折100%)产量(万吨),纯碱(碳酸钠)产量(万吨),乙烯产量(万吨),农用氮、磷、钾化肥产量(万吨),化学农药原药产量(万吨),初级形态的塑料产量(万吨),化学纤维产量(万吨),水泥产量(万吨),平板玻璃产量(万重量箱),生铁产量(万吨),粗钢产量(万吨),钢材产量(万吨),金属切削机床产量(万台),大中型拖拉机产量(万台),汽车产量(万辆),轿车产量(万辆),家用电冰箱产量(万台),房间空调器产量(万台),家用洗衣机产量(万台),移动通信手持机产量(万台),微型电子计算机产量(万台),集成电路产量(万块),彩色电视机产量(万台),发电量(亿千瓦小时),水电发电量(亿千瓦小时)
360000,江西省,2004,,,52.63,1.61,49.99,326.29,19.36,5.02,56.95,340.54,113.04,24.32,,0.13,70.6,1.39,17.26,37.49,3094.38,628.13,663.82,714.84,757.7,0.5,0.11,18.25,2.68,26.02,43.98,,,13.75,1284.0,70.57,378.98,75.55
360000,江西省,2003,311.9,,15.28,1.74,45.31,60.44,15.32,3.18,27.21,239.76,103.29,20.06,,,51.88,0.97,14.33,11.97,2524.18,575.0,497.08,599.53,664.14,0.4,0.06,18.52,,29.95,0.78,,,10.56,,64.1,320.94,47.64
360000,江西省,2002,296.87,,13.99,1.99,40.61,55.95,11.6,2.04,28.19,223.63,78.95,18.87,,,55.96,1.27,12.79,8.59,1965.97,471.99,453.04,548.21,531.64,0.3,0.12,20.75,,37.95,,,,2.43,,44.86,247.99,61.51
360000,江西省,2001,297.51,,12.18,1.64,42.47,54.57,9.46,2.11,27.01,184.76,86.72,19.02,,,49.06,1.57,14.45,7.93,1608.31,263.59,338.06,399.73,386.19,0.3,0.15,15.93,,33.84,,,,1.62,,30.15,216.95,54.73
360000,江西省,2000,327.62,,11.13,1.71,45.56,50.99,12.57,2.8,25.4,186.71,79.92,16.24,,,45.01,1.6,13.7,7.08,1463.04,258.43,304.69,319.86,282.9,0.36,0.04,13.34,,32.88,,,,2.65,,19.56,203.35,53.5
370000,山东省,2019,2237.8202,5.1,1411.925772,29.2279,484.348275,1240.9485,,53.5801376,2075.364441,4920.9,544.203559,956.496791,428.420471,121.891686,425.536645,17.10288,839.217756,90.78299,14596.296325,7096.100357,5770.101057,6356.982364,9289.441928,5.0831,11.8336,77.6958,12.9404,732.4953,876.3574,513.7116,1177.2219,0.9304,212873.38,1580.5665,5897.22,5.23
370000,山东省,2018,2231.4418,4.7987,1118.76,,471.9,1252.84,,75.25,2033.67,4098.594797,518.82,977.76,438.47,122.38,387.06,16.41,763.08,59.58,12619.03,7488.64,6456.83,7177.2,9427.78,6.81,9.12,87.94,18.02,888.4,1060.85,666.71,3254.08,0.81,4400.0,1695.18,5825.608392,4.644043
370000,山东省,2017,2234.9068,4.147362,1728.89,0.36,608.82,1274.39,876.8,114.98,2177.5,3934.088098,495.56,897.2,412.03,102.55,393.38,24.87,710.42,82.08,15417.24,7238.14,6561.71,7155.88,9201.53,8.99,11.73,91.56,14.66,821.38,1004.6,627.16,5041.49,22.91,1800.0,1704.45,5162.737179,6.264475
370000,山东省,2016,2295.2611,4.2186,1833.26,0.24,600.13,1327.95,,127.53,2170.38,4419.9353,592.23,807.9,350.45,117.07,512.52,77.73,644.27,70.76,16156.09,6799.57,6769.24,7167.11,9788.19,16.79,14.09,86.89,15.63,883.42,731.93,670.86,6082.54,23.72,1700.0,2067.17,5329.2732,13.9243
370000,山东省,2015,2608.0278,4.5657,2025.19,0.04,589.4,1441.5,,125.96,2001.5,4364.599723,631.0,741.05,446.7,102.4,583.99,100.0,554.42,81.91,15249.07,7351.5,6747.9,6619.3,9003.2,17.8,16.52,81.86,26.8,872.1,623.2,712.7,6732.6,24.3,2000.0,1766.9,4684.582168,7.768286
370000,山东省,2014,2713.21,4.92,2151.74,0.93,740.95,1447.2,,128.06,1981.6,4607.54,627.53,667.9,435.3,83.2,555.01,98.6,483.15,78.33,16553.17,7624.44,6721.52,6411,8939.4,16.5,17.12,103.0,58.6,610.1,685.9,708.3,6590.8,23.3,3000.0,1652.73,3691.12,5.15
370000,山东省,2013,2765.55,5.11,1841.7,3.55,685.8,1420.1,871.474991,143.35,2013.5,4317.17,657.97,581.33,394.59,78.3,760.03,90.6,462.2,71.65,16238.66,8279.7,6580.3,6119.8,8109.1,14.4,16.8,104.38,60.5,524.4,637.2,651.4,5096.7,22.4,49000.0,1469.69,3510.94,3.46
370000,山东省,2012,2774.7,6.0,2306.01,3.34,665.53,1383.1,832.457747,146.09,1952.2,4224.53,645.72,585.67,410.22,80.6,982.64,78.85,428.78,96.11,15454.99,7903.89,6334.29,6282.1,7823.64,18.54,17.02,90.26,50.55,575,465.9,624.0,4111.5,20.4,37000.0,1504.6,3211.67,1.23
370000,山东省,2011,2713.45,5.2,1815.02,3.13,642.75,1361.3,714.83,136.44,1821.03,3973.4,607.71,548.0,439.9,85.2,657,49.17,375.98,80.9,15072.84,7794.48,6359.81,5664.71,7083.34,14.56,12.37,76.29,36.93,718.5,411.9,610.2,4351.1,22.4,20000.0,1249.5,3168.86,2.03
370000,山东省,2010,2786,5.33,2500.56,0.99,537.15,1333.1,731.38,162.1,1638.57,3429.0,556.29,531.38,442.13,85.57,845.74,24.66,369.72,93.3,14742.57,8033.39,5832.41,5570.84,6784.61,12.99,9.85,81.46,30.17,795.34,410.92,624.46,5374.6,21.44,20100.0,1137.69,3042.73,2.14
370000,山东省,2009,2828.21,9.05,2372.89,0.87,476.94,1300.16,668.78,167.75,1539.46,3184.6,484.14,395.9,359.09,76.01,854.3,25.29,279.84,89.18,14057.69,6091.77,5274.43,5082.13,5877.95,12.03,8.45,55.77,18.08,825.09,325.14,532.23,5454.55,25.37,17100.0,1090.03,2859.9,1.74
370000,山东省,2008,2799.18,8.35,1858.93,,473.92,1272.61,612.12,131.76,1526.92,2885.57,431.23,365.2,296.21,80.04,848.96,23.88,274.07,78.47,13887.26,5619.23,4657.08,4458.74,5027.44,14.42,5.73,42.83,16.58,596.22,357.96,432.19,4843.38,42.96,18400.0,239.44,2753.67,1.95
370000,山东省,2007,2793.05,7.84,2360.16,,433.49,1249.05,560.96,137.74,1406.26,2737.187956,485.53,334.98,285.8,84.68,796.79,26.4,268.57,71.8,15023.89,5175.61,4906.67,4406.91,4961.85,12.02,5.4844,40.35,15.18,681.82,544.08,432.89,3514.75,34.33,50.76,900.41,2698.03,0.77
370000,山东省,2006,2755.07,8.55,1979.05,,365.9,1201.99,474.68,112.68,1272.64,2154.03,515.63,304.24,275.74,85.41,732,19.65,224.2,82.2,16669.63,5214.66,4329.48,3714.87,4091.79,12.8,5.46,27.17,10.67,1064.18,377.36,420.08,2143.0,104.28,4.0,889.55,2314.53,0.17
370000,山东省,2005,2694.54,9.25,1434.27,,327.73,1170.25,371.77,90.17,1255.85,1709.34,519.31,245.35,260.16,83.77,612.7,11.34,202.99,95.38,14425.85,4761.21,3217.3,3188.07,3010.86,8.9,4.38,22.41,8.7,612.58,588.08,418.78,1232.0,39.44,617.0,1018.6,1911.39,1.3
370000,山东省,2004,2590.19,9.25,1157.68,27.2787,378.21,1144.72,287.53,95.93,1039.22,1124.76,374.94,197.61,278.15,45.79,497.24,10.03,207.98,139.99,12876.96,4467.45,2093.76,2074.18,2194.17,7.5,1.69,17.06,5.02,628.68,647.17,420.08,1116.0,57.45,3455.0,764.92,1688.19,0.98
370000,山东省,2003,2665.51,8.1,911.57,8.25,321.7,235.19,195.95,51.22,858.28,596.56,353.82,165.37,184.31,56.32,469.6,7.71,122.9,70.4,9935.0,2252.27,1381.28,1415.41,1437.74,4.9,1.43,7.49,3.8,499,460.33,400.92,582.0,48.55,45.0,553.29,1396.97,0.2
370000,山东省,2002,2671.51,7.5,727.71,3.614718,310.35,214.0,142.26,39.54,665.93,369.73,351.11,132.19,170.82,52.27,417.05,7.71,108.13,52.06,8238.69,1924.38,960.4,1000.65,1018.32,3.8,0.85,1.99,,420.55,358.73,358.64,312.0,43.63,119.0,450.09,1220.84,0.01
370000,山东省,2001,2668.01,8.5,891.78,12.86,298.54,222.13,119.25,43.39,561.26,361.51,289.68,120.64,156.91,55.52,420.93,7.37,139.56,49.23,7287.25,1809.24,793.91,722.6,840.95,3.6,0.87,1.18,,357.52,335.47,314.5,,39.0,133.0,373.73,1104.35,0.01
370000,山东省,2000,2675.69,6.88,829.9,0.8,296.48,230.06,94.43,27.6,436.68,361.99,246.31,105.27,154.75,50.05,398.24,4.22,92.86,39.62,6547.05,1559.65,729.7,635.42,681.93,2.82,1.09,1.28,,280.3,283.96,312.38,,31.07,24.0,254.77,1005.26,0.03
410000,河南省,2019,251.0645,2.96,347.304953,0.24,253.152205,1541.072,,14.25578,386.830625,2029.53,418.568877,173.908665,511.976211,28.4054,416.520347,4.896159,232.518003,55.772516,10459.064055,1912.594338,2573.757209,3299.092139,3837.973359,0.2445,4.6683,61.8577,20.8442,251.6329,1520.836,57.711,21744.0566,,127.66,5.0274,2888.31,145.06
410000,河南省,2018,258.8423,2.8983,374.08,0.01,256.13,1525.36,,18.86,379.07,2235.594177,446.24,172.7,382.74,0.9,441.57,11.86,166.33,56.7,11019.99,1983.14,2511.48,2892.03,3660.99,0.94,4.77,58.91,11.27,125.63,1505.1,16.38,20605.52,,,15.56,3050.138001,143.750352
410000,河南省,2017,282.9189,2.9779,333.58,0.01,400.34,1516.97,,20.74,697.54,2290.761372,437.68,165.22,359.65,1.1,491.09,12.24,232.07,55.67,14973.3,2023.52,2840.01,2870.8,3862.2,1.14,10.59,46.51,5.54,196.8,181.36,180.8,29658.35,9.31,,31.43,2739.629285,102.318164
410000,河南省,2016,315.737,3.2981,287.64,0.01,396.92,1528.06,,28.72,739.39,2919.8888,611.09,149.82,349.43,1.05,482.73,16.03,219.25,54.51,15672.11,1117.3,2862.93,2794.7,4444.4,1.35,11.6,58.47,8.62,186.22,97.26,166.6,25235.77,,,13.83,2652.6631,95.5374
410000,河南省,2015,412.0502,4.1858,44.2,0.01,390.4,1674.3,,33.53,698.4,2942.408359,520.4,154.2,350.1,,558.85,32.4,219.95,48.6,16676.19,1178.9,2903.6,2897.4,4766.8,1.1,12.35,32.86,4.37,184.37,62.6,164.8,19841.8,,,16.33,2624.634578,110.160406
410000,河南省,2014,470.46,4.87,370.6,0.1,406.36,1733.2,,32.33,739.4,2898.34,477.47,174.97,333.2,23.6,491.71,30.5,269.14,48.97,17331.49,1458.34,2780.42,2882.2,4704.1,1.1,10.95,40.9,5.0,320.85,2.0,152.3,12065.2,,,29.5,2729.87,94.87
410000,河南省,2013,476.51,4.93,412.2,0.09,427.9,1713.0,568.674597,38.91,826.1,2706.71,380.04,181.42,337.93,30.1,488.64,21.6,209.6,53.8,16782.03,1128.0,2551.9,2736,4255.2,0.9,13.6,40.63,4.7,517.8,1.31,83.2,9720.7,,,46.4,2861.77,114.66
410000,河南省,2012,476.6,5.0,355.8,0.79,369.25,1691.0,484.424478,35.59,901.39,2360.73,340.59,169.44,294.9,20.9,395.43,12.54,222.32,54.14,14888.89,1218.52,2122.62,2215.85,3484.88,0.64,10.87,37.56,1.1,455.9,2.2,21.6,6853.6,,,4.7,2643.0,136.72
410000,河南省,2011,485.5,5.0,282.97,0.86,357.0,1676.1,457.89,43.22,1181.46,2416.92,330.78,166.7,266.74,18.3,455.93,18.05,211.55,53.1,13824.26,2159.28,2167.21,2370.79,3553.54,0.94,9.31,36.58,1.4,406.4,1.0,25.2,2449.8,,,3.8,2584.57,103.42
410000,河南省,2010,497.9,6.72,254.58,0.96,411.04,1650.4,399.88,43.87,967.79,2572.13,249.02,140.28,188.14,21.2,399.87,14.38,186.28,52.25,11564.48,2419.92,2090.16,2327.42,3273.72,0.8,8.16,23.52,1.92,366.47,14.51,7.6,2.2,,,17.45,2191.78,91.67
410000,河南省,2009,474.5,29.58,296.95,0.53,372.6,1613.5,340.45,36.43,956.96,2163.06,209.96,111.24,213.08,20.58,503.47,9.34,123.66,53.6,11874.13,2771.62,1967.18,2329.48,2888.24,0.58,6.44,12.46,,319.24,7.72,4.46,,,18.0,43.49,2055.46,93.15
410000,河南省,2008,475.81,14.4,247.56,,381.89,1586.08,305.2,23,989.02,2041.67,177.03,118.03,226.51,17.48,520.41,6.97,108.24,46.47,10227.04,3208.94,1715.98,2187.85,2570.78,0.68,5.23,8.16,,290.85,13.41,6.15,,1.42,17.5,101.32,1960.6,87.77
410000,河南省,2007,485.08,15.76,191.65,,330.83,1552.1,246.66,30.61,939.73,1938.0038,155.51,107.69,200.44,21.15,534.77,8.33,123.33,50.18,9471.36,3619.93,1974.95,2275.39,2514.71,1.04,5.333,7.13,,288.18,29.89,28.87,,0.29,,102.04,1918.26,88.53
410000,河南省,2006,492.06,18.68,172.91,,243.72,1484.44,186.11,34.64,822.47,1557.74,128.62,82.34,166.54,21.45,460.78,5.8,90.02,45.54,7605.06,3481.07,1526.34,1750.48,1838.9,0.7,4.95,5.53,,266.76,14.96,27.02,,0.41,,164.0,1600.5,88.26
410000,河南省,2005,507.16,17.62,109.95,,197.51,1303.29,141.8,23.65,653.66,1380.54,124.76,67.84,118.65,19.16,421.12,5.07,74.98,39.73,6487.18,3434.69,1064.85,1229.17,1338.96,1.1,3.04,3.43,,249.01,44.76,12.33,,0.42,,177.0,1414.68,67.91
410000,河南省,2004,523.41,18.55,81.06,0.002,144.41,1424.73,118.9,20.95,517.61,833.63,106.83,68.1,108.03,21.9,401.38,2.24,83.72,41.46,5295.14,3651.63,850.47,976.64,1129.25,0.5,1.62,3.71,,147.45,39.56,32.9,,0.43,44.0,165.45,1280.75,78.36
410000,河南省,2003,549.77,20.14,90.47,,112.55,285.51,86.91,17.9,469.37,527.34,91.83,52.11,108.85,19.0,314.52,3.07,57.48,39.2,4722.6,3129.23,740.38,873.9,744.68,0.3,1.1,2.77,,145.91,23.9,36.26,,0.5,,158.37,1025.1,54.0
410000,河南省,2002,568.06,19.36,68.05,,112.19,282.62,81.33,13.02,355.05,427.51,85.34,43.82,73.53,18.64,307.2,2.58,50.94,35.4,4481.3,2920.37,604.56,672.22,593.6,0.2,0.71,1.59,,128.66,19.57,8.35,,0.6,,125.49,876.82,15.52
410000,河南省,2001,566.57,17.36,61.16,1.3,119.03,291.56,71.84,13.36,434.82,424.8,81.97,40.66,56.92,18.63,283.33,2.83,48.82,32.58,4686.4,2794.6,557.95,534.48,502.86,0.2,0.61,0.93,,104.44,2.06,6.62,,0.58,,101.9,792.85,36.13
410000,河南省,2000,562.18,14.95,59.38,0.12,101.77,294.22,61.06,11.09,290.07,355.22,75.01,37.62,33.65,14.01,258.56,2.1,38.2,18.63,3723.4,2425.41,508.88,404.84,405.62,0.12,0.71,0.84,,107.97,1.27,,,0.58,,90.91,694.93,15.52
420000,湖北省,2019,53.623,4.89,427.3479,0.051795,128.237909,1273.774,,53.068407,415.825226,834.12,983.87431359,80.0092,164.075046,90.025057,569.571366,16.577427,203.430414,23.715567,11396.85025,10282.985879,2765.1618,3594.734392,3769.263735,1.0517,0.9788,223.9607,96.2695,539.8509,2110.9316,,3919.9501,1270.2399,237.06,298.7011,2957.5,1356.98
420000,湖北省,2018,54.2516,5.1348,416.74,0.08,171.04,1275.84,,57.86,325.91,873.9775,1211.95,83.09,137.48,88.4,637.69,16.77,191.26,25.49,10695.31,9326.86,2514.59,3071.8,3649.87,0.69,0.05,241.87,99.73,488.8,1842.86,,4373.56,1111.45,32900.0,575.79,2835.817764,1484.081123
420000,湖北省,2017,55.5038,1.2718,434.52,,165.52,1265.88,340.2,75.93,276.72,885.2896,1289.46,79.73,155.64,86.7,717.09,17.98,191.86,27.64,11192.71,8773.21,2401.29,2875.18,3610.12,0.49,,266.61,113.95,473.74,1746.05,,4784.69,1279.75,100.0,16.0,2615.458918,1499.390013
420000,湖北省,2016,58.0939,1.3051,406.09,,180.52,1220.96,,82.19,251.13,891.7209,934.92,108.94,164.78,72.89,1007.39,20.61,225.45,26.7,11600.53,8714.07,2323.3,2927.6,3512.71,0.49,,243.46,106.55,392.06,1206.38,,6220.68,840.27,100.0,8.93,2479.0209,1410.7243
420000,湖北省,2015,71.0012,1.3501,467.5,,277.5,1389.4,,88.24,266.2,920.020514,780.1,106.8,159.5,85.3,1171.81,25.4,219.42,31.11,11145.46,8857.26,2288.7,2919.8,3421.2,0.4,,196.37,85.0,286.2,1213.0,,5475.7,1121.5,,35.1,2341.333199,1328.465694
420000,湖北省,2014,79,1.45,465.7,,224.21,1407.7,,83.98,236.4,931.73,693.45,102.74,140.9,83.1,1201.66,24.4,210.04,26.2,11423.74,9184.82,2436.01,3020.87,3452.66,0.4,,174.5,75.29,243.5,1441.5,24.8,2888.4,120.7,,36.2,2382.31,1410.5
420000,湖北省,2013,80.08,3.09,465.0,,254.7,1398.0,301.999669,82.96,210.29,943.42,680.12,99.23,132.21,56.5,1156.86,27.2,99.1,21.7,11049.36,8132.8,2416.2,2887.8,3344.9,0.2,0.05,158.67,66.6,226.1,1189.4,137.6,714.8,97.9,53.0,19.4,2158.22,1188.91
420000,湖北省,2012,78.9,1.7,432.2,3.3,226.8,1367.4,276.239354,72.03,223.94,922.0,835.4,80.63,137.71,,1048.22,17.8,85.17,17.97,10375.28,7365.48,2407.63,2913.34,3560.78,0.3,0.02,118.85,61.36,202.4,829.8,166.8,419.0,213.3,,,2238.19,1415.34
420000,湖北省,2011,79,2.28,615.5,,202.5,1347.5,207.7,64.59,249.3,993.6,687.54,85.7,145.2,,995.09,17.21,81.63,14.4,9504.29,6830.09,2522.81,2866.64,3706.01,0.3,0.05,131.9,52.95,219.8,808.5,122.3,334.6,825.2,100.0,,2086.31,1163.89
420000,湖北省,2010,86.5,2.0,598.55,,187.06,1314.7,169.58,49.07,175.81,947.12,925.78,76.02,143.04,,863.93,19.97,80.3,11.66,9000.96,4653.04,2311.91,2788.46,3026.55,0.37,0.14,157.77,52.71,134.26,729.32,70.2,454.18,189.26,100.0,,2043.0,1263.83
420000,湖北省,2009,80.89,1.67,515.2,,251.01,1278.58,147.05,41.11,171.26,838.1,733.81,55.55,137.7,,829.5,10.56,66.81,12.1,7006.4,3528.15,1957.84,2055.61,2177.35,0.38,0.26,108.17,38.84,39.51,514.28,36.0,831.52,87.38,100.0,,1818.06,1205.92
420000,湖北省,2008,83.92,2.85,476.2,,212.22,1245.66,126.11,36.37,132.22,782.98,527.0,47.57,90.27,,584.98,8.77,50.42,11.92,6169.31,2601.62,1893.36,1991.47,2150.84,0.39,0.23,75.62,25.58,29.03,493.74,46.73,367.53,,100.0,,1751.94,1210.49
420000,湖北省,2007,85.54,1.17,444.54,,189.38,1213.49,128.71,36.58,122.18,696.1753,476.49,44.92,87.12,,558.94,5.48,50.96,14.35,5638.85,2178.34,1679.79,1778.17,1857.93,0.4,0.1614,72.57,29.48,49.27,169.31,50.72,351.97,,200.0,,1588.39,937.7
420000,湖北省,2006,79.73,1.16,436.58,,167.73,1152.9,106.64,35.03,116.95,688.2,578.45,41.78,72.77,,477.97,5.98,53.51,12.24,5202.65,2001.15,1583.16,1658.01,1693.12,0.4,0.23,54.68,24.05,42.38,342.08,44.16,504.0,,,,1306.67,756.06
420000,湖北省,2005,78.11,1.12,406.21,,131.8,1123.17,89.82,23.4,112.89,678.41,440.34,41.02,71.13,,408.82,8.01,47.01,11.74,4485.69,1626.88,1453.29,1568.97,1580.87,0.4,0.15,38.9,14.17,20.39,239.94,60.29,587.0,,,,1289.8,813.65
420000,湖北省,2004,165.02,1.08,352.22,,122.92,1078.75,80.28,27.7,121.37,469.36,342.75,29.48,69.37,0.03,343.59,4.3,39.94,13.34,3631.92,1114.31,1196.65,1366.78,1398.98,0.3,0.08,37.43,8.84,22.58,177.91,64.25,464.0,8.91,,,1096.77,697.24
420000,湖北省,2003,77.53,0.94,316.58,1.26,113.33,198.97,88.03,20.11,102.22,473.93,310.25,23.07,69.46,,276.68,4.58,29.67,14.35,3445.81,1086.62,1034.59,1254.3,1126.25,0.3,0.09,36.89,17.16,,98.42,69.94,305.0,2.02,,,780.46,380.64
420000,湖北省,2002,78.3,0.91,281.17,1.28,104.95,181.71,67.03,18.28,103.46,415.56,242.95,20.89,69.59,0.0162,248.35,5.33,25.42,10.61,2948.66,1098.17,942.85,1108.35,993.52,0.2,0.09,39.41,12.34,,97.2,68.88,43.0,2.23,,0.09,606.57,272.58
420000,湖北省,2001,77.2,0.76,262.38,1.8,103.57,188.99,66.03,21.07,80.61,408.43,206.46,19.68,66.71,,267.12,5.34,32.98,9.08,2796.7,678.0,840.22,1003.91,915.51,0.2,0.12,24.19,7.22,,113.83,64.21,,,,0.21,598.0,275.12
420000,湖北省,2000,75.11,0.91,240.57,0.82,81.7,207.25,64.73,17.15,54.42,410.52,178.17,18.43,60.09,,221.11,5.18,23.04,9.82,2460.92,625.98,778.84,895.92,811.1,0.17,0.09,18.62,5.45,,55.51,78.19,,2.56,,3.47,559.12,281.4
430000,湖南省,2019,0,0.0,322.131255,1.21983526676826,62.3098,1651.461,,2.12553043057,331.266468,586.26,171.576684,58.379498,32.6129,,59.4854961431837,3.444891,58.9637898737688,8.914135,11195.6245468765,3303.904686,1973.87364,2385.7241,2432.160197,0.4958,0,57.9064,12.348,,11.3047,,1262.8647,128.7846,62639.02,,1559.42,543.97
430000,湖南省,2018,,,323.17,2.54,56.34,1635.56,,3.2,348.33,656.2141,176.72,44.76,16.66,5.4,52.69,5.9,49.1,10.77,10997.43,2499.51,1963.17,2307.59,2374.69,0.46,,52.9,20.71,,,,1614.73,67.1,47200.0,1.12,1532.734377,537.231701
430000,湖南省,2017,0,0.0,308.05,3.66,73.13,1678.04,,3.14,402.28,653.5878,195.88,42.79,30.25,,62.86,4.9,48.4,8.2,11980.95,2561.85,1789.93,2041.41,2210.15,0.57,,51.86,24.67,0,,,571.73,32.48,43500.0,5.88,1434.670601,597.373876
430000,湖南省,2016,,,282.58,7.48,71.56,1694.62,,4.39,422.13,666.5035,240.7,42.97,43.46,,97.82,4.97,52.98,7.09,12239.68,2676.57,1791.36,1827.82,1998.69,0.4,1.53,47.74,22.23,,,,22.74,36.08,40000.0,17.66,1385.0948,621.5139
430000,湖南省,2015,,,263.0,1.14,74.6,1757.4,,4.35,398.47,657.3019,244.1,48.0,47.2,,112.68,5.1,69.26,6.5,11680.08,2146.45,1762.8,1852.8,1951.3,0.4,1.69,36.3,25.7,8.9,,32.6,34.2,33.9,5000.0,35.7,1313.950465,572.520672
430000,湖南省,2014,,,280.9,8.38,76.8,1743.8,,3.86,406.6,659.89,398.69,64.61,62.98,,113.59,24.3,71.43,6.5,12186.83,1208.37,1812.52,1917.6,1989.3,0.6,1.65,29.5,20.8,12.18,,40.8,60.9,34.2,1000.0,24.0,1313.7,535.87
430000,湖南省,2013,,,256.9,7.22,78.7,1862.1,106.526247,3.84,406.82,651.53,310.77,75.01,60.73,,135.51,11.6,65.2,4.6,11314.14,1832.7,1739.8,1746.5,1977.9,0.3,1.25,32.06,25.12,21,,37.2,87.5,34.7,500.0,11.0,1347.0,507.1
430000,湖南省,2012,,,253.7,5.96,79.73,1837.7,106.60364,3.83,398.81,640.3,275.83,72.31,61.35,0.3,183.65,16.38,62.36,6.31,10573.71,1805.5,1742.5,1680.32,1851.61,0.31,1.05,17.27,14.67,17.2,5.5,37.7,71.4,61.0,600.0,38.9,1398.05,602.7
430000,湖南省,2011,,,240.3,4.33,127.12,1816.2,87.0,4.52,426.8,677.4,254.96,70.3,60.1,,201.24,5.76,50.5,4.4,9364.29,1945.56,1919.99,1819.82,1947.75,0.31,0.63,16.19,11.63,26,,63.0,19.1,11.3,23.67,8.9,1346.6,459.03
430000,湖南省,2010,,,228.56,0.73,104.19,1752.7,78.53,5,381.71,581.86,261.29,73.49,47.09,,332.63,14.0,49.74,4.55,8748.85,1757.32,1744.01,1767.14,1816.13,0.39,0.28,16.62,10.18,31.31,0.8962,73.5,,0.8722,22.61,15.22,1226.28,502.53
430000,湖南省,2009,,,208.93,2.38,82.68,1692.8,58.95,5.17,347.11,542.57,225.78,69.48,40.99,,359.2,13.07,45.18,4.83,7652.23,1664.21,1425.83,1437.3,1509.21,0.31,0.11,11.95,7.51,15.64,5.07,64.6,0.1,,14.2,24.07,1027.95,409.43
430000,湖南省,2008,,2.64,150.78,1.98,75.64,1648.02,51.64,4.38,280.46,446.35,204.36,43.59,39.02,,290.94,17.65,34.63,3.34,6043.88,1411.29,1211.8,1299.37,1293.01,0.34,,7.57,3.77,37.02,4.41,55.73,0.58,,8.8,7.84,880.64,356.46
430000,湖南省,2007,,,145.17,3.25,64.16,1587.22,53.5,5.17,224.1,490.4495,213.97,49.36,39.67,,280.09,13.0,41.47,4.69,5683.28,1518.12,1247.76,1331.79,1303.1,0.27,,5.72,1.5,36.39,0.1,61.94,,,10.12,,860.15,312.56
430000,湖南省,2006,,,134.49,2.8,67.99,1443.52,36.02,5.16,217.0,473.77,183.68,39.03,37.38,,263.21,12.86,33.92,6.26,4592.68,970.92,1174.21,1193.52,1146.89,0.2,,3.7,0.26,36.61,,17.24,,,21.0,,754.9,290.69
430000,湖南省,2005,,0.7441,119.13,3.03,56.09,1395.31,26.06,3.7,222.12,445.88,183.86,33.79,27.53,,261.39,9.55,37.87,8.29,3742.32,1091.16,1027.92,976.58,965.96,0.2,,2.99,0.36,55.54,,18.39,,,14.0,,644.41,241.28
430000,湖南省,2004,,,87.94,3.22,43.7,1404.17,30.75,4.69,211.7,410.12,176.89,34.13,19.1,0.09,263.08,6.94,42.76,10.01,3385.79,1107.39,847.51,872.27,798.84,0.9,0.02,6.07,3.66,65.53,,10.79,,0.06,6.0,,651.11,280.93
430000,湖南省,2003,506.53,,78.94,3.49,42.21,251.63,22.49,3.56,137.92,272.0,139.61,25.57,15.9,,178.27,4.53,26.22,8.31,3135.0,764.56,575.61,592.18,562.01,0.1,,4.38,0.58,44.73,,,,0.2685,8.0,,537.76,242.97
430000,湖南省,2002,468.83,,71.12,7.08,37.9,247.51,17.89,2.96,88.54,206.39,124.94,25.63,14.44,,162.97,5.81,23.93,9.02,2746.5,583.61,499.44,546.65,487.71,0.2,,2.8,0.11,55.08,,,,,9.0,,425.54,227.93
430000,湖南省,2001,435.93,,68.64,8.05,27.99,244.22,17.37,3.23,111.33,215.88,141.27,21.53,12.58,,146.75,4.91,19.81,6.98,2761.89,858.93,455.64,442.8,397.17,0.1,,1.96,0.03,47.79,1.72,,,,10.0,,401.84,212.01
430000,湖南省,2000,526.42,,72.93,4.44,26.42,230.43,16.63,3.41,70.07,207.17,128.17,20.96,13.03,,141.74,4.58,23.1,7.79,2395.72,735.34,332.72,304.13,299.05,0.09,,1.74,0.03,44.54,3.47,,,,9.0,,354.42,191.15
440000,广东省,2019,1475.068,112.08,3.743732,108.1380836,384.894962,1287.86,,22.74578566,2223.094239,591.23,244.015784,36.611222,58.044,348.2328,15.841171,3.537101,661.7543519,65.17439,16949.589941,10092.243576,2086.146382,3229.118779,4510.450626,4.2374,0,311.9716,184.4419,1631.4211,6691.4241,672.5584,70502.8429,5784.7337,3632445.14,10422.3016,5051.02,391.01
440000,广东省,2018,1393.5339,102.4999,1.6,102.44,387.29,1283.68,,27.4,2094.55,573.6087,228.17,34.99,58.22,299.28,14.08,1.49,593.8,48.53,16082.16,9441.51,2016.01,2880.54,4337.64,3.35,,321.58,174.09,1598.72,6129.32,682.75,80818.28,4733.81,3007900.0,9048.27,4694.761828,258.308465
