省份编码,省份,年份,大中型工业企业单位数(个),大中型工业企业亏损企业单位数(个),大中型工业企业实收资本(亿元),大中型工业企业国家资本金(亿元),大中型工业企业集体资本金(亿元),大中型工业企业法人资本金(亿元),大中型工业企业个人资本金(亿元),大中型工业企业港澳台资本金(亿元),大中型工业企业外商资本金(亿元),大中型工业企业流动资产合计(亿元),大中型工业企业应收账款净额(亿元),大中型工业企业存货(亿元),大中型工业企业产成品(亿元),大中型工业企业固定资产合计(亿元),大中型工业企业固定资产原价合计(亿元),大中型工业企业累计折旧(亿元),大中型工业企业资产总计(亿元),大中型工业企业流动负债合计(亿元),大中型工业企业应付帐款(亿元),大中型工业企业负债合计(亿元),大中型工业企业所有者权益合计(亿元),大中型工业企业主营业务收入(亿元),大中型工业企业主营业务成本(亿元),大中型工业企业销售费用(亿元),大中型工业企业主营业务税金及附加(亿元),大中型工业企业管理费用(亿元),大中型工业企业财务费用(亿元),大中型工业企业利息支出(亿元),大中型工业企业营业利润(亿元),大中型工业企业利润总额(亿元),大中型工业亏损企业亏损总额(亿元),大中型工业企业应交所得税(亿元),大中型工业企业本年应交增值税(亿元),大中型工业企业工业销售产值(现价)(亿元),大中型工业企业出口交货值(亿元)
410000,河南省,2015,5540,390,7759.76,1276.72,124.08,3273.01,2886.13,166.66,173.65,17975.98,3747.14,3235.15,1151.89,17268.58,22993.77,7864.38,39513.5,15844.22,4066.57,20692.73,18810.91,49243.69,43224.15,872.09,,1176.97,575.4,557.56,2904.46,2878.73,396.01,,,48144.98,3748.08
410000,河南省,2014,5290,372,6952.72,1170.19,135.51,3015.44,2443.9,122.02,249.68,16282.48,3320.99,3050.36,995.31,15690.43,20883.42,7007.89,36038.47,14275.92,3987.95,18899.41,17074.14,45611.56,39755.04,804.1,535.44,1135.12,539.11,543.04,2940.0,2957.12,246.3,401.31,1223.51,44337.85,3050.34
410000,河南省,2013,4653,345,5961.89,923.2,132.48,2348.81,2162.03,177.76,215.62,14179.78,2610.88,2835.75,884.28,13227.68,17698.34,6088.72,30884.44,12562.97,3394.94,16947.47,13863.35,39692.7,34396.99,712.69,505.97,1053.25,487.45,494.77,2585.44,2605.53,209.34,358.55,1108.0,38293.7,2444.93
410000,河南省,2012,4070,317,4659.17161,696.43052,155.69912,2103.03827,1369.09116,139.98199,185.44447,11618.16543,2141.10458,2645.39323,829.69284,11488.82977,15459.86697,5448.57077,25891.35406,11032.22266,3032.69235,14704.70878,11075.34549,33927.25615,29313.16656,630.98209,491.62863,992.98804,454.61242,460.56941,2111.38891,2124.81794,245.91861,312.77656,974.40575,32338.73076,1880.18137
410000,河南省,2011,3842,223,4062.50403,555.02058,113.42987,1956.4902,1163.57791,124.53999,149.44546,9449.13691,1616.4719,2137.73411,697.17576,10211.9157,14368.11817,5444.72552,21940.53841,9188.22982,2277.70529,12821.4447,9041.78355,31172.16501,26626.77184,586.54716,448.06969,893.12073,402.80055,392.2621,2320.58131,2282.51972,155.32218,325.68551,926.75835,29903.00568,1155.05802
410000,河南省,2010,2589,183,3182.89677,635.98323,100.55694,1463.83174,759.58938,115.2663,107.66918,7379.46056,1204.19834,1692.12279,530.35601,8638.50432,11191.99599,3882.72921,17827.66933,7489.02464,1756.57378,10715.5457,7010.37948,22150.68832,18807.50206,417.77803,343.23913,689.49204,277.59736,254.01246,1724.2045,1666.08749,98.58958,238.12868,677.84923,20752.03652,505.41562
410000,河南省,2009,2339,210,2894.72295,767.52243,94.96903,1225.69003,609.22696,78.86698,118.44752,5831.06491,979.09044,1456.91651,466.34174,7615.42674,9712.51094,3107.90329,15060.63675,6363.82483,1426.30339,9176.94137,5840.07053,17029.75956,14580.22712,334.04607,284.6855,601.64438,247.02207,223.79735,1174.39468,1149.09348,162.3049,172.74052,582.12956,16247.63919,324.32795
410000,河南省,2008,2158,260,2778.11371,981.55857,109.65876,991.78886,511.14445,72.55661,111.40646,5011.99006,808.43044,1380.62692,444.29427,6143.53016,7986.63544,2554.47536,13004.36345,5843.09003,1222.46628,7894.22178,5108.11172,15300.18056,13045.33397,313.79018,243.54537,520.49646,229.58337,202.19632,1130.17702,1115.95254,162.24572,197.43363,573.06665,15323.63891,538.54174
410000,河南省,2007,1886,161,1914.46051,540.34686,90.5824,761.45634,363.27466,43.40863,115.39162,4328.11567,766.76703,1183.13277,371.86928,5238.20187,6941.54523,2385.19218,10802.31686,4852.53428,1100.12722,6529.4464,4265.69049,11981.33934,9899.07969,255.01706,183.66559,437.31218,172.38837,166.21066,1039.36446,1099.46502,44.74752,194.73473,520.36233,12251.89802,496.61922
410000,河南省,2006,1491,172,1781.1039,710.23778,74.46233,624.96272,256.91244,40.50696,74.02167,3422.58902,621.86308,928.56106,281.4024,4406.64558,5928.22931,2049.13699,8614.15988,3906.86418,863.60115,5364.36161,3211.38611,8582.13431,7148.8593,200.82221,143.32223,363.63994,137.42427,129.79562,628.44851,637.24128,51.91508,146.48203,373.04189,7798.10943,502.4539
410000,河南省,2005,1324,202,1492.55696,588.56923,76.31645,536.21338,206.49205,39.98118,44.98467,2884.48939,522.73114,805.26629,257.10405,3737.3435,4884.70478,1708.73322,7222.02786,3350.02223,679.57316,4574.44056,2647.58729,6454.7346,5400.40181,165.43973,100.64626,323.42261,113.77783,103.97922,366.48676,359.01988,42.49502,101.85026,275.34013,6106.17777,448.87661
410000,河南省,2004,1189,213,1358.95,599.12,60.36,475.04,156.36,32.06,36.01,2519.27,466.26,688.1,230.96,3211.25,4437.49,1618.66,6306.99,2762.88,537.82,3964.75,2342.23,4749.29,3946.65,116.89,81.75,267.36,101.58,96.63,241.22,249.52,35.21,73.57,207.81,4784.22,259.96
410000,河南省,2003,1019,182,1210.32267,552.49439,57.12377,457.13868,87.02893,26.23787,30.29903,2152.56185,417.65437,576.79855,192.67837,2689.49925,3834.84652,1453.2354,5242.82259,2391.38605,433.54751,3341.54453,1901.27806,3568.85223,2932.1504,104.0519,68.84411,224.38679,93.28346,88.27464,166.92822,169.10659,18.25637,50.45753,163.29298,3330.73,176.30766
410000,河南省,2002,969,274,957.91901,550.55477,31.52509,317.75667,29.14035,12.14503,16.7971,1588.95089,324.77968,454.38185,174.65651,2101.27611,2985.86929,1157.80582,4041.30032,1729.39412,,2567.62014,1473.68018,2160.38427,1756.02737,65.77818,59.63867,161.95279,75.79944,71.07871,57.7165,70.67453,16.40107,26.77906,111.07501,2116.93597,104.58036
410000,河南省,2001,999,323,765.67002,455.39158,32.07826,227.76386,22.95092,11.91867,15.56673,1497.88104,347.66539,442.73894,173.94984,1826.57498,2555.94317,980.4033,3671.59538,1505.64632,,2375.90769,1295.68769,1853.23736,1512.53033,59.93635,50.92507,144.87828,61.82893,62.23083,37.06159,52.61265,25.92598,25.87065,93.46873,1828.74056,74.27976
410000,河南省,2000,1003,306,704.365,429.55281,37.99585,188.90493,19.72687,13.95653,14.22801,1414.48376,369.05727,387.25932,169.96367,1718.43477,2355.9834,942.35839,3407.61241,1405.82133,,2215.78652,1191.82589,1696.76067,1368.97144,49.30434,42.5065,138.96061,57.07654,54.84242,64.15069,65.67922,21.22994,24.95157,88.80578,1693.35069,71.15567
420000,湖北省,2019,1807,,,,,,,,,13049.86,2956.68,2710.61,890.27,,,,28516.14,,,15265.6,,,,733.44,,1292.66,207.19,,,1711.64,,,,,
420000,湖北省,2018,1998,,,,,,,,,12323.6,2963.6,2520.5,907.6,,,,26713.5,,,14082.2,,,,721.1,,1071.7,215.4,,,1682.7,,,,,
420000,湖北省,2017,2024,215,4722.91,1905.2,58.15,1470.45,772.53,108.77,405.27,12725.92,2915.22,2710.94,1038.09,8832.57,17797.95,9247.89,27232.74,11929.77,3695.69,14984.51,12463.25,24808.24,20692.53,711.87,,1097.53,229.4,244.99,1641.6,1679.66,155.23,,,,
420000,湖北省,2016,2175,208,4494.12,1931.18,58.59,1262.98,716.84,100.19,424.35,12041.77,2812.45,2843.64,1052.87,9783.84,18410.85,9246.37,26866.37,11720.33,3545.97,14927.01,11939.13,26703.38,22437.55,786.57,,1178.96,272.68,280.76,1556.0,1733.18,133.04,,,27276.01,1430.25
420000,湖北省,2015,2202,254,3675.31,1528.06,45.71,1085.17,588.18,93.78,334.41,10831.36,2463.85,2745.57,1019.51,9322.43,17414.38,8606.31,24497.06,11004.04,3134.85,14073.76,10423.18,25309.15,21226.66,756.62,,1111.2,316.11,303.96,1359.31,1482.63,249.27,,,25281.57,1257.69
420000,湖北省,2014,2282,250,3519.65,1423.61,42.14,1111.28,561.37,92.83,293.74,10216.62,2165.16,2802.94,1091.85,8988.43,15849.1,7449.12,23286.26,10218.85,2791.55,13369.44,9965.19,25039.92,20791.73,798.84,694.56,1076.54,329.6,344.37,1454.65,1500.82,138.04,247.51,830.01,25008.23,1137.51
420000,湖北省,2013,2279,236,3464.85,1439.16,53.96,935.2,561.87,118.35,298.83,10031.82,2029.28,2669.26,913.37,8968.02,15807.24,7253.57,22869.87,10398.35,2611.36,13649.76,9137.84,23967.59,20081.38,769.47,639.05,1052.42,311.11,335.93,1487.59,1515.48,103.3,199.52,778.26,23644.63,1279.01
420000,湖北省,2012,2022,246,3194.11754,1296.43019,37.3203,940.88488,448.65903,108.27477,362.54837,9137.98601,1638.56894,2327.09503,752.92077,8561.32815,13936.46893,6254.85612,20881.06584,9505.3934,2270.53764,12684.70219,8167.04516,20743.29357,17451.19214,606.70396,532.6042,932.73069,313.74389,322.79263,1318.39091,1351.16137,114.12063,159.67936,580.69529,20631.77957,1160.18677
420000,湖北省,2011,1881,203,2836.09209,990.08732,26.21631,1031.14323,397.0873,86.82745,304.73048,7924.3978,1231.16719,2049.77869,654.80746,8402.53209,12616.91516,5296.83888,18295.93286,8592.72567,1955.32046,11077.80897,7106.77805,18136.26172,15230.83014,507.0957,440.44596,889.28124,250.37263,266.31118,1376.43867,1297.70483,80.08009,132.00997,518.78679,18197.89295,993.30983
420000,湖北省,2010,1420,104,2466.8483,842.54649,31.73133,938.78191,285.86661,82.85438,285.06758,6821.32971,1003.14927,1769.88233,536.56497,7735.83869,10097.56264,3558.52475,16358.88085,7487.41323,1639.98143,9919.31847,6413.03602,14273.54829,11925.12614,438.70649,547.36744,868.87993,205.34374,205.78287,1308.16906,1200.67555,26.35048,143.62981,474.61534,14189.8375,765.69496
420000,湖北省,2009,1224,163,3572.06287,2136.45739,31.38518,769.52448,297.27191,70.99758,266.42633,5929.37211,1538.88401,1351.10854,408.60876,7566.57297,9480.75368,2941.66293,15627.93843,6116.75845,1306.59789,8524.68564,6962.76832,10394.24504,8490.09813,319.64429,341.4704,588.14899,156.37341,153.02739,715.71159,753.89164,52.86341,127.11062,357.96216,10124.48943,481.42452
420000,湖北省,2008,1051,179,3130.61689,1752.52805,20.72799,837.37125,231.06854,38.87774,250.04332,4128.37654,641.81427,1186.56449,380.22734,6578.86534,8103.81137,2796.78055,12411.97513,4569.6346,957.37154,6411.7167,6000.25843,9034.39544,7418.72493,272.37282,232.48498,399.34798,138.3291,145.8235,656.65579,649.51894,85.92912,102.81611,390.25765,9032.46284,518.1095
420000,湖北省,2007,930,144,2469.95736,1400.10539,40.21104,637.12237,154.05452,29.97616,208.48788,3283.9419,543.1803,1012.22299,280.8641,5173.98544,6054.6145,2016.09326,9601.10319,3420.39675,754.27766,5196.46465,4249.93362,6677.56597,5199.93226,203.98917,184.78118,351.01516,83.6514,85.31706,534.06281,540.29346,31.70356,128.65628,286.68779,6522.88818,398.92103
420000,湖北省,2006,841,154,2083.51777,1236.62278,18.84847,493.26966,110.89827,32.23405,191.64454,2521.31065,476.63721,777.72892,247.2897,4277.04014,5034.64287,1666.21224,7760.796,2611.60438,591.82167,4278.3003,3482.4957,5289.78838,4228.64386,176.86257,132.94582,278.97921,83.2286,78.14762,338.8752,385.01441,33.05995,88.25533,239.4569,5138.15719,309.69382
420000,湖北省,2005,803,189,1972.91996,1010.51966,23.43176,676.11936,112.45077,34.95756,115.44085,2365.39316,441.3499,693.02173,198.54712,3828.81963,4606.32118,1471.55846,7194.07424,2468.23158,504.03626,4019.85443,3174.21981,4434.12175,3520.27563,146.13466,99.57532,246.34464,69.17271,75.83749,300.26869,321.63362,41.11821,82.22676,198.90041,4290.51588,210.99391
420000,湖北省,2004,747,199,1820.16,1030.84,24.44,478.25,83.2,19.65,183.78,2169.19,367.64,611.69,169.28,3057.32,4013.27,1245.36,6064.96,2069.59,473.54,3456.84,2608.12,3624.06,2970.79,121.69,80.53,211.3,74.16,68.59,182.98,244.87,31.95,61.52,159.68,3612.32,145.04
420000,湖北省,2003,703,178,1259.77369,811.7258,38.54919,268.93792,60.4112,19.56413,60.58545,1920.3312,368.38208,449.70237,136.56541,3081.57411,3941.69684,1128.427,5640.55859,1736.10555,350.09846,3317.93632,2322.62227,2715.79924,2130.31152,124.22745,65.53587,194.79776,54.35647,46.44212,150.55819,157.41943,23.39495,31.58613,137.17275,2569.9301,90.88329
420000,湖北省,2002,847,288,1030.95401,516.69072,40.85676,332.92389,47.74339,23.31437,69.42488,1689.03544,394.7891,449.22188,249.88891,2009.08812,2769.52156,1056.7059,4183.05454,1579.56159,,2571.73456,1611.31998,2253.0815,1747.44113,94.58279,58.43878,186.0702,51.8376,46.133,127.81788,139.95036,26.99853,26.30792,119.6609,2262.53344,87.34834
420000,湖北省,2001,872,323,990.43579,539.50311,24.56819,281.63486,58.92873,12.8319,72.969,1577.73417,382.1934,389.40542,125.97858,1890.53805,2656.08424,1021.59786,3903.22844,1438.45793,,2329.39107,1573.83737,1974.45751,1576.68846,71.50436,45.90478,167.94372,55.92262,53.47752,75.90375,102.04162,32.32602,19.30972,105.65285,1991.16089,72.70204
420000,湖北省,2000,848,274,875.09386,548.58747,27.6884,187.60771,45.41438,13.00288,52.79302,1496.97218,434.74689,405.94618,127.74651,1836.70069,2429.08541,812.4035,3742.05102,1360.24438,,2341.75364,1400.29738,1810.97182,1425.12919,61.72431,41.26138,146.96569,63.38782,63.27055,50.43071,77.8145,38.40226,16.07579,96.95805,1847.49581,86.96825
430000,湖南省,2019,1821,,,,,,,,,9075.95,2622.79,2088.17,642.45,,,,18693.63,,,10077.92,,,,611.21,,1192.53,182.95,,,1179.33,,,,,
430000,湖南省,2018,2247,,,,,,,,,8665.2,2338.9,2211.3,642.3,,,,18082.9,,,9807.4,,,,611.3,,911.9,230.6,,,958.7,,,,,
430000,湖南省,2017,2270,129,3775.42,1224.4,47.03,1504.3,762.73,81.26,148.98,8770.93,2466.51,2306.56,639.24,6602.54,11167.15,4412.62,18915.12,6978.45,2145.47,9860.22,9039.88,20131.58,16053.55,688.65,,1050.23,271.89,242.61,1203.08,1185.08,42.1,,,,
430000,湖南省,2016,2450,158,3202.37,1070.04,27.07,1269.9,575.24,87.87,173.79,7827.93,2312.27,2092.14,599.49,6396.07,10332.8,4072.7,16974.72,6646.94,1894.61,9512.72,7487.93,19404.56,15631.45,616.69,,986.47,253.14,239.25,887.74,902.27,122.28,,,19655.97,1018.2
430000,湖南省,2015,2501,227,3041.4,866.44,41.81,1274.7,622.99,75.46,160.0,7370.19,2042.78,2042.14,596.01,6347.8,9646.6,3603.06,15790.44,6273.77,1633.2,8910.94,6882.44,18106.18,14474.94,562.68,,886.49,263.59,254.51,825.43,832.11,148.02,,,18676.12,1047.26
430000,湖南省,2014,2512,204,2527.64,683.72,43.6,1161.73,374.44,82.29,181.9,6838.25,1922.62,1932.23,568.34,5930.46,8676.89,3240.38,14819.15,5863.97,1523.64,8560.78,6205.5,17320.7,14171.83,515.6,709.08,773.81,251.59,257.03,819.77,828.41,88.56,126.27,713.23,17750.54,963.32
430000,湖南省,2013,2462,178,2243.8,630.32,27.0,946.64,352.11,101.18,186.55,6340.71,1759.06,1745.09,486.71,5415.96,8218.76,3146.43,13655.27,5518.8,1456.83,8073.9,5553.39,16514.63,13327.76,500.61,673.87,966.31,207.47,226.95,1017.67,1031.55,50.12,128.02,744.81,16673.02,1014.98
430000,湖南省,2012,2082,182,1857.5795,457.16521,36.61553,920.91911,244.14186,58.2076,140.53019,5504.8652,1307.16353,1609.07891,494.91042,4874.32232,7259.82402,2847.02419,12111.55275,5033.54768,1265.67717,7418.21537,4693.26583,13966.26721,11174.28042,418.73881,596.96708,858.67604,213.27278,221.00203,925.17249,896.77733,106.35364,125.12837,623.46056,14269.32879,826.57795
430000,湖南省,2011,1931,128,1593.65182,305.27363,27.9321,915.30056,256.06084,42.08406,47.00062,4649.17074,901.38327,1405.95674,402.85005,4500.09568,6483.1698,2407.25257,10576.42957,4445.02754,989.84498,6502.85033,4073.57924,12801.80709,10170.13874,359.65186,514.2513,774.74605,168.0461,172.75575,1090.90824,950.83747,73.6509,97.32464,599.48159,13091.33157,560.01696
430000,湖南省,2010,1069,98,1292.93841,376.14138,11.33141,622.2742,190.66497,23.55498,68.97147,3737.00826,713.29547,1151.75277,347.24804,4048.64198,5269.42001,1781.18201,8762.65592,3608.22636,882.96533,5455.16529,3307.49063,8612.39873,6884.31754,258.53348,415.57142,465.89692,130.12692,124.13155,796.86935,691.33478,28.47402,74.05379,456.95046,8574.72728,310.77027
430000,湖南省,2009,905,141,1004.28748,312.64742,13.86861,455.46808,138.95415,28.23053,55.11869,2629.92867,465.50841,908.09309,264.23173,3376.12823,4088.95015,1308.38648,6788.58089,2732.31975,746.81499,4426.72209,2361.8588,5972.71197,4729.74816,200.5121,353.16513,309.73783,102.87816,98.69361,536.06262,396.57043,47.14042,53.11476,316.68116,6137.10779,200.84932
430000,湖南省,2008,904,134,1036.43699,297.87508,10.1668,507.43319,111.61002,27.85226,81.49964,2294.8846,405.38382,733.09895,217.16674,2738.14681,3635.45838,1317.71374,6016.42459,2335.86474,500.89229,3722.22208,2294.20251,5782.8347,4579.05692,157.73988,275.34409,260.88726,106.44993,105.58149,389.17437,337.35261,75.84797,47.51687,342.69367,5829.07212,408.3757
430000,湖南省,2007,721,119,785.44937,317.85112,18.30924,279.83144,92.44165,28.42533,48.59059,1833.76648,323.90518,661.70658,202.49229,2309.50512,3070.50203,1087.18406,4739.29457,1867.00744,395.61054,2859.32886,1879.96571,4475.03284,3325.52993,126.58544,211.90419,225.03393,81.25124,73.81901,383.04629,303.55979,24.49001,53.35123,233.14104,4412.23812,326.68712
430000,湖南省,2006,652,121,766.86494,380.25351,10.60757,231.00968,74.46727,18.74026,51.78665,1490.39834,245.44812,546.49855,145.6959,1962.70139,2632.85865,931.19882,3939.79857,1561.241,334.43916,2458.07252,1481.72605,3373.59152,2576.97778,94.81733,159.02435,180.65309,55.00501,54.72879,271.63021,169.88712,30.61775,37.52462,161.29444,3401.27118,263.90488
430000,湖南省,2005,618,137,624.83943,263.96891,11.88351,214.94366,72.68156,17.86232,43.49947,1279.6244,226.64758,452.24396,106.39357,1571.71135,2072.33091,776.6648,3205.34113,1311.75671,285.87423,2057.31241,1148.02872,2683.2465,2118.13376,81.58547,141.86207,158.87619,34.85035,34.2553,138.23184,114.52276,29.4868,28.22749,135.98235,2711.06651,161.00999
430000,湖南省,2004,576,129,668.82,300.11,6.76,257.04,49.87,18.61,36.43,1158.53,211.97,398.84,89.31,1408.69,1937.41,690.21,2890.38,1175.31,253.04,1790.27,1100.12,2196.06,1731.19,66.3,124.35,150.97,38.8,38.37,116.31,109.34,24.63,24.55,111.67,2196.69,148.12
430000,湖南省,2003,534,139,532.59864,210.30237,9.2046,215.96896,47.65156,16.48214,32.98901,1044.68462,237.93539,312.91291,79.10537,1270.23578,1781.22842,662.83365,2585.82358,1033.60122,198.62981,1669.74035,916.08323,1717.43021,1305.27493,56.68739,93.97985,133.97305,30.01511,27.85658,80.96529,85.78962,25.06014,21.19192,93.51339,1616.17033,92.21468
430000,湖南省,2002,595,242,466.79515,259.04921,12.48195,139.94413,34.97719,3.57586,16.76681,885.2327,214.53294,271.13256,73.50502,1133.05539,1555.7942,603.58771,2257.56292,927.04725,,1498.87677,758.68615,1147.89262,864.01885,38.70531,83.45594,107.00838,30.49462,27.93875,29.79768,43.58339,24.36965,14.73924,71.84608,1185.92284,69.01507
430000,湖南省,2001,611,228,438.71262,256.81597,8.67556,111.81053,38.61606,4.04318,18.75132,847.1597,222.01404,268.84626,82.32548,1086.21964,1527.23305,557.73977,2139.47696,855.52571,,1407.61599,731.86097,1075.1258,807.0519,38.16967,79.69633,99.51129,27.46165,27.39475,28.61803,37.39201,20.75638,12.03188,70.08833,1106.68864,56.4103
430000,湖南省,2000,597,242,374.28077,276.73808,5.94814,54.1325,13.73686,2.97798,20.74721,754.97302,205.34298,250.33202,76.93003,980.77711,1347.2488,487.12439,1875.49475,773.01221,,1245.4105,630.08425,956.91736,732.83033,25.74255,77.30914,85.38824,25.40067,25.07256,15.97874,19.10379,24.68343,7.25256,59.91395,952.74433,44.75331
440000,广东省,2019,8409,,,,,,,,,59147.24,16942.51,11679.82,4446.03,,,,100937.9,,,56355.54,,,,3854.91,,6974.73,452.92,,,7261.75,,,,,
440000,广东省,2018,10234,,,,,,,,,56038.8,16834.2,11234.2,4239.8,,,,93583.1,,,51862.4,,,,3739.5,,5758.1,423.0,,,6587.4,,,,,
440000,广东省,2017,10102,1027,15009.37,3098.58,255.43,4824.86,1840.72,2506.49,2483.2,50734.88,15359.13,10470.81,4061.29,19563.75,39769.68,19833.43,86301.0,40439.1,15997.4,48006.42,38253.36,94552.25,78073.68,3525.3,,5402.42,529.66,575.89,6708.2,6847.32,291.24,,,,
440000,广东省,2016,10303,997,13985.73,2175.56,232.39,4607.06,1547.69,2623.1,2799.93,45439.49,13872.87,9618.94,3489.93,19905.09,39270.7,20067.42,77113.4,36746.8,14348.61,43673.22,33414.66,91146.17,75496.56,3567.42,,4892.44,374.3,528.35,5945.74,6328.71,223.23,,,91759.85,27369.19
440000,广东省,2015,10435,1247,12746.49,2110.05,180.86,3969.13,1377.84,2626.59,2482.02,40243.52,12309.11,8709.43,3152.99,19014.21,35773.01,17875.35,69477.38,33265.02,12656.89,40024.06,29400.22,84244.41,70007.2,3232.76,,4412.81,442.04,528.44,5426.56,5862.45,289.32,,,85785.86,27375.23
440000,广东省,2014,10577,1247,11841.95,1875.75,133.7,3173.84,1258.17,2627.28,2709.6,37495.71,10950.15,8718.9,3202.07,17628.99,32124.95,15340.95,63803.08,31372.84,12318.4,37542.32,26205.98,82000.26,68530.27,3187.21,1030.69,3901.21,455.66,553.86,5136.83,5270.44,243.51,855.54,2694.89,82659.28,28104.49
440000,广东省,2013,10703,1303,11565.73,1837.91,109.99,3286.85,1073.39,2656.13,2533.3,32813.46,9561.14,7954.22,2635.73,17367.58,30251.54,13911.63,58264.58,27834.0,10529.19,33488.85,24693.68,73952.76,62772.83,2661.78,994.25,3012.38,449.04,537.91,4611.16,4702.24,218.25,784.95,2524.48,74308.81,24537.2
440000,广东省,2012,10464,1416,12186.29611,2005.98754,99.44848,3941.96022,942.81561,2641.45385,2482.04458,30911.45888,9184.09454,7441.88556,2546.25427,16526.1092,27840.2835,12261.60955,54852.10001,26077.43282,10114.59667,31823.40136,22856.91704,68816.08033,58253.68135,2571.91047,916.50094,3109.08966,501.59208,556.92289,4037.09233,4085.42243,326.02699,658.89798,2275.24283,68735.0142,24839.31398
440000,广东省,2011,10396,1314,10628.53323,876.82449,78.62224,3995.42408,764.3093,2552.771,2338.11735,29698.02203,8377.28165,7349.18721,2391.27236,15746.47451,25064.72198,10520.33917,51372.0192,24785.97951,9973.23937,30010.53079,21313.14635,66678.9034,56564.58145,2339.09728,847.33662,2741.72379,390.18295,454.68299,4273.49022,4344.9161,247.13221,676.04502,2165.36586,66172.91713,23733.07695
440000,广东省,2010,7469,756,9373.91371,967.96063,53.83325,3252.07503,566.28348,2308.9279,2224.83342,24610.15327,7453.34075,6160.6743,1970.53469,16522.0119,24135.77299,8739.45857,45749.51264,20817.9807,8865.02907,25303.98991,20392.73402,56073.83658,47127.37077,1981.57654,765.42477,2218.25268,296.5718,252.77677,4214.3032,4313.56538,118.87018,604.35231,1616.74706,55401.69225,21419.20873
440000,广东省,2009,6606,1057,8431.84197,963.10432,61.77325,2684.80247,461.15045,2265.55894,1995.45254,19145.5542,5905.21687,4758.62488,1508.78171,12190.56549,17963.38725,7081.08074,34932.08316,16522.59674,6715.2278,20096.62735,14787.36618,43426.21401,36296.85579,1653.18991,658.25597,1847.49242,247.75491,234.07411,3034.30525,2956.13857,166.18392,426.54196,1159.64433,43387.97645,17040.71567
440000,广东省,2008,6537,1439,8039.38213,1105.86381,59.64625,2396.68536,404.68604,2178.98778,1893.51289,16802.58121,5153.98009,4628.0256,1529.06922,10694.13666,16482.76398,6864.12291,31448.25469,14988.32528,5878.29381,17967.77922,13480.47547,42657.94941,36262.33836,1488.54091,498.04451,1685.27539,287.88533,290.34789,2596.4994,2235.69598,312.0408,363.86471,1424.71076,42663.12654,19443.31693
440000,广东省,2007,6016,937,6798.46548,1053.98541,103.29438,1616.63903,358.20352,2015.5573,1650.78584,15254.94417,4824.58049,4228.22543,1346.754,9418.01599,13583.89134,4970.11351,27741.96689,13214.83451,5972.34165,15666.16699,12075.8079,37139.42476,31766.91094,1275.27226,323.40802,1390.63658,197.32357,213.05603,2128.2647,2192.32976,121.06386,272.91895,1058.40493,36954.26086,17821.18542
440000,广东省,2006,5309,819,5948.11145,893.82106,97.69792,1574.49178,258.29774,1860.8074,1262.99555,12450.76975,4057.39032,3628.22714,1126.26863,8269.73508,11903.34468,4340.9148,23506.78158,10862.85445,4950.32006,13091.44204,10415.33954,30294.376,26024.75298,1018.14799,260.96441,1092.14135,162.72957,157.57148,1602.002,1558.41108,128.64312,220.94816,907.69707,30078.42267,15011.01687
440000,广东省,2005,4477,793,4399.66736,282.27798,51.99104,1382.29729,252.11109,1392.00214,1038.98782,10184.96512,3311.53227,2900.76422,939.71036,6552.11436,9368.3014,3577.46677,17969.79218,8930.17169,4131.77095,10318.02745,7651.77477,23806.67632,20613.49883,900.86201,169.95339,876.43659,120.26016,107.65237,1207.05865,1148.21117,98.23794,167.88078,620.21162,23754.66872,10901.90512
440000,广东省,2004,4009,720,3916.83,305.62,48.01,1275.14,222.93,1224.94,840.2,8585.72,2555.72,2559.18,793.51,5616.55,8127.09,2997.64,15483.24,7480.39,3351.58,8765.42,6717.83,19627.8,16857.75,727.68,159.15,755.2,109.07,94.56,1063.9,1065.42,64.41,156.6,460.36,19342.98,9688.31
440000,广东省,2003,3292,543,3135.60122,596.98012,76.6894,697.26645,155.21545,994.75512,614.69468,6766.04113,2006.99658,1839.28416,653.88609,5252.96486,7447.72297,2675.08276,13008.58367,5790.83599,2270.68715,7307.86275,5700.72092,14860.3878,12602.28842,593.69499,120.62724,625.2338,114.54797,91.09523,845.89182,840.66686,81.03836,111.20648,431.53552,13958.22497,6811.03255
440000,广东省,2002,2622,762,2767.96374,712.07078,76.75748,660.08798,133.91965,622.1139,563.01395,4884.89766,1341.94974,1214.08583,426.80837,4698.03197,6479.42144,2308.4751,10499.02832,4306.37044,,5634.34242,4864.6859,9038.07457,7405.2997,400.75114,93.86189,486.45858,120.46085,106.19409,562.29928,583.57906,76.74551,72.19661,331.01111,8613.10412,3046.00656
440000,广东省,2001,2343,760,2329.25281,496.73769,92.61745,608.9856,102.47921,565.25883,463.17403,4335.46929,1100.02676,1156.76511,458.57925,4176.90486,5798.76151,1993.62029,9442.77155,3914.33603,,5133.26227,4309.50928,7743.02448,6306.98744,378.70899,92.61694,416.96519,122.54562,112.86872,460.95234,481.81588,90.25966,48.75432,293.09671,7417.78675,2343.27358
