省份编码,省份,年份,私营工业企业单位数(个),私营工业企业亏损企业单位数(个),私营工业企业实收资本(亿元),私营工业企业国家资本金(亿元),私营工业企业集体资本金(亿元),私营工业企业法人资本金(亿元),私营工业企业个人资本金(亿元),私营工业企业港澳台资本金(亿元),私营工业企业外商资本金(亿元),私营工业企业流动资产合计(亿元),私营工业企业应收账款净额(亿元),私营工业企业存货(亿元),私营工业企业产成品(亿元),私营工业企业固定资产合计(亿元),私营工业企业固定资产原价合计(亿元),私营工业企业累计折旧(亿元),私营工业企业资产总计(亿元),私营工业企业流动负债合计(亿元),私营工业企业应付帐款(亿元),私营工业企业负债合计(亿元),私营工业企业所有者权益合计(亿元),私营工业企业主营业务收入(亿元),私营工业企业主营业务成本(亿元),私营工业企业销售费用(亿元),私营工业企业主营业务税金及附加(亿元),私营工业企业管理费用(亿元),私营工业企业财务费用(亿元),私营工业企业利息支出(亿元),私营工业企业营业利润(亿元),私营工业企业利润总额(亿元),私营工业亏损企业亏损总额(亿元),私营工业企业应交所得税(亿元),私营工业企业本年应交增值税(亿元),私营工业企业工业销售产值(现价)(亿元),私营工业企业出口交货值(亿元)
640000,宁夏回族自治区,2000,56,13,5.8639,0.17819,0.03025,2.78,2.87546,,,10.22183,4.2309,3.71214,1.87532,10.37303,11.44729,1.71946,21.46913,10.45766,,14.98147,6.48766,16.64279,14.1618,0.87579,0.12465,0.57567,0.5169,0.48547,0.4642,0.49065,0.32287,0.07503,0.44408,17.41675,2.53682
650000,新疆维吾尔自治区,2019,1492,,,,,,,,,1594.68,435.32,375.72,146.1,,,,3528.41,,,2359.83,,,,66.19,,76.28,50.82,,,159.45,,,,,
650000,新疆维吾尔自治区,2018,1231,,,,,,,,,1351.7,330.6,337.6,140.6,,,,3112.9,,,2041.4,,,,67.4,,56.3,43.0,,,126.2,,,,,
650000,新疆维吾尔自治区,2017,1184,262,504.1,18.35,37.23,262.39,179.36,6.78,0,1266.82,348.82,278.79,115.57,1063.75,1357.2,313.64,2895.94,1321.35,318.81,1875.78,1015.86,1841.4,1519.28,64.11,,58.51,37.44,37.68,160.88,170.51,18.01,,,,
650000,新疆维吾尔自治区,2016,1145,234,466.7,19.52,37.56,219.83,184.8,,4.99,1219.29,351.41,244.4,103.15,926.53,1126.5,271.78,2759.73,1273.71,340.89,1804.56,953.6,1727.07,1415.95,56.81,,54.08,32.04,33.96,179.09,192.5,18.76,,,1686.11,12.39
650000,新疆维吾尔自治区,2015,1069,271,469.85,17,9.33,213.98,224.56,0,4.98,1183.16,335.56,248.98,118.93,926.12,1168.3,277.1,2589.01,1282.6,338.74,1729.86,856.89,1631.56,1351.22,59.1,,55.31,28.29,29.61,135.48,146.31,23.95,,,1570.83,13.74
650000,新疆维吾尔自治区,2014,964,230,416.18,15.99,25.28,193.76,175.64,0.1,5.41,1054.6,257.6,266.84,126.23,877.21,1038.45,221.22,2411.15,1174.77,297.02,1580.45,826.34,1494.61,1228.91,54.12,6.67,50.6,33.08,31.13,126.93,134.52,22.84,10.7,39.57,1493.76,10.89
650000,新疆维吾尔自治区,2013,871,230,328.26,10.44,4.75,169.16,143.5,0,0.41,967.96,222.21,276.86,115.98,618.77,717.98,150.99,2031.03,982.93,281.0,1354.95,671.63,1220.81,992.48,45.08,5.52,45.47,26.36,25.84,104.66,112.12,17.13,8.59,27.35,1205.53,35.63
650000,新疆维吾尔自治区,2012,746,187,264.16407,0.4958,4.70881,149.56763,108.98281,0.40902,,762.37114,194.90104,218.67873,80.78976,438.64758,505.04234,107.00724,1526.36187,715.82818,195.01186,952.55993,570.67164,978.33376,809.63254,36.35585,6.60597,37.2846,20.67443,20.81407,72.37,81.61985,11.19074,8.97657,27.21457,893.95544,10.91471
650000,新疆维吾尔自治区,2011,636,116,166.97872,0.21378,2.37009,82.04076,81.88158,0.50084,0.06367,518.09318,145.49546,153.58223,61.96206,242.03841,274.85343,68.20252,925.74936,440.02058,106.90541,526.68351,396.71835,720.9528,575.65656,29.68357,3.7056,27.55447,12.45099,11.72773,76.11247,79.61594,5.21158,7.28644,20.29681,668.42434,13.87154
650000,新疆维吾尔自治区,2010,1057,230,188.36277,0.62745,1.54359,101.96778,83.60964,0.61431,,550.36208,136.01488,160.15354,51.22247,265.14445,291.06304,70.68294,997.13158,447.28766,115.04019,550.66228,444.05009,760.94374,606.12615,31.09491,4.5602,25.7865,10.16273,9.1292,97.14783,99.11454,4.74565,10.85213,22.27451,730.29145,9.08133
650000,新疆维吾尔自治区,2009,843,283,158.2282,0.1812,1.82244,80.98149,75.06287,0.1302,0.05,326.92289,64.35744,105.90869,40.17578,224.08498,211.5399,52.20228,660.04637,314.39431,66.31358,379.56421,280.50742,474.71184,403.34495,18.51286,2.91012,20.0616,5.76937,4.94511,23.45316,30.39264,6.54274,4.47471,13.90072,456.2322,11.14516
650000,新疆维吾尔自治区,2008,768,241,110.01057,0.45259,0.21015,40.43435,68.78328,0.1302,,261.50746,55.97849,85.59623,32.082,138.56905,159.33969,40.11651,491.70126,243.1934,55.57985,273.78314,217.91812,377.59271,319.32035,13.37635,1.92271,16.45559,4.56769,4.18929,24.89545,26.62437,4.11822,2.19224,13.5839,373.79811,12.4284
650000,新疆维吾尔自治区,2007,560,156,74.2891,2.43371,0.1332,36.06585,35.60009,0.05625,,178.82666,29.27056,59.07353,21.79326,90.01791,110.4244,30.25671,332.6851,149.38901,24.39166,169.91644,162.72676,247.62716,209.30361,7.188,1.12097,9.76599,3.25662,3.08095,17.13511,18.88557,2.38587,2.43026,7.42673,245.44014,11.33116
650000,新疆维吾尔自治区,2006,408,119,55.31525,0.7442,0.1332,25.36181,28.71756,0.13125,0.22723,91.17031,17.01292,33.99835,14.67418,66.41234,79.70994,19.76078,202.32194,87.98641,18.99038,102.4738,99.84814,146.56819,127.97839,4.43478,0.66452,6.39588,2.11416,2.02022,5.19524,8.45319,2.04695,0.81945,4.63626,145.64294,11.50809
650000,新疆维吾尔自治区,2005,350,90,50.18158,0.86123,0.08152,22.92653,26.03107,0.28123,,74.27804,13.66421,28.22951,11.06924,55.40032,67.89606,15.71218,168.39282,76.17816,21.05644,85.74958,82.64324,112.40318,98.61998,4.31902,0.52797,5.23977,1.89894,1.85836,2.88995,6.05289,1.63075,0.60482,3.47588,108.34401,4.43562
650000,新疆维吾尔自治区,2004,308,87,39.86073,0.53999,0.0602,12.3709,26.83464,0.055,,57.56867,10.38911,21.71694,10.13141,41.55266,49.56588,11.61856,126.86631,55.79273,13.76611,65.68163,61.18468,84.61532,72.80444,2.61205,0.46436,3.78101,1.52006,1.48715,3.84545,6.66894,1.31709,0.56562,2.18593,83.17378,1.45996
650000,新疆维吾尔自治区,2003,187,44,30.39133,0.61735,0.3035,11.96797,17.24627,0.25624,,45.83957,7.59955,14.24564,6.25083,27.6224,33.96963,8.22766,98.17621,39.45056,7.66312,47.05284,51.12337,49.6223,41.02444,2.1425,0.26502,3.01306,1.06585,0.98241,2.42147,5.64846,0.46577,0.65676,1.16064,49.36929,3.35934
650000,新疆维吾尔自治区,2002,128,42,12.15069,0.01976,0.70445,5.00456,6.42192,,,24.55575,4.33325,8.05526,3.36431,15.41669,18.70133,4.31641,43.42279,23.59722,,27.43451,15.98828,25.34638,21.42627,1.19042,0.24235,1.55844,0.40796,0.34486,0.70065,0.897,0.41793,0.20368,0.8765,26.337,0.31528
650000,新疆维吾尔自治区,2001,83,28,6.63291,0.02018,0.3964,3.05099,3.16534,,,9.88828,2.48635,3.06611,1.35325,8.26129,10.11014,2.63967,21.27316,10.03936,,12.49656,8.7766,16.03711,13.54551,0.77799,0.19195,1.00383,0.28887,0.27575,0.30132,0.75272,0.20472,0.11284,0.57396,16.87352,0.10703
650000,新疆维吾尔自治区,2000,41,14,4.04635,0.01736,0.032,2.00518,1.99181,,,7.74282,1.18567,2.42503,1.5107,4.24951,4.90155,1.00247,13.10555,7.39114,,8.52059,4.58496,9.06453,7.44774,0.65607,0.08924,0.49896,0.1592,0.15752,0.24076,0.31818,0.13165,0.09343,0.57366,9.23932,0.0545
