省份编码,省份,年份,私营工业企业单位数(个),私营工业企业亏损企业单位数(个),私营工业企业实收资本(亿元),私营工业企业国家资本金(亿元),私营工业企业集体资本金(亿元),私营工业企业法人资本金(亿元),私营工业企业个人资本金(亿元),私营工业企业港澳台资本金(亿元),私营工业企业外商资本金(亿元),私营工业企业流动资产合计(亿元),私营工业企业应收账款净额(亿元),私营工业企业存货(亿元),私营工业企业产成品(亿元),私营工业企业固定资产合计(亿元),私营工业企业固定资产原价合计(亿元),私营工业企业累计折旧(亿元),私营工业企业资产总计(亿元),私营工业企业流动负债合计(亿元),私营工业企业应付帐款(亿元),私营工业企业负债合计(亿元),私营工业企业所有者权益合计(亿元),私营工业企业主营业务收入(亿元),私营工业企业主营业务成本(亿元),私营工业企业销售费用(亿元),私营工业企业主营业务税金及附加(亿元),私营工业企业管理费用(亿元),私营工业企业财务费用(亿元),私营工业企业利息支出(亿元),私营工业企业营业利润(亿元),私营工业企业利润总额(亿元),私营工业亏损企业亏损总额(亿元),私营工业企业应交所得税(亿元),私营工业企业本年应交增值税(亿元),私营工业企业工业销售产值(现价)(亿元),私营工业企业出口交货值(亿元)
150000,内蒙古自治区,2015,1812,338,809.85,3.55,18.77,511.3,275.67,0.55,0,1799.1,323.59,286.4,128.2,1495.78,2081.13,798.83,4136.85,1807.75,424.26,2471.84,1631.42,5093.83,4236.27,92.83,,166.68,52.02,43.4,477.49,347.51,39.48,,,5121.99,23.52
150000,内蒙古自治区,2014,1853,349,1692.87,5.42,4.54,1420.17,250.69,0.95,0,1808.18,354.12,302.85,126.91,1555.71,2051.77,671.22,4070.1,1896.09,423.57,2478.27,1542.14,5166.25,4232.39,95.07,36.48,164.86,73.42,64.24,538.31,408.84,39.35,37.57,146.73,5216.12,29.85
150000,内蒙古自治区,2013,1865,311,589.31,3.15,5.41,329.71,244.4,1.45,2.82,1536.74,295.88,301.97,133.89,1324.04,1679.06,507.33,3456.83,1576.28,347.85,2108.59,1320.46,5190.14,4192.67,89.42,40.78,168.89,53.96,46.8,619.87,454.07,28.24,41.03,150.39,5208.44,24.79
150000,内蒙古自治区,2012,1696,256,451.48566,2.89757,4.30469,266.22195,177.90645,0.0525,0.1025,1112.5608,174.90487,238.97467,116.26131,1002.55533,1389.84232,498.35892,2475.54429,1141.00429,249.76711,1442.51699,1022.09706,4239.09089,3432.61372,59.8874,31.61608,121.12557,38.52188,35.36439,464.30793,323.5684,25.73378,33.4621,118.17737,4237.59472,36.37158
150000,内蒙古自治区,2011,1839,206,408.68057,1.77791,2.63912,222.11035,179.4999,0.011,0.28142,1057.6227,174.74292,221.63293,109.72168,934.08677,1312.34285,498.71231,2308.38877,1026.99102,207.20193,1337.17502,964.34004,4115.66555,3287.12633,71.25218,42.0579,123.2666,39.64579,34.5833,495.84962,347.76266,11.6954,44.64295,127.6973,4126.18407,29.51656
150000,内蒙古自治区,2010,2227,246,408.30699,3.52738,2.27793,190.5435,210.09173,0.31029,1.55616,902.72677,140.49192,192.88875,92.19629,937.4574,1121.25961,259.27261,2148.02419,879.31179,186.40844,1166.00171,961.653,3469.34181,2766.74324,67.41975,56.26749,104.17282,42.1135,37.61292,511.8373,331.49044,7.99655,37.44939,118.05949,3445.90571,28.61285
150000,内蒙古自治区,2009,2152,384,331.17371,0.02,2.40361,131.74878,195.60132,,1.4,681.72351,103.41113,152.03366,83.45093,705.80838,800.36435,180.84101,1569.69483,684.5507,148.56802,871.99437,690.8745,2541.23206,2069.28396,48.95301,30.42159,78.04206,22.31518,19.62367,338.20074,170.96619,13.84104,23.0889,86.809,2508.94805,30.66623
150000,内蒙古自治区,2008,1857,280,240.37614,0.0599,5.14192,99.26549,130.19459,,5.71424,521.25039,100.52796,139.09073,65.92916,393.55805,451.85788,100.63983,1089.96166,518.18683,134.88585,644.42738,445.53428,1858.26184,1492.6002,37.46854,26.70071,53.31772,15.91382,14.23001,248.94076,139.78933,8.31538,19.11227,71.55786,1847.62098,24.74027
150000,内蒙古自治区,2007,1562,197,159.31163,0.3524,0.28813,59.47932,98.35223,0.05769,0.78186,348.71464,70.48126,97.82169,45.89477,260.85129,309.73453,71.28116,698.78296,341.54085,92.24978,403.60514,295.17782,1153.57936,902.07461,31.1386,14.34504,32.23907,9.38611,8.81756,166.53364,78.27927,3.30631,12.64511,41.4494,1145.13442,34.05182
150000,内蒙古自治区,2006,1402,251,141.03121,0.31808,0.29555,43.37292,96.84066,0.204,,265.09439,55.94929,88.19106,46.30434,211.04858,238.49681,47.56198,539.89777,258.07973,64.96838,312.71739,227.18038,803.82338,655.65072,23.41917,8.86191,22.74022,6.83171,6.44775,93.3571,46.78241,3.59551,10.68416,28.05512,810.00064,27.58083
150000,内蒙古自治区,2005,984,205,91.91023,0.27656,1.69952,29.82901,60.08236,0.00555,0.01723,157.75471,38.31431,52.76346,29.29033,128.74424,146.70256,30.561,323.67378,170.30524,41.85246,192.73551,130.93827,427.46074,342.55452,15.44176,4.69457,13.79868,4.24926,3.92664,51.22444,20.88877,4.41687,4.06279,17.57828,435.97943,15.31568
150000,内蒙古自治区,2004,877,182,66.97464,0.20512,0.17658,8.2281,58.35484,0.01,,121.48225,27.89929,43.4843,24.91978,101.00809,111.19872,21.95826,248.25334,126.75477,28.57144,149.46985,98.78349,266.51304,212.50863,11.64339,3.63143,11.14103,3.30317,3.15158,25.63603,16.50482,1.74163,3.11537,10.97743,267.07781,13.82629
150000,内蒙古自治区,2003,423,51,37.90754,1.23793,0.30829,14.66881,21.69251,,,62.85717,16.41633,20.00495,9.11214,51.61155,60.99884,13.27046,131.29528,64.59064,12.22269,78.96073,52.33455,127.25799,109.86757,5.1388,1.11361,4.34259,1.92758,1.82668,5.10125,6.32809,0.31021,1.42655,4.27007,130.87239,11.79592
150000,内蒙古自治区,2002,278,29,20.52199,0.0265,0.15846,10.3656,9.97143,,,34.70655,7.71958,12.54992,6.06216,25.97752,31.25931,7.01776,65.53518,33.83335,,39.70441,25.83077,66.04873,58.05262,2.08178,0.65703,2.38575,1.18999,1.10575,2.01387,2.4497,0.25223,0.50911,2.11525,71.9659,5.96825
150000,内蒙古自治区,2001,245,34,14.48564,0.1524,0.21189,6.73776,7.38359,,,28.58842,6.69047,10.43645,4.76468,20.66812,23.76493,3.72243,52.92451,28.39651,,33.34378,19.58073,45.40976,39.26353,1.73606,0.66751,1.75772,0.9418,0.87457,1.36144,1.54021,0.29577,0.29528,1.42793,48.68894,1.11471
150000,内蒙古自治区,2000,185,24,10.17357,0.11834,1.11319,4.26057,4.68147,,,22.23142,5.89328,9.21128,3.87546,15.78387,18.59607,3.44539,41.3779,22.0371,,27.06932,14.30858,36.76145,30.80904,1.35841,0.76132,1.51259,0.93513,0.85756,1.39167,1.42784,0.18937,0.24652,1.17262,36.91613,0.93313
210000,辽宁省,2019,3942,,,,,,,,,5982.56,1852.38,1320.64,404.79,,,,9286.19,,,6592.99,,,,139.93,,307.05,115.85,,,392.79,,,,,
210000,辽宁省,2018,3139,,,,,,,,,3738.1,801.7,901.5,335.4,,,,5830.4,,,3923.7,,,,103.0,,192.6,88.1,,,211.4,,,,,
210000,辽宁省,2017,3131,799,1080.02,15.21,25.15,554.23,473.8,6.99,4.65,3473.54,752.62,778.36,317.42,1322.47,2006.62,711.1,5683.2,3124.16,591.29,3787.26,1881.64,4369.7,3848.06,90.06,,174.28,82.27,74.81,170.44,188.43,50.13,,,,
210000,辽宁省,2016,4366,846,1047.38,7.89,30.81,475.95,519.89,10.99,1.86,3232.1,737.82,696.69,303.55,1538.56,2256.22,846.99,6064.47,2821.86,547.45,3600.46,2034.31,4648.26,4123.09,109.57,,185.13,81.82,65.15,135.39,151.56,60.4,,,4252.81,166.36
210000,辽宁省,2015,7660,967,1550.26,9.78,73.27,668.44,790.58,0.66,3.42,3789.29,888.81,792.23,361.2,3383.24,5384.44,2394.94,8318.89,3325.01,625.33,4326.83,3956.95,12442.57,11048.26,242.3,,398.71,111.27,83.21,549.22,556.13,58.91,,,12591.85,240.02
210000,辽宁省,2014,10319,774,1959.24,6.24,24.79,785.75,1133.9,3.94,2.83,4117.19,931.9,879.82,420.4,4365.54,7858.53,3912.21,9930.08,3285.86,684.86,4490.74,5332.99,21716.46,19290.99,402.08,188.64,609.51,138.08,100.72,1121.84,1130.25,51.08,109.04,457.29,22099.66,417.61
210000,辽宁省,2013,11512,642,1946.92,6.75,27.47,805.12,1100.44,2.33,2.84,4043.54,895.12,897.27,427.19,4685.08,7838.77,3674.92,9873.0,3166.54,643.73,4255.39,5524.11,23899.85,20694.06,433.8,191.61,741.06,134.64,99.01,1768.0,1660.31,34.02,140.13,620.86,24112.55,589.99
210000,辽宁省,2012,11653,669,1794.90637,7.50527,3.69238,700.69911,1027.66744,51.55851,3.78366,3581.69108,806.75574,791.89704,406.71213,3915.52732,6535.401,3140.61469,8650.36064,2714.31959,580.28576,3849.30622,4701.618,21673.75995,18481.36194,371.9308,140.2733,658.96579,125.19107,94.05266,1697.56385,1522.49413,25.5784,136.31234,496.05183,21761.29478,444.00236
210000,辽宁省,2011,11172,481,1502.29021,3.66237,5.21028,684.81944,802.78505,2.59029,2.96567,2866.55821,636.80126,660.22834,320.15222,3210.1233,5096.63271,2340.24552,7013.02871,2174.66731,527.2124,2972.40259,3997.66894,17231.77926,14568.77638,324.75453,107.98716,592.46081,106.15822,75.28802,1440.6789,1319.69618,12.36803,126.25142,344.79022,16558.52906,350.08967
210000,辽宁省,2010,15898,1017,1210.84565,6.68719,11.69664,470.03676,702.90997,6.14013,13.37496,2595.22855,641.68753,579.30842,288.3214,2793.03323,4558.33289,1926.36118,6391.78897,2157.39158,478.49503,2857.85757,3493.0317,13757.68891,11728.92591,247.07688,93.76416,468.97503,83.91317,56.71351,1114.67119,1040.90821,15.75295,109.08957,308.78335,13784.21303,317.96252
210000,辽宁省,2009,15157,1541,1046.22277,5.4513,18.30508,322.10921,690.25249,5.2719,4.83279,2159.41952,565.4005,553.42832,293.21798,2279.72639,3028.66603,1011.93811,5086.67263,1801.73844,421.08189,2397.30031,2669.06374,9788.99813,8365.01183,176.00013,82.85799,301.70651,66.27033,48.25593,710.55649,634.14771,16.62159,71.4982,253.38108,9913.56883,250.93524
210000,辽宁省,2008,13637,1464,898.48048,5.01063,8.42407,259.78386,613.82225,3.83032,7.60935,1834.21052,505.81304,493.25852,258.97106,1755.28203,2233.12351,604.79271,4173.1508,1626.72413,465.61114,2065.96008,2107.19072,7311.85734,6206.72666,140.18745,71.6898,239.76955,60.18617,41.55562,521.16894,463.47016,18.91066,68.64482,188.64339,7328.52653,252.87381
210000,辽宁省,2007,9352,931,552.18248,0.69544,0.9004,175.81891,372.30653,0.77309,1.68811,1179.7746,317.08226,311.29507,159.10641,959.21523,1260.66416,362.54135,2438.55894,1112.50997,256.57198,1317.14834,1121.4106,4200.44344,3585.31337,81.82943,32.99953,143.70045,33.56861,24.59394,272.29676,231.474,10.95312,40.15687,113.72279,4240.95645,209.79584
210000,辽宁省,2006,7713,1019,448.57226,2.00917,0.51468,121.92173,322.94068,0.70676,0.47924,931.42506,270.96116,261.91687,126.60548,735.70577,873.00151,196.56086,1910.6215,903.8702,225.38371,1083.2975,827.324,2706.70103,2376.04046,57.09157,19.72975,94.46245,23.02282,18.26211,101.35127,100.40953,13.64713,24.83981,66.8577,2786.1707,179.91084
210000,辽宁省,2005,5118,847,317.96504,1.33954,2.38676,63.81859,248.69814,0.4525,1.26951,661.26894,191.01281,204.07526,90.21853,502.13208,603.56052,137.19949,1359.29142,658.63188,156.12503,760.21882,599.0726,1586.80151,1401.2704,39.54006,10.61698,62.414,15.99115,13.70491,61.3455,64.04943,12.34242,17.29998,42.17961,1625.11961,130.89514
210000,辽宁省,2004,3863,924,247.19288,0.02877,1.85893,38.21808,206.64733,0.33516,0.10461,497.40554,142.36116,151.95025,67.80727,355.28236,443.21556,98.1688,962.52323,506.02689,119.42782,569.17219,393.35104,1018.13597,891.81105,31.18287,6.54527,43.81647,13.30185,12.18594,35.70033,40.49799,10.62121,12.01971,30.16868,1032.06843,97.90718
210000,辽宁省,2003,2044,453,152.75646,1.20111,2.3003,36.90135,111.81531,0.29373,0.24466,280.06882,80.02318,91.21978,43.90385,219.51249,268.07927,60.43484,571.46531,299.03393,68.41463,346.70204,224.76327,531.32867,459.00293,16.648,3.78028,23.99214,8.20322,6.50427,17.26859,19.73805,5.20227,4.74007,15.32648,546.71878,45.86895
210000,辽宁省,2002,1301,306,106.45297,1.08267,2.22763,24.37297,78.53101,0.10918,0.12951,177.22131,55.59449,54.0507,27.73688,154.26401,190.67552,44.7067,380.13038,202.44492,,235.62367,144.50671,334.72804,289.54814,11.71572,2.79323,15.65246,5.71357,4.71404,10.50648,11.18397,3.96323,2.44077,10.5647,351.12633,32.54035
210000,辽宁省,2001,1000,260,95.37841,0.17217,2.22943,32.12901,60.48143,0.1355,0.23087,139.76216,41.24403,48.36708,25.56335,121.88966,145.11714,34.05774,290.19997,151.90167,,174.11431,116.08566,273.0791,237.46595,9.39043,2.05102,12.22053,4.67299,4.06174,8.20731,9.25318,3.17067,2.10532,8.36866,282.41408,21.17028
210000,辽宁省,2000,785,192,65.36668,1.19759,3.0923,28.09096,32.57313,0.31676,0.09594,102.10789,33.70234,34.98994,17.94141,100.43554,120.38723,25.53047,245.57956,124.3312,,153.24646,92.3331,215.8981,182.80465,8.33252,2.14497,9.99365,4.45416,3.67631,9.11424,8.87514,2.3498,1.97767,7.30943,224.87948,23.64118
220000,吉林省,2019,1445,,,,,,,,,931.26,242.7,245.05,93.91,,,,1797.53,,,1117.16,,,,45.73,,73.85,25.32,,,59.71,,,,,
220000,吉林省,2018,3094,,,,,,,,,995.5,234.2,257.6,104.3,,,,2092.5,,,1131.4,,,,50.6,,68.2,22.3,,,64.0,,,,,
220000,吉林省,2017,3052,186,505.39,3.73,19.28,213.19,268.56,0.15,0.47,1114.36,259.75,288.41,131.3,1145.65,4150.85,3058.57,2720.46,897.2,219.38,1226.29,1472.89,5367.6,4656.93,141.72,,208.57,60.91,42.75,259.35,241.14,10.15,,,,
220000,吉林省,2016,2997,97,517.09,4.64,19.12,204.1,289.05,0.08,0.16,1044.55,245.3,287.45,136.56,1332.88,4837.0,3610.67,2808.7,918.66,212.3,1252.1,1550.92,6919.93,5995.96,186.89,,274.07,68.26,46.77,336.99,320.5,7.0,,,7127.68,120.63
220000,吉林省,2015,2809,112,500.28,3.29,7.23,200.2,289.01,0.2,0.35,1264.2,397.3,342.37,197.7,1315.23,4415.49,3246.55,3048.04,880.94,212.73,1611.15,1416.17,6382.28,5521.19,164.07,,256.32,60.89,43.79,326.01,315.09,7.91,,,6652.39,113.29
220000,吉林省,2014,2636,93,493.59,1.63,7.42,191.12,288.74,0.37,0.35,897.54,195.28,265.34,128.73,1189.06,4254.78,3187.08,2427.91,779.64,226.12,1074.84,1311.36,5925.42,5097.11,152.56,46.61,240.6,58.5,43.8,285.92,277.62,5.32,15.45,112.9,6095.85,75.86
220000,吉林省,2013,2683,96,443.18,1.17,8.04,182.09,249.59,0.2,0.89,815.37,177.12,229.66,106.99,1055.38,3706.6,2739.29,2178.02,693.69,206.8,954.92,1179.39,5557.3,4764.17,143.08,45.91,220.35,51.26,37.44,320.39,281.63,3.99,22.07,117.14,5693.87,66.74
220000,吉林省,2012,2689,82,519.92997,0.90072,5.01358,163.7772,348.82765,0.29002,0.69413,745.23752,177.13092,210.07024,104.01182,954.3324,3525.83858,2676.97216,1919.55523,608.64433,181.78641,871.86096,1024.9117,5071.28708,4306.33771,136.42023,52.35959,204.01364,49.86278,40.01214,321.43095,266.91584,3.13262,20.14459,112.17343,5174.35994,51.4686
220000,吉林省,2011,2676,108,365.4328,1.16277,3.49415,145.47939,212.12058,1.75028,0.156,699.65097,135.9179,216.39155,98.23298,992.78245,2575.78203,1716.98478,1839.25057,637.93111,164.6087,799.34406,1026.08722,4050.04378,3485.28465,106.02753,34.48926,146.80166,35.26108,29.16875,270.56166,224.82214,7.17849,18.66681,88.58271,4046.47221,33.89245
220000,吉林省,2010,3652,186,377.68914,3.1161,2.39957,140.603,230.10452,1.25451,0.21144,608.90317,126.30361,180.63087,79.76207,912.5054,1609.18696,785.39025,1663.06473,484.03434,112.45883,693.88205,955.28864,3279.39179,2793.09947,80.98902,32.6815,169.38255,28.37507,22.26377,172.55483,163.9129,5.24283,12.93298,53.79342,3351.96222,38.98355
220000,吉林省,2009,3454,273,339.08298,1.76127,7.60754,115.50443,210.59882,2.7813,0.82962,489.16123,118.80879,151.10028,78.69805,772.59746,942.58334,227.15503,1364.63351,429.94586,113.19572,574.99237,777.89913,2373.6512,2000.3717,76.81637,38.41311,107.43785,22.63185,18.63292,142.03322,106.49961,8.8205,11.31338,44.39903,2402.98787,29.4823
220000,吉林省,2008,2928,271,270.33662,1.82179,3.99565,89.48496,170.90004,3.1901,0.94408,439.31842,114.65113,143.04155,62.48976,524.77198,640.26664,153.48874,1051.54879,375.91164,108.16845,524.50014,527.04865,1713.31967,1380.29746,51.81271,17.77031,77.90734,21.45038,15.04481,163.49013,93.94731,6.89852,10.66321,37.13099,1748.83242,40.15399
220000,吉林省,2007,1977,211,168.39141,1.295,1.20205,62.86281,102.50594,,0.52561,266.41353,76.68535,90.20947,44.08412,285.28889,326.3859,69.07113,604.72729,233.48589,64.01612,299.28336,305.44393,888.56246,748.477,26.3626,7.23006,36.20078,9.07183,6.88972,61.3358,42.6698,2.40472,5.72394,20.85189,924.76206,23.8532
220000,吉林省,2006,1425,178,103.28915,0.3098,1.78862,44.91242,55.8259,0.0345,0.41791,183.85852,51.85514,63.99801,30.40644,175.03584,197.29745,37.2899,393.3007,170.59706,49.22141,208.83485,184.46485,504.40809,438.54871,13.66786,3.95548,19.0075,4.3791,3.64968,25.94186,22.52497,1.95269,2.84734,9.98167,514.79923,15.91106
220000,吉林省,2005,1034,163,73.64395,0.29997,0.40882,33.159,39.67184,0.01,0.09432,115.54911,34.03293,43.68497,18.78792,114.8153,129.51125,21.54929,254.9091,120.52723,37.98155,142.81508,112.09402,307.92315,267.01511,9.49406,2.97684,12.35657,2.89731,2.42484,12.20799,11.48555,2.63078,1.55402,7.17112,318.59399,7.81962
220000,吉林省,2004,884,184,55.27537,0.18948,0.33886,23.70146,31.02886,0.005,0.01171,86.81549,24.0997,34.60918,15.33915,82.13493,96.36841,16.34117,185.02338,84.81797,25.94137,100.48749,84.53589,206.71219,179.19664,6.03445,2.77703,11.02153,2.15476,2.03519,6.41326,7.4624,1.51038,1.18632,5.27912,212.84987,5.95985
220000,吉林省,2003,496,86,45.81333,0.33207,0.57135,14.953,29.92291,,0.034,61.34732,16.89695,22.05742,9.91454,62.16737,70.77133,13.92112,136.71717,63.45704,14.21045,73.6894,63.02777,124.27638,104.26939,4.26518,1.3332,6.10755,1.76026,1.57171,3.50969,3.98645,0.94575,0.62074,3.27601,139.59603,2.42871
220000,吉林省,2002,411,81,33.6466,0.98397,0.37746,12.29353,19.98833,,0.00331,48.06564,12.80183,16.71812,8.65014,41.99617,46.36395,8.39508,98.32819,43.1817,,50.73324,47.59495,74.16933,62.50496,3.53391,0.84946,4.13484,1.29416,1.09071,2.2439,2.15937,0.75763,0.464,2.32375,83.80075,1.7457
220000,吉林省,2001,328,64,20.82959,0.37721,1.0687,9.48715,9.82738,0.04415,0.025,33.80145,9.39235,11.47365,5.5067,29.22456,31.85541,5.06473,68.84935,33.82606,,39.34491,29.50444,49.44009,39.52879,2.62483,0.65417,3.25669,0.86058,0.8044,2.68759,2.7925,0.4176,0.59911,1.91703,55.86507,0.62301
220000,吉林省,2000,212,50,11.34766,0.5897,0.22129,5.29883,5.14265,0.04,0.05519,18.61713,6.26845,6.43812,3.09872,16.49385,17.15174,3.00333,40.01623,19.3617,,23.08809,16.92814,24.39765,19.21809,1.5462,0.33259,1.97423,0.50713,0.47016,0.94109,1.01657,0.2611,0.19786,1.10161,28.99604,0.27959
230000,黑龙江省,2019,1746,,,,,,,,,1129.06,271.81,309.7,108.72,,,,2054.32,,,1244.29,,,,58.08,,68.96,17.95,,,54.3,,,,,
230000,黑龙江省,2018,1671,,,,,,,,,857.9,213.4,233.3,77.9,,,,1538.9,,,958.4,,,,38.7,,48.6,17.5,,,32.6,,,,,
230000,黑龙江省,2017,1660,377,364.18,2.67,3.44,120.95,236.96,0,0.17,878.1,209.07,241.07,82.99,456.21,674.65,247.71,1559.71,729.58,181.66,936.48,620.46,1315.39,1159.21,39.47,,53.17,17.31,12.71,40.58,47.16,18.04,,,,
230000,黑龙江省,2016,1759,208,343.77,2.79,6.9,91.07,242.73,0.03,0.25,811.44,194.15,231.76,90.46,624.61,1335.58,795.22,1642.79,643.26,145.73,822.11,820.16,2984.86,2666.77,68.32,,84.23,17.03,10.92,137.06,139.65,13.93,,,3030.29,25.95
230000,黑龙江省,2015,1955,283,371.1,5.38,7.38,99.33,258.76,0.05,0.2,893.67,213.25,251.07,100.62,707.02,1317.75,717.32,1825.31,700.22,166.59,912.7,913.78,3036.75,2678.08,73.86,,94.13,19.12,14.0,161.89,162.28,19.2,,,3184.49,31.07
230000,黑龙江省,2014,2080,244,374.95,4.44,4.14,86.5,267.85,0.01,0.36,892.71,211.02,275.06,108.97,650.84,1115.28,536.15,1739.13,701.4,153.36,910.97,811.6,3114.54,2746.75,63.89,15.12,89.16,22.65,18.42,180.77,170.91,17.99,11.93,61.2,3158.84,24.32
230000,黑龙江省,2013,2126,210,356.5,2.45,6.3,85.1,260.91,0.1,0.76,846.74,216.24,261.77,110.32,609.09,911.55,371.37,1623.84,715.12,147.36,867.92,742.2,3245.19,2837.21,57.53,23.44,91.56,24.4,20.68,207.21,197.01,13.83,12.04,91.2,3278.44,26.15
230000,黑龙江省,2012,1758,178,293.63124,0.66849,3.26113,84.07139,204.286,0.25483,0.6894,689.14539,159.2465,228.07249,95.84905,492.02136,648.38276,208.06694,1312.39851,615.55398,132.74969,719.31438,586.4683,2449.47122,2125.72169,41.44695,17.36017,70.4379,17.58416,14.84958,166.80138,158.96037,10.00779,9.46055,77.15449,2477.08431,21.06859
230000,黑龙江省,2011,1503,136,231.93556,0.63173,1.35125,71.0742,158.71808,0.1658,,585.89294,123.3059,187.12347,81.0507,422.90661,520.65811,137.52313,1107.18316,494.04071,119.11158,600.64333,501.54881,1969.13056,1686.31969,33.10435,13.16118,54.96853,15.93652,13.12934,161.16198,149.07419,4.72656,11.02448,64.67043,1970.66468,17.01734
230000,黑龙江省,2010,2366,236,244.27482,1.21869,2.19935,80.80849,159.69122,0.20702,0.15005,585.25623,140.5219,183.88994,82.91401,450.9252,547.45512,135.43796,1141.9501,534.82424,126.04759,612.58273,523.84583,1712.24917,1421.25395,35.87264,10.29247,54.3903,11.91219,9.49044,173.82005,165.71671,3.85868,14.22045,56.76789,1719.04011,23.9163
230000,黑龙江省,2009,2212,307,211.87971,0.64105,1.4118,62.53301,139.39173,0.12282,7.7793,448.02085,107.79824,150.84505,67.98808,335.26673,387.91472,94.87701,862.01546,412.5963,110.64478,475.14364,382.19707,1093.19486,943.94277,30.06105,8.16321,39.44094,8.69097,6.71049,75.07523,57.89354,6.05651,5.89781,41.71297,1094.69919,11.31492
230000,黑龙江省,2008,2132,317,196.32273,1.3507,1.71201,64.08924,123.47157,0.20917,5.49004,393.73801,97.83582,129.47012,59.10345,315.53034,384.0107,113.97724,772.83264,347.76354,102.09344,440.76664,332.066,932.88306,783.93062,23.52396,8.90435,29.99283,7.86252,6.42667,81.5008,58.4567,5.37688,7.19895,41.64434,892.56864,12.62674
230000,黑龙江省,2007,1351,219,151.38747,1.5005,2.74071,47.34459,98.7993,0.34972,0.65265,287.51994,57.61748,103.39947,41.51358,231.3187,261.32628,54.01775,560.49083,271.57894,72.61632,305.70452,254.78631,569.89153,490.67481,15.30292,4.64655,20.59753,6.78588,5.80803,31.56088,32.40517,3.6145,5.37716,21.42259,568.13514,12.0361
230000,黑龙江省,2006,1120,196,122.48254,0.49204,0.1139,44.962,76.66794,,0.24666,207.1237,51.07313,71.15364,30.68431,179.31021,194.35846,36.86178,416.34474,208.07015,60.47072,232.01978,184.32496,391.30026,337.67105,12.21185,3.08853,15.05258,4.16847,3.59214,18.17081,19.43294,2.62326,3.43922,13.8969,394.76242,8.70374
230000,黑龙江省,2005,984,213,90.88617,0.56978,1.01756,27.02305,62.20388,0.00476,0.06714,156.23504,37.17841,50.17131,21.42004,142.86943,149.32805,26.08023,319.74251,150.84497,42.10772,180.53644,139.20607,318.36638,277.63771,9.67962,2.38076,11.19776,3.27594,2.88333,11.81388,12.25359,2.49966,2.26096,12.19986,319.864,11.34345
230000,黑龙江省,2004,824,170,76.80101,2.5918,0.53013,24.12344,49.50564,,0.05,117.78883,25.31093,40.37738,18.91028,100.24615,106.19499,16.53814,237.19655,111.96002,32.9244,125.7306,111.46595,230.02428,200.15501,8.00901,1.52592,8.92128,2.80844,2.42891,9.14584,9.99061,1.49754,1.45841,8.22072,216.71656,4.56978
230000,黑龙江省,2003,612,118,64.64951,0.21809,0.24585,20.98505,43.06601,0.008,0.12651,91.83031,18.18247,32.45786,13.65439,79.5728,89.76164,15.12043,184.52733,88.21796,19.85049,101.82204,82.70529,155.5683,131.21335,7.09984,1.55942,6.92592,2.32316,1.99947,8.65522,6.45417,1.17937,1.08237,6.13965,156.21173,2.82485
230000,黑龙江省,2002,465,96,43.24549,0.34385,3.4523,11.63122,27.81462,,0.0035,61.97875,15.51433,20.1488,9.96854,44.10643,50.42919,8.26299,115.23953,52.00875,,59.57733,55.6622,98.6582,83.20017,5.1007,0.93385,4.66144,1.38645,1.15684,3.64758,3.67998,1.08644,0.63771,4.46466,97.89237,1.02476
230000,黑龙江省,2001,319,58,24.36382,0.22865,0.93941,5.00431,18.02933,0.13101,0.03111,33.99835,9.56413,14.43225,6.82314,29.13584,31.32246,4.65162,68.03703,32.40104,,36.88897,31.14806,55.32478,44.56189,3.11056,0.76757,2.98872,0.74741,0.68806,3.37928,3.28732,0.38232,0.67609,2.71527,57.67591,0.63075
230000,黑龙江省,2000,217,39,16.27397,0.67334,0.73358,3.35654,11.46384,0.02997,0.0167,22.49091,6.04055,10.00247,4.72787,19.37539,22.32478,3.5824,46.87407,20.81462,,25.39197,21.4821,35.46705,27.26871,3.17497,0.37184,1.95623,0.7268,0.61884,2.00412,1.99592,0.63724,0.14895,2.04883,36.28632,0.88098
310000,上海市,2019,4394,,,,,,,,,4480.69,1540.25,946.17,408.48,,,,6534.62,,,3266.4,,,,270.5,,530.15,36.26,,,355.49,,,,,
310000,上海市,2018,3551,,,,,,,,,3776.4,1333.9,826.2,330.8,,,,5449.1,,,2811.8,,,,216.3,,396.8,30.1,,,279.6,,,,,
310000,上海市,2017,3541,540,920.76,4.24,3.33,381.96,528.71,0.67,1.85,3526.04,1286.05,774.52,316.32,718.7,1335.4,588.03,5087.16,2399.33,875.22,2633.34,2432.41,4324.71,3487.1,204.95,,368.69,35.76,26.87,239.91,267.55,30.17,,,,
310000,上海市,2016,3534,547,829.53,3.78,5.64,327.22,491.0,1.35,0.54,3104.0,1122.65,689.39,286.07,715.71,1195.47,513.01,4418.46,2174.81,791.08,2363.11,2034.66,3800.34,3089.48,155.98,,325.68,26.46,25.41,211.97,235.87,24.29,,,3593.04,339.89
310000,上海市,2015,3840,664,869.21,3.21,8.76,362.51,494.04,0.04,0.64,2988.0,1100.13,686.22,296.79,731.24,1143.7,474.04,4273.9,2191.24,753.93,2382.34,1877.75,3804.6,3135.71,145.45,,308.6,33.98,31.13,200.46,220.68,23.43,,,3690.83,330.53
