省份编码,省份,年份,规模以上工业企业单位数(个),规模以上工业企业亏损企业单位数(个),规模以上工业企业实收资本(亿元),规模以上工业企业国家资本金(亿元),规模以上工业企业集体资本金(亿元),规模以上工业企业法人资本金(亿元),规模以上工业企业个人资本金(亿元),规模以上工业企业港澳台资本金(亿元),规模以上工业企业外商资本金(亿元),规模以上工业企业流动资产合计(亿元),规模以上工业企业应收账款净额(亿元),规模以上工业企业存货(亿元),规模以上工业企业产成品(亿元),规模以上工业企业固定资产合计(亿元),规模以上工业企业固定资产原价合计(亿元),规模以上工业企业累计折旧(亿元),规模以上工业企业资产总计(亿元),规模以上工业企业流动负债合计(亿元),规模以上工业企业应付帐款(亿元),规模以上工业企业负债合计(亿元),规模以上工业企业所有者权益合计(亿元),规模以上工业企业主营业务收入(亿元),规模以上工业企业主营业务成本(亿元),规模以上工业企业销售费用(亿元),规模以上工业企业主营业务税金及附加(亿元),规模以上工业企业管理费用(亿元),规模以上工业企业财务费用(亿元),规模以上工业企业利息支出(亿元),规模以上工业企业营业利润(亿元),规模以上工业企业利润总额(亿元),规模以上工业亏损企业亏损总额(亿元),规模以上工业企业应交所得税(亿元),规模以上工业企业本年应交增值税(亿元),规模以上工业企业工业销售产值(现价)(亿元),规模以上工业企业出口交货值(亿元)
220000,吉林省,2002,2572,729,845.83021,385.81479,31.22423,290.57199,69.82666,12.35966,56.03288,1322.97662,315.54623,376.056,135.19205,1722.61357,2317.41498,785.64152,3478.508,1563.34348,,2215.91224,1262.59576,2145.16623,1761.51359,63.43111,48.90972,187.35365,43.37268,38.55339,63.27066,96.91368,43.86388,12.9165,99.84121,2126.52306,52.07969
220000,吉林省,2001,2608,815,848.22124,361.98893,33.86261,330.40206,56.38116,13.79028,51.7962,1304.25315,353.09695,364.70254,141.14821,1628.97298,2103.69308,683.71364,3303.36093,1448.03115,,2068.98713,1234.3738,1790.21476,1457.21135,50.53081,41.65958,165.62176,46.42348,40.89682,43.84232,85.61969,38.53747,10.45133,90.51764,1819.15074,49.92425
220000,吉林省,2000,2728,858,712.87157,475.66457,38.82712,97.38004,40.10167,11.26772,49.63045,1291.93474,381.38315,349.4381,141.99838,1528.2008,1833.04281,554.72502,3184.67069,1408.48017,,2096.11192,1088.55877,1569.74844,1262.9832,42.81621,33.90176,135.61981,59.47618,46.45185,67.08999,85.58437,25.96903,8.15082,85.99616,1647.86972,55.13048
230000,黑龙江省,2019,3531,,,,,,,,,7112.82,1476.84,1402.13,451.39,,,,16396.84,,,9651.38,,,,319.64,,568.59,143.76,,,417.22,,,,,
230000,黑龙江省,2018,3740,,,,,,,,,6679.9,1425.7,1343.7,416.1,,,,14981.6,,,8732.5,,9078.0,7210.5,313.6,,492.8,124.3,,,487.0,144.5,,,,
230000,黑龙江省,2017,3731,1001,2759.72,825.37,90.98,1143.72,519.71,22.77,156.25,6236.28,1331.39,1303.09,407.33,6066.15,12704.02,6813.41,14540.71,6123.71,1750.73,8541.9,5988.8,8654.3,7030.28,257.74,,520.66,120.72,125.35,373.57,416.7,127.5,,,,
230000,黑龙江省,2016,3946,705,8813.72,575.79,69.11,1429.27,6550.74,36.95,151.86,5968.87,1292.66,1335.14,455.72,6752.1,13530.31,7004.9,14951.92,6153.88,1600.88,8399.97,6542.24,11347.77,9711.0,284.9,,566.18,130.43,130.12,250.56,295.54,327.68,,,11103.56,126.55
230000,黑龙江省,2015,4162,835,2651.73,621.53,63.21,1230.69,547.47,39.18,149.64,6246.43,1310.45,1491.14,476.93,6975.82,12888.96,6359.58,15407.96,6399.12,1611.54,8688.38,6707.89,11719.03,9877.42,303.55,,629.63,145.14,150.92,397.66,465.09,220.92,,,11523.87,155.99
230000,黑龙江省,2014,4305,760,2525.47,554.15,61.81,1134.26,545.34,44.53,170.52,6229.46,1275.02,1647.04,524.67,6822.96,12486.96,5679.1,14995.19,6245.96,1613.82,8540.95,6413.56,13407.09,10732.56,308.45,609.74,619.43,157.81,181.14,973.99,1007.08,235.87,65.07,554.51,13139.38,181.22
230000,黑龙江省,2013,4398,698,2326.03,462.6,47.24,1114.45,511.25,45.01,141.22,5916.16,1175.36,1662.4,559.52,6531.53,11215.05,5179.93,14215.77,6053.99,1547.29,8212.96,5974.25,13701.06,10769.37,303.25,673.46,635.67,152.49,169.3,1180.16,1185.49,178.1,73.12,600.24,13415.89,154.62
230000,黑龙江省,2012,3911,623,2299.22922,575.52656,45.17609,1095.56851,400.78257,42.05686,139.56862,5564.34195,1096.11068,1525.68629,507.41718,6088.39719,10121.00099,4403.38661,13223.1419,5652.82493,1460.26303,7585.08074,5624.76503,12526.14358,9563.97424,272.66164,697.25943,609.91048,125.45685,151.79685,1297.06417,1338.55818,122.33488,65.77438,618.42409,12253.33574,191.02115
230000,黑龙江省,2011,3377,459,2135.18128,408.1591,24.91039,1188.56548,324.6369,35.12484,153.79005,5180.85994,868.90861,1351.36573,423.87715,5551.73852,8862.26804,3798.85452,11918.83049,5048.86186,1275.19092,6703.58899,5204.49764,11454.5985,8498.86882,246.44471,711.8966,548.47871,95.47786,117.4441,1450.56005,1446.65139,73.68121,73.1296,585.85315,11191.75535,196.01731
230000,黑龙江省,2010,4596,673,2068.30855,335.30029,43.25004,1185.94408,315.18985,43.2591,145.36519,4441.13452,814.17129,1231.00112,403.58139,5300.11535,8201.97191,3480.03539,10471.16945,4383.84296,1168.7197,5776.5882,4668.40184,9899.13834,7412.19842,220.57493,478.6971,495.92864,80.23764,72.11833,1256.30836,1248.82244,39.32941,65.58781,509.50597,9269.34277,199.14575
230000,黑龙江省,2009,4408,765,1869.73965,414.45058,32.87306,970.36203,265.92146,36.74177,149.39075,3544.92284,719.59796,1044.64771,340.81719,4754.45334,7197.27245,2979.65518,8860.62682,3755.11926,1044.17076,5038.10931,3801.86169,7729.7446,5959.68563,190.62187,231.1167,423.23625,68.50339,58.8924,890.47915,872.62343,63.93894,45.38868,372.46402,7146.77609,152.64099
230000,黑龙江省,2008,4392,851,2061.2554,653.84004,34.14061,955.47863,240.2433,37.84434,139.70848,3282.31435,659.75325,971.59991,328.85373,3909.25255,6591.83923,2972.06009,7826.92062,3455.50796,980.89139,4363.888,3455.58948,8212.36436,5732.17404,176.8794,136.91357,401.36237,65.95236,62.00255,1633.68436,1581.69481,119.47168,55.13866,503.49018,7494.84098,191.72239
230000,黑龙江省,2007,3172,696,1858.98949,669.57808,35.63922,841.21352,179.84671,19.85947,112.85249,2706.08018,508.60614,818.01575,264.1044,3551.23065,5859.11102,2651.41793,6578.78671,2864.03909,779.04535,3698.41962,2880.36709,6518.43324,4573.58587,165.15915,105.02901,336.88251,50.74163,52.49922,1265.7189,1277.33915,66.53581,46.72557,393.56692,6060.62069,157.95187
230000,黑龙江省,2006,2956,714,1678.0719,459.29384,19.30694,983.55576,141.69003,8.82443,65.4009,2339.01899,420.97892,713.62621,236.61147,3067.09027,5057.16565,2309.06985,5690.43449,2453.29325,686.64254,3112.9542,2576.30419,5773.80874,3945.06142,131.55062,94.97973,289.77851,36.39045,33.92049,1254.15111,1267.579,71.19265,37.24684,369.88114,5359.69353,110.18306
230000,黑龙江省,2005,2887,802,1508.07496,460.84692,24.50393,828.41107,118.27524,9.90515,66.13265,2169.28063,371.2295,666.5972,196.30572,2772.9595,4619.40527,2078.63751,5174.47244,2316.71122,559.93126,2900.96007,2273.01587,4765.42119,3192.66783,111.46375,84.02959,257.9548,39.87206,45.05921,1059.87727,1067.09184,68.32038,28.75313,327.93097,4588.80355,81.58443
230000,黑龙江省,2004,3297,1056,1577.87322,443.77934,23.55964,923.2175,126.61193,8.08005,52.62476,1994.2877,369.73573,551.4674,186.72194,2704.02717,4386.1041,1890.35609,5101.59301,2165.52063,452.48464,2907.66573,2184.38609,3789.63172,2610.87701,96.05296,108.5562,206.8789,44.23635,42.38773,745.6386,744.58281,56.26399,22.22447,258.71867,3631.96373,76.08134
230000,黑龙江省,2003,2567,743,1458.64171,503.68349,26.20994,794.1023,82.2783,11.54569,40.82199,1767.7675,376.8868,451.57007,159.28263,2426.25427,4052.93343,1681.27399,4499.0034,1842.03119,443.53862,2509.89425,1945.15547,2941.91603,1967.04915,83.58521,63.90834,195.37475,44.11559,42.17586,578.60341,575.55956,42.72447,15.64449,209.60373,2854.88166,96.65876
230000,黑龙江省,2002,2593,785,1407.20574,490.23757,38.48387,772.07257,57.275,12.45278,36.68395,1716.33081,437.57186,454.33361,160.08822,2426.4309,3814.52679,1534.22988,4391.61276,1789.21193,,2474.36474,1900.12322,2538.73228,1729.04429,67.98251,67.08964,176.30435,42.78272,41.38756,453.00361,459.23435,33.51323,14.54294,181.40607,2435.2786,87.14374
230000,黑龙江省,2001,2500,782,1184.78909,850.85457,43.26748,197.63825,52.1117,11.81532,29.10177,1661.85682,467.67221,447.30464,168.06205,2328.38661,3480.00711,1370.63995,4243.95504,1754.42597,,2504.61049,1739.34455,2402.29974,1593.47138,57.15628,62.92982,159.41352,40.38354,39.37487,487.32194,493.86788,36.92855,10.5643,182.2104,2308.84849,100.8593
230000,黑龙江省,2000,2666,826,1197.12719,802.9772,36.85217,280.84368,41.25312,12.08438,23.11664,1567.07491,467.8926,431.88149,186.22722,2284.70042,3233.5069,1159.56237,4080.36954,1654.23952,,2369.54042,1708.81156,2464.15212,1524.34704,63.88437,57.95726,165.8255,45.99309,45.95706,566.82878,564.94633,53.03675,7.6652,212.64281,2414.71238,116.82129
310000,上海市,2019,8776,,,,,,,,,26292.12,7367.86,5194.02,1686.8,,,,45509.56,,,21733.15,,,,1508.2,,2838.32,71.8,,,2927.07,,,,,
310000,上海市,2018,8130,,,,,,,,,24768.0,7365.6,5228.8,1650.1,,,,42661.8,,,20060.7,,38445.7,30916.6,1465.4,,2633.0,96.6,,,3338.4,237.6,,,,
310000,上海市,2017,8122,1476,9730.86,3093.03,47.25,2816.81,788.84,678.25,2306.68,24955.59,7173.62,4989.24,1611.61,8585.19,19291.51,10778.79,42355.44,18055.41,7433.23,20600.05,21699.9,37910.5,30397.56,1405.98,,2466.76,115.3,187.48,3112.76,3243.8,311.72,,,,
310000,上海市,2016,8351,1589,9489.46,2654.77,59.26,2870.66,764.32,691.25,2451.67,23414.82,6862.61,4839.69,1489.94,8612.13,18999.26,10411.06,39838.24,17055.98,7042.75,19588.27,20004.96,34315.15,27370.45,1316.87,1022.2075,2314.24,106.15,188.12,2753.94,2913.91,297.9,,1013.5337,31056.8,7286.15
310000,上海市,2015,8994,1925,9227.39,2520.48,67.87,2647.02,784.32,748.39,2459.31,21374.44,6342.63,4563.76,1517.79,8680.63,18207.89,9770.91,37306.95,16057.96,6059.39,18111.05,19088.4,34172.22,27596.43,1313.33,,2217.88,146.28,213.89,2526.52,2680.53,320.6,,,31214.32,7595.16
310000,上海市,2014,9469,1846,7526.42,1337.45,73.75,2205.13,716.18,709.16,2470.73,20583.25,5918.22,4578.97,1481.68,8287.91,17291.31,9089.54,35512.24,15528.74,6262.44,17858.3,17558.51,35473.82,29125.03,1287.17,962.66,2140.66,102.25,261.05,2468.88,2650.0,291.04,483.58,915.23,32457.78,7620.49
310000,上海市,2013,9796,2054,7449.73,1195.16,119.51,2215.76,705.14,688.87,2525.28,19650.61,5514.19,4478.31,1381.5,8448.43,16476.35,8505.36,33595.79,14983.79,6171.98,17087.14,16441.44,34631.6,28684.46,1242.87,908.43,1960.46,78.49,218.81,2268.55,2392.05,279.56,452.68,922.78,31945.81,7829.31
310000,上海市,2012,9772,1952,7215.52348,1195.86754,74.43499,2052.97935,619.41021,740.18005,2532.03844,18144.5502,5031.81119,4216.90667,1361.21382,8190.34468,15670.52531,7898.0009,31160.89266,13670.8498,5587.84158,15772.54355,15350.79384,34096.28857,28656.37988,1197.94372,804.16114,1781.22613,131.42905,248.15808,1951.2945,2149.42326,313.01053,405.89197,856.36149,31559.59702,8102.78551
310000,上海市,2011,9962,1722,6882.74332,1010.26934,87.04057,1646.39049,807.68947,717.27408,2614.07937,17265.35196,4628.22028,4248.66727,1377.61077,8360.57213,15420.12603,7424.53742,29454.29522,13397.11733,5298.22265,15399.53471,14054.76051,34299.95035,28911.87925,1178.76318,727.65509,1656.32956,86.5696,208.46974,2152.80233,2253.82236,181.24598,398.46142,834.20569,32084.8173,8524.00004
310000,上海市,2010,16684,2838,6635.55929,448.97741,102.23817,2254.44714,573.57816,727.27868,2529.03973,15728.25135,4367.52379,3890.85938,1097.24641,8279.44516,15034.64937,6963.69712,27555.87677,12514.49647,4971.70275,14500.45802,13055.41875,32084.08475,26937.73348,1061.23379,578.038,1561.909,110.06676,122.7811,2234.33792,2299.65899,143.59423,389.2656,816.96931,29838.1125,8204.27464
310000,上海市,2009,17906,4028,6527.26016,485.27483,89.20743,2233.78356,521.00186,739.43359,2458.55889,13138.37212,3921.12877,3307.18982,919.28564,8401.25324,14126.78711,6287.3901,24595.28589,11015.99736,4222.115,12978.91824,11616.36764,25421.08033,21529.75229,896.92828,421.79279,1359.0613,147.43209,136.99439,1359.22347,1431.97219,276.60907,239.38675,690.73986,23847.88328,6697.79745
310000,上海市,2008,18792,4579,6296.29998,431.20733,88.85158,2036.1232,515.76615,722.09926,2502.25246,11682.84195,3351.08636,3418.20182,1016.91593,8109.47051,13123.72688,6087.37993,22750.34728,10069.84343,3536.87617,12078.64911,10671.52076,26058.01734,22833.1042,912.56624,257.79972,1321.83237,146.80237,167.94823,818.57657,967.24376,423.39587,174.99859,607.94141,24800.47044,8008.98069
310000,上海市,2007,15099,2895,5602.54649,528.03462,119.85981,1651.52464,447.57098,611.39393,2244.16251,10996.01149,3337.44124,3111.22323,789.89997,7125.62345,11468.84579,4982.59046,20656.75453,9255.84453,3522.5929,10815.50031,9841.25422,23112.34948,19735.68664,802.62916,238.60182,1096.44753,106.38055,119.93563,1228.09774,1308.98822,176.83589,221.87262,602.30502,21949.96703,7312.68433
310000,上海市,2006,14404,2591,5160.85533,572.51044,103.98617,1608.41747,352.85871,509.94239,2013.14015,9283.69435,2715.04931,2561.13984,682.99689,6709.88988,10474.93975,4430.60095,17926.10081,7638.29562,2724.69673,9014.05267,8912.04814,19266.92909,16514.43744,617.68926,191.08406,950.68397,101.47294,110.75656,982.27949,1096.91668,217.82832,181.84264,490.45874,18392.59781,5853.57876
310000,上海市,2005,14809,2743,4741.43713,532.68287,109.3825,1549.9324,314.23925,484.57404,1750.62607,8168.00042,2420.85069,2324.34646,639.18411,6071.46739,9370.75667,3911.59336,15905.94373,6859.21766,2363.5595,8037.53657,7868.40716,16353.7305,13982.81443,526.30347,167.60912,864.8906,73.51963,91.01982,821.2431,939.55703,179.16146,182.41743,437.9836,15591.72322,4972.12036
310000,上海市,2004,15766,2956,4397.44445,450.07711,146.53538,1561.41561,315.53494,370.19993,1553.68148,7631.53729,2164.42844,2133.36185,571.07241,5438.11899,8306.6549,3402.09527,14530.99096,6414.67318,2237.37192,7432.87623,7098.11473,14688.84518,12299.08727,476.78197,169.6379,803.40527,89.24957,73.43226,931.69986,1052.76893,133.66672,162.38073,432.39225,13782.17415,4049.51568
310000,上海市,2003,11098,1843,3603.21871,428.17328,141.25406,1342.85183,204.59535,314.11434,1172.22985,6019.41887,1690.24534,1519.97762,433.41006,4375.48276,6788.9484,2883.09582,11608.98647,4886.01485,1627.03245,5766.88573,5842.10074,10982.6171,9020.09575,396.31124,139.3373,657.68563,89.48108,65.41838,734.96672,805.6509,95.89482,130.51035,384.13917,10241.22429,2641.19551
310000,上海市,2002,10057,1732,3254.94493,455.92155,156.60432,1198.49253,165.61104,283.87521,994.44028,4911.25911,1302.95985,1235.05015,388.85223,4067.17321,6164.08326,2461.22896,10100.07352,4000.476,,4966.54206,5133.53146,7976.60643,6436.77744,324.85279,115.64638,568.76105,91.18796,72.14887,484.41035,544.63276,110.22018,92.00354,319.93736,7661.62149,1737.08455
310000,上海市,2001,9762,1866,3496.02822,1047.92582,162.42124,1060.13428,134.44779,276.99861,814.10048,4665.89387,1283.09159,1253.33442,395.80756,4006.02156,5918.94709,2296.99756,10435.69776,3796.31119,,4848.16839,5587.52937,7213.02127,5889.13336,290.77618,95.15782,546.09183,83.58291,92.28721,354.93024,450.00607,96.45466,75.47258,284.26827,6922.256,1417.1303
310000,上海市,2000,8574,1694,3123.96672,881.10106,163.2048,1024.37911,92.37728,269.38442,693.52005,4370.37579,1254.78365,1213.16729,368.95717,3758.04081,5373.05712,1929.10364,9437.08833,3698.81452,,4699.57829,4733.66481,6429.6788,5217.55904,264.14505,89.04822,509.29236,98.21617,103.61153,298.25999,391.51321,97.82359,59.60304,253.24982,6143.88762,1319.58425
320000,江苏省,2019,46090,,,,,,,,,69406.05,22807.99,14398.45,5684.82,,,,120451.8,,,63841.02,,,,3649.08,,6447.12,918.98,,,6855.03,,,,,
320000,江苏省,2018,45675,,,,,,,,,66896.9,22059.9,14426.7,5534.3,,,,119590.9,,,62924.3,,128085.6,108782.4,3755.3,,5761.7,1047.2,,,8491.9,715.6,,,,
320000,江苏省,2017,45414,5187,27071.89,3435.58,342.28,8264.95,6113.64,2791.29,6121.57,62998.0,20704.09,13533.75,5154.21,36428.29,69232.56,32779.0,116706.58,52660.34,15846.21,61086.66,55476.44,148996.61,127204.28,3911.19,,5866.25,1232.52,1132.79,9878.51,10052.54,594.01,,,,
320000,江苏省,2016,47900,5409,26361.83,2926.43,461.07,7775.87,6567.58,2631.34,5995.28,59354.58,19022.03,12526.29,4787.06,38880.97,72767.99,34313.71,114536.32,50761.99,14276.62,59466.56,54939.31,156591.04,134083.08,3901.02,,5833.08,1220.37,1172.75,10498.66,10574.4,621.14,,,155820.09,23299.5
320000,江苏省,2015,48488,6405,24200.23,2397.23,418.06,6606.67,6011.75,2762.93,6003.54,55376.44,17500.33,11859.07,4596.18,36790.78,67466.91,30966.4,107061.73,48699.63,13175.42,56888.77,50021.44,147074.45,126043.56,3619.25,,5484.02,1289.71,1280.55,9636.43,9686.84,715.73,,,147391.94,23214.06
320000,江苏省,2014,48708,6077,22198.46,1761.9,389.66,6068.11,5383.14,2497.24,6097.56,53669.5,16341.3,11849.39,4525.64,34449.12,61984.57,27976.33,101259.53,47788.73,12692.0,55612.13,45596.53,141955.99,122437.72,3293.15,1246.86,5043.06,1298.13,1350.63,9131.63,9057.17,573.03,1724.34,4633.56,141193.63,23311.45
320000,江苏省,2013,48787,6173,20691.02,1646.98,384.15,5495.7,4853.96,2433.42,5876.38,51202.33,15212.05,11410.03,4214.89,31249.18,54693.89,24411.75,94310.9,45942.96,12196.29,53475.49,40748.57,133605.91,115739.98,2911.28,1138.24,4579.69,1203.05,1297.51,8513.02,8379.5,501.3,1498.7,4295.61,132721.45,22846.91
320000,江苏省,2012,45859,6028,18568.59219,1371.77158,304.72681,5006.66799,4169.44961,2155.14825,5560.82795,46483.23641,13577.65221,10589.79988,3986.08926,27740.0486,47419.47708,20968.99034,84550.40861,41333.74083,11137.95007,48417.21998,36064.93059,119286.78179,103160.90008,2616.04298,975.3686,4058.5433,1233.30363,1296.34767,7407.27872,7250.197,543.96885,1253.75817,3708.77259,118705.46066,23137.75366
320000,江苏省,2011,43368,4089,26222.94819,956.25459,197.8742,4419.41973,13582.47905,1907.34808,5159.57254,42801.74541,11885.97012,9879.02753,3655.21658,24693.42323,41481.9697,17819.09459,76258.16049,37481.87189,10363.53777,44372.68382,31885.22173,107030.09324,92370.04736,2209.42694,845.98309,3474.8638,943.87345,990.41001,7661.09632,7074.43604,299.32573,969.16978,3118.02983,106320.56034,21289.90867
320000,江苏省,2010,64136,5380,15402.11033,844.05757,188.31377,3847.52776,3299.46436,2061.64242,5161.10445,36028.84687,10261.18286,8360.3344,3042.04822,24066.75101,34509.26784,12714.56962,66134.06158,32067.92838,9059.55767,37878.51095,28255.55063,91077.41093,78460.63664,1978.47053,652.76024,3022.39001,745.1812,670.79371,6526.74981,5970.56423,195.84942,794.80586,2692.68543,90804.96497,18563.78118
320000,江苏省,2009,60817,6800,13607.58956,711.40992,155.13872,3354.29328,2802.1053,1805.29448,4779.34786,28414.5463,8316.40539,6879.91097,2676.60996,20308.81504,28154.36662,10124.30539,53600.08408,26693.79979,7399.50348,31162.00429,22416.09678,71724.89989,62370.10444,1549.71355,568.33923,2413.12185,607.18682,561.18514,4499.7885,4099.58038,286.854,527.81972,2126.74608,71970.21906,14833.25795
320000,江苏省,2008,65495,7449,12186.86187,842.79969,164.8819,2618.39348,2562.05843,1677.08152,4321.64685,25266.93274,7239.07331,6647.27927,2484.95014,19144.21074,26672.88256,9358.98109,48321.94007,24462.68293,6539.44912,28447.88859,19874.05148,66481.83709,57465.89431,1441.63011,426.41436,2343.08638,662.41198,687.2213,4443.79763,3972.92581,397.90809,493.77781,2175.35259,66537.70115,15942.44382
320000,江苏省,2007,41841,4733,9215.23361,487.34325,187.81352,2234.9107,1654.86555,1277.59771,3372.70288,20693.93388,6287.45978,5443.28637,1916.51882,14679.10525,19779.21447,6526.35666,38011.22336,19998.56582,5750.79921,23096.58887,14912.28184,52594.29561,45981.07707,1172.02204,307.64216,1745.31044,493.45472,503.95189,3249.79036,2765.77134,168.05954,422.74953,1349.74433,52415.82672,12706.73907
320000,江苏省,2006,36319,4299,7313.93185,489.58398,150.41197,1801.47252,1381.35191,959.44846,2531.66301,16238.01066,4954.52104,4280.53856,1527.94989,12284.58648,16280.93633,5254.30519,30500.97963,15868.05035,4717.65228,18477.92228,12021.03764,41015.27757,36358.55472,974.51521,242.47667,1367.05094,386.76181,375.4049,1833.51901,1906.90679,148.35816,302.82358,1019.02843,40802.21319,10007.27566
320000,江苏省,2005,32224,4493,6128.92308,448.92984,167.31568,1531.83733,1124.03827,806.9045,2049.89746,13427.62993,4056.65589,3557.01753,1298.3835,10322.64152,13405.21001,4248.0386,25488.85672,13324.74566,4075.37133,15715.85975,9771.73885,32098.4769,28401.23322,826.41018,196.92546,1166.99306,287.58065,290.03831,1326.32222,1384.64279,153.70596,237.07475,805.49976,32119.62238,7880.65424
320000,江苏省,2004,40848,8466,5646.56835,547.09039,221.50756,1327.33692,996.57124,763.53835,1790.52389,11876.65533,3521.3585,3241.65388,1205.57622,8972.96872,11402.45875,3598.7435,22460.7717,11783.05567,3557.26774,13996.76585,8446.93294,25969.81879,22831.98301,687.2442,170.35217,1039.17246,258.29845,229.26943,1081.53185,1126.57863,174.03149,201.45518,678.52343,26079.54558,6888.02138
320000,江苏省,2003,23862,3455,3981.84307,712.05003,260.54543,848.27845,647.61614,428.83655,1084.51647,8415.52245,2419.63994,2209.17793,845.76423,6420.01205,8663.48364,2948.18298,16308.66987,8394.62148,2100.37076,10103.52967,6205.1402,18020.17094,15631.29723,537.47311,135.61649,769.80808,200.26387,168.3108,792.29637,793.98188,79.21735,138.97204,542.86486,17650.95427,3610.29222
320000,江苏省,2002,21476,3526,3473.7344,622.45136,279.57408,786.9126,488.67395,347.89677,948.22564,6631.41432,1848.4847,1853.11221,734.01158,5499.57884,7549.53264,2610.65061,13270.18828,6392.15489,,7933.37618,5336.8121,13534.77758,11669.43036,440.9446,117.49262,659.77265,182.20155,154.98569,528.80774,554.21861,77.58102,101.27207,456.8659,13531.57181,2714.68815
320000,江苏省,2001,19684,3861,3211.46173,688.77214,330.6899,728.13712,360.39753,322.92815,780.53689,5748.80669,1583.55813,1697.57689,707.65658,4971.11362,6733.23453,2221.97517,11783.97906,5547.30786,,7073.67921,4710.29985,11247.52168,9678.29135,375.09837,99.30124,592.3664,169.83812,167.50416,379.04092,419.85133,88.17046,82.91473,423.45005,11402.97477,2254.50036
320000,江苏省,2000,18309,3715,2941.09258,673.60824,395.81347,652.5414,277.14309,269.88733,672.09905,5499.3353,1496.79517,1627.59405,666.81418,4653.25209,6181.56882,1932.54025,11089.33202,5305.70098,,6852.72905,4236.60297,9971.00584,8533.46405,318.21902,85.62646,538.53416,170.98831,155.65411,345.28754,370.02712,73.96574,69.98788,377.99313,10154.80796,2079.87148
330000,浙江省,2019,45695,,,,,,,,,46939.95,14721.51,9534.79,3833.93,,,,85415.16,,,47127.38,,,,2361.44,,4614.32,749.61,,,5003.04,,,,,
330000,浙江省,2018,40586,,,,,,,,,42716.0,12840.7,9056.6,3665.2,,,,77666.7,,,43113.7,,68653.8,57544.3,2161.7,,3949.2,759.9,,,4452.1,436.1,,,,
330000,浙江省,2017,39949,4559,15624.27,1650.55,168.56,6606.66,4435.95,1337.51,1424.97,39320.7,11742.05,8340.03,3349.27,18337.58,31522.26,13878.37,71263.09,33707.22,9293.96,39123.28,32080.14,65760.08,54851.25,1944.13,,3513.85,825.3,818.89,4314.57,4605.41,298.81,,,,
330000,浙江省,2016,40128,4456,16395.05,2295.46,133.33,5781.09,4367.69,1386.05,2430.46,38196.89,11150.26,8073.75,3294.66,18993.74,30886.89,13216.01,69468.91,32847.1,8480.5,38304.18,30863.45,65453.88,54833.47,1867.57,,3353.74,807.87,895.56,4190.36,4469.42,284.13,,,66628.47,11540.13
330000,浙江省,2015,41167,5360,13569.82,1376.35,151.3,5105.03,4086.5,1351.53,1499.11,36808.14,10466.89,7924.65,3320.19,18480.92,29154.42,12112.64,66626.71,32484.81,7759.44,38086.78,28430.76,63214.41,53346.93,1707.04,,3102.22,938.52,1054.35,3590.24,3839.99,347.72,,,64279.38,11440.24
330000,浙江省,2014,40841,4747,12080.43,873.76,154.36,4322.56,3799.33,1368.55,1561.88,36136.44,9725.61,8103.6,3325.87,17801.63,27197.27,10942.95,64078.22,32182.52,7392.75,37663.38,26199.51,64371.53,54934.41,1642.51,720.2,2872.91,1053.23,1156.97,3518.88,3729.13,271.3,572.94,1844.1,64914.41,11927.07
330000,浙江省,2013,39561,4934,11431.45,887.93,125.79,3778.32,3672.56,1388.65,1578.19,35053.39,9018.2,7792.49,3079.07,16149.64,24447.22,9799.42,60436.24,31629.0,6874.3,36232.63,24094.27,61305.77,52430.01,1510.63,668.51,2681.06,1027.94,1137.49,3384.28,3561.26,234.01,544.22,1747.94,61280.59,11223.22
330000,浙江省,2012,36496,4509,10430.63228,732.75831,103.35168,3691.54865,3273.53224,1214.90904,1414.53236,32445.21021,7955.99301,7336.56993,2901.36918,15386.64239,22640.40343,8683.10569,55654.17007,29213.03404,6064.70027,33516.05433,22076.80697,57682.7309,49633.00652,1368.2908,617.79087,2439.10742,1057.26465,1161.61312,2923.90751,3112.65097,239.14507,493.46825,1590.69425,57615.75452,10967.92792
330000,浙江省,2011,34698,3457,9492.98115,532.76623,66.4377,3327.10129,2992.24173,1151.46036,1417.12274,29879.85118,7030.46569,6815.21354,2682.30519,14615.97769,20721.43769,7511.24484,50663.58231,27182.9315,5483.25286,30943.42946,19855.35561,55358.43862,47493.49887,1266.22439,602.52464,2181.9731,926.05119,973.4258,3207.11793,3320.45285,170.0706,525.14925,1536.22706,55155.04536,11027.76712
330000,浙江省,2010,64364,5764,9282.94833,513.80578,82.12488,3067.50888,3055.98294,1151.20858,1412.31727,27345.07369,6571.79521,6160.89338,2326.16973,14275.22354,19636.32184,6731.40467,47282.7861,25038.38623,4865.33955,28681.35745,18601.42854,50536.30545,43300.72801,1216.73585,512.48676,2066.04189,753.30354,675.29939,3092.69094,3174.75158,113.94728,480.1415,1412.68188,50196.31979,10642.79696
330000,浙江省,2009,59971,7688,8226.73567,500.81595,70.9037,2579.0768,2755.01796,1023.82385,1297.09741,22037.56043,5438.15332,5058.30805,2128.40118,13228.04751,17439.04161,5751.15299,39752.79374,20985.72456,4007.70491,24352.22015,15400.57354,39873.5742,34333.23366,981.39343,439.87493,1677.96462,621.94267,570.85665,1995.55125,2115.6534,176.82723,346.28079,1079.27553,39969.91405,8499.58278
