省份编码,省份,年份,外商及港澳台商投资工业企业单位数(个),外商及港澳台商投资工业企业亏损企业单位数(个),外商及港澳台商投资工业企业实收资本(亿元),外商及港澳台商投资工业企业国家资本金(亿元),外商及港澳台商投资工业企业集体资本金(亿元),外商及港澳台商投资工业企业法人资本金(亿元),外商及港澳台商投资工业企业个人资本金(亿元),外商及港澳台商投资工业企业港澳台资本金(亿元),外商及港澳台商投资工业企业外商资本金(亿元),外商及港澳台商投资工业企业流动资产合计(亿元),外商及港澳台商投资工业企业应收账款净额(亿元),外商及港澳台商投资工业企业存货(亿元),外商及港澳台商投资工业企业产成品(亿元),外商及港澳台商投资工业企业固定资产合计(亿元),外商及港澳台商投资工业企业固定资产原价合计(亿元),外商及港澳台商投资工业企业累计折旧(亿元),外商及港澳台商投资工业企业资产总计(亿元),外商及港澳台商投资工业企业流动负债合计(亿元),外商及港澳台商投资工业企业应付帐款(亿元),外商及港澳台商投资工业企业负债合计(亿元),外商及港澳台商投资工业企业所有者权益合计(亿元),外商及港澳台商投资工业企业主营业务收入(亿元),外商及港澳台商投资工业企业主营业务成本(亿元),外商及港澳台商投资工业企业销售费用(亿元),外商及港澳台商投资工业企业主营业务税金及附加(亿元),外商及港澳台商投资工业企业管理费用(亿元),外商及港澳台商投资工业企业财务费用(亿元),外商及港澳台商投资工业企业利息支出(亿元),外商及港澳台商投资工业企业营业利润(亿元),外商及港澳台商投资工业企业利润总额(亿元),外商及港澳台商投资工业亏损企业亏损总额(亿元),外商及港澳台商投资工业企业应交所得税(亿元),外商及港澳台商投资工业企业本年应交增值税(亿元),外商及港澳台商投资工业企业工业销售产值(现价)(亿元),外商及港澳台商投资工业企业出口交货值(亿元)
140000,山西省,2004,132,41,97.81979,8.67631,1.68903,43.61631,2.2851,12.58201,28.97103,104.80917,23.93247,34.79048,14.36876,185.35985,230.58388,61.19667,306.12707,105.94295,25.72179,192.63596,113.49111,179.96073,141.02306,13.48746,1.26166,7.64686,6.54373,6.30661,11.54361,10.37756,2.03386,1.07021,12.4406,178.08031,34.43388
140000,山西省,2003,101,29,76.83886,34.51721,5.03227,7.68849,0.91023,6.28647,22.40419,82.36651,18.43404,24.63087,11.15524,162.38583,190.71752,46.81007,251.57849,82.0062,20.38817,160.71679,90.8617,132.6536,99.04512,10.48696,0.58797,6.51032,6.35326,6.18277,12.26299,9.40183,1.2208,0.91209,9.11781,134.38389,19.15897
140000,山西省,2002,105,35,79.70959,40.75633,0.93428,3.76508,2.21864,10.33461,21.70065,63.04834,17.7064,22.823,10.47842,165.89445,189.63604,32.36719,247.41511,80.58358,,171.77569,75.63942,105.1301,80.03475,8.16519,0.45103,5.58509,7.58116,7.49251,3.62018,3.26268,2.58177,0.45575,7.76309,108.43892,11.30731
140000,山西省,2001,101,37,71.94407,40.89899,1.61856,4.35597,0.28432,8.31835,16.46788,49.89515,13.71454,16.18093,7.61432,127.64601,141.82348,15.9313,207.66607,51.98086,,142.88185,64.78422,66.6,51.49226,6.76998,0.58517,3.78657,3.79323,3.64541,0.33479,0.333,2.68177,0.26311,5.30085,70.59496,4.42359
140000,山西省,2000,102,37,32.00833,13.0527,3.39485,3.20665,0.41607,7.55799,4.38007,40.25166,11.93122,14.62837,7.15042,37.96807,41.49575,8.91245,82.00641,42.98422,,51.60394,30.40247,53.27981,41.62084,4.57984,1.05309,2.72817,1.29683,1.04827,2.10205,2.11258,1.21034,0.16766,2.73088,56.48082,5.48715
150000,内蒙古自治区,2019,122,,,,,,,,,678.74,99.79,119.81,48.16,,,,2263.72,,,1155.82,,,,26.07,,50.96,33.67,,,125.94,,,,,
150000,内蒙古自治区,2018,130,,,,,,,,,928.9,142.8,130.8,51.8,,,,2666.7,,,1459.5,,,,29.9,,53.9,40.6,,,135.9,,,,,
150000,内蒙古自治区,2017,128,31,439.97,81.51,5.36,106.92,68.94,87.25,89.99,714.53,98.1,132.59,56.51,1056.06,1481.08,529.88,2221.0,875.11,195.67,1289.92,924.51,1126.01,889.25,33.33,,45.62,37.01,35.82,131.92,135.58,9.27,,,,
150000,内蒙古自治区,2016,155,37,491.69,78.63,4.46,157.46,69.27,90.28,91.6,814.8,143.09,168.79,62.92,1233.37,1738.04,601.08,2788.83,895.86,195.0,1638.05,1154.85,1514.65,1189.57,99.09,,54.96,36.16,39.77,124.31,117.46,10.66,,,1169.85,27.91
150000,内蒙古自治区,2015,166,52,502.43,86.81,4.91,177.43,22.8,96.37,114.12,868.79,124.85,182.85,73.12,1160.84,1600.98,514.95,2779.76,980.55,236.73,1640.44,1138.46,1451.16,1186.0,76.11,,59.13,42.3,47.28,77.79,76.22,17.21,,,1127.94,41.34
150000,内蒙古自治区,2014,172,46,491.19,82.13,6.02,154.36,23.4,82.66,123.97,835.17,137.83,171.23,67.84,1149.56,1519.35,438.13,2651.38,908.38,223.49,1550.25,1095.68,1600.61,1304.08,74.02,15.28,61.42,38.72,43.5,128.14,126.88,14.52,17.66,50.49,1172.47,41.32
150000,内蒙古自治区,2013,184,56,1939.22,76.69,9.12,178.66,1482.51,90.63,100.7,865.26,142.3,172.26,78.28,1260.97,1424.19,375.75,2483.97,863.12,189.82,1451.22,1029.82,1821.09,1480.48,81.72,19.76,69.71,30.73,47.2,149.38,151.15,8.04,22.86,67.57,1439.26,48.08
150000,内蒙古自治区,2012,183,60,340.38,26.76,5.59,139.22,18.47,57.21,93.13,689.67,136.92,137.05,64.52,866.32,981.13,257.32,1804.43,629.23,135.72,1014.25,788.88,1345.48,1010.25,72.61,16.99,57.06,23.04,21.61,170.21,174.15,13.69,13.14,64.22,1114.33,40.83
150000,内蒙古自治区,2011,183,39,297.30121,33.06614,0.27762,132.51939,11.88888,46.83396,72.71522,573.47285,105.36065,132.29736,62.57607,810.65061,1067.05323,349.39789,1532.41172,533.11607,114.95805,836.08556,690.07861,1417.18478,1076.75718,62.86634,13.1639,51.38077,18.1605,21.34401,213.53277,202.1683,5.58045,25.64716,56.52681,1334.58568,61.47975
150000,内蒙古自治区,2010,221,35,306.1791,24.38273,0.15754,109.16482,18.53992,49.19594,104.73815,568.31538,103.04989,123.51017,54.47795,851.55723,941.83451,277.35282,1559.41866,527.34118,137.02265,906.75272,645.5607,1219.9633,901.96784,61.72763,9.8245,49.32307,18.41215,18.75261,218.18894,173.23024,5.90425,16.10623,57.76705,1143.71294,42.41951
150000,内蒙古自治区,2009,228,63,270.25286,28.15714,0.0846,101.11013,8.5221,33.37145,99.00744,466.57808,70.76199,115.68336,43.88504,710.80701,750.54153,166.26129,1365.52125,561.91411,130.06712,830.38524,520.80643,1101.34022,892.79395,47.04347,8.45139,43.48801,20.87673,19.79061,108.48866,104.92291,4.99539,13.1923,47.3885,1046.99909,28.55942
150000,内蒙古自治区,2008,208,69,210.08222,19.73675,7.37964,71.44484,13.73907,23.41065,74.37127,372.65643,50.55229,111.04851,53.84996,531.58064,552.22513,112.39251,1034.65796,410.72975,84.43825,629.84871,404.80925,828.58083,636.07678,49.53134,9.91321,30.92225,14.86627,12.33701,106.505,79.3698,12.55734,10.55216,39.28897,845.24517,62.88683
150000,内蒙古自治区,2007,186,37,283.34859,17.75085,0.7638,154.48922,6.34685,38.13003,65.86784,392.34481,92.05042,114.43643,49.61886,828.83991,981.34863,277.63735,1445.69148,525.98797,128.48408,963.18852,482.50296,805.60104,584.91707,45.88201,15.6738,25.52556,30.91721,30.00764,105.57282,91.20933,2.6907,4.78135,41.73301,662.6827,53.28234
150000,内蒙古自治区,2006,153,31,189.57,7.93,1.76,113.22,3.71,35.37,27.58,317.9,58.44,74.68,29.25,293.15,306.34,117.78,720.05,273.79,49.34,398.71,321.34,565.97,448.21,32.53,3.54,14.93,16.91,17.0,69.2,46.66,1.5,3.34,25.37,441.13,67.96
150000,内蒙古自治区,2005,131,39,177.68543,5.42186,0.75806,109.04926,4.39184,30.28186,27.78255,210.71811,48.11674,71.95335,30.36975,503.76994,487.98018,162.31556,799.33528,248.81464,55.22073,490.52493,275.23286,428.58308,340.68868,24.0442,2.00229,12.37307,10.46823,10.79445,44.35739,39.59769,2.1612,3.57048,22.0141,329.15188,60.74628
150000,内蒙古自治区,2004,118,36,122.78042,7.86995,0.67462,85.11731,4.32186,7.83891,16.95777,178.57049,22.54315,42.02054,19.9494,82.66043,96.19018,23.33472,369.70002,116.78771,17.04988,155.6365,214.06352,241.19366,182.5582,22.8359,0.35679,8.80033,3.41178,3.07459,28.69747,27.30104,1.29015,1.90577,7.48097,253.80986,35.59045
150000,内蒙古自治区,2003,109,33,44.86588,8.4847,1.5066,10.00996,3.56879,6.63173,14.6641,117.78744,22.36339,49.85882,22.9774,54.91059,69.74993,18.48699,197.31742,62.22018,14.15348,101.30969,96.00773,155.57524,122.26899,7.998,0.03803,4.87622,2.8494,2.72708,10.98268,14.24373,1.04297,1.01665,4.83422,156.0226,26.9357
150000,内蒙古自治区,2002,96,40,37.98474,10.50467,1.25874,7.36845,2.80816,5.77769,10.26703,101.71761,16.90396,47.4531,22.35656,52.6236,67.09066,17.29131,166.97315,58.07708,,84.04969,82.92346,93.59869,68.28174,10.83294,0.10328,3.41912,2.42923,2.32707,9.1888,9.62992,0.70657,0.65483,3.73507,96.5952,20.21813
150000,内蒙古自治区,2001,89,28,29.82699,9.39131,0.85388,4.20174,2.16636,3.00581,10.20789,80.91331,10.57173,42.42638,19.9948,32.53444,44.65465,14.65897,122.2545,43.17661,,53.06832,69.18618,68.53109,49.98067,9.46335,0.12003,2.97719,1.87159,1.82387,4.49759,4.65918,0.48249,0.72321,3.45576,66.49954,19.08327
150000,内蒙古自治区,2000,90,26,24.76191,8.69033,1.35512,2.2043,1.32919,2.79484,8.38813,70.49561,7.80043,45.24432,17.2897,24.26511,32.23773,10.16918,99.72604,41.47743,,54.49006,45.23598,51.59223,41.09617,2.12002,0.0165,2.39142,2.46766,2.36612,3.83657,4.06438,0.34415,0.59482,2.03214,56.46212,21.89876
210000,辽宁省,2019,1170,,,,,,,,,4509.43,1159.71,1151.42,362.63,,,,8087.11,,,4459.58,,,,385.87,,315.44,37.3,,,686.21,,,,,
210000,辽宁省,2018,1228,,,,,,,,,4692.2,1108.3,1285.0,412.7,,,,8528.5,,,4922.6,,,,376.3,,309.2,56.7,,,689.0,,,,,
210000,辽宁省,2017,1226,319,2026.06,175.89,17.72,468.72,29.86,489.4,844.47,4313.33,1078.19,1071.51,327.97,2240.92,3948.48,1720.32,7861.57,3713.48,1157.6,4561.17,3291.9,6434.65,5071.02,334.06,,285.68,57.02,61.91,565.35,583.66,94.21,,,,
210000,辽宁省,2016,1257,356,1895.59,135.33,35.3,413.28,43.67,452.24,815.77,4390.57,1223.56,988.83,281.72,2421.12,4030.39,1703.57,8049.22,3762.03,1118.96,4943.25,3094.64,6014.65,4744.63,341.42,,312.02,110.56,81.96,364.73,382.31,127.86,,,5857.4,1091.49
210000,辽宁省,2015,1513,407,1882.54,172.67,12.01,408.58,56.87,439.27,793.15,4364.98,1131.61,992.31,309.26,2490.3,4163.71,1803.72,8148.3,3700.93,1031.69,4762.94,3405.06,6942.04,5607.34,302.39,,325.96,126.47,86.19,426.19,444.74,127.96,,,6974.52,1102.27
210000,辽宁省,2014,1723,394,1949.61,135.56,20.87,431.28,107.14,396.19,849.59,4024.56,1020.57,965.07,323.48,2436.87,4322.78,2031.97,7793.65,3442.42,1001.3,4468.75,3289.34,8631.45,7161.05,327.18,151.43,351.07,76.6,84.53,582.39,587.02,93.66,128.07,220.91,8744.41,1624.24
210000,辽宁省,2013,1875,411,1917.21,116.07,5.28,546.46,61.98,332.7,854.72,4189.46,986.75,973.9,319.38,2506.79,4165.03,1807.54,7713.46,3341.12,1055.97,4478.2,3188.81,8632.33,7180.78,335.23,143.07,369.33,78.17,75.48,578.19,566.21,90.48,86.55,302.74,8968.73,1735.67
210000,辽宁省,2012,1969,430,1821.48,127.48,27.3,488.57,65.95,311.3,800.87,3765.71,932.71,904.3,290.32,2305.34,3686.45,1591.07,6853.99,3016.79,943.98,3903.74,2924.92,8106.41,6760.31,274.38,147.01,346.06,93.37,79.4,542.07,531.94,67.15,78.66,264.59,8175.56,1648.07
210000,辽宁省,2011,2033,352,1675.04343,101.58991,3.55574,410.79643,75.67857,219.40417,861.17233,3515.38435,821.28221,858.08144,287.40697,2041.21215,3264.44083,1392.77157,6179.59917,2791.79373,894.25623,3443.8565,2721.61783,7623.62718,6377.25345,223.61425,121.21353,347.81374,51.18714,59.46677,540.0364,557.33019,41.67821,74.98538,206.17488,7538.91529,1441.00978
210000,辽宁省,2010,2911,586,1591.93846,22.51499,14.39441,448.94187,85.56765,209.24492,811.27462,3307.43728,846.46881,779.09969,236.46017,1986.29753,3113.78252,1267.24884,5884.18198,2719.18528,863.40189,3334.5544,2525.08943,6848.67005,5712.45343,201.85742,92.3381,279.61392,58.38517,47.07693,615.96558,615.72384,22.39157,65.75087,191.45985,6802.25245,1567.27205
210000,辽宁省,2009,3089,756,1428.46087,19.65435,16.29407,351.70391,72.02192,223.49143,745.29519,2645.21411,679.50463,655.23267,195.51203,1752.98926,2672.28281,1106.01591,4876.0749,2119.66952,661.58736,2620.56373,2232.85045,5632.93109,4706.05902,168.96081,77.08721,211.32987,47.60383,37.5254,436.48606,365.80937,35.69131,53.14444,158.5535,5560.98226,1289.88375
210000,辽宁省,2008,3199,893,1185.84953,45.04787,9.7226,264.39839,72.25205,142.93799,651.49063,2201.4587,553.01657,613.30164,205.46142,1657.76432,2391.29025,847.91737,4266.98255,2000.41866,626.38844,2381.00587,1885.97668,5048.65648,4359.99548,144.71088,39.59157,200.99225,44.0989,42.6528,236.27026,179.42674,131.88047,43.07224,101.792,5003.9828,1446.36303
210000,辽宁省,2007,2822,725,992.2807,45.59626,9.61772,239.30149,26.02515,142.63475,529.10533,1865.16103,484.05726,573.76642,182.82702,1223.81725,1950.04037,823.70746,3401.60127,1662.01584,498.36921,1889.22399,1512.37729,3947.38124,3305.6499,128.58358,41.77701,159.06721,29.92496,29.71548,278.66461,226.95218,27.1035,28.46138,97.72822,4005.02604,1183.89549
210000,辽宁省,2006,2532,692,845.71,42.12,5.85,170.09,32.99,117.88,476.77,1460.05,411.46,445.78,142.67,1033.13,1513.34,584.05,2713.83,1225.4,377.19,1469.74,1242.89,3019.52,2591.64,93.72,28.74,130.09,26.31,23.95,149.4,129.28,37.16,18.91,70.28,3046.63,986.33
210000,辽宁省,2005,2197,615,743.4066,37.53491,8.16486,162.0359,29.89737,94.48021,411.29335,1165.28605,299.95706,350.53827,103.60518,862.43963,1303.53053,503.0579,2214.09727,977.0694,302.94686,1171.70617,1042.3911,2266.99102,1964.30129,80.85154,16.10639,102.52725,18.23053,20.98605,100.28772,92.57981,34.13493,14.24851,51.61722,2329.67781,830.43655
210000,辽宁省,2004,2160,703,766.69975,54.3308,26.43653,132.75601,30.0354,113.91606,409.22495,1216.11183,312.29974,388.25488,144.56483,867.26971,1336.56169,509.83214,2231.63603,1083.4192,309.00469,1235.60946,996.02615,2151.38594,1824.97814,82.85545,11.10242,101.07734,28.88833,22.39686,113.52499,112.36466,30.82608,13.74161,53.23784,2178.64679,815.56802
210000,辽宁省,2003,1488,453,595.47989,58.13694,33.03419,75.37924,15.782,97.2867,315.86082,830.91594,198.65562,247.51706,79.42669,674.74131,1047.77258,397.7266,1611.20138,720.52577,204.38239,854.1304,757.07098,1417.35339,1180.02034,59.74188,11.39219,63.9651,23.54236,15.50872,81.63794,81.64583,20.55354,8.13138,41.15685,1415.79952,536.15461
210000,辽宁省,2002,1228,359,471.15339,46.88127,8.72275,56.72699,36.52206,86.46268,235.83764,536.10495,146.79833,169.43803,60.38175,590.00815,900.96427,327.09299,1212.27695,450.57492,,582.90302,629.37393,1004.88991,838.68372,39.17864,4.03106,48.78983,18.43602,14.85991,58.44278,58.47311,13.62368,7.36673,31.61732,1013.70525,395.32658
210000,辽宁省,2001,1070,337,406.79009,47.58302,8.68795,63.37111,7.91192,73.12378,206.11231,462.37676,119.80692,152.39556,52.10235,556.0997,822.40261,280.05812,1097.95199,425.11837,,552.44815,545.50384,855.94235,722.00905,34.03135,3.01376,44.00978,18.80617,15.9805,37.45814,41.09071,14.96009,4.44806,31.31027,865.12464,323.57817
210000,辽宁省,2000,1060,322,373.12238,46.77248,21.29789,45.10331,6.6258,55.41424,197.90866,428.98006,118.35135,149.38681,48.95996,527.0773,714.49661,214.74297,1030.5377,400.83577,,541.82557,488.71213,812.63575,673.25869,31.07434,5.14807,39.87449,20.10322,18.09396,45.1795,46.619,11.01485,5.04596,29.38996,828.239,354.20605
220000,吉林省,2019,247,,,,,,,,,1009.13,379.89,151.14,56.22,,,,1733.76,,,1161.18,,,,65.21,,109.55,18.18,,,81.52,,,,,
220000,吉林省,2018,307,,,,,,,,,1003.3,361.5,182.5,56.1,,,,1703.5,,,1046.6,,,,64.2,,103.9,15.5,,,137.5,,,,,
220000,吉林省,2017,308,64,380.84,31.68,5.72,80.01,12.39,53.69,197.36,1163.72,388.46,215.21,86.86,421.45,1035.71,550.28,2019.52,1109.98,309.25,1362.32,653.01,1944.55,1590.97,64.47,,115.27,36.45,30.15,98.41,98.95,55.05,,,,
220000,吉林省,2016,321,49,367.78,30.44,13.44,69.26,16.62,50.25,187.77,1129.21,357.76,210.2,79.98,686.61,1498.18,790.03,2058.2,1133.51,322.25,1319.22,737.85,2034.13,1697.45,60.55,,116.59,36.98,34.51,97.69,98.33,54.25,,,2054.51,154.89
220000,吉林省,2015,325,67,1563.45,29.14,8.93,1274.19,15.49,49.9,185.79,1222.66,360.88,216.05,75.84,688.49,1242.34,660.33,2115.59,1119.54,293.95,1355.23,760.32,2256.88,1921.52,65.04,,113.59,39.98,40.8,94.7,95.21,56.2,,,2207.73,135.25
220000,吉林省,2014,332,52,402.71,23.93,4.62,78.69,9.02,71.53,214.94,1200.77,327.38,238.76,67.92,719.83,1350.89,656.88,2113.2,1061.38,300.93,1364.76,738.44,2706.1,2277.91,93.27,41.86,135.23,34.99,34.5,164.97,158.42,20.64,30.67,72.88,2648.09,152.96
220000,吉林省,2013,333,51,356.49,33.36,0.48,89.63,10.43,54.47,165.76,1105.9,346.06,210.29,66.11,720.14,1239.64,567.7,1972.93,960.38,314.14,1270.11,699.8,2677.85,2307.05,117.91,39.1,120.06,25.06,24.47,136.43,130.34,20.7,24.13,85.22,2700.62,158.67
220000,吉林省,2012,330,56,320.28,24.44,2.56,84.34,12.91,47.75,147.92,891.41,224.83,193.82,68.89,690.11,1161.59,511.38,1703.85,757.71,222.73,1050.91,649.89,2160.51,1834.12,98.13,36.18,98.3,24.19,22.2,143.16,155.37,7.45,22.32,65.41,2184.58,127.31
220000,吉林省,2011,334,55,358.69268,61.77579,2.54699,63.58756,12.68393,33.47809,184.22031,1149.21296,196.73432,274.03039,70.95719,739.75209,1338.20676,635.69987,2156.76698,885.95212,365.17557,1150.14676,999.61347,3379.41726,2632.33905,84.71245,13.15845,110.84019,13.28975,20.89722,485.1621,479.53301,8.08741,79.61721,131.62809,3965.68159,121.82098
220000,吉林省,2010,384,63,356.12462,69.78435,0.5468,57.5958,16.70197,40.29091,171.20479,1051.16886,179.63638,242.14271,69.62302,590.99982,1088.21233,522.66888,1782.30916,803.7011,380.77646,954.28838,825.44126,2805.18565,2195.88194,70.7126,101.89358,99.7843,8.52294,10.98605,407.77371,397.94391,5.95998,72.3638,109.04749,3181.66645,93.99764
220000,吉林省,2009,400,81,342.87671,22.15942,0.86998,112.29335,17.35032,43.07094,147.1327,777.27532,149.6553,170.51135,77.36862,603.307,878.00278,341.0838,1443.98759,576.30592,266.72917,788.99151,644.83928,2121.08663,1712.4377,34.69869,78.88115,72.62801,34.16612,22.52661,241.07589,239.32652,9.62552,32.03722,83.29506,2478.68496,92.45583
220000,吉林省,2008,396,88,319.77351,70.76584,3.3668,50.20799,9.45358,46.10555,139.87375,649.97633,114.8328,230.15648,145.04053,513.78767,780.18611,301.63721,1250.35462,543.0668,185.81596,705.30127,545.05335,1901.80069,1550.44854,73.7174,57.65932,64.86769,6.17933,12.21357,167.20915,145.17541,9.11588,20.48845,26.57535,2128.62905,102.08341
220000,吉林省,2007,376,106,288.79755,68.90675,1.71124,35.77477,6.00167,39.02403,137.37909,502.49828,100.23833,165.38143,71.94829,427.86245,637.94965,247.9697,1007.42442,470.92973,107.37483,575.57291,431.85151,1434.29786,1164.583,40.207,45.73604,57.03471,-2.61028,8.31196,142.18816,131.08749,10.86685,17.35351,51.71597,1712.34156,73.21371
220000,吉林省,2006,309,85,253.06,61.13,2.98,46.4,4.22,15.83,122.5,350.35,147.07,107.2,30.35,401.68,583.4,228.64,795.07,367.32,74.28,425.72,369.35,1036.45,850.66,25.07,34.7,49.27,5.89,5.1,61.68,56.97,7.64,23.24,36.56,1182.47,54.83
220000,吉林省,2005,265,77,225.89934,54.02272,2.27846,37.24565,5.80003,15.54121,111.01127,257.15577,85.93904,88.36061,23.27811,292.80096,440.6122,161.8412,614.851,262.76201,97.82719,317.18044,297.67056,753.54637,658.55851,16.09804,21.76971,33.6276,5.42934,7.89956,28.8126,27.13305,6.90242,2.60387,33.24175,891.91408,39.83157
220000,吉林省,2004,279,96,222.1093,60.53875,2.27863,39.66001,2.37823,19.73314,97.52054,337.85288,85.74725,120.62042,22.93857,293.80985,364.05092,132.84217,669.68068,271.33552,89.77025,330.01597,339.66471,812.06568,683.04584,20.19044,26.30551,32.67028,7.98246,6.28548,37.98413,52.49299,9.71755,4.39628,24.72477,939.11762,41.04754
220000,吉林省,2003,206,59,127.61784,34.95987,1.64685,19.51876,1.10826,12.96155,57.42255,292.94069,67.44158,99.00485,21.93151,200.70807,275.23852,106.92428,517.34877,233.97137,71.89927,274.01647,243.3323,724.57508,569.31798,23.47806,29.35067,21.84458,6.21597,2.19708,70.28563,80.92309,5.86353,6.63257,23.44281,752.00863,26.95959
220000,吉林省,2002,247,67,118.61115,39.80685,1.9503,11.94853,1.09966,11.39531,52.4105,206.31601,57.1142,64.73634,18.10628,169.2549,245.64859,88.51645,397.68342,157.78739,,199.63018,198.05324,492.20947,367.95123,15.53355,18.24305,23.00378,7.32635,4.73762,64.49902,65.52594,5.72641,5.1729,28.24643,497.4005,21.7937
220000,吉林省,2001,245,73,118.4885,19.72711,2.11851,30.61569,2.73062,12.80449,50.49208,169.5261,44.26684,62.17522,16.6529,153.41426,225.09242,77.94177,353.28239,150.03302,,184.73145,168.55094,384.99083,289.07172,11.45349,14.03901,21.1864,7.55871,5.63486,45.23546,45.27291,2.68297,3.35946,24.42022,398.34771,23.02745
220000,吉林省,2000,239,83,109.10642,16.49388,2.91607,31.81398,1.12725,10.01831,46.73693,149.92773,47.97212,49.29473,17.28485,148.30169,208.20961,61.44616,325.84766,138.51387,,182.17589,143.67177,302.77442,227.15491,10.40083,9.62945,16.24068,9.67117,5.87119,32.59237,31.62922,3.40648,0.3957,18.30262,304.70727,19.92833
230000,黑龙江省,2019,154,,,,,,,,,833.88,197.77,176.61,52.86,,,,1617.14,,,937.46,,,,98.44,,78.06,16.17,,,127.76,,,,,
230000,黑龙江省,2018,177,,,,,,,,,897.0,220.0,203.1,54.7,,,,1744.1,,,1026.8,,,,108.6,,58.0,18.3,,,120.3,,,,,
230000,黑龙江省,2017,182,52,257.24,27.34,2.64,42.34,10.31,20.5,154.11,798.23,187.37,191.66,50.43,603.21,1127.18,536.09,1641.33,853.61,264.25,1026.48,614.26,1153.38,907.56,80.77,,61.88,14.24,15.69,104.49,115.28,12.66,,,,
230000,黑龙江省,2016,188,44,308.82,39.87,2.68,74.59,12.17,30.98,148.53,757.41,168.74,171.62,51.38,673.65,1162.85,541.94,1653.67,820.74,258.2,988.81,658.39,1261.08,1000.45,78.93,,75.83,17.06,14.64,80.01,93.55,10.21,,,1159.94,35.96
230000,黑龙江省,2015,198,56,273.77,47.47,2.77,34.41,7.88,36.23,145.0,715.22,177.98,165.3,50.66,666.41,1115.17,511.51,1532.35,794.49,220.46,943.59,590.33,1237.99,986.22,85.31,,82.44,16.88,17.02,56.36,68.9,15.28,,,1109.14,46.22
230000,黑龙江省,2014,220,58,319.77,40.78,14.59,50.3,15.62,35.56,162.61,686.07,155.75,199.75,60.72,673.28,1090.45,459.43,1541.78,796.65,216.39,958.4,581.1,1301.91,1032.89,98.72,12.15,74.89,17.31,19.47,66.91,71.41,15.7,12.93,38.74,1218.81,41.85
230000,黑龙江省,2013,230,50,275.29,29.81,7.32,51.54,9.27,40.31,136.54,693.49,131.07,203.42,72.45,642.37,991.86,414.79,1457.31,759.3,173.22,908.43,545.45,1304.93,1036.48,104.8,11.41,70.28,13.42,18.34,63.88,72.34,13.71,13.23,42.72,1176.67,29.84
230000,黑龙江省,2012,234,63,287.73,38.13,4.36,60.16,13.11,36.85,135.13,663.36,121.4,181.55,64.7,559.32,927.68,398.79,1373.33,680.21,161.13,837.49,535.86,1171.42,916.92,98.0,11.44,78.46,17.15,17.39,59.07,60.06,14.76,10.61,41.48,1073.0,31.29
230000,黑龙江省,2011,229,58,284.66942,20.01211,1.71491,77.8901,8.44524,28.17592,148.43114,585.9742,102.83449,166.65668,64.43792,484.97254,751.06597,306.35261,1214.79721,579.05521,135.90008,698.26891,515.60761,1042.05627,814.14967,82.24321,7.66653,75.35013,12.17693,12.06493,65.08887,65.71959,13.68151,11.08704,34.4114,931.7414,35.32645
230000,黑龙江省,2010,298,83,292.09301,22.34685,2.2097,77.21934,8.16282,40.26085,141.89345,539.0942,90.84368,144.34011,54.26784,520.72157,794.32316,306.80569,1157.75136,581.05804,127.22153,690.96233,465.4493,933.01399,711.55413,75.02343,6.96543,50.81799,11.34924,10.05375,85.52414,85.49103,9.86796,10.51246,40.24822,831.87067,40.04519
230000,黑龙江省,2009,296,82,280.61224,48.40504,3.12533,45.43588,9.53345,36.05423,138.05831,505.69425,134.60638,134.17636,55.68762,457.57433,610.59066,203.58589,1028.35989,512.7985,119.36535,625.46645,402.2965,796.9888,615.10331,66.43917,5.57845,46.72188,10.65665,9.51665,57.97867,52.67729,13.06101,8.82007,35.79736,728.31997,33.76205
230000,黑龙江省,2008,293,90,227.36953,20.67662,3.04017,35.03706,13.49805,33.63517,121.48246,428.41337,92.47846,136.26045,55.62625,357.04861,512.60555,182.84711,852.44105,439.74467,101.20593,492.64024,359.80081,717.34736,537.22851,57.67185,6.22522,40.71847,9.86943,10.28331,62.83368,58.15414,12.96829,10.95931,36.99926,668.14644,41.52632
230000,黑龙江省,2007,255,68,204.07781,32.9917,1.99533,35.80047,6.12607,19.27323,107.89101,361.79636,87.13058,118.77935,49.61149,327.9338,473.14,176.2221,732.48492,413.17213,96.70413,446.68496,285.79996,623.5617,487.47498,53.87234,5.85267,38.83752,9.92312,9.06519,27.53122,35.49818,4.86924,4.60041,26.28313,593.11814,50.39681
230000,黑龙江省,2006,226,64,161.89,32.46,0.86,52.46,3.88,8.81,63.43,279.44,67.64,99.12,39.68,294.05,384.49,119.09,608.08,326.09,86.64,355.91,252.17,546.52,436.79,44.85,5.66,31.65,7.24,6.27,19.77,25.4,4.53,3.46,24.41,534.92,45.11
230000,黑龙江省,2005,202,54,124.24432,22.10569,0.6493,25.83991,1.99089,9.74582,63.91271,189.40993,40.53638,71.40769,21.60758,225.20283,321.64603,110.04022,434.61808,250.60453,54.96721,279.553,155.06508,373.92155,278.60001,35.89233,7.34457,23.83271,6.75285,5.79533,19.08332,19.95905,3.57323,2.37541,21.31213,343.95708,21.61376
