年份,最终消费支出对国内生产总值增长贡献率,最终消费支出对国内生产总值增长拉动,资本形成总额对国内生产总值增长贡献率,资本形成总额对国内生产总值增长拉动,货物和服务净出口对国内生产总值增长贡献率,货物和服务净出口对国内生产总值增长拉动
2019,58.5625533751096,3.48476514656895,28.8844735118329,1.71877079754876,12.5529731130552,0.746964752544145
2018,63.9848715382974,4.31883411587715,43.2008718618755,2.91596114436256,-7.18574340017137,-0.485021427698329
2017,55.8676814771829,3.8812400107891,39.4708062553433,2.74211616529872,4.66151226747276,0.323844617226306
2016,65.969141480161,4.5180696286487,45.7018926142538,3.13001394832947,-11.671034094416,-0.799321371989689
2015,68.9795416009326,4.85707638314599,22.5953215520648,1.59101090168218,8.42513684700241,0.593241593878543
2014,56.3160480572666,4.18189662923194,44.9524687740797,3.33806408878013,-1.26851683134646,-0.09419706183462
2013,50.1613524562136,3.89560592278004,53.0969567553828,4.12358935892771,-3.25830921159613,-0.253045184019362
2012,55.3961699506625,4.3562088076504,42.1342893510811,3.31332946914456,2.46954069825629,0.194198172006773
2011,65.6930232721335,6.27423040605299,41.086014195845,3.92405626489784,-6.7790374679785,-0.647454491920232
2010,47.4427032280903,5.04594474473054,63.3686856940528,6.73981170552407,-10.8113889221431,-1.14988538601286
2009,57.5521958843978,5.40917298684087,85.2918797001483,8.01634976009658,-42.8440755845459,-4.02679711411188
2008,44.0027311593946,4.24656229981137,53.2616670284562,5.1401124718564,2.73560181214917,0.264004147394568
2007,47.9358164509936,6.82167937641334,44.2373785868468,6.29535982725976,7.82680496215958,1.11382172969053
2006,43.2196308352576,5.49795007728561,42.481184675113,5.40401266864106,14.2991844896293,1.81899291943385
2005,56.8192434121065,6.47432085622205,33.1163968042856,3.77347823795957,10.0643597836078,1.14679271561105
2004,42.8875633840975,4.33748577891247,62.0069011208624,6.27114320758774,-4.89446450496006,-0.495007608511701
2003,36.1196768613282,3.62570417269796,68.7931542620791,6.90547779313392,-4.91283112340728,-0.493151485609475
2002,58.1244573117136,5.30887332982024,39.9673147342013,3.6504669646898,1.90822795408508,0.174290495966801
2001,49.9637657620994,4.16484634920795,63.4887355402529,5.29225178281559,-13.4525013023522,-1.1213646546097
2000,78.7698460468162,6.68763350612903,21.7319604693969,1.84506374308046,-0.501806516213057,-0.042603841950202
