省份编码,省份,年份,铁路营业里程(万公里),内河航道里程(万公里),公路里程(万公里),等级公路里程(万公里),高速等级公路里程(万公里),一级等级公路里程(万公里),二级等级公路里程(万公里),等外公路公路里程(万公里)
360000,江西省,2008,0.265,0.5638,13.3815,7.7343,0.2284,0.1199,0.8561,5.6472
360000,江西省,2007,0.25664,0.5638,13.0515,7.2374,0.2006,0.0872,0.9258,5.8141
360000,江西省,2006,0.24237,0.5638,12.8236,6.6664,0.1751,0.0812,0.8999,6.1571
360000,江西省,2005,0.24239,0.5638,6.23,4.3523,0.1559,0.0565,0.8555,1.8777
360000,江西省,2004,0.22744,0.5638,6.186,4.0554,0.1425,0.0507,0.8057,2.1305
360000,江西省,2003,0.22982,0.559,6.1233,3.7791,0.104,0.033,0.7372,2.3442
360000,江西省,2002,0.23686,0.5537,6.0696,3.607,0.0666,0.0314,0.6731,2.4626
360000,江西省,2001,0.24153,0.5537,6.0314,3.5093,0.0421,0.0314,0.6471,2.5221
360000,江西省,2000,0.21526,0.5537,3.7138,2.6448,0.0414,0.0248,0.4568,1.069
370000,山东省,2019,0.6633007,0.111687,28.0324542,27.9930742,0.6446966,1.1561598,2.6512203,0.03938
370000,山东省,2018,0.6335887,0.111687,27.5641597,27.4948381,0.6057387,1.1158522,2.6177467,0.0693216
370000,山东省,2017,0.5726402,0.111687,27.0590238,26.9698045,0.5820871,1.0311565,2.4854111,0.0892193
370000,山东省,2016,0.54523,0.111725,26.572,26.4752,0.571,1.0026,2.4476,0.0968
370000,山东省,2015,0.5434454,0.111725,26.3447,26.2445,0.5348,1.0045,2.5242,0.1002
370000,山东省,2014,0.5028916,0.111725,25.9515,25.8442,0.5108,0.9775,2.5371,0.1073
370000,山东省,2013,0.4288053,0.111725,25.2786,25.1425,0.4994,0.9487,2.5115,0.1361
370000,山东省,2012,0.4288053,0.114424,24.4586,24.3037,0.4975,0.9051,2.4688,0.1549
370000,山东省,2011,0.42,0.115,23.319,23.1428,0.435,0.871,2.4151,0.1761
370000,山东省,2010,0.3833,0.115,22.9859,22.7719,0.4285,0.8088,2.3862,0.214
370000,山东省,2009,0.3686,0.1012,22.6693,22.3992,0.4285,0.7551,2.3925,0.2701
370000,山东省,2008,0.3633,0.1012,22.0688,21.7101,0.4285,0.7048,2.3799,0.3587
370000,山东省,2007,0.33022,0.1012,21.2237,20.7719,0.4033,0.6352,2.3836,0.4518
370000,山东省,2006,0.33292,0.1012,20.491,19.9075,0.3281,0.5856,2.386,0.5835
370000,山东省,2005,0.33193,0.1012,8.0131,8.0131,0.3163,0.4855,2.1949,
370000,山东省,2004,0.32625,0.1012,7.7766,7.7757,0.3033,0.4576,2.1127,0.0009
370000,山东省,2003,0.31505,0.1012,7.6266,7.617,0.3018,0.3945,2.0764,0.0096
370000,山东省,2002,0.28554,0.2552,7.4029,7.3884,0.2411,0.3521,2.0251,0.0145
370000,山东省,2001,0.28554,0.2552,7.1128,7.0963,0.2077,0.3,1.9707,0.0165
370000,山东省,2000,0.24016,0.2486,7.0686,7.0579,0.2006,0.2599,1.8885,0.0107
410000,河南省,2019,0.6466941,0.140265,26.9832219,24.8154759,0.6966757,0.4006753,2.7812635,2.167746
410000,河南省,2018,0.5409665,0.140265,26.858934,24.2775293,0.6600025,0.3691969,2.7191754,2.5814047
410000,河南省,2017,0.5414671,0.140265,26.7805416,23.2813329,0.6522604,0.3350119,2.6359983,3.4992087
410000,河南省,2016,0.55708,0.140265,26.7441,23.0288,0.6448,0.3065,2.618,3.7153
410000,河南省,2015,0.5296173,0.140265,25.0584,20.047,0.6305,0.2113,2.6215,5.0114
410000,河南省,2014,0.5199756,0.126674,24.9857,19.7624,0.5859,0.1778,2.5641,5.2233
410000,河南省,2013,0.4890406,0.126674,24.9831,19.679,0.5859,0.1603,2.5322,5.304
410000,河南省,2012,0.4890376,0.126674,24.9649,19.4406,0.583,0.0986,2.4956,5.5244
410000,河南省,2011,0.4261,0.1267,24.7587,19.1234,0.5196,0.0564,2.4981,5.6353
410000,河南省,2010,0.4282,0.1267,24.5089,18.256,0.5016,0.0564,2.404,6.2529
410000,河南省,2009,0.3949,0.1267,24.2314,17.7235,0.4861,0.0565,2.3671,6.5079
410000,河南省,2008,0.4042,0.1267,24.0645,17.0223,0.4841,0.0547,2.3352,7.0423
410000,河南省,2007,0.40417,0.1267,23.8676,16.4909,0.4556,0.0541,2.2931,7.3767
410000,河南省,2006,0.40387,0.1267,23.6351,15.0028,0.3439,0.0083,2.2945,8.6323
410000,河南省,2005,0.40987,0.1267,7.9506,7.5003,0.2678,0.0106,2.1684,0.4503
410000,河南省,2004,0.40903,0.1208,7.5719,7.0901,0.1759,0.0084,1.9859,0.4818
410000,河南省,2003,0.36542,0.1208,7.3831,6.8739,0.1418,0.0044,1.7853,0.5092
410000,河南省,2002,0.35939,0.1587,7.1741,6.6524,0.1231,0.0038,1.5809,0.5217
410000,河南省,2001,0.35939,0.1587,6.9041,6.3437,0.1077,0.0038,1.2266,0.5604
410000,河南省,2000,0.23531,0.1104,6.4453,6.2192,0.0505,0.0038,0.9028,0.2261
420000,湖北省,2019,0.5164849,0.848826,28.9029196,28.1422195,0.6860323,0.6465054,2.3936262,0.7607001
420000,湖北省,2018,0.4340552,0.847026,27.5039308,26.591152,0.6366859,0.6093229,2.3179232,0.9127788
420000,湖北省,2017,0.4215544,0.843326,26.9484032,25.9591471,0.6251663,0.5873621,2.2712106,0.9892561
420000,湖北省,2016,0.41382,0.843326,26.0179,24.9819,0.6204,0.546,2.2005,1.036
420000,湖北省,2015,0.4062285,0.843326,25.298,24.0936,0.6204,0.5231,2.1555,1.2044
420000,湖北省,2014,0.405931,0.843326,23.6933,22.4184,0.5096,0.3344,1.8033,1.2749
420000,湖北省,2013,0.3929532,0.827056,22.6912,21.2893,0.4333,0.2789,1.7576,1.4019
420000,湖北省,2012,0.3814361,0.827056,21.8151,20.3145,0.4006,0.2515,1.7233,1.5006
420000,湖北省,2011,0.3355,0.826,21.2747,19.6452,0.4006,0.2354,1.7135,1.6295
420000,湖北省,2010,0.336,0.826,20.6211,18.7812,0.3674,0.221,1.6159,1.84
420000,湖北省,2009,0.298,0.8247,19.7196,16.8834,0.3283,0.1725,1.6261,2.8362
420000,湖北省,2008,0.2711,0.8181,18.8366,15.3665,0.2719,0.1566,1.6043,3.4701
420000,湖北省,2007,0.2565,0.8181,18.378,14.7152,0.2365,0.1371,1.5732,3.6628
420000,湖北省,2006,0.2527,0.8181,18.1791,13.5828,0.1747,0.1278,1.556,4.5964
420000,湖北省,2005,0.25254,0.8181,9.1131,7.6075,0.1649,0.1093,1.5225,1.5055
420000,湖北省,2004,0.24867,0.8176,8.9673,7.2757,0.1353,0.0973,1.4201,1.6916
420000,湖北省,2003,0.23885,0.8155,8.7813,6.9914,0.1074,0.0876,1.2268,1.7899
420000,湖北省,2002,0.23889,0.7271,8.6098,6.729,0.0943,0.0822,1.1105,1.8808
420000,湖北省,2001,0.22125,0.7256,8.5757,6.6048,0.0805,0.0812,0.9152,1.9709
420000,湖北省,2000,0.20308,0.7256,5.785,4.8062,0.0569,0.0611,0.7911,0.9788
430000,湖南省,2019,0.5578814,1.149635,24.0566153,22.6590221,0.6802083,0.2231567,1.5297783,1.3975932
430000,湖南省,2018,0.50701,1.149635,24.0059799,22.3666703,0.6724567,0.2067503,1.4477891,1.6393096
430000,湖南省,2017,0.4744519,1.149635,23.9723816,21.7250781,0.64185,0.1668595,1.3864548,2.2473035
430000,湖南省,2016,0.47198,1.149635,23.8273,21.5904,0.608,0.1568,1.3567,2.2369
430000,湖南省,2015,0.4539567,1.149635,23.6886,21.3512,0.5653,0.1292,1.2606,2.3374
430000,湖南省,2014,0.4550472,1.149635,23.625,21.1279,0.5493,0.1184,1.155,2.4971
430000,湖南省,2013,0.4026606,1.149635,23.5392,20.6622,0.508,0.1073,1.0702,2.8771
430000,湖南省,2012,0.3828425,1.149535,23.404,20.3627,0.3957,0.1057,1.0111,3.0413
430000,湖南省,2011,0.3696,1.1495,23.219,19.8903,0.2649,0.1009,0.9406,3.3287
430000,湖南省,2010,0.3695,1.1495,22.7998,18.4045,0.2386,0.0838,0.8018,4.3953
430000,湖南省,2009,0.3693,1.1495,19.1405,14.818,0.2226,0.0776,0.7543,4.3225
430000,湖南省,2008,0.2895,1.1495,18.4568,11.8717,0.2001,0.066,0.6089,6.5852
430000,湖南省,2007,0.28991,1.1495,17.5415,9.1453,0.1764,0.0626,0.5942,8.3962
430000,湖南省,2006,0.29056,1.1495,17.1848,6.2419,0.1403,0.0604,0.5782,10.9429
430000,湖南省,2005,0.2902,1.1495,8.82,4.5801,0.1403,0.053,0.5563,4.2399
430000,湖南省,2004,0.28359,1.1495,8.7875,4.4411,0.1218,0.0488,0.5385,4.3465
430000,湖南省,2003,0.29772,1.1551,8.5233,3.9689,0.1218,0.0468,0.5173,4.5544
430000,湖南省,2002,0.2758,1.0041,8.4808,3.8433,0.1012,0.0412,0.4958,4.6375
430000,湖南省,2001,0.27579,1.0041,6.6593,3.68,0.0585,0.0335,0.4705,2.9793
430000,湖南省,2000,0.23127,1.0041,6.0848,3.338,0.0449,0.0239,0.3761,2.7468
440000,广东省,2019,0.471968,1.211235,22.0290402,21.4922538,0.9495,1.1534082,1.9152443,0.5367864
440000,广东省,2018,0.4524168,1.211235,21.7699107,20.9131141,0.900286,1.1329056,1.8974956,0.8567966
440000,广东省,2017,0.4200704,1.210935,21.9580023,20.6460837,0.8346833,1.1627847,1.9209537,1.3119186
440000,广东省,2016,0.41579,1.215135,21.8085,20.4614,0.7683,1.1332,1.92,1.3471
440000,广东省,2015,0.4035211,1.215135,21.6023,20.1456,0.7021,1.0936,1.9213,1.4567
440000,广东省,2014,0.4026983,1.215135,21.2094,19.7131,0.6266,1.0787,1.9233,1.4963
440000,广东省,2013,0.3471722,1.209665,20.2915,18.6357,0.5703,1.0621,1.9125,1.6558
440000,广东省,2012,0.2846055,1.209665,19.4943,17.7204,0.5524,1.0544,1.9042,1.774
440000,广东省,2011,0.2832,1.185,19.0724,17.2382,0.5049,1.0339,1.9044,1.8342
440000,广东省,2010,0.2727,1.1844,19.0144,17.0144,0.4839,1.0126,1.9082,1.9999
440000,广东省,2009,0.2479,1.1844,18.496,16.018,0.4035,1.004,1.8793,2.478
440000,广东省,2008,0.2165,1.1844,18.3155,15.4878,0.3823,0.9052,1.8272,2.8277
440000,广东省,2007,0.21748,1.1844,18.2005,15.1692,0.3518,0.8987,1.8252,3.0312
440000,广东省,2006,0.21679,1.1844,17.8387,14.7702,0.334,0.8935,1.7525,3.0685
440000,广东省,2005,0.22252,1.1844,11.5337,10.6476,0.314,0.7301,1.7147,0.8861
440000,广东省,2004,0.21814,1.1844,11.1452,10.1707,0.2519,0.703,1.659,0.9745
440000,广东省,2003,0.21125,1.1843,11.0253,9.9733,0.2303,0.6543,1.5926,1.052
440000,广东省,2002,0.21082,1.3687,10.8538,9.7711,0.1741,0.6255,1.516,1.0827
440000,广东省,2001,0.19232,1.3687,10.4798,9.3833,0.15,0.6003,1.4425,1.0965
440000,广东省,2000,0.06938,1.3696,10.2604,9.3693,0.1186,0.5391,1.3396,0.8911
450000,广西壮族自治区,2019,0.5206426,0.570749,12.7818525,11.8792911,0.6026081,0.159142,1.3788595,0.9025614
450000,广西壮族自治区,2018,0.5202244,0.570749,12.5449478,11.5701917,0.5563096,0.1553634,1.3156395,0.9747561
450000,广西壮族自治区,2017,0.5191387,0.570749,12.3259406,11.2619166,0.5259179,0.1442631,1.2714201,1.064024
450000,广西壮族自治区,2016,0.51921,0.570749,12.0547,10.8947,0.4603,0.1372,1.1934,1.16
450000,广西壮族自治区,2015,0.5117192,0.570749,11.7993,10.5019,0.4288,0.1079,1.1147,1.2974
450000,广西壮族自治区,2014,0.4741533,0.570414,11.49,10.0647,0.3722,0.1026,1.0618,1.4252
450000,广西壮族自治区,2013,0.4013376,0.547824,11.1384,9.6343,0.3305,0.1008,1.0393,1.5041
450000,广西壮族自治区,2012,0.3194472,0.547883,10.7906,9.1583,0.2883,0.0984,0.972,1.6322
450000,广西壮族自治区,2011,0.3194,0.5433,10.4889,8.7296,0.2754,0.0944,0.9132,1.7592
450000,广西壮族自治区,2010,0.3205,0.5433,10.1782,8.1239,0.2574,0.0876,0.8646,2.0543
450000,广西壮族自治区,2009,0.3126,0.5433,10.0491,7.7154,0.2395,0.0827,0.8559,2.3337
450000,广西壮族自治区,2008,0.2731,0.5413,9.9273,7.3052,0.2181,0.0819,0.8115,2.6222
450000,广西壮族自治区,2007,0.27342,0.5413,9.4202,6.2861,0.1879,0.0734,0.7326,3.1341
450000,广西壮族自治区,2006,0.27352,0.5413,9.0318,5.2101,0.1545,0.0705,0.6847,3.8216
450000,广西壮族自治区,2005,0.27288,0.5413,6.2003,5.1046,0.1411,0.0546,0.6299,1.0957
450000,广西壮族自治区,2004,0.27376,0.5413,5.9704,4.7304,0.1157,0.0514,0.5783,1.24
450000,广西壮族自治区,2003,0.2738,0.5413,5.8451,4.5284,0.1011,0.0482,0.5351,1.3167
450000,广西壮族自治区,2002,0.27452,0.5582,5.6297,4.2155,0.0822,0.0449,0.4773,1.4142
450000,广西壮族自治区,2001,0.27107,0.5582,5.4752,4.0192,0.0822,0.0449,0.4316,1.456
450000,广西壮族自治区,2000,0.20123,0.5618,5.291,4.543,0.0812,0.0442,0.2628,0.748
460000,海南省,2019,0.103342,0.034304,3.8106819,3.7877927,0.1163441,0.0458669,0.1930402,0.0228892
460000,海南省,2018,0.103342,0.034304,3.5022677,3.4730703,0.0924248,0.0459983,0.184515,0.0291974
460000,海南省,2017,0.103342,0.034304,3.0684297,3.0232191,0.079532,0.0373529,0.1780934,0.0452106
460000,海南省,2016,0.10334,0.034304,2.8217,2.7732,0.0795,0.0371,0.1739,0.0485
460000,海南省,2015,0.103342,0.034304,2.686,2.6302,0.0803,0.036,0.1704,0.0558
460000,海南省,2014,0.0693734,0.034304,2.6002,2.5386,0.0757,0.0307,0.1655,0.0616
460000,海南省,2013,0.0693748,0.034304,2.4852,2.4154,0.0757,0.0287,0.1529,0.0698
460000,海南省,2012,0.0693748,0.034304,2.4265,2.354,0.0757,0.0279,0.148,0.0725
460000,海南省,2011,0.0694,0.0343,2.2916,2.2104,0.066,0.0267,0.1359,0.0812
460000,海南省,2010,0.0694,0.0343,2.1236,2.1012,0.066,0.0278,0.1382,0.0224
460000,海南省,2009,0.0387,0.0343,2.0041,1.4459,0.066,0.0244,0.135,0.5582
460000,海南省,2008,0.0387,0.0343,1.8563,1.1264,0.066,0.021,0.1315,0.73
460000,海南省,2007,0.03884,0.0343,1.7789,0.9296,0.0625,0.0191,0.1304,0.8494
460000,海南省,2006,0.02241,0.0343,1.7577,0.8346,0.0625,0.0189,0.1237,0.9231
460000,海南省,2005,0.02217,0.0343,2.1162,1.2671,0.0625,0.018,0.1255,0.8491
460000,海南省,2004,0.03856,0.0343,2.0873,1.1948,0.0625,0.0178,0.145,0.8925
460000,海南省,2003,0.02217,0.0343,2.0877,1.1894,0.0626,0.0172,0.1386,0.8983
460000,海南省,2002,0.02139,0.0414,2.0876,1.1775,0.0626,0.016,0.1315,0.9101
460000,海南省,2001,0.0219,0.0414,2.0667,1.1483,0.0574,0.0157,0.1243,0.9184
460000,海南省,2000,0.0219,0.0414,1.7401,1.3405,0.0601,0.0121,0.0636,0.3996
500000,重庆市,2019,0.235907,0.4352485,17.428374,15.5185693,0.3233283,0.0952579,0.8777024,1.9098047
500000,重庆市,2018,0.2326443,0.4352485,15.7483407,13.3942672,0.3096122,0.0951683,0.8572251,2.3540735
500000,重庆市,2017,0.2166047,0.4352485,14.7881342,12.0915031,0.3023438,0.0772776,0.7962619,2.6966311
500000,重庆市,2016,0.21021,0.4352485,14.2921,11.5955,0.2817,0.0713,0.7479,2.6966
500000,重庆市,2015,0.1922785,0.4331485,14.0551,11.2889,0.2525,0.0694,0.7861,2.7663
500000,重庆市,2014,0.178124,0.4331485,12.7392,9.868,0.2401,0.0662,0.7766,2.8712
500000,重庆市,2013,0.1680059,0.4331485,12.2846,9.0358,0.2312,0.0618,0.7669,3.2488
500000,重庆市,2012,0.1451679,0.4331485,12.0728,8.681,0.1909,0.0579,0.7608,3.3918
500000,重庆市,2011,0.1373,0.4331,11.8562,8.3614,0.1861,0.0565,0.7522,3.4948
500000,重庆市,2010,0.1396,0.4331,11.6949,7.7175,0.1861,0.0561,0.7474,3.9773
500000,重庆市,2009,0.1318,0.4331,11.095,7.0425,0.1577,0.0516,0.7495,4.0526
500000,重庆市,2008,0.1291,0.4218,10.8632,5.8978,0.1165,0.042,0.6573,4.9654
500000,重庆市,2007,0.12906,0.4218,10.4705,4.9958,0.1049,0.0386,0.63,5.4747
500000,重庆市,2006,0.12619,0.4218,10.0299,4.1885,0.0778,0.0369,0.594,5.8414
500000,重庆市,2005,0.12692,0.4103,3.8215,3.0835,0.0748,0.0306,0.4676,0.738
500000,重庆市,2004,0.07182,0.4103,3.2344,2.4046,0.0714,0.0187,0.4166,0.8298
500000,重庆市,2003,0.07182,0.4103,3.1407,2.2562,0.058,0.0168,0.3624,0.8845
500000,重庆市,2002,0.07182,0.2324,3.106,2.1936,0.0399,0.0154,0.3383,0.9124
500000,重庆市,2001,0.06326,0.2324,3.0654,2.1405,0.032,0.0136,0.3127,0.9249
500000,重庆市,2000,0.0598,0.2324,2.9252,2.1743,0.0199,0.0123,0.2951,0.7509
510000,四川省,2019,0.5241865,1.081789,33.7094898,31.8092006,0.7523207,0.4309967,1.6651999,1.9002892
510000,四川省,2018,0.4950215,1.081789,33.1592258,30.4830305,0.713137,0.4178049,1.6021142,2.6761953
510000,四川省,2017,0.4831732,1.081789,32.995047,29.4808621,0.6820986,0.3668915,1.4911725,3.5141849
510000,四川省,2016,0.46227,1.081789,32.4138,27.92,0.6523,0.3628,1.4509,4.4938
510000,四川省,2015,0.4442186,1.081789,31.5582,26.6064,0.602,0.3326,1.3971,4.9518
510000,四川省,2014,0.3976005,1.072039,30.9742,25.7027,0.5506,0.3309,1.3881,5.2715
510000,四川省,2013,0.3539396,1.072039,30.1816,24.6571,0.5046,0.3045,1.3733,5.5245
510000,四川省,2012,0.3533496,1.072039,29.3499,23.4293,0.4334,0.3015,1.3752,5.9206
510000,四川省,2011,0.3516,1.072,28.3268,22.0947,0.3009,0.2834,1.314,6.2321
510000,四川省,2010,0.3549,1.072,26.6082,20.5983,0.2682,0.2637,1.3074,6.0099
510000,四川省,2009,0.3258,1.072,24.9168,18.3108,0.224,0.2186,1.3099,6.606
510000,四川省,2008,0.3006,1.072,22.4482,14.0764,0.2156,0.2022,1.0924,8.3718
510000,四川省,2007,0.29994,1.072,18.9395,11.5674,0.1938,0.1855,1.0278,7.3721
510000,四川省,2006,0.2986,1.072,16.4688,8.4882,0.1787,0.1709,0.9713,7.9806
510000,四川省,2005,0.29604,1.072,11.4694,7.9337,0.1758,0.1599,1.0123,3.5356
510000,四川省,2004,0.2958,1.072,11.3043,7.6402,0.1758,0.1496,0.9633,3.6642
510000,四川省,2003,0.29618,1.072,11.2543,7.529,0.1501,0.1516,0.919,3.7253
510000,四川省,2002,0.2944,0.7357,11.1898,7.3943,0.1501,0.148,0.8612,3.7955
510000,四川省,2001,0.25052,0.7357,10.8724,7.2063,0.1144,0.1435,0.8332,3.6661
510000,四川省,2000,0.23333,0.598,9.0875,6.9723,0.1,0.0906,0.7451,2.1152
520000,贵州省,2019,0.3753189,0.375095,20.4723103,17.088295,0.7005177,0.1396665,0.9279612,3.3840153
520000,贵州省,2018,0.3564702,0.374045,19.6907589,15.6559199,0.6453115,0.1463816,0.8433357,4.034839
520000,贵州省,2017,0.3284548,0.366399,19.4379014,14.8838742,0.5834504,0.1313478,0.7467516,4.5540272
520000,贵州省,2016,0.32695,0.366399,19.1626,13.2264,0.5434,0.114,0.6681,5.9363
520000,贵州省,2015,0.2810115,0.366399,18.6407,12.0613,0.5128,0.0489,0.6159,6.5794
520000,贵州省,2014,0.2373101,0.366064,17.9079,10.7573,0.4007,0.0393,0.4497,7.1506
520000,贵州省,2013,0.2093065,0.364924,17.2564,9.5419,0.3284,0.0256,0.4128,7.7145
520000,贵州省,2012,0.2057836,0.344232,16.4542,8.6577,0.263,0.0179,0.406,7.7965
520000,贵州省,2011,0.207,0.3442,15.782,7.9643,0.2022,0.0164,0.3831,7.8177
520000,贵州省,2010,0.2002,0.3442,15.1644,7.2557,0.1507,0.0153,0.3578,7.9087
520000,贵州省,2009,0.1983,0.3442,14.2561,6.8046,0.1189,0.0151,0.3171,7.4516
520000,贵州省,2008,0.1962,0.3425,12.5365,6.4044,0.0924,0.0139,0.2706,6.1321
520000,贵州省,2007,0.20116,0.3425,12.3247,5.5517,0.0924,0.012,0.2658,6.773
520000,贵州省,2006,0.20136,0.3323,11.3278,4.9305,0.0678,0.0096,0.275,6.3972
520000,贵州省,2005,0.19857,0.3323,4.6893,3.5447,0.0577,0.0092,0.2629,1.1447
520000,贵州省,2004,0.18906,0.3323,4.6128,3.385,0.0413,0.0085,0.259,1.2277
520000,贵州省,2003,0.19001,0.3502,4.5304,3.2352,0.0323,0.0087,0.2616,1.2952
520000,贵州省,2002,0.18928,0.2132,4.422,3.0504,0.0311,0.0073,0.2191,1.3716
520000,贵州省,2001,0.16437,0.2132,3.4617,2.4625,0.0311,0.0071,0.1797,0.9992
520000,贵州省,2000,0.16417,0.2132,3.4643,1.7034,0.0258,0.0026,0.0718,1.7609
530000,云南省,2019,0.4053,0.4223145,26.2408664,23.1740858,0.6002529,0.1545565,1.2770326,3.0667806
530000,云南省,2018,0.3847891,0.4024145,25.2928626,22.0554345,0.5183683,0.1442993,1.2221803,3.2374281
530000,云南省,2017,0.3681668,0.3979145,24.2546303,20.8525597,0.5022069,0.1354374,1.1940694,3.4020706
530000,云南省,2016,0.36515,0.3979145,23.8052,20.0898,0.4134,0.1196,1.1752,3.7154
530000,云南省,2015,0.2929363,0.3938745,23.6007,19.7071,0.4006,0.1152,1.086,3.8936
530000,云南省,2014,0.2915914,0.3551045,23.0398,18.9481,0.3255,0.1068,1.0596,4.0917
530000,云南省,2013,0.2618811,0.3551045,22.294,17.8371,0.32,0.1003,1.0307,4.4568
530000,云南省,2012,0.2619411,0.3157585,21.9052,17.196,0.2943,0.0974,1.0299,4.7092
530000,云南省,2011,0.2491,0.3158,21.4524,16.5843,0.2746,0.0842,0.9553,4.8681
530000,云南省,2010,0.2473,0.2877,20.9231,15.812,0.263,0.0733,0.5771,5.1111
530000,云南省,2009,0.2475,0.2532,20.6028,13.815,0.2512,0.0628,0.4973,6.7878
530000,云南省,2008,0.2309,0.2539,20.3753,12.4526,0.2512,0.0633,0.4859,7.9227
530000,云南省,2007,0.23084,0.2539,20.0333,10.4771,0.2507,0.06,0.437,9.5562
530000,云南省,2006,0.23098,0.2539,19.8496,9.9834,0.1549,0.0279,0.3696,9.8662
530000,云南省,2005,0.23281,0.2539,16.7638,11.192,0.1421,0.0248,0.3325,5.5718
530000,云南省,2004,0.23281,0.2539,16.705,11.0876,0.1291,0.0237,0.3089,5.6174
530000,云南省,2003,0.23403,0.254,16.6133,10.93,0.1064,0.023,0.2677,5.6833
530000,云南省,2002,0.23714,0.1824,16.4852,10.7615,0.0746,0.0164,0.2192,5.7237
530000,云南省,2001,0.19463,0.1824,16.3953,10.6396,0.0517,0.0164,0.2106,5.7557
530000,云南省,2000,0.18725,0.158,10.956,10.255,0.0517,0.0077,0.1722,0.701
540000,西藏自治区,2019,0.0785085,,10.3951438,9.1762297,0.0037837,0.0581987,0.1054931,1.2189141
540000,西藏自治区,2018,0.0785085,,9.7784965,8.5472877,0.0037837,0.0578137,0.1055075,1.2312088
540000,西藏自治区,2017,0.0785085,,8.9343288,7.7911189,0.0037837,0.0578137,0.1038466,1.1432099
540000,西藏自治区,2016,0.07863,,8.2096,7.1356,0.0038,0.0266,0.1036,1.0741
540000,西藏自治区,2015,0.0786345,,7.8348,5.8416,0.0038,,0.1033,1.9932
540000,西藏自治区,2014,0.0786345,,7.547,5.4443,0.0038,,0.1033,2.1026
540000,西藏自治区,2013,0.0531547,,7.0591,4.8678,,0.0038,0.1033,2.1913
540000,西藏自治区,2012,0.0531547,,6.5198,4.1776,,0.0038,0.0956,2.3422
540000,西藏自治区,2011,0.0532,,6.3108,3.8911,,,0.0956,2.4198
540000,西藏自治区,2010,0.0532,,6.081,3.6229,,,0.0956,2.4581
540000,西藏自治区,2009,0.0526,,5.3845,2.6063,,,0.0952,2.7782
540000,西藏自治区,2008,0.0526,,5.1314,2.2728,,,0.0952,2.8586
540000,西藏自治区,2007,0.055,,4.8611,1.951,,,0.0952,2.9101
540000,西藏自治区,2006,0.055,,4.4813,1.5906,0.0,0.0,0.0952,2.8906
540000,西藏自治区,2005,,,4.3716,1.0905,,,0.0807,3.2812
540000,西藏自治区,2004,,,4.2203,1.0131,0.0,0.0,0.0626,3.2072
540000,西藏自治区,2003,,,4.1302,0.9107,,,0.0611,3.2195
540000,西藏自治区,2002,,,3.976,0.8357,,,0.0611,3.1403
540000,西藏自治区,2001,,,3.5537,0.7196,,,0.0622,2.8341
540000,西藏自治区,2000,,,2.2503,1.0647,,,0.0568,1.1856
610000,陕西省,2019,0.5419209,0.114558,18.0069637,16.6132429,0.5593333,0.1919004,1.0120868,1.3937208
610000,陕西省,2018,0.5001526,0.114558,17.7127813,16.1027928,0.547472,0.1640513,0.9734401,1.6099885
610000,陕西省,2017,0.4972139,0.114558,17.4395006,15.9025694,0.5278786,0.1574659,0.9393164,1.5369312
610000,陕西省,2016,0.46326,0.114558,17.2471,15.6844,0.5181,0.158,0.899,1.5627
610000,陕西省,2015,0.4549168,0.114558,17.0069,15.3845,0.5094,0.126,0.8523,1.6224
610000,陕西省,2014,0.4524117,0.106566,16.7145,15.1189,0.4466,0.1186,0.8409,1.5955
610000,陕西省,2013,0.4421109,0.106566,16.5249,14.8991,0.4363,0.1011,0.8441,1.6257
610000,陕西省,2012,0.4093493,0.106566,16.1411,14.629,0.4083,0.0974,0.8377,1.5121
610000,陕西省,2011,0.4083,0.1066,15.1986,13.9453,0.3803,0.0839,0.7611,1.2533
610000,陕西省,2010,0.4079,0.1066,14.7461,13.4498,0.3403,0.0787,0.7235,1.2964
610000,陕西省,2009,0.33195,0.106566,14.4109,12.8487,0.2779,0.0781,0.6814,1.5622
610000,陕西省,2008,0.3186,0.1066,13.1038,10.7618,0.2466,0.0719,0.6347,2.342
610000,陕西省,2007,0.31851,0.1066,12.1297,9.0829,0.2063,0.0568,0.6203,3.0469
610000,陕西省,2006,0.31849,0.1066,11.3303,6.0796,0.1646,0.0526,0.6177,5.2507
610000,陕西省,2005,0.31312,0.1066,5.4492,4.9274,0.1226,0.0359,0.5858,0.5219
610000,陕西省,2004,0.31512,0.1066,5.272,4.7324,0.0976,0.0349,0.5552,0.5396
610000,陕西省,2003,0.28923,0.1065,5.0019,4.4422,0.0844,0.0187,0.5335,0.5597
610000,陕西省,2002,0.28851,0.1033,4.6564,4.08,0.0576,0.0168,0.5109,0.5764
610000,陕西省,2001,0.28738,0.1033,4.5273,3.93,0.0543,0.0168,0.4697,0.5973
610000,陕西省,2000,0.22046,0.0998,4.4006,3.7459,0.0349,0.0175,0.342,0.6547
620000,甘肃省,2019,0.4829665,0.091067,15.1442763,14.6376641,0.4453128,0.0763372,1.0538353,0.5066122
620000,甘肃省,2018,0.4671741,0.091067,14.3227598,12.8070513,0.4242102,0.0627038,0.9155935,1.5157085
620000,甘肃省,2017,0.4663824,0.091067,14.2252036,12.4787509,0.4016318,0.0428807,0.889387,1.7464527
620000,甘肃省,2016,0.41021,0.091067,14.3039,12.5085,0.4827,0.0405,0.9312,1.7954
