省份编码,省份,年份,邮电业务总量(亿元),邮政业务总量(亿元),电信业务总量(亿元),函件数(亿件),包裹数(万件),报刊期发数(万份),汇票业务(万笔),集邮业务量(万枚),固定本地电话通话时长(万分钟),固定长途电话通话时长(万分钟),移动短信业务量(亿条),移动电话通话时长(万分钟),移动电话去话通话时长(万分钟),移动电话非漫游去话通话时长(万分钟),移动电话国内漫游去话通话时长(万分钟),移动电话国际及港澳台漫游去话通话时长(万分钟),移动电话年末用户(万户),3G移动电话用户(万户),固定电话年末用户(万户),城市电话年末用户数(万户),城市住宅电话年末用户数(万户),农村电话年末用户数(万户),农村住宅电话年末用户数(万户),公用电话用户(万户)
110000,北京市,2009,970.44547655447,88.89498655447,881.55049,6.426335,786.95,679.74,1103.44,17816.9009,,275488.4,364.35335,9636623.9,,,,,1825.5,84.5,893.1,694.2,410.7,198.9,158.9,85.2
110000,北京市,2008,839.670648894,87.815068894,751.85558,6.776519,761.02,661.1,918.91,25713.6847,,298675.6,337.68018,,,,,,1616.3,,884.9,681.5,408.8,203.4,165.5,69.0
110000,北京市,2007,704.68288286012,70.09290286012,634.58998,6.16455,787.0,564.7,804.1,11474.2,,333139.0,303.89325,,,,,,1598.3,,914.6,709.4,385.7,205.2,167.7,78.7
110000,北京市,2006,503.488811,35.0954,468.393411,6.085135,803.3,726.02,756.5,9861.16,,326424.0191,255.2333189,,,,,,1571.0081,,905.2339,805.24222,565.33884,99.99168,95.5319,74.6852
110000,北京市,2005,405.898443,33.52421,372.374233,6.22653,,756.2,,15681.4,,,,,,,,,1459.4488,,943.7231,847.71222,625.57474,96.01088,93.843,66.9604
110000,北京市,2004,343.84,31.12,312.71,7.72,,797.6,,11610.0,,,,,,,,,1340.7,,847.5,759.8,558.4,87.7,87.0,52.1
110000,北京市,2003,287.29,31.32,255.96,8.38,,803.1,,13387.0,,,,,,,,,1108.9,,683.7,602.3,432.6,81.4,81.3,35.9
110000,北京市,2002,256.25,29.79,226.47,8.5,,1029.5,,17710.5,,,,,,,,,919.5,,585.6,510.5,358.2,75.1,75.1,24.6
110000,北京市,2001,215.8865,30.0765,185.81,6.4037,,1171.2,,30120.4,,,,,,,,,617.4,,525.7,446.1,314.1,79.6,72.0,7.0
110000,北京市,2000,214.7496,,,5.7695,,,,,,,,,,,,,,,451.0,451.2,,,,
120000,天津市,2019,,148.7971613424,1194.604716,0.216001,26.06,101.09,13.46,1980.37,,,123.60147959,5371416.091983,2727967.444583,,,,1704.7153,42.5178,349.1237,,,,,
120000,天津市,2018,,115.3387392844,737.82,0.237479,36.76,479.34,20.55,2672.568,,,108.333333,5729648.41,2900579.92,,,,1648.49,147.03,337.06,,,,,
120000,天津市,2017,406.81,106.13,300.672114,0.310039,55.96,125.79,29.93,3620.7433,172966.66,45507.64,35.117696,6111107.21,3140501.78,2913882.37,226039.27,580.14,1580.1435,151.1767,295.8783,293.2931,92.33,2.5852,0.5029,15.7668
120000,天津市,2016,,86.5179235764,183.09,0.475203,72.28,136.48,49.55,4014.4241,214276.61,40524.01,38.51809489,6472818.31,3331390.81,3113799.3,216533.01,1058.49,1499.76,223.64,311.34,309.1,120.9,2.25,0.58,19.0
120000,天津市,2015,321.0467374432,60.0467374432,261.0,0.558342,94.19,160.44,82.51,3911.4463,256826.03,42169.7,47.426429,6372059.05,3245936.43,2997562.61,246980.06,1393.76,1369.74,349.41,343.77,340.66,171.4,3.11,0.75,24.1
120000,天津市,2014,243.6103636892,36.0803636892,207.53,0.779438,130.5999,169.44,138.39,3438.2171,295601.76,45486.18,62.141437,6608764.84,3377173.84,3087626.62,287855.92,1691.3,1351.79,763.01,360.62,350.99,209.72,10.06,0.87,31.62
120000,天津市,2013,213.0840006344,29.2994276344,183.784573,0.86262863,128.8632,190.2079,196.06,2719.7,394316.6,58984.1,91.70522,6682286.5,3427089.5,3156109.0,269214.9,1765.6,1323.2,483.5,352.8,348.6,215.2,4.2,0.9,28.5
120000,天津市,2012,185.0023847332,25.6538927332,159.348492,1.3428821,117.0109,194.6244,244.59,2154.7,442120.0,66699.29961,120.8396,6490295.0,3332246.0,3091878.0,238825.0,1543.0,1325.2436,296.3893,353.6669,349.2169,225.9782,4.45,0.7268,28.7276
120000,天津市,2011,176.288872964,23.068872964,153.22,1.125037,115.6313,199.2303,300.82,1801.9,530598.4,78053.2,130.23001,6293889.8,3254887.0,3081991.4,171659.1,1236.5,1235.6,188.3,333.9,329.7,225.8,4.1,0.6,28.3
120000,天津市,2010,433.295972531,33.835972531,399.46,1.05528384,109.5282,210.4378,305.4232,5339.3,,73048.3,124.94051,5489199.3,,,,,1089.8,61.8,366.8,363.0,259.4,3.8,0.6,27.1
120000,天津市,2009,390.141592906,26.078382906,364.06321,1.124116,112.04,198.1,296.06,5740.3038,,72618.7,114.85305,4870566.5,,,,,992.5,38.8,385.3,381.6,286.6,3.7,0.5,25.9
120000,天津市,2008,356.955458154,23.762018154,333.19344,0.956572,120.87,229.47,283.3,5707.4439,,97657.0,105.38535,,,,,,865.0,,396.6,392.6,296.4,4.0,1.3,27.0
120000,天津市,2007,303.76794958687,20.86681958687,282.90113,0.93298,146.6,208.4,231.6,3848.6,,122126.5,77.07641,,,,,,738.3,,398.0,394.7,313.8,3.3,2.2,25.6
120000,天津市,2006,225.381707,13.5751,211.806607,0.888944,155.1,196.86,201.8,3129.3,,133429.5579,55.48726123,,,,,,601.2024,,424.8041,420.8557,335.8333,3.9484,2.5665,31.5536
120000,天津市,2005,174.552714,11.30456,163.248154,0.83848,,207.6,,5000.2,,,,,,,,,502.6088,,428.8858,425.2573,347.3599,3.6285,2.54,31.6358
120000,天津市,2004,142.39,9.2,133.19,1.06,,177.6,,5353.0,,,,,,,,,423.6,,407.0,405.7,324.8,1.3,0.9,32.3
120000,天津市,2003,113.93,8.97,104.96,2.2,,191.4,,6794.0,,,,,,,,,383.4,,360.1,358.5,237.9,1.6,1.6,24.1
120000,天津市,2002,92.04,8.49,83.55,2.01,,209.9,,6690.5,,,,,,,,,306.4,,298.3,265.8,204.2,32.5,30.7,19.7
120000,天津市,2001,71.107,8.037,63.07,1.7066,,222.4,,7446.2,,,,,,,,,216.5,,276.2,243.6,194.9,32.5,24.7,6.9
120000,天津市,2000,75.3669,,,1.299673,,,,,,,,,,,,,,,247.0,,,,,
130000,河北省,2019,,557.3814102338,4741.940498,0.415404,141.43,482.67,24.79,3871.75,,,610.28274375,21426960.24463,10451235.34313,,,,8315.603,511.6204,705.1938,,,,,
130000,河北省,2018,,380.1059134756,2790.14,0.491454,128.33,519.0,48.36,4769.4118,,,478.212718,23501005.11,11517511.75,,,,8195.64,686.34,697.96,,,,,
130000,河北省,2017,,269.04,1096.188837,0.548272,128.82,477.47,83.41,5047.9358,1025843.48,112155.49,178.062604,25179433.07,12357256.42,11615938.18,740545.86,772.37,7581.7817,628.2665,763.7886,641.0973,344.529,122.6913,77.7828,58.2095
130000,河北省,2016,,196.7896310256,623.2,0.700315,132.48,1094.96,115.21,4641.341,1147269.35,145186.34,173.4401472,26307330.96,12819068.36,12267341.43,551012.62,714.31,7121.04,775.43,850.62,694.18,411.4,156.45,113.16,61.1
130000,河北省,2015,997.9347453504,131.4747453504,866.46,1.43185,214.85,1179.34,170.54,5234.374,1148132.71,154587.2,220.466683,26232265.7,12732769.59,11832887.81,899010.3,871.48,6135.56,1283.79,978.18,766.69,500.9,211.49,177.37,65.0
130000,河北省,2014,825.5254279512,97.4354279512,728.09,2.560508,300.1209,785.83,270.35,6017.5051,1167897.09,174085.6,267.027114,27091169.28,13323520.29,12134613.75,1187816.0,1090.54,6229.06,2044.17,1085.11,807.5,545.16,263.82,233.26,67.32
130000,河北省,2013,728.72485703,77.06120003,651.663657,3.21079868,348.4703,731.5584,438.98,3618.8,1261319.0,184873.3,311.84998,26697791.5,13262522.6,12143219.0,1118306.1,997.6,6006.2,2003.5,1152.4,840.1,549.4,312.3,277.0,69.8
130000,河北省,2012,598.2853923984,59.5901613984,538.695231,2.88699689,359.6489,631.5211,501.12,2720.3,1429276.0,211272.20402,311.1953,25316663.0,12511067.0,11516947.0,993510.0,611.0,5513.0969,1077.242,1207.7088,850.819,544.9311,356.8898,318.1287,74.3537
130000,河北省,2011,539.616209678,48.276209678,491.34,2.381549,400.6123,617.096,589.26,2206.2,1677556.3,245939.9,319.42134,23500529.0,11674634.5,10913550.3,760689.8,394.4,5094.5,550.1,1242.7,814.2,460.7,428.6,403.7,75.7
130000,河北省,2010,1351.633770324,58.123770324,1293.51,2.43350256,358.0992,509.1331,620.1571,2764.5,,248506.7,352.45777,20911762.4,,,,,4353.6,166.8,1251.4,811.8,541.8,439.5,391.7,83.0
130000,河北省,2009,1199.82558647174,50.54731647174,1149.27827,2.692105,383.19,289.43,562.74,2439.0075,,283386.9,380.35282,17420239.6,,,,,3783.2,43.7,1343.9,870.1,612.7,473.8,424.1,87.3
130000,河北省,2008,1057.9132993,42.9559593,1014.95734,2.667361,415.46,497.67,523.44,3330.9217,,383019.1,362.23298,,,,,,3214.1,,1457.5,925.4,672.9,532.1,491.1,93.0
130000,河北省,2007,847.80945589041,37.35494589041,810.45451,2.06405,474.9,498.9,422.0,3974.4,,337070.3,280.9953,,,,,,2814.8,,1526.7,930.5,678.4,596.2,560.9,89.5
130000,河北省,2006,638.544383,30.3979,608.146483,2.244432,438.6,513.49,360.2,3749.7,,306080.3108,204.5772002,,,,,,2251.0046,,1600.5921,952.5078,774.3407,648.0843,617.7365,83.851
130000,河北省,2005,523.435128,25.07168,498.363448,2.57423,,589.7,,3395.9,,,,,,,,,1785.5348,,1581.5655,901.3119,755.5153,680.2536,650.953,77.2688
130000,河北省,2004,428.6,22.33,406.28,3.26,,632.2,,4070.0,,,,,,,,,1512.9,,1554.9,883.2,665.8,671.8,640.0,67.0
130000,河北省,2003,293.18,21.02,272.17,4.01,,776.9,,6460.0,,,,,,,,,1253.2,,1339.0,731.5,558.7,607.5,582.5,43.4
130000,河北省,2002,223.85,18.45,205.4,3.61,,752.9,,6996.6,,,,,,,,,840.8,,1104.4,558.4,452.4,546.0,521.3,28.5
130000,河北省,2001,167.7074,17.4074,150.3,3.3012,,634.9,,8707.5,,,,,,,,,543.4,,906.8,487.6,402.2,419.2,393.9,14.5
130000,河北省,2000,191.04,,,2.6302,,,,,,,,,,,,,,,,391.7457,,,,
140000,山西省,2019,,116.3466315972,2375.195479,0.120443,17.17,342.37,26.53,2444.8,,,502.28401462,12928646.8949,6442853.1016,,,,3987.2244,80.7844,266.1696,,,,,
140000,山西省,2018,,94.0643832544,1372.93,0.190451,23.08,256.01,49.33,2880.3093,,,392.150102,12966771.63,6442146.44,,,,3961.54,342.15,276.59,,,,,
140000,山西省,2017,655.4,72.42,584.213513,0.272895,43.23,263.49,69.13,3168.8846,171683.11,23571.44,280.665441,13849147.21,6904517.79,6124626.23,779565.03,326.16,3647.9051,310.2096,302.3129,259.1982,85.7718,43.1147,27.7136,31.1225
140000,山西省,2016,,56.8744325296,328.73,0.264984,46.08,310.08,98.42,3641.7179,231415.07,32863.96,201.25740088,14390930.11,7117445.41,6353685.61,763439.12,320.68,3365.74,374.2,343.67,287.73,108.3,55.94,37.04,33.5
140000,山西省,2015,515.9307576108,43.1307576108,472.8,0.389182,61.68,352.01,143.33,3847.434,302973.56,43869.42,197.199517,14670480.3,7180030.56,6435068.39,744571.54,390.64,3241.39,699.75,444.56,354.16,183.9,90.4,62.75,43.7
140000,山西省,2014,431.1269664892,36.5569664892,394.57,0.356567,98.0134,393.43,282.71,2987.4862,376372.96,56659.68,253.502559,15265437.96,7551130.55,6755125.33,795533.22,472.0,3332.33,1466.33,554.23,462.05,267.86,128.54,90.57,56.33
140000,山西省,2013,392.2669219164,34.1060059164,358.160916,0.45799416,128.2178,389.5473,535.46,1082.4,300213.8,71993.3,291.07965,15245757.2,7637796.5,6876172.8,761170.1,453.5,3105.5,952.0,584.4,433.6,279.6,150.9,109.9,59.3
140000,山西省,2012,338.9371178156,30.4496618156,308.487456,0.54023144,122.693,395.401835,704.08,1304.1,378732.0,85343.118406,264.9298,14514323.0,7310625.0,6668613.0,641676.0,336.0,2764.5571,547.607,685.2244,482.0151,330.7295,203.2093,176.6562,60.5156
140000,山西省,2011,305.6184997028,26.2884997028,279.33,0.666707,123.371,367.3048,795.72,1518.2,522126.2,107291.8,249.74841,12624981.1,6368619.5,5874164.9,494216.2,238.3,2446.9,292.4,682.2,468.0,329.4,214.3,187.7,62.0
140000,山西省,2010,735.925754544,39.235754544,696.69,0.77321362,120.5926,345.3766,774.2325,1018.1,,152453.3,219.76223,10412511.4,,,,,2205.2,120.8,720.7,488.0,374.5,232.6,208.7,69.2
140000,山西省,2009,635.0654344773,36.0648944773,599.00054,0.827595,127.05,340.14,689.13,1452.9135,,167290.8,188.51671,8617431.9,,,,,1952.3,21.2,758.8,498.6,378.6,260.2,231.3,70.8
140000,山西省,2008,562.481390615,32.009330615,530.47206,1.082055,135.86,894.33,696.92,2853.9244,,204459.5,177.91695,,,,,,1698.5,,803.0,522.4,402.2,280.5,251.4,72.3
140000,山西省,2007,438.37930015665,27.65578015665,410.72352,0.85401,156.7,369.4,595.9,3146.8,,188627.8,128.28228,,,,,,1420.4,,823.1,535.9,420.3,287.2,263.7,71.3
140000,山西省,2006,329.757286,22.9313,306.825986,0.942223,170.1,422.17,470.5,3104.96,,194732.3892,92.42308166,,,,,,989.6244,,853.6414,569.9614,454.6275,283.68,262.2336,76.8074
140000,山西省,2005,274.445385,17.65325,256.792135,0.92938,,337.8,,3686.0,,,,,,,,,906.1773,,873.2211,602.4923,492.8884,270.7288,249.8323,73.0387
140000,山西省,2004,216.13,14.18,201.96,1.02,,324.1,,3165.0,,,,,,,,,753.8,,770.9,521.9,424.9,248.9,232.3,57.4
140000,山西省,2003,144.51,12.12,132.38,1.16,,567.3,,3249.0,,,,,,,,,600.9,,674.3,463.6,361.1,210.7,195.1,48.1
140000,山西省,2002,110.14,10.84,99.3,1.8,,397.2,,3987.5,,,,,,,,,414.0,,535.0,370.5,292.1,164.5,151.3,35.7
140000,山西省,2001,85.998,10.048,75.95,1.5795,,380.5,,8059.8,,,,,,,,,302.0,,422.0,297.3,227.8,124.7,115.7,8.4
140000,山西省,2000,75.9017,,,1.1331,,,,,,,,,,,,,,,,222.5398,,,,
150000,内蒙古自治区,2019,,50.366789889,2075.805302,0.061952,35.11,207.16,16.83,2279.49,,,180.3800485,9717003.7481,4850093.7416,,,,3011.6634,62.2473,214.3824,,,,,
150000,内蒙古自治区,2018,,44.3521638996,1270.77,0.06707,39.5,204.16,30.29,2830.7525,,,164.453228,10743047.12,5421920.41,,,,3044.44,306.65,213.46,,,,,
150000,内蒙古自治区,2017,516.9,34.32,491.171764,0.073533,31.94,175.76,60.95,3294.5474,189163.45,34081.35,67.353008,11459405.17,5721462.36,5155895.0,564589.44,977.92,2841.1813,288.6013,232.3189,204.642,86.5993,27.6769,20.5312,11.6127
150000,内蒙古自治区,2016,,27.2478662972,249.64,0.087122,25.78,181.36,139.75,2754.972,225098.56,42314.68,83.32939734,12212982.31,6056386.29,5513374.24,542020.87,991.18,2470.78,338.28,268.1,233.03,107.1,35.07,27.18,14.3
150000,内蒙古自治区,2015,400.3007100116,23.2307100116,377.07,0.14546,56.07,384.06,263.18,3191.6187,269259.4,53221.45,106.098002,12410899.23,6117397.36,5564115.03,552639.14,643.18,2377.07,501.23,324.51,277.56,141.3,46.95,37.72,19.2
150000,内蒙古自治区,2014,336.0364209276,19.4664209276,316.57,0.163851,103.206,261.82,416.2,2560.8525,291116.19,57559.83,128.250439,12909168.39,6398746.5,5788523.16,609678.74,544.6,2634.61,853.71,359.08,296.66,173.57,60.58,46.35,23.59
150000,内蒙古自治区,2013,311.2277431172,17.5177251172,293.710018,0.18657165,109.9544,248.2969,569.48,2009.6,193391.5,51285.3,155.9537,13341413.2,6690032.4,5986504.8,702962.5,565.0,2690.6,736.4,377.2,317.7,191.8,59.5,47.8,24.8
150000,内蒙古自治区,2012,273.34259412176,14.83758612176,258.505008,0.24343398,106.9292,229.6251,663.34,1665.3,216883.0,58756.8159,174.1982,13037432.0,6591913.0,6010939.0,580472.0,502.0,2550.1306,451.2665,368.2905,310.6628,184.085,57.6277,46.1454,25.5254
150000,内蒙古自治区,2011,245.0654069652,13.5554069652,231.51,0.303184,107.09,284.626,678.26,1536.9,271367.3,75726.4,177.55095,12029942.2,6101489.0,5649983.4,451175.5,330.1,2316.2,257.6,379.5,318.9,188.7,60.6,48.8,27.9
150000,内蒙古自治区,2010,601.370393213,16.620393213,584.75,0.33703338,103.889,190.4502,575.7619,1661.0,,85390.1,181.92728,10328662.8,,,,,2034.0,145.9,414.1,353.8,237.8,60.3,52.3,30.4
150000,内蒙古自治区,2009,554.26414282276,12.06205282276,542.20209,0.367375,105.45,232.66,423.81,1423.7803,,107148.7,160.1439,8608162.4,,,,,1616.0,18.5,441.6,372.8,263.1,68.7,61.4,33.5
150000,内蒙古自治区,2008,466.51104748,12.29698748,454.21406,0.417441,113.48,303.04,455.73,1666.08955,,129274.5,130.98021,,,,,,1344.4,,462.5,388.3,276.1,74.1,67.0,35.0
150000,内蒙古自治区,2007,364.358240137,11.031630137,353.32661,0.42698,128.4,246.2,363.4,1484.3,,118633.9,96.73616,,,,,,1046.9,,503.2,419.0,333.2,84.2,76.8,34.3
150000,内蒙古自治区,2006,254.235828,9.886,244.349828,0.427332,140.1,215.15,248.5,1663.74,,109519.2692,55.14610014,,,,,,874.1325,,519.6458,406.8357,327.4845,112.8101,106.6287,36.2672
150000,内蒙古自治区,2005,197.161267,8.93506,188.226207,0.51036,,193.8,,1732.8,,,,,,,,,712.3309,,525.5497,417.6472,340.2623,107.9025,99.5412,31.9382
150000,内蒙古自治区,2004,156.63,8.62,148.01,0.62,,217.9,,1584.0,,,,,,,,,594.6,,492.2,390.1,309.7,102.1,91.8,26.8
150000,内蒙古自治区,2003,108.36,8.51,99.85,1.37,,248.5,,3082.0,,,,,,,,,479.1,,427.7,342.8,260.1,85.0,76.5,16.1
150000,内蒙古自治区,2002,86.49,8.04,78.45,1.4,,248.4,,4958.8,,,,,,,,,346.9,,311.2,242.5,186.0,68.7,62.1,12.8
150000,内蒙古自治区,2001,60.35,7.6,52.75,1.2249,,267.9,,6061.7,,,,,,,,,227.6,,262.9,208.4,165.8,54.5,48.7,7.0
150000,内蒙古自治区,2000,56.2463,,,0.96772,,,,,,,,,,,,,,,,166.4,,,,
210000,辽宁省,2019,,202.7008521086,2723.205741,0.340652,48.26,394.11,62.99,3635.97,,,263.26199364,15678682.3288,7787717.8475,,,,4883.5968,104.8711,628.6454,,,,,
210000,辽宁省,2018,,160.6371345524,1774.96,0.619028,68.3,453.81,92.39,4260.6299,,,326.362554,16837290.64,8442866.34,,,,4880.74,418.69,690.22,,,,,
210000,辽宁省,2017,1000.1,127.24,873.252541,0.570026,79.55,383.81,143.36,4606.2629,550177.93,111318.19,203.272045,18248694.92,9155761.09,8382019.96,772203.27,1537.84,4755.6762,391.0877,777.2444,667.227,375.629,110.0174,98.181,51.0836
210000,辽宁省,2016,,101.4449847964,512.71,0.442075,107.14,361.45,258.59,4573.0114,689626.7,131236.43,153.92475326,19681300.56,9843812.39,9089658.37,752460.86,1693.17,4427.06,520.49,890.61,771.92,463.0,118.69,106.82,56.7
210000,辽宁省,2015,804.468510432,75.068510432,729.4,0.68648,160.09,405.07,404.37,5704.9487,966695.36,165095.16,141.165396,20614447.48,10333185.58,9567863.36,763305.0,2017.21,4289.81,904.63,1036.24,906.46,643.3,129.78,116.88,65.4
210000,辽宁省,2014,647.2869797944,59.4869797944,587.8,1.042317,203.8993,385.83,609.46,4727.5385,1118689.18,140219.64,178.338381,21374898.77,10818871.99,10008141.62,808468.5,2261.87,4535.55,1606.29,1151.24,671.5,541.13,408.46,392.19,87.71
210000,辽宁省,2013,582.2145799688,50.1524069688,532.062173,0.68991833,244.0073,365.8695,824.05,4524.4,1442581.9,197132.9,222.8374,21451943.5,10817929.6,10019030.2,796594.6,2304.7,4583.6,1419.2,1222.4,800.1,590.4,422.3,406.4,90.9
210000,辽宁省,2012,516.0749749828,42.8941299828,473.180845,0.74328316,243.2223,403.6508,962.94,5501.8,2504527.0,226581.1533,241.1632,20324423.0,10189275.0,9425559.0,761856.0,1859.0,4291.2906,893.1265,1285.0501,861.255,659.8832,423.7951,407.9442,93.1698
210000,辽宁省,2011,472.644818794,38.224818794,434.42,0.877596,235.7124,554.5515,1039.55,5002.5,2216738.7,273710.5,260.14651,18574979.6,9367505.8,8658324.5,707853.5,1327.9,3836.5,547.7,1352.1,934.9,722.7,417.2,398.2,95.2
210000,辽宁省,2010,1171.63098511,58.41098511,1113.22,0.8462872,223.5052,383.6764,980.9019,4398.8,,247546.9,257.88466,15788377.7,,,,,3341.8,194.8,1428.0,985.8,779.5,442.2,429.8,98.8
210000,辽宁省,2009,965.10623458812,47.33737458812,917.76886,0.7486,223.6,356.11,918.83,4159.5427,,290260.4,270.54601,12636656.0,,,,,2882.1,43.4,1529.1,1075.7,868.1,453.4,443.2,100.1
210000,辽宁省,2008,826.699129505,40.685959505,786.01317,0.830868,243.55,686.48,728.64,4638.8862,,347284.0,219.48447,,,,,,2421.5,,1604.3,1142.1,875.7,462.2,438.4,103.3
210000,辽宁省,2007,706.36816301433,36.67845301433,669.68971,0.82704,285.0,330.2,564.3,4464.7,,371415.2,173.88877,,,,,,1958.9,,1667.1,1202.5,959.2,464.6,444.8,101.7
210000,辽宁省,2006,559.757772,27.7553,532.002472,0.99381,297.1,379.74,443.5,3830.55,,304873.1016,127.1737266,,,,,,1611.0161,,1647.2226,1175.4643,939.4563,471.7583,448.5256,102.5196
210000,辽宁省,2005,443.815655,23.56504,420.250615,1.24659,,338.9,,4370.5,,,,,,,,,1358.1626,,1626.5747,1176.9853,962.1958,449.5894,427.9272,109.2761
210000,辽宁省,2004,369.46,20.46,349.0,1.39,,351.9,,3714.0,,,,,,,,,1194.4,,1470.1,1058.7,861.1,411.4,392.1,93.1
210000,辽宁省,2003,296.01,19.05,276.97,1.6,,352.0,,4413.0,,,,,,,,,1080.3,,1278.7,907.4,618.9,371.3,354.0,73.7
210000,辽宁省,2002,259.92,17.25,242.67,2.63,,378.8,,7821.9,,,,,,,,,900.5,,1016.5,712.4,561.4,304.1,288.1,55.7
210000,辽宁省,2001,219.85,16.0,203.85,2.2698,,440.3,,12013.8,,,,,,,,,703.8,,862.6,623.4,497.0,239.2,221.6,23.2
210000,辽宁省,2000,242.60987,,,1.7309,,,,,,,,,,,,,,,,519.7,,,,
220000,吉林省,2019,,94.5489550214,1769.309537,0.096105,21.7,157.72,23.67,2267.68,,,158.95531617,8700985.9511,4309680.015,,,,2897.6329,74.8379,457.4334,,,,,
220000,吉林省,2018,,72.639801228,1077.8,0.12966,34.11,167.2,40.02,3018.3271,,,185.117114,9384625.83,4633586.43,,,,3001.06,307.9,477.87,,,,,
220000,吉林省,2017,557.75,57.79,486.104624,0.171684,52.95,160.16,57.86,3519.6288,149998.05,31075.15,59.232958,10237633.07,5010453.28,4499682.57,510321.14,449.57,2868.7576,278.1495,497.5695,388.0135,217.2796,109.556,71.1195,33.0643
220000,吉林省,2016,,46.0328719388,264.31,0.152265,62.24,162.3,107.86,3597.5229,177721.39,46929.71,59.82294385,11109820.86,5404942.56,4893780.13,510703.25,459.18,2654.82,338.64,520.32,404.89,234.1,115.44,77.73,35.2
220000,吉林省,2015,387.2572707956,36.1272707956,351.13,0.19234,94.76,186.67,164.06,3632.6882,208920.95,59179.87,101.604585,11809599.99,5726322.97,5200285.24,525522.25,515.48,2511.5,499.82,572.3,448.62,278.1,123.68,94.42,40.2
220000,吉林省,2014,328.1991400428,30.6591400428,297.54,0.30339,130.4306,196.93,278.12,3415.376,252543.85,65452.37,127.722598,12362718.25,6024565.48,5482703.09,541293.17,569.23,2612.34,929.13,574.77,507.54,291.66,141.47,115.17,40.91
220000,吉林省,2013,295.46451714,25.83598114,269.628536,0.43707065,135.424,201.7864,388.85,2015.4,302944.9,69253.2,147.85311,12551422.3,6163857.0,5644265.0,519093.0,499.0,2372.1,606.0,579.0,439.3,288.0,139.7,113.3,41.8
220000,吉林省,2012,262.9107636384,22.2863266384,240.624437,0.50056978,130.1768,202.8165,443.76,2400.6,364495.0,75289.2627,165.1971,12041873.0,5920357.0,5429219.0,490770.0,368.0,2256.9602,390.9806,578.7964,434.7271,289.2981,144.0693,133.6099,41.552
