省份编码,省份,年份,货物周转量(亿吨公里),铁路货物周转量(亿吨公里),国家铁路货物周转量(亿吨公里),地方铁路货物周转量(亿吨公里),合资铁路货物周转量(亿吨公里),公路货物周转量(亿吨公里),水运货物周转量(亿吨公里)
510000,四川省,2000,622.9,423.4,407.2,1.2,15.0,187.7,11.8
520000,贵州省,2019,1235.31615545274,641.64168,,,,548.482875452737,45.1916
520000,贵州省,2018,1797.91299,606.33261,,,,1146.5112,45.06918
520000,贵州省,2017,1656.484286,602.83617,,,,1008.5816,45.066516
520000,贵州省,2016,1482.27875,566.67555,,,,873.2315,42.3717
520000,贵州省,2015,1379.0006,561.2711,,,,782.4654,35.2641
520000,贵州省,2014,1441.77551,633.88772,633.88772,,,776.9452,30.94259
520000,贵州省,2013,1294.60843,658.34983,658.34983,,,610.6414,25.6172
520000,贵州省,2012,1174.71524,693.68404,693.68404,,,464.5614,16.4698
520000,贵州省,2011,1060.68857,696.36207,696.36207,,,350.0945,14.232
520000,贵州省,2010,1005.92,706.45,706.45,,,286.72,12.75
520000,贵州省,2009,926.05,673.07,673.07,,,241.6,11.37
520000,贵州省,2008,805.33,564.31,564.31,,,230.36,10.66
520000,贵州省,2007,721.3,583.9,573.5,,10.3,128.0,9.4
520000,贵州省,2006,681.0,557.7,549.3,,8.4,114.5,8.8
520000,贵州省,2005,646.5,544.3,536.8,,7.5,94.2,8.1
520000,贵州省,2004,610.9,520.7,516.8,,4.0,84.3,5.9
520000,贵州省,2003,547.0,465.9,464.0,,1.9,76.6,4.5
520000,贵州省,2002,486.0,407.3,407.2,,0.1,74.2,4.5
520000,贵州省,2001,439.3,364.7,364.7,,,70.4,4.2
520000,贵州省,2000,404.1,334.1,334.1,,,65.9,4.1
530000,云南省,2019,1552.04805850466,519.41459,,,,1015.19593850466,17.43753
530000,云南省,2018,1971.9122876,465.35681,,,,1489.2304776,17.325
530000,云南省,2017,1824.96016,448.37356,,,,1360.3748,16.2118
530000,云南省,2016,1600.07056,411.81546,,,,1173.0551,15.2
530000,云南省,2015,1500.2748,409.9533,,,,1077.8863,12.4352
530000,云南省,2014,1445.5753,430.1401,425.68475,4.45535,,1002.3462,13.089
530000,云南省,2013,1361.92131,428.29391,424.62346,3.67045,,921.9786,11.6488
530000,云南省,2012,1123.35141,412.12841,409.6923,2.43611,,702.512,8.711
530000,云南省,2011,1024.39609,398.94439,396.80101,2.14338,,617.2662,8.1855
530000,云南省,2010,947.33,391.89,390.05,1.84,,548.53,6.91
530000,云南省,2009,867.63,366.07,364.46,1.61,,496.14,5.42
530000,云南省,2008,821.26,347.47,345.93,1.54,,468.63,5.16
530000,云南省,2007,801.5,346.1,335.2,1.4,9.4,450.8,4.6
530000,云南省,2006,694.2,280.6,271.7,0.9,7.9,409.5,4.2
530000,云南省,2005,680.6,295.7,288.0,1.0,6.7,382.0,2.9
530000,云南省,2004,650.8,283.6,276.3,0.9,6.4,365.1,2.1
530000,云南省,2003,612.2,253.0,246.7,0.7,5.5,357.6,1.5
530000,云南省,2002,553.8,219.5,214.3,0.7,4.5,333.2,1.2
530000,云南省,2001,515.8,196.3,191.5,0.7,4.0,318.5,1
530000,云南省,2000,481.9,184.3,180.8,0.7,2.8,296.7,1
540000,西藏自治区,2019,154.38120700104,39.91476,,,,114.46644700104,
540000,西藏自治区,2018,150.06412,33.22322,,,,116.8409,
540000,西藏自治区,2017,136.29853,30.47383,,,,105.8247,0
540000,西藏自治区,2016,124.63232506,30.13609,,,,94.49623506,0
540000,西藏自治区,2015,119.6439,23.5411,,,,96.1028,
540000,西藏自治区,2014,110.37863,24.42063,24.42063,,,85.958,
540000,西藏自治区,2013,103.41521,21.95541,21.95541,,,81.4598,0
540000,西藏自治区,2012,46.17181,18.29861,18.29861,,,27.8732,
540000,西藏自治区,2011,40.01664,12.91784,12.91784,,,27.0988,
540000,西藏自治区,2010,38.53,11.97,11.97,,,26.56,
540000,西藏自治区,2009,35.34,9.93,9.93,,,25.4,
540000,西藏自治区,2008,35.49,6.7,6.7,,,28.79,
540000,西藏自治区,2007,41.6,4.1,4.1,,,37.5,
540000,西藏自治区,2006,38.3,1.7,1.7,,,36.6,
540000,西藏自治区,2005,40.7,,,,,40.7,
540000,西藏自治区,2004,23.1,,,,,23.1,
540000,西藏自治区,2003,27.1,,,,,27.1,
540000,西藏自治区,2002,22.3,,,,,22.3,
540000,西藏自治区,2001,17.2,,,,,17.2,
540000,西藏自治区,2000,13.5,,,,,13.5,
610000,陕西省,2019,3482.15159404153,1750.14724,,,,1731.41905404153,0.5853
610000,陕西省,2018,4024.89125,1722.99865,,,,2301.3743,0.5183
610000,陕西省,2017,3760.63965,1641.77065,,,,2118.2073,0.6617
610000,陕西省,2016,3444.9206,1518.2673,,,,1925.8259,0.8274
610000,陕西省,2015,3263.5185,1435.9142,,,,1826.8013,0.803
610000,陕西省,2014,3521.45904808631,1603.38484508631,1366.80996,,236.574885086311,1917.452703,0.6215
610000,陕西省,2013,3200.56306,1514.69526,1288.22333,,226.47193,1685.0248,0.843
610000,陕西省,2012,3192.14320247887,1446.75440247887,1250.73207,,196.022332478871,1744.6452,0.7436
610000,陕西省,2011,2824.66681107779,1354.24941107778,1172.81509,,181.434321077785,1469.682,0.7354
610000,陕西省,2010,2464.57,1267.87,1096.56,,171.31,1195.91,0.79
610000,陕西省,2009,2218.55,1185.36,1028.61,,156.75,1032.37,0.82
610000,陕西省,2008,2027.05,1121.74,982.32,,139.42,904.52,0.79
610000,陕西省,2007,1191.1,935.7,866.2,,69.5,255.2,0.3
610000,陕西省,2006,1081.7,852.8,794.4,,58.3,228.6,0.3
610000,陕西省,2005,1028.8,820.6,767.0,,53.7,207.8,0.3
610000,陕西省,2004,963.5,768.1,715.3,,52.8,195.2,0.3
610000,陕西省,2003,849.1,668.0,633.4,,34.6,180.8,0.3
610000,陕西省,2002,776.9,601.9,582.0,,19.8,174.7,0.3
610000,陕西省,2001,676.3,515.9,504.3,,11.6,160.2,0.3
610000,陕西省,2000,573.0,429.1,418.5,,10.6,143.6,0.3
620000,甘肃省,2019,2496.28206567585,1516.69434,,,,979.560735405848,0.02699027
620000,甘肃省,2018,2609.93273524,1490.9119,,,,1118.97391231,0.04692293
620000,甘肃省,2017,2439.66142064,1390.71985,,,,1048.88351829,0.05805235
620000,甘肃省,2016,2170.04788138,1220.3467,,,,949.64313539,0.05804599
620000,甘肃省,2015,2225.8094,1313.6161,,,,912.1353,0.058
620000,甘肃省,2014,2515.4679147,1522.85606,1522.85606,,,992.6016656,0.0101891
620000,甘肃省,2013,2361.97003,1550.74863,1550.74863,,,811.2113,0.0101
620000,甘肃省,2012,2351.69244,1457.06044,1457.06044,,,894.632,
620000,甘肃省,2011,2037.17657,1389.76397,1389.76397,,,647.4126,
620000,甘肃省,2010,1763.85,1239.76,1239.76,,,524.09,
620000,甘肃省,2009,1619.48,1129.76,1129.76,,,489.72,
620000,甘肃省,2008,1594.9,1120.06,1120.06,,,474.84,
620000,甘肃省,2007,1149.9,993.4,993.3,,0.1,156.5,0.1
620000,甘肃省,2006,1042.8,896.2,896.2,,,146.5,0.1
620000,甘肃省,2005,983.2,845.9,845.9,,,137.3,0.1
620000,甘肃省,2004,878.3,748.3,748.3,,,130.0,0.1
620000,甘肃省,2003,738.7,614.9,614.9,,,123.7,0.1
620000,甘肃省,2002,700.6,582.0,582.0,,,118.5,0.1
620000,甘肃省,2001,679.3,565.2,565.2,,,114.0,0.1
620000,甘肃省,2000,639.5,530.1,530.1,,,109.4,0.1
630000,青海省,2019,398.428901598861,272.09650015,,,,126.332401448861,
630000,青海省,2018,551.35923765,275.6156,,,,275.74363765,
630000,青海省,2017,519.46251651,266.03279,,,,253.42972651,0
630000,青海省,2016,475.79987945,239.7614,,,,236.03847945,0
630000,青海省,2015,445.577,223.4468,,,,222.1302,
630000,青海省,2014,506.9411371,272.57798,272.57798,,,234.3631571,
630000,青海省,2013,451.94716,249.18376,249.18376,,,202.7634,0
630000,青海省,2012,527.61992,246.61992,246.61992,,,281.0,
630000,青海省,2011,486.37946,228.33976,228.33976,,,258.0397,
630000,青海省,2010,419.68,192.2,192.2,,,227.47,
630000,青海省,2009,364.16,165.49,165.49,,,198.67,
630000,青海省,2008,335.66,149.06,149.06,,,186.6,
630000,青海省,2007,176.3,120.7,120.7,,,55.6,
630000,青海省,2006,144.2,92.8,92.8,,,51.4,
630000,青海省,2005,147.1,98.8,98.8,,,48.3,
630000,青海省,2004,137.2,91.9,91.9,,,45.3,0.0385
630000,青海省,2003,124.2,81.4,81.4,,,42.8,
630000,青海省,2002,108.2,68.5,68.5,,,39.8,
630000,青海省,2001,97.5,59.0,59.0,,,38.4,
630000,青海省,2000,86.6,50.0,50.0,,,36.6,
640000,宁夏回族自治区,2019,650.991097553602,213.5998,,,,437.391297553602,
640000,宁夏回族自治区,2018,627.68472,229.49052,,,,398.1942,
640000,宁夏回族自治区,2017,753.72197,253.54647,,,,500.1755,0
640000,宁夏回族自治区,2016,819.94078,242.37658,,,,577.5642,0
640000,宁夏回族自治区,2015,816.9267,245.0809,,,,571.8458,
640000,宁夏回族自治区,2014,836.84359,306.37439,285.32537,21.04902,,530.4692,
640000,宁夏回族自治区,2013,873.04868,363.62108,339.70664,23.91444,,509.4276,0
640000,宁夏回族自治区,2012,1065.7404,365.6177,341.7607,23.857,,700.1227,
640000,宁夏回族自治区,2011,933.03494,324.91684,302.98676,21.93008,,608.1181,
640000,宁夏回族自治区,2010,818.64,280.38,261.01,19.37,,538.27,
640000,宁夏回族自治区,2009,750.36,253.39,238.29,15.09,,496.97,
640000,宁夏回族自治区,2008,703.62,225.74,217.89,7.86,,477.87,
640000,宁夏回族自治区,2007,291.6,213.4,206.7,6.7,,78.2,
640000,宁夏回族自治区,2006,277.8,205.7,201.1,4.5,,72.1,
640000,宁夏回族自治区,2005,255.2,187.4,184.4,3.0,,67.8,
640000,宁夏回族自治区,2004,242.5,177.9,175.2,2.7,,64.6,
640000,宁夏回族自治区,2003,244.5,181.4,179.3,2.1,,63.1,
640000,宁夏回族自治区,2002,240.9,179.4,177.7,1.7,,61.5,
640000,宁夏回族自治区,2001,223.4,164.9,163.4,1.5,,58.5,
640000,宁夏回族自治区,2000,205.2,148.3,147.1,1.2,,56.9,
650000,新疆维吾尔自治区,2019,1948.18749326473,1146.42613,,,,801.76136326473,
650000,新疆维吾尔自治区,2018,2483.86535,1007.16595,,,,1476.6994,
650000,新疆维吾尔自治区,2017,2176.34941,869.68561,,,,1306.6638,0
650000,新疆维吾尔自治区,2016,1803.87529,701.66239,,,,1102.2129,0
650000,新疆维吾尔自治区,2015,1772.9404,712.4821,,,,1060.4583,
650000,新疆维吾尔自治区,2014,1880.91747,843.59587,843.59587,,,1037.3216,
650000,新疆维吾尔自治区,2013,1796.78507,868.24487,868.24487,,,928.5402,0
650000,新疆维吾尔自治区,2012,1614.49526,790.68366,790.68366,,,823.8116,
650000,新疆维吾尔自治区,2011,1475.21706,742.34726,742.34726,,,732.8698,
650000,新疆维吾尔自治区,2010,1358.89,705.85,705.85,,,653.03,
650000,新疆维吾尔自治区,2009,1255.91,655.03,655.03,,,600.87,
650000,新疆维吾尔自治区,2008,1272.97,661.1,661.1,,,611.87,
650000,新疆维吾尔自治区,2007,956.1,589.8,589.8,,,366.2,
650000,新疆维吾尔自治区,2006,893.2,561.3,561.3,,,331.9,
650000,新疆维吾尔自治区,2005,806.6,494.2,494.2,,,312.4,
650000,新疆维吾尔自治区,2004,727.8,446.3,446.3,,,281.5,
650000,新疆维吾尔自治区,2003,636.6,382.7,382.7,,,253.9,
650000,新疆维吾尔自治区,2002,556.3,340.6,340.6,,,215.7,
650000,新疆维吾尔自治区,2001,495.4,318.7,306.7,,12.0,176.8,
650000,新疆维吾尔自治区,2000,457.3,280.1,254.7,,25.4,177.2,
