省份编码,省份,年份,私人汽车拥有量(万辆),私人载客汽车拥有量(万辆),私人大型载客汽车拥有量(万辆),私人中型载客汽车拥有量(万辆),私人小型载客汽车拥有量(万辆),私人微型载客汽车拥有量(万辆),私人载货汽车拥有量(万辆),私人重型载货汽车拥有量(万辆),私人中型载货汽车拥有量(万辆),私人轻型载货汽车拥有量(万辆),私人微型载货汽车拥有量(万辆),私人其他汽车拥有量(万辆)
500000,重庆市,2019,403.3031,378.4795,0.0173,0.121,377.8192,0.522,24.1687,0.9546,0.9876,22.2259,0.0006,0.6549
500000,重庆市,2018,362.5923,339.6309,0.0158,0.1261,338.9237,0.5653,22.3893,0.8262,1.0283,20.534,0.0008,0.5721
500000,重庆市,2017,320.1429,298.9779,0.0148,0.1214,298.2077,0.634,20.6709,0.7063,1.0286,18.9351,0.0009,0.4941
500000,重庆市,2016,278.6357,257.9547,0.0158,0.1473,257.0473,0.7443,20.2349,0.6278,1.0763,18.5294,0.0014,0.4461
500000,重庆市,2015,231.6366,211.8172,0.0133,0.1333,210.7488,0.9218,19.4085,0.5633,1.0687,17.7744,0.0021,0.4109
500000,重庆市,2014,190.5811,171.7215,0.0114,0.1549,170.5183,1.0369,18.4823,0.5303,1.1402,16.8087,0.0031,0.3773
500000,重庆市,2013,148.3657,131.2873,0.0103,0.1708,129.1809,1.9253,16.6966,0.4825,1.1976,15.0113,0.0052,0.3818
500000,重庆市,2012,117.1024,102.4801,0.0182,0.2343,100.0476,2.18,14.2227,0.4312,1.2985,12.487,0.006,0.3996
500000,重庆市,2011,89.8864,78.2994,0.0247,0.2265,75.8428,2.2054,11.4533,0.3633,1.1927,9.8892,0.0081,0.1337
500000,重庆市,2010,74.15,59.86,0.14,0.35,56.99,2.39,14.0,1.26,2.14,10.47,0.13,0.29
500000,重庆市,2009,54.68,43.4411,0.1381,0.3291,40.6097,2.3642,10.984,1.1339,1.7595,7.9622,0.1284,0.2549
500000,重庆市,2008,40.2969,31.4281,0.1352,0.3025,28.6626,2.3278,8.6807,1.0844,1.5048,5.9358,0.1557,0.1881
500000,重庆市,2007,33.0572,24.5836,0.1407,0.2976,21.7209,2.4244,8.299,1.1201,1.4899,5.1035,0.5855,0.1746
500000,重庆市,2006,27.9265,19.4467,0.166,0.2659,16.4767,2.5381,8.3021,1.2063,1.5831,4.661,0.8517,0.1777
500000,重庆市,2005,23.1503,15.3288,0.1782,0.2718,12.2997,2.5791,7.7219,1.1864,1.505,4.1494,0.8811,0.0996
500000,重庆市,2004,14.3617,9.5008,0.0451,0.2444,6.9636,2.2477,4.8138,0.108,1.3873,2.4545,0.864,0.0471
500000,重庆市,2003,12.8873,7.9919,0.0216,0.0656,6.4895,1.4152,4.8677,1.262,0.4594,2.9387,0.2076,0.0277
500000,重庆市,2002,10.37,5.82,0.02,0.04,4.7,1.06,4.53,1.34,0.34,2.69,0.15,0.02
500000,重庆市,2001,8.241,5.5262,,,,,2.714,,,,,
500000,重庆市,2000,5.78,3.12,,,,,2.66,,,,,
510000,四川省,2019,1058.677,985.3454,0.0433,0.2692,977.0926,7.9403,71.4084,6.0853,3.2183,62.0825,0.0223,1.9232
510000,四川省,2018,975.377,907.3997,0.0517,0.3349,896.9069,10.1062,66.2447,5.8425,3.7468,56.6251,0.0303,1.7326
510000,四川省,2017,884.8622,821.2681,0.0602,0.3984,808.248,12.5615,62.0837,5.5927,4.1512,52.2911,0.0487,1.5104
510000,四川省,2016,786.0251,723.0311,0.1187,0.4934,706.5227,15.8963,61.5734,6.0597,5.4124,49.9567,0.1446,1.4206
510000,四川省,2015,676.0855,614.5072,0.0787,0.5212,593.5943,20.313,60.2299,6.2453,6.3693,47.4715,0.1438,1.3484
510000,四川省,2014,576.1027,513.5394,0.1453,0.6849,487.6971,25.0121,61.2834,6.536,8.1696,46.4138,0.164,1.2799
510000,四川省,2013,485.5182,423.743,0.1716,0.7806,394.4722,28.3186,60.5757,6.536,9.323,44.5173,0.1994,1.1995
510000,四川省,2012,408.8875,351.3125,0.1756,0.8522,320.1048,30.1799,56.5074,5.8959,10.1258,40.2453,0.2404,1.0676
510000,四川省,2011,342.2903,290.0785,0.1755,0.8739,257.6166,31.4125,51.257,5.0439,10.4089,35.4662,0.338,0.9548
510000,四川省,2010,280.95,234.22,0.16,0.88,201.02,32.16,45.98,4.04,10.5,30.97,0.47,0.76
510000,四川省,2009,216.8505,177.4371,0.1544,0.9123,143.7919,32.5785,38.8489,2.7981,10.156,25.1784,0.7164,0.5645
510000,四川省,2008,157.4395,126.985,0.1485,0.8939,95.1997,30.7429,29.9856,1.5717,9.0837,18.4791,0.8511,0.4689
510000,四川省,2007,127.5273,100.763,0.1484,0.9155,70.2889,29.4102,26.4228,1.2004,8.6446,15.5323,1.0455,0.3415
510000,四川省,2006,127.8573,91.3258,3.97,3.0587,52.4934,31.8037,35.1316,2.2252,14.1204,17.2356,1.5504,1.3999
510000,四川省,2005,89.3243,66.1876,0.1416,0.9816,37.9911,27.0733,22.9437,0.9311,8.1505,11.2804,2.5817,0.193
510000,四川省,2004,75.8952,56.5062,0.0976,0.8231,28.1888,27.3967,19.2577,0.6797,6.9324,8.2423,3.4033,0.1313
510000,四川省,2003,67.024,45.4574,0.1302,1.049,20.276,24.0022,21.4521,0.3674,7.8695,8.2902,4.925,0.1145
510000,四川省,2002,56.06,35.56,0.11,1.0,13.74,20.71,20.42,0.32,8.04,7.13,4.92,0.08
510000,四川省,2001,45.8465,27.5389,,,,,18.3076,,,,,
510000,四川省,2000,21.21,10.21,,,,,11.0,,,,,
520000,贵州省,2019,487.4477,432.887,0.0225,0.1439,431.2073,1.5133,53.3837,4.0077,1.9261,47.4471,0.0028,1.177
520000,贵州省,2018,436.1916,385.7053,0.0218,0.1555,383.8427,1.6853,49.4225,3.7823,2.3364,43.3,0.0038,1.0638
520000,贵州省,2017,374.3435,328.8033,0.0226,0.1675,326.717,1.8962,44.6198,3.4146,2.7601,38.4388,0.0063,0.9204
520000,贵州省,2016,310.6199,268.7488,0.0262,0.1766,266.1261,2.4199,41.1082,3.2368,3.2134,34.6276,0.0304,0.7629
520000,贵州省,2015,254.4064,214.8605,0.0331,0.1921,211.3885,3.2468,38.8779,3.156,3.5302,32.1123,0.0794,0.668
520000,贵州省,2014,207.4741,170.4635,0.0352,0.1976,166.8468,3.3839,36.4166,3.0755,3.5722,29.6832,0.0857,0.594
520000,贵州省,2013,166.2819,134.3069,0.0284,0.1757,129.3797,4.7231,31.529,2.5488,3.4277,25.4551,0.0974,0.446
520000,贵州省,2012,132.2146,104.8589,0.0307,0.1925,99.4179,5.2178,27.0271,2.1809,3.6345,21.0984,0.1133,0.3286
520000,贵州省,2011,106.2596,81.3375,0.1066,0.3562,75.4858,5.3889,24.6639,2.619,4.5197,17.1434,0.3818,0.2582
520000,贵州省,2010,87.81,64.14,0.19,0.58,57.17,6.21,23.44,2.96,4.76,15.09,0.64,0.23
520000,贵州省,2009,66.4359,47.0769,0.1895,0.5741,40.4447,5.8686,19.1866,2.541,4.0486,11.938,0.659,0.1724
520000,贵州省,2008,49.5735,34.1295,0.1872,0.5672,27.7532,5.6219,15.2948,2.273,3.3857,8.9594,0.6767,0.1492
520000,贵州省,2007,40.233,27.1054,0.2081,0.5587,20.7606,5.578,12.9958,2.2566,2.76,7.2661,0.7131,0.1318
520000,贵州省,2006,31.9743,20.6863,0.2272,0.603,14.3184,5.5377,11.1678,2.2282,2.3384,5.7269,0.8743,0.1202
520000,贵州省,2005,30.2586,16.2663,0.2848,0.6986,9.7019,5.581,11.6143,2.7771,2.1519,4.6079,2.0774,2.378
520000,贵州省,2004,16.8396,8.5625,0.2255,0.6568,4.0745,3.6057,8.1946,0.1893,2.3654,3.4544,2.1855,0.0825
520000,贵州省,2003,11.3972,5.4693,0.0328,0.4146,2.1832,2.8387,5.884,0.0456,1.898,2.3045,1.6359,0.0439
520000,贵州省,2002,12.68,5.02,0.05,0.94,1.9,2.12,7.6,0.07,2.26,3.28,1.99,0.07
520000,贵州省,2001,12.2479,5.3377,,,,,6.8971,,,,,
520000,贵州省,2000,9.65,4.19,,,,,5.45,,,,,
530000,云南省,2019,681.5692,590.0694,0.0288,0.1858,585.2816,4.5732,89.9932,9.8855,3.9858,76.1157,0.0062,1.5066
530000,云南省,2018,620.7172,539.1075,0.0243,0.2063,533.6523,5.2246,80.3297,9.0505,4.3813,66.8879,0.01,1.28
530000,云南省,2017,568.1108,486.8532,0.0342,0.3258,480.2998,6.1934,80.0754,8.7052,6.2614,65.0821,0.0267,1.1822
530000,云南省,2016,498.0731,423.9375,0.0401,0.3243,415.9794,7.5937,73.0876,7.7984,6.2442,58.9947,0.0503,1.048
530000,云南省,2015,429.8569,360.8854,0.039,0.322,350.7283,9.7961,68.0196,7.015,6.408,54.5156,0.081,0.9519
530000,云南省,2014,373.7778,306.379,0.0359,0.333,294.6254,11.3847,66.5557,6.683,7.1787,52.6083,0.0857,0.8431
530000,云南省,2013,318.5387,253.876,0.0324,0.3783,241.4986,11.9667,63.9185,6.1417,8.5638,49.1191,0.0939,0.7442
530000,云南省,2012,273.7927,210.5628,0.0633,0.5912,195.5337,14.3746,62.5758,6.3827,12.9346,43.143,0.1155,0.6541
530000,云南省,2011,228.1126,170.9098,0.067,0.6167,156.0726,14.1535,56.6386,5.8365,13.4955,37.151,0.1556,0.5642
530000,云南省,2010,185.57,135.87,0.06,0.62,121.5,13.69,49.27,4.87,12.87,31.29,0.23,0.42
530000,云南省,2009,143.9916,102.4467,0.0643,0.6516,88.5253,13.2055,41.2643,3.685,11.767,25.4666,0.3457,0.2806
530000,云南省,2008,111.0119,76.3292,0.0679,0.6655,62.7356,12.8602,34.422,2.9885,10.8978,19.9206,0.6151,0.2607
530000,云南省,2007,93.6836,62.4681,0.0674,0.6602,49.1518,12.5887,31.0005,2.8013,10.154,17.2079,0.8373,0.215
530000,云南省,2006,77.7798,49.8122,0.0808,0.6709,36.8959,12.1646,27.7942,2.7433,9.2961,14.5512,1.2036,0.1734
530000,云南省,2005,66.8405,39.5192,0.1156,0.7421,27.1177,11.5438,27.1946,2.9282,8.8612,12.3719,3.0333,0.1267
530000,云南省,2004,54.4804,31.2365,0.1266,0.7819,19.7109,10.6171,23.1546,2.572,7.2957,9.5685,3.7184,0.0893
530000,云南省,2003,44.0392,24.5561,0.1358,0.7915,14.2276,9.4012,19.4136,1.6901,6.4985,6.8918,4.3332,0.0695
530000,云南省,2002,36.87,18.92,0.15,0.96,10.09,7.73,17.89,2.6,5.21,5.61,4.48,0.05
530000,云南省,2001,30.1476,13.6439,,,,,16.4906,,,,,
530000,云南省,2000,26.53,11.41,,,,,15.11,,,,,
540000,西藏自治区,2019,47.8161,31.8478,0.0054,0.0541,31.5849,0.2034,15.7808,3.5884,1.7121,10.4743,0.006,0.1875
540000,西藏自治区,2018,42.3255,27.9933,0.0341,0.1459,27.5,0.3133,14.1889,2.9763,1.8784,9.2955,0.0387,0.1433
540000,西藏自治区,2017,35.9433,23.7469,0.0158,0.0766,23.3355,0.319,12.0806,2.1749,1.6621,8.1915,0.0521,0.1158
540000,西藏自治区,2016,31.1639,19.9401,0.0204,0.0876,19.4746,0.3575,11.1226,2.1152,1.7125,7.2157,0.0792,0.1012
540000,西藏自治区,2015,26.7395,16.6738,3.34,0.8433,12.231,0.2595,9.9739,1.0577,2.4806,6.2769,0.1587,0.0918
540000,西藏自治区,2014,23.0137,13.8503,0.0249,0.1298,13.2935,0.4021,9.0422,1.606,1.9351,5.4137,0.0874,0.1212
540000,西藏自治区,2013,19.5376,11.6286,0.0333,0.2442,10.9986,0.3525,7.8495,1.6545,1.7651,4.3274,0.1025,0.0595
540000,西藏自治区,2012,15.2164,9.1461,0.0342,0.5452,7.9698,0.5969,5.9988,1.5774,1.3616,2.9552,0.1046,0.0715
540000,西藏自治区,2011,13.0901,7.6023,0.1832,0.3984,6.4107,0.61,5.4644,1.8557,1.2112,2.2614,0.1361,0.0234
540000,西藏自治区,2010,11.03,6.28,0.13,0.35,5.28,0.52,4.75,1.66,1.15,1.76,0.17,0.0
540000,西藏自治区,2009,9.3609,5.1403,0.0806,0.4063,4.1161,0.5373,4.2143,1.5995,1.0541,1.3789,0.1818,0.0063
540000,西藏自治区,2008,8.4919,5.2899,0.1217,0.2766,4.5797,0.3119,3.1976,1.0324,0.9801,0.9408,0.2443,0.0044
540000,西藏自治区,2007,7.4451,3.5478,0.0674,0.2483,2.9376,0.2945,3.8822,2.0788,0.6795,0.9051,0.2188,0.0151
540000,西藏自治区,2006,5.4399,2.4925,0.0491,0.2091,2.0236,0.2107,2.9464,1.6837,0.5363,0.5673,0.1591,
540000,西藏自治区,2005,4.0566,1.4869,0.05,0.2361,0.9949,0.2059,2.5689,1.3152,0.7181,0.3422,0.1934,
540000,西藏自治区,2004,3.4046,1.5816,0.0363,0.2921,1.195,0.0582,1.8204,1.4053,0.3143,0.0674,0.0334,
540000,西藏自治区,2003,1.6779,0.3134,0.0069,0.0334,0.2569,0.0162,1.3597,1.0533,0.24,0.061,0.0054,0.0048
540000,西藏自治区,2002,2.48,1.03,0.04,0.18,0.78,0.04,1.45,1.18,0.16,0.07,0.03,
540000,西藏自治区,2001,2.088,0.7493,,,,,1.3315,,,,,
540000,西藏自治区,2000,1.79,0.67,,,,,1.11,,,,,
610000,陕西省,2019,609.2424,563.2752,0.0214,0.1134,558.0119,5.1285,44.3243,7.8112,1.1236,35.3619,0.0276,1.6429
610000,陕西省,2018,554.9416,509.0623,0.0256,0.1426,503.443,5.4511,44.3717,9.111,2.1567,33.0627,0.0413,1.5076
610000,陕西省,2017,495.0252,452.732,0.0295,0.1734,446.753,5.7761,40.9437,8.3793,2.398,30.109,0.0574,1.3495
610000,陕西省,2016,440.2612,399.8161,0.0379,0.2359,392.474,7.0683,39.2032,7.8931,2.6228,28.5896,0.0977,1.2419
610000,陕西省,2015,386.0205,346.0464,0.0584,0.3041,336.3272,9.3567,38.7541,7.576,2.9125,28.1236,0.142,1.22
610000,陕西省,2014,331.657,293.8311,0.0886,0.3089,283.5604,9.8732,36.7196,6.9019,2.972,26.7046,0.1411,1.1063
610000,陕西省,2013,280.793,245.3275,0.1255,0.4226,233.9181,10.8613,34.3487,6.359,3.6974,24.1252,0.1671,1.1168
610000,陕西省,2012,230.794,198.3505,0.2125,0.7569,186.8547,10.5264,31.4797,5.7812,5.1191,20.3783,0.2011,0.9638
610000,陕西省,2011,185.3852,157.299,0.2225,1.0466,146.0135,10.0164,27.2392,4.8158,5.6124,16.5638,0.2472,0.847
610000,陕西省,2010,144.11,121.01,0.2,1.04,110.51,9.26,22.42,3.74,5.35,13.05,0.28,0.68
610000,陕西省,2009,105.1067,87.9883,0.1814,1.0491,78.4166,8.3412,16.6188,2.3763,4.7518,9.1178,0.3729,0.4996
610000,陕西省,2008,74.2678,61.8162,0.1763,1.0757,53.1388,7.4254,11.9261,1.2717,3.9295,6.2463,0.4786,0.5255
610000,陕西省,2007,58.3141,48.0127,0.1742,1.1419,39.8452,6.8514,9.9152,1.0184,3.4736,4.7543,0.6689,0.3862
610000,陕西省,2006,46.3269,37.7999,0.1757,1.1641,29.8813,6.5788,8.2463,0.8244,3.0233,3.6089,0.7897,0.2807
610000,陕西省,2005,33.7722,25.8855,0.1724,1.0237,19.0625,5.6269,7.701,0.6511,2.6175,2.7288,1.7036,0.1857
610000,陕西省,2004,31.7065,23.2608,0.196,1.3906,14.5061,7.1681,7.7776,0.6524,2.8214,2.5632,1.7406,0.6681
610000,陕西省,2003,29.5115,20.7171,0.2591,1.3068,11.9524,7.1988,8.4064,0.6692,3.2825,2.4771,1.9776,0.388
610000,陕西省,2002,19.26,13.5,0.19,1.0,7.83,4.48,5.62,0.53,2.44,1.64,1.01,0.15
610000,陕西省,2001,15.2116,10.0194,,,,,4.9907,,,,,
610000,陕西省,2000,14.12,8.95,,,,,5.16,,,,,
620000,甘肃省,2019,290.911,248.5981,0.01,0.1297,247.6448,0.8136,41.4302,4.5313,1.7278,35.1577,0.0134,0.8827
620000,甘肃省,2018,265.5692,226.1221,0.0109,0.1457,225.1175,0.848,38.6643,4.4917,1.9033,32.2524,0.0169,0.7828
620000,甘肃省,2017,240.8571,204.0222,0.0116,0.1636,202.9616,0.8854,36.1213,4.3505,2.0322,29.7172,0.0214,0.7136
620000,甘肃省,2016,207.4089,173.1481,0.0141,0.1783,171.9934,0.9623,33.6116,4.2036,2.219,27.1589,0.0301,0.6492
620000,甘肃省,2015,171.1184,139.661,0.0229,0.2003,138.3271,1.1107,30.8724,4.0711,2.3485,24.413,0.0398,0.585
620000,甘肃省,2014,141.9632,112.3363,0.0337,0.2423,110.777,1.2833,29.0931,4.0408,2.5618,22.4493,0.0412,0.5338
620000,甘肃省,2013,114.5422,87.8919,0.0393,0.2746,86.127,1.451,26.1856,3.6952,2.5976,19.8496,0.0432,0.4647
620000,甘肃省,2012,90.1689,67.2277,0.0835,0.3506,65.3262,1.4674,22.5781,3.3896,2.8896,16.2481,0.0508,0.3631
620000,甘肃省,2011,69.648,50.2847,0.1179,0.3782,48.412,1.3766,19.0647,3.0627,2.9304,13.0103,0.0613,0.2986
620000,甘肃省,2010,52.74,36.74,0.13,0.38,35.01,1.22,15.77,2.63,2.79,10.27,0.08,0.23
620000,甘肃省,2009,36.5576,25.0601,0.1398,0.3814,23.3611,1.1778,11.356,1.9804,2.4361,6.8259,0.1136,0.1415
620000,甘肃省,2008,24.3847,16.024,0.1551,0.3796,14.314,1.1753,8.1472,1.4576,2.0761,4.4807,0.1328,0.2135
620000,甘肃省,2007,18.8332,11.721,0.1829,0.4083,9.8424,1.2874,6.9616,1.3024,1.9013,3.6058,0.1521,0.1506
620000,甘肃省,2006,14.895,8.6549,0.2223,0.4297,6.6199,1.383,6.1354,1.2553,1.7979,2.8888,0.1934,0.1047
620000,甘肃省,2005,12.9924,7.115,0.2585,0.5,4.7869,1.5696,5.7906,1.2445,1.9291,2.3556,0.2614,0.0868
620000,甘肃省,2004,9.1117,4.8071,0.2509,0.4336,2.7855,1.3371,4.2487,0.6608,1.8442,1.5492,0.1945,0.0559
620000,甘肃省,2003,10.3628,5.6148,0.3004,0.5785,3.0618,1.6741,4.7105,0.6185,2.2545,1.5313,0.3062,0.0375
620000,甘肃省,2002,10.0,5.37,0.32,0.65,2.63,1.77,4.61,0.57,2.44,1.19,0.41,0.02
620000,甘肃省,2001,9.225,5.1047,,,,,4.1079,,,,,
620000,甘肃省,2000,8.13,4.53,,,,,3.59,,,,,
630000,青海省,2019,99.6389,85.7593,0.0057,0.1017,85.3024,0.3495,13.4662,1.1846,0.5141,11.7611,0.0064,0.4134
630000,青海省,2018,91.0477,78.3636,0.0062,0.1058,77.8889,0.3627,12.3365,1.1273,0.5317,10.6671,0.0104,0.3476
630000,青海省,2017,82.3847,70.6821,0.0065,0.1062,70.1677,0.4017,11.3904,1.0566,0.5354,9.7839,0.0145,0.3122
630000,青海省,2016,72.9639,62.0493,0.0081,0.1135,61.4618,0.4659,10.6243,0.9686,0.5376,9.0985,0.0196,0.2903
630000,青海省,2015,63.1196,52.7914,0.0088,0.1142,52.133,0.5354,10.0563,0.9199,0.5555,8.5534,0.0275,0.2719
630000,青海省,2014,54.102,44.2589,0.0111,0.1233,43.5478,0.5767,9.5858,0.9796,0.6055,7.9707,0.03,0.2573
630000,青海省,2013,44.6745,35.5694,0.011,0.1308,34.7508,0.6768,8.8603,1.0079,0.6705,7.1506,0.0313,0.2448
630000,青海省,2012,35.7792,27.7773,0.0115,0.142,26.9962,0.6276,7.817,1.0052,0.7399,6.0345,0.0374,0.1849
630000,青海省,2011,27.4761,20.5535,0.0257,0.1772,19.7963,0.5543,6.775,0.9625,0.8853,4.8784,0.0488,0.1476
630000,青海省,2010,19.95,14.37,0.03,0.17,13.69,0.48,5.48,0.81,0.83,3.78,0.06,0.1
630000,青海省,2009,14.309,10.0793,0.032,0.1594,9.4235,0.4644,4.1685,0.6362,0.7517,2.6869,0.0937,0.0612
630000,青海省,2008,10.7934,7.5047,0.0346,0.1732,6.784,0.5129,3.2242,0.522,0.7015,1.8765,0.1242,0.0645
630000,青海省,2007,7.8867,5.2513,0.038,0.1551,4.5786,0.4796,2.592,0.4265,0.6628,1.3646,0.1381,0.0434
630000,青海省,2006,6.3964,4.0929,0.0425,0.1594,3.3903,0.5007,2.2692,0.3835,0.6594,1.0712,0.1551,0.0343
630000,青海省,2005,5.2656,3.1726,0.0435,0.1943,2.4385,0.4963,2.0707,0.3175,0.7056,0.831,0.2166,0.0223
630000,青海省,2004,4.8914,2.7139,0.0491,0.1687,1.8167,0.6794,2.154,0.3626,0.8143,0.805,0.1721,0.0235
630000,青海省,2003,4.096,2.3737,0.0458,0.1643,1.635,0.5286,1.706,0.2031,0.7303,0.5805,0.1921,0.0163
630000,青海省,2002,3.51,2.12,0.04,0.42,1.43,0.23,1.37,0.1,0.73,0.43,0.11,0.01
630000,青海省,2001,3.1557,1.7462,,,,,1.3933,,,,,
630000,青海省,2000,2.72,1.41,,,,,1.3,,,,,
640000,宁夏回族自治区,2019,143.165,115.1958,0.0166,0.1133,114.4444,0.6215,27.3703,4.6415,0.6543,22.0592,0.0153,0.5989
640000,宁夏回族自治区,2018,131.6675,105.6127,0.0167,0.1232,104.8668,0.606,25.5178,4.3517,0.7037,20.4405,0.0219,0.537
640000,宁夏回族自治区,2017,118.7745,94.5195,0.016,0.1252,93.7842,0.5941,23.7515,4.1641,0.7628,18.7916,0.033,0.5035
640000,宁夏回族自治区,2016,103.6289,81.2991,0.0167,0.1347,80.5241,0.6236,21.8398,3.805,0.8388,17.1483,0.0477,0.49
640000,宁夏回族自治区,2015,88.8658,68.569,0.0208,0.142,67.7108,0.6954,19.8194,3.4496,0.8753,15.4298,0.0647,0.4774
640000,宁夏回族自治区,2014,77.6112,57.7566,0.0486,0.229,56.6946,0.7844,19.3948,3.783,1.1224,14.4221,0.0673,0.4598
640000,宁夏回族自治区,2013,65.333,47.7264,0.0504,0.2405,46.5932,0.8423,17.1679,3.5116,1.1859,12.4006,0.0698,0.4387
640000,宁夏回族自治区,2012,53.4949,38.4969,0.0541,0.2461,37.3843,0.8124,14.6121,3.1424,1.193,10.1967,0.08,0.3859
640000,宁夏回族自治区,2011,41.4174,29.1113,0.0556,0.2324,28.0499,0.7734,11.9763,2.712,1.1566,8.0072,0.1005,0.3298
640000,宁夏回族自治区,2010,30.94,21.14,0.06,0.2,20.19,0.7,9.54,2.18,1.08,6.15,0.12,0.25
640000,宁夏回族自治区,2009,21.8819,14.6709,0.0572,0.1833,13.7825,0.6479,7.0473,1.5764,0.9902,4.3421,0.1386,0.1637
640000,宁夏回族自治区,2008,15.3141,9.9173,0.0493,0.1748,9.0797,0.6135,5.0385,0.9156,0.8924,3.0788,0.1517,0.3583
640000,宁夏回族自治区,2007,11.8967,7.5293,0.0482,0.1807,6.6604,0.64,4.1454,0.7049,0.8217,2.4559,0.1629,0.222
640000,宁夏回族自治区,2006,9.5347,5.8613,0.0498,0.1974,4.9387,0.6754,3.5599,0.5159,0.8094,2.0605,0.1741,0.1135
640000,宁夏回族自治区,2005,8.0219,4.6548,0.0606,0.1993,3.671,0.7239,3.262,0.4178,0.9108,1.7169,0.2165,0.1051
640000,宁夏回族自治区,2004,5.9044,3.2767,0.0527,0.1903,2.4631,0.5706,2.5785,0.3159,0.7859,1.3197,0.157,0.0492
640000,宁夏回族自治区,2003,5.7625,3.1939,0.0678,0.1892,2.2247,0.7122,2.531,0.2552,0.9368,1.0468,0.2922,0.0376
640000,宁夏回族自治区,2002,4.42,2.45,0.09,0.16,1.6,0.6,1.93,0.2,0.78,0.7,0.25,0.03
640000,宁夏回族自治区,2001,3.8633,2.4431,,,,,1.4142,,,,,
640000,宁夏回族自治区,2000,3.87,2.25,,,,,1.62,,,,,
650000,新疆维吾尔自治区,2019,362.408,324.6808,0.0329,0.4243,323.0222,1.2014,36.6696,1.3669,0.8167,34.4603,0.0257,1.0576
650000,新疆维吾尔自治区,2018,329.2131,294.8181,0.0424,0.5104,292.7955,1.4698,33.4228,1.3746,0.9132,31.0605,0.0745,0.9722
650000,新疆维吾尔自治区,2017,300.3213,267.9497,0.0588,0.6077,265.5429,1.7403,31.4086,1.3437,0.9532,29.0315,0.0802,0.963
650000,新疆维吾尔自治区,2016,266.3895,235.8467,0.088,0.7355,232.9161,2.1071,29.5918,1.3806,1.0402,27.0623,0.1087,0.951
650000,新疆维吾尔自治区,2015,232.3164,203.1122,0.1056,0.8517,199.5047,2.6502,28.2192,1.4394,1.1466,25.4865,0.1467,0.985
650000,新疆维吾尔自治区,2014,205.6028,176.9976,0.1539,1.0982,172.8093,2.9362,27.6246,1.5623,1.2634,24.6256,0.1733,0.9806
650000,新疆维吾尔自治区,2013,171.1994,145.7477,0.1296,1.0489,141.5455,3.0237,24.5117,1.4765,1.228,21.606,0.2012,0.94
650000,新疆维吾尔自治区,2012,142.5181,120.5254,0.1553,1.1703,116.2239,2.9759,21.1872,1.4659,1.3053,18.1994,0.2166,0.8055
650000,新疆维吾尔自治区,2011,107.3718,89.6048,0.1377,1.0123,85.6243,2.8305,17.1797,1.3393,1.2917,14.2688,0.2799,0.5873
650000,新疆维吾尔自治区,2010,79.25,64.98,0.12,0.84,61.51,2.51,13.86,1.25,1.22,11.02,0.38,0.41
650000,新疆维吾尔自治区,2009,58.1056,47.098,0.1098,0.7661,44.0444,2.1777,10.7061,1.1657,1.1367,7.8845,0.5192,0.3015
650000,新疆维吾尔自治区,2008,44.1722,35.3078,0.1022,0.7082,32.5847,1.9127,8.583,0.9567,1.0398,6.0033,0.5832,0.2814
650000,新疆维吾尔自治区,2007,35.7743,28.0215,0.1005,0.6732,25.4737,1.7741,7.5461,0.9354,0.981,5.0762,0.5535,0.2067
650000,新疆维吾尔自治区,2006,29.0966,22.2218,0.0926,0.6354,19.8315,1.6623,6.7006,0.9431,0.9238,4.3062,0.5275,0.1742
650000,新疆维吾尔自治区,2005,24.9745,18.8897,0.1016,0.6351,16.5664,1.5866,5.9564,0.9514,0.8486,3.6228,0.5336,0.1284
650000,新疆维吾尔自治区,2004,21.2949,14.6308,0.2601,0.7136,11.5709,2.0862,6.4941,1.3647,1.2339,2.6916,1.2039,0.17
650000,新疆维吾尔自治区,2003,19.2043,13.9489,0.1375,0.1751,12.4219,1.2144,5.1845,1.1306,0.8083,2.8248,0.4208,0.0709
650000,新疆维吾尔自治区,2002,18.87,12.97,0.19,0.09,12.29,0.4,5.82,2.34,0.23,3.09,0.16,0.09
650000,新疆维吾尔自治区,2001,17.3819,11.8761,,,,,5.4528,,,,,
650000,新疆维吾尔自治区,2000,13.85,8.64,,,,,5.18,,,,,
