省份编码,省份,年份,快递量(万件),国内同城快递量(万件),国内异地快递量(万件),国际及港澳台快递量(万件),快递业务收入(万元)
640000,宁夏回族自治区,2009,356.04,,,,
640000,宁夏回族自治区,2008,281.5,,,,
640000,宁夏回族自治区,2007,194.6292,,,,
640000,宁夏回族自治区,2006,58.43,,,,
640000,宁夏回族自治区,2005,59.3,,,,
640000,宁夏回族自治区,2004,58.4,,,,
640000,宁夏回族自治区,2003,52.1,,,,
640000,宁夏回族自治区,2002,41.7,,,,
640000,宁夏回族自治区,2001,41.9,,,,
640000,宁夏回族自治区,2000,,,,,
650000,新疆维吾尔自治区,2019,9902.6346,,,,280521.6
650000,新疆维吾尔自治区,2018,11121.4107,,,,239012.39
650000,新疆维吾尔自治区,2017,9042.35,,,,189518.94
650000,新疆维吾尔自治区,2016,8661.9133,,,,173369.09
650000,新疆维吾尔自治区,2015,7050.6873,,,,129256.1
650000,新疆维吾尔自治区,2014,5940.4599,,,,107313.3
650000,新疆维吾尔自治区,2013,5092.1304,347.5319,4739.6063,4.9922,88551.13
650000,新疆维吾尔自治区,2012,2406.03,241.0,2159.38,5.65,71803.75
650000,新疆维吾尔自治区,2011,1919.62,212.07,1702.55,5.0,57706.21
650000,新疆维吾尔自治区,2010,1331.1,,,,
650000,新疆维吾尔自治区,2009,1022.4,,,,
650000,新疆维吾尔自治区,2008,935.27,,,,
650000,新疆维吾尔自治区,2007,805.0489,,,,
650000,新疆维吾尔自治区,2006,291.03,,,,
650000,新疆维吾尔自治区,2005,265.6,,,,
650000,新疆维吾尔自治区,2004,238.1,,,,
650000,新疆维吾尔自治区,2003,198.8,,,,
650000,新疆维吾尔自治区,2002,163.2,,,,
650000,新疆维吾尔自治区,2001,146.4,,,,
650000,新疆维吾尔自治区,2000,,,,,
