省份编码,省份,年份,旅客周转量(亿人公里),铁路旅客周转量(亿人公里),国家铁路旅客周转量(亿人公里),地方铁路旅客周转量(亿人公里),合资铁路旅客周转量(亿人公里),公路旅客周转量(亿人公里),水运旅客周转量(亿人公里)
540000,西藏自治区,2011,32.88,10.38,10.38,,,22.5022,
540000,西藏自治区,2010,32.21,9.44,9.44,,,22.77,
540000,西藏自治区,2009,29.98,8.25,8.25,,,21.73,
540000,西藏自治区,2008,30.39,6.24,6.24,,,24.14,
540000,西藏自治区,2007,26.96395,8.01195,8.01195,,,18.952,
540000,西藏自治区,2006,22.04652,3.44652,3.44652,,,18.6,
540000,西藏自治区,2005,18.4209,,,,,18.4209,
540000,西藏自治区,2004,14.8,,,,,14.8,
540000,西藏自治区,2003,5.5,,,,,5.5,
540000,西藏自治区,2002,5.7,,,,,5.7,
540000,西藏自治区,2001,5.2705,,,,,5.2705,
540000,西藏自治区,2000,4.108,,,,,4.108,
610000,陕西省,2019,803.82916,523.61676,,,,279.7125,0.4999
610000,陕西省,2018,797.96571,510.36211,,,,286.983,0.6206
610000,陕西省,2017,760.86112,471.03062,,,,289.1504,0.6801
610000,陕西省,2016,755.66913,464.16703,,,,290.8032,0.6989
610000,陕西省,2015,758.2992,464.4365,,,,293.2257,0.637
610000,陕西省,2014,804.42343,464.73653,464.58126,,0.15527,339.0244,0.6625
610000,陕西省,2013,745.21897,421.37947,421.18135,,0.19812,323.1352,0.7043
610000,陕西省,2012,897.97293,408.83913,408.62119,,0.21794,488.5548,0.579
610000,陕西省,2011,868.803369,405.37,405.14,,0.23,462.89,0.54
610000,陕西省,2010,747.06,362.64,362.56,,0.08,383.99,0.43
610000,陕西省,2009,680.59,342.57,342.55,,,337.66,0.37
610000,陕西省,2008,649.61,350.59,350.57,,,298.6973,0.32
610000,陕西省,2007,564.40052,319.46672,304.07131,,15.39541,244.3048,0.629
610000,陕西省,2006,517.5063,294.8805,281.10025,,13.78025,222.029,0.5968
610000,陕西省,2005,486.19667,279.07657,268.67852,,10.39805,206.5386,0.5815
610000,陕西省,2004,450.3,255.5,247.75,,7.7,194.3,0.6
610000,陕西省,2003,382.6,207.8,205.3,,2.5,174.3,0.5
610000,陕西省,2002,378.7,207.4,205.3,,2.2,170.7,0.5
610000,陕西省,2001,358.6034,192.55,190.53,,2.02,165.611,0.4424
610000,陕西省,2000,331.0917,179.7,177.75,,1.91,151.036,0.3957
620000,甘肃省,2019,647.066944,419.10651,,,,227.83121003,0.12922397
620000,甘肃省,2018,634.71144034,401.2802,,,,233.30505142,0.12618892
620000,甘肃省,2017,619.64863762,371.71428,,,,247.76422762,0.17013
620000,甘肃省,2016,613.38723973,359.95717,,,,253.2613,0.16876973
620000,甘肃省,2015,619.6549,370.7379,,,,248.7489,0.1681
620000,甘肃省,2014,607.0504489,377.86648,377.86648,,,229.0169,0.1670689
620000,甘肃省,2013,595.40928,383.23948,383.23948,,,212.0108,0.159
620000,甘肃省,2012,666.40543,379.75443,379.75443,,,286.438,0.213
620000,甘肃省,2011,629.48,364.19,364.19,,,265.07,0.22
620000,甘肃省,2010,539.7,319.34,319.34,,,220.15,0.21
620000,甘肃省,2009,495.90453,289.11,289.11,,,206.58,0.21
620000,甘肃省,2008,468.46,271.55,271.55,,,196.71,0.21
620000,甘肃省,2007,375.75381,254.59261,253.39168,,1.20093,120.9272,0.234
620000,甘肃省,2006,347.21427,233.98387,233.61144,,0.37243,113.0009,0.2295
620000,甘肃省,2005,302.9,197.76836,197.76836,,,104.8886,0.2189
620000,甘肃省,2004,281.5,185.0,184.98,,,96.3,0.2
620000,甘肃省,2003,243.6,156.2,156.17,,,87.2,0.2
620000,甘肃省,2002,247.2,162.9,162.9,,,84.1,0.2
620000,甘肃省,2001,249.5257,171.57,171.57,,,77.7658,0.1899
620000,甘肃省,2000,225.9965,155.2,155.19,,,70.635,0.1715
630000,青海省,2019,128.23494341,78.08677,,,,50.04601477,0.10215864
630000,青海省,2018,141.0082983,90.13848,,,,50.76685116,0.10296714
630000,青海省,2017,136.802204,86.94764,,,,49.76838332,0.08618068
630000,青海省,2016,125.10571967,77.52524,,,,47.50114163,0.07933804
630000,青海省,2015,119.1779,74.4449,,,,44.6473,0.0857
630000,青海省,2014,102.8892989,56.30861,56.30861,,,46.5044669,0.076222
630000,青海省,2013,95.29734,54.88824,54.88824,,,40.3349,0.0742
630000,青海省,2012,110.11429,50.54919,50.54919,,,59.5,0.0651
630000,青海省,2011,105.44,49.75,49.75,,,55.64,0.06
630000,青海省,2010,94.88,44.62,44.62,,,50.21,0.05
630000,青海省,2009,85.49,39.87,39.87,,,45.56,0.05
630000,青海省,2008,76.09,33.61,33.61,,,42.46,
630000,青海省,2007,66.7304,38.664,38.664,,,28.0664,
630000,青海省,2006,51.17682,24.90532,24.90532,,,26.2333,
630000,青海省,2005,43.34779,18.69219,18.69219,,,24.6556,
630000,青海省,2004,41.8,18.5,18.54,,,23.2,
630000,青海省,2003,38.0,16.3,16.25,,,21.7,
630000,青海省,2002,36.2,16.1,16.1,,,20.1,
630000,青海省,2001,32.9531,13.36,13.36,,,19.5931,
630000,青海省,2000,29.71,11.5,11.51,,,18.2,
640000,宁夏回族自治区,2019,87.03601093,40.92935,,,,46.0087,0.09796093
640000,宁夏回族自治区,2018,88.30616647,40.77691,,,,47.461,0.06825647
640000,宁夏回族自治区,2017,99.19000764,43.26166,,,,55.838,0.09034764
640000,宁夏回族自治区,2016,109.719566,45.20074,,,,64.4214,0.097426
640000,宁夏回族自治区,2015,115.5232,47.3709,,,,68.0437,0.1086
640000,宁夏回族自治区,2014,114.2449748,48.46499,48.46499,,,65.6792,0.1007848
640000,宁夏回族自治区,2013,102.94618,44.50798,44.50798,,,58.3405,0.0977
640000,宁夏回族自治区,2012,120.97293,41.14933,41.14933,,,79.6893,0.1343
640000,宁夏回族自治区,2011,113.86,41.36,41.36,,,72.37,0.13
640000,宁夏回族自治区,2010,98.81,33.38,33.38,,,65.31,0.12
640000,宁夏回族自治区,2009,91.75,30.69,30.69,,,61.02,
640000,宁夏回族自治区,2008,86.59,29.03,29.03,,,57.53,
640000,宁夏回族自治区,2007,72.97683,26.47683,26.47683,,,46.5,
640000,宁夏回族自治区,2006,67.48098,24.32098,24.32098,,,43.16,
640000,宁夏回族自治区,2005,62.41795,22.15295,22.15295,,,40.265,
640000,宁夏回族自治区,2004,59.4,21.2,21.21,,,38.2,
640000,宁夏回族自治区,2003,51.0,17.5,17.52,,,33.5,
640000,宁夏回族自治区,2002,53.4,17.8,17.8,,,35.5,
640000,宁夏回族自治区,2001,51.3547,17.98,17.98,,,33.3747,
640000,宁夏回族自治区,2000,52.0668,20.7,20.69,,,31.3768,
650000,新疆维吾尔自治区,2019,414.53264,303.14994,,,,111.3827,
650000,新疆维吾尔自治区,2018,405.7646,282.6133,,,,123.1513,0
650000,新疆维吾尔自治区,2017,428.54002,270.96762,,,,157.5724,0
650000,新疆维吾尔自治区,2016,458.05873,244.58483,,,,213.4739,0
650000,新疆维吾尔自治区,2015,477.2937,228.022,,,,249.2717,
650000,新疆维吾尔自治区,2014,499.9996,220.1875,220.1875,,,279.8121,
650000,新疆维吾尔自治区,2013,544.45657,224.83417,224.83417,,,319.6224,0
650000,新疆维吾尔自治区,2012,535.80965,210.42755,210.42755,,,325.3821,
650000,新疆维吾尔自治区,2011,488.53,191.61,191.61,,,296.92,
650000,新疆维吾尔自治区,2010,420.82,149.7,149.7,,,271.12,
650000,新疆维吾尔自治区,2009,386.68,134.15,134.15,,,252.53,
650000,新疆维吾尔自治区,2008,403.74,131.91,131.91,,,271.83,
650000,新疆维吾尔自治区,2007,370.13315,128.09815,128.09815,,,242.035,
650000,新疆维吾尔自治区,2006,338.03524,119.57944,119.57944,,,218.4558,
650000,新疆维吾尔自治区,2005,306.17395,107.66035,107.66035,,,198.5136,
650000,新疆维吾尔自治区,2004,288.7,101.7,101.68,,,187.0,
650000,新疆维吾尔自治区,2003,249.8,88.5,88.47,,,161.3,
650000,新疆维吾尔自治区,2002,231.2,87.8,87.8,,,143.4,
650000,新疆维吾尔自治区,2001,215.0306,85.03,83.25,,1.78,130.0006,
650000,新疆维吾尔自治区,2000,186.7836,79.4,74.09,,5.3,107.3936,
