省份编码,省份,年份,民用汽车拥有量(万辆),民用载客汽车拥有量(万辆),民用大型载客汽车拥有量(万辆),民用中型载客汽车拥有量(万辆),民用小型载客汽车拥有量(万辆),民用微型载客汽车拥有量(万辆),民用载货汽车拥有量(万辆),民用重型载货汽车拥有量(万辆),民用中型载货汽车拥有量(万辆),民用轻型载货汽车拥有量(万辆),民用微型载货汽车拥有量(万辆),民用其他汽车拥有量(万辆),机动车驾驶员人数(万人),汽车驾驶员人数(万人)
620000,甘肃省,2018,315.0692,257.5241,2.3659,1.1224,252.9753,1.0605,55.5354,10.3352,2.8795,42.3,0.0207,2.0097,631.3125,525.1374
620000,甘肃省,2017,287.4531,233.7265,2.305,1.1624,228.8017,1.4574,51.8604,9.7766,3.0628,38.9941,0.0269,1.8662,597.0633,486.2874
620000,甘肃省,2016,277.2506,202.0938,2.219,1.2029,197.0915,1.5804,48.6501,9.4539,3.3432,35.8154,0.0376,26.5067,554.0758,439.2791
620000,甘肃省,2015,239.3609,167.5459,2.1382,1.2239,162.3088,1.875,45.3877,9.3979,3.595,32.3443,0.0505,26.4273,489.5634,381.0622
620000,甘肃省,2014,185.3058,139.905,2.1231,1.3197,134.593,1.8692,43.7923,9.5647,3.995,30.1788,0.0538,1.6085,352.2676,319.3235
620000,甘肃省,2013,156.3841,114.924,2.0512,1.3616,109.3687,2.1425,39.8897,8.7794,4.1456,26.9077,0.057,1.5704,312.0532,279.1499
620000,甘肃省,2012,129.1395,92.316,2.0139,1.4684,86.633,2.2007,35.4244,8.1184,4.7328,22.5076,0.0656,1.3991,280.0469,248.1847
620000,甘肃省,2011,105.5929,73.2961,1.9669,1.5111,67.6736,2.1445,31.0047,7.4026,4.8777,18.6443,0.0801,1.2921,237.0595,206.7146
620000,甘肃省,2010,85.04,57.52,1.85,1.48,52.17,2.01,26.37,6.29,4.75,15.22,0.11,1.15,200.66,172.59
620000,甘肃省,2009,65.7501,43.8573,1.7444,1.452,38.5827,2.0782,20.9129,4.7825,4.4589,11.5037,0.1678,0.9799,174.8984,148.7741
620000,甘肃省,2008,50.5676,32.8917,1.6397,1.4127,27.6632,2.1761,16.3612,3.3449,4.0121,8.7881,0.2161,1.3147,148.9071,126.2097
620000,甘肃省,2007,43.0435,27.1804,1.5681,1.4357,21.7574,2.4192,14.7064,2.9808,3.7179,7.7363,0.2714,1.1567,133.247,112.8898
620000,甘肃省,2006,37.2565,22.7096,1.4993,1.3966,17.2239,2.5898,13.5994,2.8129,3.5792,6.8311,0.3762,0.9475,117.7275,97.7088
620000,甘肃省,2005,33.7358,19.307,1.4404,1.4034,13.6871,2.7761,13.62,2.6976,4.0257,6.1805,0.7162,0.8088,174.1903,132.1818
620000,甘肃省,2004,19.3879,10.0702,0.8302,0.825,6.4833,1.9317,8.8766,1.4018,3.5358,3.6417,0.2973,0.4411,122.0688,81.2973
620000,甘肃省,2003,27.3892,15.0247,1.2624,1.381,9.5636,2.8177,11.7854,1.3882,4.7035,4.891,0.8027,0.5791,106.8048,61.9625
620000,甘肃省,2002,25.68,13.49,1.23,1.41,8.1,2.76,11.66,1.26,5.11,4.32,0.98,0.53,105.0,56.05
620000,甘肃省,2001,23.8657,12.2948,,,,,11.147,,,,,0.430000000000001,128.3906,50.1439
620000,甘肃省,2000,22.2,11.17,,,,,10.62,,,,,0.41,107.48,49.56
630000,青海省,2019,119.6082,99.5767,0.9302,0.5782,97.5694,0.4989,19.036,3.4615,0.7412,14.8252,0.0081,0.9955,175.9978,155.4677
630000,青海省,2018,109.8654,91.4182,0.9065,0.5755,89.4247,0.5115,17.5438,3.2581,0.7553,13.5178,0.0126,0.9034,162.2831,145.3208
630000,青海省,2017,99.5723,82.5561,0.8395,0.5706,80.5934,0.5526,16.1715,2.9831,0.7597,12.4106,0.0181,0.8447,153.5165,136.4644
630000,青海省,2016,88.6538,72.9042,0.7967,0.5641,70.9291,0.6143,14.9421,2.6941,0.7527,11.4696,0.0257,0.8075,143.4199,125.4031
630000,青海省,2015,78.1799,63.1616,0.7116,0.5419,61.2177,0.6904,14.2446,2.5896,0.7693,10.8489,0.0368,0.7737,131.9052,113.0421
630000,青海省,2014,68.8363,54.2585,0.7345,0.5898,52.1897,0.7445,13.8219,2.688,0.845,10.2484,0.0405,0.7559,130.141,99.0837
630000,青海省,2013,58.8418,45.281,0.722,0.5996,43.1028,0.8566,12.7864,2.4952,0.9308,9.3177,0.0427,0.7744,90.9583,88.2715
630000,青海省,2012,49.128,36.6536,0.6514,0.6213,34.585,0.7959,11.7733,2.5902,1.0917,8.0391,0.0523,0.7011,100.1868,81.5164
630000,青海省,2011,39.8497,28.6034,0.6679,0.6957,26.5382,0.7016,10.619,2.4748,1.367,6.7056,0.0716,0.6273,91.6665,72.6434
630000,青海省,2010,30.99,21.45,0.62,0.64,19.56,0.63,8.99,2.1,1.37,5.43,0.1,0.54,81.77,62.64
630000,青海省,2009,24.3529,16.4911,0.5699,0.6083,14.686,0.6269,7.4183,1.7203,1.3263,4.2112,0.1605,0.4435,74.1382,57.4003
630000,青海省,2008,20.2479,13.5364,0.5329,0.5956,11.7137,0.6942,6.1467,1.3457,1.2986,3.2842,0.2182,0.5648,72.0254,52.5956
630000,青海省,2007,15.6042,9.9444,0.491,0.5417,8.2732,0.6385,5.2462,1.1185,1.247,2.6259,0.2548,0.4136,52.6326,35.0399
630000,青海省,2006,13.3416,8.1833,0.4647,0.5352,6.5131,0.6703,4.8278,1.0189,1.2805,2.2284,0.3,0.3305,50.1517,32.5827
630000,青海省,2005,12.1818,7.075,0.449,0.5964,5.3236,0.706,4.8468,0.9181,1.5167,1.9522,0.4598,0.26,56.6554,32.5035
630000,青海省,2004,10.4471,5.8747,0.3744,0.5223,4.1182,0.8598,4.3854,0.7808,1.5221,1.749,0.3335,0.187,42.6994,24.3305
630000,青海省,2003,10.4657,5.7762,0.4034,0.5351,4.1438,0.6939,4.4876,0.6778,1.8039,1.5842,0.4217,0.2019,44.3177,23.0047
630000,青海省,2002,8.63,4.99,0.35,0.87,3.44,0.33,3.5,0.35,1.99,0.91,0.24,0.14,41.17,19.82
630000,青海省,2001,8.6001,4.5548,,,,,3.8235,,,,,0.23,37.924,23.2698
630000,青海省,2000,8.71,4.53,,,,,3.93,,,,,0.25,34.53,21.06
640000,宁夏回族自治区,2019,157.9101,123.3963,0.9857,0.3676,121.4091,0.6339,33.3375,7.8713,0.8209,24.6292,0.0161,1.1763,234.3272,212.9491
640000,宁夏回族自治区,2018,144.7793,113.0665,0.9872,0.3891,111.0692,0.621,30.6156,6.9083,0.8634,22.8206,0.0233,1.0972,219.1461,197.7365
640000,宁夏回族自治区,2017,130.9373,101.4981,0.9207,0.4062,99.559,0.6122,28.3902,6.3557,0.9254,21.0735,0.0356,1.049,208.0833,184.8984
640000,宁夏回族自治区,2016,115.3364,88.2057,0.9249,0.4575,86.1662,0.6571,26.0937,5.6812,1.0067,19.3542,0.0516,1.037,193.6163,170.4902
640000,宁夏回族自治区,2015,100.9404,75.7731,0.9159,0.4709,73.6295,0.7568,24.1072,5.3615,1.0543,17.6196,0.0718,1.0601,175.6996,152.8321
640000,宁夏回族自治区,2014,91.0531,65.5456,0.9721,0.6391,63.0639,0.8705,24.4538,6.2016,1.4045,16.772,0.0757,1.0537,155.1235,132.4373
640000,宁夏回族自治区,2013,79.2257,55.782,0.9855,0.693,53.1563,0.9472,22.3548,6.0955,1.5168,14.6639,0.0786,1.0889,142.053,114.7204
640000,宁夏回族自治区,2012,66.3534,45.9448,0.9487,0.6947,43.3785,0.9229,19.4082,5.5106,1.5446,12.2619,0.0911,1.0004,117.707,106.6685
640000,宁夏回族自治区,2011,53.3478,35.9295,0.8599,0.7019,33.4753,0.8924,16.5134,4.9371,1.5608,9.8983,0.1172,0.9049,102.9935,90.3481
640000,宁夏回族自治区,2010,41.52,27.23,0.78,0.66,24.97,0.82,13.52,4.03,1.54,7.81,0.14,0.76,90.42,76.39
640000,宁夏回族自治区,2009,31.5442,20.1143,0.7224,0.6259,17.9829,0.7831,10.7536,3.1438,1.5334,5.9112,0.1652,0.6763,81.8229,66.8103
640000,宁夏回族自治区,2008,24.3488,14.8103,0.6437,0.5898,12.8199,0.7569,8.1072,1.8461,1.4948,4.5815,0.1848,1.4313,75.9568,56.0201
640000,宁夏回族自治区,2007,20.0909,11.8249,0.5602,0.5815,9.8992,0.784,7.1466,1.5477,1.4659,3.9319,0.2011,1.1194,62.9563,43.4108
640000,宁夏回族自治区,2006,16.8597,9.5063,0.5049,0.5777,7.618,0.8057,6.6276,1.3353,1.5424,3.53,0.2199,0.7258,53.6049,38.4677
640000,宁夏回族自治区,2005,15.6277,8.0384,0.5208,0.5625,6.0897,0.8654,6.8956,1.2311,1.9985,3.3722,0.2938,0.6937,62.8806,32.454
640000,宁夏回族自治区,2004,12.3966,6.0386,0.4259,0.5062,4.3933,0.7132,5.7831,1.0093,1.8523,2.6941,0.2274,0.5749,56.6598,29.7108
640000,宁夏回族自治区,2003,12.3932,5.959,0.4763,0.4532,4.1195,0.91,5.971,0.8371,2.2804,2.4124,0.4411,0.4632,49.6278,25.0099
640000,宁夏回族自治区,2002,9.59,4.89,0.39,0.35,3.37,0.77,4.31,0.48,1.74,1.69,0.39,0.4,42.21,20.88
640000,宁夏回族自治区,2001,9.0711,4.1079,,,,,4.6498,,,,,0.31,39.59,19.9075
640000,宁夏回族自治区,2000,8.54,3.76,,,,,4.46,,,,,0.319999999999999,32.31,17.32
650000,新疆维吾尔自治区,2019,436.1325,363.6082,3.0147,2.2201,357.1231,1.2503,69.0173,17.4056,2.8783,48.6939,0.0395,3.507,671.0892,607.9239
650000,新疆维吾尔自治区,2018,396.698,329.3443,2.8984,2.3175,322.5958,1.5326,64.0538,16.0117,3.2287,44.7248,0.0886,3.2999,622.7442,559.562
650000,新疆维吾尔自治区,2017,363.1497,299.6235,2.9026,2.4734,292.4357,1.8118,60.2446,14.7589,3.4089,41.9841,0.0927,3.2816,579.0577,516.8757
650000,新疆维吾尔自治区,2016,327.0563,265.1035,2.9189,2.6534,257.3196,2.2116,58.5517,14.6888,3.7937,39.936,0.1332,3.4011,543.2258,421.9401
650000,新疆维吾尔自治区,2015,294.4723,232.0981,2.9695,2.84,223.4542,2.8344,58.6351,15.4612,4.2202,38.7659,0.1878,3.7391,498.7542,432.0739
650000,新疆维吾尔自治区,2014,272.2129,207.8924,3.2042,3.2545,198.2633,3.1704,60.5535,16.7503,4.8701,38.7105,0.2226,3.767,454.5392,386.0149
650000,新疆维吾尔自治区,2013,236.9643,177.5178,3.0898,3.1869,167.8832,3.3579,55.6103,15.773,4.791,34.7866,0.2597,3.8362,415.0607,346.8383
650000,新疆维吾尔自治区,2012,203.8246,149.081,3.1864,3.4172,139.1403,3.3371,51.1776,15.3855,5.3133,30.1913,0.2875,3.566,381.7191,318.1603
650000,新疆维吾尔自治区,2011,161.6618,114.7873,2.9518,3.1282,105.4529,3.2544,43.787,13.4918,5.2061,24.7015,0.3876,3.0875,343.1998,275.7063
650000,新疆维吾尔自治区,2010,127.14,87.56,2.74,2.8,78.99,3.04,36.96,11.35,4.94,20.13,0.55,2.62,311.07,243.82
650000,新疆维吾尔自治区,2009,101.5308,67.789,2.6117,2.5712,59.7708,2.8353,31.3788,9.6742,4.7798,16.1203,0.8045,2.363,287.309,219.2187
650000,新疆维吾尔自治区,2008,83.8582,54.5935,2.4784,2.4284,47.0646,2.6221,25.349,6.4903,4.4661,13.4372,0.9554,3.9157,265.3935,198.239
650000,新疆维吾尔自治区,2007,72.0961,45.6285,2.3574,2.2659,38.4626,2.5426,23.1743,5.9439,4.3473,11.9042,0.9789,3.2933,238.4319,172.2951
650000,新疆维吾尔自治区,2006,62.6346,38.368,2.1457,2.0815,31.6687,2.4721,21.445,5.6178,4.2754,10.5514,1.0004,2.8216,217.1484,148.9399
650000,新疆维吾尔自治区,2005,56.4158,33.4702,1.9121,1.8934,27.304,2.3607,20.4578,5.6142,4.1906,9.4974,1.1556,2.4878,176.0631,147.4924
650000,新疆维吾尔自治区,2004,50.0739,26.9482,1.8864,1.9182,21.0167,2.1269,20.147,5.5486,4.1361,8.3851,2.0772,2.9787,132.2057,95.1881
650000,新疆维吾尔自治区,2003,46.7649,25.6449,1.6949,0.5836,21.6493,1.7171,18.9921,6.0174,3.9815,7.9263,1.0669,2.1279,137.3553,99.8373
650000,新疆维吾尔自治区,2002,45.15,23.73,1.78,0.27,21.13,0.56,19.22,9.46,0.96,8.46,0.34,2.2,128.86,92.8
650000,新疆维吾尔自治区,2001,40.1957,20.4283,,,,,18.5205,,,,,1.25,120.8231,87.1841
650000,新疆维吾尔自治区,2000,36.97,17.97,,,,,17.47,,,,,1.53,112.97,76.73
