省份编码,省份,年份,人均粮食产量(公斤),人均棉花产量(公斤),人均油料产量(公斤),人均糖料产量(公斤/人),人均水果产量(公斤),人均园林水果产量(公斤/人),人均瓜果类产量(公斤/人),人均蔬菜产量(公斤)
110000,北京市,2019,13.3529508949997,0.000324991875203,0.142086447838804,,,,,
110000,北京市,2018,15.7890125225433,0.000369942196532,0.192707514450867,0,28.419838150289,21.4488878612717,6.97095028901734,60.3705156069364
110000,北京市,2017,18.9335808291713,0.000106200122775,0.245225598526704,0,34.2547421731123,26.3500690607735,7.90467311233886,72.2
110000,北京市,2016,24.288781292626,0.002076371639042,0.25646408839779,0,36.3588213627993,28.6276841620626,7.73113720073665,84.5198526703499
110000,北京市,2015,28.9781374045802,0.004649548924358,0.26175803839926,0,40.6858339116354,31.1945269488781,9.49130696275734,94.908480222068
110000,北京市,2014,29.9680853058355,0.005019920318725,0.315425357393954,0,45.2087977501758,33.4144269978908,11.794370752285,110.692969299274
110000,北京市,2013,45.9493212237094,0.007213193116635,0.466639579349904,0,49.6408747609943,35.4270889101338,14.2137858508604,127.561806883365
110000,北京市,2012,55.6621135029354,0.013292563600783,0.655802348336595,0,55.5795694716243,38.93521037182,16.6443590998043,136.932744618395
110000,北京市,2011,61.1755890479779,0.025877920120573,0.699432303441346,0,60.7228384827933,41.732283345893,18.9905551369003,148.98377794524
110000,北京市,2010,60.5371428571429,0.024092098377813,0.812553636839351,0,60.266907378336,42.3816588173731,17.8852485609628,158.266059654631
110000,北京市,2009,68.7234150371798,0.042241806664831,0.998942440099146,0,66.1715780776645,47.0956871385293,19.0758909391352,174.375923987882
110000,北京市,2008,72.7884537278793,0.07873513199884,1.25923991876995,0,68.9283318827966,49.370409051349,19.5579228314476,186.316739193502
110000,北京市,2007,62.2939273725969,0.121452548062252,1.3344522429051,0,76.2226060421117,52.7320353982301,23.4905706438816,207.405181568508
110000,北京市,2006,70.0032061558192,0.143571657582559,1.38865020840013,,72.7016992625842,47.8126963770439,24.8890028855402,218.78794485412
110000,北京市,2005,61.9082370949306,0.134929045137903,1.62534393038761,,72.9615931696109,49.6405848286275,23.3210083409834,276.440071265501
110000,北京市,2004,47.5893402047874,0.526751203634638,1.9628398996406,,76.866955991049,50.4556180918153,26.4113378992337,331.696277208924
110000,北京市,2003,40.3042089179053,0.237116266148076,2.28872065564662,,79.2894151965551,48.7039866648146,30.5854285317405,366.260383386582
110000,北京市,2002,58.6558335115102,0.249233839355712,3.31088304468677,,0.0,,,0.0
110000,北京市,2001,75.877034358047,0.248318264014467,3.08687160940325,,,,,0.0
110000,北京市,2000,109.253505115574,0.118302387267905,2.87934823796893,,,,,0.0
120000,天津市,2019,143.045463862639,1.16189272224589,0.259780036713942,,,,,
120000,天津市,2018,134.546711050132,1.17187102983638,0.401857555341675,0.010266281681104,40.0851091434071,25.5573047802374,14.5278043631697,162.962553416747
120000,天津市,2017,136.115787182727,1.59056517698814,0.808438714016907,0,37.3495570363854,24.3566976595063,12.9928593768791,172.883788201347
120000,天津市,2016,128.919155036755,1.35091669347057,0.860410377180188,0,34.8318794800312,20.8270073978771,14.004872082154,176.541793488133
120000,天津市,2015,120.418454244377,1.53447424059792,0.234485143494114,0,36.4122935930057,21.3526971932115,15.0595963997942,184.54366835578
120000,天津市,2014,119.228611369067,2.37014645219099,0.302342709029701,0,37.5936964154479,20.9584476413516,16.6352487740963,207.181545546158
120000,天津市,2013,123.010373112013,3.14848466230825,0.351743858974942,0,34.1555518049286,19.1200693240901,15.0354824808385,223.03122385452
120000,天津市,2012,118.181259461596,3.93295140848542,0.363377277622666,0,38.8532540007906,22.1260838150289,16.7271701857617,240.312457368152
120000,天津市,2011,122.953183967346,5.19818109234348,0.454737954976368,0,43.3722680552436,24.0253202712886,19.346947783955,253.715072824986
120000,天津市,2010,127.07885708993,4.78133239620906,0.471493034407263,0,45.0187638953139,24.7497427779976,20.2690211173162,272.213813937777
120000,天津市,2009,130.725617864169,5.73281411924955,0.425737795646314,0,53.3305768640975,26.4551580698835,26.8754187942139,268.07453257146
