省份编码,省份,年份,农林牧渔业总产值(亿元),农业总产值(亿元),林业总产值(亿元),牧业总产值(亿元),渔业总产值(亿元),农林牧渔业总产值指数(上年=100)(%),农业总产值指数(上年=100)(%),林业总产值指数(上年=100)(%),牧业总产值指数(上年=100)(%),渔业总产值指数(上年=100)(%)
110000,北京市,2019,281.70446,102.32748,115.62941,49.32031,5.28214,93.6501354519339,89.1878082655092,121.55286336087,63.5093971564692,86.2460404701352
110000,北京市,2018,296.76948,114.74889,95.12685,71.9739,6.14972,94.0277792237981,81.0534146250538,161.716880516967,73.6424659769358,65.9606381007696
110000,北京市,2017,308.31747,129.83036,58.82308,101.37094,9.60726,93.0507597096775,88.1479630561545,112.668380801486,89.600561890254,100.827592574326
110000,北京市,2016,338.06351,145.20115,52.20904,122.68739,9.2269,90.0666831017245,95.0152598116776,91.0709731708108,84.4489028639575,78.5567383803959
110000,北京市,2015,368.23722,154.47766,57.32786,135.85781,11.86895,88.2823775786769,102.62042727701,63.2163142774187,87.7980782425714,89.1430375842301
110000,北京市,2014,420.06724,155.10149,90.68523,152.65896,13.2024,99.9873829489451,91.3495914803823,119.502349124137,99.2969953644386,105.127161908935
110000,北京市,2013,421.78279,170.40652,75.88573,154.75192,12.78095,102.050176491389,97.5446294495002,131.107758451118,96.7376165194514,99.4357862316872
110000,北京市,2012,395.71288,166.28909,54.82525,154.16072,12.97782,102.929850691172,94.8512074426576,244.193326930093,94.4935682207285,100.939393233328
110000,北京市,2011,363.13755,163.37318,18.92023,162.72699,11.51715,100.939694255869,103.478111339972,103.714746929706,98.2335031926993,93.1833305823176
110000,北京市,2010,328.02265,154.22278,16.81272,139.57625,11.5109,98.3,95.0,97.7,100.8,107.7
110000,北京市,2009,314.95336,146.12945,17.21189,136.08314,10.27888,105.477680786681,103.386429023292,110.322785631803,106.490448936696,107.593644422007
110000,北京市,2008,303.8996,128.10456,20.48914,140.52048,9.78542,100.792624975472,103.485291698058,113.847982347048,98.7299111237677,89.8470941992254
110000,北京市,2007,272.29523,115.479,17.77833,122.37805,10.15985,100.843378212357,103.389660115914,111.154554871402,96.7368881835423,99.1646759868057
110000,北京市,2006,240.18988,104.4685,14.78823,105.1398,9.79335,101.239904796908,107.482596999484,105.059155872145,94.2234952255324,100.351936680873
110000,北京市,2005,268.84566,100.5873,13.33781,135.74549,9.72578,100.285605969462,102.745777651961,102.697072497276,97.3322470834364,102.821245885347
110000,北京市,2004,261.99569,92.68181,12.73514,138.68949,9.86126,100.432727905367,100.392409525309,92.0625146332644,103.039341803991,89.0509857908452
110000,北京市,2003,246.7595,88.75478,13.48645,125.48967,10.1695,104.056066261716,98.2181127033026,116.105660181717,108.547805086039,104.584176690903
110000,北京市,2002,230.4,90.1,12.8,117.2,10.3,111.1,105.2,140.6,115.3,102.4
110000,北京市,2001,214.06827,89.70414,9.5335,105.23509,9.59554,107.45363171714,100.098412627142,223.070238239969,109.83982333988,111.44408194766
110000,北京市,2000,195.18536,91.09495,5.39566,90.56269,8.13206,113.059957839791,110.25080137959,122.7,116.023128311449,111.569471624266
120000,天津市,2019,414.354645870675,202.911940613524,24.92413908914,100.394415368011,71.4190508,100.572644440027,103.180882949395,195.750790643049,83.508997085981,97.933377673168
120000,天津市,2018,390.5005909,197.2085437,12.7325789,95.7561354,71.1310522,100.922272104307,99.1493436927982,141.789407425287,94.8461211142276,107.686773143445
120000,天津市,2017,382.065619273293,183.172533811932,8.9799225,107.955427061361,69.8122359,102.08804157772,103.212492919835,107.509002211701,102.628243798659,97.9390207423359
120000,天津市,2016,395.568185861415,181.886627849187,8.35271681,118.986046817431,74.3925943847963,103.285965705845,105.512908486432,107.909794628047,98.6582628549828,103.157095938497
120000,天津市,2015,378.444992760385,182.506311234569,7.741,108.700972756009,68.4179623173131,102.640699595851,104.161203676631,108.676360397143,100.515498763838,101.172337012798
120000,天津市,2014,367.748816118937,182.226972246662,3.2204,102.742442676344,68.8678011959312,102.974270483347,103.316693480508,103.544633676348,102.898725780754,102.184865126285
120000,天津市,2013,351.120632430368,176.632711707677,3.0912,96.5270209328954,64.582499789795,103.848531429585,104.354585488831,102.764035276404,102.352228617575,105.399991890686
120000,天津市,2012,327.436201556374,164.191196340291,2.7894,94.8965413550714,55.3800638610116,103.242343231424,101.819266444728,108.200520409823,106.558450324659,102.313796615895
120000,天津市,2011,311.826095276519,155.197504516143,2.4596,90.5481273011681,53.5927634592075,104.176141663599,105.455150607422,104.042246352223,101.950138364837,102.914580062911
120000,天津市,2010,289.413658655564,149.521222098407,2.3576,81.7763452152702,46.7889913418874,103.5,104.5,110.4,102.4,102.2
120000,天津市,2009,263.208478430811,127.8633310491,2.2187,79.4466733367831,45.0408740449275,103.72197265931,104.847920881731,101.305306747086,103.042021768745,102.209040656938
120000,天津市,2008,256.401953364091,120.351128153279,2.2217,83.1768214413214,42.2749037694902,103.264794443561,103.078312361717,106.221773806092,103.546219142824,103.38248360658
120000,天津市,2007,235.396878630598,114.184055489252,2.0814,75.6399017741325,35.4865213672141,101.475448735666,102.12463006158,104.621513944223,98.8698562150818,104.033048116835
120000,天津市,2006,225.0434,110.0521,2.008,70.522,35.3182,103.451645234566,103.960377759109,104.616036885898,102.855468209938,104.844533075164
120000,天津市,2005,258.413,97.4907,1.8869,102.7082,36.2553,104.49481279981,100.233698800339,113.561164110615,107.470309353202,110.592243680327
120000,天津市,2004,241.0067,95.2936,1.6562,92.5544,31.845,104.301347253944,103.084138956882,102.631578947368,105.833986259413,110.494733893133
120000,天津市,2003,213.8795,88.2029,1.6074,77.2165,26.4142,106.900818907049,100.022630923252,103.800817897522,113.631194501172,106.706195387951
120000,天津市,2002,181.07,86.06,1.52,69.21,24.28,106.0,91.1,113.3,114.9,136.2
120000,天津市,2001,169.5114,86.7277,1.4626,60.7636,20.5575,107.96766668475,104.070230427664,107.261835184103,115.878859743911,103.038101090797
120000,天津市,2000,156.304,83.4216,1.3669,51.7523,19.7632,104.17655702498,95.6350528025995,93.7534246575342,119.603126191384,106.096169519152
130000,河北省,2019,6061.46333680882,3114.8608856388,231.3831821,2035.41655849,212.544580908,101.931326953455,101.735309346605,104.800848459361,100.392326516628,100.615345318273
130000,河北省,2018,5706.99681713738,3085.8611098159,186.637235,1813.818478263,207.4872599,103.042545406069,102.047280454769,98.9550541549331,104.227875060721,101.254379672591
130000,河北省,2017,5373.37875924746,2890.60278771571,175.5414155,1735.82280102,195.862625,103.952284320552,104.863571835033,107.938667260298,102.105666914614,98.2020939982028
130000,河北省,2016,5299.65933097097,2772.86069989779,148.3008204,1846.22894332732,190.295036968857,103.464306828831,103.198843771113,106.436066044928,102.973078523298,103.803462343182
130000,河北省,2015,5291.67953307751,2820.11302489761,134.617222248765,1842.65222270206,181.115663229071,102.66179007754,102.793003160201,104.337419066381,101.722215065883,102.350650591348
130000,河北省,2014,5373.76374594323,2893.28978906379,118.466843027356,1895.90472381727,175.853690034811,104.012412180637,103.143885919982,108.908342904934,105.052203566004,103.22094464999
130000,河北省,2013,5284.42681124551,2975.01256306057,104.300649273178,1772.37033971067,166.279159201094,103.320638950754,103.997418453814,106.504292879607,101.198976954824,106.001275654128
130000,河北省,2012,4912.41644493608,2710.55172193563,83.3973611167406,1709.84342539732,167.079936486389,104.047904746552,103.571176251719,105.457866348835,104.660673343682,104.053384930119
130000,河北省,2011,4570.26984059763,2484.67142517978,62.2264091679426,1643.79706522082,155.362641029092,103.854989297898,105.471307417909,103.615540244815,101.143200082582,101.776273990432
130000,河北省,2010,4309.4214,2470.1102,51.2574,1443.7565,142.4679,103.5,103.8,101.8,102.4,105.8
130000,河北省,2009,3640.9272,1927.7777,70.6795,1350.1025,108.376,103.196677656622,103.27370770601,111.775351150749,102.303648851804,104.356747731686
130000,河北省,2008,3505.2281,1760.7458,55.8907,1410.8195,102.7721,105.130389595006,103.692902578046,108.605237510094,106.54662308927,106.886273833006
130000,河北省,2007,3075.7668,1639.0737,52.3696,1146.9867,85.1368,103.865945151818,104.22580449998,109.563200104489,102.114045370713,105.067507782938
