省份编码,省份,年份,茶叶产量(万吨),红茶产量(万吨),绿茶产量(万吨),水果产量(万吨),香蕉产量(万吨),苹果产量(万吨),柑桔产量(万吨),梨产量(万吨),葡萄产量(万吨),菠萝产量(万吨),红枣产量(万吨),柿子产量(万吨),园林水果产量(万吨),瓜果类产量(万吨),西瓜产量(万吨),甜瓜产量(万吨),草莓产量(万吨)
110000,北京市,2019,,,,59.90311,,4.71261,,7.53582,2.05555,,0.8,1.9,,14.3,12.5,0.2,
110000,北京市,2018,0,0,0,61.4579,0,4.26259,0,7.8522,2.15772,0,0.85901,2.34151,46.38322,15.07468,13.24313,0.27846,1.55309
110000,北京市,2017,0,0,0,74.4013,0,7.05285,0,9.06774,2.65085,0,0.92986,2.76116,57.23235,17.16895,15.66149,0.26299,1.24447
110000,北京市,2016,0,0,0,78.97136,0,7.25418,0,10.12732,2.84138,0,0.90949,3.45076,62.17933,16.79203,15.25595,0.34996,1.18612
110000,北京市,2015,0,0,0,87.94243,0,8.03573,0,12.66365,3.26972,0,1.01484,3.55409,67.42697,20.51546,18.67877,0.48685,1.34821
110000,北京市,2014,0,0,0,96.45297,0,7.50152,0,13.28224,3.436,0,1.01555,4.16132,71.28968,25.16329,22.9326,1.00389,1.22003
110000,北京市,2013,0,0,0,103.84871,0,8.73295,0,14.76275,3.67089,0,0.97232,4.30356,74.11347,29.73524,26.79961,1.41493,1.34871
110000,北京市,2012,0,0,0,113.60464,0,10.30168,0,16.26317,4.13161,0,1.09163,4.4235,79.58357,34.02107,30.97265,1.49352,1.51044
110000,北京市,2011,0,0,0,120.86881,0,10.46261,0,16.17115,4.15519,0,1.10314,4.69899,83.06811,37.8007,35.49289,1.24391,1.06048
110000,北京市,2010,0,0,0,115.17006,0,10.37715,0,15.86322,4.21395,0,0.95125,4.94331,80.99135,34.17871,32.12485,1.31719,0.72899
110000,北京市,2009,0,0,0,120.1345,0,11.96763,0,15.58885,4.06183,0,1.13325,5.72954,85.50222,34.63228,32.80585,1.19368,0.56028
110000,北京市,2008,0,0,0,118.79798,0,12.0542,0,15.1644,4.5112,0,0.8384,6.1366,85.0899,33.70808,32.2449,0.9886,0.33868
110000,北京市,2007,0,0,0,124.89074,0,11.94585,0,15.43677,4.74861,0,1.0431,6.01272,86.40144,38.4893,36.9429,1.2782,0.2271
110000,北京市,2006,0,,,113.3783,0,13.1071,0,15.3566,4.7377,,0.6522,5.303,74.5639,38.8144,37.0726,1.4391,0.1285
110000,北京市,2005,,,,111.8792,,13.8447,,14.5759,5.0559,,0.695,5.6871,76.1188,35.7604,33.7988,1.648,0.2148
110000,北京市,2004,,,,113.3557,,13.4753,,13.7563,5.77,,0.4349,6.6579,74.4069,38.9488,36.148,2.2366,0.2006
110000,北京市,2003,,,,114.1609,,13.4815,,13.0766,6.3053,,0.3656,6.0361,70.124,44.0369,41.3543,1.8988,0.093
