省份编码,省份,年份,木材产量(万立方米),橡胶产量(吨),松脂产量(吨),生漆产量(吨),油桐籽产量(吨),油茶籽产量(吨),乌桕籽产量(吨),五倍籽产量(吨),棕片产量(吨),竹笋片产量(吨),紫胶产量(吨)
350000,福建省,2017,524.0586,,105171,155,26972,155172,,,,,
350000,福建省,2016,575.8284,,110309,133,26312,137922,424,387,18354,185054,4766
350000,福建省,2015,496.9934,,104230,324,24299,138338,874,874,16178,175462,251
350000,福建省,2014,575.0536,,96444,662,20756,112637,187,248,14973,113472,
350000,福建省,2013,572.2726,,100413,178,23240,97825,398,107,16255,119159,158
350000,福建省,2012,570.7374,,98369,172,23136,89433,1585,140,14886,101997,15
350000,福建省,2011,563.2552,,80553,24,21821,81899,523,85,14257,129793,12
350000,福建省,2010,684.5668,,87758,147,23244,94815,532,141,14847,86387,102
350000,福建省,2009,635.2719,,74762,217,20897,89294,521,132,11868,78418,23
350000,福建省,2008,757.4569,,69083,213,21292,76528,417,117,12243,94794,
350000,福建省,2007,702.3755,,80310,149,21700,80690,516,140,12792,181948,106
350000,福建省,2006,660.4086,32,75089,193,20764,75897,529,122,12351,166494,116
350000,福建省,2005,,40,72299,892,20928,72597,1145,124,12162,153497,119
350000,福建省,2004,,50,68963,197,20205,67865,398,147,11501,143551,105
350000,福建省,2003,,49,67732,228,19237,64606,360,89,10194,150992,
350000,福建省,2002,356.22,50,61856,99,18396,63512,162,43,10756,133426,1
350000,福建省,2001,339.9,54,66734,76,17887,63873,676,67,11001,125808,2
350000,福建省,2000,334.88,147,72949,71,18121,62983,121,58,10891,120970,46
360000,江西省,2019,276.9931,,,,,421686,,,,,
360000,江西省,2018,257.0025,,119760,195,13563,455454,,,,,
360000,江西省,2017,233.1802,,215713,655,12644,454077,,,,,
360000,江西省,2016,228.0099,,110392,813,22299,366135,210,86,2337,43547,
360000,江西省,2015,232.1591,,110432,58,18267,425108,214,214,2098,45588,
360000,江西省,2014,259.6072,,108391,8,8640,434640,220,13,1931,33601,
