省份编码,省份,年份,粮食产量(万吨),夏收粮食产量(万吨),秋粮产量(万吨),谷物产量(万吨),稻谷产量(万吨),早稻产量(万吨),中稻和一季晚稻产量(万吨),双季晚稻产量(万吨),小麦产量(万吨),冬小麦产量(万吨),春小麦产量(万吨),玉米产量(万吨),谷子产量(万吨),高粱产量(万吨),其他谷物产量(万吨),大麦产量(万吨),豆类产量(万吨),绿豆产量(万吨),红小豆产量(万吨),大豆产量(万吨),薯类产量(万吨),马铃薯产量(万吨),棉花产量(万吨),油料产量(万吨),花生产量(万吨),油菜籽产量(万吨),芝麻产量(万吨),葵花籽产量(万吨),胡麻籽产量(万吨),糖料产量(万吨),麻类产量(万吨),黄红麻产量(万吨),亚麻产量(万吨),大麻产量(万吨),苎麻产量(万吨),甘蔗产量(万吨),甜菜产量(万吨),烟叶产量(万吨),烤烟产量(万吨),蔬菜产量(万吨)
110000,北京市,2019,28.7609209327399,4.5,24.3,27.7413677327399,0.098576,,,,4.41059713811988,,,22.82913259462,,,,,0.375158,,,,0.6443952,,0.0007,0.30604,0.24609,0.0034,0.00205,,,0,,,,,,,,,,111.45341
110000,北京市,2018,34.14373958,5.3489986075,28.7947409725,32.96980248,0.11367,0,0.11367,0,5.2559786075,5.2340286075,0.02195,27.1416388725,0.319807,0.124398,0.014309999999999,0,0.5177825,0.0089685,0.037132,0.367742,0.6561546,0,0.0008,0.41673,0.31872,0.0048,0.00246,0.09075,0,0,0,0,0,0,0,0,0,3e-05,3e-05,130.55124
110000,北京市,2017,41.12373756096,6.240078555,34.88365900596,39.93427956096,0.07053,0,0.07053,0,6.19156,6.16289,0.02867,33.21151956096,0.3684,0.08115,0.01112,0,0.57997,0.01157,0.04248,0.47163,0.609488,0,0.000230666666667,0.53263,0.40922,0.00295,0.00265,0.11781,0,0,0,0,0,0,0,0,0,7e-05,7e-05,156.8184
110000,北京市,2016,52.7552329675837,8.55977230522634,44.1954606623573,51.6798981509717,0.135318323065015,0,0.135318323065015,0,8.54180054298858,8.53787034115764,0.003930201830938,42.5457198406181,0.3863780914,0.062633795,0.0080475579,0,0.428967567396806,0.007165298084677,0.032137499595142,0.371693007479224,0.646367249215172,0,0.0045098792,0.55704,0.44429,0.0,0.00285,0.1099,0,0,0,0,0,0,0,0,0,0.00015,0.0,183.57712
110000,北京市,2015,62.636244,11.12377,51.512474,61.09337,0.13915,0,0.13915,0,11.12377,11.08729,0.03648,49.44851,0.28852,0.05569,0.037730000000002,0,0.70662,0.01062,0.04288,0.65283,0.836254,0,0.01005,0.56579,0.51673,0.0,0.0031,0.04596,0,0,0,0,0,0,0,0,0,0.00012,0.0,205.14468
110000,北京市,2014,63.93691,12.20873,51.72818,62.60561,0.12692,0,0.12692,0,12.20873,12.19379,0.01494,50.03828,0.17594,0.03303,0.022709999999995,0,0.64935,0.0102,0.0345,0.6039,0.68195,0,0.01071,0.67296,0.60847,0.0,0.00203,0.06246,0,0,0,0,0,0,0,0,0,0.00047,0.0,236.16345
110000,北京市,2013,96.12598,18.72995,77.39603,94.45767,0.13059,0,0.13059,0,18.72995,18.72132,0.00863,75.18322,0.29743,0.08172,0.03475999999999,0,0.89066,0.02192,0.06101,0.80561,0.77765,0,0.01509,0.97621,0.90847,0.0,0.00368,0.06248,0,0,0,0,0,0,0,0,0,0.00057,0.0,266.8593
110000,北京市,2012,113.77336,27.44743,86.32593,111.57965,0.13021,0,0.13021,0,27.44743,27.43834,0.00909,83.58143,0.31012,0.08809,0.02237000000001,0,0.96945,0.01796,0.06035,0.88705,1.22426,0,0.02717,1.34046,1.24004,0.0,0.00285,0.09739,0,0,0,0,0,0,0,0,0,0.00065,0.0,279.89053
110000,北京市,2011,121.77001,28.38642,93.38359,119.31129,0.15073,0,0.15073,0,28.38642,28.37028,0.01614,90.34021,0.3246,0.08201,0.027320000000013,0,1.17488,0.01937,0.06741,1.07987,1.28384,0,0.05151,1.39222,1.3228,0.0,0.00286,0.06594,0,0,0,0,0,0,0,0,0,0.00073,0.0,296.55221
110000,北京市,2010,115.68648,28.39116,87.29532,113.16329,0.18923,0,0.18923,0,28.39116,28.38353,0.00763,84.1674,0.30105,0.08759,0.026860000000005,0,1.16779,0.02,0.06241,1.07112,1.3554,0,0.04604,1.55279,1.50424,0.0,0.00389,0.04245,0,0,0,0,0,0,0,0,0,0.00074,0.0,302.44644
