省份编码,省份,年份,粮食单位面积产量(公斤/公顷),夏收粮食单位面积产量(公斤/公顷),秋粮单位面积产量(公斤/公顷),谷物单位面积产量(公斤/公顷),稻谷单位面积产量(公斤/公顷),早稻单位面积产量(公斤/公顷),中稻和一季晚稻单位面积产量(公斤/公顷),双季晚稻单位面积产量(公斤/公顷),小麦单位面积产量(公斤/公顷),冬小麦单位面积产量(公斤/公顷),春小麦单位面积产量(公斤/公顷),玉米单位面积产量(公斤/公顷),谷子单位面积产量(公斤/公顷),高粱单位面积产量(公斤/公顷),其他谷物单位面积产量(公斤/公顷),大麦单位面积产量(公斤/公顷),豆类单位面积产量(公斤/公顷),大豆单位面积产量(公斤/公顷),绿豆单位面积产量(公斤/公顷),红小豆单位面积产量(公斤/公顷),薯类单位面积产量(公斤/公顷),马铃薯单位面积产量(公斤/公顷),棉花单位面积产量(公斤/公顷),油料单位面积产量(公斤/公顷),花生单位面积产量(公斤/公顷),油菜籽单位面积产量(公斤/公顷),芝麻单位面积产量(公斤/公顷),胡麻籽单位面积产量(公斤/公顷),葵花籽单位面积产量(公斤/公顷),麻类单位面积产量(公斤/公顷),黄红麻单位面积产量(公斤/公顷),大麻单位面积产量(公斤/公顷),苎麻单位面积产量(公斤/公顷),亚麻单位面积产量(公斤/公顷),烟叶单位面积产量(公斤/公顷),烤烟单位面积产量(公斤/公顷),糖料单位面积产量(公斤/公顷),甘蔗单位面积产量(公斤/公顷),甜菜单位面积产量(公斤/公顷),蔬菜单位面积产量(公斤/公顷)
110000,北京市,2019,,5427.6,6345.1,6389.93774304058,6651.6,,,,5485.3,,,6781.7,,,,,1937.2,2019.1,,,5533.1,,1029.41176470588,,2830.09537536801,1172.95308187673,905.743740795287,,,,,,,,,2250,,,,
110000,北京市,2018,6136.658073171,5274.93847136208,6328.71201090232,6361.96425906696,6752.67326732673,,6752.67326732673,,5367.42788000033,5370.75,4677.51101008666,6770.24437073455,2434.90564122347,3317.92883941749,1690.29057406081,,1965.35710128498,1986.73500259321,985.549450549451,1191.45204072902,5555.32796369566,,800.0,2637.53164556962,2771.47826086957,1600.0,1230.0,,2388.15789473684,,,,,,,,,,,36254.1627325743
110000,北京市,2017,6152.22168683254,5451.75480954045,6296.94865520696,6350.04145571813,5992.01404621658,,5992.01404621658,,5492.34754222454,5504.25129057035,3749.34612031386,6676.8,2539.77883793398,3494.0295080085,1523.28767123288,,2022.82656968998,2141.31346120667,1091.44078988743,1208.32859255888,5599.99019944137,,,2471.74621246106,2834.67948629141,941.489361702128,1177.77777777778,,1792.00511088802,,,,,,,2100,,,,38897.9728640602
110000,北京市,2016,6167.58575438408,5363.78789491188,6351.94570101298,6291.75415185636,6720.97523219812,,6720.97523219812,,5373.92643822697,5376.75,2510.23404255607,6620.55005763618,2487.75,3255.0,2353.50000000001,,1800.47482151345,1894.86668975069,1026.71370967742,1117.40890688259,6370.28412685207,,1164.0,2523.05462451309,2981.81208053691,,1030.12048192771,,1592.44590417311,,,,,,2250,,,,,39806.913851092
110000,北京市,2015,5996.56918998061,5352.89031897932,6156.43281074091,6171.65425018217,6971.44288577154,,6971.44288577154,,5352.89031897932,5356.79982220161,4381.10488390713,6481.65028181937,2117.42257448995,2659.50334288443,2552.77401894445,,1740.84354367178,1877.24292615597,778.973105134475,987.411728584587,5955.65948153072,,1044.69854469854,2674.287064755,2904.50048714682,,922.619047619048,,1516.83168316832,,,,,,2000,,,,,38968.0952911618
110000,北京市,2014,5320.35835795965,5176.65640555965,5355.44584387044,5489.2002794039,6943.10722100656,,6943.10722100656,,5176.65640555965,5177.69823274142,4446.42857142857,5646.45053543822,1335.37418408136,1510.97895699909,1744.2396313359,,1348.46743825451,1457.61593666527,618.181818181818,695.938676707908,5220.6032458916,,1026.51757188498,2597.69937466224,2767.36605924623,,825.20325203252,,1700.67162824469,,,,,,1175,,,,,42162.1064320553
110000,北京市,2013,6049.04252525312,5171.86677368167,6307.95054443502,6190.41940263098,6911.96189131969,,6911.96189131969,,5171.86677368167,5172.1497165464,4623.21428571429,6567.00009782821,2303.87296669249,3110.3780766303,2435.31060252154,,1822.40925397973,1960.0898606673,977.698483496878,1145.94290007513,5411.87250626334,,1071.22574538571,2856.08543007607,3003.33899014833,,867.924528301887,,1894.8645369996,,,,,,1425,,,,,43970.8365234948
110000,北京市,2012,5868.40148852282,5257.86646642121,6093.36852888763,5991.21611293891,6443.91290003299,0,6443.91290003299,,5257.86646642121,5258.09938102447,4637.75510204082,6330.90014194668,2193.31415908341,3032.70599036034,2066.19458128154,,1761.61142607937,1880.80429712347,961.799357372367,1056.17780889044,5740.69211291381,,1135.23676880223,2958.28919491525,3070.31791621274,,867.139959432049,,2176.15075227171,,0,,,,1500,0,,0,0,44472.7646078669
110000,北京市,2011,5815.68849142986,4882.02772162798,6174.64420129439,5943.12326654552,6534.53757225434,0,6534.53757225434,,4882.02772162798,4882.65004061664,3988.46787479407,6429.60005238183,2200.08133387556,3066.17647058824,2098.31029185974,,1872.21927122065,2010.08264667924,886.634116570034,1055.2598622417,5459.89623203198,,1168.91074130106,2852.28638548951,2987.57810735527,,841.176470588235,,1905.41321518012,,0,,,,1520.83333333333,0,,0,0,45075.0272074515
110000,北京市,2010,5176.93184326875,4610.05217692524,5392.59451445515,5297.08515876283,6327.35176103433,0,6327.35176103433,,4610.05217692524,4610.25054900313,3973.95833333333,5620.50002203662,1955.97089271018,2706.73671199011,1985.70724494878,,1574.91638495289,1671.3964713715,900.900900900901,880.75077617838,5607.15960175405,,1157.36551030669,2881.29963630966,2991.21074330863,,956.55737704918,,1580.8093346574,,0,,,,1563.38028169014,0,,0,0,45289.2044359834
