省份编码,省份,年份,粮食单位面积产量(公斤/公顷),夏收粮食单位面积产量(公斤/公顷),秋粮单位面积产量(公斤/公顷),谷物单位面积产量(公斤/公顷),稻谷单位面积产量(公斤/公顷),早稻单位面积产量(公斤/公顷),中稻和一季晚稻单位面积产量(公斤/公顷),双季晚稻单位面积产量(公斤/公顷),小麦单位面积产量(公斤/公顷),冬小麦单位面积产量(公斤/公顷),春小麦单位面积产量(公斤/公顷),玉米单位面积产量(公斤/公顷),谷子单位面积产量(公斤/公顷),高粱单位面积产量(公斤/公顷),其他谷物单位面积产量(公斤/公顷),大麦单位面积产量(公斤/公顷),豆类单位面积产量(公斤/公顷),大豆单位面积产量(公斤/公顷),绿豆单位面积产量(公斤/公顷),红小豆单位面积产量(公斤/公顷),薯类单位面积产量(公斤/公顷),马铃薯单位面积产量(公斤/公顷),棉花单位面积产量(公斤/公顷),油料单位面积产量(公斤/公顷),花生单位面积产量(公斤/公顷),油菜籽单位面积产量(公斤/公顷),芝麻单位面积产量(公斤/公顷),胡麻籽单位面积产量(公斤/公顷),葵花籽单位面积产量(公斤/公顷),麻类单位面积产量(公斤/公顷),黄红麻单位面积产量(公斤/公顷),大麻单位面积产量(公斤/公顷),苎麻单位面积产量(公斤/公顷),亚麻单位面积产量(公斤/公顷),烟叶单位面积产量(公斤/公顷),烤烟单位面积产量(公斤/公顷),糖料单位面积产量(公斤/公顷),甘蔗单位面积产量(公斤/公顷),甜菜单位面积产量(公斤/公顷),蔬菜单位面积产量(公斤/公顷)
110000,北京市,2009,5513.69400715023,5118.20063993977,5658.24259022951,5675.95344815988,6273.49673778875,0,6273.49673778875,,5118.20063993977,5120.25074270036,4022.68709487331,5953.80022260478,1948.11041596212,2890.40954928998,2232.90408525773,,1695.22469934595,1786.97443102444,803.018268467037,971.730245231607,6046.1281012781,,1269.70198675497,2970.45238641203,3050.42248030909,0.0,987.309644670051,,1413.18327974277,,0,,,,1267.24137931034,0,,0,0,46788.3269897166
110000,北京市,2008,5542.85738691827,5124.10054491563,5707.59678990263,5713.97579989598,6727.94117647059,0,6727.94117647059,,5124.10054491563,5124.15769143282,4663.86554621849,6017.39823213057,2242.38215122841,3011.92219201004,2287.94642857151,,1947.10539897534,2044.03031361617,1000.91407678245,1113.4307585247,6093.63846769484,,1130.45651449517,3025.56738972843,3078.7171166995,0.0,862.068965517241,,1793.3390264731,,0,,,,1285.71428571429,0,,0,0,47438.9206182247
110000,北京市,2007,5168.25717246664,4930.83902420151,5231.13662311844,5332.87912366423,6142.39897370109,0,6142.39897370109,,4930.83902420151,4931.09131489318,4132.65306122449,5507.10085083585,1577.83488063661,2317.68459434822,1406.62894098638,,1563.69090789213,1646.55172413793,634.272997032641,1011.47455480218,6634.46341690167,,1182.45919822532,3104.53030934081,3134.70154646625,0.0,871.833084947839,,1729.79797979798,,0,,,,750,0,,0,0,48731.4141906619
110000,北京市,2006,4971.76427725658,4758.20516886,5057.82378122804,5138.71717521389,6231.88405797101,0,6231.88405797101,,4758.20516886,4758.20516886,,5367.73908562173,1912.56830601093,3090.90909090909,1666.66666666667,,2004.48765893792,2097.72535804549,0.0,1376.14678899083,6450.0,,1066.19047619048,3007.77777777778,3054.41595441595,0.0,728.571428571429,,1481.81818181818,,0,,,,,0,,0,0,47746.9633361321
110000,北京市,2005,4939.12591050989,5011.23595505618,4911.38328530259,5120.61155152888,5750.0,0,5750.0,,5016.88555347092,5016.88555347092,,5228.0701754386,1944.44444444444,3333.33333333333,2500.0,,1951.21951219512,2110.09174311927,0.0,1111.11111111111,6363.63636363636,,1149.44444444444,2898.02325581395,2964.4578313253,0.0,960.0,,2150.0,,0,,,,,0,,0,0,47843.4311512415
110000,北京市,2004,4542.68884717457,5173.64657814096,4328.44879909824,4776.96674776967,6097.56097560976,0,6097.56097560976,,5174.9680715198,5176.29024016352,,4651.48599529613,1880.34188034188,3478.26086956522,2307.69230769231,,2097.6253298153,2186.35363169479,1111.11111111111,1287.12871287129,5972.97297297297,,1187.76758409786,2675.23105360444,2716.15969581749,0.0,831.25,,1625.0,,0,,,,,0,,0,0,49013.2765531062
110000,北京市,2003,4105.70256119994,5136.56633221851,3754.97819078324,4455.19958882988,6273.29192546584,0,6273.29192546584,,5143.89494272143,5143.89494272143,,4281.34556574924,684.410646387833,1720.43010752688,877.19298245614,,1638.83089770355,1715.32846715328,833.333333333333,1134.0206185567,5294.11764705882,,1076.97160883281,2394.84011627907,2446.02102102102,0.0,588.888888888889,,1000.0,,0,,,,,0,,0,0,45347.1235703844
110000,北京市,2002,4869.8224852071,5115.78947368421,4773.66255144033,5166.20498614958,6444.44444444444,0,6444.44444444444,,5126.58227848101,5126.58227848101,,5286.69724770642,2000.0,3571.42857142857,2222.22222222222,,2173.91304347826,2258.06451612903,2500.0,1550.0,5967.74193548387,,1128.06451612903,2958.91719745223,2993.3,0.0,670.0,,1646.66666666667,,0,,,,,0,,0,0,44687.3873873874
110000,北京市,2001,4906.45463049579,5034.3878954608,4840.53862508859,5194.17475728155,6323.52941176471,0,6323.52941176471,,5041.32231404959,5041.32231404959,,5384.61538461538,2333.33333333333,3750.0,1538.46153846154,,2311.11111111111,2400.0,,,5932.20338983051,,1183.79310344828,3026.66666666667,3106.5,0.0,1375.0,,2077.5,,0,,,,,0,,0,0,43608.5988323603
110000,北京市,2000,4676.57172516707,5491.95137976347,4144.23592493298,4902.56114693275,6657.18349928876,0,6657.18349928876,,5494.28876653792,5495.64359690942,,4322.21485899418,1397.84946236559,2787.61061946903,1600.0,,2047.94798862251,2136.05442176871,,,5000.0,,981.8,2460.7,2621.7,0.0,1043.58974358974,,1704.91803278689,,0,,,,,0,,0,0,45375.2968460111
120000,天津市,2019,,5980.0,6835.4,6655.43059933023,9424.9,,,,5980.0,,,6371.7,,,,,2001.5,2027.2,,,6660.2,6208.6,1285.33825364874,,3989.97004449274,3416.015625,1915.64885496183,,,,,,,,,,,,,
120000,天津市,2018,5987.57299624318,5154.28842637444,6373.42317049314,6056.42055884364,9376.50137169159,,9376.49385255188,,5154.28842637444,5190.35681298303,4920.20023862892,5919.2233026928,2940.67899732295,4769.66442902091,2589.285714293,,2175.87496418562,2183.22831084023,1942.42000908892,1918.39793641941,6984.60668126374,7149.36903050221,1068.06227548907,2992.29155080582,3694.93411062629,1611.50712830957,1347.25130890052,,1518.21984474923,,,,,,,,,,,51051.3004211307
120000,天津市,2017,6040.73787695252,5737.69390036474,6176.58504734576,6090.38616109028,8636.87417977741,,8636.87417977741,,5737.69390036474,5812.44289116425,5188.88490454051,5922.52941448195,2996.23823352738,5795.73057945113,2511.82810252509,,2246.71184026316,2300.97806112097,1629.05236907731,1760.20408163265,5087.16936288634,3619.83320361286,1200.23535169984,2259.71941474447,3594.41063513188,1761.96797730036,1321.22641509434,,1687.57394978988,,,,,,,,,,,54710.644260223
120000,天津市,2016,5535.98361275922,5490.16320558982,5555.28403023797,5577.06939080244,7557.11672961108,,7557.11672961108,,5490.16320558982,5561.68684233695,4907.35147102007,5406.49799035505,3013.37987201862,3993.51587533135,2514.42869985375,3600,2322.23783315658,2350.89764007529,1737.80487804878,1853.1781557744,4423.28920175058,4223.16784033405,1624.25647081863,2393.55515844603,3397.57673928235,2299.36917773051,1401.70403587444,1500,2071.3150606044,,,,,,,,,,,58521.7550917117
120000,天津市,2015,5238.78032387179,5478.84620173304,5135.44030356945,5283.66709211294,7378.3,,7378.3,,5478.84620173304,5550.23426579638,4886.63916435885,4998.4,2895.45186060248,6437.25332353926,,,1985.0,2007.5,1720.14260249554,1495.95687331536,7153.8,,1357.12405200893,3214.5198706503,3511.68883514712,1813.95348837209,1546.72395273899,,2552.82199710564,,,,,,,,,,,55043.2510158202
120000,天津市,2014,5140.054793815,5297.50629885186,5068.80497185484,5214.86604825994,7414.5,,7414.5,,5297.50629885186,5386.63436301232,4534.48275862069,5000.0,3838.36923521758,2429.8998844598,,,1323.0,1306.0,1642.85714285714,1586.53846153846,6176.5,,1265.38803230462,3099.76174711089,3340.44885478567,,1287.02757916241,,2749.71131639723,,,,,,,,,,,54363.3495371262
120000,天津市,2013,5313.14553786238,5189.34589599565,5372.18835080633,5393.21409661774,7685.9,,7685.9,,5189.34589599565,5262.78836509529,4503.74531835206,5329.0,1304.34782608696,1853.01865741275,2000.0,2000,1236.25192284014,1231.2,1250.0,1428.57142857143,4615.4,,1237.12681806583,3214.0974360341,3483.57142857143,,1450.0,,2396.55172413793,,,,,,,,,,,53494.0299285226
120000,天津市,2012,5065.19276690518,4929.28251768034,5136.27293373939,5197.63494163563,7657.53,0,7657.53,,4929.28251768034,4972.89,4357.05,5155.3,1454.55,1135.26691757751,2500.0,2500,1217.32,1216.22,1000.0,1250.0,4811.32,,1038.9279913373,2979.27132464432,3282.14285714286,0.0,1500.0,,1967.64705882353,,0,,,,,0,,0,0,52781.0544725491
120000,天津市,2011,5251.7632737194,4827.65098601586,5485.62279581045,5402.73445465752,7528.09,0,7528.09,,4827.65098601586,4879.58,4191.26,5584.28,2500.0,1431.5643492953,1010.18932473758,,1348.4,1348.4,1071.43,909.09,4827.59,,1204.18193935355,2946.88021444385,3558.21917808219,0.0,1578.94736842105,,2270.83333333333,,0,,,,,0,,0,0,51496.3301123536
120000,天津市,2010,5156.70310159916,4814.1010847885,5342.01733246355,5328.04062640566,7093.1,0,7093.1,,4814.1010847885,4838.68,4449.21,5489.85,3333.33,1875.0,4069.49699438637,,1323.23,1323.23,833.33,1428.57,4742.27,,1210.61776061776,2918.29094529013,3572.85714285714,0.0,1578.94736842105,,2104.25531914894,,0,,,,,0,,0,0,50992.3334086577
120000,天津市,2009,5122.35883445686,4903.34844995009,5243.24108215677,5280.44487540834,7018.09,0,7018.09,,4903.34844995009,4941.36,4409.15,5348.68,3333.33,1794.87,1574.85512557628,,1318.0,1283.89,952.38,769.23,4545.45,,1275.00899604174,2709.27924474506,3578.94736842105,0.0,625.0,,2175.29411764706,,0,,,,,0,,0,0,47363.4461975842
120000,天津市,2008,5088.78015788174,4872.31840653728,5212.79185352653,5217.78889477568,6997.34,0,6997.34,,4872.31840653728,4894.88,4404.04,5275.38,2500.0,1692.18287248336,713.588728372278,,1262.63,1246.04,769.23,769.23,4533.33,,1198.55470443706,2656.98946133546,3486.41975308642,0.0,1000.0,,2145.3488372093,,0,,,,,0,,0,0,44188.849139685
120000,天津市,2007,5046.23069175864,4824.98733810205,5169.46913575762,5175.6134618918,6968.64,0,6968.64,,4824.98733810205,4851.94,4274.02862985685,5246.02,,,464.624142870288,,1207.08,1228.26,833.33,833.33,4411.76,,1379.66804979253,2613.71648492281,3470.88607594937,0.0,1071.42857142857,,2059.52380952381,,0,,,,,0,,0,0,43617.1222729641
120000,天津市,2006,4990.67984384342,4825.91876208897,5084.83944066766,5182.37363451213,7320.54015636105,0,7320.54015636105,,4825.91876208897,4839.54041204437,4262.29508196721,5282.6937098164,1250.0,214.285714285714,434.782608695652,,1212.34386480529,1212.12121212121,1176.47058823529,714.285714285714,4477.61194029851,,1378.20977803569,2475.24752475248,3225.8064516129,0.0,1008.33333333333,,1939.56043956044,,0,,,,,0,,0,0,43216.3450980392
120000,天津市,2005,4779.94855037197,4796.6821768157,4771.18644067797,5149.59167085962,7293.4131736527,0,7293.4131736527,,4796.6821768157,4825.34611288605,4254.03225806452,5269.37481993662,3846.15384615385,625.0,,,1379.67914438503,1385.84974471189,1176.47058823529,1034.48275862069,4677.41935483871,,1364.46186509881,2562.9702970297,3431.89655172414,0.0,1063.63636363636,,2030.70175438597,,0,,,,,0,,0,0,41852.4136335595
120000,天津市,2004,4658.72763907318,4788.57702994673,4603.17910369055,5058.73224215578,8103.87143900657,0,8103.87143900657,,4788.57702994673,4837.03039901942,3908.4319023964,5061.74418351536,3902.27576974565,738.043774788576,,,1527.99952103457,1532.73317759672,1267.34693877551,1509.375,5696.79604063558,,1385.22427440633,2553.57279871973,3461.82165257704,0.0,1468.08510638298,,2010.95379717673,900.783289817232,900.783289817232,,,,,0,,0,0,44397.6945244957
120000,天津市,2003,4621.85199535064,4586.20689655172,4637.37486095662,5000.89285714286,8071.42857142857,0,8071.42857142857,,4586.20689655172,4586.20689655172,,5188.95116092874,4000.0,4097.01492537313,,,1931.88854489164,1974.11003236246,800.0,1500.0,5722.22222222222,,1340.6940509915,1950.06329113924,2973.14285714286,0.0,1072.22222222222,,1773.48623853211,866.666666666667,866.666666666667,,,,,0,,0,0,44769.481580511
120000,天津市,2002,4427.80954828761,4599.58289885297,4351.31872213967,4816.48682375395,7515.07032819826,0,7515.07032819826,,4599.58289885297,4598.55564995752,4655.1724137931,4851.48514851485,1666.66666666667,3238.48238482385,,,1529.92147305714,1557.26058539358,826.446280991736,1489.36170212766,5026.73796791444,,1392.0,1796.2,2905.7,0.0,1008.33333333333,,1548.0755265069,10666.6666666667,10666.6666666667,,,,,0,,0,0,45514.1143480293
120000,天津市,2001,4363.03308879486,4225.86691658857,4429.01582435418,4820.35605106995,6509.18635170604,0,6509.18635170604,,4225.86691658857,4225.86691658857,,5334.89428125443,1944.44444444444,3597.98361688721,1924.68619246862,,1752.42818764208,1793.01252471984,,,3961.35265700483,,1414.4,1900.0,2897.1,0.0,915.285943345804,,1676.46670028543,2578.125,2608.10810810811,,,,5101.88087774295,0,,0,0,43590.45829526
120000,天津市,2000,3586.29661751951,4888.24979457683,2879.57181088314,3929.70297029703,4093.22033898305,0,4093.22033898305,,4888.24979457683,4904.24646128227,3687.5,3121.18902439024,1600.0,2631.06796116505,3461.53846153846,,1053.92156862745,1138.72832369942,,,3238.09523809524,,1164.7,1260.8,2117.1,0.0,618.58407079646,,1138.04504072832,1725.0,1840,,,,6350,0,,0,0,41349.914276808
130000,河北省,2019,,6292.1,5488.6,5826.67719103825,6223.8,,,,6297.4,,,5829.0,,,,,2404.4,2463.2,,,6396.1,6563.9,1115.31217813527,,3855.05370298311,1770.06886047795,1462.06931473752,,,,,,,,,2228.15909020674,,,51760.9887499295,
130000,河北省,2018,5659.95231145383,6148.5652185033,5379.38323530615,5688.45369100093,6692.59212036211,,6692.59212036211,,6154.49686427084,6159.00749895546,5010.79913606911,5646.58758370325,3684.21052631579,3895.70552147239,1695.81047125788,2857.14285714286,2425.62731740968,2424.34623729588,1711.2810707457,1731.60173160173,6537.42428931429,6501.31796726537,1137.29946596505,3299.61640845625,3814.83328321936,1752.08653374903,1335.52973494692,958.170587522659,3019.29863681579,1420.47531992687,,1146.97406340058,,,2459.0660378057,2478.60354239302,51913.755734935,,51913.755734935,65444.8881250746
130000,河北省,2017,5750.90219365846,6335.10305360682,5421.54719918804,5780.47971137861,6722.30680910544,,6722.30680910544,,6337.5098722029,6342.32191216192,5109.88752731058,5743.35052535286,3534.45055238298,3536.70012547051,1647.51087644545,4520.00000000001,2311.29122881985,2434.02629675649,1548.97825612683,1678.72648335745,6327.16151261691,6308.18043292953,1089.66588228385,3279.3377125957,3876.02613000102,1700.15128815192,1423.04384599529,1000.99040291176,2805.80751813228,1378.5046728972,,,,,1655.90815311772,1639.97182655347,51237.9949652735,,51237.9949652735,67574.6055294816
130000,河北省,2016,5570.27450294044,6194.43545089531,5227.33452594176,5616.81675181978,6712.46794839598,,6712.46794839598,,6194.08790353948,6198.75952487025,5049.61020552774,5495.49521317433,3520.13993449629,3520.59925093633,1857.8772437729,4210.52631578948,2223.14413279472,2332.13542651787,1680.48229088169,1633.80281690141,5551.38085832037,5438.09845622188,1035.27740236338,3293.83231810514,3793.96786844865,1651.99734464341,1363.15016004456,1022.35923472674,2796.89549955519,2876.28865979381,1727.27272727273,,,,1660.8454499201,1638.84908746183,49784.2675529089,,49784.2675529089,67046.4904577334
130000,河北省,2015,5319.15803683065,6184.46697969997,4840.01530019667,5424.12310141355,6405.1936059734,,6405.1936059734,,6193.3043300566,6199.26219752156,4841.32748614198,5192.98473419155,3262.35575264917,3217.29333297797,1125.17504688184,4053.75481026217,1938.2309658541,1949.76574700926,1338.99340252672,1363.29744106429,3676.05652403695,3254.2877922809,801.882645984581,3283.05361239712,3716.08729762915,1683.08581793447,1381.25406107862,944.971426913817,2821.76429885407,2160.17316017316,2211.98156682028,,,,2182.81036834925,1872.83663808109,52015.4573028465,,52015.4573028465,66512.0256759561
130000,河北省,2014,5343.92741773336,6000.63316564473,4970.34200405913,5452.68184423623,6332.77635904209,,6332.77635904209,,6007.87792003283,6011.18828355301,4726.94768197243,5360.77842058326,3249.98165851202,3370.1749450754,1160.35671126688,4245.66922347667,2150.25021627546,2102.37843162123,1344.37780986096,1390.78370856251,3697.42553856114,3390.00674843015,928.618267944302,3221.02800431462,3666.84730335899,1610.65326633166,1369.58299264105,790.012695725772,2687.04080643598,2241.75824175824,2294.57364341085,,,,3001.0148849797,2691.80327868852,49574.0510063594,,49574.0510063594,65790.2252287746
130000,河北省,2013,5425.59639793672,5829.91108801206,5187.27204380003,5538.73334869273,6767.73305123134,,6767.73305123134,,5834.57257162376,5848.86255557445,2247.20108241686,5608.21147715605,3129.20502588462,3312.53391678079,1463.13851648296,3360.95251514001,1880.46068064675,1962.13090359265,1133.28311231112,1393.04673197131,4080.4388808107,3633.511083603,915.363060773637,3212.62592657941,3657.75724376856,1613.55577779798,1375.97261126673,1031.07881190299,2554.69011025727,2381.81818181818,2381.87702265372,,,,2252.51889168766,1806.76691729323,45583.8398722908,,45583.8398722908,64870.2752012323
130000,河北省,2012,5253.03133554514,5545.17344567237,5075.53295469914,5374.16854590615,5798.24676239585,0,5798.24676239585,,5550.86076727044,5559.3131173737,1914.54281559497,5585.64751504933,2680.13407982607,2747.72923230057,998.244022300228,4235.29411764706,1893.13191003938,2027.81819723156,1270.55531445415,1259.25586106648,3843.56743883229,3499.46550946746,922.818827688604,3145.72756965811,3580.5327007641,1564.44303930867,1338.09874723655,831.643658326143,2406.76543781469,2241.37931034483,2236.36363636364,,,,2210.70866141732,1725.44558210087,41910.9308885755,0,41910.9308885755,64053.6747845334
130000,河北省,2011,5155.13661905497,5317.1260417154,5056.5263131659,5293.78877590515,7248.79978255832,0,7248.79978255832,,5325.912839604,5326.01531432322,5258.41719395406,5584.03695682485,2643.60610574187,3547.09784769623,583.002666333418,5405.4054054054,2001.67713643554,2168.79460959608,1221.43505519509,1259.96234664422,3414.99650299988,3198.10214758211,983.035999005779,3128.84488914979,3578.93889380887,1436.18640038041,1402.59564688387,805.186376590762,1986.49654043598,2202.416918429,2233.76623376623,,,,2339.28571428571,1814.57242582897,37245.8963888222,0,37245.8963888222,63854.2470348299
130000,河北省,2010,4845.29268413189,5075.76084880283,4701.6915616513,4984.06607163254,6804.71649532235,0,6804.71649532235,,5085.17878259096,5086.32597511731,4419.50418040929,5213.98435511479,2537.85140341015,2802.5126206414,595.066607627882,5479.45205479452,1716.16866263409,1872.63988162877,1023.6872823195,911.939679596053,3340.81747924786,2858.3818458649,914.019250467367,3021.06528040382,3517.35297399844,1311.8674835489,1340.70683956267,662.011377786459,1577.13111660866,2212.41830065359,2257.83972125436,,,,2205.83248558834,1659.40902021773,34812.7798706376,0,34812.7798706376,62109.9914279718
130000,河北省,2009,4776.36971156575,5164.09235638557,4535.86453710278,4965.35641118044,6750.80304557675,0,6750.80304557675,,5179.00201231393,5180.19469031292,4366.57312818559,5127.23703024173,2277.05595306451,2800.45482333335,576.5683287944,4757.48884804498,1585.85290855827,1715.53335572758,932.101916459644,703.103045239755,2603.98280462566,1571.78191915481,997.11031979886,2885.0,3437.99969210243,1334.98217468806,1179.02097902098,322.0052877771,1302.01765447667,2104.5197740113,2262.1359223301,,,,2224.08026755853,1698.00332778702,24539.8866086401,0,24539.8866086401,63293.6446151529
130000,河北省,2008,4829.87692860424,5048.90161921549,4686.65230861224,5009.49308697723,6814.29614965571,0,6814.29614965571,,5057.39998014282,5058.50112562289,4287.71890235666,5311.64587179739,1870.89368346612,1878.86620472184,663.4927190742,,1749.93394219083,1938.93720407721,918.138481763776,987.043212052137,3640.72857276377,2350.54397405696,1068.72975890608,2952.25979955887,3417.40753391236,1469.46790540541,1117.97520661157,802.57957145829,1498.47068819031,1994.38202247191,2142.36111111111,,,,2029.88047808765,1448.55632370882,37850.6406578696,0,37850.6406578696,64018.8239578329
130000,河北省,2007,4671.97455473732,4937.79908151328,4499.41692131222,4867.16090342928,6783.9944328101,0,6783.9944328101,,4948.23331861389,4948.51950420327,4740.07941315499,5091.69546498938,2031.97134653042,2186.55636868972,714.689705149777,,1714.52297407377,1928.6968704015,965.065701893959,850.964937223682,3005.49997677286,1897.27930121737,1622.52547470485,2769.20438412417,3337.63769311515,1293.29313014424,1006.18556701031,270.052480108346,1282.05868999959,2717.42112482853,2199.38650306749,,,,2212.56544502618,2027.67857142857,33850.7653061224,0,33850.7653061224,61983.0108486472
130000,河北省,2006,4433.55958741715,4745.95856618329,4221.54117930462,4589.91485026651,5770.31443705624,0,5770.31443705624,,4750.30645206371,4751.443053357,3745.58303886926,4817.36652058846,2148.85397888231,2227.9792746114,172.730613744947,,1736.55356349089,1872.65917602996,971.039182282794,1174.83811285846,3747.04444355388,2455.74181419395,1054.41896185643,2753.30823242088,3227.48363312782,1349.4776119403,1016.60231660232,911.326860841424,1480.17204301075,3682.41206030151,2076.92307692308,820.0,,,2609.42408376963,2177.14285714286,40786.2885857861,0,40786.2885857861,59194.3575225221
130000,河北省,2005,4164.23086291553,4827.29354094818,3745.51291939334,4371.31991274718,5881.8161076888,0,5881.8161076888,,4839.13442203657,4840.50468558324,4185.1106639839,4458.91536565325,2230.95091394537,2425.23825172527,259.133215794006,,1538.23061451172,1664.11614675299,831.673306772908,950.0,3193.17221564982,2267.85840959069,1006.16135782376,2732.00007155251,3198.06057567401,1318.4641445511,957.030223390276,531.238489871087,1479.85821517932,3315.98173515982,2324.24242424242,560.0,,,2637.56756756757,1917.50972762646,40703.6259541985,0,40703.6259541985,58542.0581473234
