省份编码,省份,年份,水产品总产量(万吨),捕捞产量(吨),养殖产量(吨),鱼类产量(吨),虾蟹类产量(吨),贝类产量(吨),藻类产量(吨),海水产品产量(万吨),海洋捕捞产量(吨),海水养殖产量(吨),天然生产海水产品产量(万吨),人工养殖海水产品产量(万吨),鱼类海水产品产量(万吨),虾蟹类海水产品产量(万吨),贝类海水产品产量(万吨),藻类海水产品产量(万吨),淡水产品产量(万吨),淡水捕捞产量(吨),淡水养殖产量(吨),天然生产淡水产品产量(万吨),人工养殖淡水产品产量(万吨),鱼类淡水产品产量(万吨),虾蟹类淡水产品产量(万吨),贝类淡水产品产量(万吨)
370000,山东省,2006,683.7469,2476960.20667292,4756914,2736098,571269,3294151,538673,578.3299,2574098,3735008,257.4098,373.5008,166.9542,50.4666,328.3032,53.8673,105.41706860238,128063,1021906,12.8063,102.1906,106.6556,6.6603,1.1119
370000,山东省,2005,736.1381,2803602,4557779,2753617,526659,3153759,538095,626.1128,2680834,3580294,268.0834,358.0294,173.0402,46.8393,313.986,53.8095,110.0253,122768,977485,12.2768,97.7485,102.3215,5.8266,1.3899
370000,山东省,2004,718.152,2805630,4375890,2747720,535139,2979034,537437,612.097,2702130,3418840,270.213,341.884,176.4466,47.6055,296.4904,53.7437,106.055,103500,957050,10.35,95.705,98.3254,5.9084,1.413
370000,山东省,2003,706.225,2781602,4280642,2818498,536899,2861361,536002,604.1543,2680831,3360712,268.0831,336.0712,186.7444,48.3656,284.8122,53.6002,102.0701,100771,919930,10.0771,91.993,95.1054,5.3243,1.3239
370000,山东省,2002,695.0136,2799318,4150818,2724598,593612,3052455,475718,598.2623,2720554,3262069,272.1,326.2,180.9821,55.6088,304.3735,47.5718,96.7513,78764,888749,7.9,88.9,91.4777,3.7524,0.872
370000,山东省,2001,686.0957,2868788,3992169,2777176,581981,2930068,474672,583.0883,2780226,3050657,278.0226,305.0657,180.363,54.2217,292.0337,47.4672,103.0074,88562,941512,8.8562,94.1512,97.3546,3.9764,0.9731
370000,山东省,2000,698.2259,3168311,3813948,3021941,601644,2789383,458763,595.1085,3078395,2872690,307.8395,287.269,207.8906,53.8033,277.7947,45.8763,103.1174,89916,941258,8.9916,94.1258,94.3035,6.3611,1.1436
410000,河南省,2019,99.0858,112255,878603,899151,77461,5663,5,,,,,,,,,,99.0858,112255,878603,11.2255,87.8603,89.9151,7.7461,0.5663
410000,河南省,2018,98.3817,,,,,,,,,,,,,,,,98.3817,,,10.8321,87.5496,92.1637,5.2686,0.2145
410000,河南省,2017,94.673,,,,,,,,,,,,,,,,94.673,,,11.148,83.525,91.2411,2.6525,0.1542
410000,河南省,2016,128.3546,70597,1212949,1239406,33124,1935,230,,,,,,,,,,128.3546,70597,1212949,7.0597,121.2949,123.9406,3.3124,0.1935
410000,河南省,2015,102.373,51130,972600,990287,25112,1070,189,,,,,,,,,,102.373,51130,972600,5.113,97.26,99.0287,2.5112,0.107
410000,河南省,2014,91.764,49310,868330,887317,22524,731,168,,,,,,,,,,91.764,49310,868330,4.931,86.833,88.7317,2.2524,0.0731
410000,河南省,2013,85.013,46817,803313,822985,20354,693,186,,,,,,,,,,85.013,46817,803313,4.6817,80.3313,82.2985,2.0354,0.0693
410000,河南省,2012,71.721,41567,675643,689215,19054,592,252,,,,,,,,,,71.721,41567,675643,4.1567,67.5643,68.9215,1.9054,0.0592
410000,河南省,2011,65.473,38357,616373,632162,16815,1659,162,,,,,,,,,,65.473,38357,616373,3.8357,61.6373,63.2162,1.6815,0.1659
410000,河南省,2010,57.855,32350,546200,553312,18130,1639,1821,,,,,,,,,,57.855,32350,546200,3.2,54.6,55.3312,1.813,0.1639
410000,河南省,2009,53.765,30597,507053,513242,17889,1551,,,,,,,,,,,53.765,30597,507053,3.0597,50.7053,51.3242,1.7889,0.1551
410000,河南省,2008,50.576,29610,476150,484276,16783,1667,,,,,,,,,,,50.576,29610,476150,2.961,47.615,48.4276,1.6783,0.1667
410000,河南省,2007,45.6794,26548.4871782748,430245.583668021,438096,14539,1216,,,,,,,,,,,45.6794070846296,26548.4871782748,430245.583668021,2.6548,43.0246,43.8096,1.4539,0.1216
410000,河南省,2006,40.9777,25227.0662461099,576495,592945,16223,1099,,,,,0.0,0.0,0.0,0,0,0,40.9776566644088,37819,576495,3.7819,57.6495,59.2945,1.6223,0.1099
410000,河南省,2005,51.678,34569,482211,497481,14453,1428,,,,,,,,,,,51.678,34569,482211,3.4569,48.2211,49.7481,1.4453,0.1428
410000,河南省,2004,42.6958,28604,398354,412631,10311,693,,,,,,,,,,,42.6958,28604,398354,2.8604,39.8354,41.2631,1.0311,0.0693
410000,河南省,2003,38.95,26163,363337,376122,10261,463,,,,,,,,,,,38.95,26163,363337,2.6163,36.3337,37.6122,1.0261,0.0463
410000,河南省,2002,36.2179,21482,340697,347962,9704,1297,,,,,,,,,,,36.2179,21482,340697,2.1,34.1,34.7962,0.9704,0.1297
410000,河南省,2001,31.4631,15601,299030,303719,7287,663,,,,,,,,,,,31.4631,15601,299030,1.5601,29.903,30.3719,0.7287,0.0663
410000,河南省,2000,32.1661,19402,302259,310762,6624,1072,,,,,,,,,,,32.1661,19402,302259,1.9402,30.2259,31.0762,0.6624,0.1072
420000,湖北省,2019,469.5432,161750,4533682,3495470,1126049,6799,,,,,,,,,,,469.5432,161750,4533682,16.175,453.3682,349.547,112.6049,0.6799
420000,湖北省,2018,458.4045,,,,,,,,,,,,,,,,458.4045,,,18.1064,440.2981,349.3098,101.6521,0.8095
420000,湖北省,2017,465.4222,,,,,,,,,,,,,,,,465.4222,,,29.2961,436.1261,369.5296,86.9016,2.248
420000,湖北省,2016,470.8394,190167,4518227,3872792,748715,35407,,,,,,,,,,,470.8394,190167,4518227,19.0167,451.8227,387.2792,74.8715,3.5407
420000,湖北省,2015,455.8863,191002,4367861,3778834,696614,36804,,,,,,,,,,,455.8863,191002,4367861,19.1002,436.7861,377.8834,69.6614,3.6804
420000,湖北省,2014,433.3008,208068,4124940,3596676,650876,40828,,,,,,,,,,,433.3008,208068,4124940,20.8068,412.494,359.6676,65.0876,4.0828
420000,湖北省,2013,410.3732,213035,3890697,3450337,570227,41303,,,,,,,,,,,410.3732,213035,3890697,21.3035,389.0697,345.0337,57.0227,4.1303
420000,湖北省,2012,388.9476,213080,3676396,3301681,507490,41123,,,,,,,,,,,388.9476,213080,3676396,21.308,367.6396,330.1681,50.749,4.1123
420000,湖北省,2011,356.2198,205971,3356227,3086791,400251,41184,,,,,,,,,,,356.2198,205971,3356227,20.5971,335.6227,308.6791,40.0251,4.1184
420000,湖北省,2010,353.0935,263654,3267281,2992310,472778,33491,,,,,,,,,,,353.0935,263654,3267281,26.4,326.7,299.231,47.2778,3.3491
420000,湖北省,2009,333.8896,262154,3076742,2878774,400224,31980,,,,,,,,,,,333.8896,262154,3076742,26.2154,307.6742,287.8774,40.0224,3.198
420000,湖北省,2008,313.3937,302637,2831300,2764565,313330,32311,,,,,,,,,,,313.3937,302637,2831300,30.2637,283.13,276.4565,31.333,3.2311
420000,湖北省,2007,298.0434,363924.896932434,2616509.21213717,2664701,255016,37979,,,,,,,,,,,298.04341090696,363924.896932434,2616509.21213717,36.3925,261.6509,266.4701,25.5016,3.7979
420000,湖北省,2006,282.4355,364032.284606938,2886744,3095615,151457,46779,,,,,0.0,0.0,0.0,0,0,0,282.435549929153,427126,2886744,42.7126,288.6744,309.5615,15.1457,4.6779
420000,湖北省,2005,318.2065,450484,2731581,3008424,112585,42319,,,,,,,,,,,318.2065,450484,2731581,45.0484,273.1581,300.8424,11.2585,4.2319
420000,湖北省,2004,302.13,393660,2627640,2858214,104976,39171,,,,,,,,,,,302.13,393660,2627640,39.366,262.764,285.8214,10.4976,3.9171
420000,湖北省,2003,286.7643,404266,2463377,2708926,104153,37522,,,,,,,,,,,286.7643,404266,2463377,40.4266,246.3377,270.8926,10.4153,3.7522
420000,湖北省,2002,272.0393,389319,2331074,2557459,95532,49875,,,,,,,,,,,272.0393,389319,2331074,38.9,233.1,255.7459,9.5532,4.9875
420000,湖北省,2001,242.1754,313828,2107926,2271264,84827,49699,,,,,,,,,,,242.1754,313828,2107926,31.3828,210.7926,227.1264,8.4827,4.9699
420000,湖北省,2000,234.3402,412233,1931169,2206639,74876,47145,,,,,,,,,,,234.3402,412233,1931169,41.2233,193.1169,220.6639,7.4876,4.7145
430000,湖南省,2019,254.4116,80905,2463211,2136007,342148,16358,,,,,,,,,,,254.4116,80905,2463211,8.0905,246.3211,213.6007,34.2148,1.6358
430000,湖南省,2018,246.9383,,,,,,,,,,,,,,,,246.9383,,,8.9869,237.9514,213.6559,26.8881,1.7345
430000,湖南省,2017,241.5312,,,,,,,,,,,,,,,,241.5312,,,9.4928,232.0384,217.5978,16.7476,2.6796
430000,湖南省,2016,269.5681,108305,2587376,2534993,92815,26142,,,,,,,,,,,269.5681,108305,2587376,10.8305,258.7376,253.4993,9.2815,2.6142
430000,湖南省,2015,259.3776,108939,2484837,2483578,47223,25334,,,,,,,,,,,259.3776,108939,2484837,10.8939,248.4837,248.3578,4.7223,2.5334
430000,湖南省,2014,248.162,107744,2373876,2389943,31805,24351,,,,,,,,,,,248.162,107744,2373876,10.7744,237.3876,238.9943,3.1805,2.4351
430000,湖南省,2013,234.0595,104606,2235989,2254373,31391,23997,,,,,,,,,,,234.0595,104606,2235989,10.4606,223.5989,225.4373,3.1391,2.3997
430000,湖南省,2012,221.4376,104952,2109424,2133573,30609,23227,,,,,,,,,,,221.4376,104952,2109424,10.4952,210.9424,213.3573,3.0609,2.3227
430000,湖南省,2011,199.9353,96375,1902978,1922627,28977,21228,,,,,,,,,,,199.9353,96375,1902978,9.6375,190.2978,192.2627,2.8977,2.1228
430000,湖南省,2010,198.0,96668,1883332,1900155,27340,27517,,,,,,,,,,,198.0,96668,1883332,9.7,188.3,190.0155,2.734,2.7517
430000,湖南省,2009,188.06,110186,1770414,1799364,26833,30536,,,,,,,,,,,188.06,110186,1770414,11.0186,177.0414,179.9364,2.6833,3.0536
430000,湖南省,2008,178.5899,159525,1626374,1700349,30541,33171,,,,,,,,,,,178.5899,159525,1626374,15.9525,162.6374,170.0349,3.0541,3.3171
430000,湖南省,2007,170.0888,154492.791370824,1546395.19612197,1623367,27645,30460,,,,,,,,,,,170.08879874928,154492.791370824,1546395.19612197,15.4493,154.6395,162.3367,2.7645,3.046
430000,湖南省,2006,160.0386,146042.70068331,1678076,1758817,30345,31002,,,,,0.0,0.0,0.0,0,0,0,160.03856422214,168509,1678076,16.8509,167.8076,175.8817,3.0345,3.1002
430000,湖南省,2005,179.2164,185190,1606974,1725019,26809,23825,,,,,,,,,,,179.2164,185190,1606974,18.519,160.6974,172.5019,2.6809,2.3825
430000,湖南省,2004,166.1048,170303,1490745,1586118,25771,19888,,,,,,,,,,,166.1048,170303,1490745,17.0303,149.0745,158.6118,2.5771,1.9888
430000,湖南省,2003,156.5947,175582,1390365,1500712,24360,25332,,,,,,,,,,,156.5947,175582,1390365,17.5582,139.0365,150.0712,2.436,2.5332
430000,湖南省,2002,149.5595,170346,1325249,1428608,28744,23843,,,,,,,,,,,149.5595,170346,1325249,17.0,132.5,142.8608,2.8744,2.3843
430000,湖南省,2001,140.9648,156497,1253151,1349416,23330,25026,,,,,,,,,,,140.9648,156497,1253151,15.6497,125.3151,134.9416,2.333,2.5026
430000,湖南省,2000,133.2133,150442,1181691,1273403,20870,23561,,,,,,,,,,,133.2133,150442,1181691,15.0442,118.1691,127.3403,2.087,2.3561
440000,广东省,2019,866.4017,1372585,7291432,5332026,1101946,1995036,79483,455.4912,1263587,3291325,126.3587,329.1325,158.8229,81.5132,196.4293,7.9481,410.9105,108998,4000107,10.8998,400.0107,374.3797,28.6814,3.0743
440000,广东省,2018,842.4441,,,,,,,449.169,,,132.4431,316.7259,155.7298,79.3713,194.2424,7.9274,393.2751,,,11.5295,381.7456,357.5696,27.0963,3.6467
440000,广东省,2017,833.5387,,,,,,,451.8133,,,148.9063,302.907,160.9659,77.7332,191.5323,8.1666,381.7254,,,12.037,369.6884,345.3474,27.4986,4.685
440000,广东省,2016,873.7893,1648569,7089324,5300789,1087427,2104095,86411,466.3817,1525686,3138131,152.5686,313.8131,162.4437,77.0886,205.6588,8.6391,407.4076,122883,3951193,12.2883,395.1193,367.6352,31.6541,4.7507
440000,广东省,2015,858.2223,1684408,6897815,5228418,1033843,2080787,82996,459.2303,1560126,3032177,156.0126,303.2177,163.3615,72.0369,203.2901,8.2977,398.992,124282,3865638,12.4282,386.5638,359.4803,31.3474,4.7886
440000,广东省,2014,836.3406,1687851,6675555,5060168,1013957,2044858,82193,450.6007,1562026,2943981,156.2026,294.3981,158.7986,71.2174,199.7717,8.2173,385.7399,125825,3731574,12.5825,373.1574,347.2182,30.1783,4.7141
440000,广东省,2013,816.1268,1683846,6477422,4942241,958826,2020120,82786,442.4022,1554002,2870020,155.4002,287.002,159.3396,66.3193,196.9585,8.274,373.7246,129844,3607402,12.9844,360.7402,334.8845,29.5633,5.0535
440000,广东省,2012,789.5004,1696701,6198303,4719350,935830,1989998,78681,432.3435,1566073,2757362,156.6073,275.7362,156.7952,62.9683,192.4803,7.8651,357.1569,130628,3440941,13.0628,344.0941,315.1398,30.6147,6.5195
440000,广东省,2011,762.5332,1654913,5970419,4504513,902577,1969857,71660,418.2257,1526511,2655746,152.6511,265.5746,147.7793,60.1891,190.5124,7.1653,344.3075,128402,3314673,12.8402,331.4673,302.672,30.0686,6.4733
440000,广东省,2010,729.0299,1652942,5637357,4199156,844843,1900033,66188,401.5032,1524344,2490688,152.4,249.1,132.5189,56.9815,183.2209,6.6021,327.5267,128598,3146669,12.9,314.7,287.3967,27.5028,6.7824
440000,广东省,2009,702.5951,1651851,5374100,4029365,826240,1801308,68761,387.1498,1525341,2346157,152.5341,234.6157,126.6847,56.2707,173.5228,6.8761,315.4453,126510,3027943,12.651,302.7943,276.2518,26.3533,6.608
440000,广东省,2008,680.4121,1663205,5140916,3977117,759440,1732123,60056,376.8083,1538310,2229773,153.831,222.9773,131.7264,50.7315,166.5528,6.0056,303.6038,124895,2911143,12.4895,291.1143,265.9853,25.2125,6.6595
440000,广东省,2007,664.3357,1619887.02311947,5023469.86944913,3892898,786506,1786709,43213,373.1201,1501581,2229620,150.1581,222.962,135.0432,51.5166,172.0298,4.3213,291.215644605747,118306.355621085,2793850.09043638,11.8306,279.385,254.2466,27.134,6.6411
440000,广东省,2006,658.8434,1654041.15793838,5422482,4284499,751656,1966014,46912,373.5911,1685640,2419536,168.564,241.9536,152.4103,49.7015,189.0739,4.6912,285.252276243333,131890,3002946,13.189,300.2946,276.0396,25.4641,7.5275
440000,广东省,2005,695.2346,1850739,5101607,4145796,683408,1889520,39171,397.9516,1720459,2259057,172.0459,225.9057,151.6699,46.3135,181.1592,3.9171,297.283,130280,2842550,13.028,284.255,262.9097,22.0273,7.7928
440000,广东省,2004,664.5646,1840288,4805358,3980264,644902,1794016,34014,381.787,1710884,2106986,171.0884,210.6986,149.5536,42.6851,171.8566,3.4014,282.7776,129404,2698372,12.9404,269.8372,248.4728,21.8051,7.545
440000,广东省,2003,648.5465,1949901.9,4535563,3966757.6,588046.3,1776936,36123,379.2069,1819063,1973006,181.9063,197.3006,158.74,39.7037,170.2718,3.6123,269.33959,130838.9,2562557,13.08389,256.2557,237.93576,19.10093,7.4218
440000,广东省,2002,628.0635,1980269,4300366,3871824,508169,1716776,33168,374.3593,1847227,1896366,184.7,189.6,162.3354,36.9707,164.3346,3.3168,253.7042,133042,2404000,13.3,240.4,224.847,13.8462,7.343
440000,广东省,2001,609.6725,2013011,4083714,3863459,440873,1636056,25208,367.07,1880226,1790474,188.0226,179.0474,166.1504,34.8501,156.5535,2.5208,242.6025,132785,2293240,13.2785,229.324,220.1955,9.2372,7.0521
440000,广东省,2000,593.1865,2049982,3881883,3806061,372528,1600612,24118,360.4525,1914781,1689744,191.4781,168.9744,168.57,30.7598,152.5839,2.4118,232.734,135201,2192139,13.5201,219.2139,212.0361,6.493,7.4773
450000,广西壮族自治区,2019,342.1459,659995,2761464,1752194,480857,1080791,,199.4915,568945,1425970,56.8945,142.597,38.1393,46.8575,106.5718,,142.6544,91050,1335494,9.105,133.5494,137.0801,1.2282,1.5073
450000,广西壮族自治区,2018,331.9989,,,,,,,194.4161,,,58.0979,136.3182,39.1753,43.9218,103.2057,,137.5828,,,9.313,128.2698,132.6352,1.0048,1.3559
450000,广西壮族自治区,2017,320.7683,,,,,,,191.901,,,61.9658,129.9352,40.8749,43.4241,98.7,,128.8673,,,10.4605,118.4068,124.1207,0.9647,1.2398
450000,广西壮族自治区,2016,361.7653,803270,2814383,2099456,418899,964922,87,187.3182,658647,1214535,65.8647,121.4535,41.9556,40.5666,94.7961,,174.4471,144623,1599848,14.4623,159.9848,167.99,1.3233,1.6961
450000,广西壮族自治区,2015,345.9249,793402,2665847,2011100,396782,916819,81,179.7194,655028,1142166,65.5028,114.2166,41.3573,38.1211,89.988,,166.2055,138374,1523681,13.8374,152.3681,159.7527,1.5571,1.6939
450000,广西壮族自治区,2014,332.3956,787988,2535968,1932051,391212,869139,80,174.4361,653386,1090975,65.3386,109.0975,41.4586,37.6273,85.1907,,157.9595,134602,1444993,13.4602,144.4993,151.7465,1.4939,1.7232
450000,广西壮族自治区,2013,319.3444,785239,2408205,1838982,375064,849633,77,170.9849,653388,1056461,65.3388,105.6461,41.5569,36.0164,83.2495,,148.3595,131851,1351744,13.1851,135.1744,142.3413,1.49,1.7138
450000,广西壮族自治区,2012,303.87,800145,2238555,1762329,350804,797677,75,164.7922,670615,977307,67.0615,97.7307,42.8671,33.6364,78.0421,,139.0778,129530,1261248,12.953,126.1248,133.3658,1.444,1.7256
450000,广西壮族自治区,2011,289.2338,792680,2099658,1677897,325061,766295,72,159.3225,669421,923804,66.9421,92.3804,43.1402,31.134,74.9572,,129.9113,123259,1175854,12.3259,117.5854,124.6495,1.3721,1.6723
450000,广西壮族自治区,2010,275.5053,783944,1971109,1578371,301632,744944,70,154.4481,667073,877408,66.7,87.7,41.7471,28.826,72.8672,,121.0572,116871,1093701,11.7,109.4,116.09,1.3372,1.6272
450000,广西壮族自治区,2009,262.2793,780329,1842464,1515923,294909,705186,,149.0189,667684,822505,66.7684,82.2505,42.5682,28.211,68.8544,,113.2604,112645,1019959,11.2645,101.9959,109.0241,1.2799,1.6642
450000,广西壮族自治区,2008,249.9838,770390,1729448,1445693,276821,678203,,144.0596,664730,775866,66.473,77.5866,42.7543,26.439,66.1435,,105.9242,105660,953582,10.566,95.3582,101.815,1.2431,1.6768
450000,广西壮族自治区,2007,246.056,770852.280445946,1689706.78900264,1395599,275538,694707,219,143.3236,669591,763645,66.9591,76.3645,41.2014,26.2039,67.6611,0.0219,102.732356063247,101261.702778073,926061.857854393,10.1262,92.6062,98.3585,1.3499,1.8096
450000,广西壮族自治区,2006,236.3604,764540.367951134,2005550,1688755,300442,874403,275,141.0937,839773,929735,83.9773,92.9735,53.9461,28.5215,85.3136,0.0275,95.2666616861709,119065,1075815,11.9065,107.5815,114.9294,1.5227,2.1267
450000,广西壮族自治区,2005,284.1935,958934,1883001,1618547,281049,868712,173,173.9581,845786,893795,84.5786,89.3795,55.8786,26.4369,84.9429,0.0173,110.2354,113148,989206,11.3148,98.9206,105.9761,1.668,1.9283
450000,广西壮族自治区,2004,268.8879,909480,1779399,1499031,241899,857374,689,165.805,799488,858562,79.9488,85.8562,51.1365,22.7324,83.7105,0.0689,103.0829,109992,920837,10.9992,92.0837,98.7666,1.4575,2.0269
450000,广西壮族自治区,2003,264.6137,956326,1689811,1524576,214128,859887,628,168.7368,851042,836326,85.1042,83.6326,60.526,20.0784,83.9159,0.0628,95.8769,105284,853485,10.5284,85.3485,91.9316,1.3344,2.0728
450000,广西壮族自治区,2002,255.1456,961801,1589655,1443311,204458,861852,2117,166.4169,862969,801200,86.3,80.1,59.1269,19.4473,84.0871,0.2117,88.7287,98832,788455,9.9,78.8,85.2042,0.9985,2.0981
450000,广西壮族自治区,2001,247.7685,992107,1485578,1394329,189115,844222,,163.9807,893069,746738,89.3069,74.6738,58.8501,17.9149,82.5402,0,83.7878,99038,738840,9.9038,73.884,80.5828,0.9966,1.882
450000,广西壮族自治区,2000,239.8592,979955,1418637,1358336,180360,809909,15,159.4505,888417,706088,88.8417,70.6088,58.6269,17.1003,79.0393,0.0015,80.4087,91538,712549,9.1538,71.2549,77.2067,0.9357,1.9516
460000,海南省,2019,172.1571,1096229,625342,1354593,200062,38730,12242,135.0103,1079148,270955,107.9148,27.0955,99.0155,19.7626,3.7502,1.2242,37.1468,17081,354387,1.7081,35.4387,36.4438,0.2436,0.1228
460000,海南省,2018,175.8188,,,,,,,137.8071,,,108.388,29.4191,100.8578,19.9101,4.5531,2.0388,38.0117,,,1.3256,36.6861,37.3585,0.2653,0.0908
460000,海南省,2017,180.7899,,,,,,,144.8853,,,112.7331,32.1522,102.0773,21.7931,7.1747,2.3755,35.9046,,,1.3295,34.5751,34.9922,0.2432,0.1827
460000,海南省,2016,214.6379,1430472,715907,1724505,209943,72766,40270,168.7184,1407482,279702,140.7482,27.9702,127.5978,20.7274,7.0881,3.952,45.9195,22990,436205,2.299,43.6205,44.8527,0.2669,0.1885
460000,海南省,2015,204.8912,1384011,664901,1641049,196106,76825,39379,161.9757,1360725,259032,136.0725,25.9032,122.2248,19.3511,7.4992,3.8579,42.9155,23286,405869,2.3286,40.5869,41.8801,0.2595,0.1833
460000,海南省,2014,197.4357,1242164,732193,1573523,201105,71882,40148,149.0173,1220091,270082,122.0091,27.0082,109.9817,19.8623,7.0113,3.9318,48.4184,22073,462111,2.2073,46.2111,47.3706,0.2482,0.1769
460000,海南省,2013,183.1423,1142801,688622,1464793,186976,58469,36959,136.9335,1121263,248072,112.1263,24.8072,101.7059,18.4472,5.66,3.6317,46.2088,21538,440550,2.1538,44.055,44.7734,0.2504,0.1869
460000,海南省,2012,172.734,1130702,596638,1388106,167917,54833,34058,132.5427,1109325,216102,110.9325,21.6102,99.9486,16.5628,5.2989,3.3479,40.1913,21377,380536,2.1377,38.0536,38.862,0.2289,0.1844
460000,海南省,2011,160.2445,1071315,531130,1290557,151524,50492,31953,124.042,1050300,190120,105.03,19.012,94.1309,14.9332,4.8662,3.1396,36.2025,21015,341010,2.1015,34.101,34.9248,0.2192,0.183
460000,海南省,2010,149.48,1014225,480575,1194103,146418,48776,30976,117.8877,994715,184162,99.5,18.4,89.0528,14.4392,4.7075,3.0437,31.5923,19510,296413,2.0,29.6,30.3575,0.2026,0.1701
460000,海南省,2009,145.4899,980357,474542,1167423,141997,46328,28352,114.2795,961122,181673,96.1122,18.1673,86.7483,14.0064,4.4459,2.8352,31.2104,19235,292869,1.9235,29.2869,29.994,0.1933,0.1869
460000,海南省,2008,139.4,958663,435337,1117987,135970,38093,31624,110.8844,938789,170055,93.8789,17.0055,84.5376,13.403,3.6258,3.1624,28.5156,19874,265282,1.9874,26.5282,27.2611,0.194,0.1835
460000,海南省,2007,132.2724,925183.947717129,397539.977534704,999983,166168,47079,33822,108.0586,907114,173472,90.7114,17.3472,76.8495,16.4845,4.4609,3.3822,24.2137986316592,18069.9989788502,224067.987337742,1.807,22.4068,23.1488,0.1323,0.247
460000,海南省,2006,120.0131,860009.798200171,470084,1272798,205197,70875,43286,99.7717,1165104,215246,116.5104,21.5246,100.802,20.3314,6.6016,4.3286,20.2413623361447,24727,254838,2.4727,25.4838,26.4778,0.1883,0.4859
460000,海南省,2005,150.012932,1104054,396075.32,1127244,189000,67223,48062,127.056132,1079799,190762.32,107.9799,19.076232,91.152,18.7525,6.3966,4.8062,22.9568,24255,205313,2.4255,20.5313,21.5724,0.1475,0.3257
460000,海南省,2004,135.8484,1015153,343331,1026639,159514,58128,45269,115.052,990365,160155,99.0365,16.0155,83.5029,15.6423,5.4451,4.5269,20.7964,24788,183176,2.4788,18.3176,19.161,0.3091,0.3677
460000,海南省,2003,123.069,918280,312410,937807,142546,62420,39874,104.5128,895610,149518,89.561,14.9518,76.8959,13.8756,5.9291,3.9874,18.5562,22670,162892,2.267,16.2892,16.8848,0.379,0.3129
460000,海南省,2002,109.2951,811688,281263,800969,118420,112691,43633,91.8621,789122,129499,78.9,12.9,65.9121,11.6571,8.2058,4.3633,17.433,22566,151764,2.3,15.2,14.1848,0.1849,3.0633
460000,海南省,2001,95.5778,711782,243996,730650,87664,68018,39478,79.5664,691178,104486,69.1178,10.4486,59.3212,8.3551,6.5226,3.9478,16.0114,20604,139510,2.0604,13.951,13.7438,0.4113,0.2792
460000,海南省,2000,83.0642,618961,211681,646908,59146,61307,35377,67.586,598853,77007,59.8853,7.7007,51.3312,5.776,5.9058,3.5377,15.4782,20108,134674,2.0108,13.4674,13.3596,0.1386,0.2249
500000,重庆市,2019,54.1717,17601,524116,524790,11014,278,,,,,,,,,,,54.1717,17601,524116,1.7601,52.4116,52.479,1.1014,0.0278
500000,重庆市,2018,52.9581,,,,,,,,,,,,,,,,52.9581,,,1.8835,51.0746,51.7056,0.7661,0.0288
500000,重庆市,2017,51.513,,,,,,,,,,,,,,,,51.513,,,1.8943,49.6187,50.6499,0.5154,0.0404
500000,重庆市,2016,50.8427,20379,488048,501670,4158,425,,,,,,,,,,,50.8427,20379,488048,2.0379,48.8048,50.167,0.4158,0.0425
500000,重庆市,2015,48.0863,20358,460505,475224,3413,456,,,,,,,,,,,48.0863,20358,460505,2.0358,46.0505,47.5224,0.3413,0.0456
500000,重庆市,2014,44.3409,20333,423076,438735,2988,456,,,,,,,,,,,44.3409,20333,423076,2.0333,42.3076,43.8735,0.2988,0.0456
500000,重庆市,2013,38.5,14800,370200,380958,2215,472,,,,,,,,,,,38.5,14800,370200,1.48,37.02,38.0958,0.2215,0.0472
500000,重庆市,2012,33.072,14898,315822,327706,1931,460,,,,,,,,,,,33.072,14898,315822,1.4898,31.5822,32.7706,0.1931,0.046
500000,重庆市,2011,27.56,12955,262645,273217,1553,310,,,,,,,,,,,27.56,12955,262645,1.2955,26.2645,27.3217,0.1553,0.031
500000,重庆市,2010,22.43,10955,213345,222395,1114,236,,,,,,,,,,,22.43,10955,213345,1.1,21.3,22.2395,0.1114,0.0236
500000,重庆市,2009,20.39,9880,194020,202314,788,452,,,,,,,,,,,20.39,9880,194020,0.988,19.402,20.2314,0.0788,0.0452
500000,重庆市,2008,19.06,9862,180738,188866,758,560,,,,,,,,,,,19.06,9862,180738,0.9862,18.0738,18.8866,0.0758,0.056
500000,重庆市,2007,18.526,9834.24544742318,175426.224337126,177526,652,793,,,,,,,,,,,18.5260469784549,9834.24544742318,175426.224337126,0.9834,17.5426,17.7526,0.0652,0.0793
500000,重庆市,2006,16.4046,8839.64892127851,213944,222685,664,1750,,,,,0.0,0.0,0.0,0,0,0,16.4046037826819,12185,213944,1.2185,21.3944,22.2685,0.0664,0.175
500000,重庆市,2005,25.0568,13005,237563,246658,762,2022,,,,,,,,,,,25.0568,13005,237563,1.3005,23.7563,24.6658,0.0762,0.2022
500000,重庆市,2004,23.4134,12912,221222,230154,878,1858,,,,,,,,,,,23.4134,12912,221222,1.2912,22.1222,23.0154,0.0878,0.1858
500000,重庆市,2003,22.4893,12238,212655,219960,1238,2454,,,,,,,,,,,22.4893,12238,212655,1.2238,21.2655,21.996,0.1238,0.2454
500000,重庆市,2002,21.1568,12317,199251,206805,591,2225,,,,,,,,,,,21.1568,12317,199251,1.2,19.9,20.6805,0.0591,0.2225
500000,重庆市,2001,19.6967,12567,184400,193749,416,1256,,,,,,,,,,,19.6967,12567,184400,1.2567,18.44,19.3749,0.0416,0.1256
