省份编码,省份,年份,肉类产量(万吨),猪肉产量(万吨),牛肉产量(万吨),羊肉产量(万吨),牛奶产量(万吨),绵羊毛产量(吨),细羊毛产量(吨),半细羊毛产量(吨),山羊毛产量(吨),羊绒产量(吨),禽蛋产量(万吨),蜂蜜产量(万吨)
500000,重庆市,2019,163.805434,112.07168,7.26,6.77,4.19,1.33,,1.33,,,43.52,2.0839
500000,重庆市,2018,182.251777,132.16,7.2,6.76,4.89,1.42,,1.42,,,41.46,2.2023
500000,重庆市,2017,180.560112026002,129.97,7.28831202600217,6.8,5.05895645145412,4.0,,4.0,,,40.31,2.2984
500000,重庆市,2016,210.849639249755,151.30935,9.17,4.12,5.4534,4.0,,4.0,,,47.39,2.0147
500000,重庆市,2015,213.816012243775,156.15,8.83561098,3.81,5.44533,3.0,,3.0,,,45.36,1.899
500000,重庆市,2014,214.2062896234,158.54,8.35914,3.37,5.69,3.0,,3.0,,,43.21,1.7854
500000,重庆市,2013,207.84959,154.95,7.62,2.98809,6.8,4.0,,4.0,2.0,,41.09,1.5689
500000,重庆市,2012,201.2082,150.73,7.05,2.79,7.73,4.0,,4.0,2.0,,40.05,1.3812
500000,重庆市,2011,196.2795,148.55,6.65,2.61,8.0,4.0,4.0,,3.0,,37.42,1.2386
500000,重庆市,2010,192.4588407,147.5548,6.2722251,2.4453156,7.981911,4.0,4.0,,,,37.21772028,1.1915
500000,重庆市,2009,187.7029,146.5,5.9295,2.058,7.9422,4.0,4.0,,,,35.9661,1.0792
500000,重庆市,2008,177.4251275,140.6538,5.1886,1.7823275,7.7842,4.0,4.0,,,,41.2941,1.0289
500000,重庆市,2007,159.2671,130.2664,4.1753,1.5985,8.7095,4.0,4.0,,,,32.3499247058336,0.8458
500000,重庆市,2006,151.471615264056,124.7579965872,3.860649819,1.48045102785609,8.3456,4.0,4.0,0.0,8.0,,30.3185798555141,0.6773
500000,重庆市,2005,177.9568,143.8349,5.8324,3.5883,8.6076,4.0,4.0,,2.0,,39.1482,0.6293
500000,重庆市,2004,168.4445,137.1162,5.7293,3.4045,8.5143,4.0,4.0,,2.0,,36.5516,0.6231
500000,重庆市,2003,160.5516,132.0965,5.3281,2.7193,9.0608,5.0,5.0,,11.0,,35.3554,0.601
500000,重庆市,2002,152.9855,126.9273,5.0311,2.3628,8.1,8.0,8.0,,4.0,,31.5797,0.4911
500000,重庆市,2001,146.2803,122.6351,4.71,2.05,6.8,6.0,6.0,,,,29.7922,0.3849
500000,重庆市,2000,153.6057,132.1499,4.4043,1.8828,5.6,6.0,6.0,,,,27.8919,0.4437
510000,四川省,2019,559.530325732082,353.44895162478,36.4335091264874,27.0807,66.74,5519.0,1735.0,2863.0,569.0,142.0,161.7031,5.52526
510000,四川省,2018,664.739398656566,481.202649003477,34.4687881991366,26.3065,64.238,5475.0,1719.0,2847.0,558.0,140.0,148.8026,5.4287
510000,四川省,2017,653.816840001193,472.230273801253,33.3109340761226,27.2368338416225,63.70118707533,5840.08290757204,1841.21992109129,3055.00935696224,524.048440120464,141.657844719702,144.5,5.76677140024151
510000,四川省,2016,696.293928348575,494.481962095553,36.858163756,26.8872989552048,62.759790222,6422.0,1938.0,3491.0,593.0,144.0,148.120224784923,4.8791
510000,四川省,2015,706.795064669452,512.416541031661,35.372518,26.3490684656244,67.4836454,6375.0,1854.0,3438.0,583.0,143.0,146.6533068,4.803
510000,四川省,2014,714.744788567225,527.177511349446,33.3703,25.3085,70.8118,6232.0,1733.0,3303.0,271.0,89.0,145.3452,4.7156
510000,四川省,2013,690.394208659253,510.8318208,31.0909461100098,24.547929,70.6324926844602,6106.0,1671.0,3243.0,695.175,33.825,145.2,4.5442
510000,四川省,2012,670.230937794736,496.4352,29.2758437947361,24.0195,71.7081144004672,7359.0,1033.0,4371.0,535.0,33.0,146.439306,4.7636
510000,四川省,2011,651.1665,484.8,28.9294,23.9,71.2033746786051,7152.0,967.0,4206.0,510.0,30.0,144.846,4.3344
510000,四川省,2010,656.638893850889,492.213873014366,29.4050299914744,24.8000908450483,69.8072300770638,7060.0,887.0,4151.0,461.0,34.0,144.391986383207,4.3048
510000,四川省,2009,632.810283156059,474.1944826728,28.913500483259,24.3,68.1711231221326,6949.0,862.0,4039.0,516.0,27.0,144.103778825555,4.5044
510000,四川省,2008,591.5210572,436.2414744,28.6764488,23.998307,66.076422,6627.0,784.0,3513.0,555.0,18.0,143.0147,4.1923
510000,四川省,2007,564.170176870907,408.4658,28.5995894361472,23.79678743476,64.9821,6552.0,722.0,3567.0,690.0,33.0,145.218467203789,4.2041
510000,四川省,2006,621.2437916388,481.8,26.4363883488,21.83600329,62.0428,6047.0,827.0,3024.0,579.0,23.0,141.125818468211,3.8863
510000,四川省,2005,653.5507,513.687,28.4986,20.0051,58.5645,5801.0,804.0,2895.0,495.0,21.0,157.1682,3.4704
510000,四川省,2004,609.1304,480.2,27.0,18.8,52.6128,5375.0,712.0,2455.0,426.0,23.0,145.2134,3.2613
510000,四川省,2003,581.7688,461.6,25.6,17.4,45.44,5059.0,456.0,2254.0,412.0,21.0,133.612,3.2944
510000,四川省,2002,568.0127,458.85,23.64,16.8,38.9,4800.0,378.0,2129.0,433.0,30.0,121.1137,2.9396
510000,四川省,2001,541.336,441.2,22.3,16.3,33.0,4288.0,351.0,1814.0,384.0,43.0,108.759,2.6567
510000,四川省,2000,555.545,419.1007,23.8252,16.2445,28.5,4108.0,291.0,1624.0,398.0,25.0,99.6996,2.2681
520000,贵州省,2019,205.870557,150.32,21.51,4.9797,5.29,613.37,165.75,447.62,77.09,7.4,22.95,0.401798
520000,贵州省,2018,213.731669,164.84,19.9,5.03,4.58,600.2,166.3,433.9,84.6,8.1,20.03,0.379292
520000,贵州省,2017,206.465043533955,160.1,19.06,4.81,4.40424676587091,597.0,160.0,436.0,84.0,10.0,18.69,0.3566
520000,贵州省,2016,199.2820042,154.9620842,17.85,4.4982,6.39,589.5,154.3,435.2,78.3,9.1,18.3,0.30748
520000,贵州省,2015,201.94395,160.74905,16.76,4.2,6.2,537.4,140.0,397.4,70.4,8.5,17.33,0.30173
520000,贵州省,2014,201.805372196123,165.55,14.68,3.75230435612316,5.71,405.2,107.97,297.23,59.79,1.03,16.2,0.254451
520000,贵州省,2013,199.73541650105,163.73,14.131,3.50682650104969,5.4519,462.513,104.733,288.3,58.0,1.0,15.44,0.2468
520000,贵州省,2012,190.26918,156.13,13.04,3.53,5.1,453.0,81.0,288.0,66.0,,14.65,0.20521
520000,贵州省,2011,179.972956616191,148.29,12.0,3.37,4.85,438.5,126.0,309.0,158.1,3.0,13.65,0.20292
520000,贵州省,2010,179.08777,148.0857,11.9928,3.4,4.58878,441.2,131.0,303.2,53.0,3.0,12.505,0.18935
520000,贵州省,2009,169.6259,140.1,11.4,3.23,4.49,434.0,105.0,329.0,38.0,3.0,12.2,0.2017
520000,贵州省,2008,161.455445643354,134.601349108826,10.2194920738519,3.03718679888704,4.2668,426.0,100.0,326.0,13.0,3.0,10.815,0.3093
520000,贵州省,2007,150.592239701043,125.6337595637,9.46519341768,2.7816443445,4.0636,426.0,67.0,359.0,23.0,4.0,10.3458969926702,0.1988
520000,贵州省,2006,163.824214486622,138.844731845,9.101147517,2.7405363,4.0884,385.0,65.0,320.0,22.0,1.0,10.0153891506972,0.2255
520000,贵州省,2005,167.508127,136.686227,12.4992,5.501,3.7522,346.0,59.0,287.0,10.0,1.0,11.1106,0.1675
520000,贵州省,2004,147.950108,119.991026,11.382704,5.01921,3.562625,318.16,56.43,261.73,30.0,2.0,9.920174,0.1784
520000,贵州省,2003,152.52783,126.934473,10.126961,4.4975,3.377216,347.23,63.0,284.23,27.0,1.0,9.116213,0.1394
520000,贵州省,2002,138.639043,115.2135,8.970693,4.494437,2.5,301.68,48.0,253.68,36.08,,7.92714157934628,0.173606
520000,贵州省,2001,131.655762,110.884434,7.5792,4.3425,2.0,287.31,42.0,245.31,44.0,,7.004916,0.1423
520000,贵州省,2000,123.82109,104.80899,6.9854,4.2127,1.7,273.0,39.0,220.0,26.0,,6.5259,0.1567
530000,云南省,2019,405.8702126456,287.54328,39.0139031952,20.0275181954,59.874806,1317.0,285.0,923.0,103.0,130.0,35.7997460376,1.1413
530000,云南省,2018,427.157429,323.81,36.020592,18.635222,58.21,1534.0,304.0,1005.0,102.0,6.0,32.718312,1.1988
530000,云南省,2017,419.152864456674,320.160988829502,35.82,18.1478868466783,56.8316979939756,1607.0,208.0,1121.0,110.0,4.0,30.3190508709119,1.1204
530000,云南省,2016,375.631489091272,283.676547912958,35.2418815928678,15.1333595854456,56.93,1411.0,235.0,895.0,96.0,13.0,26.44,1.116
530000,云南省,2015,378.306398547685,288.5824495554,34.28198598528,14.9835243420253,54.999,1369.0,183.0,905.0,96.0,8.0,25.98246,1.0218
530000,云南省,2014,378.523532869955,292.3834342,33.57687168,14.5527625699547,58.2,1411.0,215.0,865.0,87.0,6.0,24.26,0.9751
530000,云南省,2013,359.400721592068,275.9636,31.79628,13.999771592068,54.51,1741.475,161.0,1487.947,632.44,10.56,23.24,0.7302
530000,云南省,2012,348.679158,264.08,31.857258,13.5512,53.69975,1699.0,165.0,1103.0,149.0,10.0,22.1263,0.7511
530000,云南省,2011,324.3575,243.86,30.691,13.03,52.39,1602.0,172.0,1074.0,155.0,5.0,21.65,0.7352
530000,云南省,2010,321.3733101316,242.52625145,29.8909704,12.9032977944,50.4070626,1865.0,237.0,1310.0,70.0,9.0,20.7962094,0.6453
530000,云南省,2009,304.59429,230.8235,27.9878,12.0704376,48.3753,1744.0,231.0,1002.0,104.0,,20.7547,0.6903
530000,云南省,2008,288.2861,219.5805,26.1248,11.4738,44.6705,1489.0,191.0,962.0,86.0,3.0,19.4116,0.6338
530000,云南省,2007,266.097942782783,203.59924,24.7747231272703,10.187,42.3467,3862.0,288.0,1155.0,76.0,3.0,17.9513400029963,0.6239
530000,云南省,2006,293.887484760852,235.9,22.92589453712,9.31530997,36.3991,1999.0,521.0,1092.0,101.0,3.0,16.8874317996203,0.666
530000,云南省,2005,298.5982643,244.1869,21.7263,10.1047,30.91042,1959.08,312.91,1141.09,63.28,4.0,18.995413,0.645007
530000,云南省,2004,277.7983,228.3367,19.8141,8.948,26.855,1704.0,316.0,1064.0,75.0,1.0,16.486,0.6737
530000,云南省,2003,253.6854,208.7681,17.5817,8.1781,21.7489,1758.0,338.0,937.0,100.0,6.0,14.3853,0.6787
530000,云南省,2002,235.8334,195.8607,15.6801,7.1962,17.5,1569.0,325.0,963.0,92.0,34.0,13.1574,0.6365
530000,云南省,2001,219.5391,183.685,13.8199,6.3393,15.6,1660.0,319.0,1121.0,90.0,9.0,11.8038,0.6331
530000,云南省,2000,204.8666,172.6359,12.7679,5.8041,13.0,1690.0,365.0,1085.0,118.0,,10.6295,0.6729
540000,西藏自治区,2019,28.3753506398148,0.830019,21.150599,5.771324,42.392431,7590.49,1223.36,2041.06,843.53,793.47,0.536644,0.005428
540000,西藏自治区,2018,28.395668,1.0452,20.86,5.8641,36.44,7967.72,1345.84,2266.96,937.24,853.37,0.493135,0.002218
540000,西藏自治区,2017,32.0658626500551,1.14,22.54,6.35,37.06,7857.0,914.843,2937.7,1029.64,834.225,0.5,
540000,西藏自治区,2016,27.7169233604176,1.543281160512,16.1787272784112,8.22969972088248,29.7347150059917,7771.32447,788.29187,2609.53634,834.2701,971.07169,0.479600221115579,
540000,西藏自治区,2015,28.0240775263734,1.52800114902178,16.5089053861338,8.22969972088248,30.0350656626179,7686.77,780.487,2586.26,826.01,962.41,0.479600221115579,
540000,西藏自治区,2014,26.3872927639811,1.54187805148515,16.0436398310339,7.88062606788964,28.991376122218,7607.29,503.54,2781.58,841.79,924.47,0.476739782421053,0.00167
540000,西藏自治区,2013,26.824797243934,1.4974008,15.94355954418,8.566892488896,26.967066,8027.92,369.4086,2885.23,825.29,922.99,0.468520131,0.005546
540000,西藏自治区,2012,25.19389662316,1.4552,15.05529702,8.50918,25.5612,8768.31,267.3,3276.95,1428.54,1006.18,0.429441,0.00988
540000,西藏自治区,2011,26.135048914,1.36,14.77458,8.63,23.8,8514.26,443.05,3091.82,1582.04,1017.57,0.3329,0.005387
540000,西藏自治区,2010,24.984240844,1.263246,14.77458,8.70682,23.28255765,8171.75,997.28,1681.52,1305.87,1116.97,0.2858000086985,
540000,西藏自治区,2009,24.02711,1.217,14.22,8.38,22.9815,8837.0,669.0,1501.0,1224.0,550.23,0.284831581322005,
540000,西藏自治区,2008,23.7797399229115,1.209,14.1865979229115,8.281032,22.9815,8658.99,449.14,1830.95,1375.14,932.55,0.284831581322005,
540000,西藏自治区,2007,23.7160027541565,1.209,14.1865979229115,8.17904673312,22.9815,9291.0,277.0,3038.0,1160.0,932.27,0.284831581322005,
540000,西藏自治区,2006,22.6685172376468,1.3,12.8969072026468,8.32896816,21.568413,8920.02,829.43,3215.09,1230.84,934.86,0.286550886641856,0.0292
540000,西藏自治区,2005,21.459096,1.221703,12.76241,7.474983,21.21193,8718.36,336.13,2004.91,1225.68,906.49,0.4043,0.029164
540000,西藏自治区,2004,20.825,1.0418,12.1891,7.5941,20.289,9125.0,157.0,3447.0,1153.0,853.0,0.2937,0.0132
540000,西藏自治区,2003,19.0128,0.8758,10.7699,7.3671,19.627,8746.0,196.0,3324.0,1181.0,853.0,0.2185,0.0112
540000,西藏自治区,2002,17.2176,0.9182,9.4034,6.896,19.0,8472.0,147.0,2970.0,1468.0,815.0,0.2539,0.0015
540000,西藏自治区,2001,16.0069,0.8338,8.9433,6.2298,18.1,8101.0,125.0,5719.0,1051.0,705.0,0.2424,0.002
540000,西藏自治区,2000,14.9,0.79343,8.476985,5.663346,16.2,7947.49,103.12,5417.75,1833.74,682.49,0.202852,0.002612
610000,陕西省,2019,109.534663446794,80.9400056555996,8.49470926946672,9.25,107.77198608,2962.85,1009.42,1648.03,1690.05,1438.0,64.109465541,0.6921343
610000,陕西省,2018,114.450576482492,86.5668509685557,8.23667119873033,9.56735200593166,109.74744,3059.31,1044.05,1679.73,1747.31,1478.26,61.584501,0.5677486
610000,陕西省,2017,113.408806492367,85.8342289923673,8.332958,9.8,107.275086463049,3107.6,1086.3,1704.8,1744.0,1492.53,60.08244,0.564721
610000,陕西省,2016,111.723703,85.899,8.028,7.9946,140.20167,5015.68,1805.4,2562.83,2326.02,1886.68,59.32,0.7362118
610000,陕西省,2015,116.2316971,90.42,7.9,7.81033,141.19,5934.47,2500.5,2740.17,2371.85,1971.84,58.055,0.655013
610000,陕西省,2014,116.7459742325,91.8,7.681152,7.488432,144.67,7184.52,2801.01,3153.42,2868.55,2205.31,54.5,0.6266173
610000,陕西省,2013,112.564584943662,88.343,7.5225,7.03848494366197,141.091,6854.0,2634.0,2581.0,3113.47,1714.0,55.4,0.5308137
610000,陕西省,2012,107.09285,83.45,7.50085,6.8541,141.7645,6682.0,2971.0,2142.0,2881.0,1714.0,51.8593,0.4989
610000,陕西省,2011,99.599003,77.3,7.39,6.7,140.5,6074.63,2606.06,1891.46,2248.52,1642.32,50.3,0.4457314
610000,陕西省,2010,102.62352,79.125,7.30002,7.2635,137.45796,6921.0,3092.0,2215.0,2320.0,1496.0,47.06978,0.4272
610000,陕西省,2009,98.6812,75.0,7.8,7.3,149.2,5655.0,2515.0,1507.0,2152.0,1217.0,48.05,0.4065
610000,陕西省,2008,99.3837119929541,73.47,7.58516151822,7.3666504747341,149.0222,3700.0,1006.0,831.0,1692.0,883.0,48.2,0.4948
610000,陕西省,2007,96.0175443541599,70.1539660302649,7.58516151822,7.002519462675,149.0222,5121.0,1897.0,1473.0,1834.0,1029.0,43.292505393191,0.3774
610000,陕西省,2006,102.06661022158,77.51819450858,7.122217388,6.430229075,127.3645,5611.0,2100.0,1404.0,1764.0,1027.0,41.035550135726,0.3319
610000,陕西省,2005,102.82321,68.41561,11.8714,9.3368,113.3389,5868.0,2205.0,1737.0,1338.0,793.0,48.7289,0.2882
610000,陕西省,2004,101.63051,69.91941,11.1632,8.4354,96.1935,5286.0,2349.0,1733.0,1230.0,835.0,48.3789,0.2817
610000,陕西省,2003,92.06809,61.96989,10.47,7.9433,74.2077,4187.0,1872.0,450.0,1148.0,765.0,49.0472,0.31
610000,陕西省,2002,86.98842,60.22182,9.3908,6.8501,54.0,3220.0,1601.0,388.0,1055.0,637.0,46.3563,0.2923
610000,陕西省,2001,85.532995,61.836495,8.1703,5.7542,43.5,3415.0,2050.0,332.0,896.0,586.0,42.4777,0.2588
610000,陕西省,2000,83.2177,60.9424,7.8569,5.3976,39.2,3593.0,2080.0,390.0,1007.0,546.0,42.4866,0.2842
620000,甘肃省,2019,101.673341,47.9688,22.7482,25.0,44.1,30453.93,8369.55,5327.88,1623.11,324.62,15.1,0.491432
620000,甘肃省,2018,101.207875,50.6,21.4,23.6,40.5,29292.97,9140.32,5180.88,1620.51,324.1,14.1,0.392233
620000,甘肃省,2017,99.137924523819,49.882,20.961,22.758,40.4,27529.6333982497,8095.10820809296,5667.73853728818,1898.34673307404,455.47255210628,13.8305,0.220168
620000,甘肃省,2016,97.3229,48.9712,20.02,21.05,39.998,29828.0,10147.0,6823.0,1986.0,463.0,15.057,0.1857
620000,甘肃省,2015,96.3482,50.8,18.8,19.63,39.31,32152.0,9974.0,6712.0,1988.0,398.0,15.29,0.1685
620000,甘肃省,2014,95.4729753948,52.7,18.06,17.91,39.6,31866.0,9693.0,6603.0,2141.0,428.0,15.45,0.1484
620000,甘肃省,2013,91.0108,50.787,17.16,16.569,38.50387164,29991.0,9602.0,6390.0,2003.0,400.0,14.5,0.1189
620000,甘肃省,2012,87.81414,48.6,16.72104,15.9,37.97226,29484.0,9350.0,6143.0,1906.0,381.0,14.7,0.1003
620000,甘肃省,2011,83.75302,45.81,16.14,15.43,37.01,28993.0,9349.0,5881.0,1877.0,375.0,14.2,0.0888
620000,甘肃省,2010,84.36194,46.2984,16.07969,15.6,36.281644,27546.0,8099.0,5229.0,1696.0,,13.80965,0.094
620000,甘肃省,2009,82.8828,45.84,15.07,15.64,37.66,26127.0,8544.0,5516.0,1762.0,359.0,13.9,0.0852
620000,甘肃省,2008,79.0991,42.92,14.77,15.35,34.6925,24733.0,7767.0,5054.0,1711.0,342.0,11.88,0.1051
620000,甘肃省,2007,76.8857,41.8,14.5,14.6,34.6925,22365.0,7484.0,4389.0,1860.0,434.0,12.364379029079,0.1257
620000,甘肃省,2006,80.460467919717,46.3723321761,13.91919936,14.068288835617,35.9073,21738.0,7201.0,4585.0,1948.0,423.0,12.157698160353,0.1309
620000,甘肃省,2005,82.09612,50.4612,12.81312,12.4608,31.1867,21134.0,7064.0,4534.0,1794.0,416.0,14.4803,0.1237
620000,甘肃省,2004,76.64054,48.19824,11.27196,11.22864,25.5116,20148.0,5831.0,3992.0,1633.0,327.0,13.7287,0.1338
620000,甘肃省,2003,75.88442,48.66264,10.653,10.57328,22.184,16976.0,5709.0,4013.0,1646.0,370.0,13.4419,0.1477
620000,甘肃省,2002,70.12536,46.00872,9.487,9.33904,16.8,15314.0,5277.0,3229.0,1573.0,356.0,12.4102,0.141
620000,甘肃省,2001,65.133655,43.389735,8.71514,8.36108,15.2,14676.0,5354.0,2999.0,1560.0,351.0,11.9078,0.1807
620000,甘肃省,2000,58.8595,38.9243,7.8507,7.5341,13.3,14145.0,5274.0,3044.0,1559.0,503.0,11.1737,0.1846
630000,青海省,2019,37.40745,7.7,14.6298,13.93045,34.87,18245.0,2233.0,7098.0,817.0,379.0,2.34,0.0153
630000,青海省,2018,36.5322,9.15,13.18,13.12,32.57,17600.0,2279.0,6873.0,700.0,355.0,2.33,0.164
630000,青海省,2017,35.3037,8.67,12.86,12.68,32.4279405538221,17834.0,2070.0,6146.0,844.0,411.0,2.46,0.1529
630000,青海省,2016,36.0449177432305,10.5051492,12.1810397553517,11.9816287878788,33.0,17506.0,2062.0,6787.0,872.0,435.0,2.39294117647059,0.1526
630000,青海省,2015,34.7438581854324,10.3194,11.49,11.55764,31.5,17365.0,2094.0,5525.0,888.0,422.0,2.26,0.1536
630000,青海省,2014,33.3900553524,10.53,10.61,10.92,30.5,17110.0,572.0,6188.0,931.0,397.0,2.18,0.1533
630000,青海省,2013,31.8076701547153,9.90256,10.277,10.5297187547153,27.55,17928.0,444.0,6699.0,955.0,425.0,2.26,0.1531
630000,青海省,2012,30.47256,9.44396,9.5613,10.3873,27.55312,18076.0,469.0,5692.0,1073.0,398.0,2.01,0.1029
630000,青海省,2011,28.8397607,9.16,8.7,9.94,26.96,17537.0,525.0,5185.0,1874.0,414.1,1.76,0.1044
630000,青海省,2010,28.287996,9.182808,8.45883,9.78,26.21538552,16894.0,873.0,4796.0,1083.0,417.48,1.5590379,0.1059
630000,青海省,2009,26.9078,9.192,8.1,8.8466,25.3142,14573.0,690.0,4531.0,805.0,416.0,1.5151,0.1043
630000,青海省,2008,25.5131,8.7409,7.2767,8.6723,25.2757,14560.0,585.0,3789.0,809.0,347.0,1.3903,0.103
630000,青海省,2007,31.4364936182336,7.5777,14.52,8.6814,24.9826,14551.0,462.0,4256.0,827.0,355.0,1.25799834179289,0.0561
630000,青海省,2006,25.6992100048737,7.9333638375,8.80241801080238,8.34009833897135,23.8,16505.0,429.0,4341.0,1156.0,357.0,1.2026752789607,0.0546
630000,青海省,2005,25.7522,8.5506,7.4356,9.1581,23.6166,16501.0,662.56,4382.36,1151.0,355.0,1.3884,0.0548
630000,青海省,2004,24.8167,8.0136,7.2983,8.8438,22.75,16629.0,743.0,4515.0,1105.0,341.0,1.4062,0.0746
630000,青海省,2003,23.6651,7.4195,7.0932,8.4919,22.1398,16483.0,450.0,3873.0,866.0,319.0,1.4005,0.0484
630000,青海省,2002,22.7875,7.1703,7.0293,8.0001,22.0,15930.0,1043.0,4670.0,763.97,314.0,1.3672,0.0481
630000,青海省,2001,22.1856,7.0037,6.9973,7.6269,21.7,15775.0,346.0,4308.0,791.0,313.0,1.2941,0.0048
630000,青海省,2000,20.8323,6.953,6.3529,7.0011,20.6,15588.0,308.0,4447.0,745.0,310.0,1.3392,0.0051
640000,宁夏回族自治区,2019,33.5270879237156,7.8159083411515,11.4557902194617,10.4064806665796,183.360142294345,9981.0,3042.0,2975.0,718.0,626.0,13.8601370601721,0.1355
640000,宁夏回族自治区,2018,34.1381894255746,8.83989943425257,11.5158388217689,9.90486283769002,168.288158893773,9746.0,4380.0,2221.0,786.0,663.0,14.37697634,0.1149
640000,宁夏回族自治区,2017,33.4626301913189,8.90797564933465,10.9178908,9.90603284538524,160.065903875897,10898.0,3801.0,3058.0,835.0,609.0,15.2711766950216,0.1101
640000,宁夏回族自治区,2016,30.886608631244,7.465858499244,10.4239362,10.523526344,139.4654098465,10878.0,3812.0,3012.0,784.0,589.0,9.65532630948794,0.1018
640000,宁夏回族自治区,2015,29.2216677649769,7.0833016524185,9.74665324468082,10.111439859336,136.531202662,10048.0,2588.0,2887.0,853.0,532.0,8.776389808,0.1041
640000,宁夏回族自治区,2014,28.50680455,7.651375,8.79412,9.514,135.74,10269.0,1727.0,2785.0,846.0,491.0,8.30316305732484,0.0971
640000,宁夏回族自治区,2013,27.3717592971682,7.092271,8.67,9.03660172272819,104.19,9237.0,1648.0,2107.0,844.0,476.0,7.44,0.1037
640000,宁夏回族自治区,2012,26.52684862,7.66732,7.90636,8.45445,103.488,8317.0,1470.0,1796.0,796.0,450.0,6.18,0.0946
640000,宁夏回族自治区,2011,25.2387,7.32,7.48,7.85,96.0,7612.0,895.0,1899.0,623.0,448.0,7.29,0.0864
640000,宁夏回族自治区,2010,25.713344,8.528876,7.491848,7.3,84.54788,6889.0,374.0,1827.0,535.0,378.0,7.150132,0.0826
640000,宁夏回族自治区,2009,25.5541,9.16,7.28,6.8,81.14,5674.0,187.0,2319.0,349.0,317.0,7.48,0.0758
640000,宁夏回族自治区,2008,23.566155,8.4502,6.8261,5.87544,89.22029,5768.0,346.0,1086.0,521.0,254.0,6.4448,0.0771
640000,宁夏回族自治区,2007,22.7851077218841,8.3,6.5,5.7,77.4546,5040.0,664.0,1419.0,441.0,243.0,5.65386411211001,0.0546
640000,宁夏回族自治区,2006,21.6130127174407,7.97568730061558,5.55923368,5.48197997387513,64.7342,7221.0,1127.0,1530.0,471.0,229.0,5.17279424712719,0.0621
640000,宁夏回族自治区,2005,26.1849512299699,10.6713415406182,5.20341971103127,6.40359451347853,57.85,8936.0,1168.0,2001.0,519.0,253.0,7.8314,0.0977
640000,宁夏回族自治区,2004,24.3505,10.1639,4.6554,6.06,46.0576,8689.0,990.0,1971.0,787.0,259.0,7.8151,0.0849
640000,宁夏回族自治区,2003,23.3811879547005,10.6555759514915,3.74249555846537,5.51984013330288,38.5851,7389.0,469.0,1784.0,843.0,444.0,8.7093,0.0629
640000,宁夏回族自治区,2002,18.9059,8.7915,2.9071,4.4751,30.7,6718.0,244.0,1476.0,873.0,426.0,9.0424,0.1034
640000,宁夏回族自治区,2001,16.311,7.6003,2.5113,3.7141,27.6,6068.0,156.0,1619.0,863.0,404.0,8.7013,0.0815
640000,宁夏回族自治区,2000,18.5194,8.8395,3.3051,3.3094,23.6,4703.0,154.0,590.0,715.0,364.0,7.5741,0.0807
650000,新疆维吾尔自治区,2019,170.74746757552,37.6189103435619,44.5234856460624,60.3241114023812,204.420327495948,72389.7,13823.7,13750.7,1402.0,980.54,40.460165,1.75794
650000,新疆维吾尔自治区,2018,161.953096344747,38.0993967269229,41.967306262352,59.3783132172591,194.853842065334,76561.711,16119.06,15524.87,1881.71,883.48,37.27163843612,1.95813
650000,新疆维吾尔自治区,2017,159.852962749353,35.8024097242294,43.0400143536027,58.241446967936,191.86,105945.74,15627.19,17282.43,3070.77,1125.48,37.3738276,0.942563
650000,新疆维吾尔自治区,2016,160.968639920661,33.9035359557961,42.47906908016,58.3156063948537,156.08154,101205.5,14928.0,16509.18,3057.98,1120.79,36.12862,0.992836
650000,新疆维吾尔自治区,2015,153.182974980879,33.0766204446791,40.44982146,55.433085926667,155.77,96862.35,14918.35,16826.96,3016.43,1218.27,32.64,1.10163
650000,新疆维吾尔自治区,2014,149.254304480764,33.8552921644617,39.15762,53.6103345519023,147.525448144,92900.0,14900.0,13600.0,3900.0,1200.0,30.5198581651236,0.97
650000,新疆维吾尔自治区,2013,139.396858105286,31.32585,37.82336,49.7143481052863,134.98641,91620.0,28574.0,13687.0,3909.0,1227.28,28.17,1.2805
650000,新疆维吾尔自治区,2012,134.2307749,30.15,36.1576026,48.0147723,132.21,88490.0,27935.0,12754.0,3491.0,1225.0,25.8866955505966,1.1336
650000,新疆维吾尔自治区,2011,127.28239947276,29.8,33.7606,46.43595,130.5,86918.0,29584.0,13478.0,3169.0,1261.0,25.6050401093933,0.9542
650000,新疆维吾尔自治区,2010,121.736322,23.049989,35.468972,46.95,128.604232,83950.0,29116.0,12390.0,2909.0,1323.97,24.35072,0.8566
650000,新疆维吾尔自治区,2009,115.35,22.03,33.88,43.8,120.88,71600.0,25600.0,13500.0,4400.0,1260.77,23.2,0.77
650000,新疆维吾尔自治区,2008,115.317949979688,22.29,32.42,45.9681499796881,137.35876,84026.0,24229.0,16823.0,6300.0,1156.78,24.89,0.5462
650000,新疆维吾尔自治区,2007,125.7447526226,17.54724,31.44256,60.5479673,196.2268,89152.56,26855.1,21874.43,4199.26,1265.42,21.3100955030703,0.59059
650000,新疆维吾尔自治区,2006,123.91119024923,15.92812033323,29.18089552,62.3563,179.811763,89626.96,29097.27,21923.97,6609.0,1254.05,21.2040751274332,0.550445
650000,新疆维吾尔自治区,2005,143.273,26.18,34.22,59.89,152.21737,89772.4,29078.5,22174.14,4067.1,1258.0,24.9929,0.4886
