省份编码,省份,年份,瓜果类面积(千公顷),西瓜面积(千公顷),甜瓜面积(千公顷),草莓播种面积(千公顷)
130000,河北省,2013,84.7977910810526,60.806516215851,13.180500252596,7.583
130000,河北省,2012,84.0501200082254,60.5465518298617,13.083568053577,7.5401860587022
130000,河北省,2011,83.3490668606696,60.4796242626712,12.940125384377,7.4285529205873
130000,河北省,2010,83.2833974256126,61.5876780791081,12.5079304393851,7.35512801766075
130000,河北省,2009,82.66834727,61.3755644660557,12.462502819274,7.4262816965254
130000,河北省,2008,92.8334631,64.95327,13.1396459938473,13.1195486604439
130000,河北省,2007,99.8822804042048,71.2941072223182,13.0022274386277,13.1191017575306
130000,河北省,2006,103.07,73.63,14.03,14.87
130000,河北省,2005,105.4,77.16,11.39,15.5
130000,河北省,2004,109.31,80.51,11.94,15.27
130000,河北省,2003,111.82,84.05,14.04,13.15
130000,河北省,2002,104.1,79.56,12.16,11.55
130000,河北省,2001,109.71,85.06,13.03,
130000,河北省,2000,87.69,74.45,11.93,
140000,山西省,2019,,,,
140000,山西省,2018,16.1763,11.6825,3.3101,0.4183
140000,山西省,2017,14.5274573020135,10.7682532858707,2.61881,0.42141
140000,山西省,2016,14.7468906666667,11.66132,2.39902066666667,0.31225
140000,山西省,2015,17.8305,12.3282,4.7301,0.3014
140000,山西省,2014,21.9809,15.2843,5.9548,0.2002
140000,山西省,2013,25.0908,18.3203,6.3275,0.157
140000,山西省,2012,20.2966,14.7483,4.9058,0.1219
140000,山西省,2011,18.7296,13.3119,2.3756,0.2247
140000,山西省,2010,21.3385,15.3725,2.2936,0.1104
140000,山西省,2009,22.3575,18.1248,3.2595,0.051
140000,山西省,2008,23.7603,19.1527,3.4384,0.0539
140000,山西省,2007,20.6352,16.1245,2.5938,0.0741
140000,山西省,2006,36.49,31.59,4.65,0.25
140000,山西省,2005,30.39,25.7,4.22,0.37
140000,山西省,2004,32.63,27.89,3.83,0.31
140000,山西省,2003,39.85,33.41,4.93,0.26
140000,山西省,2002,46.3,38.41,6.17,0.18
140000,山西省,2001,41.76,36.67,4.53,
140000,山西省,2000,49.19,42.73,5.46,
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,58.39007,31.9792,23.73023,0.64242
150000,内蒙古自治区,2017,66.7161626666667,35.3713186666667,26.9267806666667,0.712096666666667
150000,内蒙古自治区,2016,60.6162253333333,36.0837466666667,23.6330286666667,0.63042
150000,内蒙古自治区,2015,42.0116598084688,25.2133943156835,15.7444895482025,0.43356
150000,内蒙古自治区,2014,50.1867912570671,28.6425089811623,20.3411341230728,0.337
150000,内蒙古自治区,2013,52.9207759786097,30.2976257671308,21.5171854112317,0.097
150000,内蒙古自治区,2012,55.2965191165625,31.1322260950328,20.7003465388506,0.05848
150000,内蒙古自治区,2011,55.3677958375648,33.010228082535,19.5581827563206,2.103
150000,内蒙古自治区,2010,56.7350578735453,32.7975175349563,21.6141601585827,0.03
150000,内蒙古自治区,2009,44.1471883769671,22.3474868138203,16.9818068338926,3.348
150000,内蒙古自治区,2008,44.2546944475908,24.234318109964,16.8377641298687,2.152
150000,内蒙古自治区,2007,38.9384628759478,20.6592547488274,15.7701132524837,2.111
150000,内蒙古自治区,2006,53.26,32.47,17.37,1.67
150000,内蒙古自治区,2005,39.4,22.82,12.85,1.4
150000,内蒙古自治区,2004,34.99,18.56,12.18,1.34
150000,内蒙古自治区,2003,38.17,20.79,11.32,0.22
150000,内蒙古自治区,2002,36.12,19.61,13.82,0.49
150000,内蒙古自治区,2001,34.93,21.6,10.93,
150000,内蒙古自治区,2000,48.38,30.07,16.73,
210000,辽宁省,2019,,,,
210000,辽宁省,2018,45.2676413333333,21.7822466666667,10.97711,10.690198
210000,辽宁省,2017,43.9855766666667,23.17139,9.14664666666667,10.0678433333333
210000,辽宁省,2016,45.70614,22.5748403333333,10.1095033333333,10.8132666666667
210000,辽宁省,2015,47.8316093916096,23.5311101122711,10.5012900345702,11.4383302450454
210000,辽宁省,2014,46.290457687783,23.8039382057619,10.1249521645997,9.60716956099283
210000,辽宁省,2013,45.7678925062906,23.6221356165297,10.1441205585274,8.84538274467274
210000,辽宁省,2012,40.2174583452943,20.9661337160099,9.57959171685128,7.26479409749812
210000,辽宁省,2011,38.0038773910512,20.6422441259248,9.03403306607071,6.49723590156654
210000,辽宁省,2010,37.6054845677699,21.0613568878592,9.00823544668035,6.22806002559276
210000,辽宁省,2009,34.621822094238,20.2477522114495,7.74682959118009,5.20956598678095
210000,辽宁省,2008,35.9611724010648,21.5126815381624,8.59584521575091,4.84247481005983
210000,辽宁省,2007,33.5295232980531,20.0401110189361,7.87609316096028,4.8555725109662
210000,辽宁省,2006,34.56,16.76,9.1,8.31
210000,辽宁省,2005,43.5,20.4,11.8,11.1
210000,辽宁省,2004,43.5,18.5,12.4,11.9
210000,辽宁省,2003,45.6666666666667,19.8666666666667,16.1333333333333,8.66666666666667
210000,辽宁省,2002,45.8,20.1,16.9,7.1
210000,辽宁省,2001,39.62,21.27,17.82,
210000,辽宁省,2000,38.396,23.41,12.669,
220000,吉林省,2019,,,,
220000,吉林省,2018,40.491,26.504,12.709,0.976
220000,吉林省,2017,22.1093658532048,14.0051565937272,2.15267536912313,0.39175987665886
220000,吉林省,2016,21.1111986666667,13.36907,2.13265866666667,0.386331333333333
220000,吉林省,2015,19.2764860384971,11.5942449846417,2.34358260771865,0.360052377491065
220000,吉林省,2014,23.2807391707591,14.0323871695864,3.2347468687731,0.380224690205858
220000,吉林省,2013,26.2731348005115,15.4551198719612,4.38414124793143,0.400127636622601
220000,吉林省,2012,28.2853159527959,16.1898101616822,5.44390490150902,0.516359708772287
220000,吉林省,2011,31.9660282037054,18.3111822672595,6.44367122561163,0.444826262956063
220000,吉林省,2010,35.3802522808237,21.2652690336237,8.11882169572777,0.539859572202887
220000,吉林省,2009,39.6216153870563,24.3878280135361,9.99940486265364,0.586276554702711
220000,吉林省,2008,50.1345043723561,29.7954569476525,14.5040004715749,0.77817711055579
220000,吉林省,2007,56.0232518422547,32.351523740749,19.9967263677258,0.934048551976934
220000,吉林省,2006,51.21,30.27,18.98,0.94
220000,吉林省,2005,53.2,30.8,20.47,1.14
220000,吉林省,2004,48.2,25.9,20.3,1.2
220000,吉林省,2003,70.6,38.7,30.0,1.3
220000,吉林省,2002,68.15,36.91,29.28,1.33
220000,吉林省,2001,63.51,35.83,26.4,
220000,吉林省,2000,56.63,33.03,23.54,
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,39.79089,20.66572,14.61381,0.72447
230000,黑龙江省,2017,55.16126,25.14224,22.21427,1.30771
230000,黑龙江省,2016,59.46021,29.73199,23.12544,1.3339
230000,黑龙江省,2015,45.036,23.257,16.777,2.582
230000,黑龙江省,2014,56.705,31.3,19.63,2.55
230000,黑龙江省,2013,64.389,34.414,23.023,2.791
230000,黑龙江省,2012,57.8,32.08,20.12,2.7
230000,黑龙江省,2011,100.6,59.85,36.05,1.86
230000,黑龙江省,2010,106.4,62.27,36.93,0.8
230000,黑龙江省,2009,68.7,33.82,19.84,4.61
230000,黑龙江省,2008,68.62,38.18,23.54,3.73
230000,黑龙江省,2007,74.16,41.14,25.2,3.21
230000,黑龙江省,2006,121.9,74.99,43.01,1.11
230000,黑龙江省,2005,110.22,65.73,41.78,1.26
230000,黑龙江省,2004,95.33,58.1,36.82,0.41
230000,黑龙江省,2003,133.74,81.553,44.321,0.37
230000,黑龙江省,2002,141.2,84.61,52.83,0.42
230000,黑龙江省,2001,129.73,77.41,52.1,
230000,黑龙江省,2000,125.64,76.22,49.04,
310000,上海市,2019,,,,
310000,上海市,2018,6.12018333333333,3.73769333333333,1.16482,1.15674
310000,上海市,2017,6.821858,4.31586333333333,1.38992,1.08
310000,上海市,2016,6.82294666666666,4.13180333333333,1.55135,1.10223333333333
310000,上海市,2015,9.16341333333333,5.85830333333333,1.97559,1.27838333333333
310000,上海市,2014,10.72691,7.7449,1.95879,1.00395
310000,上海市,2013,11.11,7.77,2.27,1.07
310000,上海市,2012,11.505,8.201,2.285,1.009
310000,上海市,2011,17.29,10.24,2.94,0.88
310000,上海市,2010,14.06,13.04,3.1,1.14
310000,上海市,2009,18.73,14.33,3.36,1.03
310000,上海市,2008,19.56,14.8318,3.5969,1.105
310000,上海市,2007,20.56,15.99,3.52,1.05
310000,上海市,2006,21.92,16.8,3.88,1.24
310000,上海市,2005,21.93,16.07,4.5,1.36
310000,上海市,2004,23.77,16.82,5.1,1.85
310000,上海市,2003,25.28,18.11,4.93,2.24
310000,上海市,2002,27.94,18.8,6.48,2.66
310000,上海市,2001,27.36,17.64,6.34,
310000,上海市,2000,18.3,12.7,5.6,
320000,江苏省,2019,,,,
320000,江苏省,2018,163.91,107.3,28.86,20.18
320000,江苏省,2017,162.07,107.81,26.88,19.85
320000,江苏省,2016,157.08,103.13,26.95,18.13
320000,江苏省,2015,162.87,107.65,28.21,17.21
320000,江苏省,2014,149.86,99.83,24.59,13.91
320000,江苏省,2013,145.28,96.91,23.04,14.16
320000,江苏省,2012,143.47,96.21,22.07,11.34
320000,江苏省,2011,140.386666666667,98.38,21.7333333333333,9.23333333333333
320000,江苏省,2010,137.48,97.0933333333333,21.18,8.28
320000,江苏省,2009,134.58,97.2533333333333,19.8,6.03333333333333
320000,江苏省,2008,126.27,92.41,17.99,7.04
320000,江苏省,2007,125.23,92.48,17.5,6.25
320000,江苏省,2006,125.57,91.96,17.94,8.18
320000,江苏省,2005,124.78,92.58,17.46,9.23
320000,江苏省,2004,127.88,96.21,20.78,6.11
320000,江苏省,2003,146.68,110.92,24.97,7.53
320000,江苏省,2002,147.82,111.15,24.57,7.39
320000,江苏省,2001,127.25,97.97,17.59,
320000,江苏省,2000,104.02,83.0,17.47,
330000,浙江省,2019,,,,
330000,浙江省,2018,99.764,66.343,17.698,6.125
330000,浙江省,2017,102.133333333333,69.7333333333333,16.86,5.99333333333333
330000,浙江省,2016,101.853333333333,70.4733333333333,15.2533333333333,6.03333333333333
330000,浙江省,2015,100.2,72.3533333333333,13.0666666666667,5.66666666666667
330000,浙江省,2014,95.74,70.78,11.1733333333333,4.90666666666667
330000,浙江省,2013,101.04,76.36,10.5333333333333,5.27333333333333
330000,浙江省,2012,101.413333333333,77.2933333333333,10.0466666666667,4.92666666666667
330000,浙江省,2011,105.973333333333,83.8133333333333,9.31333333333333,4.01333333333333
330000,浙江省,2010,107.793333333333,86.9,8.92,3.68
330000,浙江省,2009,110.233333333333,90.04,8.89333333333333,3.44
330000,浙江省,2008,114.02,94.24,7.73333333333333,3.77333333333333
330000,浙江省,2007,114.5,95.2733333333333,6.8,4.23333333333333
330000,浙江省,2006,113.59,95.28,6.42,4.44
330000,浙江省,2005,102.5,84.41,6.02,4.8
330000,浙江省,2004,101.99,84.58,5.36,4.79
330000,浙江省,2003,97.54,81.43,4.94,4.76
330000,浙江省,2002,91.61,77.57,4.25,4.05
330000,浙江省,2001,94.67,79.07,3.51,
330000,浙江省,2000,77.0,63.42,,
340000,安徽省,2019,,,,
340000,安徽省,2018,80.047,64.456,2.653,9.129
340000,安徽省,2017,74.8641943161509,60.6526577068742,1.57965361170351,8.97068888704763
340000,安徽省,2016,74.0582451233333,59.7789089646667,1.53487162133333,8.45581589866667
340000,安徽省,2015,191.553,150.234,19.387,17.412
340000,安徽省,2014,181.216,141.84,17.849,16.201
340000,安徽省,2013,176.461,140.058,17.189,14.936
340000,安徽省,2012,172.649,138.718,15.815,12.951
340000,安徽省,2011,171.126,136.313,14.324,12.175
340000,安徽省,2010,165.695,131.935,14.168,10.863
340000,安徽省,2009,160.608,130.847,14.237,9.015
340000,安徽省,2008,166.487,133.998,14.527,7.902
340000,安徽省,2007,172.807,146.857,13.932,6.863
340000,安徽省,2006,175.5,148.22,13.81,6.15
340000,安徽省,2005,175.48,151.52,14.03,4.89
340000,安徽省,2004,184.97,157.96,15.07,4.52
340000,安徽省,2003,205.96,176.57,17.46,4.75
340000,安徽省,2002,211.37,182.55,15.45,4.39
340000,安徽省,2001,215.16,187.56,14.9,
340000,安徽省,2000,184.2,157.65,15.13,
350000,福建省,2019,,,,
350000,福建省,2018,18.3525333333333,14.7728666666667,1.25726666666667,0.922733333333333
350000,福建省,2017,17.7350958889497,15.4680665729475,0.84819754713512,0.660328165194057
350000,福建省,2016,17.6262309902844,15.2361913333333,0.880341333333333,0.677215333333333
350000,福建省,2015,19.236506428259,19.5750296412981,0.991227000137073,0.538064201892595
350000,福建省,2014,20.4111965142918,20.4041119728219,1.13151285944572,0.473492048400746
350000,福建省,2013,21.5045107641675,20.9866989531182,1.22396718909092,0.458544935193107
350000,福建省,2012,22.8848589833907,21.5250420402781,1.48232654115435,0.518464385119629
350000,福建省,2011,24.7005961129464,22.4509852870297,1.74857715693768,0.542929225576093
350000,福建省,2010,26.3240976566704,23.4288600623576,2.04388042720371,0.538703365940799
350000,福建省,2009,28.1044880488759,24.718696551594,2.33303316656959,0.581908187706475
350000,福建省,2008,30.2252974497483,25.0606115096801,0.646224571245342,0.620537753866939
350000,福建省,2007,32.1281012152129,26.3056187248465,4.42358715382689,0.65680029855621
350000,福建省,2006,36.1708666666667,28.9885333333333,5.30646666666667,0.719866666666667
350000,福建省,2005,37.1485333333333,29.4632666666667,5.06466666666667,0.780733333333333
350000,福建省,2004,37.87,28.34,4.44,0.7
350000,福建省,2003,37.82,29.11,4.24,0.56
350000,福建省,2002,35.41,28.32,3.78513333333333,0.4232
350000,福建省,2001,32.6,26.93,1.95,
350000,福建省,2000,29.58,25.41,,
360000,江西省,2019,,,,
360000,江西省,2018,82.618,69.949,8.428,1.708
360000,江西省,2017,80.926,69.199,8.029,1.482
360000,江西省,2016,79.503,68.064,7.778,1.241
360000,江西省,2015,78.967,67.934,7.704,1.095
360000,江西省,2014,77.724,66.924,7.768,0.78
360000,江西省,2013,75.2823,64.7051,7.0728,0.6535
360000,江西省,2012,74.481,64.037,6.271,0.997
360000,江西省,2011,72.81,63.59,5.17,0.51
360000,江西省,2010,72.69,62.87,5.07,0.36
360000,江西省,2009,71.32,61.53,4.99,0.5
360000,江西省,2008,72.13,66.63,5.03,0.47
360000,江西省,2007,66.97,58.66,4.68,0.53
360000,江西省,2006,66.97,58.66,4.68,0.53
360000,江西省,2005,88.07,68.08,4.93,0.57
360000,江西省,2004,84.52,65.78,4.19,0.39
360000,江西省,2003,89.9,76.28,4.35,0.37
360000,江西省,2002,98.56,85.28,3.53,0.56
360000,江西省,2001,94.5,80.71,3.46,
360000,江西省,2000,85.98,70.45,,
370000,山东省,2019,,,,
370000,山东省,2018,214.51,151.168,41.548,14.382
370000,山东省,2017,214.952457896059,158.624447679513,36.9497277648784,13.0891551206095
370000,山东省,2016,218.476966666667,163.606726666667,35.6709633333333,13.289366
370000,山东省,2015,221.182866666667,162.797333333333,38.6116,13.2866
370000,山东省,2014,218.480133333333,161.394133333333,38.8150666666667,12.542
370000,山东省,2013,217.678933333333,160.783,39.2310666666667,12.3404666666667
370000,山东省,2012,217.657933333333,159.4844,40.2200666666667,12.5119333333333
370000,山东省,2011,216.222533333333,157.387,39.6176,11.8457333333333
370000,山东省,2010,224.167133333333,165.986733333333,40.1823333333333,12.222
370000,山东省,2009,226.153266666667,169.3346,40.0054,12.9976
370000,山东省,2008,233.275666666667,179.659066666667,35.2110666666667,12.6966666666667
370000,山东省,2007,243.082466666667,186.4348,38.2618,12.4074666666667
370000,山东省,2006,267.84,212.28,39.19,11.8
370000,山东省,2005,291.96,232.74,40.48,12.69
370000,山东省,2004,299.56,241.92,34.71,15.63
370000,山东省,2003,332.01,273.93,36.54,13.25
370000,山东省,2002,311.15,262.61,31.52,10.01
370000,山东省,2001,305.16,267.43,29.73,
370000,山东省,2000,267.92,233.58,25.13,
410000,河南省,2019,,,,
410000,河南省,2018,307.69309,251.0821,46.48924,9.75975
410000,河南省,2017,318.23663,260.86005,48.1221,9.25448
410000,河南省,2016,312.36434,257.03133,47.62763,7.70538
410000,河南省,2015,292.693789923181,241.446187082649,44.7840673374207,6.39962079204821
410000,河南省,2014,297.04686065104,248.148377572734,43.511351798266,5.19600962773035
410000,河南省,2013,309.749245731845,258.454107506301,45.8848616026802,5.22735520313316
410000,河南省,2012,308.045789021419,256.665198248433,46.2796940924731,4.94308902501373
410000,河南省,2011,310.293443328089,249.688777822574,55.8380630281721,4.75640687629251
410000,河南省,2010,326.011279644968,270.724478936947,47.5991167285763,4.75716675188872
410000,河南省,2009,321.44997319936,270.188683053175,44.7929341510757,4.20165820359225
410000,河南省,2008,308.403405469187,253.581038784678,50.1294905493975,4.6590719986783
410000,河南省,2007,323.000310448694,269.895887800001,47.7797083629345,5.29811408112853
410000,河南省,2006,343.7,294.07,45.94,3.68666666666667
410000,河南省,2005,333.61,288.32,41.43,3.86
410000,河南省,2004,298.03,258.33,36.38,3.32
410000,河南省,2003,311.97,274.41,33.16,4.4
410000,河南省,2002,319.11,286.36,29.8,2.95
410000,河南省,2001,309.83,279.48,26.47,
410000,河南省,2000,305.39,254.66,27.86,
420000,湖北省,2019,,,,
420000,湖北省,2018,96.11,75.76,13.06,4.94
420000,湖北省,2017,92.4200860162948,72.7306045852187,12.5918812,3.19544561403509
420000,湖北省,2016,89.9941333333333,68.7076518414918,13.8588,2.78813333333333
420000,湖北省,2015,90.1877390723508,69.7578024141943,13.4432268163476,2.98229263604501
420000,湖北省,2014,93.6739490742356,73.7213651737266,12.8597204963266,3.0165016691539
420000,湖北省,2013,92.8489383963926,74.5382586500284,12.4656786031076,1.92134457325632
420000,湖北省,2012,94.0924297858708,74.5262315731981,12.6057008678625,1.24205380915126
420000,湖北省,2011,92.958388530847,76.8032254548687,12.9766329720262,1.06300473523015
420000,湖北省,2010,99.120545711436,83.1874732438015,13.057446822192,0.970336025246408
420000,湖北省,2009,93.0802270861593,73.8456890589719,13.0802133767493,2.03527502235893
420000,湖北省,2008,88.0406952331606,71.9219677667499,13.3513324005829,1.54107545429643
420000,湖北省,2007,93.9079634224296,76.8265088605982,14.1588492236662,1.4
420000,湖北省,2006,93.48,78.76,13.06,0.99
420000,湖北省,2005,85.3,69.62,14.25,0.93
420000,湖北省,2004,87.01,70.4,13.58,1.05
420000,湖北省,2003,114.8,90.36,21.61,2.09
420000,湖北省,2002,118.09,95.05,18.64,2.1
420000,湖北省,2001,129.9,106.77,19.74,
420000,湖北省,2000,111.18,90.82,20.36,
430000,湖南省,2019,,,,
430000,湖南省,2018,134.288588175277,108.412639330687,17.2187142197596,6.31371248529152
430000,湖南省,2017,128.479058895061,105.279329915939,17.551946491178,3.88696287039694
430000,湖南省,2016,125.006285266667,103.4213223,16.3628934,3.514138
430000,湖南省,2015,128.315073005692,106.047994758915,16.9138529028738,3.71227127100956
430000,湖南省,2014,125.797568191783,104.779757798736,16.7435205866052,3.38046347933468
430000,湖南省,2013,123.751017304586,104.560461537746,15.5052408150468,3.06688562297662
430000,湖南省,2012,123.118565558906,104.46904613512,14.9421212860833,3.11655481260196
430000,湖南省,2011,124.103635616054,106.767513359743,13.9690530957638,2.9692318404936
430000,湖南省,2010,124.119263053383,105.643769165403,14.8256692863578,2.23515080862431
430000,湖南省,2009,103.669580252605,88.7949251382168,14.6552810526069,1.95705057054161
430000,湖南省,2008,121.736334735067,103.645972228598,15.0904698481676,2.36635242504854
430000,湖南省,2007,123.691011862685,104.989269265942,14.8911406824482,2.41391950331608
430000,湖南省,2006,120.89,100.44,17.39,3.06
430000,湖南省,2005,112.39,92.64,16.47,3.28
430000,湖南省,2004,112.43,91.66,17.11,3.66
430000,湖南省,2003,130.17,105.86,20.36,3.95
430000,湖南省,2002,127.35,102.8,21.49,3.06
430000,湖南省,2001,130.28,102.13,26.8,
430000,湖南省,2000,105.5,78.51,26.99,
440000,广东省,2019,,,,
440000,广东省,2018,42.0482666666667,29.5249333333333,5.12566666666667,1.7374
440000,广东省,2017,41.2454626018374,28.1825834687279,5.04101451747296,1.63244165478914
440000,广东省,2016,40.0484093333333,27.7050986666667,4.73238666666667,1.390144
440000,广东省,2015,40.4389429345133,28.3613366930512,4.40221414683018,1.13355180249364
440000,广东省,2014,37.625721868488,25.1654924247415,4.12620645994016,0.997284365454626
440000,广东省,2013,37.5859103669201,25.5580691647631,3.79353130620014,1.01876459558788
440000,广东省,2012,37.4367095463183,25.3082691523621,3.99207790184499,0.912319040234267
440000,广东省,2011,38.0246041886329,26.2011618495985,4.28120361442765,0.979120517058969
440000,广东省,2010,38.443787662291,26.006786652504,4.0868504254042,0.791832962256103
440000,广东省,2009,37.3701850983461,25.0506262254379,4.07624748902092,0.793574127182085
440000,广东省,2008,38.8331900049304,26.7644957818615,3.67919859715649,0.851979064144829
440000,广东省,2007,43.9203372444787,28.923847629594,3.31402254974045,1.21741800638787
440000,广东省,2006,48.1544,38.08,3.96,0.83
440000,广东省,2005,49.081,33.67,3.57,0.77
440000,广东省,2004,49.4,38.63,2.92,0.55
440000,广东省,2003,49.01,38.54,2.91,0.36
440000,广东省,2002,45.3220666666667,37.3126,3.05013333333333,0.3258
440000,广东省,2001,42.87,33.88,2.14,
440000,广东省,2000,41.45,32.32,1.82,
450000,广西壮族自治区,2019,,,,
450000,广西壮族自治区,2018,118.33014,101.15468,14.50622,1.16815
450000,广西壮族自治区,2017,117.914897939582,97.3333707174247,10.7501916525173,0.689460232081911
450000,广西壮族自治区,2016,117.224334,96.7244573333333,10.7565156666667,0.639278
450000,广西壮族自治区,2015,117.763725833538,98.8177676634386,10.3677688826044,0.530072771938063
450000,广西壮族自治区,2014,111.281500598949,94.8759325060989,9.36166651004366,0.434058968597228
450000,广西壮族自治区,2013,107.764818097186,92.3156634976657,9.35075787287068,0.452904931854501
450000,广西壮族自治区,2012,104.000942313329,89.6412194928208,9.25139726100601,0.416342807825491
450000,广西壮族自治区,2011,100.495935041141,86.9514010830023,9.24860286421783,0.479277186896485
450000,广西壮族自治区,2010,94.2445704967883,81.811107121606,9.06619410450251,0.466612343460365
450000,广西壮族自治区,2009,85.3403508994938,74.6555758822594,8.3059775039382,0.408999501747722
450000,广西壮族自治区,2008,74.6498216460653,65.0940457115086,7.86512867966654,0.506680203844599
450000,广西壮族自治区,2007,64.2049693344573,55.5161857244388,7.67034376909179,0.484328574881323
450000,广西壮族自治区,2006,63.73,55.92,7.33,0.48
450000,广西壮族自治区,2005,78.93,69.77,8.73,0.43
450000,广西壮族自治区,2004,78.28,70.47,7.32,0.49
450000,广西壮族自治区,2003,75.32,68.03,6.96,0.33
450000,广西壮族自治区,2002,72.38,65.63,6.43,0.32
450000,广西壮族自治区,2001,73.56,65.95,7.3,
450000,广西壮族自治区,2000,70.07,62.72,7.35,
460000,海南省,2019,,,,
460000,海南省,2018,32.654344,14.476768,1.79609333333333,0.03389
460000,海南省,2017,31.8589061000996,15.2839299856728,1.79757658433446,0.029998552921637
460000,海南省,2016,30.88152,13.9979753333333,2.155936,0.037088
460000,海南省,2015,34.1940884863568,16.0666666666667,2.81288797312499,0.042623907951274
460000,海南省,2014,31.728134614337,15.9997987226908,2.62834262308556,0.045809100789452
460000,海南省,2013,31.2396045582961,15.9199426584889,2.51506939312484,0.03687887812318
460000,海南省,2012,31.8514677503847,17.7771808800234,2.49848013184963,0.033444590833559
460000,海南省,2011,31.40566395478,21.7588754794354,2.08268301721783,0.025539946422307
460000,海南省,2010,31.0570841221702,20.3192889627924,2.57054912228795,0.003481807330234
460000,海南省,2009,30.551504820139,22.0668631685596,1.6477478448685,0.002530752693594
460000,海南省,2008,30.3846655314421,21.7532065213235,1.81636963387297,0.006019692894075
460000,海南省,2007,27.0013689098165,19.3869488792273,1.38802674107935,0.006223853164496
460000,海南省,2006,25.22,18.06,1.52,
460000,海南省,2005,22.6,16.806,1.6,
460000,海南省,2004,21.1,13.82,1.49,0.02
460000,海南省,2003,19.69,13.6,1.49,
460000,海南省,2002,18.13,11.46,1.6,
460000,海南省,2001,17.43,12.43,1.39,
460000,海南省,2000,15.59,10.79,1.62,
500000,重庆市,2019,,,,
500000,重庆市,2018,26.78729674675,23.5852813341049,0.383466666666667,2.35882874597847
500000,重庆市,2017,24.6666666666667,22.2666666666667,0.333333333333333,2.06666666666667
500000,重庆市,2016,23.7333333333333,21.4666666666667,0.4,1.86666666666667
500000,重庆市,2015,22.3759586191604,20.3788929540517,0.377811240570596,1.61925442453819
500000,重庆市,2014,21.0087033931275,19.2855172335231,0.357971052932845,1.36521510667153
500000,重庆市,2013,22.7618069333333,21.00112,0.71,1.05068693333333
500000,重庆市,2012,22.6159088515307,20.8863215441534,0.819516945454727,0.910070361922609
500000,重庆市,2011,21.6319026365546,20.102908496666,0.0,0.892475523591815
500000,重庆市,2010,22.8250174056385,20.8350053998112,0.0,1.03518201155814
500000,重庆市,2009,22.6762313034885,19.3838218771753,0.0,0.820870906404159
