省份编码,省份,年份,农作物总播种面积(千公顷),粮食作物播种面积(千公顷),夏收粮食播种面积(千公顷),秋收粮食播种面积(千公顷),谷物播种面积(千公顷),稻谷播种面积(千公顷),早稻播种面积(千公顷),中稻和一季晚稻播种面积(千公顷),双季晚稻播种面积(千公顷),小麦播种面积(千公顷),冬小麦播种面积(千公顷),春小麦播种面积(千公顷),玉米播种面积(千公顷),谷子播种面积(千公顷),高粱播种面积(千公顷),其他谷物播种面积(千公顷),大麦播种面积(千公顷),豆类播种面积(千公顷),大豆播种面积(千公顷),绿豆播种面积(千公顷),红小豆播种面积(千公顷),薯类播种面积(千公顷),马铃薯播种面积(千公顷),油料播种面积(千公顷),花生播种面积(千公顷),油菜籽播种面积(千公顷),芝麻播种面积(千公顷),葵花籽播种面积(千公顷),胡麻籽播种面积(千公顷),棉花播种面积(千公顷),麻类播种面积(千公顷),黄红麻播种面积(千公顷),亚麻播种面积(千公顷),大麻播种面积(千公顷),苎麻播种面积(千公顷),糖料播种面积(千公顷),甘蔗播种面积(千公顷),甜菜播种面积(千公顷),烟叶播种面积(千公顷),烤烟播种面积(千公顷),蔬菜播种面积(千公顷),药材播种面积(千公顷),其他农作物播种面积(千公顷),青饲料播种面积(千公顷)
110000,北京市,2019,88.5503373333333,46.515324,8.2,38.3,43.414144,0.1482,,,,8.04070933333333,,,33.6630946666667,,,,,1.93656,,,,1.16462,,1.23215333333333,0.869546666666667,0.028986666666667,,,,0.0068,,,,,,,,,0.000133333333333,0.000133333333333,30.0835066666667,,,
110000,北京市,2018,103.78898,55.63898,10.1404,45.49858,51.8233066666667,0.168333333333333,0,0.168333333333333,0,9.79236,9.74543333333333,0.046926666666667,40.0896,1.31342666666667,0.374926666666667,0.084659999999998,0,2.63454666666667,1.85098666666667,0.091,0.311653333333333,1.18112666666667,0,1.58,1.15,0.03,0.02,0.38,0,0.01,0,0,0,0,0,0,0,0,0.0,0.0,36.01,2.07,4.87,2.42
110000,北京市,2017,120.93890821252,66.8437186666667,11.446,55.3977186666667,62.8882186666667,0.117706666666667,0,0.117706666666667,0,11.2730666666667,11.1966,0.076466666666667,49.741672,1.45052,0.232253333333333,0.073,0,2.86712666666667,2.20252666666667,0.106006666666667,0.35156,1.08837333333333,0,2.15487333333333,1.44362,0.031333333333333,0.0225,0.65742,0,0.0,0,0,0,0,0,0,0,0,0.0,0.000333333333333,40.3153142576467,2.16230666666667,5.55294666666667,2.53002
110000,北京市,2016,145.547902666667,85.536278,15.9584466666667,69.5778313333334,82.1390933333333,0.201337333333333,0,0.201337333333333,0,15.8948966666667,15.8792399519368,0.015656714729819,64.2631193333333,1.55312266666667,0.192423333333333,0.034194,0,2.38252466666667,1.96157866666667,0.069788666666667,0.287607333333333,1.01466,0,2.2078,1.49,0.0,0.027666666666667,0.690133333333333,0,0.038744666666667,0,0,0,0,0,0,0,0,0.000666666666667,0.0,46.1168933333333,2.52033333333333,4.87866666666667,2.5288
110000,北京市,2015,172.137333333333,104.453466666667,20.7808666666667,83.6726,98.9902666666667,0.1996,0,0.1996,0,20.7808666666667,20.6976,0.083266666666667,76.29,1.3626,0.2094,0.147800000000013,0,4.05906666666667,3.4776,0.136333333333333,0.434266666666667,1.40413333333333,0,2.11566666666667,1.77906666666667,0.0,0.0336,0.303,0,0.0962,0,0,0,0,0,0,0,0,0.0006,0.0,52.6442666666667,2.25273333333333,5.37106666666667,2.25046666666667
110000,北京市,2014,194.642466666667,120.174066666667,23.5842,96.5898666666667,114.052333333333,0.1828,0,0.1828,0,23.5842,23.5506,0.0336,88.619,1.31753333333333,0.2186,0.130200000000007,0,4.81546666666667,4.14306666666667,0.165,0.495733333333333,1.30626666666667,0,2.5906,2.19873333333333,0.0,0.0246,0.367266666666667,0,0.104333333333333,0,0,0,0,0,0,0,0,0.004,0.0,56.0132,2.74193333333333,6.53826666666667,3.35993333333333
110000,北京市,2013,237.2932,158.911066666667,36.2150666666667,122.696,152.586866666667,0.188933333333333,0,0.188933333333333,0,36.2150666666667,36.1964,0.018666666666667,114.4864,1.291,0.262733333333333,0.142733333333329,0,4.88726666666667,4.11006666666667,0.2242,0.5324,1.43693333333333,0,3.418,3.02486666666667,0.0,0.0424,0.329733333333333,0,0.140866666666667,0,0,0,0,0,0,0,0,0.004,0.0,60.6900666666667,2.26086666666667,4.9148,2.25093333333333
110000,北京市,2012,278.0272,193.874533333333,52.2026,141.671933333333,186.238733333333,0.202066666666667,0,0.202066666666667,0,52.2026,52.183,0.0196,132.0214,1.41393333333333,0.290466666666667,0.108266666666674,0,5.5032,4.71633333333333,0.186733333333333,0.5714,2.1326,0,4.5312,4.0388,0.0,0.032866666666667,0.447533333333333,0,0.239333333333333,0,0,0,0,0,0,0,0,0.004333333333333,0.0,62.9352666666667,2.46593333333333,6.3168,3.388
110000,北京市,2011,298.616533333333,209.381933333333,58.1447333333333,151.2372,200.7552,0.230666666666667,0,0.230666666666667,0,58.1447333333333,58.1042666666667,0.040466666666667,140.506733333333,1.4754,0.267466666666667,0.130199999999995,0,6.27533333333333,5.37226666666667,0.218466666666667,0.6388,2.3514,0,4.88106666666667,4.42766666666667,0.0,0.034,0.346066666666667,0,0.440666666666667,0,0,0,0,0,0,0,0,0.0048,0.0,65.7908,2.55193333333333,7.36146666666667,4.52366666666667
110000,北京市,2010,313.622866666667,223.465333333333,61.5853333333333,161.88,213.633133333333,0.299066666666667,0,0.299066666666667,0,61.5853333333333,61.5661333333333,0.0192,149.750733333333,1.53913333333333,0.3236,0.135266666666655,0,7.41493333333333,6.40853333333333,0.222,0.7086,2.41726666666667,0,5.3892,5.02886666666667,0.0,0.040666666666667,0.268533333333333,0,0.3978,0,0,0,0,0,0,0,0,0.004733333333333,0.0,66.7811333333333,2.93453333333333,6.83846666666667,5.02186666666667
