省份编码,省份,年份,结婚登记(万对),内地居民登记结婚(万对),内地居民初婚登记(万人),内地居民再婚登记(万人),涉外及港澳台居民登记结婚(万对),离婚登记(万对),粗离婚率(‰)
450000,广西壮族自治区,2017,37.94,37.66,64.16,11.73,0.28,12.0,2.46897048236141
450000,广西壮族自治区,2016,39.3951,39.1762,67.4702,11.32,0.2189,11.2768,2.351292744
450000,广西壮族自治区,2015,42.1289,41.9676,73.995,10.2628,0.1613,10.4413,2.1770850709
450000,广西壮族自治区,2014,47.2298,47.0645,84.5449,9.9147,0.1653,10.0919,2.1306661037
450000,广西壮族自治区,2013,47.1895,47.0148,86.3772,8.0018,0.1747,9.319,1.97
450000,广西壮族自治区,2012,49.17,48.98,90.45,7.89,0.19,8.59,1.83
450000,广西壮族自治区,2011,49.33,49.13,91.78,6.87,0.2,7.76,1.45
450000,广西壮族自治区,2010,52.7,52.5,98.6,6.8,0.2,7.3,1.54236213817874
450000,广西壮族自治区,2009,51.5648,51.3561,96.3233,6.8063,0.2087,6.5646,
450000,广西壮族自治区,2008,50.2846,50.0288,94.7143,5.8549,0.2558,5.9299,
450000,广西壮族自治区,2007,48.013,47.7309,91.0317,4.9943,0.2821,5.3095,
450000,广西壮族自治区,2006,39.0,38.6,73.7,4.2,0.34,4.7,
450000,广西壮族自治区,2005,31.8,31.5,59.7,3.9,0.34,4.8,
450000,广西壮族自治区,2004,34.4281,34.1067,64.9421,3.2713,0.3214,4.0,
450000,广西壮族自治区,2003,29.8,29.6,56.6,2.6,0.31,3.3,
450000,广西壮族自治区,2002,28.6,28.2,54.2,2.2,0.35,2.9,
450000,广西壮族自治区,2001,29.9934,29.5712,56.8763,2.2661,0.4222,3.0931,
450000,广西壮族自治区,2000,,31.8563,61.4337,2.2789,,2.8765,
460000,海南省,2019,6.5586,6.516,11.2849,1.8323,0.0426,2.1459,2.27146667795749
460000,海南省,2018,7.2746,7.2363,12.7299,1.8193,0.0383,1.9577,2.10469166594994
460000,海南省,2017,7.58,7.54,13.57,1.59,0.04,1.78,1.93347802495931
460000,海南省,2016,7.8255,7.773,14.0883,1.5627,0.0525,1.6631,1.8269700815
460000,海南省,2015,8.3066,8.2416,15.1307,1.4825,0.065,1.5137,1.6615806806
460000,海南省,2014,9.0036,8.9234,16.6292,1.378,0.0802,1.4111,1.5689697347
460000,海南省,2013,9.1214,9.037,16.94,1.3028,0.0844,1.3153,1.47
460000,海南省,2012,9.94,9.85,18.7,1.18,0.09,1.21,1.36
460000,海南省,2011,11.52,11.43,21.43,1.61,0.09,1.09,1.22
460000,海南省,2010,11.3,11.2,21.2,1.5,0.1,0.9,1.03888836174924
460000,海南省,2009,12.9952,12.8986,24.5575,1.4329,0.0966,1.0908,
460000,海南省,2008,10.4187,10.2995,19.2981,1.5393,0.1192,0.7429,
460000,海南省,2007,6.3532,6.2085,11.7622,0.9442,0.1447,0.6638,
460000,海南省,2006,5.4,5.2,9.9,0.9,0.2,0.6,
460000,海南省,2005,4.1,4.0,7.5,0.7,0.14,0.6,
460000,海南省,2004,3.8859,3.7843,6.9419,0.6267,0.1016,0.5,
460000,海南省,2003,3.5,3.4,6.3,0.4,0.11,0.4,
460000,海南省,2002,3.2,3.1,5.9,0.3,0.12,0.4,
460000,海南省,2001,3.5734,3.421,6.5366,0.3054,0.1524,0.3995,
460000,海南省,2000,,3.8145,7.384,0.245,,0.3935,
500000,重庆市,2019,23.8335,23.7574,30.37,17.297,0.0761,15.616,4.99820760997593
500000,重庆市,2018,25.8782,25.8093,34.2569,17.4995,0.0689,15.3291,4.9634518900594
500000,重庆市,2017,26.6,26.54,35.35,17.85,0.06,15.08,4.9270292340356
500000,重庆市,2016,27.8527,27.7882,38.0608,17.6446,0.0645,13.9029,4.603738847
500000,重庆市,2015,29.257,29.1841,41.2757,17.2383,0.0729,13.7326,4.5517401392
500000,重庆市,2014,30.4493,30.3713,43.2617,17.6369,0.078,13.2589,4.448250411
500000,重庆市,2013,30.3084,30.2313,44.0963,16.5205,0.0771,13.3718,4.5
500000,重庆市,2012,29.85,29.77,43.29,16.41,0.08,12.57,4.27
500000,重庆市,2011,30.48,30.39,44.98,15.99,0.09,12.35,3.74
500000,重庆市,2010,31.3,31.3,47.6,15.1,0.1,11.3,3.93480070060345
500000,重庆市,2009,30.1071,30.0102,45.0674,15.1468,0.0969,10.1435,
500000,重庆市,2008,26.2315,26.1242,41.5576,10.9054,0.1073,9.1661,
500000,重庆市,2007,23.8881,23.7939,38.4078,9.3684,0.0942,9.1966,
500000,重庆市,2006,21.9,21.8,34.5,0.9,0.14,8.2,
500000,重庆市,2005,18.5,18.3,29.5,7.4,0.14,7.3,
500000,重庆市,2004,19.029,18.8705,30.6642,7.0768,0.1585,6.6,
500000,重庆市,2003,18.0,17.9,30.8,4.9,0.17,5.2,
500000,重庆市,2002,17.4,17.3,30.4,4.1,0.18,4.4,
500000,重庆市,2001,17.8126,17.5633,30.8884,4.2382,0.2493,4.7378,
500000,重庆市,2000,,19.0184,34.4931,3.5437,,4.4176,
510000,四川省,2019,61.3247,61.1658,88.5261,34.1233,0.1589,31.9373,3.81340895522388
510000,四川省,2018,66.9042,66.7559,98.6278,35.1806,0.1483,31.2561,3.7560656131707
510000,四川省,2017,68.95,68.81,102.99,34.92,0.14,31.17,3.76399420429848
510000,四川省,2016,72.7118,72.5628,109.3585,36.0651,0.149,29.6234,3.6121252027
510000,四川省,2015,74.1526,74.0186,113.8435,34.4617,0.134,28.6183,3.4883349586
510000,四川省,2014,77.424,77.2685,120.9165,33.9315,0.1555,27.4972,3.3848540056
510000,四川省,2013,77.6819,77.5297,124.2155,31.1483,0.1522,26.826,3.31
510000,四川省,2012,74.83,74.68,121.12,28.54,0.15,25.1,3.11
510000,四川省,2011,74.98,74.92,124.33,25.64,0.06,23.15,2.57
510000,四川省,2010,71.5,71.3,119.7,23.3,0.2,22.1,2.72336524147993
510000,四川省,2009,70.9998,70.8213,120.5823,21.4173,0.1785,19.9738,
510000,四川省,2008,62.7766,62.5887,105.9382,19.615,0.1879,18.5768,
510000,四川省,2007,53.2321,53.0404,89.4651,16.9991,0.1917,16.6966,
510000,四川省,2006,45.2,44.9,76.1,14.3,0.29,14.8,
510000,四川省,2005,40.8,40.6,69.4,12.3,0.26,14.1,
510000,四川省,2004,44.2904,44.0239,75.8474,12.2004,0.2665,13.1,
510000,四川省,2003,40.5,40.3,71.5,9.0,0.26,10.7,
510000,四川省,2002,43.2,42.9,76.1,9.7,0.25,10.3,
510000,四川省,2001,44.0477,43.7443,78.3891,9.0995,0.3034,10.0261,
510000,四川省,2000,,47.0351,86.4833,7.5869,,10.0622,
520000,贵州省,2019,36.2386,36.1855,57.7109,14.7663,0.0531,16.6126,4.58537931795912
520000,贵州省,2018,40.0272,39.9822,67.1777,12.8767,0.045,15.1658,4.22445682451253
520000,贵州省,2017,40.36,40.31,77.27,3.44,0.04,13.45,3.76888577435179
520000,贵州省,2016,45.3162,45.2777,86.6973,3.9351,0.0385,12.1041,3.4274476713
520000,贵州省,2015,49.2606,49.2213,95.3016,3.2196,0.0393,10.8395,3.0706798867
520000,贵州省,2014,43.7203,43.6794,85.2237,2.2169,0.0409,9.5714,2.7306833127
520000,贵州省,2013,42.9812,42.9374,83.535,2.4274,0.0438,8.5739,2.45
520000,贵州省,2012,41.78,41.74,78.07,5.5,0.04,8.12,2.33
520000,贵州省,2011,37.34,37.29,67.93,6.75,0.05,7.22,1.72
520000,贵州省,2010,37.5,37.5,69.3,5.8,,6.4,1.82441676246755
520000,贵州省,2009,30.794,30.7473,56.7633,4.8247,0.0467,5.7957,
520000,贵州省,2008,26.3238,26.2747,48.6029,4.0447,0.0491,5.122,
520000,贵州省,2007,23.4938,23.4352,43.2161,3.7715,0.0586,4.5837,
520000,贵州省,2006,21.3,21.2,39.4,3.3,0.07,4.2,
520000,贵州省,2005,21.1,21.1,38.2,4.1,0.07,3.8,
520000,贵州省,2004,22.3621,22.2888,41.5269,3.0507,0.0733,3.7,
520000,贵州省,2003,23.4,23.3,44.7,2.0,0.08,2.8,
520000,贵州省,2002,24.6,24.5,47.1,1.9,0.08,2.3,
520000,贵州省,2001,26.8149,26.7171,51.8046,1.6296,0.0978,2.8159,
520000,贵州省,2000,,27.9402,54.3331,1.5473,,2.5874,
530000,云南省,2019,35.9187,35.5329,54.114,17.7234,0.3858,14.4452,2.97348703170029
530000,云南省,2018,37.7567,37.4578,58.0186,17.4948,0.2989,13.3253,2.76731218524479
530000,云南省,2017,40.28,40.01,64.3,16.25,0.27,12.71,2.65610112829085
530000,云南省,2016,44.6076,44.313,74.4088,14.8064,0.2946,11.9305,2.5158154443
530000,云南省,2015,45.8235,45.5202,78.289,13.358,0.3033,10.9073,2.300147617
530000,云南省,2014,46.4805,46.0983,81.4658,11.4952,0.3822,10.0464,2.1374182224
530000,云南省,2013,45.2075,44.8913,80.435,9.98,0.3162,9.1255,1.95
530000,云南省,2012,41.95,41.69,76.55,7.35,0.26,8.21,1.76
530000,云南省,2011,39.07,38.9,71.96,6.18,0.17,7.43,1.64
530000,云南省,2010,40.2,40.1,74.0,6.5,0.1,6.9,1.50448073610536
530000,云南省,2009,34.2918,34.2212,62.866,5.7176,0.0706,6.0847,
530000,云南省,2008,32.2717,32.2152,58.9668,5.5766,0.0565,5.5908,
530000,云南省,2007,29.7377,29.6958,54.6742,4.8012,0.0419,5.1126,
530000,云南省,2006,25.4,25.4,46.6,4.3,,4.7,
530000,云南省,2005,25.1,25.0,45.7,4.5,0.05,4.7,
530000,云南省,2004,26.4189,26.3598,48.6636,4.056,0.0591,4.3,
530000,云南省,2003,26.5,26.5,49.8,3.1,0.05,3.9,
530000,云南省,2002,28.5,28.5,53.9,3.0,0.04,3.6,
530000,云南省,2001,28.3334,28.2674,53.7208,2.814,0.066,3.7169,
530000,云南省,2000,,31.1312,59.5405,2.7219,,3.629,
540000,西藏自治区,2019,3.1167,3.1156,6.0567,0.1767,,0.5265,1.50171135196805
540000,西藏自治区,2018,3.0097,3.0094,5.8364,0.183,,0.4664,1.37011251138333
540000,西藏自治区,2017,3.41,3.41,6.68,0.14,,0.4,1.20479041916168
540000,西藏自治区,2016,3.0055,3.0044,5.7556,0.2554,0.0011,0.3484,1.0751649548
540000,西藏自治区,2015,1.5442,1.5433,2.9293,0.1591,,0.2374,0.7327160494
540000,西藏自治区,2014,1.9561,1.9548,3.5364,0.3758,0.0013,0.264,0.8386410203
540000,西藏自治区,2013,1.1566,1.1558,2.2776,0.0356,,0.1764,0.57
540000,西藏自治区,2012,1.39,1.39,2.69,0.09,,0.13,0.43
540000,西藏自治区,2011,1.36,1.36,2.65,0.08,,0.2,0.68
540000,西藏自治区,2010,1.3,1.3,2.4,0.2,,0.2,0.669207648106527
540000,西藏自治区,2009,1.3598,1.359,2.4774,0.2422,,0.1739,
540000,西藏自治区,2008,0.8266,0.8262,1.5436,0.1096,0.0004,0.1279,
540000,西藏自治区,2007,0.7801,0.7797,1.4447,0.1155,0.0004,0.1459,
540000,西藏自治区,2006,0.6,0.6,1.1,0.1,0.0,0.1,
540000,西藏自治区,2005,0.6,0.6,1.1,0.1,,0.1,
540000,西藏自治区,2004,0.4599,0.4584,0.8735,,,0.1,
540000,西藏自治区,2003,0.54,0.54,0.9,0.09,,0.1,
540000,西藏自治区,2002,0.6,0.6,1.1,0.1,,0.1,
540000,西藏自治区,2001,0.6047,0.6044,1.1457,0.0631,0.0003,0.0812,
540000,西藏自治区,2000,,0.4087,0.7613,0.0561,,0.1211,
610000,陕西省,2019,27.1861,27.1292,40.981,13.3912,0.0569,13.6675,3.52599575358404
610000,陕西省,2018,30.0405,29.9897,46.7482,13.3328,0.0508,12.8445,3.33649375275996
610000,陕西省,2017,30.06,30.01,48.27,11.85,0.05,10.88,2.84456066945607
610000,陕西省,2016,33.2406,33.186,54.4943,11.9869,0.0546,10.1433,2.6736024165
610000,陕西省,2015,35.5978,35.5542,59.8491,11.3465,0.0436,9.7299,2.5652254152
610000,陕西省,2014,38.1221,38.076,65.5587,10.6855,0.0461,8.5072,2.2584068167
610000,陕西省,2013,39.5718,39.5249,68.8904,10.2532,0.0469,8.0568,2.14
610000,陕西省,2012,37.36,37.32,65.62,9.11,0.04,7.1,1.89
610000,陕西省,2011,36.93,36.9,65.62,8.24,0.04,6.82,1.76
610000,陕西省,2010,34.7,34.6,61.8,7.5,,6.4,1.7153820549747
610000,陕西省,2009,31.9406,31.8905,58.7516,5.1296,0.0501,5.5209,
610000,陕西省,2008,31.8544,31.8059,57.9757,5.7331,0.0485,5.3618,
610000,陕西省,2007,27.6373,27.5878,49.6017,5.6729,0.0495,4.995,
610000,陕西省,2006,25.5,25.5,46.1,4.9,0.06,4.3,
610000,陕西省,2005,20.8,20.8,38.1,3.5,0.05,4.0,
610000,陕西省,2004,20.5605,20.5091,37.0754,3.9428,0.0514,4.1,
610000,陕西省,2003,19.0,19.0,35.6,2.5,0.04,3.4,
610000,陕西省,2002,18.9,18.8,34.9,2.8,0.04,3.2,
610000,陕西省,2001,20.3838,20.3358,36.894,3.7776,0.048,3.439,
610000,陕西省,2000,,20.3173,38.2458,2.3888,,3.1979,
620000,甘肃省,2019,19.8507,19.8341,32.3753,7.3261,0.0166,6.2172,2.34839070343692
620000,甘肃省,2018,21.0653,21.0078,38.4023,3.7283,0.0575,5.7807,2.19662338550632
620000,甘肃省,2017,19.79,19.78,38.33,1.25,0.01,5.41,2.06787624140565
620000,甘肃省,2016,21.9095,21.8951,42.551,1.268,0.0144,5.0325,1.935305236
620000,甘肃省,2015,22.0327,22.0169,42.6481,1.4173,0.0158,4.6185,1.7763461538
620000,甘肃省,2014,20.1813,20.1676,39.1891,1.1735,0.0137,4.2231,1.6327595806
620000,甘肃省,2013,18.6461,18.6335,35.9235,1.3687,0.0126,3.85,1.49
620000,甘肃省,2012,16.75,16.74,31.87,1.64,0.01,3.29,1.28
620000,甘肃省,2011,16.91,16.9,31.68,2.14,0.01,3.07,1.13
620000,甘肃省,2010,14.2,14.2,27.0,1.5,,2.8,1.09484270433968
620000,甘肃省,2009,12.2398,12.2264,23.3316,1.148,0.0134,2.4742,
620000,甘肃省,2008,11.8023,11.7925,22.3252,1.2794,0.0098,2.4041,
620000,甘肃省,2007,11.5761,11.5651,21.8565,1.2957,0.011,2.1993,
620000,甘肃省,2006,13.3,13.2,24.5,2.0,,2.3,
620000,甘肃省,2005,11.5,11.4,21.0,1.9,0.01,2.3,
620000,甘肃省,2004,12.1187,12.1079,22.515,1.7008,0.0108,2.1,
620000,甘肃省,2003,11.8,11.8,22.2,1.5,0.01,1.9,
620000,甘肃省,2002,12.2,12.2,22.7,1.7,0.01,1.7,
620000,甘肃省,2001,12.6134,12.6045,23.9434,1.2656,0.0089,1.9543,
620000,甘肃省,2000,,12.7799,24.4975,1.0623,,1.9081,
630000,青海省,2019,5.7706,5.7683,9.6595,1.8817,,1.8459,3.03691882465203
630000,青海省,2018,5.7326,5.7301,9.6105,1.8547,,1.7109,2.84858020528958
630000,青海省,2017,5.97,5.97,10.27,1.67,,1.64,2.75701091519731
630000,青海省,2016,6.1187,6.1167,10.8285,1.4089,0.002,1.5164,2.5769832098
630000,青海省,2015,5.1066,5.1038,9.2146,0.9986,,1.2773,2.1722789116
630000,青海省,2014,5.4021,5.3995,9.9514,0.8528,0.0026,1.2549,2.1613661612
630000,青海省,2013,4.7471,4.7437,8.4835,1.0107,,1.0805,1.87
630000,青海省,2012,4.57,4.57,7.88,1.26,,1.07,1.86
630000,青海省,2011,4.17,4.16,7.46,0.87,,0.94,1.7
630000,青海省,2010,3.0,3.0,5.4,0.5,,0.8,1.4275899604736
630000,青海省,2009,2.9718,2.969,5.4367,0.5069,,0.7638,
630000,青海省,2008,3.3796,3.3765,6.0857,0.6735,0.0031,0.7509,
630000,青海省,2007,3.1177,3.1162,5.5398,0.6956,0.0015,0.8254,
630000,青海省,2006,3.1,3.1,5.4,0.9,0.0,0.8,
630000,青海省,2005,2.9,2.9,5.2,0.5,,0.8,
630000,青海省,2004,3.0163,3.014,5.5192,0.5088,,0.8,
630000,青海省,2003,3.3,3.3,6.1,0.5,,0.7,
630000,青海省,2002,3.4,3.4,6.2,0.6,,0.6,
630000,青海省,2001,3.31,3.3071,6.1426,0.4716,0.0029,0.6855,
630000,青海省,2000,,3.4535,6.5853,0.3217,,0.6693,
640000,宁夏回族自治区,2019,6.0871,6.0824,9.855,2.3192,,2.4412,3.51423718077909
640000,宁夏回族自治区,2018,6.0747,6.0704,9.9497,2.1997,,2.2828,3.33228718861989
640000,宁夏回族自治区,2017,6.03,6.03,9.91,2.16,0.01,2.22,3.26882829771555
640000,宁夏回族自治区,2016,6.2028,6.1983,10.2977,2.1079,0.0045,1.9544,2.9247852504
640000,宁夏回族自治区,2015,6.09,6.0862,10.3105,1.8695,,1.8136,2.6360465116
640000,宁夏回族自治区,2014,5.5958,5.5912,9.7313,1.4603,0.0046,1.582,2.4047486946
640000,宁夏回族自治区,2013,6.3838,6.3787,11.5443,1.2233,0.0051,1.5902,2.43
640000,宁夏回族自治区,2012,6.07,6.07,10.88,1.27,,1.5,2.32
640000,宁夏回族自治区,2011,6.15,6.14,10.86,1.43,,1.33,2.08
640000,宁夏回族自治区,2010,6.0,6.0,10.5,1.5,,1.2,1.90754752972595
640000,宁夏回族自治区,2009,5.6567,5.6533,10.1486,1.1648,,1.2729,
640000,宁夏回族自治区,2008,4.6151,4.6118,8.2498,0.9804,0.0033,1.0674,
640000,宁夏回族自治区,2007,4.924,4.9206,9.0987,0.7493,0.0034,0.9668,
640000,宁夏回族自治区,2006,5.1,5.1,9.6,0.7,0.0,0.9,
640000,宁夏回族自治区,2005,4.1,4.1,7.5,0.7,,0.9,
640000,宁夏回族自治区,2004,4.0505,4.0473,7.4,0.656,,0.8,
640000,宁夏回族自治区,2003,3.6,3.6,6.6,0.5,,0.6,
640000,宁夏回族自治区,2002,3.3,3.3,6.2,0.4,,0.5,
640000,宁夏回族自治区,2001,3.3709,3.3673,6.4039,0.3307,0.0036,0.6104,
640000,宁夏回族自治区,2000,,3.5711,6.755,0.3872,,0.6163,
650000,新疆维吾尔自治区,2019,16.5906,16.5805,30.985,2.1962,0.0101,7.3131,2.89832040012365
650000,新疆维吾尔自治区,2018,15.3655,15.3559,28.5418,2.1892,0.0096,5.9522,2.41382386815255
650000,新疆维吾尔自治区,2017,18.39,18.38,34.3,2.47,0.01,7.44,3.07156721040677
650000,新疆维吾尔自治区,2016,21.4054,21.3942,40.6303,2.1805,0.0112,9.3575,3.9848399357
650000,新疆维吾尔自治区,2015,27.6615,27.6425,52.1033,3.2197,0.019,10.1784,4.3128813559
650000,新疆维吾尔自治区,2014,27.9188,27.8892,52.5027,3.3349,0.0296,10.8044,4.7358950813
650000,新疆维吾尔自治区,2013,26.0713,26.0394,48.0231,4.1195,0.0319,10.9138,4.82
650000,新疆维吾尔自治区,2012,26.29,26.26,43.05,9.52,0.03,10.31,4.62
650000,新疆维吾尔自治区,2011,28.23,28.21,41.93,14.54,0.03,10.42,4.81
650000,新疆维吾尔自治区,2010,26.4,26.4,38.9,13.9,,9.8,4.51224060371938
650000,新疆维吾尔自治区,2009,26.5524,26.529,38.9559,14.1489,0.0234,8.836,
650000,新疆维吾尔自治区,2008,25.3624,25.3383,37.5641,13.1607,0.0241,8.7404,
650000,新疆维吾尔自治区,2007,22.6288,22.6032,33.1005,12.1571,0.0256,8.151,
650000,新疆维吾尔自治区,2006,20.1,20.1,29.2,11.0,,7.7,
650000,新疆维吾尔自治区,2005,19.6,19.6,29.4,9.9,,7.8,
650000,新疆维吾尔自治区,2004,19.3358,19.3153,29.7331,8.8939,0.0223,6.8,
650000,新疆维吾尔自治区,2003,16.6,16.5,25.6,7.6,0.02,5.9,
650000,新疆维吾尔自治区,2002,16.0,15.9,24.4,7.5,0.02,5.2,
650000,新疆维吾尔自治区,2001,16.2193,16.2039,24.3543,8.0535,0.0154,5.5094,
650000,新疆维吾尔自治区,2000,,18.045,28.0648,8.0252,,5.5076,
