省份编码,省份,年份,批发业企业资产总计(亿元),批发业流动资产合计(亿元),批发业固定资产合计(亿元),批发业负债合计(亿元),批发业所有者权益合计(亿元)
630000,青海省,2009,90.2,57.9,15.3,45.5,44.7
630000,青海省,2008,93.6,66.9,20.8,51.1,42.5
630000,青海省,2007,58.8,38.9,16.5,32.3,26.5
630000,青海省,2006,47.0,31.8,12.4,25.6,21.4
630000,青海省,2005,31.4,20.1,3.5,14.7,16.7
630000,青海省,2004,38.55208,16.42332,10.36578,22.27953,16.27255
630000,青海省,2003,21.5,13.0,5.6,13.0,8.5
630000,青海省,2002,23.4711,14.5598,6.6059,17.3117,6.1594
630000,青海省,2001,23.4122,18.1296,3.4749,19.2022,
630000,青海省,2000,29.6938,22.211,6.1777,26.1346,
640000,宁夏回族自治区,2019,822.1676,644.8335,,710.2099,233.9071
640000,宁夏回族自治区,2018,1023.8,846.0,34.6,805.0,228.5
640000,宁夏回族自治区,2017,736.814,617.2146,44.2539,547.688,196.342
640000,宁夏回族自治区,2016,590.7975,495.4225,38.038,508.0401,82.7574
640000,宁夏回族自治区,2015,440.1706,323.332,35.4365,350.8935,89.2771
640000,宁夏回族自治区,2014,389.2385,268.4559,32.349,291.3855,97.853
640000,宁夏回族自治区,2013,269.172,175.2635,31.9082,191.2586,77.9135
640000,宁夏回族自治区,2012,251.3,185.6,33.0,183.3,68.0
640000,宁夏回族自治区,2011,178.7,139.9,24.7,120.1,58.6
640000,宁夏回族自治区,2010,150.9,117.9,14.9,104.2,46.8
640000,宁夏回族自治区,2009,121.9,96.7,12.2,77.7,44.2
640000,宁夏回族自治区,2008,116.8,89.4,15.7,79.6,37.3
640000,宁夏回族自治区,2007,80.8,60.9,11.0,53.2,27.7
640000,宁夏回族自治区,2006,69.6,56.3,10.2,49.0,20.7
640000,宁夏回族自治区,2005,64.1,48.8,6.8,45.3,18.8
640000,宁夏回族自治区,2004,71.42231,51.49357,10.12413,53.68864,17.73367
640000,宁夏回族自治区,2003,28.1,17.4,7.5,20.8,7.4
640000,宁夏回族自治区,2002,27.4335,17.2571,6.7452,22.2636,5.1699
640000,宁夏回族自治区,2001,27.8362,20.5705,6.0194,25.1163,
640000,宁夏回族自治区,2000,27.3662,20.5444,5.607,23.9809,
650000,新疆维吾尔自治区,2019,4857.8626,3501.1347,,3539.441,1308.6955
650000,新疆维吾尔自治区,2018,3870.6,2892.9,208.7,2893.8,976.7
650000,新疆维吾尔自治区,2017,3649.6452,2715.3989,232.8011,2723.5408,926.1044
650000,新疆维吾尔自治区,2016,3305.6512,2391.1537,218.0294,2458.1957,844.4599
650000,新疆维吾尔自治区,2015,2888.7152,2062.2644,191.9127,2310.0978,611.8938
650000,新疆维吾尔自治区,2014,2752.7344,2024.2417,189.7009,2178.2815,608.9029
650000,新疆维吾尔自治区,2013,2061.1906,1597.361,151.9438,1692.0235,398.45
650000,新疆维吾尔自治区,2012,1812.8,1416.8,133.6,1431.0,381.9
650000,新疆维吾尔自治区,2011,1366.4,1089.6,115.2,1109.6,256.8
650000,新疆维吾尔自治区,2010,1180.4,914.3,120.7,937.5,242.9
650000,新疆维吾尔自治区,2009,895.8,688.1,108.3,676.5,219.3
650000,新疆维吾尔自治区,2008,823.5,650.0,141.2,635.4,188.2
650000,新疆维吾尔自治区,2007,684.8,530.6,122.2,565.4,119.4
650000,新疆维吾尔自治区,2006,746.3,586.6,140.7,603.0,143.3
650000,新疆维吾尔自治区,2005,705.2,563.0,77.8,585.0,120.2
650000,新疆维吾尔自治区,2004,643.32937,492.2957,61.45828,515.84237,127.487
650000,新疆维吾尔自治区,2003,571.7,439.1,76.6,462.8,108.9
650000,新疆维吾尔自治区,2002,414.2446,309.3262,58.2885,340.1919,74.0527
650000,新疆维吾尔自治区,2001,354.7941,275.9975,43.2586,302.4503,
650000,新疆维吾尔自治区,2000,382.0335,306.0518,54.6349,342.6217,
