省份编码,省份,年份,零售业企业主营业企业务收入(亿元),零售业企业主营业企业务成本(亿元),零售业企业主营业企业务税金及附加(亿元),零售业企业主营业企业务利润(亿元)
110000,北京市,2019,,,,
110000,北京市,2018,7623.4,6746.7,26.3,850.5
110000,北京市,2017,7142.0057,6297.3559,25.9032,818.7466
110000,北京市,2016,6798.5285,6033.2141,22.2764,743.038
110000,北京市,2015,7015.7289,6266.6859,25.4295,723.6135
110000,北京市,2014,7500.139,6706.7545,25.9288,767.4557
110000,北京市,2013,6585.5557,5890.3336,24.1821,671.04
110000,北京市,2012,5995.0549,5357.7897,21.3,616.0
110000,北京市,2011,5113.3188,4513.6434,17.6026,582.0728
110000,北京市,2010,4557.68075,4061.63977,12.1,483.9
110000,北京市,2009,3550.87006,3156.23885,9.92855,384.67963
110000,北京市,2008,3092.6677,2756.0909,8.2602,328.3167
110000,北京市,2007,2472.37272,2205.92414,5.97734,260.47124
110000,北京市,2006,2007.356,1796.8207,4.3718,206.1635
110000,北京市,2005,1719.38311,1542.55824,3.61743,173.20744
110000,北京市,2004,1572.26542,1404.57675,,56.59399
110000,北京市,2003,876.5012,780.1773,2.10941,31.01976
110000,北京市,2002,759.0525,670.9731,2.0451,32.0436
110000,北京市,2001,566.0515,491.2868,1.7545,28.706
110000,北京市,2000,547.8668,476.4036,1.7841,26.9394
120000,天津市,2019,,,,
120000,天津市,2018,1910.6,1712.5,5.2,192.9
120000,天津市,2017,2002.4349,1790.4603,6.5034,205.4712
120000,天津市,2016,2214.7644,1987.6089,8.3758,218.7797
120000,天津市,2015,1993.3347,1800.4396,7.8528,185.0423
120000,天津市,2014,1970.8011,1796.7447,7.0977,166.9587
120000,天津市,2013,1882.5436,1710.048,5.3715,167.1241
120000,天津市,2012,1701.2942,1552.2859,4.3,144.7
120000,天津市,2011,1406.515,1272.8235,5.1085,128.583
120000,天津市,2010,1278.67462,1139.96491,2.9,135.9
120000,天津市,2009,957.63067,853.44217,1.90664,98.46529
120000,天津市,2008,810.4587,712.4106,1.6835,95.3719
120000,天津市,2007,442.06691,339.73673,0.85152,58.47066
120000,天津市,2006,402.3482,353.8588,0.8194,40.6965
120000,天津市,2005,339.17026,301.38988,0.69207,24.72729
120000,天津市,2004,330.65348,287.08577,,21.995
120000,天津市,2003,185.8926,165.6908,0.38852,5.27249
120000,天津市,2002,174.0374,156.4909,0.3702,6.5808
120000,天津市,2001,172.5333,154.288,0.4611,7.6711
120000,天津市,2000,121.6749,108.0492,0.3191,5.9705
130000,河北省,2019,,,,
130000,河北省,2018,2589.2,2328.1,8.3,252.8
130000,河北省,2017,2678.5651,2419.1335,9.3937,250.0379
130000,河北省,2016,2803.2347,2548.0946,10.5213,244.6188
130000,河北省,2015,2617.8061,2378.4137,11.7672,227.6252
130000,河北省,2014,2382.3927,2167.4335,11.1795,203.7797
130000,河北省,2013,1963.73,1782.9049,10.2821,170.543
130000,河北省,2012,1641.2526,1481.0902,8.0,152.2
130000,河北省,2011,1454.7841,1318.2883,5.9545,130.5413
130000,河北省,2010,1178.39605,1080.2475,4.1,92.1
130000,河北省,2009,807.33769,735.76649,2.53056,66.9583
130000,河北省,2008,681.3411,610.03,2.0829,64.3404
130000,河北省,2007,449.8595,402.54621,1.50067,37.27034
130000,河北省,2006,394.1231,357.1533,1.0831,30.569
130000,河北省,2005,382.55248,315.53696,0.88138,21.80439
130000,河北省,2004,305.70539,273.2354,,22.35543
130000,河北省,2003,161.3403,141.9545,0.59981,8.6974
130000,河北省,2002,148.6511,129.1873,0.6063,9.9793
130000,河北省,2001,145.2182,125.4814,0.5705,9.88
130000,河北省,2000,124.2798,107.0658,0.4751,8.6456
140000,山西省,2019,,,,
140000,山西省,2018,1738.2,1587.7,4.7,145.8
140000,山西省,2017,1937.365,1772.8656,5.0282,159.4712
140000,山西省,2016,1776.3143,1629.2285,4.6994,142.3864
140000,山西省,2015,1798.5123,1637.7741,5.3861,155.3521
140000,山西省,2014,1952.2751,1789.4949,6.4034,156.3768
140000,山西省,2013,1964.7879,1804.2636,6.7856,153.7387
140000,山西省,2012,1781.8114,1642.1357,4.7,135.0
140000,山西省,2011,1558.4078,1422.7383,5.3977,130.2718
140000,山西省,2010,1190.70348,1082.00764,13.3,83.9
140000,山西省,2009,819.04488,741.73183,2.2414,65.18673
140000,山西省,2008,704.9705,631.3563,2.8872,62.5721
140000,山西省,2007,455.78179,396.52851,2.54779,28.81124
140000,山西省,2006,352.6664,325.6443,0.9264,21.6062
140000,山西省,2005,309.1754,279.44018,1.03692,22.19514
140000,山西省,2004,269.00109,236.21159,,17.67118
140000,山西省,2003,144.4317,130.9836,0.53032,5.92549
140000,山西省,2002,117.8198,104.5004,1.2097,5.8858
140000,山西省,2001,95.6443,80.2351,0.5371,3.6649
140000,山西省,2000,86.9491,73.3358,0.909,5.814
150000,内蒙古自治区,2019,,,,
150000,内蒙古自治区,2018,1125.9,999.9,3.5,122.5
150000,内蒙古自治区,2017,1201.8846,1087.9979,4.4064,109.4803
150000,内蒙古自治区,2016,1593.1787,1443.5404,10.9628,138.6755
150000,内蒙古自治区,2015,1393.4939,1240.672,8.6902,144.1317
150000,内蒙古自治区,2014,1472.9308,1302.7431,7.9715,162.2162
150000,内蒙古自治区,2013,1439.1131,1275.5131,7.3468,156.2532
150000,内蒙古自治区,2012,1343.9556,1219.0979,5.7,119.2
150000,内蒙古自治区,2011,1377.7276,1243.9099,4.0512,129.7665
150000,内蒙古自治区,2010,998.68197,864.45614,5.0,127.2
150000,内蒙古自治区,2009,705.58658,599.80101,3.0661,97.10701
150000,内蒙古自治区,2008,552.6009,460.9136,4.3929,86.3906
150000,内蒙古自治区,2007,379.05246,332.53172,0.96006,33.66207
150000,内蒙古自治区,2006,303.0922,271.8803,0.9164,25.624
150000,内蒙古自治区,2005,203.60885,174.82277,0.58803,23.82186
150000,内蒙古自治区,2004,165.46064,138.82298,,11.89285
150000,内蒙古自治区,2003,69.9123,63.1557,0.24537,3.14152
150000,内蒙古自治区,2002,56.2741,50.5116,0.1656,2.9267
150000,内蒙古自治区,2001,44.0964,31.8268,0.1571,2.1893
150000,内蒙古自治区,2000,31.048,26.6889,0.1546,1.8708
210000,辽宁省,2019,,,,
210000,辽宁省,2018,2572.7,2328.5,9.5,234.7
210000,辽宁省,2017,2720.8251,2441.5857,10.7575,268.4819
210000,辽宁省,2016,2928.5486,2642.1828,12.8426,273.5232
210000,辽宁省,2015,3203.8141,2843.1696,20.2467,340.3978
210000,辽宁省,2014,3362.845,2996.7064,22.6542,343.4844
210000,辽宁省,2013,3241.665,2877.3096,25.0826,339.2728
210000,辽宁省,2012,2834.8676,2509.3608,21.1,304.4
210000,辽宁省,2011,2481.4301,2183.8768,14.3787,283.1746
210000,辽宁省,2010,2032.99432,1799.96239,11.9,187.5
210000,辽宁省,2009,1484.1855,1320.11243,10.95366,156.30751
210000,辽宁省,2008,1456.1431,1252.6846,10.8527,191.0304
210000,辽宁省,2007,1041.39884,918.54736,4.07167,98.08159
210000,辽宁省,2006,842.1726,754.5978,2.5072,74.9595
210000,辽宁省,2005,627.88064,550.16307,1.78948,54.49206
210000,辽宁省,2004,573.10475,511.79827,,55.28288
210000,辽宁省,2003,372.6833,332.2129,1.18495,20.99065
210000,辽宁省,2002,270.6479,238.1045,1.0935,17.2598
210000,辽宁省,2001,195.3394,165.8137,1.6637,15.3004
210000,辽宁省,2000,154.7241,127.7657,0.8992,13.1892
220000,吉林省,2019,,,,
220000,吉林省,2018,1127.8,1001.7,5.2,120.9
220000,吉林省,2017,1509.0271,1343.0494,6.6576,159.3201
220000,吉林省,2016,1591.2172,1412.8491,10.292,168.0761
220000,吉林省,2015,1466.3292,1304.2856,9.4975,152.5461
220000,吉林省,2014,1340.1692,1184.1625,7.8513,148.1554
220000,吉林省,2013,1243.4629,1085.5818,7.8943,149.9868
220000,吉林省,2012,1125.34,961.1504,5.9,158.2
220000,吉林省,2011,967.7241,866.3314,4.0016,97.3911
220000,吉林省,2010,706.92758,647.56281,3.7,51.1
220000,吉林省,2009,463.12937,408.36594,2.70308,42.89769
220000,吉林省,2008,414.1899,356.7587,2.1657,55.5089
220000,吉林省,2007,293.98366,259.6876,1.12453,23.32034
220000,吉林省,2006,331.6613,305.8968,0.838,24.9265
220000,吉林省,2005,269.44589,241.8509,0.92976,19.92829
220000,吉林省,2004,246.93154,213.55317,,17.54717
220000,吉林省,2003,140.3614,129.2908,0.23051,5.41061
220000,吉林省,2002,121.8742,112.8972,0.1913,4.0088
220000,吉林省,2001,86.7502,78.0569,0.2244,3.1877
220000,吉林省,2000,69.7491,62.9705,0.1975,2.5385
230000,黑龙江省,2019,,,,
230000,黑龙江省,2018,1314.7,1175.5,5.9,133.3
230000,黑龙江省,2017,1394.86,1238.3217,7.3902,149.1481
230000,黑龙江省,2016,1453.2698,1294.6999,10.2495,148.3204
230000,黑龙江省,2015,1366.8334,1205.2764,11.6864,149.8706
230000,黑龙江省,2014,1375.7641,1213.1738,11.6632,150.9271
230000,黑龙江省,2013,1282.4802,1124.6291,10.4421,147.409
230000,黑龙江省,2012,1031.5275,894.3643,7.3,129.8
230000,黑龙江省,2011,952.0903,832.2821,6.8274,112.9808
230000,黑龙江省,2010,786.82817,674.94915,13.2,94.2
230000,黑龙江省,2009,668.87982,543.19031,12.92601,100.55672
230000,黑龙江省,2008,451.3802,393.4943,2.0028,55.1733
230000,黑龙江省,2007,338.14125,294.70461,1.77533,30.11477
230000,黑龙江省,2006,251.733,225.0996,0.7791,24.228
230000,黑龙江省,2005,223.08715,192.48701,0.73254,20.96428
230000,黑龙江省,2004,204.81437,176.46232,,19.79056
230000,黑龙江省,2003,111.114,96.2931,0.5437,7.21293
230000,黑龙江省,2002,96.1641,82.7589,0.464,6.869
230000,黑龙江省,2001,102.5303,87.053,0.4497,7.5436
230000,黑龙江省,2000,88.0221,75.5851,0.4175,6.5472
310000,上海市,2019,,,,
310000,上海市,2018,7171.5,5703.0,31.0,1437.5
310000,上海市,2017,6521.7952,5223.1674,29.9773,1268.6505
310000,上海市,2016,6209.9866,5102.2647,24.97,1082.7519
310000,上海市,2015,5473.9911,4510.9592,26.1344,936.8975
310000,上海市,2014,5367.9757,4450.5648,25.7541,891.6568
310000,上海市,2013,4658.3974,3913.9819,22.8848,721.5307
310000,上海市,2012,4301.293,3633.733,16.9,650.7
310000,上海市,2011,3925.7428,3332.5887,16.1222,577.0319
310000,上海市,2010,3305.09589,2855.56454,11.1,438.4
310000,上海市,2009,2933.01957,2541.80888,8.94977,383.28468
310000,上海市,2008,3088.2686,2668.1209,14.86,326.7782
310000,上海市,2007,2538.02269,2216.34645,7.11873,296.10177
310000,上海市,2006,2393.6517,2113.9824,6.327,264.4384
310000,上海市,2005,1885.18284,1644.90886,4.43033,187.443
310000,上海市,2004,1422.66637,1240.61561,,151.91572
310000,上海市,2003,983.0629,850.8471,2.89667,33.62858
310000,上海市,2002,793.7694,685.538,3.0069,29.0316
310000,上海市,2001,726.269,625.932,2.0983,33.091
