省份编码,省份,年份,出入境货物检验检疫批次(批),出入境货物检验检疫不合格批次(批),出入境货物检验检疫货值(万美元),出入境货物检验检疫不合格货值(万美元),出入境工业品检验检疫批次(批),出入境工业品检验检疫不合格批次(批),出入境工业品检验检疫货值(万美元),出入境工业品检验检疫不合格货值(万美元),出入境动物及动物产品检验检疫批次(批),出入境动物及动物产品检验检疫不合格批次(批),出入境动物及动物产品检验检疫货值(万美元),出入境动物及动物产品检验检疫不合格货值(万美元),出入境植物及植物产品检验检疫批次(批),出入境植物及植物产品检验检疫不合格批次(批),出入境植物及植物产品检验检疫货值(万美元),出入境植物及植物产品检验检疫不合格货值(万美元),出入境食品及化妆品检验检疫批次(批),出入境食品及化妆品检验检疫不合格批次(批),出入境食品及化妆品检验检疫货值(万美元),出入境食品及化妆品检验检疫不合格货值(万美元)
360000,江西省,2008,81290,794,464996.3844,7146.338,61033,598,405911.3866,6892.6351,7008,56,10869.5329,55.0492,7292,108,27355.807,151.0186,6055,31,20655.8031,47.2351
360000,江西省,2007,93845,580,466772.3274,3117.0527,82437,559,433936.5951,3078.4844,6245,3,16476.6743,2.3494,10177,82,33141.4585,78.8068,6630,21,27888.2821,38.5683
360000,江西省,2006,94105,393,377340.9176,1686.3947,83319,365,346050.7968,1644.1578,6578,2,21340.38,3.7144,8793,112,26246.9955,122.4964,5735,15,24948.5133,22.0148
360000,江西省,2005,53593,340,253129.0578,1285.9487,44810,314,228060.4388,1249.3544,5342,7,17795.704,3.3317,6945,30,22303.5904,41.7232,4573,25,18877.4791,34.621
360000,江西省,2004,27393,186,158346.6622,666.7322,22228,155,140645.7619,603.4659,2971,2,16181.4697,23.585,4750,35,10001.9913,37.4834,3263,28,11976.3425,38.1444
360000,江西省,2003,25686,421,130954.0,975.0,,,,,1989,9,5626.0,37.0,4451,31,12028.0,62.0,2975,29,12311.0,77.0
360000,江西省,2002,22854,187,100620.0,437.0,,,,,1335,,2814.0,,2811,,7676.0,,2838,14,5293.0,7.0
360000,江西省,2001,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,882288,7733,18110580.5327,2356990.9007,,,,,,,,,,,,,,,,
370000,山东省,2017,889160,14721,14458463.0,1997283.0,,,,,,,,,,,,,,,,
370000,山东省,2016,873229,55501,11289445.0,1930472.0,,,,,,,,,,,,,,,,
370000,山东省,2015,821357,61186,11553663.0,2289805.0,,,,,,,,,,,,,,,,
370000,山东省,2014,831258,62344,14838168.0,2910342.0,,,,,,,,,,,,,,,,
370000,山东省,2013,1275673,18313,17811419.1983325,2604461.50682625,,,,,,,,,,,,,,,,
370000,山东省,2012,1469848,19573,18790589.8513518,2469595.76538127,,,,,,,,,,,,,,,,
370000,山东省,2011,1433916,22444,16888324.6729612,2694828.90762132,883362,6904,12568473.4597812,1429531.91284557,96741,4214,912251.310931496,86297.0611247652,231286,10340,2414402.29859049,1163047.503581,222527,986,993197.603658073,15952.4300699818
370000,山东省,2010,1277688,27805,13069766.2349,2296017.8344,768215,6875,9704757.5274,1279458.9826,89061,8621,728475.6471,145279.4693,208992,10300,1844274.583,858650.2548,211420,2009,792258.4774,12629.1277
370000,山东省,2009,1088526,21516,8928853.3177,1510608.7639,681774,7337,6825813.6796,963790.3415,19218,2296,89406.1579,16630.0247,112247,3153,737995.7853,403773.4298,279514,8901,1253384.2528,125425.1101
370000,山东省,2008,1090727,15462,11858786.2351,1776978.3133,640546,5288,9078523.7226,1064961.2198,84899,3939,678587.2241,60731.4105,192692,5478,1402059.1143,643971.7669,173476,755,669704.4673,7300.0398
370000,山东省,2007,1072669,10482,8443470.414,752624.3831,736148,7261,6888471.8679,534421.3236,132886,2087,814189.8359,26252.606,343006,5471,1634657.6784,327396.6563,326687,3053,1500570.1293,216391.4476
370000,山东省,2006,947268,10101,7213315.3895,593049.6517,636950,7997,5853594.9415,429450.186,127509,977,749753.5487,8369.9156,309417,6022,1409407.0422,310825.325,301644,1952,1316290.7122,161142.3391
370000,山东省,2005,841644,7328,5996181.6102,537808.9585,554377,6091,4759366.0098,377662.0755,119022,408,687807.6756,3402.0521,268741,3495,1146512.4912,260427.4528,281634,1142,1204193.3869,159171.7335
370000,山东省,2004,706053,5662,4468393.086,418936.0667,459327,4535,3455108.2803,237195.9163,102076,341,541052.3588,2746.6052,222370,2877,1016561.6577,310566.3639,241796,1039,987002.1796,180726.38
370000,山东省,2003,605522,3459,3034348.0,167496.0,,,,,68295,968,403361.0,48197.0,185365,994,619589.0,111304.0,214647,871,821189.0,107026.0
370000,山东省,2002,518913,2513,2245177.0,31381.0,,,,,55172,3,272013.0,6.0,88915,188,233746.0,24273.0,81451,138,180943.0,1638.0
370000,山东省,2001,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,,,,,,,,,,,,,,,,,,,,
410000,河南省,2018,71893,358,1894807.2113,3698.7426,,,,,,,,,,,,,,,,
410000,河南省,2017,69210,2225,2207447.0,26572.0,,,,,,,,,,,,,,,,
410000,河南省,2016,67569,2629,1830880.0,53511.0,,,,,,,,,,,,,,,,
410000,河南省,2015,66300,4940,2468639.0,81494.0,,,,,,,,,,,,,,,,
410000,河南省,2014,59748,3695,2125162.0,152593.0,,,,,,,,,,,,,,,,
410000,河南省,2013,98604,682,2534256.63502318,19726.061532964,,,,,,,,,,,,,,,,
410000,河南省,2012,110137,551,2590784.97879022,4500.90820995038,,,,,,,,,,,,,,,,
410000,河南省,2011,87773,375,1295287.1412739,3466.9584,52316,128,1045663.66699427,1484.6979,9296,65,86541.6470714843,568.6689,9438,150,62336.668801,1291.4484,16723,32,100745.158407143,122.1432
410000,河南省,2010,69020,399,454339.9413,7987.5631,38794,105,287897.1008,2266.0351,9016,44,58665.0501,379.3628,7634,212,40026.6941,5134.8989,13576,38,67751.0963,207.2663
410000,河南省,2009,55902,233,337014.7397,1460.9778,34623,145,239116.9348,1147.7828,8712,43,31015.0968,98.0102,4425,2,14243.6059,1.8143,8439,39,49262.8321,180.4315
410000,河南省,2008,59607,441,488041.128,2671.6004,34878,167,380186.8643,1841.8573,8318,53,37046.452,234.0957,5915,148,27310.8203,302.9978,10277,73,40802.5422,292.6496
410000,河南省,2007,57898,574,447974.045,2624.8188,47350,458,391571.1625,2269.5944,8943,62,39497.3954,246.9187,8611,208,62276.2149,890.6693,8209,94,46131.6843,274.4572
410000,河南省,2006,53437,510,427791.4237,2446.2579,42811,392,375240.7727,2094.9357,9313,25,35918.1233,100.258,7264,263,57963.9293,1053.4066,7977,110,40938.6864,285.596
410000,河南省,2005,50963,357,396637.5014,1507.1631,39839,284,350246.965,1217.7475,9080,30,40671.9061,191.8526,7781,164,41254.9226,177.8344,8469,70,36484.5668,243.3416
410000,河南省,2004,45104,296,319817.3095,1968.3466,34586,282,275611.9788,1846.5249,7812,23,36959.1714,97.5527,7357,135,36088.3979,1019.3733,7922,13,35591.0636,121.7511
410000,河南省,2003,41646,214,264958.0,1566.0,,,,,5103,49,19782.0,1036.0,5945,11,34535.0,86.0,6876,14,44340.0,69.0
410000,河南省,2002,33898,246,182906.0,533.0,,,,,4468,2,19763.0,6.0,2868,,7350.0,,2611,19,9090.0,38.0
410000,河南省,2001,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2018,86390,435,558404.3377,7684.8849,,,,,,,,,,,,,,,,
420000,湖北省,2017,105699,1189,792104.0,19629.0,,,,,,,,,,,,,,,,
420000,湖北省,2016,63929,1339,488899.0,14585.0,,,,,,,,,,,,,,,,
420000,湖北省,2015,59926,2348,573981.0,16282.0,,,,,,,,,,,,,,,,
420000,湖北省,2014,60739,799,586729.0,11839.0,,,,,,,,,,,,,,,,
420000,湖北省,2013,90844,746,843719.677140128,11235.2825099289,,,,,,,,,,,,,,,,
420000,湖北省,2012,107221,857,832052.328553247,9055.67496133258,,,,,,,,,,,,,,,,
420000,湖北省,2011,101460,571,829368.439496363,7050.18373673,72534,129,613482.982928362,1351.01863673,4062,17,19359.890948,190.6085,3221,393,39028.0635,5158.0997,21643,32,157497.50212,350.4569
420000,湖北省,2010,91898,578,726944.3226,18747.2658,65861,165,567738.6225,3903.0599,4705,19,21798.9702,126.1286,2782,378,25745.4076,14601.4263,18550,16,111661.3223,116.651
420000,湖北省,2009,79972,374,557811.3715,3379.3336,63424,339,473731.594,3061.5358,1230,1,1585.4831,,1870,,5965.6442,,14888,31,73441.2392,306.5736
420000,湖北省,2008,82230,447,751248.2084,5405.5241,62489,120,653444.9216,2262.0154,4169,80,17930.5979,696.9719,3189,223,18357.41,2300.6014,12254,24,60908.3559,145.9354
420000,湖北省,2007,76144,514,521104.4779,7068.333,63136,439,468288.3497,6382.3593,5429,68,20450.1305,646.7447,8560,313,47561.854,3721.7851,11665,72,48158.0021,639.1077
420000,湖北省,2006,66197,654,430768.31,7908.4797,56049,596,384296.1634,7448.7731,4304,34,20639.8129,398.619,6595,448,40615.2699,2743.5853,8921,57,42052.5785,459.551
420000,湖北省,2005,51235,481,359925.9892,6102.3513,42405,370,322940.1412,5174.0863,3619,49,14219.9938,517.7237,5948,239,28925.3311,1707.6782,7422,76,31637.5462,594.3984
420000,湖北省,2004,34508,742,248986.4081,3700.3869,27334,655,223006.8211,3417.1428,3013,40,8790.286,167.7726,4658,277,25507.4316,1792.0218,5554,83,21974.6514,278.1106
420000,湖北省,2003,33752,451,241225.0,1866.0,,,,,3085,75,12431.0,640.0,4409,94,17730.0,160.0,4572,45,24252.0,309.0
420000,湖北省,2002,27922,292,160114.0,1265.0,,,,,829,1,1440.0,,1860,,5627.0,,2427,7,9413.0,45.0
420000,湖北省,2001,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2018,88964,741,471253.7142,4261.8785,,,,,,,,,,,,,,,,
430000,湖南省,2017,81815,1586,474687.0,6325.0,,,,,,,,,,,,,,,,
430000,湖南省,2016,74154,1103,410800.0,3504.0,,,,,,,,,,,,,,,,
430000,湖南省,2015,65619,1167,385208.0,3709.0,,,,,,,,,,,,,,,,
430000,湖南省,2014,70263,830,442922.0,3722.0,,,,,,,,,,,,,,,,
430000,湖南省,2013,97251,229,564079.074637699,3034.60994651374,,,,,,,,,,,,,,,,
430000,湖南省,2012,95657,577,549395.524946376,2245.60901020373,,,,,,,,,,,,,,,,
430000,湖南省,2011,93683,708,530850.19542248,2262.4229,59170,581,401161.01456248,1637.0356,3776,18,37617.5295,1.2099,8375,49,29034.3539,514.0921,22362,60,63037.29746,110.0853
430000,湖南省,2010,89099,707,443436.1397,5752.0884,55548,629,333679.4331,3900.1457,4436,6,32698.4071,16.284,7010,30,21280.618,1452.3709,22105,42,55777.6815,383.2878
430000,湖南省,2009,75196,646,350516.4732,1886.035,62093,637,285774.0375,1858.0847,1415,,4940.7513,,3260,,7093.2434,,9518,10,50744.4874,27.7428
430000,湖南省,2008,76265,1320,471766.9671,3569.0395,48731,1115,391127.7657,3008.7525,3267,1,20866.3449,7.656,4543,10,12611.1529,260.8021,19655,194,45830.2315,291.8289
430000,湖南省,2007,80791,828,423295.0365,4411.8956,68115,777,385622.0506,4328.2077,5032,,21579.6121,,10793,84,28129.7021,1058.4319,9339,49,29301.2922,81.0752
430000,湖南省,2006,76746,595,399147.0458,7241.6592,60824,590,364198.7821,7235.699,9059,,21793.9104,,10017,104,24520.4963,551.3497,9628,5,27911.0574,5.9602
430000,湖南省,2005,68759,462,321425.2441,4442.6797,55868,453,292212.4499,4409.7093,6475,6,16598.9081,26.7545,8683,49,21986.66,355.2592,8248,4,22185.1561,6.216
430000,湖南省,2004,59972,483,272814.4616,2782.2778,49286,479,240296.6537,2767.3266,4659,3,12120.6574,13.2012,7686,90,21076.5161,466.0646,7141,4,17763.6615,14.9512
430000,湖南省,2003,56900,418,217829.0,2041.0,,,,,3922,3,6737.0,1.0,7229,28,13466.0,115.0,6418,9,13255.0,11.0
430000,湖南省,2002,46686,214,169911.0,887.0,,,,,3444,1,6294.0,2.0,2974,,2987.0,,4766,3,8772.0,4.0
430000,湖南省,2001,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,,,,,,,,,,,,,,,,,,,,
440000,广东省,2018,2207231,31959,18181963.9061,2465235.6489,,,,,,,,,,,,,,,,
440000,广东省,2017,2239116,120255,16709615.0,2530531.0,,,,,,,,,,,,,,,,
440000,广东省,2016,2595867,162515,16693861.0,2415853.0,,,,,,,,,,,,,,,,
440000,广东省,2015,2817981,167848,18840177.0,2536872.0,,,,,,,,,,,,,,,,
440000,广东省,2014,3024531,134535,22874333.0,2030887.0,,,,,,,,,,,,,,,,
440000,广东省,2013,4843804,48121,32528910.7239578,1473718.52914951,,,,,,,,,,,,,,,,
440000,广东省,2012,7692049,45062,40419314.0025962,1174387.18043167,,,,,,,,,,,,,,,,
440000,广东省,2011,5884119,41527,38967034.2958072,1021829.48780701,4815682,16151,34382762.3840596,363815.552531676,212289,2342,858065.671086905,23774.650246626,435433,20323,1869650.65270715,626801.887740234,420715,2711,1856555.58795356,7437.39728847143
440000,广东省,2010,5936947,34185,32922891.5401,894227.1127,4883880,12992,29184816.764,294872.9596,234450,2166,800090.1528,20198.9125,405547,17074,1555519.9004,573161.0816,413070,1953,1382464.7229,5994.159
440000,广东省,2009,3623008,20295,15609604.4381,443029.3344,3273136,8734,13844459.074,172698.9223,67571,1783,195931.5103,13206.406,115466,8781,614654.6114,247828.0262,243369,1121,897018.1303,9372.1659
440000,广东省,2008,4384652,23697,20182434.2975,570450.0474,3752059,9872,17737240.6256,314688.3108,147846,2126,546256.562,20185.4507,199308,10877,888039.1628,234266.9467,324846,934,989382.164,1309.1258
440000,广东省,2007,4907284,25511,18761809.3066,391949.0552,4630720,15358,17627249.0002,199300.2254,168786,2986,516034.6164,17367.5597,423049,15457,1292588.1554,225193.808,253182,8678,1085590.8671,183457.5112
440000,广东省,2006,4973444,19241,16873927.6895,230651.3063,4706748,9588,16014481.7245,104244.8716,167667,2995,477373.8013,17396.8964,446206,10794,1002442.3441,134682.3769,238921,8288,785473.8615,114475.5029
440000,广东省,2005,4941909,14695,15696959.4631,261300.0237,4722658,8585,14930038.9507,106212.1755,163826,2238,433366.4181,16647.1882,429034,8977,907223.2305,170615.3719,194324,4718,696228.0355,140888.3028
440000,广东省,2004,4431140,11364,12697006.6497,221568.2153,4234489,7009,12044024.889,100784.2551,162560,2332,428220.1981,16252.7726,392893,5606,710207.4813,126284.7885,174095,3111,586163.2304,108974.6661
440000,广东省,2003,3887849,7191,9752806.0,94892.0,,,,,145545,624,317228.0,9445.0,354870,3723,484794.0,62139.0,142730,1859,428094.0,52598.0
440000,广东省,2002,3425987,6920,8524457.0,59968.0,,,,,71385,23,156157.0,19.0,169606,27,214754.0,,100306,712,199960.0,21521.0
440000,广东省,2001,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2018,136202,2606,3188970.7758,574362.0943,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2017,124411,3399,2832508.0,808754.0,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2016,138303,4332,2060141.0,671091.0,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2015,146439,4149,2429519.0,707943.0,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2014,133463,1943,2958182.0,794388.0,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2013,149861,1572,2605480.27634347,667104.169129269,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2012,149613,1233,2903106.08821451,587673.689880133,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2011,157588,6866,2215830.9016754,434423.85266032,47582,572,1587982.90185022,161216.98192554,7183,7,58670.853792,9.8204,73704,6194,444488.636583175,272912.18603478,29119,93,124688.50945,284.8643
450000,广西壮族自治区,2010,148550,1296,1481239.8119,335283.0048,40837,574,987527.233,151931.5917,6648,4,48178.9175,594.6417,73635,635,348944.4151,182515.8791,27430,83,96589.2463,240.8923
450000,广西壮族自治区,2009,141620,1108,1031499.3993,316263.3819,51375,470,671038.7165,134440.2048,1076,1,5790.7494,,63193,283,263248.0047,178243.3528,26365,355,90313.4,3501.4717
450000,广西壮族自治区,2008,149559,1066,1298054.1127,289289.8234,53835,577,894748.2887,157947.2977,3701,14,29010.5344,104.5331,71870,402,290266.9763,131074.0164,21004,75,83908.8313,163.9762
450000,广西壮族自治区,2007,167496,873,948806.7752,180615.683,101312,508,759064.1374,115468.366,7122,17,27498.2093,77.2787,86079,388,222655.6577,65529.4617,63184,328,181588.0873,65104.8872
450000,广西壮族自治区,2006,152459,866,652285.0839,141319.6233,90429,592,507757.3657,95594.7931,7241,17,19734.3741,59.6037,75375,292,160056.1069,42638.8385,59035,254,135603.799,42503.3279
450000,广西壮族自治区,2005,142675,782,475104.7123,98956.3014,69289,526,344688.6226,45239.4974,17198,21,21000.4275,821.1756,73603,250,144018.8403,52939.264,69188,219,122858.644,52895.5014
450000,广西壮族自治区,2004,138996,933,390082.8107,68193.8043,79382,723,283034.5967,26341.155,15829,10,19030.7448,125.4831,56921,194,113523.0561,41726.5061,56172,200,97980.4141,41730.9241
450000,广西壮族自治区,2003,78656,733,279475.0,34499.0,,,,,5182,19,11527.0,499.0,32896,251,89040.0,26929.0,25170,263,74701.0,26925.0
450000,广西壮族自治区,2002,70961,824,212823.0,6665.0,,,,,3753,2,8311.0,,21247,64,41739.0,4149.0,10291,81,20894.0,2168.0
450000,广西壮族自治区,2001,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,,,,,,,,,,,,,,,,,,,,
460000,海南省,2018,18409,74,968283.4857,7373.3448,,,,,,,,,,,,,,,,
460000,海南省,2017,17657,806,813311.0,21533.0,,,,,,,,,,,,,,,,
460000,海南省,2016,15437,1464,745830.0,15306.0,,,,,,,,,,,,,,,,
460000,海南省,2015,15501,406,921717.0,8823.0,,,,,,,,,,,,,,,,
460000,海南省,2014,16312,460,1330686.0,18167.0,,,,,,,,,,,,,,,,
460000,海南省,2013,17679,401,1021475.06638883,20140.47750017,,,,,,,,,,,,,,,,
460000,海南省,2012,16874,345,1198595.18067076,20454.50258125,,,,,,,,,,,,,,,,
460000,海南省,2011,17037,295,1036196.3315993,16350.83903261,4623,189,907513.441821195,15353.06582802,7080,43,67113.9650626076,529.139101,3576,26,44437.7300583221,260.096,1758,37,17131.1946571767,208.53810359
460000,海南省,2010,14805,394,700841.8823,37537.0386,3326,278,604294.4281,36806.2576,6459,46,50680.0937,323.9577,3473,21,37176.795,301.6477,1547,49,8690.5655,105.1756
460000,海南省,2009,14327,469,585311.9278,9495.1542,3711,321,499847.9085,7804.6715,331,18,3508.2959,99.48,3009,79,29187.3265,608.9197,7692,52,52820.4715,982.083
460000,海南省,2008,14347,538,762120.3755,7790.6955,4395,347,684502.8217,6320.8068,4971,95,47526.1024,805.8622,3230,64,18825.474,306.2672,1861,33,11262.918,357.7593
460000,海南省,2007,15558,664,527617.626,5343.5823,7888,601,480835.3641,4718.0616,5443,60,39187.133,514.7835,5335,239,24200.4767,1252.3038,6879,58,44945.6318,615.1017
460000,海南省,2006,15721,396,248507.1812,3485.6512,9218,342,209746.8664,3049.8803,4338,50,31365.8721,410.4849,5414,88,22414.5959,588.8378,5921,44,36996.5838,426.5505
460000,海南省,2005,17653,203,152148.3082,2963.7058,13113,183,128508.3359,2903.4915,2587,12,17700.9702,56.8964,4974,34,17982.7238,364.7651,4136,19,22637.8824,60.1603
460000,海南省,2004,17574,127,174339.7327,1767.4901,13457,97,151370.8463,1612.2384,2512,16,17604.0156,74.4683,4287,32,16529.7106,743.3238,3848,28,19668.3039,153.2502
460000,海南省,2003,15348,188,111259.0,2178.0,,,,,1626,11,6757.0,49.0,3207,81,10343.0,346.0,3146,84,14786.0,310.0
460000,海南省,2002,14086,340,60567.0,2778.0,,,,,1617,,9202.0,,1390,,4935.0,,742,15,3153.0,87.0
460000,海南省,2001,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2018,39725,266,645582.1678,3092.5418,,,,,,,,,,,,,,,,
500000,重庆市,2017,40806,1264,371920.0,8575.0,,,,,,,,,,,,,,,,
500000,重庆市,2016,25962,1436,241731.0,13871.0,,,,,,,,,,,,,,,,
500000,重庆市,2015,24321,1858,247236.0,20298.0,,,,,,,,,,,,,,,,
500000,重庆市,2014,31424,1383,356165.0,13929.0,,,,,,,,,,,,,,,,
500000,重庆市,2013,65648,663,710204.397228813,11461.3539131003,,,,,,,,,,,,,,,,
500000,重庆市,2012,67085,232,713563.206942435,4718.25236030953,,,,,,,,,,,,,,,,
500000,重庆市,2011,53945,119,539888.75571674,4334.75955738233,48091,101,498576.42827999,4133.08375738233,1118,12,10502.441973,186.9784,770,2,13472.241663,10.8473,3966,4,17337.64380075,3.8501
500000,重庆市,2010,47662,53,406979.7607,499.1206,41838,50,370455.3086,481.0229,1291,,9934.5837,,731,2,11999.6105,17.4787,3802,1,14590.2579,0.619
500000,重庆市,2009,34118,89,243309.6018,516.5187,31218,86,221663.9556,506.9857,595,,2179.5941,,329,1,4072.3834,4.677,3431,2,13815.9363,4.856
500000,重庆市,2008,43537,47,384839.5131,783.6125,38255,44,358248.7684,773.9661,889,,10230.5994,,493,,5703.9842,,3909,3,10569.9015,9.6464
500000,重庆市,2007,40951,114,306189.8486,1200.2588,37004,112,290561.1804,1193.7785,6376,9,16260.4558,73.9313,2558,,8321.4326,,2986,2,6880.9247,6.4803
500000,重庆市,2006,36135,108,231131.918,1235.8165,31880,108,216476.7341,1235.8165,5870,2,14524.1812,1.5089,2505,,6663.8502,,3331,,7318.9069,
500000,重庆市,2005,37514,59,204849.0818,614.3301,33069,58,189867.8641,613.9031,6714,,16505.6201,,2530,1,5971.8097,0.427,3624,1,8080.3485,0.427
500000,重庆市,2004,31414,16,172425.919,42.2916,27081,13,158522.3228,41.6238,7049,,15583.8812,,2612,2,5731.9815,,3586,3,7552.0272,0.6678
500000,重庆市,2003,28836,34,143834.0,56.0,,,,,7800,3,13854.0,,2616,2,4883.0,1.0,3692,3,6213.0,1.0
500000,重庆市,2002,22621,36,139442.0,53.0,,,,,929,1,5268.0,,429,,1314.0,,3376,,5135.0,
500000,重庆市,2001,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,,,,,,,,,,,,,,,,,,,,
510000,四川省,2019,,,,,,,,,,,,,,,,,,,,
510000,四川省,2018,34763,761,282599.9225,6934.5335,,,,,,,,,,,,,,,,
510000,四川省,2017,33210,2010,288650.0,15265.0,,,,,,,,,,,,,,,,
510000,四川省,2016,28845,1542,216158.0,12052.0,,,,,,,,,,,,,,,,
510000,四川省,2015,29369,1632,247858.0,13063.0,,,,,,,,,,,,,,,,
510000,四川省,2014,34270,975,366484.0,13852.0,,,,,,,,,,,,,,,,
510000,四川省,2013,68470,330,512909.371638611,3365.33786564,,,,,,,,,,,,,,,,
510000,四川省,2012,73430,202,624126.048429123,1165.94001920224,,,,,,,,,,,,,,,,
510000,四川省,2011,70896,152,997329.296155935,872.96425,57721,71,889482.943980382,610.76805,2599,3,36481.8654,54.484,3162,56,19936.0651,137.8217,7414,22,51428.421675553,69.8905
510000,四川省,2010,58601,182,439411.6932,10368.823,46466,90,358511.3653,8695.4582,2153,9,27004.041,69.2406,3329,51,17259.5976,1551.9864,6653,32,36636.6893,52.1378
510000,四川省,2009,54426,150,431411.3568,1049.5246,46442,87,368445.6352,749.9927,1207,,11926.3442,,2378,6,9864.7774,10.7347,7095,58,37000.2166,289.2392
510000,四川省,2008,57160,242,482235.6132,2433.5282,44146,155,400566.1309,1913.8234,2479,20,30597.1749,378.6983,4000,13,17646.1567,8.2176,6642,54,30483.012,132.2389
510000,四川省,2007,62336,189,365342.0987,964.5587,52713,126,314567.5013,751.3614,19252,19,57213.4748,164.7961,8536,46,29377.2086,101.43,7882,56,39528.0754,159.277
510000,四川省,2006,50932,191,315041.6531,841.4714,41985,129,263954.1256,670.6245,15547,12,54034.1417,104.3014,7434,36,20269.6711,63.9127,7702,54,40552.4555,125.1829
510000,四川省,2005,59681,282,320088.4675,1381.1669,51012,210,268618.7454,1192.9891,18698,16,57509.4108,151.6131,7081,48,18574.3741,33.3329,7793,62,43338.6629,129.2777
510000,四川省,2004,56858,288,334961.4044,803.9618,48240,230,289842.953,703.1966,19950,13,56133.0367,75.5849,6388,33,14752.8047,34.043,7833,54,40143.8666,73.7693
510000,四川省,2003,51655,168,317883.0,388.0,,,,,17210,1,35654.0,1.0,5636,12,12836.0,11.0,6429,20,25491.0,14.0
510000,四川省,2002,34637,135,235640.0,508.0,,,,,1616,,8514.0,,2755,5,5465.0,,3703,14,12752.0,6.0
510000,四川省,2001,,,,,,,,,,,,,,,,,,,,
510000,四川省,2000,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2018,13942,16,173406.6014,2206.4398,,,,,,,,,,,,,,,,
520000,贵州省,2017,16330,332,245866.0,9145.0,,,,,,,,,,,,,,,,
520000,贵州省,2016,5848,232,105536.0,2760.0,,,,,,,,,,,,,,,,
520000,贵州省,2015,2311,131,80062.0,4141.0,,,,,,,,,,,,,,,,
520000,贵州省,2014,2313,93,92211.0,4493.0,,,,,,,,,,,,,,,,
520000,贵州省,2013,5471,49,85271.2051307553,512.86047832,,,,,,,,,,,,,,,,
520000,贵州省,2012,6586,36,96740.5970145793,698.88969261,,,,,,,,,,,,,,,,
520000,贵州省,2011,6466,36,77369.7253,136.7715,5602,21,54225.9479,111.8507,17,,49.4937,,485,2,9470.2574,6.74,362,13,13624.0263,18.1808
520000,贵州省,2010,6590,38,66779.8081,375.3176,5772,19,46178.5967,321.1698,13,,37.9283,,485,6,11030.6411,46.7556,320,13,9532.642,7.3922
520000,贵州省,2009,5576,35,60563.337,124.5303,4817,19,45440.582,76.6172,17,,47.1643,,377,5,9207.0165,4.9419,307,7,4748.2277,15.1072
520000,贵州省,2008,7744,44,135047.6607,721.1302,7061,33,121221.4674,694.033,16,,30.988,,436,2,6209.2255,9.4038,241,9,7527.2798,17.6934
520000,贵州省,2007,16296,71,132821.5135,332.5922,15563,47,125615.7799,310.4804,67,,161.1481,,653,4,8946.6467,12.3519,281,22,2093.9503,13.2464
520000,贵州省,2006,16867,61,102225.8718,169.8877,16028,49,95734.8497,152.8184,3628,12,3885.4464,43.4256,725,4,9456.089,6.477,382,12,2626.6628,17.0693
520000,贵州省,2005,16538,86,83571.5558,390.2893,15704,78,76852.9577,365.4664,141,,210.4131,,825,7,8071.6901,24.6735,380,5,2066.9835,17.4296
520000,贵州省,2004,14741,88,106502.0777,472.3644,13988,78,99751.5239,435.4202,125,,142.7904,,679,2,6047.594,3.3273,389,9,2990.8009,34.6969
520000,贵州省,2003,7834,64,64196.0,278.0,,,,,126,,93.0,,679,12,5224.0,55.0,389,6,2289.0,5.0
520000,贵州省,2002,7003,106,51002.0,1303.0,,,,,48,,181.0,,672,,3417.0,,243,5,1734.0,6.0
520000,贵州省,2001,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,,,,,,,,,,,,,,,,,,,,
