省份编码,省份,年份,地方财政一般预算收入(亿元),地方财政税收收入(亿元),地方财政国内增值税(亿元),地方财政营业税(亿元),地方财政企业所得税(亿元),地方财政个人所得税(亿元),地方财政资源税(亿元),地方财政固定资产投资方向调节税(亿元),地方财政城市维护建设税(亿元),地方财政房产税(亿元),地方财政印花税(亿元),地方财政城镇土地使用税(亿元),地方财政土地增值税(亿元),地方财政车船税(亿元),地方财政耕地占用税(亿元),地方财政契税(亿元),地方财政烟叶税(亿元),地方财政其他税收收入(亿元),地方财政非税收入(亿元),地方财政专项收入(亿元),地方财政行政事业性收费收入(亿元),地方财政罚没收入(亿元),地方财政国有资本经营收入(亿元),地方财政国有资源(资产)有偿使用收入(亿元),地方财政其他非税收入(亿元)
340000,安徽省,2009,863.9175,629.3236,106.1787,219.7687,79.5598,23.0346,11.5561,,41.5668,14.9654,8.3442,28.3636,15.4583,4.8196,27.3153,47.9024,0.4901,,234.5939,47.045,85.4303,28.3356,17.4393,47.1585,9.1852
340000,安徽省,2008,724.6197,527.9349,96.7533,177.7021,74.5125,21.4336,9.8453,,38.0843,11.3747,6.3287,22.0315,12.3115,3.4164,13.213,40.5443,0.3837,,196.6848,47.6458,84.4921,24.3117,9.3387,25.5632,5.3333
340000,安徽省,2007,543.6973,401.8799,82.3766,136.6197,55.8515,18.2886,7.4296,,30.371,9.6943,4.9122,7.3173,8.9167,1.9689,6.4702,31.3501,0.3132,,141.8174,23.8569,67.8399,22.4079,,,27.7127
340000,安徽省,2006,428.0265,,69.1811,102.5791,41.0851,13.9687,6.0493,0.0,23.4844,8.4251,3.6685,5.6021,4.6022,1.5629,8.166,23.8502,,,,22.8934,64.5101,18.4195,,,
340000,安徽省,2005,334.017,,57.7244,78.1042,30.0808,12.4964,4.5691,,20.486,7.3518,2.9979,4.3533,3.0049,1.0874,4.1695,17.8145,,,,18.2499,51.0006,15.9997,,,
340000,安徽省,2004,274.6284,204.8296,45.7877,60.2792,25.8301,10.2995,3.428,0.0,16.0472,6.1584,2.2469,3.3181,1.8293,0.9099,6.2454,10.3944,,,,11.7114,39.0957,13.9479,,,
340000,安徽省,2003,220.7487,176.77,36.9517,45.9731,19.047,8.2408,2.6472,0.0012,13.3121,5.9682,1.6674,3.3547,1.1088,0.7091,3.9974,7.1027,,,,7.6418,22.9728,10.3739,,,
340000,安徽省,2002,200.2154,162.0,32.5082,38.9374,20.7236,9.4318,2.1824,0.0033,11.8212,5.5054,1.3404,3.339,0.6476,0.7812,1.751,3.7152,,,,6.2785,20.0403,8.651,,,
340000,安徽省,2001,192.1813,164.16,28.2788,32.6479,38.2527,11.3132,1.9327,0.0546,9.8111,4.8121,1.0267,3.0709,0.3779,0.7456,0.8764,2.5655,,,,5.5147,18.085,7.6109,,,
340000,安徽省,2000,178.7187,144.58,26.2559,31.9719,23.3524,9.4675,1.8343,0.3274,8.8339,4.6044,0.9275,3.3532,0.3529,0.7683,1.0621,2.3493,,,,4.8925,17.9404,6.9858,,,
350000,福建省,2019,3052.9297,2208.9836,850.0081,,399.0164,168.9055,9.1738,,123.9005,87.4682,39.5737,34.8741,254.5301,24.3521,15.0255,193.3138,5.1936,0.4593,843.9461,267.2608,80.0676,101.7392,25.5253,317.903,51.4502
350000,福建省,2018,3007.4087,2237.4225,840.0759,,411.7518,178.0418,12.2227,,125.6766,87.2014,40.1048,44.5286,262.3677,22.0938,15.2964,190.2847,5.433,,769.9862,289.3006,94.2239,79.1305,32.6047,214.956,59.7705
350000,福建省,2017,2809.0332,2052.6389,754.3863,,381.8226,150.5525,9.8863,,112.2772,79.0149,36.1797,44.4121,274.2467,19.3766,15.9598,167.5678,6.9528,0.0038,756.3943,249.1669,101.7189,64.0673,49.1163,243.736,48.5889
350000,福建省,2016,2654.83,1962.72,545.68,298.27,350.02,123.5,9.25,,112.04,63.74,31.32,36.13,215.87,17.59,16.43,136.32,6.56,,692.11,214.62,97.14,55.84,53.79,209.84,27.89
350000,福建省,2015,2544.24,1938.71,271.75,608.24,341.72,94.86,11.45,,108.6,63.23,29.5,37.59,196.43,16.47,28.13,123.9,6.82,,605.53,193.09,103.25,46.41,54.51,179.3,28.96
350000,福建省,2014,2362.2138,1893.7289,262.7277,581.8501,322.9164,86.6747,11.9556,,101.3014,61.9052,29.7716,38.3356,213.3747,14.7832,33.669,126.6595,7.8042,,468.4849,80.7049,115.9489,50.9898,46.1534,153.0362,21.6517
350000,福建省,2013,2119.4455,1723.2829,234.3127,551.4131,271.0499,78.3685,9.1197,,92.1613,65.6482,27.6553,45.0051,182.2781,12.5116,28.5663,118.1893,7.0038,,396.1626,78.793,107.3383,50.8813,30.7098,110.7489,17.6913
350000,福建省,2012,1776.1728,1440.3366,190.4283,490.0913,251.7592,68.2433,9.3319,,85.9409,38.8312,23.4536,21.6855,136.001,10.4956,30.8975,77.5755,5.6018,,335.8362,69.5112,89.359,46.9648,34.4503,77.4301,18.1208
350000,福建省,2011,1501.51,1254.31,164.22,400.03,216.12,69.24,8.09,,74.53,40.67,22.14,29.64,99.92,7.15,24.62,93.66,4.29,,247.2,54.14,68.83,37.09,23.55,50.7,12.89
350000,福建省,2010,1151.4923,966.09,141.1033,319.7,156.9118,56.34,6.46,,43.11,31.74,17.12,26.33,62.81,5.99,18.11,77.09,3.29,,185.4,35.23,48.18,29.22,21.95,41.47,9.36
350000,福建省,2009,932.4282,778.144,129.5427,265.2259,123.2124,47.5409,5.8749,,35.0177,27.4124,11.8121,23.7081,36.7792,4.9469,16.8367,45.8692,4.3639,,154.2842,27.2804,42.5218,27.9798,18.9314,29.0469,8.5239
350000,福建省,2008,833.4032,704.4526,124.1126,226.8933,117.2533,44.9835,5.4626,0.0006,33.4975,24.6332,10.8788,29.0413,30.165,4.1571,10.0443,39.5728,3.7567,,128.9506,27.1093,42.2683,28.9606,11.6377,14.6195,4.3552
350000,福建省,2007,699.4577,594.0236,107.0785,208.7305,92.5849,41.4223,4.3128,,28.9389,21.2451,9.2309,8.8823,19.7014,1.9167,6.5264,40.688,2.7499,0.015,105.4341,21.3206,36.8661,27.5598,,,19.6876
350000,福建省,2006,541.1707,,87.8301,157.682,71.2277,33.4377,3.1764,0.0072,23.1489,18.5839,7.1446,5.6743,10.5348,1.4918,3.8836,25.2772,,,,17.0931,34.5432,23.164,,,
350000,福建省,2005,432.6003,,73.1267,124.6076,54.2646,27.4137,2.1436,0.0103,18.5544,16.9576,5.5267,2.94,4.0785,1.2662,3.2003,20.9093,,,,12.0693,29.0876,21.3993,,,
350000,福建省,2004,333.523,,62.6652,101.7528,47.9272,24.5318,1.7485,0.0052,15.9994,14.4535,4.3997,2.29,1.61,1.2105,2.7668,16.8277,,,,9.8182,25.3209,18.0686,,,
350000,福建省,2003,304.7095,251.7678,54.3961,84.7298,36.8133,21.2552,1.4501,0.0069,13.9206,13.1463,3.477,2.0168,0.9874,0.9804,2.0931,11.5484,,,,8.2689,21.445,16.5018,,,
350000,福建省,2002,272.8867,,47.4319,74.6873,37.0633,23.543,0.9853,0.0655,12.1099,11.8207,2.6931,1.7509,0.789,0.73,1.5489,8.401,,,,6.8129,12.1961,13.6324,,,
350000,福建省,2001,274.2846,,40.7776,61.4212,56.3513,36.4544,0.714,0.2929,9.7509,9.8498,1.9935,1.4797,0.5265,0.5888,1.5997,6.5058,,,,6.6175,10.1136,11.4645,,,
350000,福建省,2000,234.1061,,35.3461,58.2053,32.1959,24.7517,0.7007,0.8784,9.7646,9.5496,1.8309,1.5746,0.4326,0.6055,1.3474,5.5799,,,,6.4036,7.4946,10.1764,,,
360000,江西省,2019,2487.3857,1747.6297,800.8554,,244.6552,56.6183,30.4981,,109.139,41.3791,21.6961,50.6526,138.8614,18.4064,36.5764,192.6924,1.1018,1.2579,739.756,144.8788,152.2887,122.1874,2.1587,269.9408,48.3016
360000,江西省,2018,2373.008,1663.1502,715.2284,,222.6212,89.0121,44.8827,,104.1146,39.8202,22.4986,48.9271,133.9023,16.2254,44.1224,177.8899,1.5328,0.0084,709.8578,145.9183,152.2872,106.5352,2.8515,251.4452,50.8204
360000,江西省,2017,2247.0624,1515.0122,615.7167,,182.2263,69.6417,59.6392,,89.3434,40.2352,21.9525,55.4839,118.05,13.9312,78.0138,168.175,2.6033,,732.0502,122.8799,175.9765,97.2193,3.1175,261.5552,71.3018
360000,江西省,2016,2151.47,1471.1,378.81,282.88,166.26,49.79,56.62,,76.86,34.37,17.96,46.26,118.75,13.23,86.04,140.29,2.95,0.03,680.37,120.78,181.65,66.34,4.19,256.41,42.62
360000,江西省,2015,2165.74,1517.03,240.63,498.44,157.21,42.41,47.97,,70.86,34.29,15.2,44.12,128.84,11.78,86.3,136.33,2.55,0.12,648.71,128.09,190.5,69.96,3.21,212.39,44.56
360000,江西省,2014,1881.8315,1381.1325,219.5983,443.5692,152.4704,35.9419,46.745,,66.2609,27.7092,14.4135,40.6223,113.8424,9.7109,76.8323,130.6204,2.7958,,500.699,67.2101,179.7296,73.1824,2.6134,145.3851,32.5784
360000,江西省,2013,1621.2358,1178.7426,146.4306,423.5034,136.7065,28.773,34.7039,,57.6022,21.4942,12.1794,31.949,80.2508,8.4759,69.819,124.5624,2.2868,0.0055,442.4932,62.957,166.2924,63.3792,1.7189,113.9467,34.199
360000,江西省,2012,1371.994,978.0836,107.4123,363.4642,124.1189,26.5246,29.7208,,47.9944,15.863,9.9177,25.169,52.279,6.8976,71.7578,95.0744,1.8891,,393.9104,52.0261,150.7833,54.759,35.6719,65.8977,34.7724
360000,江西省,2011,1053.43,777.09,105.9,272.79,97.87,32.32,18.66,,41.8,11.35,8.38,18.28,37.33,5.61,47.2,78.04,1.58,0.01,276.34,49.05,116.62,39.37,20.34,30.76,20.19
360000,江西省,2010,778.0922,585.11,84.7892,204.3822,63.7192,20.27,12.91,,30.75,9.13,6.23,15.67,25.72,4.15,35.74,70.59,1.05,,192.98,35.45,70.91,30.48,24.08,20.09,11.98
360000,江西省,2009,581.3012,430.0204,66.7374,153.4987,46.2744,16.3954,10.867,,23.417,7.7672,4.7678,12.4491,16.3282,3.1336,22.916,44.3058,1.1628,,151.2808,22.0068,56.3583,29.7586,16.7689,13.1788,13.2094
360000,江西省,2008,488.6476,357.9635,64.2916,118.1937,47.241,15.9861,8.8994,0.0004,19.9612,6.8003,4.378,12.2809,12.3275,1.6458,11.7996,32.8956,1.2624,,130.6841,26.9731,48.1582,26.719,12.4056,8.1104,8.3178
360000,江西省,2007,389.851,281.8573,53.0534,97.3988,37.8106,14.8271,5.3694,,17.0098,5.7824,3.1799,4.4021,10.1421,0.8767,5.0805,26.1647,0.7585,0.0013,107.9937,16.5149,42.6512,26.8902,,,21.9374
360000,江西省,2006,305.5214,,41.1759,75.5107,24.6651,12.358,3.4562,0.0,13.4563,5.2297,2.2722,2.9043,4.0464,0.7814,3.7454,18.5275,,,,13.3501,38.3546,23.7567,,,
360000,江西省,2005,252.9236,,33.8739,62.8395,17.4115,11.2649,2.2884,0.0044,11.2715,4.6618,1.7435,2.3083,2.0895,0.6847,4.8703,14.964,,,,9.6294,30.9246,19.3782,,,
360000,江西省,2004,205.7667,,28.2633,55.3126,13.5057,9.2291,1.6468,0.014,10.2861,3.9378,1.2241,1.9208,1.4245,0.5612,0.7313,11.2631,,,,7.3792,24.4351,16.6109,,,
360000,江西省,2003,168.167,123.051,23.0683,43.1628,9.7435,7.2763,1.2664,0.0049,8.2215,3.5392,0.9698,1.6267,0.5494,0.376,0.3808,6.8503,,,,4.9309,18.2076,13.3723,,,
360000,江西省,2002,140.5457,187.04,18.7248,33.496,10.5994,7.6773,1.0224,0.1043,6.9931,3.1788,0.6825,1.2875,0.3013,0.2886,0.4696,3.7165,,,,3.9715,15.0443,10.6136,,,
360000,江西省,2001,131.979,147.68,17.2324,26.6187,22.6096,7.9102,0.8674,0.3501,5.716,2.8788,0.5959,1.2131,0.1987,0.2382,0.3686,2.0739,,,,3.4891,12.3165,8.8035,,,
360000,江西省,2000,111.5536,128.62,15.0826,26.3986,9.5048,5.7271,0.7415,1.1452,5.5555,2.662,0.4517,1.2833,0.1211,0.2323,0.2163,1.5592,,,,3.4159,8.9973,8.8753,,,
370000,山东省,2019,6526.7095,4849.2909,1958.6652,,696.2049,147.4723,119.9824,,290.1252,166.7267,74.3334,337.2743,404.2826,78.1048,97.25,455.5154,2.1266,1.8406,1677.4186,347.4406,307.2246,208.7842,71.3007,643.5974,99.0711
370000,山东省,2018,6485.3959,4897.9231,1902.1182,,677.3754,215.2981,119.7478,,306.4603,168.2525,80.9162,396.8395,390.789,75.848,119.2855,428.5778,1.7077,,1587.4728,351.9647,303.5195,194.9593,25.5264,648.0027,63.5002
370000,山东省,2017,6098.6324,4419.4025,1705.9602,,620.2953,186.7335,99.5617,,261.8202,157.8095,74.7811,398.1763,367.1771,69.3744,163.2367,312.5176,1.9589,,1679.2299,310.3868,320.2844,180.2335,30.6582,755.6093,82.0577
370000,山东省,2016,5860.18,4212.59,1129.75,650.45,503.24,143.15,95.18,,250.83,143.36,61.26,393.74,293.15,61.0,217.3,267.63,2.55,,1647.59,322.24,328.25,156.12,57.61,663.29,60.69
370000,山东省,2015,5529.33,4203.12,594.98,1252.4,498.72,143.12,103.81,,243.71,133.86,59.41,358.75,259.51,53.31,251.52,247.76,2.26,,1326.21,336.88,296.74,123.86,54.18,469.42,45.12
370000,山东省,2014,5026.8273,3965.7605,596.9647,1135.9162,483.0098,115.1842,119.5665,,231.3253,122.4873,60.5607,264.689,257.7381,46.6492,255.4205,273.6676,2.5814,,1061.0668,153.5181,302.2,121.4541,55.6949,381.9453,46.2544
370000,山东省,2013,4559.9463,3533.4906,489.559,1068.3275,445.954,104.593,92.6161,,217.8411,111.7476,52.863,229.1596,205.9096,40.2576,205.0687,265.6012,3.9926,,1026.4557,163.5835,284.115,125.5129,58.6813,343.5161,51.0469
370000,山东省,2012,4059.4301,3050.201,438.1207,896.6409,441.6434,95.1065,91.1081,,198.8839,100.8346,46.5851,211.6928,145.2134,35.8557,153.5923,191.366,3.3627,0.1949,1009.2291,138.9037,305.2903,123.8547,103.5667,286.9078,50.7059
370000,山东省,2011,3455.93,2603.13,413.82,765.72,398.3,96.58,38.36,,179.6,74.02,41.11,158.46,105.67,29.72,97.37,202.48,1.92,,852.79,130.8,278.82,104.19,100.0,188.85,50.13
370000,山东省,2010,2749.3842,2149.9,378.2348,631.5107,293.2223,81.01,33.29,,130.74,64.65,33.74,137.69,66.19,23.27,81.31,193.51,1.51,,599.48,103.9,203.02,77.62,79.82,93.06,42.07
370000,山东省,2009,2198.6324,1720.3455,324.4846,470.6109,219.9228,64.6665,32.8077,,109.0776,57.8637,23.8728,120.8817,43.8406,17.6905,101.086,131.1622,2.3779,,478.2869,87.4113,171.5876,68.0153,68.2208,60.9526,22.0993
370000,山东省,2008,1957.0541,1533.5324,333.7763,396.09,229.1404,61.1251,28.8063,0.003,104.1367,47.2576,20.3026,103.5689,36.5577,12.6429,63.1975,95.2121,1.7124,0.0029,423.5217,81.2681,163.1981,59.2922,64.6156,33.044,22.1037
370000,山东省,2007,1675.398,1308.3516,290.7862,339.7121,198.0218,56.8145,28.9858,,92.4642,44.3522,15.9005,65.9581,32.5263,7.5274,41.3826,92.4584,1.2319,0.2296,367.0464,72.9652,144.4439,61.9683,,,87.669
370000,山东省,2006,1356.2526,,242.8345,271.7252,148.2753,45.8361,26.1376,0.1566,78.4298,38.7,12.3031,35.9719,22.0164,6.4233,39.6537,66.1374,,,,60.8806,133.2044,55.7499,,,
370000,山东省,2005,1073.125,,193.004,217.7928,110.8282,38.8938,18.2437,0.5376,65.9514,32.795,9.2515,29.4438,14.3916,5.6022,31.0785,52.0896,,,,49.705,108.0665,42.4524,,,
370000,山东省,2004,828.3306,627.4331,154.8971,176.4502,86.0624,31.9637,13.5148,1.4679,54.9266,26.7768,6.2914,21.1717,9.0831,4.9347,18.3219,34.0488,,,,35.3922,90.9921,43.7059,,,
370000,山东省,2003,713.7877,558.28,126.0824,144.7077,66.4382,26.0262,10.476,2.4299,44.4019,24.4706,4.6613,19.8074,5.4899,4.842,8.6975,15.3276,,,,28.5982,75.7389,25.1479,,,
370000,山东省,2002,610.2242,495.03,111.2319,117.6414,78.3934,31.0934,9.7605,4.1006,37.3978,20.977,3.7256,11.7198,1.9776,4.3618,4.7761,8.6752,,,,24.3128,54.0173,23.1927,,,
370000,山东省,2001,573.1793,488.34,100.2918,92.6921,149.111,36.9925,6.4405,3.653,29.0458,16.5321,2.6963,8.9095,1.0656,3.6376,3.0469,5.1423,,,,21.6762,40.3697,20.08,,,
370000,山东省,2000,463.6788,392.9,89.6895,87.6638,81.8659,24.7492,6.2164,10.7162,27.6205,15.5591,2.244,8.8204,0.7423,3.1852,3.1222,4.016,,,,19.5281,30.5651,15.244,,,
410000,河南省,2019,4041.8887,2841.3445,1076.0967,,382.1324,77.1475,68.8751,,158.9213,76.1673,43.5244,153.8349,295.8064,48.2948,166.8679,274.9406,7.5352,0.5338,1200.5442,373.4893,225.4117,159.5039,66.9134,247.6285,127.5974
410000,河南省,2018,3766.0183,2656.6549,1007.4612,,370.2298,102.7396,60.2936,,152.4979,71.5233,41.1269,126.844,237.4021,45.555,175.7259,246.7867,8.159,,1109.3634,350.0658,224.0622,140.5675,45.2656,235.284,114.1183
410000,河南省,2017,3407.2187,2329.3131,888.9271,,332.0176,86.3072,35.5693,,131.4312,65.119,36.036,116.2195,192.2433,39.6296,189.1539,208.5398,8.1196,,1077.9056,283.2653,250.5955,115.7577,77.5506,240.5072,110.2293
410000,河南省,2016,3153.47,2158.44,550.61,345.54,297.31,71.75,28.07,,117.09,53.78,29.94,104.77,144.83,33.51,184.34,186.95,9.95,,995.03,241.07,238.63,90.56,92.53,219.17,76.11
410000,河南省,2015,3016.05,2101.17,263.73,659.16,281.41,62.03,35.35,,112.72,52.52,27.94,102.81,139.43,30.06,184.74,138.75,10.53,,914.88,201.29,238.34,89.11,103.28,195.26,87.6
410000,河南省,2014,2739.2556,1951.4551,256.4674,627.3308,260.9958,58.0097,39.1891,,106.6702,45.909,26.8035,95.897,132.5064,24.9989,125.3095,142.0091,9.3587,,787.8005,101.4247,263.8926,82.2041,108.2503,156.2725,75.7563
410000,河南省,2013,2415.4482,1764.7107,202.657,581.7927,235.596,47.6324,37.4049,,98.5653,38.7816,25.4004,80.2507,97.0268,20.167,102.6214,185.2943,11.5202,,650.7375,90.2549,224.7758,79.1797,90.1653,105.5343,60.8275
410000,河南省,2012,2040.331,1469.5659,187.7809,482.3962,209.1307,41.4096,34.1336,,89.7652,33.9617,21.3025,75.6119,70.3527,16.172,78.1472,120.2068,9.1949,,570.7651,87.8908,199.9233,75.3217,88.4768,78.0138,41.1387
410000,河南省,2011,1721.76,1263.1,181.38,404.27,185.21,48.38,26.59,,80.22,26.13,18.38,57.72,58.44,12.21,61.18,98.06,4.92,,458.65,90.6,161.33,59.03,71.97,46.0,29.72
410000,河南省,2010,1381.3178,1016.55,155.7872,319.3403,136.6251,40.29,26.08,,61.35,22.77,14.23,49.8,37.96,9.79,48.96,88.98,4.54,0.04,364.77,89.04,122.42,50.83,60.36,23.98,18.14
410000,河南省,2009,1126.0638,821.5047,140.8153,252.8144,114.7396,33.3267,24.2302,,51.9295,21.1137,11.2652,46.2836,21.932,6.7674,29.6233,61.0618,5.602,,304.5591,63.8343,99.2775,45.9588,51.8005,26.0746,17.6134
410000,河南省,2008,1008.9009,742.2734,153.8949,209.5474,116.7469,32.3024,24.1049,0.3759,49.0647,16.8869,10.2579,37.2048,16.371,3.7829,25.3825,41.6812,4.6691,,266.6275,64.7329,89.8973,50.4037,37.3969,14.1797,10.017
410000,河南省,2007,862.0804,625.0156,129.9605,184.2366,102.9228,30.2578,21.3059,,42.8733,15.656,7.8004,18.2303,14.9975,1.7043,17.1054,35.0698,2.8947,0.0003,237.0648,54.8857,83.7913,47.9368,,,50.451
410000,河南省,2006,679.1715,,105.8397,143.3424,70.214,24.054,16.5884,0.0,35.0236,14.0178,5.7905,9.4996,4.5893,1.1635,10.8989,26.9748,,,,36.8617,79.8994,38.5932,,,
410000,河南省,2005,537.6514,,87.9692,111.596,51.5639,22.0453,8.7137,0.0001,29.1771,11.7917,3.594,7.2363,2.8387,0.7626,5.3544,19.4269,,,,30.33,63.4921,29.8045,,,
410000,河南省,2004,428.7799,307.12,71.6233,92.807,38.4296,19.3216,4.4902,0.0655,24.6031,10.2821,2.7188,5.1925,1.7033,0.7314,2.8458,11.3783,,,,24.1639,51.1317,23.3684,,,
410000,河南省,2003,338.0535,264.4,57.9478,75.3089,29.137,15.6041,3.5884,0.0059,20.5386,9.1636,1.6398,2.427,0.2095,0.6747,1.8329,5.9071,,,,14.1795,30.0409,19.1958,,,
410000,河南省,2002,296.7179,242.24,49.2454,63.1409,31.9701,17.8192,3.1425,0.0866,17.2426,8.751,1.3812,2.117,0.115,0.6311,0.9046,3.8819,,,,11.4046,21.6873,15.9144,,,
410000,河南省,2001,267.7459,226.7,44.3548,52.8903,60.8462,19.2469,2.4343,0.214,13.73,7.0309,1.1436,1.9098,0.0938,0.5982,1.1687,3.007,,,,10.6848,14.006,19.9806,,,
410000,河南省,2000,246.4694,195.04,42.2382,48.1846,39.6014,12.8764,2.4356,1.8853,13.6424,6.7201,1.0749,1.8045,0.053,0.6212,1.2244,2.6601,,,,9.503,14.4797,19.0951,,,
420000,湖北省,2019,3388.5702,2530.8166,975.8704,,407.0547,98.2265,20.1063,,179.9664,100.6653,36.3712,60.0966,255.4098,29.2356,98.7135,257.2359,3.219,0.9306,857.7536,224.9655,149.7662,104.6776,18.0469,271.4669,88.8305
420000,湖北省,2018,3307.0782,2463.5159,937.5721,,394.365,135.8652,16.0115,,181.8662,89.3104,36.7757,63.0958,236.7937,28.4787,105.4678,230.5411,2.9824,,843.5623,237.019,152.3669,102.8933,15.0568,254.6503,81.576
420000,湖北省,2017,3248.3159,2247.824,860.6679,,349.6188,121.9353,14.1539,,162.729,82.6729,33.945,67.6575,215.7992,24.4971,106.3728,204.869,2.9056,,1000.4919,196.3771,348.2973,82.1565,31.5975,258.2345,83.829
420000,湖北省,2016,3102.06,2122.93,563.33,374.23,299.12,92.98,15.56,,143.48,59.7,29.73,52.53,201.55,21.31,115.6,149.64,4.17,,979.13,195.31,321.96,89.7,39.21,237.7,61.49
420000,湖北省,2015,3005.53,2086.5,285.48,678.3,276.78,78.53,17.69,,138.62,53.14,27.97,50.33,187.76,17.97,116.42,153.5,4.02,,919.03,196.76,329.03,94.4,26.04,213.76,59.05
420000,湖北省,2014,2566.8953,1873.1136,263.6618,585.997,255.0191,64.6881,18.8329,,124.8744,43.8319,25.1174,44.9152,174.0743,15.5622,107.317,145.8889,3.3334,,693.7817,77.3887,333.3738,73.7134,31.412,141.9345,35.9593
420000,湖北省,2013,2191.2221,1604.848,225.677,526.4297,215.2309,57.7361,16.2312,,109.0446,34.7001,22.6312,36.249,137.3916,11.9772,80.387,125.6969,5.4655,,586.3741,68.7262,268.5905,67.7942,43.6504,109.7814,27.8314
420000,湖北省,2012,1823.0532,1324.4356,162.3945,472.3602,196.8683,48.5451,12.434,,92.5026,29.2755,18.0362,30.6527,92.655,9.6235,69.288,85.0036,4.7964,,498.6176,55.2706,244.1068,58.3397,36.5883,76.8394,27.4728
420000,湖北省,2011,1526.91,1067.11,148.36,366.77,155.5,48.85,10.13,,77.83,22.37,16.05,24.12,62.85,7.2,50.63,72.74,3.72,,459.79,48.79,207.05,50.38,42.86,45.95,64.77
420000,湖北省,2010,1011.2314,777.96,125.5729,249.4944,106.911,34.41,8.4,,50.49,18.83,12.28,21.38,30.54,5.5,56.25,54.61,3.3,,233.27,34.45,93.63,39.54,29.39,22.17,14.1
420000,湖北省,2009,814.8653,616.0604,113.9641,206.793,86.7469,29.4135,6.8894,,43.4898,18.5978,9.7008,19.031,17.5691,3.9233,19.0469,37.4011,3.4937,,198.8049,28.3627,79.2414,31.4628,32.9404,12.8587,13.9389
420000,湖北省,2008,710.8492,537.2066,106.7371,169.894,88.4883,28.0616,5.3551,,41.5662,16.1791,8.6373,15.0005,13.9787,2.8665,7.0319,30.6731,2.7372,,173.6426,29.806,68.2805,30.0037,22.2142,10.158,13.1802
420000,湖北省,2007,590.3552,433.9759,93.6384,139.5925,65.2394,24.6788,4.555,,35.6182,12.7562,6.1502,9.9165,7.3483,1.9144,3.8516,27.0874,1.618,0.011,156.3793,23.7615,62.8123,30.6158,,,39.1897
420000,湖北省,2006,476.0823,,77.8051,115.2962,47.5696,19.5529,4.2462,0.0045,30.1641,11.7286,5.3469,5.1164,3.6389,1.2977,3.3905,21.4948,,,,19.7765,61.1654,27.3018,,,
420000,湖北省,2005,375.5217,,65.9098,91.3346,39.0641,17.4623,3.2889,,24.0276,10.7289,4.0502,5.0634,1.5834,1.1076,3.2745,15.0295,,,,11.7526,41.9491,24.8581,,,
420000,湖北省,2004,310.4464,,54.3408,72.2562,28.2533,13.7089,2.3839,0.0,20.8537,8.8232,3.1639,4.5121,0.9264,1.1556,3.631,13.9727,,,,8.3699,35.4361,21.4353,,,
420000,湖北省,2003,259.7636,205.38,45.6411,57.4219,21.3471,11.4805,1.8995,,17.3749,8.2399,2.4721,4.6881,0.597,0.9975,1.5902,5.7511,,,,7.681,24.3369,19.2457,,,
420000,湖北省,2002,243.4403,191.01,39.9715,51.1932,24.4294,13.0776,1.5147,0.0872,15.0032,7.0181,2.0101,4.5124,0.1722,0.7775,1.4114,4.5,,,,6.4158,22.933,19.7378,,,
420000,湖北省,2001,231.941,183.97,37.1308,44.6806,36.5089,16.6625,1.501,0.4039,11.4028,5.88,1.5688,3.8042,0.0682,0.658,1.4682,3.3488,,,,5.6474,17.9925,19.2236,,,
420000,湖北省,2000,214.345,164.92,33.7775,44.112,25.4244,10.5913,1.5295,1.6039,11.8426,5.5886,1.4048,3.9993,0.0559,0.6984,1.5329,2.2321,,,,5.9955,18.5416,16.5092,,,
430000,湖南省,2019,3007.1473,2061.9581,789.7103,,247.1556,74.146,10.6542,,145.8585,70.3128,30.0688,75.2548,221.7626,27.3868,66.3203,289.5651,7.6526,1.5644,945.1892,252.9819,151.0179,130.589,6.5035,251.8145,152.2824
430000,湖南省,2018,2860.8443,1959.6685,779.3522,,235.592,107.9364,11.3063,,145.7313,63.5525,26.5474,70.2252,169.1851,24.8926,49.6288,264.5217,8.0646,,901.1758,232.2535,141.0081,114.281,2.1071,250.2247,161.3014
430000,湖南省,2017,2757.8212,1759.133,702.1538,,201.944,90.214,9.5935,,157.3005,58.0415,24.5578,73.6241,129.4368,22.0109,60.961,220.4197,8.8754,,998.6882,175.4356,133.3793,96.8146,9.2741,388.3958,195.3888
430000,湖南省,2016,2697.88,1551.33,432.61,252.71,172.31,74.62,8.86,,119.18,46.07,19.32,58.89,96.48,18.98,63.36,178.58,9.36,,1146.55,171.84,150.26,80.7,18.98,469.0,223.24
430000,湖南省,2015,2515.43,1527.52,218.63,475.18,169.53,62.9,10.23,,119.15,44.02,19.01,53.59,84.2,16.68,59.83,184.76,9.8,,987.91,187.93,154.32,76.86,14.39,363.8,190.61
430000,湖南省,2014,2262.7859,1438.5178,212.2203,470.9388,155.0149,56.559,10.4722,,115.1478,40.0775,18.1571,35.172,76.75,13.7297,75.7199,148.4564,10.1022,,824.2681,61.5261,184.204,81.2173,15.9678,325.2858,156.0671
430000,湖南省,2013,2030.8758,1299.1462,175.1067,451.1615,136.1743,50.9157,9.6955,,100.115,33.3354,16.4935,31.9856,74.3889,11.2959,78.1882,119.6108,10.6792,,731.7296,62.0899,176.0134,72.3878,14.7166,276.1386,130.3833
