省份编码,省份,年份,地方财政一般预算支出(亿元),地方财政一般公共服务支出(亿元),地方财政外交支出(亿元),地方财政国防支出(亿元),地方财政公共安全支出(亿元),地方财政教育支出(亿元),地方财政科学技术支出(亿元),地方财政文化体育与传媒支出(亿元),地方财政社会保障和就业支出(亿元),地方财政医疗卫生支出(亿元),地方财政环境保护支出(亿元),地方财政城乡社区事务支出(亿元),地方财政农林水事务支出(亿元),地方财政交通运输支出(亿元),地方财政资源勘探电力信息等事务支出(亿元),地方财政商业服务业等事务支出(亿元),地方财政金融监管支出(亿元),地方财政地震灾后重建支出(亿元),地方财政国土资源气象等事务支出决策数(亿元),地方财政住房保障支出支出(亿元),地方财政粮油物资储备管理等事务(亿元),地方财政国债还本付息支出(亿元),地方财政其他支出(亿元)
420000,湖北省,2014,4934.1457,598.4489,,4.1816,259.0503,773.3514,134.4591,76.6495,717.6259,401.3177,103.7752,364.3096,483.797,396.0408,221.6228,36.0562,9.7948,,55.4079,147.0565,38.7757,37.4936,69.7414
420000,湖北省,2013,4371.6467,546.4921,,4.121,227.0351,690.6265,77.2088,72.4404,605.6963,322.0847,109.7196,320.3574,465.3424,308.8247,227.9045,47.808,13.7569,,51.7704,123.1143,39.0401,19.0639,94.667
420000,湖北省,2012,3759.7915,466.5071,,2.9862,204.5341,732.3664,54.3942,62.4694,501.1274,267.9858,95.634,201.7305,419.0224,212.6801,150.4331,58.6292,9.045,,51.4029,140.5705,35.5354,11.7713,76.5962
420000,湖北省,2011,3214.74,394.95,,2.51,188.4,488.16,44.19,47.09,449.29,247.3,101.11,161.33,376.23,255.18,112.46,52.52,7.28,1.21,45.39,103.06,35.34,12.68,89.05
420000,湖北省,2010,2501.4027,314.9339,,2.0,166.87,366.5671,30.0878,36.6692,368.4209,179.1296,96.3058,119.63,305.44,124.03,,,,4.93,,,,,85.75
420000,湖北省,2009,2090.9225,308.3969,,1.7102,137.5684,317.2911,25.3309,36.0314,343.9813,139.2419,74.1536,112.3352,254.9183,84.9169,,,,6.9539,,,,,113.2492
420000,湖北省,2008,1650.2763,265.8031,,1.0653,125.6486,284.194,23.0584,25.2487,281.3003,95.0838,40.9194,85.2202,176.7006,38.3069,,,,2.3352,,,,,79.9185
420000,湖北省,2007,1277.3257,221.2679,,1.0513,109.4211,217.1988,18.7641,24.9202,211.2158,66.1139,28.0528,56.217,127.5744,30.2094,,,,,,,,,82.9612
420000,湖北省,2006,1047.0041,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2005,778.7159,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2004,646.2888,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2003,540.4356,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2002,511.3895,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2001,484.4034,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2000,368.7701,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2019,8034.4155,850.6583,,13.8773,415.5745,1270.0248,171.9206,144.8331,1160.3284,661.5794,242.6823,952.3427,978.6759,341.9496,124.1906,49.3957,22.9019,,103.3769,213.7603,27.1387,207.1051,33.7919
430000,湖南省,2018,7479.6148,797.2979,,12.5028,419.1842,1186.7228,129.9412,134.5432,1095.5709,627.0986,190.8937,787.3055,925.5717,342.5065,158.7164,59.9634,10.2318,,97.0876,256.4653,34.2268,174.3818,32.5014
430000,湖南省,2017,6869.3867,747.0458,,12.9312,371.7672,1115.3276,91.4239,148.8256,1017.8985,585.9808,173.2822,716.5365,782.4215,332.08,168.2908,56.5572,12.4734,,96.0138,248.9734,28.9568,127.7595,28.7618
430000,湖南省,2016,6339.16,675.95,,11.01,333.45,1032.37,71.44,140.68,874.41,546.27,170.85,640.66,729.75,325.01,188.45,57.75,4.47,,64.56,305.21,41.87,73.79,45.21
430000,湖南省,2015,5728.7162,634.17,,11.7,271.54,928.54,66.26,111.74,781.79,493.74,149.0,551.26,676.24,318.93,190.78,63.47,8.83,,74.44,277.26,34.06,36.1,42.81
430000,湖南省,2014,5017.3828,627.235,,13.0485,246.1088,833.2739,59.3803,80.0051,661.9662,422.4011,137.4932,463.9589,557.5869,322.1643,159.6948,44.4336,5.7623,,65.7176,208.1256,35.9745,27.8956,41.4518
430000,湖南省,2013,4690.8853,628.4488,,14.7022,231.0803,809.454,55.46,68.9482,625.9405,342.466,128.6696,388.2741,516.5537,336.9633,150.7956,55.8742,2.3468,,67.8194,174.5826,30.5026,19.0145,42.9809
430000,湖南省,2012,4119.0015,550.2599,,9.3379,200.3799,807.5766,48.1929,54.4954,525.7101,294.1669,109.4342,302.2101,447.7359,273.8178,120.7387,55.9516,3.2158,,55.8313,185.9089,29.7128,11.5072,32.6706
430000,湖南省,2011,3520.76,466.74,0.01,9.56,174.42,540.83,41.96,44.87,484.44,256.76,85.26,276.0,394.26,301.31,119.88,53.46,3.87,,49.88,126.76,29.7,13.47,47.31
430000,湖南省,2010,2702.4752,367.2048,,7.49,159.14,403.098,35.0354,39.6593,396.397,180.4364,90.82,186.98,322.65,153.03,,,,,,,,,48.36
430000,湖南省,2009,2210.4442,336.0692,,6.6668,125.2846,357.5781,29.6164,33.0763,360.7504,159.1983,73.6307,144.0472,276.2901,117.2396,,,,,,,,,58.4253
430000,湖南省,2008,1765.2249,301.0646,0.059,4.0501,112.7951,311.2601,26.5893,25.3462,310.312,87.5987,41.7066,120.0158,176.3754,56.9575,,,,,,,,,55.0115
430000,湖南省,2007,1357.031,256.5944,0.075,3.4655,96.3061,228.5201,20.4932,20.1513,220.9838,59.197,29.8387,90.1604,125.9175,48.7198,,,,,,,,,62.5523
430000,湖南省,2006,1064.5177,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2005,873.4181,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2004,719.5435,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2003,573.7453,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2002,533.0229,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2001,431.6953,,,,,,,,,,,,,,,,,,,,,,
430000,湖南省,2000,347.8324,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2019,17297.8532,1855.316,0.0675,11.2197,1426.8896,3210.5114,1168.7929,350.334,1703.479,1579.6015,747.4388,2413.8429,957.6808,525.227,182.9528,64.6982,55.2797,,117.5431,424.5024,56.8246,189.9819,39.5483
440000,广东省,2018,15729.2571,1556.292,0.2314,11.1581,1355.527,2792.8969,1034.7097,321.8398,1508.0232,1407.5069,567.4059,2083.1375,909.7841,617.3346,316.2655,64.3153,70.6116,,161.4367,527.1304,64.9266,150.7448,100.618
440000,广东省,2017,15037.4788,1355.5999,0.2555,11.8474,1214.0441,2575.5204,823.8935,285.8705,1423.329,1307.5579,433.2336,2180.5313,754.4006,848.4018,402.5987,91.7312,20.6494,,156.5393,762.0334,58.5122,115.2457,96.1751
440000,广东省,2016,13446.09,1147.35,0.19,12.46,1066.08,2318.47,742.97,229.71,1146.31,1121.83,297.45,1515.29,715.44,1014.52,772.96,203.33,159.47,,77.8,662.85,56.44,81.64,18.26
440000,广东省,2015,12827.7964,1018.91,,16.48,834.54,2040.65,569.55,194.58,1064.91,918.36,322.33,1174.16,811.9,1982.63,525.38,147.85,141.17,,117.2,357.29,67.6,22.45,428.1
440000,广东省,2014,9152.6351,959.4419,,19.0533,697.2307,1808.9718,274.3315,168.1582,797.0135,777.5461,259.0367,770.1111,557.5889,882.8616,275.37,89.208,45.5642,,61.5897,264.8808,31.0323,66.8068,297.0898
440000,广东省,2013,8410.9995,996.4544,,17.8293,650.3097,1744.5886,344.9378,141.6808,746.9686,569.324,307.7778,664.772,595.2799,688.0389,156.7962,80.6821,16.431,-0.4655,67.7172,206.3856,29.7666,50.2381,308.7054
440000,广东省,2012,7387.8565,892.6236,,14.704,621.3858,1501.2157,246.7101,137.6447,611.0374,505.1423,235.4391,623.2778,539.558,503.5658,184.7464,68.7489,27.672,0.1228,62.8905,180.3735,26.78,98.308,282.9291
440000,广东省,2011,6712.4,807.41,0.04,13.04,569.85,1227.87,203.92,170.56,548.65,433.75,232.62,518.16,420.34,533.4,147.12,91.88,14.61,18.61,53.77,146.42,25.72,152.31,382.36
440000,广东省,2010,5421.5432,685.39,,11.09,495.8,921.4848,214.4417,166.1632,469.5773,304.0419,239.1606,407.64,325.02,318.17,,,,24.99,,,,,331.54
440000,广东省,2009,4334.3727,625.2627,,8.3442,432.9892,803.2046,168.5017,111.5018,401.5017,252.8509,100.7979,358.6252,279.2128,249.1301,,,,15.8443,,,,,290.342
440000,广东省,2008,3778.5681,629.0231,0.0149,7.7696,393.2064,703.3269,132.5155,66.7154,362.8345,201.1467,47.0878,283.294,192.6025,105.8404,,,,7.3924,,,,,450.0202
440000,广东省,2007,3159.5703,523.3886,0.1389,6.4852,340.7721,575.8977,119.2631,53.0343,283.4795,140.7693,26.71,240.4053,172.5289,57.1183,,,,,,,,,490.3107
440000,广东省,2006,2553.3399,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2005,2289.0691,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2004,1852.95,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2003,1695.6324,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2002,1521.0792,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2001,1321.3314,,,,,,,,,,,,,,,,,,,,,,
440000,广东省,2000,1080.3189,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,5850.9609,592.3605,0.0025,9.083,312.1799,1014.5198,72.3268,76.3287,816.7574,565.2862,99.8405,835.0912,747.2063,219.4908,87.1822,19.1136,5.7783,,64.0039,138.5178,21.6881,126.3533,1.1391
450000,广西壮族自治区,2018,5310.741,527.2465,-0.0135,8.2208,313.3761,933.2207,64.4335,63.5936,769.7002,546.5216,79.4489,648.8388,656.5799,282.0316,70.4466,31.6912,4.1586,,51.1945,130.357,21.2587,97.6092,9.9067
450000,广西壮族自治区,2017,4908.5507,455.3497,0.0107,8.7757,283.172,920.2033,60.0392,64.3565,678.6517,512.313,85.1119,529.6946,646.8687,244.0922,82.8241,38.6887,3.4758,,57.0343,140.3756,19.502,68.5484,8.4927
450000,广西壮族自治区,2016,4441.7,450.78,0.11,9.02,263.28,854.55,45.2,71.08,538.95,468.18,90.7,364.99,573.48,217.12,113.55,40.71,5.29,,44.1,185.55,20.95,56.69,26.57
450000,广西壮族自治区,2015,4065.5144,395.3,0.46,9.87,220.55,789.69,49.63,79.0,460.63,413.87,98.68,317.52,497.53,237.83,128.61,45.56,33.79,,45.75,173.96,23.28,16.44,26.73
450000,广西壮族自治区,2014,3479.7922,405.9911,,9.9268,192.2172,660.5347,59.925,68.5192,387.1792,355.3263,83.9981,269.3394,391.2868,204.9153,119.5811,31.3496,2.6495,,39.0396,114.6737,20.6119,23.3931,39.3346
450000,广西壮族自治区,2013,3208.6656,413.1959,,7.9199,178.8149,609.9303,54.3579,49.8502,348.1154,285.6114,64.2258,212.3282,371.8964,238.9886,100.5942,28.7352,7.0404,,42.516,108.868,17.1051,16.7749,51.7669
450000,广西壮族自治区,2012,2985.2261,386.3708,,7.6619,152.3891,589.2383,42.812,45.5212,282.3276,253.1744,60.009,162.0715,369.065,242.7442,99.3983,30.7239,5.1194,,45.715,134.3874,15.215,16.0856,45.1465
450000,广西壮族自治区,2011,2545.28,322.18,,8.21,139.44,456.89,28.25,37.48,250.64,232.88,53.9,118.73,314.86,248.98,88.81,23.69,8.04,,39.49,106.85,13.66,12.75,39.56
450000,广西壮族自治区,2010,2007.5907,268.7583,,7.26,125.14,366.8362,21.6554,32.7718,217.0733,165.4911,63.9887,103.87,260.26,93.71,,,,,,,,,64.07
450000,广西壮族自治区,2009,1621.8218,237.0751,,5.1815,107.7044,296.598,18.0741,29.2731,203.6887,116.1466,49.9221,104.0811,210.7419,81.5499,,,,,,,,,55.2905
450000,广西壮族自治区,2008,1297.11,224.5366,,3.1057,95.6563,251.221,16.2149,29.2467,128.9769,78.7683,27.974,72.3033,139.397,58.4781,,,,,,,,,64.5738
450000,广西壮族自治区,2007,985.9433,193.3693,0.0082,3.4323,82.4496,189.3837,13.1873,21.4101,110.67,50.7547,14.1009,58.6447,89.8179,41.2666,,,,,,,,,46.2058
450000,广西壮族自治区,2006,729.5172,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2005,611.4806,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2004,507.4721,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2003,443.6023,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,419.8575,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,351.6498,,,,,,,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,258.4866,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2019,1858.597,148.6992,1.1173,8.6113,105.3197,273.504,30.1016,56.3399,221.9057,169.8019,64.9827,153.7102,251.3993,144.919,28.4411,9.8201,1.1454,,24.6185,65.0801,9.2083,48.1371,34.2961
460000,海南省,2018,1691.3027,139.4899,1.2082,8.6074,97.4453,248.9762,15.041,47.3673,208.8697,144.4642,61.2419,149.8058,227.711,141.588,31.7878,13.6261,1.1265,,20.9315,64.1894,3.2103,36.6545,27.7464
460000,海南省,2017,1443.9723,122.1279,0.9587,5.135,85.7207,220.8685,12.4721,29.8629,183.08,127.3742,35.7221,119.9201,198.4157,136.9011,26.2045,12.3645,0.8762,,25.5566,55.3616,4.1815,30.2884,10.2729
460000,海南省,2016,1376.48,129.48,0.99,10.98,85.09,214.24,15.69,26.9,184.01,114.17,37.31,116.38,179.04,114.24,24.77,11.37,1.26,,10.26,56.25,3.24,24.23,16.32
460000,海南省,2015,1239.4322,113.32,1.1,6.59,77.14,206.84,12.38,25.48,174.77,100.54,31.54,83.03,164.24,99.46,34.61,9.56,0.53,,13.12,48.26,3.17,7.56,25.97
460000,海南省,2014,1099.7444,111.402,0.8163,4.2848,67.7097,175.9548,13.5291,23.5058,142.5217,88.4609,23.2786,72.9726,146.3014,86.3949,31.8596,8.7565,1.6386,,14.252,39.3729,3.2069,6.0664,37.4589
460000,海南省,2013,1011.1713,115.4017,0.6721,4.1807,65.1041,174.5722,13.825,21.8998,115.8813,69.586,23.1774,61.5095,139.031,73.8162,20.7065,9.5382,1.3913,,11.6855,36.298,2.8499,4.5796,45.4653
460000,海南省,2012,911.673,98.5275,0.6314,3.8863,57.1083,158.7881,12.0623,19.8469,106.1496,59.8637,21.2315,52.2201,123.624,67.5143,22.8281,12.1857,0.7489,,10.8862,44.7625,2.8667,4.688,31.2529
460000,海南省,2011,778.8,82.02,0.96,4.46,53.23,127.27,9.83,16.6,94.04,50.3,23.97,39.57,105.63,53.19,21.44,10.66,0.25,,11.29,34.52,1.95,3.88,33.74
460000,海南省,2010,581.3379,62.4432,,1.91,43.94,98.3344,7.4674,11.6126,73.8033,34.8205,14.8874,36.81,87.68,26.23,,,,,,,,,21.51
460000,海南省,2009,486.0624,55.6517,,1.4471,32.8768,74.4989,6.0712,9.7459,79.1964,30.1348,18.5107,28.8951,83.0834,28.5022,,,,,,,,,19.1676
460000,海南省,2008,357.9708,53.3225,0.4615,0.8474,24.2533,55.6331,4.4981,6.8176,49.4349,18.6377,6.8058,22.5139,55.4118,11.4304,,,,0.5017,,,,,23.1114
460000,海南省,2007,245.1967,45.1484,0.072,0.7335,18.8237,40.3268,2.7904,4.566,35.884,12.456,5.3236,12.6756,22.9619,9.1013,,,,,,,,,20.4791
460000,海南省,2006,174.5366,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2005,151.2421,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2004,127.2006,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2003,105.3984,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2002,92.2574,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2001,78.9426,,,,,,,,,,,,,,,,,,,,,,
460000,海南省,2000,64.1193,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2019,4847.6795,347.2467,0.2799,4.7872,268.6583,728.2575,79.2329,55.2359,880.0275,383.2583,172.9521,800.0898,389.5268,292.348,100.1421,31.6863,6.1585,,43.9754,124.9839,14.0677,83.8144,11.7302
500000,重庆市,2018,4540.9487,322.022,0.1412,5.1944,259.3131,680.9942,68.5887,49.3067,772.1287,372.7896,160.1883,766.5392,366.7749,272.1677,101.654,47.6832,5.1194,,58.8972,123.0448,13.7371,72.605,20.1073
500000,重庆市,2017,4336.28,304.5491,0.1344,4.8425,235.9092,626.3003,59.3077,48.886,702.8195,353.7872,154.9499,815.6398,347.5669,287.9709,92.2462,60.6575,1.6705,,54.144,112.7818,12.5688,52.6424,4.0963
500000,重庆市,2016,4001.81,285.54,0.2,6.25,226.17,575.18,51.62,47.98,640.55,331.18,136.2,684.56,347.99,268.0,143.64,48.13,4.52,,45.15,108.2,10.61,34.3,3.51
500000,重庆市,2015,3791.9973,270.17,0.26,7.4,203.29,536.24,45.67,47.01,569.63,313.98,140.73,627.82,331.33,294.06,193.5,41.92,13.51,,37.12,85.9,13.39,12.33,4.27
500000,重庆市,2014,3304.3884,288.268,0.1698,6.8585,159.5637,469.9807,38.1647,36.0226,502.9361,246.3353,105.5083,577.7898,291.6154,260.8682,147.6613,34.7877,9.7583,,39.0227,64.3858,10.3986,8.7102,3.6916
500000,重庆市,2013,3062.2848,276.4049,0.209,8.7501,141.2222,437.2783,38.6529,34.9404,431.8917,198.0491,114.5459,536.0772,281.9412,253.9576,113.0058,34.934,9.8807,0.0005,36.1364,77.2151,17.2907,5.864,8.5265
500000,重庆市,2012,3046.3599,251.3149,0.1881,7.1625,134.034,471.4875,29.8409,33.0799,403.046,167.4342,128.6852,500.3886,256.349,207.4748,152.3546,45.3817,3.5149,,40.18,177.1363,17.4704,4.6044,10.5614
500000,重庆市,2011,2570.24,224.58,,8.88,124.93,318.7,25.04,31.16,338.76,143.7,100.81,394.46,198.91,186.23,187.81,40.22,12.63,0.01,44.02,157.47,15.61,2.58,13.73
500000,重庆市,2010,1709.0353,168.4896,,6.18,91.84,240.4608,17.8968,24.0367,236.9806,94.8682,69.0101,251.26,159.18,81.85,,,,4.52,,,,,20.9
500000,重庆市,2009,1292.0928,156.901,,3.4855,71.6726,190.2818,15.5544,19.0375,234.6214,76.7295,50.0481,177.0751,125.4243,64.5419,,,,3.7128,,,,,30.3858
500000,重庆市,2008,1016.0112,139.0183,,4.4804,61.4354,153.4951,15.1279,16.5439,172.2665,51.6362,52.9297,124.6138,76.7242,47.9259,,,,0.9759,,,,,27.0973
500000,重庆市,2007,768.3886,111.371,,1.6008,53.7942,121.5466,11.0513,10.5811,138.9682,33.9705,38.6191,91.0845,55.9657,36.0848,,,,,,,,,13.0923
500000,重庆市,2006,594.2543,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2005,487.3543,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2004,395.7233,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2003,341.5775,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2002,305.8591,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2001,237.5486,,,,,,,,,,,,,,,,,,,,,,
500000,重庆市,2000,187.6433,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2019,10348.1712,955.6194,0.05,13.1574,525.6366,1578.8811,184.9453,196.4752,1762.3003,943.2664,267.0062,893.6367,1288.4232,687.833,221.683,57.3211,11.3246,,73.1546,348.9816,35.8248,193.9365,25.3211
510000,四川省,2018,9707.5048,897.0009,0.0599,13.5419,528.3495,1461.7756,147.9056,154.9093,1644.1671,880.8866,226.9045,698.8681,1310.8851,623.9747,298.5761,77.502,23.5768,,108.3321,350.7164,33.9603,149.1656,69.0494
510000,四川省,2017,8694.7591,793.2969,0.0184,11.4257,471.4242,1389.2,106.5746,142.4636,1501.3454,831.455,197.7468,724.7945,1023.129,526.6808,300.4329,81.2055,14.1264,,80.3534,325.158,32.409,96.8923,38.1976
510000,四川省,2016,8008.89,682.78,,16.85,429.39,1301.85,101.09,145.2,1320.17,772.24,166.35,550.93,988.71,569.11,263.8,73.41,21.79,,67.65,312.28,33.43,61.47,123.35
510000,四川省,2015,7497.5105,622.22,,11.9,369.74,1252.33,96.69,139.41,1111.75,686.42,169.31,514.08,926.65,601.14,251.52,82.52,17.4,,77.87,288.9,35.95,17.51,217.8
510000,四川省,2014,6796.6109,575.6721,,14.5854,319.19,1056.9053,81.7636,135.6458,927.0059,584.0966,168.6939,528.1338,826.591,543.8288,201.495,69.9232,7.3252,,77.4444,307.6235,39.8795,90.2725,236.3245
510000,四川省,2013,6220.9097,610.8554,,15.6698,323.4855,1036.4062,69.5104,142.402,833.5133,487.1972,159.9491,381.806,741.7837,528.8047,231.8851,64.2306,6.5119,29.5762,85.3151,223.5389,36.6473,60.3825,148.4614
510000,四川省,2012,5450.9893,554.3831,,12.2331,272.6317,993.201,59.3977,120.7033,680.2083,424.2577,135.9422,325.9774,654.9482,435.4851,191.5102,61.7554,10.7204,82.9105,61.7956,227.4079,38.1307,42.0494,63.7547
510000,四川省,2011,4674.92,485.11,,10.72,246.07,684.66,45.75,87.35,645.79,372.96,115.8,268.56,545.7,364.89,157.77,63.25,11.19,132.49,57.28,231.26,38.06,23.86,86.39
510000,四川省,2010,4257.9806,407.3096,,8.53,218.38,540.6546,34.7083,59.3653,513.6524,263.3417,112.9947,179.19,401.76,192.98,,,,808.82,,,,,94.45
510000,四川省,2009,3590.7175,391.493,,8.6778,182.7867,451.4428,28.6392,45.7016,455.9118,219.0978,114.4732,154.0537,322.7647,170.6294,,,,684.3194,,,,,177.8076
510000,四川省,2008,2948.8269,363.7823,,4.8842,153.1436,369.2812,25.815,34.573,448.9554,143.5606,79.1451,136.4752,242.6093,105.3586,,,,560.1003,,,,,85.8509
510000,四川省,2007,1759.1304,321.3725,,3.9827,125.0331,292.8602,20.7763,28.5886,272.124,98.8711,71.163,108.7799,175.6535,73.0704,,,,,,,,,42.053
510000,四川省,2006,1347.3951,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2005,1082.1769,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2004,895.2534,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2003,732.2993,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2002,701.6201,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2001,594.0981,,,,,,,,,,,,,,,,,,,,,,
510000,四川省,2000,452.0041,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2019,5948.7444,573.0574,,3.2493,280.0624,1067.6176,114.1315,68.7566,589.0306,534.7776,188.53,439.9303,998.9007,347.7884,108.2996,14.5684,1.115,,38.7336,190.0098,14.9784,195.9196,139.0495
520000,贵州省,2018,5029.6774,496.4733,,4.1225,282.7043,985.9471,102.8771,60.7955,537.7103,481.798,134.3812,246.2065,664.8442,381.4924,89.4875,25.6583,0.6665,,46.6723,275.5904,11.2864,150.8681,48.7106
520000,贵州省,2017,4612.5164,464.8329,,4.3991,268.0863,901.9604,87.7209,64.7289,498.7373,436.2062,125.3936,198.8244,612.0492,336.9103,97.9638,30.1631,0.7426,,46.3826,251.8611,9.0189,116.1648,59.2954
520000,贵州省,2016,4262.36,446.11,,4.55,249.96,843.54,69.3,67.34,367.23,392.51,127.09,131.91,629.38,289.97,123.76,31.05,4.32,,28.42,291.73,10.35,76.05,76.18
520000,贵州省,2015,3939.4985,428.61,,5.09,215.95,772.91,58.68,61.2,340.33,360.8,96.49,127.71,534.26,392.25,94.46,24.97,0.79,,40.73,298.44,14.83,23.98,45.57
520000,贵州省,2014,3542.8029,422.4948,,5.251,187.9687,637.0304,44.3376,54.6936,299.7214,303.2517,85.3406,101.2871,447.1856,432.0106,85.8158,21.1163,0.5206,,26.3055,288.9989,8.4278,16.4232,74.6217
520000,贵州省,2013,3082.6578,488.7789,,4.7427,168.2219,560.6675,34.2698,48.6792,264.5164,228.71,66.4429,109.4597,400.31,299.7949,75.7957,22.486,0.4793,,28.7605,190.4506,9.2759,13.5962,67.2197
520000,贵州省,2012,2755.6818,430.1573,,4.581,146.2139,500.5057,28.9831,49.8526,235.3957,201.0503,65.731,100.6503,361.8731,288.5628,69.7179,18.7601,0.9721,,30.0045,129.1985,9.1732,14.6515,69.6472
520000,贵州省,2011,2249.4,307.21,,4.15,117.31,376.86,21.68,35.31,194.78,173.26,55.45,65.52,278.47,305.16,55.18,19.81,0.44,,32.72,121.65,8.31,13.35,62.77
520000,贵州省,2010,1631.4792,212.6928,,3.66,101.46,292.0567,16.6555,23.9797,140.7622,127.6778,54.3197,53.0,246.76,109.61,,,,,,,,,51.57
520000,贵州省,2009,1372.2654,196.7801,,2.8119,82.9469,256.7212,14.2716,23.6199,150.044,102.8383,55.3084,43.7426,204.1337,120.8023,,,,,,,,,57.5867
520000,贵州省,2008,1053.7922,184.2076,,1.5824,68.0706,229.7665,12.9878,17.836,107.4568,67.4375,40.4391,46.5094,121.7107,49.3768,,,,,,,,,47.5119
520000,贵州省,2007,795.399,148.9521,0.02,1.7458,57.2217,166.2714,9.9809,15.7071,70.8014,48.7893,27.2324,27.4209,87.5347,48.8381,,,,,,,,,40.2352
520000,贵州省,2006,610.6411,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2005,520.7261,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2004,418.4181,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2003,332.3547,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2002,316.6702,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2001,275.1975,,,,,,,,,,,,,,,,,,,,,,
520000,贵州省,2000,201.5698,,,,,,,,,,,,,,,,,,,,,,
530000,云南省,2019,6770.0881,650.8563,,5.2304,382.8287,1069.8512,59.0031,77.9019,915.001,608.5022,205.1577,554.0191,1117.1996,542.8072,49.059,18.781,4.2065,,47.661,267.6381,14.1591,126.4941,9.5011
530000,云南省,2018,6075.0283,643.2762,,5.6583,386.413,1077.4272,54.9441,72.1965,846.2269,575.4164,169.8051,439.7753,842.2,441.6247,64.9159,28.7115,4.5295,,51.4745,224.2068,12.5152,125.6991,7.2261
530000,云南省,2017,5712.9709,609.8283,0.0039,5.9892,343.256,998.3328,53.4171,71.2997,750.3282,546.9895,179.4849,464.7506,674.8159,511.2368,62.4729,28.6945,4.3829,,60.2991,213.6152,15.0231,81.0967,36.1773
530000,云南省,2016,5018.86,476.98,0.02,7.2,293.61,871.14,46.86,77.93,692.38,466.98,150.13,216.49,712.92,487.06,87.16,31.55,1.26,,67.51,242.3,14.45,35.9,37.76
530000,云南省,2015,4712.8264,388.51,0.08,7.06,242.54,767.46,48.56,61.66,648.69,422.66,134.08,183.62,641.52,604.01,110.19,33.59,2.32,,79.67,210.92,17.62,19.26,87.92
530000,云南省,2014,4437.9771,399.4841,0.0303,9.4089,219.6626,674.939,43.1456,56.2096,584.0838,352.406,108.8821,182.215,594.4511,640.1574,78.9173,29.7382,4.7286,,98.648,164.8358,11.9313,116.5603,67.4631
530000,云南省,2013,4096.513,394.7735,0.0405,7.1209,214.2182,685.9743,42.5904,61.349,505.4453,300.5718,105.2946,174.5087,538.9746,547.4653,67.7342,36.1284,2.9836,0.3,66.5214,206.9816,10.3809,77.7772,49.3586
530000,云南省,2012,3572.6574,338.1565,0.0177,7.1686,185.879,674.8163,32.6671,62.0604,439.0643,266.935,101.1156,148.838,518.6048,309.5687,66.3184,39.0256,4.4331,0.0079,53.1668,231.4189,9.8423,40.4949,43.0125
