省份编码,省份,年份,地区生产总值(亿元),第一产业增加值(亿元),第二产业增加值(亿元),第三产业增加值(亿元),农林牧渔业增加值(亿元),工业增加值(亿元),建筑业增加值(亿元),批发和零售业增加值(亿元),交通运输、仓储和邮政业增加值(亿元),住宿和餐饮业增加值(亿元),金融业增加值(亿元),房地产业增加值(亿元),其他行业增加值(亿元),人均地区生产总值(元/人)
360000,江西省,2014,15667.8,1626.9,8238.7,5802.3,1682.3,6930.7,1307.9,1114.0,710.9,353.5,739.7,522.8,2306.1,34571
360000,江西省,2013,14300.2,1540.7,7661.9,5097.7,1591.7,6523.3,1138.6,1005.0,679.5,319.7,542.8,500.6,1999.0,31686
360000,江西省,2012,12807.7,1439.1,6893.3,4475.2,1484.4,5889.2,1004.1,865.9,631.8,310.8,413.1,421.8,1831.8,28486
360000,江西省,2011,11584.5,1320.5,6338.0,3926.0,1363.3,5462.3,875.7,781.0,508.6,270.3,357.4,402.5,1606.2,25885
360000,江西省,2010,9383.2,1147.6,5083.1,3152.5,1188.3,4327.3,755.8,646.9,447.2,200.7,241.5,340.6,1275.7,21099
360000,江西省,2009,7630.0,1062.1,3882.7,2685.2,1101.0,3232.5,650.2,553.9,395.7,167.6,165.1,305.9,1097.0,17277
360000,江西省,2008,6934.2,1014.5,3518.8,2400.9,1051.8,2936.9,581.9,465.3,389.2,131.7,130.6,282.0,1002.2,15816
360000,江西省,2007,5777.6,868.6,2950.3,1958.7,902.4,2435.5,514.9,381.3,372.2,92.5,101.3,226.0,785.5,13270
360000,江西省,2006,4696.8,775.1,2337.6,1584.1,786.1,1923.0,414.6,280.4,339.6,80.0,79.8,184.7,619.7,10859
360000,江西省,2005,3941.2,717.7,1834.7,1388.9,727.4,1468.7,366.0,252.4,301.0,67.1,69.6,171.9,527.0,9172
360000,江西省,2004,3398.1,664.5,1505.2,1228.4,673.8,1149.8,355.4,242.2,259.0,54.2,65.1,167.2,440.7,7960
360000,江西省,2003,2812.7,551.5,1204.3,1056.9,560.0,863.3,341.0,205.4,266.1,37.7,64.3,138.0,345.4,6636
360000,江西省,2002,2450.5,536.0,941.8,972.7,543.7,702.4,239.4,181.0,248.6,33.2,76.5,125.3,300.4,5829
360000,江西省,2001,2175.7,506.0,786.1,883.6,514.5,603.2,182.9,159.4,217.9,32.7,82.0,114.8,268.2,5221
360000,江西省,2000,2003.1,485.1,700.8,817.2,492.4,543.9,156.9,152.6,195.0,29.4,93.0,95.6,244.4,4851
370000,山东省,2019,70540.5,5117.0,28171.8,37251.7,5477.1,22755.1,5532.8,9564.8,3636.1,1173.7,4177.4,4073.7,14149.9,70129
370000,山东省,2018,66648.9,4950.5,27523.7,34174.7,5273.9,22613.0,5024.9,8747.1,3384.9,1040.7,3871.2,3963.1,12730.0,66472
370000,山东省,2017,63012.1,4832.7,26925.6,31253.8,5114.7,22515.8,4441.0,8057.1,3221.2,983.7,3570.6,3469.4,11638.7,63162
370000,山东省,2016,58762.5,4830.3,25565.0,28367.2,5072.3,21696.0,3909.4,7842.4,2664.9,868.2,3265.2,3065.4,10378.6,59375
370000,山东省,2015,55288.8,4902.8,24814.9,25571.1,5110.8,21156.5,3731.6,7306.6,2436.3,802.5,2890.8,2828.8,9024.9,56312
370000,山东省,2014,50774.8,4662.8,23588.0,22524.0,4857.3,20178.2,3476.1,6604.9,2285.1,681.1,2525.8,2641.2,7525.1,52016
370000,山东省,2013,47344.3,4454.1,22615.9,20274.3,4630.8,19475.3,3188.6,5843.5,2033.8,619.2,2215.6,2445.2,6892.4,48763
370000,山东省,2012,42957.3,4047.1,21275.9,17634.4,4198.2,18421.9,2854.0,5530.3,2146.1,681.9,1793.6,2030.6,5300.8,44464
370000,山东省,2011,39064.9,3768.6,19926.1,15370.3,3909.3,17280.8,2645.3,4602.3,1961.9,581.3,1513.9,1859.4,4710.8,40639
370000,山东省,2010,33922.5,3411.3,17733.1,12778.1,3538.7,15450.0,2283.1,3650.6,1728.2,454.8,1255.9,1627.6,3933.7,35599
370000,山东省,2009,29540.8,3076.2,15919.7,10544.9,3194.4,13998.5,1921.2,2684.0,1616.9,414.8,964.9,1325.2,3420.9,31282
370000,山东省,2008,27106.2,2876.2,14911.5,9318.5,2983.6,13310.8,1600.7,2194.9,1596.1,387.5,812.7,1092.7,3127.3,28861
370000,山东省,2007,22718.1,2451.0,12529.4,7737.6,2501.0,11233.1,1296.3,1854.8,1236.4,345.0,678.2,935.5,2637.7,24329
370000,山东省,2006,18967.8,2098.3,10568.5,6301.1,2138.9,9467.5,1101.0,1499.3,1074.9,287.7,471.3,744.9,2182.4,20443
370000,山东省,2005,15947.5,1928.2,8841.1,5178.2,1963.5,7875.6,965.6,1224.9,869.2,259.3,399.4,620.1,1770.1,17308
370000,山东省,2004,13308.1,1748.2,7327.6,4232.3,1778.5,6497.7,829.9,1030.1,713.0,240.2,312.0,446.8,1460.0,14540
370000,山东省,2003,10903.2,1457.0,5720.0,3726.2,1480.7,4995.7,724.3,906.9,653.3,221.3,302.8,396.0,1222.3,11977
370000,山东省,2002,10076.5,1369.2,5037.6,3669.7,1390.0,4364.4,673.3,885.4,657.0,220.8,310.3,380.0,1195.5,11120
370000,山东省,2001,9076.2,1340.5,4466.7,3269.0,1359.5,3911.0,555.7,758.2,658.3,193.1,318.4,335.2,986.9,10063
370000,山东省,2000,8278.1,1252.1,4120.2,2905.8,1268.6,3620.1,500.1,672.2,545.1,174.9,314.1,277.9,905.1,9260
410000,河南省,2019,53717.8,4635.7,23035.6,26046.5,4860.7,17938.2,5174.8,4043.4,3038.0,1157.6,2773.2,3352.3,11379.5,55825
410000,河南省,2018,49935.9,4311.1,22038.6,23586.2,4501.2,17323.4,4790.8,3698.0,2834.1,1037.9,2529.2,3079.9,10141.5,52114
410000,河南省,2017,44824.9,4139.3,20940.3,19745.3,4310.6,16741.4,4235.8,3227.4,2413.9,979.3,2130.5,2705.0,8081.1,46959
410000,河南省,2016,40249.3,4063.6,18986.9,17198.8,4217.4,15536.8,3503.8,2940.5,2212.8,843.9,1850.4,2259.8,6884.0,42341
410000,河南省,2015,37084.1,4015.6,17947.9,15120.7,4154.4,14797.6,3204.8,2558.0,2032.3,798.6,1612.8,1946.3,5979.4,39209
410000,河南省,2014,34574.8,3988.2,17139.6,13446.9,4089.9,14229.3,3017.8,2296.2,1890.3,764.3,1375.1,1774.1,5137.7,36686
410000,河南省,2013,31632.5,3827.2,15995.4,11809.9,3913.5,13441.5,2666.1,2073.4,1634.7,708.9,1168.3,1627.3,4398.8,33618
410000,河南省,2012,28961.9,3577.2,15042.6,10342.2,3654.2,12868.7,2290.1,1872.3,1401.4,657.2,998.2,1382.6,3837.1,30820
410000,河南省,2011,26318.7,3349.3,14021.6,8947.8,3421.1,12153.7,1995.7,1579.7,1142.5,602.8,853.6,1271.8,3297.7,28009
410000,河南省,2010,22655.0,3127.1,12173.5,7354.4,3192.8,10584.6,1683.2,1290.4,1016.2,473.8,686.7,956.0,2771.2,23984
410000,河南省,2009,19181.0,2665.7,10324.6,6190.8,2726.3,9064.9,1350.7,1055.5,937.2,425.5,491.9,743.5,2385.5,20280
410000,河南省,2008,17735.9,2575.8,9713.4,5446.7,2630.2,8687.4,1099.6,913.6,891.7,426.7,406.6,589.8,2090.4,18879
410000,河南省,2007,14824.5,2156.7,7904.0,4763.8,2206.2,7067.2,889.6,763.5,942.0,425.3,296.9,498.0,1736.0,15811
410000,河南省,2006,11977.9,1869.8,6316.2,3791.9,1916.7,5584.8,775.1,661.5,763.9,327.5,209.7,365.2,1373.5,12761
410000,河南省,2005,10243.5,1844.0,5202.3,3197.2,1892.0,4563.4,673.7,593.9,628.5,269.1,172.3,301.3,1149.2,10978
410000,河南省,2004,8411.2,1647.6,4080.7,2682.9,1692.8,3536.8,569.5,498.4,554.3,245.0,163.1,234.6,916.8,9047
410000,河南省,2003,6942.4,1198.7,3348.6,2395.1,1239.7,2833.9,532.1,419.6,508.5,181.1,146.6,222.4,858.6,7376
410000,河南省,2002,6035.5,1207.1,2881.6,1946.8,1246.4,2476.7,419.3,364.6,401.6,168.2,122.5,185.6,650.5,6487
410000,河南省,2001,5533.0,1195.4,2497.7,1839.9,1234.3,2182.8,327.7,348.8,425.2,112.0,150.8,183.1,568.4,5959
410000,河南省,2000,5053.0,1124.9,2282.5,1645.6,1161.6,2000.0,294.1,311.5,378.6,100.0,144.8,163.8,498.6,5450
420000,湖北省,2019,45429.0,3809.4,18723.1,22896.5,4014.3,15707.6,3073.1,3347.1,2233.5,1248.5,2783.6,3455.3,9566.0,76712
420000,湖北省,2018,42022.0,3548.2,17573.9,20899.9,3734.3,14849.6,2781.4,3098.0,2031.0,1125.9,2554.0,3320.1,8527.7,71109
420000,湖北省,2017,37235.0,3529.0,15713.9,17992.2,3690.3,13431.6,2342.5,2819.3,1876.6,1022.2,2255.2,2794.3,7003.0,63180
420000,湖北省,2016,33353.0,3406.5,14527.0,15419.5,3527.9,12480.5,2109.2,2569.5,1652.9,913.7,1975.1,2231.7,5892.6,56836
420000,湖北省,2015,30344.0,3109.9,13569.5,13664.6,3210.9,11677.3,1957.8,2394.0,1547.9,828.8,1588.8,1879.9,5258.6,52015
420000,湖北省,2014,28242.1,3001.6,13007.9,12232.6,3080.6,11174.2,1875.4,2205.7,1454.3,753.7,1196.4,1698.7,4803.1,48630
420000,湖北省,2013,25378.0,2883.7,11846.3,10648.0,2951.6,10227.4,1657.0,2013.7,1295.6,673.6,1033.1,1484.9,4041.1,43838
420000,湖北省,2012,22590.9,2674.8,11152.6,8763.5,2732.9,9771.0,1417.9,1712.6,1101.4,585.0,769.1,1014.8,3486.3,39163
420000,湖北省,2011,19942.5,2469.2,9766.1,7707.1,2518.7,8551.2,1246.8,1531.1,1006.3,502.7,602.7,893.6,3089.3,34738
420000,湖北省,2010,16226.9,2043.2,7748.3,6435.5,2088.4,6750.7,1022.7,1307.3,859.4,428.5,508.5,766.1,2495.4,28359
420000,湖北省,2009,13192.1,1717.3,6035.5,5439.3,1759.0,5212.7,842.3,989.4,720.9,370.9,439.4,713.4,2144.2,23081
420000,湖北省,2008,11497.5,1716.0,5066.2,4715.2,1755.5,4406.9,675.7,858.4,619.6,312.2,364.4,661.5,1843.3,20153
420000,湖北省,2007,9451.4,1331.4,4128.9,3991.1,1368.5,3597.4,544.9,709.7,526.6,243.4,316.6,495.1,1649.3,16593
420000,湖北省,2006,7531.8,1125.5,3270.8,3135.5,1140.4,2863.5,418.0,603.3,447.4,187.0,161.8,333.6,1376.9,13210
420000,湖北省,2005,6469.7,1069.8,2758.8,2641.0,1082.1,2410.4,357.4,539.7,375.8,156.3,118.5,235.3,1194.1,11342
420000,湖北省,2004,5546.8,1008.9,2273.5,2264.4,1020.1,1955.6,325.2,503.0,338.1,135.6,115.9,199.6,953.7,9746
420000,湖北省,2003,4757.5,798.4,1949.8,2009.3,808.6,1682.2,273.9,461.1,303.9,124.3,107.3,176.8,819.4,8378
420000,湖北省,2002,4212.8,707.0,1704.4,1801.4,714.2,1473.0,236.9,420.8,277.5,113.5,97.0,145.2,734.9,7437
420000,湖北省,2001,3880.5,692.2,1569.3,1619.0,698.6,1360.1,214.3,389.4,255.1,105.0,88.5,122.5,647.1,6866
420000,湖北省,2000,3545.4,662.3,1432.8,1450.3,667.7,1243.2,194.1,363.7,231.5,98.1,81.5,99.4,566.2,6121
430000,湖南省,2019,39894.1,3647.2,15401.7,20845.2,3850.5,11995.8,3416.9,4004.4,1578.0,915.7,1938.6,2725.1,9469.3,57746
430000,湖南省,2018,36329.7,3084.2,13904.1,19341.4,3266.5,10785.6,3128.3,3705.4,1516.2,835.6,1809.9,2623.4,8658.7,52809
430000,湖南省,2017,33828.1,2998.4,13459.8,17369.9,3165.3,10709.8,2760.2,3423.3,1440.6,774.3,1701.8,2215.0,7637.9,49448
430000,湖南省,2016,30853.5,2915.6,12942.0,14995.9,3063.1,10540.1,2411.7,3141.5,1309.6,726.7,1340.1,1815.0,6505.6,45356
430000,湖南省,2015,28538.6,2747.9,12665.7,13125.0,2878.9,10458.8,2217.1,2884.8,1251.3,654.6,1209.8,1473.1,5510.4,42216
430000,湖南省,2014,25881.3,2671.0,11825.1,11385.2,2793.1,9859.9,1975.8,2619.0,1184.8,570.0,962.7,1214.6,4701.4,38549
430000,湖南省,2013,23545.2,2589.2,10913.8,10042.3,2702.1,9179.7,1742.9,2356.6,1102.9,518.7,763.1,1095.5,4083.8,35328
430000,湖南省,2012,21207.2,2567.9,9926.7,8712.7,2671.1,8423.1,1503.6,2109.0,1016.5,473.3,580.8,920.9,3509.1,32048
430000,湖南省,2011,18915.0,2420.0,8883.6,7611.4,2509.8,7535.5,1348.1,1868.7,899.4,416.3,501.2,798.5,3037.5,28734
430000,湖南省,2010,15574.3,2073.2,7034.7,6466.4,2150.3,5913.4,1121.3,1594.0,795.5,362.7,463.8,682.8,2490.5,24005
430000,湖南省,2009,12772.8,1795.8,5494.7,5482.3,1857.3,4565.7,929.0,1338.9,677.9,310.7,403.0,560.7,2129.6,19979
430000,湖南省,2008,11307.4,1761.8,4870.0,4675.6,1815.3,4110.8,759.2,1053.9,601.9,285.1,334.1,453.5,1893.6,17758
430000,湖南省,2007,9285.5,1563.8,3867.4,3854.2,1594.9,3260.6,606.8,822.6,501.7,227.4,259.9,383.3,1628.3,14626
430000,湖南省,2006,7431.6,1244.6,3030.7,3156.2,1272.2,2547.4,483.3,649.3,418.1,172.9,198.8,299.9,1389.5,11733
430000,湖南省,2005,6369.9,1078.3,2490.2,2801.4,1100.7,2075.4,414.8,590.0,367.4,151.2,156.9,240.7,1272.8,10200
430000,湖南省,2004,5542.6,1022.5,2135.6,2384.6,1041.1,1768.8,366.8,499.5,323.8,125.1,116.5,207.0,1094.1,9004
430000,湖南省,2003,4660.0,869.7,1772.3,2018.0,886.5,1475.8,296.5,389.7,372.3,104.4,99.7,196.4,838.7,7589
430000,湖南省,2002,4151.5,847.3,1523.5,1780.8,847.3,1265.7,257.8,349.6,333.5,85.0,92.4,165.3,755.0,6734
430000,湖南省,2001,3831.9,825.7,1412.8,1593.4,825.7,1180.4,232.4,319.8,303.9,73.3,91.7,138.4,666.3,6120
430000,湖南省,2000,3551.5,784.9,1293.2,1473.4,784.9,1094.8,198.4,291.9,288.2,64.4,88.9,131.6,608.5,5590
440000,广东省,2019,107986.9,4350.6,43368.2,60268.1,4478.3,39141.8,4334.0,11000.2,3658.0,1880.5,8764.1,9543.2,25186.9,94448
440000,广东省,2018,99945.2,3836.4,41398.5,54710.4,3948.9,37651.1,3849.8,10476.0,3363.5,1749.4,7962.3,8533.7,22410.7,88781
440000,广东省,2017,91648.7,3611.4,38536.6,49500.7,3712.7,35344.0,3289.3,9642.1,3166.7,1654.3,7311.2,8178.6,19349.9,82686
440000,广东省,2016,82163.2,3500.5,35499.2,43163.5,3593.6,32677.9,2909.5,8924.7,2877.5,1575.9,6570.0,6615.7,16418.4,75213
440000,广东省,2015,74732.4,3189.8,33913.8,37628.9,3275.1,31315.5,2684.4,8030.9,2662.7,1452.8,6119.7,5280.5,13910.9,69283
440000,广东省,2014,68173.0,3038.7,31930.4,33204.0,3118.4,29497.8,2496.2,7946.3,2490.1,1333.4,4872.8,4309.3,12108.8,63809
440000,广东省,2013,62503.4,2876.4,29343.0,30284.0,2950.0,27142.1,2260.5,7404.6,2237.3,1256.7,4498.8,3956.0,10797.4,58860
440000,广东省,2012,57007.7,2711.3,27346.1,26950.3,2778.5,25526.2,1876.1,6670.8,2100.8,1231.7,3757.1,3378.5,9688.1,54038
440000,广东省,2011,53072.8,2553.2,26161.1,24358.5,2614.6,24460.7,1755.0,5935.3,1889.9,1137.6,3326.8,3085.0,8867.9,50676
440000,广东省,2010,45944.6,2199.6,22917.4,20827.6,2254.5,21387.7,1575.0,4825.1,1670.5,1039.3,2890.1,2672.3,7630.1,44669
440000,广东省,2009,39464.7,1946.0,19439.7,18079.0,1996.4,18128.5,1350.6,4024.3,1486.6,928.9,2372.9,2374.5,6802.0,39418
440000,广东省,2008,36704.2,1920.8,18519.4,16264.0,1969.5,17356.7,1208.4,3524.9,1541.3,844.0,2019.4,1999.7,6240.4,37543
440000,广东省,2007,31742.6,1663.5,16022.6,14056.6,1705.7,14990.8,1073.2,2958.0,1351.8,713.3,1716.6,1969.3,5264.0,33236
440000,广东省,2006,25961.2,1494.7,13158.0,11308.5,1532.2,12259.4,935.0,2529.9,1164.2,610.8,923.7,1564.1,4441.9,27861
440000,广东省,2005,21963.0,1395.2,11049.2,9518.6,1428.3,10231.1,847.4,2175.0,1000.4,518.6,681.7,1274.3,3806.1,23997
440000,广东省,2004,18658.3,1219.8,9191.7,8246.8,1248.6,8433.2,780.8,1950.6,840.8,447.6,614.4,1039.1,3303.3,20647
440000,广东省,2003,15979.8,1072.9,7684.4,7222.4,1097.3,6991.5,710.8,1729.1,747.9,387.8,539.4,930.8,2845.2,17950
440000,广东省,2002,13601.9,1015.1,6209.1,6377.8,1037.9,5628.7,596.0,1509.4,725.9,340.3,454.7,788.4,2520.7,15478
440000,广东省,2001,12126.6,988.8,5564.7,5573.1,1010.6,5012.2,565.8,1323.0,657.1,298.3,450.8,682.9,2126.0,13952
440000,广东省,2000,10810.2,986.3,5042.8,4781.2,1005.1,4518.7,537.1,1175.3,536.5,265.0,443.7,616.3,1712.6,12817
450000,广西壮族自治区,2019,21237.1,3389.7,7046.4,10801.0,3493.9,5246.6,1816.1,1759.0,902.0,376.9,1469.5,1798.8,4374.5,42964
450000,广西壮族自治区,2018,19627.8,3021.1,6692.9,9913.9,3116.4,5101.9,1606.6,1607.6,867.1,342.7,1366.8,1650.2,3968.6,40012
450000,广西壮族自治区,2017,17790.7,2878.3,6138.3,8774.1,2964.7,4680.1,1466.0,1485.8,804.6,322.7,1242.1,1376.5,3448.3,36595
450000,广西壮族自治区,2016,16116.6,2800.3,5621.0,7695.3,2877.0,4307.3,1315.0,1351.0,737.2,301.1,1110.7,1130.6,2986.6,33458
450000,广西壮族自治区,2015,14797.8,2565.5,5391.0,6841.4,2633.0,4159.1,1232.8,1252.5,689.3,289.8,996.3,963.4,2581.7,30990
450000,广西壮族自治区,2014,13587.8,2413.4,5145.6,6028.8,2473.9,4023.8,1126.0,1178.7,624.3,284.7,830.8,816.1,2229.5,28687
450000,广西壮族自治区,2013,12448.4,2290.6,4709.3,5448.4,2343.6,3699.7,1013.0,1133.4,580.4,284.8,735.1,733.4,1925.0,26483
450000,广西壮族自治区,2012,11303.6,2126.4,4503.1,4674.1,2172.4,3643.8,870.4,1020.0,541.4,276.3,559.6,632.3,1587.3,24238
450000,广西壮族自治区,2011,10299.9,2006.4,4241.2,4052.3,2047.2,3504.1,747.9,830.0,515.7,251.1,424.4,585.5,1394.1,22258
450000,广西壮族自治区,2010,8552.4,1639.7,3465.2,3447.6,1675.1,2875.5,598.5,677.1,427.9,201.5,368.2,498.3,1230.3,18070
450000,广西壮族自治区,2009,7112.9,1425.5,2715.3,2972.1,1458.5,2241.4,480.7,565.8,342.4,177.5,324.2,417.5,1104.9,14708
450000,广西壮族自治区,2008,6455.4,1422.3,2466.0,2567.2,1453.8,2088.0,384.4,476.8,308.8,172.6,240.5,329.4,1001.2,13471
450000,广西壮族自治区,2007,5474.8,1214.9,2074.0,2185.9,1241.4,1762.1,317.3,422.1,247.8,150.1,185.2,271.6,877.2,11542
450000,广西壮族自治区,2006,4417.8,1024.3,1604.7,1788.8,1032.5,1343.2,265.6,376.4,215.4,116.9,122.3,206.2,739.3,9421
450000,广西壮族自治区,2005,3742.1,904.8,1324.3,1513.1,912.5,1098.4,229.2,344.6,207.3,100.7,87.0,151.6,610.8,8069
450000,广西壮族自治区,2004,3305.1,810.1,1151.1,1343.8,817.9,953.6,200.4,332.4,201.1,93.0,71.7,126.4,508.6,7182
450000,广西壮族自治区,2003,2798.2,659.6,955.1,1183.4,666.7,788.4,169.2,306.5,182.2,70.4,61.5,104.0,449.4,6120
450000,广西壮族自治区,2002,2523.7,602.0,844.8,1077.0,608.5,699.2,147.7,276.9,174.6,65.4,35.9,82.8,432.8,5559
450000,广西壮族自治区,2001,2279.3,576.3,769.2,933.8,582.2,639.5,131.6,252.3,145.9,60.4,27.4,70.1,370.0,5058
450000,广西壮族自治区,2000,2080.0,557.4,730.9,791.8,562.6,612.3,120.4,234.0,125.4,56.0,21.4,51.3,296.7,4652
460000,海南省,2019,5330.8,1079.0,1083.8,3168.1,1118.0,597.9,490.2,546.6,256.0,267.2,386.2,510.3,1158.6,56740
460000,海南省,2018,4910.7,986.0,1053.1,2871.6,1020.2,582.0,475.2,464.2,224.2,252.4,380.1,481.8,1030.5,52801
460000,海南省,2017,4497.5,962.8,996.4,2538.4,993.3,528.3,470.0,466.7,213.9,221.4,328.9,444.9,830.1,48810
460000,海南省,2016,4090.2,924.7,904.0,2261.5,951.6,482.5,422.5,442.8,188.9,202.0,296.9,360.0,743.1,44752
460000,海南省,2015,3734.2,835.4,882.9,2016.0,859.3,492.9,390.4,425.8,176.9,183.1,255.8,309.7,640.3,41164
460000,海南省,2014,3449.0,793.2,826.5,1829.3,814.7,485.9,341.8,386.9,150.0,167.4,238.5,294.9,568.8,38349
460000,海南省,2013,3115.9,723.6,750.9,1641.4,742.7,441.6,310.4,339.5,135.4,148.6,192.8,287.8,517.1,34974
460000,海南省,2012,2789.4,683.9,747.2,1358.3,701.0,478.3,270.1,266.0,124.6,106.0,142.0,258.8,442.7,31627
460000,海南省,2011,2463.8,636.6,671.3,1155.9,651.4,440.1,232.5,242.1,109.4,94.1,112.0,222.2,360.3,28224
460000,海南省,2010,2020.5,521.9,528.6,970.1,534.4,347.6,182.1,213.8,96.4,79.2,90.3,178.7,298.1,23323
460000,海南省,2009,1620.3,448.1,432.4,739.8,458.7,291.9,141.4,167.4,85.2,63.3,60.8,104.6,247.1,18860
460000,海南省,2008,1474.7,423.6,412.6,638.5,433.9,303.9,109.7,136.4,82.6,55.0,47.3,87.6,218.2,17357
460000,海南省,2007,1234.0,351.3,354.3,528.4,360.1,268.4,85.9,117.5,76.8,43.6,31.2,63.2,187.2,14683
460000,海南省,2006,1027.5,310.7,291.6,425.1,317.5,221.3,70.3,101.2,66.4,34.1,16.4,41.5,158.9,12350
460000,海南省,2005,884.9,289.9,229.8,365.2,293.8,168.9,60.9,88.3,59.9,27.4,13.2,36.2,136.4,10753
460000,海南省,2004,802.7,272.0,199.6,331.1,275.8,147.6,52.0,82.5,57.6,23.4,11.6,29.6,122.6,9859
460000,海南省,2003,714.0,244.3,175.8,293.9,244.3,132.3,43.6,72.8,66.5,16.9,10.7,25.1,101.9,8849
460000,海南省,2002,642.7,222.9,148.9,271.0,222.9,111.4,37.5,66.9,62.0,16.8,10.1,21.5,93.8,8041
460000,海南省,2001,579.2,196.8,133.8,248.6,196.8,97.9,36.0,63.0,57.1,14.8,9.8,18.8,85.1,7315
460000,海南省,2000,526.8,192.0,104.0,230.9,192.0,70.5,33.5,59.8,52.5,14.1,9.3,16.6,78.7,6798
500000,重庆市,2019,23605.8,1551.6,9392.0,12662.2,1581.3,6551.8,2840.1,2192.1,977.1,502.0,2088.0,1502.5,5370.9,75828
500000,重庆市,2018,21588.8,1378.7,8842.2,11367.9,1405.4,6268.1,2574.1,2024.6,899.4,458.3,1876.0,1336.7,4746.2,69901
500000,重庆市,2017,20066.3,1276.1,8455.0,10335.2,1300.3,6202.4,2252.6,1955.1,828.0,426.0,1737.6,1276.6,4087.7,65538
500000,重庆市,2016,18023.0,1237.0,7765.4,9020.7,1258.4,5896.2,1869.2,1703.4,777.2,392.0,1594.0,1067.9,3464.8,59433
500000,重庆市,2015,16040.5,1067.7,7208.0,7764.8,1086.2,5621.5,1586.5,1462.2,726.1,356.2,1387.2,919.0,2895.7,53398
500000,重庆市,2014,14623.8,990.8,6774.6,6858.5,1006.4,5369.9,1404.7,1311.2,680.9,321.9,1210.0,869.3,2449.5,49062
500000,重庆市,2013,13027.6,941.2,5988.6,6097.7,955.3,4775.7,1213.0,1171.5,642.6,291.1,1070.3,778.2,2130.0,44049
500000,重庆市,2012,11595.4,879.7,5308.1,5407.6,892.3,4291.4,1016.7,960.2,591.2,236.3,927.4,631.7,2048.2,39548
500000,重庆市,2011,10161.2,794.1,4571.3,4795.8,805.3,3700.2,871.0,858.0,580.2,214.2,768.0,453.3,1911.0,35017
500000,重庆市,2010,8065.3,649.5,3624.1,3791.7,659.1,2945.5,678.6,713.3,489.1,183.1,538.9,312.6,1545.2,28084
500000,重庆市,2009,6651.2,581.1,3016.8,3053.4,589.8,2470.8,546.0,560.6,416.7,160.5,397.8,241.3,1267.7,23346
500000,重庆市,2008,5899.5,555.1,2651.8,2692.7,563.1,2188.6,463.2,487.3,367.3,136.1,312.4,203.7,1177.7,20865
500000,重庆市,2007,4770.7,469.4,2237.3,2064.0,476.6,1862.3,375.0,389.2,285.2,101.6,236.3,208.7,835.9,16966
500000,重庆市,2006,3900.3,379.7,1873.4,1647.2,386.4,1573.1,300.4,306.2,263.3,77.2,214.8,154.3,624.7,13915
500000,重庆市,2005,3448.4,455.1,1559.2,1434.1,463.4,1294.9,264.3,267.1,223.6,66.5,186.6,138.6,543.4,12335
500000,重庆市,2004,3059.5,420.4,1392.6,1246.6,428.1,1146.4,246.1,249.8,189.2,57.7,162.0,130.8,449.5,10934
500000,重庆市,2003,2615.6,332.9,1164.1,1118.6,339.1,953.1,211.1,234.0,159.5,47.2,144.7,122.7,404.3,9311
500000,重庆市,2002,2279.8,312.6,981.3,985.9,317.9,803.0,178.4,210.3,145.1,42.4,132.5,97.1,353.2,8079
500000,重庆市,2001,2014.6,290.1,859.9,864.6,294.9,707.6,152.3,190.6,123.3,38.5,124.2,81.5,301.7,7096
500000,重庆市,2000,1822.1,280.5,774.6,767.0,284.9,644.0,130.6,173.5,97.6,36.0,117.1,69.4,269.0,6383
510000,四川省,2019,46363.8,4807.5,17187.9,24368.3,4938.0,13165.9,4150.3,4243.8,1473.1,1178.6,3101.7,3269.1,10843.3,55472
510000,四川省,2018,42902.1,4427.4,16056.9,22417.7,4544.3,12360.1,3809.8,3835.5,1401.7,1043.2,2922.4,3118.1,9867.1,51556
510000,四川省,2017,37905.1,4262.5,14569.2,19073.5,4365.3,11437.8,3235.9,3432.3,1205.9,934.0,2720.8,2602.6,7970.6,45768
510000,四川省,2016,33138.5,3900.6,13450.1,15787.8,3991.9,10790.9,2757.8,2760.3,1118.8,852.9,2312.7,1878.6,6674.5,40251
510000,四川省,2015,30342.0,3661.0,13192.5,13488.6,3745.5,10735.0,2555.5,2360.0,941.9,780.3,1878.5,1519.7,5825.8,37129
510000,四川省,2014,28891.3,3524.7,13082.7,12283.9,3598.7,10703.8,2494.8,2083.2,864.7,706.0,1622.0,1308.0,5510.1,35565
510000,四川省,2013,26518.0,3257.4,12418.9,10841.7,3323.6,10309.0,2217.7,1831.4,617.9,645.9,1530.2,918.4,5124.1,32772
510000,四川省,2012,23922.4,3142.6,11231.1,9548.8,3198.9,9408.5,1919.9,1635.9,591.7,588.5,1176.1,832.6,4570.4,29669
510000,四川省,2011,21050.9,2854.6,10014.4,8181.9,2900.4,8457.4,1642.7,1420.2,545.0,536.3,792.6,723.4,4032.9,26163
510000,四川省,2010,17224.8,2384.9,8283.2,6556.7,2424.6,7032.9,1317.4,1198.0,500.9,460.8,606.9,643.3,3040.1,21230
510000,四川省,2009,14190.6,2160.4,6653.2,5377.0,2194.5,5621.3,1089.6,1005.6,489.3,393.1,482.6,600.1,2314.6,17387
510000,四川省,2008,12756.2,2139.0,5766.5,4850.8,2175.0,4912.4,906.0,836.3,472.6,327.0,437.3,539.7,2150.0,15685
