省份编码,省份,年份,地区生产总值(亿元),第一产业增加值(亿元),第二产业增加值(亿元),第三产业增加值(亿元),农林牧渔业增加值(亿元),工业增加值(亿元),建筑业增加值(亿元),批发和零售业增加值(亿元),交通运输、仓储和邮政业增加值(亿元),住宿和餐饮业增加值(亿元),金融业增加值(亿元),房地产业增加值(亿元),其他行业增加值(亿元),人均地区生产总值(元/人)
510000,四川省,2007,10562.1,1966.5,4607.7,3987.8,1999.8,3896.5,754.3,697.1,472.7,294.7,344.8,414.3,1688.0,12963
510000,四川省,2006,8494.7,1614.0,3658.1,3222.6,1638.9,3059.5,634.0,575.3,420.0,246.8,284.2,355.5,1280.6,10371
510000,四川省,2005,7195.9,1403.2,2961.2,2831.5,1427.5,2454.3,537.0,497.4,355.8,214.8,250.9,297.0,1161.4,8828
510000,四川省,2004,6304.0,1329.1,2439.7,2535.2,1351.6,1990.0,475.6,453.4,313.1,193.2,230.4,272.0,1024.6,7751
510000,四川省,2003,5346.2,1128.6,2020.5,2197.1,1147.7,1627.9,414.6,380.5,297.4,167.5,204.4,235.9,870.4,6565
510000,四川省,2002,4725.0,1048.0,1733.4,1943.7,1064.8,1392.1,360.7,341.1,271.2,151.4,183.1,210.8,749.7,5890
510000,四川省,2001,4293.5,981.7,1572.0,1739.8,997.0,1270.9,318.8,312.0,248.3,133.5,168.9,198.6,645.6,5376
510000,四川省,2000,3928.2,945.6,1433.1,1549.5,959.6,1170.6,278.7,283.3,217.4,120.1,153.1,180.1,565.5,4956
520000,贵州省,2019,16769.3,2280.6,5971.5,8517.3,2408.0,4459.0,1517.1,1269.9,709.9,417.2,1060.0,644.2,4284.1,46433
520000,贵州省,2018,15353.2,2156.0,5506.2,7691.0,2273.0,4165.5,1344.9,1181.2,655.3,378.4,992.3,572.3,3790.3,42767
520000,贵州省,2017,13605.4,2032.3,4970.9,6602.3,2140.0,3821.4,1152.6,1040.1,576.3,337.2,874.5,487.8,3175.6,38137
520000,贵州省,2016,11792.4,1861.8,4468.7,5461.8,1959.9,3501.7,970.0,893.7,503.3,292.6,736.1,401.3,2533.7,33291
520000,贵州省,2015,10541.0,1642.0,4026.7,4872.3,1714.0,3196.0,833.4,790.6,454.7,264.1,642.5,356.7,2289.0,29956
520000,贵州省,2014,9173.1,1281.5,3582.4,4309.3,1317.2,2840.3,743.1,733.7,421.9,243.8,575.3,308.5,1989.3,26171
520000,贵州省,2013,7973.1,999.3,3171.0,3802.7,1032.6,2533.3,638.7,647.9,383.1,227.1,507.1,274.4,1728.9,22825
520000,贵州省,2012,6742.2,862.7,2716.8,3162.8,892.7,2185.8,531.0,584.3,335.6,212.5,411.2,226.5,1362.7,19394
520000,贵州省,2011,5615.6,699.6,2258.9,2657.1,726.9,1822.9,435.9,467.5,297.9,196.4,335.5,204.4,1128.1,16165
520000,贵州省,2010,4519.0,602.8,1820.7,2095.5,625.7,1484.9,335.8,368.8,244.9,176.9,258.2,163.7,860.1,12882
520000,贵州省,2009,3856.7,531.2,1574.9,1750.6,550.9,1297.0,277.9,292.4,212.2,150.8,198.9,141.6,735.1,10814
520000,贵州省,2008,3504.5,522.6,1437.7,1544.2,540.9,1207.0,230.7,261.5,195.7,127.9,155.6,123.7,661.5,9697
520000,贵州省,2007,2847.5,430.6,1187.2,1229.7,446.9,1000.9,186.3,201.4,164.1,88.7,128.9,103.1,527.1,7778
520000,贵州省,2006,2264.1,367.2,953.0,944.0,387.3,807.0,146.0,155.5,131.6,61.6,88.3,86.2,400.7,6103
520000,贵州省,2005,1939.9,362.5,797.9,779.6,368.9,679.0,118.9,133.8,113.8,44.0,70.7,75.3,335.5,5218
520000,贵州省,2004,1649.4,335.1,667.0,647.3,340.9,565.1,101.9,114.3,94.6,26.5,59.0,66.8,280.2,4244
520000,贵州省,2003,1429.0,290.9,570.7,567.4,304.0,474.5,96.2,94.4,84.5,21.9,48.1,60.0,245.4,3708
520000,贵州省,2002,1243.4,280.8,482.0,480.7,280.8,395.5,86.5,87.3,79.5,13.3,41.5,53.5,205.6,3257
520000,贵州省,2001,1133.3,274.2,433.5,425.6,274.2,360.7,72.8,77.8,73.5,11.9,37.2,45.3,179.9,3000
520000,贵州省,2000,1029.9,271.0,391.2,367.7,271.0,328.7,62.5,72.6,65.9,11.1,36.1,37.1,145.0,2759
530000,云南省,2019,23223.8,3037.7,8060.4,12125.7,3096.2,5400.5,2664.6,2386.2,1101.1,589.5,1393.1,1417.4,5175.2,47944
530000,云南省,2018,20880.6,2498.7,7267.5,11114.5,2552.6,4911.7,2360.0,2187.3,1041.2,539.2,1312.6,1278.2,4697.9,43366
530000,云南省,2017,18486.0,2338.4,6317.8,9829.8,2388.6,4347.8,1973.7,1941.1,888.1,486.4,1245.7,1006.1,4208.5,38629
530000,云南省,2016,16369.0,2225.5,5747.4,8396.1,2272.6,4087.5,1663.4,1732.5,740.2,435.4,1121.3,819.4,3496.8,34416
530000,云南省,2015,14960.0,2079.3,5491.7,7389.0,2121.8,4044.5,1450.5,1583.3,650.5,398.1,1001.0,709.7,3000.6,31642
530000,云南省,2014,14041.7,2007.4,5376.5,6657.7,2045.4,4085.0,1294.6,1469.8,591.6,384.8,881.3,659.7,2629.4,29874
530000,云南省,2013,12825.5,1878.5,5000.5,5946.5,1912.8,3903.4,1100.0,1345.8,528.8,347.0,737.1,586.7,2363.9,27447
530000,云南省,2012,11097.4,1640.4,4458.4,4998.6,1671.0,3557.4,903.7,1187.1,454.2,308.3,547.4,508.6,1959.8,23891
530000,云南省,2011,9523.1,1396.6,3811.4,4315.1,1424.0,3076.5,737.4,1050.2,378.8,260.8,458.8,437.3,1699.5,20629
530000,云南省,2010,7735.3,1090.3,3267.7,3377.3,1114.6,2675.0,594.9,767.0,321.1,179.9,379.4,394.3,1309.3,16866
530000,云南省,2009,6574.4,1049.7,2605.4,2919.3,1072.4,2135.0,470.4,632.0,283.4,154.1,355.4,357.6,1114.1,14427
530000,云南省,2008,6016.6,1001.9,2476.1,2538.6,1024.3,2092.6,383.5,512.3,247.6,142.4,280.1,320.2,1013.7,13286
530000,云南省,2007,5077.4,849.6,2057.4,2170.4,870.5,1728.3,329.2,371.1,278.6,118.4,169.9,298.3,913.1,11287
530000,云南省,2006,4090.7,704.5,1674.2,1712.0,724.4,1387.8,286.4,310.9,230.3,88.0,140.7,233.8,688.4,9158
530000,云南省,2005,3497.7,646.3,1387.3,1464.1,661.7,1144.6,242.7,297.6,164.2,92.8,127.1,196.1,571.0,7890
530000,云南省,2004,3136.4,607.8,1267.8,1260.8,607.8,1060.4,207.4,245.7,180.8,58.0,117.2,147.0,512.1,7136
530000,云南省,2003,2633.4,494.6,1059.8,1079.0,494.6,895.6,164.2,203.9,159.5,49.0,106.7,126.0,434.0,6048
530000,云南省,2002,2358.7,463.4,942.1,953.2,463.4,796.5,145.6,197.6,132.6,46.9,103.2,108.9,364.1,5472
530000,云南省,2001,2159.0,444.4,871.4,843.2,444.4,734.5,136.9,180.2,115.6,43.5,86.6,94.5,322.8,5063
530000,云南省,2000,2030.1,442.3,836.2,751.6,442.3,707.0,129.2,173.7,92.9,45.6,79.4,83.4,276.7,4814
540000,西藏自治区,2019,1697.8,138.2,635.6,924.0,142.1,131.7,503.9,104.5,47.8,41.9,121.9,54.5,549.6,48902
540000,西藏自治区,2018,1548.4,128.3,582.7,837.3,132.2,127.0,455.8,95.5,47.7,39.5,118.6,48.2,484.1,45476
540000,西藏自治区,2017,1349.0,118.2,469.6,761.2,121.5,110.1,359.6,87.8,42.0,34.9,108.2,39.7,445.4,40408
540000,西藏自治区,2016,1173.0,110.5,390.4,672.1,113.6,91.6,298.8,80.5,37.5,32.4,90.4,38.8,389.4,35844
540000,西藏自治区,2015,1043.0,93.6,341.8,607.6,96.2,73.5,268.3,76.3,37.5,31.3,66.0,33.5,360.5,32517
540000,西藏自治区,2014,939.7,88.1,310.3,541.3,90.4,69.7,240.7,71.9,36.0,28.5,54.2,32.7,315.6,29852
540000,西藏自治区,2013,828.2,81.2,270.8,476.2,83.4,63.9,206.9,65.1,33.5,24.9,40.6,25.2,284.8,26731
540000,西藏自治区,2012,710.2,75.3,226.1,408.8,77.3,57.4,168.7,46.7,29.7,23.2,31.2,22.9,253.1,23249
540000,西藏自治区,2011,611.5,69.8,195.6,346.1,71.8,49.7,145.9,37.0,26.7,17.4,30.9,19.0,213.2,20265
540000,西藏自治区,2010,512.9,64.8,155.0,293.1,66.6,40.8,114.2,33.8,24.4,15.5,26.5,15.7,175.4,17209
540000,西藏自治区,2009,445.7,60.5,130.1,255.1,62.2,33.9,96.2,28.8,23.1,14.5,22.7,14.2,150.1,15154
540000,西藏自治区,2008,398.2,57.6,110.8,229.8,59.2,30.1,80.7,23.4,20.6,13.1,22.0,16.0,133.1,13703
540000,西藏自治区,2007,344.1,52.3,95.2,196.6,53.8,28.1,67.2,22.4,17.9,12.7,11.3,13.9,117.0,11991
540000,西藏自治区,2006,285.9,47.6,76.1,162.2,48.9,21.5,54.6,19.9,14.4,12.5,7.7,12.1,94.2,10112
540000,西藏自治区,2005,243.1,44.9,60.5,137.7,46.1,17.2,43.4,17.9,12.6,12.2,7.3,10.0,76.4,8733
540000,西藏自治区,2004,217.9,42.1,51.3,124.5,43.3,16.0,35.3,16.7,12.2,11.5,5.3,5.8,71.8,7946
540000,西藏自治区,2003,186.0,39.6,47.5,98.9,40.7,13.9,33.6,18.0,11.4,7.1,4.7,4.4,52.2,6883
540000,西藏自治区,2002,162.0,38.7,32.7,90.6,39.8,11.7,21.1,14.5,11.1,6.5,3.4,3.6,50.4,6094
540000,西藏自治区,2001,139.2,36.5,32.0,70.7,37.5,10.9,21.1,11.6,9.9,5.2,2.6,3.3,37.2,5318
540000,西藏自治区,2000,117.8,35.4,27.1,55.3,36.4,10.2,16.9,9.9,8.2,4.4,2.2,2.5,27.2,4572
610000,陕西省,2019,25793.2,1991.1,11779.5,12022.6,2098.2,9459.9,2432.3,1872.4,1106.3,426.6,1673.7,1422.0,5301.8,66649
610000,陕西省,2018,23941.9,1830.2,11215.3,10896.4,1927.8,9088.1,2233.0,1734.5,1033.6,393.0,1580.3,1178.6,4773.0,62195
610000,陕西省,2017,21473.5,1741.1,10114.1,9618.3,1830.6,8232.9,1959.0,1606.7,959.1,367.8,1435.9,1010.5,4071.0,56154
610000,陕西省,2016,19045.8,1696.1,8906.5,8443.2,1778.9,7226.9,1732.8,1473.2,879.4,346.2,1295.1,865.7,3447.6,50081
610000,陕西省,2015,17898.8,1599.7,8664.6,7634.5,1675.6,7103.3,1603.2,1390.9,803.7,334.5,1177.3,796.0,3014.3,47301
610000,陕西省,2014,17402.5,1566.9,9045.0,6790.6,1637.8,7632.4,1473.7,1316.2,753.3,290.0,1024.3,655.1,2619.7,46167
610000,陕西省,2013,15905.4,1463.5,8418.0,6023.9,1528.6,7156.9,1308.1,1209.7,674.0,274.6,791.1,579.2,2383.2,42318
610000,陕西省,2012,14142.4,1314.8,7612.3,5215.3,1372.5,6505.2,1107.1,1102.4,673.5,259.3,586.0,496.6,2039.8,37733
610000,陕西省,2011,12175.1,1187.4,6484.3,4503.4,1237.5,5513.9,970.4,986.0,596.3,226.8,455.9,433.7,1754.6,32562
610000,陕西省,2010,9845.2,946.7,5071.5,3827.0,989.5,4271.8,799.7,820.9,506.6,189.8,402.8,340.1,1524.0,26388
610000,陕西省,2009,7997.8,751.6,4017.5,3228.7,790.8,3339.8,677.6,675.7,442.3,154.2,345.7,252.5,1319.2,21485
610000,陕西省,2008,7177.8,717.5,3666.1,2794.2,753.7,3122.0,544.1,552.7,395.5,150.7,296.1,203.0,1160.0,19331
610000,陕西省,2007,5681.8,560.7,2865.9,2255.2,592.6,2449.8,416.1,439.9,337.8,123.7,236.4,159.8,925.7,15342
610000,陕西省,2006,4595.6,466.2,2271.0,1858.4,484.8,1944.0,327.0,386.2,298.2,102.2,154.6,128.3,770.3,12439
610000,陕西省,2005,3817.2,418.6,1807.8,1590.8,435.8,1532.2,275.6,319.9,249.2,86.2,128.6,110.0,679.7,10357
610000,陕西省,2004,3141.6,356.7,1506.1,1278.8,372.3,1269.9,236.2,264.8,204.9,64.6,90.1,95.9,542.9,8545
610000,陕西省,2003,2587.7,302.7,1221.2,1063.8,302.7,1006.9,214.3,205.7,169.7,50.5,77.9,83.9,476.1,7057
610000,陕西省,2002,2253.4,282.2,1007.6,963.6,282.2,819.5,188.1,183.8,160.5,44.5,67.3,77.7,429.8,6161
610000,陕西省,2001,2010.6,263.6,878.8,868.2,263.6,706.6,172.2,163.2,146.4,39.0,58.2,68.1,393.3,5511
610000,陕西省,2000,1804.0,258.2,782.6,763.2,258.2,629.9,152.7,142.1,122.9,33.5,50.3,59.4,355.0,4968
620000,甘肃省,2019,8718.3,1059.3,2862.4,4796.6,1097.2,2319.8,553.0,646.3,438.4,158.3,862.3,470.5,2172.7,32995
620000,甘肃省,2018,8104.1,926.1,2761.6,4416.4,962.3,2253.4,518.2,587.6,407.2,143.0,774.5,440.8,2017.1,30797
620000,甘肃省,2017,7336.7,859.8,2515.8,3961.2,896.0,2020.5,504.6,540.6,378.3,138.7,718.0,394.4,1745.7,28026
620000,甘肃省,2016,6907.9,800.8,2483.5,3623.7,834.5,1995.5,498.3,516.6,343.7,133.3,646.3,364.7,1575.0,26520
620000,甘肃省,2015,6556.6,733.4,2505.4,3317.8,780.7,2031.6,484.2,490.3,342.2,126.7,555.1,335.3,1410.4,25264
620000,甘肃省,2014,6518.4,695.8,2823.3,2999.4,739.7,2374.3,466.1,475.8,343.9,118.9,449.2,313.1,1237.3,25202
620000,甘肃省,2013,6014.5,658.1,2674.0,2682.4,698.3,2262.6,428.9,445.6,349.2,112.4,343.0,269.8,1104.8,23313
620000,甘肃省,2012,5393.1,590.9,2493.3,2308.9,626.7,2107.1,386.2,387.8,330.3,101.1,262.5,217.6,973.8,20978
620000,甘肃省,2011,4816.9,525.6,2288.6,2002.7,558.3,1947.2,341.5,343.4,303.6,91.3,201.9,182.8,847.1,18801
620000,甘肃省,2010,3943.7,472.6,1910.4,1560.8,501.7,1613.8,296.6,266.3,260.1,74.4,126.1,139.7,665.1,15421
620000,甘肃省,2009,3268.3,418.4,1473.2,1376.6,447.3,1214.0,259.2,226.8,240.5,69.9,99.7,120.1,590.7,12802
620000,甘肃省,2008,3071.7,391.2,1429.9,1250.5,418.6,1197.1,232.8,193.7,233.7,63.1,80.4,108.5,543.8,12048
620000,甘肃省,2007,2675.1,365.9,1254.1,1055.1,391.0,1070.2,183.9,164.6,197.2,57.6,67.2,94.3,449.1,10501
620000,甘肃省,2006,2203.0,329.8,972.5,900.6,334.5,818.3,154.2,144.3,181.5,52.1,54.1,80.7,383.4,8653
620000,甘肃省,2005,1864.6,304.3,772.2,788.1,308.4,633.3,138.9,129.7,152.2,48.4,47.1,68.6,338.0,7332
620000,甘肃省,2004,1653.6,283.3,680.3,690.0,287.0,549.5,130.8,116.9,126.1,44.6,44.5,59.7,294.5,6512
620000,甘肃省,2003,1399.9,238.0,572.2,589.7,244.4,452.3,119.9,100.5,127.1,38.2,43.1,49.3,225.3,5525
620000,甘肃省,2002,1232.0,215.5,501.7,514.8,221.3,389.4,112.3,94.8,107.0,35.1,42.1,41.5,188.5,4875
620000,甘肃省,2001,1125.4,208.0,458.1,459.4,213.6,355.5,102.6,84.4,89.0,36.9,57.5,27.4,158.5,4467
620000,甘肃省,2000,1052.9,194.1,421.7,437.1,199.2,327.6,94.0,78.5,78.4,34.3,55.9,24.8,160.2,4163
630000,青海省,2019,2941.1,301.9,1153.9,1485.3,306.0,821.9,332.0,160.8,123.2,50.8,263.0,127.5,755.9,48570
630000,青海省,2018,2748.0,268.1,1093.7,1386.2,272.0,777.5,316.2,150.9,123.2,47.5,259.5,118.9,682.3,45738
630000,青海省,2017,2465.1,238.4,975.7,1251.0,242.0,683.2,292.5,145.0,118.3,45.4,258.9,105.0,574.8,41366
630000,青海省,2016,2258.2,221.2,867.7,1169.3,224.7,597.4,270.3,141.2,107.5,43.6,232.6,93.4,547.6,38213
630000,青海省,2015,2011.0,208.9,761.1,1041.0,212.2,516.4,244.7,132.1,100.6,40.1,207.9,86.0,471.1,34322
630000,青海省,2014,1847.7,215.9,714.8,917.0,219.0,504.5,210.3,123.2,97.8,30.1,127.1,65.7,469.9,31824
630000,青海省,2013,1713.3,204.7,681.0,827.6,207.6,502.0,178.9,114.2,90.8,27.6,106.1,53.9,432.2,29772
630000,青海省,2012,1528.5,174.2,620.2,734.1,176.9,462.7,157.5,101.7,85.5,20.4,95.5,45.2,383.1,26784
630000,青海省,2011,1370.4,152.6,553.1,664.6,155.1,415.4,137.8,88.4,79.1,18.1,75.4,40.3,360.9,24220
630000,青海省,2010,1144.2,132.6,444.2,567.4,134.9,326.7,117.5,80.0,70.7,15.7,65.8,34.0,298.8,20418
630000,青海省,2009,939.7,105.3,365.7,468.7,107.4,273.7,91.9,61.5,52.5,14.0,40.4,26.7,271.5,16907
630000,青海省,2008,896.9,103.6,350.3,443.0,105.6,271.3,79.0,52.5,45.3,13.3,35.7,24.8,269.4,16220
630000,青海省,2007,720.1,81.6,275.3,363.2,83.4,207.5,67.8,43.4,42.4,12.0,27.1,20.4,216.1,13100
630000,青海省,2006,585.2,65.8,228.1,291.2,67.6,166.2,61.9,37.5,36.2,10.9,23.3,17.5,164.1,10728
630000,青海省,2005,499.4,62.8,190.3,246.3,65.3,133.0,57.3,31.6,31.7,8.6,19.1,15.7,137.0,9233
630000,青海省,2004,443.7,58.1,154.4,231.2,60.7,98.4,56.0,30.9,30.5,8.5,18.9,14.0,125.9,8275
630000,青海省,2003,385.0,46.0,132.2,206.8,48.5,79.0,53.2,26.9,25.1,7.8,17.9,11.8,114.7,7248
630000,青海省,2002,340.7,45.3,113.0,182.3,47.3,66.5,46.5,23.5,22.1,6.5,16.8,9.7,101.7,6478
630000,青海省,2001,300.1,44.7,96.1,159.3,44.7,58.0,38.1,21.2,19.5,6.4,16.1,7.4,88.7,5774
630000,青海省,2000,263.7,40.1,80.9,142.7,40.1,50.9,30.0,19.4,17.5,5.1,17.0,6.5,77.2,5138
640000,宁夏回族自治区,2019,3748.5,280.0,1587.1,1881.4,297.7,1272.5,316.2,202.3,177.7,53.7,305.9,160.6,962.1,54217
640000,宁夏回族自治区,2018,3510.2,279.4,1488.1,1742.7,296.1,1191.0,298.5,190.2,170.1,49.4,285.9,145.7,883.4,51248
640000,宁夏回族自治区,2017,3200.3,250.6,1406.0,1543.7,266.3,1129.2,278.1,173.5,182.8,45.6,266.0,131.2,727.6,47177
640000,宁夏回族自治区,2016,2781.4,241.0,1179.7,1360.7,255.7,925.4,255.4,154.0,187.4,43.0,239.8,109.3,611.5,41427
640000,宁夏回族自治区,2015,2579.4,236.8,1116.8,1225.8,250.7,874.7,243.1,143.8,183.0,40.6,217.9,102.4,523.3,38805
640000,宁夏回族自治区,2014,2473.9,216.9,1113.7,1143.4,229.6,881.0,233.7,146.1,183.6,38.6,199.0,120.7,441.6,37605
640000,宁夏回族自治区,2013,2327.7,210.7,1059.5,1057.5,222.2,846.3,214.2,139.1,183.2,36.2,179.5,108.7,398.4,35772
640000,宁夏回族自治区,2012,2131.0,189.0,992.5,949.5,199.2,802.0,190.5,128.8,182.2,35.5,147.1,90.8,355.0,33125
640000,宁夏回族自治区,2011,1931.8,175.0,919.8,837.0,183.9,751.2,168.7,113.1,162.5,31.4,119.3,81.6,320.2,30365
640000,宁夏回族自治区,2010,1571.7,151.4,733.4,686.9,159.1,597.8,135.6,91.9,136.7,26.7,88.3,62.4,273.3,24984
640000,宁夏回族自治区,2009,1266.7,120.4,593.0,553.2,127.3,484.8,108.2,76.3,108.9,22.5,69.0,48.8,221.0,20382
640000,宁夏回族自治区,2008,1139.2,112.9,558.1,468.2,119.0,476.5,81.6,71.7,89.1,20.2,59.9,39.7,181.6,18554
640000,宁夏回族自治区,2007,877.6,92.9,422.0,362.7,97.9,357.6,64.4,55.5,64.9,15.6,47.8,30.0,143.9,14458
640000,宁夏回族自治区,2006,683.3,76.8,321.9,284.6,79.5,268.6,53.3,43.0,53.1,12.2,34.2,25.2,114.1,11389
640000,宁夏回族自治区,2005,579.9,69.8,259.8,250.3,72.1,214.4,45.4,39.7,45.0,10.6,30.0,22.5,100.3,9796
640000,宁夏回族自治区,2004,519.9,65.3,232.6,222.0,67.4,190.3,42.3,34.5,39.0,9.2,26.7,20.6,90.0,8904
640000,宁夏回族自治区,2003,442.6,55.6,191.8,195.2,57.6,150.2,41.6,28.9,49.8,7.7,24.6,17.0,65.3,7686
640000,宁夏回族自治区,2002,377.2,53.0,153.1,171.1,54.9,120.5,32.5,24.4,43.5,7.8,21.5,13.5,58.5,6647
640000,宁夏回族自治区,2001,337.4,49.7,135.9,151.9,51.5,106.8,29.1,22.1,37.0,7.1,21.4,13.2,49.3,6039
640000,宁夏回族自治区,2000,295.0,46.0,121.4,127.6,47.6,96.7,24.7,20.1,29.6,6.2,21.6,8.9,39.8,5376
650000,新疆维吾尔自治区,2019,13597.1,1781.8,4784.4,7030.9,1888.4,3831.0,1044.6,770.5,751.1,181.4,1018.6,520.1,3591.5,54280
650000,新疆维吾尔自治区,2018,12809.4,1692.1,4657.2,6460.1,1791.0,3758.5,987.8,742.6,730.1,168.9,967.3,483.5,3179.7,51950
650000,新疆维吾尔自治区,2017,11159.9,1551.8,4096.2,5511.9,1640.3,3266.1,913.2,704.7,554.4,159.0,858.1,448.9,2615.3,46089
650000,新疆维吾尔自治区,2016,9630.8,1473.2,3446.1,4711.6,1554.0,2686.8,840.1,588.3,461.6,142.8,748.2,405.8,2203.2,40484
650000,新疆维吾尔自治区,2015,9306.9,1409.7,3446.1,4451.2,1479.8,2770.9,779.7,525.2,436.5,139.7,711.8,379.4,2084.0,39959
650000,新疆维吾尔自治区,2014,9264.5,1406.7,3829.3,4028.5,1466.6,3211.2,717.2,552.2,397.9,129.3,666.5,366.2,1757.4,40609
650000,新疆维吾尔自治区,2013,8392.6,1326.6,3479.9,3586.2,1378.8,2951.6,630.3,560.5,317.7,119.1,563.6,364.3,1506.7,37325
650000,新疆维吾尔自治区,2012,7411.8,1204.1,3325.9,2881.9,1249.5,2873.2,539.1,427.7,294.6,99.8,415.6,242.0,1270.5,33375
650000,新疆维吾尔自治区,2011,6532.0,1047.2,3093.4,2391.4,1087.5,2718.9,456.1,372.7,212.9,72.3,324.4,214.6,1072.6,29757
650000,新疆维吾尔自治区,2010,5360.2,1000.3,2479.8,1880.1,1038.4,2165.6,379.2,276.8,188.5,63.7,249.9,170.9,827.2,24700
650000,新疆维吾尔自治区,2009,4237.0,704.9,1846.0,1686.1,740.3,1558.5,334.3,254.0,182.9,58.7,220.2,134.3,753.7,19755
650000,新疆维吾尔自治区,2008,4142.5,646.9,1991.8,1503.8,679.4,1757.9,286.7,223.1,169.2,71.0,185.7,102.4,667.2,19605
650000,新疆维吾尔自治区,2007,3500.0,593.3,1588.5,1318.3,623.1,1406.8,223.9,187.3,159.8,55.4,159.3,101.9,582.6,16887
650000,新疆维吾尔自治区,2006,2957.3,502.5,1409.8,1045.1,527.8,1242.6,204.5,163.3,138.2,50.1,94.8,75.2,460.9,14567
650000,新疆维吾尔自治区,2005,2520.5,485.6,1127.1,907.8,510.0,962.3,193.7,137.2,133.8,44.6,74.8,59.6,404.6,12687
650000,新疆维吾尔自治区,2004,2170.4,439.2,887.1,844.1,461.3,734.5,174.7,125.6,132.4,40.3,68.5,55.9,377.3,11139
650000,新疆维吾尔自治区,2003,1889.2,393.1,700.3,795.8,412.9,563.7,153.5,107.6,136.7,33.5,66.6,48.9,365.8,9842
650000,新疆维吾尔自治区,2002,1612.6,290.4,589.2,733.0,305.0,463.6,139.6,94.1,142.6,29.8,52.2,43.0,342.8,8457
650000,新疆维吾尔自治区,2001,1491.6,274.3,560.5,656.7,288.1,445.6,128.3,90.2,140.2,28.3,48.5,35.3,287.2,7945
650000,新疆维吾尔自治区,2000,1363.6,274.4,525.0,564.2,288.2,418.6,119.0,83.7,138.4,26.4,41.9,26.9,220.5,7372
