省份编码,省份,年份,城镇基本医疗保险年末参保人数(万人),城镇职工基本医疗保险年末参保人数(万人),城镇在岗职工基本医疗保险年末参保人数(万人),城镇退休人员基本医疗保险年末参保人数(万人),城镇居民基本医疗保险年末参保人数(万人),城镇基本医疗保险基金收入(万元),城镇职工医疗保险基金收入(万元),城镇居民医疗保险基金收入(万元),城镇基本医疗保险基金支出(万元),城镇职工医疗保险基金支出(万元),城镇居民医疗保险基金支出(万元),城镇基本医疗保险基金累计结余(万元),城镇职工医疗保险基金累计结余(万元),城镇居民医疗保险基金累计结余(万元)
110000,北京市,2019,2082.6597,1682.5174,1376.4505,306.0669,400.1423,15536352.786905,14835646.356226,700706.430679,13199998.66403,12261392.470583,938606.193447,11087896.994236,10859335.147345,228561.846891
110000,北京市,2018,2018.1109,1628.8778,1332.0018,296.876,389.2331,13207022.763,12089600.87,1117421.893,10776711.953,9746734.63,1029977.323,8525489.114927,8059027.505327,466461.6096
110000,北京市,2017,1771.4021,1569.1611,1282.9492,286.2119,202.241,10657533.0,10401263.0,256270.0,9200680.0,8979974.0,220706.0,6095178.0,5716161.0,379017.0
110000,北京市,2016,1708.8184,1517.6243,1239.8665,277.7578,191.1941,9379137.0,9120993.0,258144.0,7935663.0,7765895.0,169768.0,4638325.0,4294873.0,343452.0
110000,北京市,2015,1656.619,1475.6583,1206.1493,269.509,180.9607,8112896.0,7862675.0,250221.0,7339288.0,7193515.0,145773.0,3194852.0,2939774.0,255078.0
110000,北京市,2014,1604.2532,1431.2611,1171.1675,260.0936,172.9921,7030546.0,6827097.0,203449.0,6624917.0,6483632.0,141285.0,2421245.0,2270614.0,150631.0
110000,北京市,2013,1514.8649,1354.7669,1105.0093,249.7576,160.098,6145180.0,6017060.0,128120.0,6113480.0,5983613.0,129867.0,2015615.0,1927149.0,88466.0
110000,北京市,2012,1431.5915,1279.7358,1040.6124,239.1234,151.8557,5069359.270225,4974478.033218,94881.237007,5092492.085818,5004498.034118,87994.0517,1983914.93539,1893701.917627,90213.017763
110000,北京市,2011,1347.8485,1188.0098,955.1917,232.8181,159.8387,3866517.0,3752503.0,114014.0,3818850.0,3744630.0,74220.0,2007047.0,1923721.0,83326.0
110000,北京市,2010,,1063.7,848.5,215.1,,,2968000.0,,,2857000.0,,,1916000.0,
110000,北京市,2009,1083.949,938.41,746.5919,191.8181,145.539,,2379401.0,,,2078799.0,,,1804755.0,
110000,北京市,2008,,870.9707,688.5287,182.442,,,1912485.0,,,1330825.0,,,1910875.0,
110000,北京市,2007,,782.9875,610.07,172.9175,,,1551407.0,,,1127784.0,,,1291924.0,
110000,北京市,2006,,679.515,515.6611,163.8539,,1273825.0,,,965606.0,,,868302.0,,
110000,北京市,2005,,574.77,419.6822,155.0917,,1020106.0,,,777404.0,,,560083.0,,
110000,北京市,2004,,483.88,342.2087,141.6743,,891937.0,,,738977.0,,,398395.0,,
110000,北京市,2003,,436.12,301.4639,134.6609,,680951.0,,,544354.0,,,245435.0,,
110000,北京市,2002,,321.1,207.9,113.2,,410472.0,,,364570.0,,,108838.0,,
110000,北京市,2001,,,,,,,,,,,,,,
110000,北京市,2000,,,,,,,,,,,,,,
120000,天津市,2019,1136.977,595.0399,382.9819,212.058,541.9371,3922172.457413,3330117.077211,592055.380202,3515088.142329,3036760.819769,478327.32256,3779780.077183,2769290.113491,1010489.963692
120000,天津市,2018,1116.7205,575.2609,367.81,207.4509,541.4596,3678177.0779,3081045.625,597131.4529,3204323.1762,2779368.656,424954.5202,3298915.512254,2428361.442254,870554.07
120000,天津市,2017,1088.4552,554.1431,353.1457,200.9974,534.3121,3575220.0,3035478.0,539742.0,2742138.0,2401314.0,340824.0,2825061.0,2126684.0,698377.0
120000,天津市,2016,1066.7859,535.6835,340.2637,195.4198,531.1024,3108467.0,2634826.0,473641.0,2552231.0,2258200.0,294031.0,1991981.0,1492522.0,499459.0
120000,天津市,2015,1054.1146,521.9997,331.606,190.3937,532.1149,2780177.0,2352433.0,427744.0,2333394.0,2039308.0,294086.0,1435743.0,1115895.0,319848.0
120000,天津市,2014,1023.6166,509.5865,326.0259,183.5606,514.0301,2375312.0,2046263.0,329049.0,2084863.0,1851357.0,233506.0,988962.0,802770.0,186192.0
120000,天津市,2013,1001.5187,493.0792,315.8243,177.2549,508.4395,1856519.0,1590748.0,265771.0,1770559.0,1569328.0,201231.0,863400.0,757040.0,106360.0
120000,天津市,2012,981.3018,479.0706,310.1914,168.8792,502.2312,1572287.598185,1377421.803466,194865.794719,1379119.750372,1210838.530926,168281.219446,777440.085443,735620.548476,41819.536967
120000,天津市,2011,972.7919,474.5222,312.0295,162.4927,498.2697,1312944.0,1175264.0,137680.0,1233974.0,1094031.0,139943.0,584272.0,569037.0,15235.0
120000,天津市,2010,,470.0,312.5,157.5,,,1055000.0,,,944000.0,,,488000.0,
120000,天津市,2009,605.2964,444.0635,293.4614,150.6021,161.2329,,852940.0,,,838247.0,,,376765.0,
120000,天津市,2008,,399.1318,257.3163,141.8155,,,665228.0,,,561314.0,,,362072.0,
120000,天津市,2007,,382.4607,249.2743,133.1864,,,547719.0,,,414277.0,,,351296.0,
120000,天津市,2006,,344.2003,218.2185,125.9818,,410852.0,,,356485.0,,,102536.0,,
120000,天津市,2005,,299.06,180.8054,118.2524,,322544.0,,,311564.0,,,48169.0,,
120000,天津市,2004,,263.03,158.2425,104.7861,,250348.0,,,271713.0,,,37189.0,,
120000,天津市,2003,,254.72,146.2119,108.509,,195347.0,,,204036.0,,,58554.0,,
120000,天津市,2002,,250.3,146.5,103.8,,172146.0,,,124529.0,,,67243.0,,
120000,天津市,2001,,,,,,,,,,,,,,
120000,天津市,2000,,,,,,,,,,,,,,
130000,河北省,2019,6937.7168,1079.1874,741.9223,337.2651,5858.5294,9806161.637932,5047167.517189,4758994.120743,8336498.952745,3899511.715878,4436987.236867,10539834.374507,8209248.614327,2330585.76018
130000,河北省,2018,6914.2983,1030.2481,705.576,324.6721,5884.0502,8385395.732,4168692.025,4216703.707,7395112.251,3341340.397,4053771.854,8897670.559373,6884736.089373,2012934.47
130000,河北省,2017,6883.1453,986.9293,674.5476,312.3817,5896.216,7495972.0,3876825.0,3619147.0,6165480.0,3054100.0,3111380.0,7904807.0,6054804.0,1850003.0
130000,河北省,2016,6672.1288,973.7038,667.4827,306.2211,5698.425,6781466.0,3515712.0,3265754.0,5876172.0,2723850.0,3152322.0,6457719.0,5127011.0,1330708.0
130000,河北省,2015,1663.7357,957.0405,656.7606,300.2799,706.6952,3374377.0,3046721.0,327656.0,2617832.0,2370213.0,247619.0,4901828.0,4412468.0,489360.0
130000,河北省,2014,1697.5223,944.4591,658.1536,286.3055,753.0632,2983418.0,2708618.0,274800.0,2326121.0,2127786.0,198335.0,4146303.0,3735960.0,410343.0
130000,河北省,2013,1674.5109,926.2864,650.6615,275.6249,748.2245,2681250.0,2426242.0,255008.0,2132275.0,1964676.0,167599.0,3497882.0,3155124.0,342758.0
130000,河北省,2012,1644.3722,906.8193,645.2999,261.5194,737.5529,2346143.933442,2131851.871024,214292.062418,1743788.159288,1612089.209983,131698.949305,2944823.002451,2687152.435436,257670.567015
130000,河北省,2011,1562.1878,875.5406,627.309,248.2316,686.6472,1879576.0,1723635.0,155941.0,1432606.0,1329942.0,102664.0,2346194.0,2167392.0,178802.0
130000,河北省,2010,,848.0,610.0,238.0,,,1458000.0,,,1099000.0,,,1774000.0,
130000,河北省,2009,1421.1244,802.1071,580.4213,219.6811,619.0173,,1287373.0,,,907081.0,,,1414786.0,
130000,河北省,2008,,738.5358,539.0562,199.4796,,,981228.0,,,711691.0,,,1042006.0,
130000,河北省,2007,,686.2705,502.4097,183.8608,,,751246.0,,,570914.0,,,772469.0,
130000,河北省,2006,,615.936,457.3415,158.5945,,601543.0,,,450199.0,,,592137.0,,
130000,河北省,2005,,562.11,422.5501,139.5566,,495703.0,,,375205.0,,,440793.0,,
130000,河北省,2004,,472.46,363.5868,108.8734,,355074.0,,,259166.0,,,320295.0,,
130000,河北省,2003,,383.18,298.4346,84.7463,,266861.0,,,178845.0,,,224387.0,,
130000,河北省,2002,,330.4,257.4,73.0,,162830.0,,,102833.0,,,116789.0,,
130000,河北省,2001,,,,,,,,,,,,,,
130000,河北省,2000,,,,,,,,,,,,,,
140000,山西省,2019,3266.3551,702.0368,482.3344,219.7024,2564.3183,4724015.052461,2692932.53571,2031082.516751,4495066.968425,2343757.297513,2151309.670912,5078955.520567,3871757.605561,1207197.915006
140000,山西省,2018,3266.9311,686.6292,479.3828,207.2464,2580.3019,4283646.432,2464849.099,1818797.333,3936094.829,2118348.877,1817745.952,4639294.601997,3311869.541997,1327425.06
140000,山西省,2017,3215.3414,664.0512,474.8522,189.199,2551.2902,3716531.0,2137477.0,1579054.0,3228598.0,1865243.0,1363355.0,4213946.0,2887572.0,1326374.0
140000,山西省,2016,1121.1639,660.1944,474.8132,185.3812,460.9695,2111520.0,1869799.0,241721.0,1903631.0,1700627.0,203004.0,2889690.0,2604347.0,285343.0
140000,山西省,2015,1113.8161,650.4739,471.1085,179.3654,463.3422,1996075.0,1784577.0,211498.0,1711570.0,1540309.0,171261.0,2681799.0,2435172.0,246627.0
140000,山西省,2014,1101.2104,657.3094,481.7615,175.5479,443.901,1829325.0,1673694.0,155631.0,1599653.0,1464112.0,135541.0,2397292.0,2190901.0,206391.0
140000,山西省,2013,1086.2786,646.5322,479.6487,166.8835,439.7464,1748732.0,1608980.0,139752.0,1383130.0,1282216.0,100914.0,2173954.0,1981320.0,192634.0
140000,山西省,2012,1055.9444,621.0672,463.8251,157.2421,434.8772,1525641.161181,1410376.389705,115264.771476,1118615.375916,1042375.194852,76240.181064,1812193.219204,1654560.534474,157632.68473
140000,山西省,2011,1005.1224,595.7862,444.9439,150.8423,409.3362,1143328.0,1063252.0,80076.0,889832.0,840614.0,49218.0,1399089.0,1286659.0,112430.0
140000,山西省,2010,,562.0,422.0,140.0,,,808000.0,,,664000.0,,,1064000.0,
140000,山西省,2009,879.0386,534.562,406.0723,128.4897,344.4766,,701810.0,,,532193.0,,,919318.0,
140000,山西省,2008,,441.814,332.9836,108.8304,,,619635.0,,,424587.0,,,750984.0,
140000,山西省,2007,,405.7261,307.4218,98.3043,,,445802.0,,,291515.0,,,550752.0,
140000,山西省,2006,,353.8491,271.6514,82.1977,,322156.0,,,210023.0,,,378082.0,,
140000,山西省,2005,,324.87,251.8794,72.9924,,256014.0,,,157503.0,,,265953.0,,
140000,山西省,2004,,295.49,231.5605,63.9259,,181600.0,,,112576.0,,,165537.0,,
140000,山西省,2003,,245.52,194.1677,51.3469,,102891.0,,,48961.0,,,89995.0,,
140000,山西省,2002,,216.7,167.2,49.5,,41627.0,,,15540.0,,,34331.0,,
140000,山西省,2001,,,,,,,,,,,,,,
140000,山西省,2000,,,,,,,,,,,,,,
150000,内蒙古自治区,2019,2178.4309,530.6955,360.1679,170.5276,1647.7354,3827461.479751,2455276.233758,1372185.245993,3258850.185086,1977514.945466,1281335.23962,4198172.065716,3487977.21704,710194.848676
150000,内蒙古自治区,2018,2164.3724,505.3253,351.7205,153.6048,1659.0471,3407011.746,2155954.679,1251057.067,3016272.531,1759232.177,1257040.354,3421239.836514,2801894.996514,619344.84
150000,内蒙古自治区,2017,2161.5076,495.0697,346.6494,148.4203,1666.4379,3119411.0,1988903.0,1130508.0,2680470.0,1625621.0,1054849.0,3019124.0,2405744.0,613380.0
150000,内蒙古自治区,2016,1019.8105,488.7913,342.6905,146.1008,531.0192,2055245.0,1799283.0,255962.0,1700301.0,1479861.0,220440.0,2310979.0,2011949.0,299030.0
150000,内蒙古自治区,2015,1008.0557,477.4447,336.0847,141.36,530.611,1790518.0,1541154.0,249364.0,1484409.0,1291882.0,192527.0,1955772.0,1692527.0,263245.0
150000,内蒙古自治区,2014,998.1293,470.6997,332.0625,138.6372,527.4296,1669018.0,1465191.0,203827.0,1441691.0,1277804.0,163887.0,1694911.0,1489132.0,205779.0
150000,内蒙古自治区,2013,986.214,464.4961,330.0267,134.4694,521.7179,1504383.0,1328154.0,176229.0,1286668.0,1144065.0,142603.0,1438590.0,1268632.0,169958.0
150000,内蒙古自治区,2012,967.6759,455.0987,322.691,132.4077,512.5772,1258874.441626,1104818.448822,154055.992804,1061831.471203,948794.53296,113036.938243,1220391.312167,1084542.891442,135848.420725
150000,内蒙古自治区,2011,907.2504,437.9761,313.6639,124.3122,469.2743,997814.0,891482.0,106332.0,854601.0,770144.0,84457.0,1019346.0,922981.0,96365.0
150000,内蒙古自治区,2010,,433.5,308.9,124.7,,,714000.0,,,587000.0,,,802000.0,
150000,内蒙古自治区,2009,805.27,410.3584,292.568,117.7904,394.9116,,601202.0,,,446162.0,,,674796.0,
150000,内蒙古自治区,2008,,373.7026,265.0633,108.6393,,,493315.0,,,331388.0,,,519675.0,
150000,内蒙古自治区,2007,,352.671,248.8742,103.7968,,,351354.0,,,247091.0,,,357800.0,
150000,内蒙古自治区,2006,,316.1561,223.0121,93.144,,270812.0,,,200455.0,,,253662.0,,
150000,内蒙古自治区,2005,,292.0,206.0151,85.9846,,215838.0,,,157638.0,,,188131.0,,
150000,内蒙古自治区,2004,,274.17,196.0666,78.0976,,151678.0,,,117963.0,,,128347.0,,
150000,内蒙古自治区,2003,,252.35,186.2376,66.1122,,114895.0,,,85804.0,,,94648.0,,
150000,内蒙古自治区,2002,,221.7,167.5,54.2,,80699.0,,,53322.0,,,64329.0,,
150000,内蒙古自治区,2001,,,,,,,,,,,,,,
150000,内蒙古自治区,2000,,,,,,,,,,,,,,
210000,辽宁省,2019,3894.6896,1552.1017,911.1374,640.9643,2342.5879,7355139.031958,5487618.707824,1867520.324134,6770471.95595,5056116.870425,1714355.085525,6392305.063718,5006161.423219,1386143.640499
210000,辽宁省,2018,3968.8278,1567.8808,945.0927,622.7881,2400.947,6593122.4189,4926030.098,1667092.3209,6141318.0077,4600000.035,1541317.9727,5630233.98716,4391686.99716,1238546.99
210000,辽宁省,2017,2277.511,1575.911,967.487,608.424,701.6,4968971.0,4564760.0,404211.0,4639949.0,4302715.0,337234.0,4592431.0,4066958.0,525473.0
210000,辽宁省,2016,2376.011,1635.6246,1022.7199,612.9047,740.3864,4405320.0,4050105.0,355215.0,4108158.0,3834325.0,273833.0,4256239.0,3797744.0,458495.0
210000,辽宁省,2015,2396.2376,1651.4087,1053.6771,597.7316,744.8289,4148703.0,3836476.0,312227.0,3942268.0,3696308.0,245960.0,3958925.0,3581964.0,376961.0
210000,辽宁省,2014,2387.1827,1649.1703,1072.4657,576.7046,738.0124,3776677.0,3513122.0,263555.0,3487421.0,3299289.0,188132.0,3752642.0,3441797.0,310845.0
210000,辽宁省,2013,2333.2562,1624.7919,1077.925,546.8669,708.4643,3482899.0,3268038.0,214861.0,3122360.0,2964136.0,158224.0,3469981.0,3227967.0,242014.0
210000,辽宁省,2012,2251.8893,1586.9706,1062.139,524.8316,664.9187,3017570.28703,2865764.064454,151806.222576,2721325.2674,2595812.815265,125512.452135,3109440.622413,2924064.194599,185376.427814
210000,辽宁省,2011,2120.0855,1499.3963,1005.297,494.0993,620.6892,2574375.0,2427560.0,146815.0,2279324.0,2193967.0,85357.0,2813183.0,2654100.0,159083.0
210000,辽宁省,2010,,1408.7,944.6,464.1,,,2057000.0,,,1756000.0,,,2421000.0,
210000,辽宁省,2009,1895.6235,1347.0461,902.5852,444.4609,548.5774,,1959267.0,,,1433145.0,,,2106918.0,
210000,辽宁省,2008,,1209.3375,822.8099,386.5276,,,1506229.0,,,1084621.0,,,1580822.0,
210000,辽宁省,2007,,1087.8236,741.3128,346.5108,,,1149237.0,,,842194.0,,,1157983.0,
210000,辽宁省,2006,,959.2943,651.8914,307.4029,,914451.0,,,666316.0,,,849954.0,,
210000,辽宁省,2005,,864.24,584.2095,280.0321,,685606.0,,,551872.0,,,601820.0,,
210000,辽宁省,2004,,783.72,536.4421,247.2752,,537173.0,,,398076.0,,,469468.0,,
210000,辽宁省,2003,,697.66,480.4383,217.2178,,380300.0,,,262647.0,,,309144.0,,
210000,辽宁省,2002,,619.0,430.3,188.7,,270782.0,,,155091.0,,,196557.0,,
210000,辽宁省,2001,,,,,,,,,,,,,,
210000,辽宁省,2000,,,,,,,,,,,,,,
220000,吉林省,2019,2548.1241,525.9446,333.6575,192.2871,2022.1795,3522233.474078,2052665.026684,1469568.447394,3199982.066645,1659946.366091,1540035.700554,4013484.839492,3261730.610814,751754.228678
220000,吉林省,2018,2607.3457,575.979,366.0855,209.8935,2031.3667,3047517.9783,1754838.984,1292678.9943,2627900.3404,1485466.008,1142434.3324,3549945.478495,2729704.998495,820240.48
220000,吉林省,2017,1380.8835,575.9668,368.3443,207.6225,804.9167,1956138.0,1617027.0,339111.0,1745253.0,1433999.0,311254.0,2827419.0,2380331.0,447088.0
220000,吉林省,2016,1380.8765,575.992,371.1473,204.8447,804.8845,1940802.0,1636670.0,304132.0,1507989.0,1231163.0,276826.0,2616537.0,2197307.0,419230.0
220000,吉林省,2015,1380.5761,575.8747,376.1762,199.6985,804.7014,1619688.0,1354645.0,265043.0,1417673.0,1171047.0,246626.0,2183720.0,1791796.0,391924.0
220000,吉林省,2014,1379.9988,575.5772,378.0877,197.4895,804.4216,1415029.0,1183213.0,231816.0,1148770.0,958127.0,190643.0,2025479.0,1643585.0,381894.0
220000,吉林省,2013,1378.5533,574.8721,377.3689,197.5032,803.6812,1273305.0,1026855.0,246450.0,1055651.0,896623.0,159028.0,1780359.0,1418498.0,361861.0
220000,吉林省,2012,1369.9993,569.5292,375.5686,193.9606,800.4701,1119082.363866,898115.535501,220966.828365,842445.645012,718668.425343,123777.219669,1569279.50063,1288263.704404,281015.796226
220000,吉林省,2011,1350.6447,557.2232,368.9996,188.2236,793.4215,905934.0,726467.0,179467.0,680525.0,579088.0,101437.0,1234678.0,1050524.0,184154.0
220000,吉林省,2010,,550.1,370.3,179.9,,,529000.0,,,454000.0,,,903000.0,
220000,吉林省,2009,1242.8016,486.4108,338.9762,147.4346,756.3908,,635707.0,,,380195.0,,,827839.0,
220000,吉林省,2008,,450.9107,319.112,131.7987,,,459609.0,,,278452.0,,,572564.0,
220000,吉林省,2007,,427.7928,309.6365,118.1563,,,307016.0,,,214636.0,,,343911.0,
220000,吉林省,2006,,376.2721,275.0731,101.199,,243403.0,,,161987.0,,,252053.0,,
220000,吉林省,2005,,283.02,209.1345,73.8851,,179795.0,,,134239.0,,,170637.0,,
220000,吉林省,2004,,269.96,202.4355,67.5184,,148304.0,,,102069.0,,,125081.0,,
220000,吉林省,2003,,230.77,175.4329,55.3384,,99115.0,,,70722.0,,,78846.0,,
220000,吉林省,2002,,176.9,137.1,39.8,,63892.0,,,31640.0,,,50453.0,,
220000,吉林省,2001,,,,,,,,,,,,,,
220000,吉林省,2000,,,,,,,,,,,,,,
230000,黑龙江省,2019,2837.0531,873.5854,496.5183,377.0671,1963.4677,5089558.770192,3414072.253635,1675486.516557,4573465.467303,3021242.744396,1552222.722907,5773445.147871,4319940.799672,1453504.348199
230000,黑龙江省,2018,2908.5508,856.2316,497.9951,358.2365,2052.3192,4611803.976,3083014.914,1528789.062,3950570.462,2686139.758,1264430.704,4932932.235111,3602691.685111,1330240.55
230000,黑龙江省,2017,2892.6385,843.7885,493.1963,350.5922,2048.85,4336032.0,2854902.0,1481130.0,3874687.0,2597342.0,1277345.0,4271712.0,3205830.0,1065882.0
230000,黑龙江省,2016,1599.8526,879.5105,525.4632,354.0473,720.3421,3128725.0,2582426.0,546299.0,2870960.0,2377300.0,493660.0,3545791.0,2948270.0,597521.0
