省份编码,省份,年份,全社会固定资产投资(亿元),农、林、牧、渔业全社会固定资产投资(亿元),采矿业全社会固定资产投资(亿元),制造业全社会固定资产投资(亿元),电力、燃气及水的生产和供应业全社会固定资产投资(亿元),建筑业全社会固定资产投资(亿元),交通运输、仓储和邮政业全社会固定资产投资(亿元),信息传输计算机服务和软件业全社会固定资产投资(亿元),批发和零售业全社会固定资产投资(亿元),住宿和餐饮业全社会固定资产投资(亿元),金融业全社会固定资产投资(亿元),房地产业全社会固定资产投资(亿元),租赁和商务服务业全社会固定资产投资(亿元),科学研究、技术服务和地质勘查业全社会固定资产投资(亿元),水利、环境和公共设施管理业全社会固定资产投资(亿元),居民服务和其他服务业全社会固定资产投资(亿元),教育全社会固定资产投资(亿元),卫生、社会保障和社会福利业全社会固定资产投资(亿元),文化、体育和娱乐业全社会固定资产投资(亿元),公共管理和社会组织全社会固定资产投资(亿元),国际组织全社会固定资产投资(亿元)
230000,黑龙江省,2017,11291.9794,1429.6968,389.2689,3133.3496,437.2863,159.2039,1200.5412,252.5528,838.2343,248.3808,40.3012,1061.0084,290.3073,241.7157,845.4352,134.224,159.4771,175.6029,141.9956,113.3973,
230000,黑龙江省,2016,10648.3499,1178.23150751504,366.0081,3024.0315,374.1272,205.8774,1134.64686,229.2296,638.1141939615,232.5086293104,64.7593,1190.08227732578,258.6705,194.3336,864.5251,102.3577,164.2425,156.9297,146.7258,122.9484,
230000,黑龙江省,2015,10182.945,1076.71950547502,459.1705,2819.2077,344.1347,257.76978249676,995.000903,164.6812,596.108704,179.714374105146,31.985,1345.4262,180.0724,125.2612,922.4711,89.1023,161.9059,130.3249,155.104,148.7846,
230000,黑龙江省,2014,9828.9942,841.60207,508.4197,2610.9244,444.088,266.53854,732.99459,169.4433,501.71403,201.90944,28.969,1687.36201,153.28013,92.2912,926.1166,59.98307,135.81444,141.8014,107.7813,217.961,
230000,黑龙江省,2013,11453.0813,922.2681,634.1039,3518.383,451.2782,383.5588,544.7861,136.0414,620.1255,138.1393,26.2195,2136.6328,165.6015,122.6352,949.8964,76.6224,185.9842,130.8792,114.6063,195.3195,
230000,黑龙江省,2012,9694.7,757.2621,595.9715,3026.9238,519.6362,175.954,519.2749,124.5876,329.5527,91.5207,31.6281,2004.8543,84.193,83.4711,787.7951,54.8023,103.3727,78.5696,135.7254,189.651,
230000,黑龙江省,2011,7475.3844,655.6689,567.7615,2012.7339,364.8943,246.0502,572.6501,82.4143,211.0596,62.0347,9.2526,1731.1869,77.2579,30.5717,497.6726,32.1646,68.9902,59.1867,63.8254,130.0083,
230000,黑龙江省,2010,6812.5591,479.5,587.5,1755.9,438.9,98.2,794.9,64.5,175.4,53.8,9.5,1279.3,57.6,35.5,591.9,15.4,71.3,64.8,41.0,197.8,
230000,黑龙江省,2009,5028.8297,425.9465,503.3929,1097.5822,363.3158,54.8583,651.771,146.3011,136.7912,45.7152,6.4985,829.7022,27.2254,73.0503,307.6103,13.2906,90.2642,56.2173,22.4688,176.8279,
230000,黑龙江省,2008,3655.965,308.8839,471.9281,722.825,266.0039,53.3216,408.0115,157.8847,91.9481,30.1342,1.0787,605.0879,10.1572,32.0461,228.5676,10.8773,58.476,56.2743,28.3033,114.1556,
230000,黑龙江省,2007,2833.4993,218.6048,357.3608,547.5835,203.1713,31.0773,307.9283,134.5435,61.9871,19.2066,2.5134,496.1471,7.3437,17.7632,181.6493,17.7103,76.5641,29.4577,32.0508,90.8365,
230000,黑龙江省,2006,2235.9968,173.7843,268.4323,417.7976,165.4559,33.2206,263.4625,104.3547,42.4526,9.3793,0.84,420.2843,10.9853,6.2037,121.153,10.7677,55.8961,22.6223,20.5197,88.3849,
230000,黑龙江省,2005,1737.2743,143.4117,216.8985,344.5801,127.5618,19.9977,182.676,86.4242,36.4895,4.0615,0.2255,315.4176,9.4948,5.5725,89.791,5.5153,48.3205,16.8267,16.7289,67.2805,
230000,黑龙江省,2004,1430.82,113.6,150.86,241.5,98.21,24.89,141.69,80.67,32.45,5.24,2.3,294.81,5.15,2.64,65.51,19.04,48.88,10.73,17.22,75.44,
230000,黑龙江省,2003,1166.176853,91.08,135.06,190.66,73.74,23.23,126.62,76.33,23.0,2.54,3.2,204.29,11.35,5.65,60.02,0.95,48.73,8.25,16.16,65.32,
230000,黑龙江省,2002,1046.17,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2001,963.5805,,,,,,,,,,,,,,,,,,,,
230000,黑龙江省,2000,832.64,,,,,,,,,,,,,,,,,,,,
310000,上海市,2019,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2018,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2017,7246.6031,1.6046,0.9357,793.3043,237.4468,1.8954,960.2829,123.4559,19.754,13.8334,16.7636,3863.4734,145.6829,58.6441,785.3725,1.3591,96.3713,51.122,56.9074,18.3938,
310000,上海市,2016,6755.8846,4.089,0.2745,761.3259,217.9631,3.1243,944.8631,136.862,37.1548,20.6305,18.4864,3720.6748,119.9416,40.3526,474.366,2.5847,79.1422,52.7609,107.1436,14.1446,
310000,上海市,2015,6352.6996,3.94794820875953,0.2362,757.7662,199.1675,1.67,794.5557,127.2679,34.7994,28.2959,24.4913,3486.7084430891,116.1643,46.1188,474.3835,2.75039140815363,89.2171,45.5565,108.0442,11.5583,
310000,上海市,2014,6016.4283,11.86021,0.0825,978.3957,177.9589,0.832,459.2441,110.0348,31.8629,33.3452,20.5406,3224.10106,186.582,54.6682,471.41,5.2734,107.2344,31.8348,104.6969,6.4706,
310000,上海市,2013,5647.7911,18.44989,0.1577,1072.1864,164.0018,5.671,499.0095,112.4324,51.9991278095424,34.0605,15.1629,2835.09167,161.0628,41.4557,421.4645,4.9235,71.8581,39.9284,86.8351,12.0401,
310000,上海市,2012,5117.6,10.9903,0.4426,1080.5639,162.9648,1.528,460.8364,121.3419,62.0983,33.2737,49.1534,2402.3184,136.0889,39.4686,338.2693,4.9431,50.9097,56.9019,90.6046,14.9178,
310000,上海市,2011,4962.0743,18.6213,0.5657,1097.4945,158.9735,12.9235,519.7933,82.1929,52.278,36.0574,23.3355,2309.6986,50.8312,50.4606,363.1421,3.3443,46.8597,66.3057,39.4368,29.7597,
310000,上海市,2010,5108.8956,16.4,0.4,1150.9,235.6,13.3,655.2,116.6,73.1,45.5,30.1,2080.3,53.7,32.6,450.0,2.4,50.1,38.0,45.5,19.2,
310000,上海市,2009,5043.7528,11.4059,8.238,976.3645,391.518,7.0402,882.8222,125.7674,43.2193,48.2321,15.6296,1570.6927,118.2898,24.8388,666.6678,3.0732,41.4463,25.8457,62.4853,20.176,
310000,上海市,2008,4823.1478,8.3999,31.6175,1147.2782,245.995,2.7976,783.3336,113.6907,44.5523,37.3145,18.3187,1584.2587,74.2889,19.9969,593.4142,3.2455,49.5306,16.9282,31.7376,16.4492,
310000,上海市,2007,4420.3747,8.3674,17.2036,1152.1221,225.5314,2.7164,837.5927,111.3009,48.5363,30.5314,5.2312,1457.1501,13.9728,24.0705,334.0761,4.6761,73.8584,23.0011,29.3137,21.1225,
310000,上海市,2006,3900.0368,14.2904,2.8559,1029.3926,172.6835,7.782,600.8448,127.1576,47.766,32.5679,6.2885,1397.4724,10.1287,26.4538,289.0144,2.7419,67.3877,25.9602,11.9408,27.3077,
310000,上海市,2005,3509.6561,5.5747,2.2625,873.8363,165.4383,7.9492,416.2075,64.8951,34.275,35.2065,3.1132,1384.3024,15.6031,16.909,298.6931,5.2122,69.1252,18.3363,63.4435,29.273,
310000,上海市,2004,3050.26,5.28,2.16,880.86,121.64,5.89,303.4,54.33,19.99,12.75,1.16,1258.14,6.11,9.91,217.72,3.03,60.16,24.72,44.91,16.94,1.16
310000,上海市,2003,2499.1445,5.04,2.54,753.04,104.53,13.21,268.47,76.5,15.14,9.14,0.72,926.02,3.29,9.5,184.18,3.34,44.16,12.76,37.82,28.43,1.31
310000,上海市,2002,2213.72,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,2004.6422,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,1869.38,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2018,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2017,53277.0346,547.59,108.825,24433.6486,1674.4041,235.2074,2890.9919,611.1643,1652.3945,418.8945,121.6565,10976.9626,1596.8136,768.4833,4692.7644,311.1887,677.3968,534.3895,546.7687,477.4902,
320000,江苏省,2016,49663.2102,481.276657577709,72.9405,22882.9314931998,1619.6533,130.799329613843,2550.98913604275,635.4835,1648.4555674109,455.9098,141.6482,10467.382121399,1545.7055,639.209,3965.3846,260.8572,590.0918,446.432,642.2384,485.8221,
320000,江苏省,2015,46246.8689,365.208988404659,103.1832,21248.2082168423,1444.6769,133.5068,2432.45521303695,662.8589,1448.10276052017,541.4808,150.8341,9935.79253644132,1131.529,592.3066,3868.8209,263.4855,543.2938,450.5483,560.1054,370.471,
320000,江苏省,2014,41938.6195,323.32076,106.4683,19170.37508,1018.2752,58.7539,2169.71907,504.8889,987.4484,424.4103,173.2515,10128.60888,880.17733,606.6305,3541.3399,152.88423,479.775,271.4422,578.8648,361.9852,
320000,江苏省,2013,36373.324,253.30394,91.0157,17320.45021,960.29959,44.52664,1685.87021001318,381.6235,836.328793116349,508.399110269808,116.5957,9165.90103,691.86696,369.2159,2571.4092,140.32052,330.1224,207.3441,424.3528,274.3777,
320000,江苏省,2012,30854.2,251.9071,85.5668,14792.5327,839.9185,79.4417,1397.0655,266.0099,713.2274,475.674,93.2562,7746.8211,678.1935,324.758,1897.5328,154.5662,301.7156,156.6335,329.1358,270.2831,
320000,江苏省,2011,26692.6245,225.4191,68.0152,13103.6362,629.2989,156.2356,1225.6451,180.4334,609.3625,344.4869,55.4069,6746.6138,394.1889,226.1165,1736.191,159.1499,218.8151,145.6648,209.7593,258.1854,
320000,江苏省,2010,23184.2827,221.9,83.1,11656.4,633.3,90.3,1162.1,169.8,578.3,282.4,42.0,5182.9,325.2,138.7,1755.3,125.4,214.9,111.6,187.6,223.0,
320000,江苏省,2009,18949.8746,177.1423,76.6531,9453.2668,661.2745,113.4083,1020.204,147.7862,493.374,244.285,17.6059,4077.3645,228.179,108.5482,1386.4189,103.7369,219.1654,88.3581,142.7739,190.3296,
320000,江苏省,2008,15300.5502,111.7967,58.5335,7699.7142,499.7757,84.4178,730.3576,64.8731,387.2028,182.9487,3.8541,3800.5737,164.2601,63.9025,911.9563,78.6581,178.9278,74.5412,94.0765,110.1798,
320000,江苏省,2007,12268.0635,81.6332,27.3495,6208.0058,387.0274,68.1685,674.6595,53.9685,279.1503,131.2519,2.2022,2963.2899,118.4561,40.6152,792.5489,52.1188,148.3791,59.0137,81.8124,98.4126,
320000,江苏省,2006,10069.223,65.4281,37.8603,4840.1761,491.942,40.052,632.3108,85.4039,253.0925,101.2412,1.739,2252.4716,70.2689,24.9329,751.5344,51.2552,151.6282,62.7458,60.34,94.8001,
320000,江苏省,2005,8165.3793,54.7978,31.9479,3560.8991,632.1981,58.5223,585.495,80.9269,125.1834,54.3006,2.2897,1808.2598,56.4904,16.0197,579.6849,32.1419,152.6138,45.1801,74.4726,213.9553,
320000,江苏省,2004,6557.05,34.71,30.56,2499.94,654.23,61.94,540.91,65.48,90.12,33.95,35.96,1439.11,39.61,34.1,524.88,26.44,152.94,21.2,201.54,69.43,
320000,江苏省,2003,5233.001633,38.15,33.1,2065.22,395.14,37.14,457.86,89.34,60.6,24.62,1.88,990.31,25.45,27.59,565.33,15.8,151.79,21.58,35.81,196.28,
320000,江苏省,2002,3450.12,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,2823.198547,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,2569.97,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2018,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2017,31696.0276,368.9038,32.4619,7993.0946,1280.9375,37.5929,2967.461,336.9058,276.1116,331.7965,57.6596,10959.1759,704.4186,131.8461,4702.5376,88.1192,517.4656,275.8132,484.8998,148.8264,
330000,浙江省,2016,30276.072,433.0049792738,58.6209,7860.39851461145,1217.08012968972,12.0385,2581.91050313094,318.7894,374.678376710592,296.835891868668,88.9436,10281.479216992,645.9377,141.2901,4361.4496,130.688274422564,506.7888,273.083,390.2,302.8904,
330000,浙江省,2015,27323.3247,393.00070726237,59.3121,7609.06642812287,1108.8749,55.3889921376322,2312.83465637697,275.1833,411.43843587837,232.34923431647,102.1571,9679.61355772988,571.982553824994,99.9034,3092.0267,67.7160325303681,400.9119,219.4505,311.506180082807,320.608,
330000,浙江省,2014,24262.769,305.01115,45.1014,6827.45083,1012.2662,83.05557,1736.61371,210.3496,432.83405,254.7886,92.5106,9415.53037,447.36844,91.4915,2229.3467,50.10299,340.6271,175.3865,284.9139,228.0198,
330000,浙江省,2013,20782.1066,269.43533,45.13359,6150.54811,845.97343,37.60456,1454.69613170452,136.0047,413.933803413888,229.279858103508,94.8433,8003.92063,340.1463,86.7114,1759.1547,30.58953,253.3326,148.18,270.13133,212.4873,
330000,浙江省,2012,17649.4,200.0916,33.0337,5333.7234,727.9187,27.8674,1349.7101,111.0178,322.8777,212.8707,92.8641,6788.881,222.0459,58.8944,1383.571,33.9045,199.8335,125.2279,207.7372,217.2906,
330000,浙江省,2011,14185.2838,131.5564,24.98,4504.7087,618.8876,39.2707,1119.2239,138.3712,226.4598,163.8081,25.0634,5287.2494,119.7207,49.663,1187.2452,24.8361,148.708,94.2916,114.5879,166.6521,
330000,浙江省,2010,12376.036,99.6,20.7,4357.2,590.7,44.8,1068.7,158.7,209.5,145.1,36.3,4005.6,131.2,38.2,1047.8,14.7,128.8,83.3,75.3,119.6,
330000,浙江省,2009,10742.321,98.245,19.8694,3979.7424,585.6729,36.3367,1008.7006,160.1328,169.7338,127.4757,22.2395,2996.0912,118.5826,31.9324,979.1118,13.484,126.7521,79.6624,84.2851,104.2706,
330000,浙江省,2008,9323.002,73.1794,11.83,3718.2439,508.872,28.0778,764.9874,135.3055,160.2229,85.1138,19.4507,2545.0317,93.8558,25.3321,842.7101,5.2333,108.6303,59.22,47.2107,90.4946,
330000,浙江省,2007,8420.4275,71.5191,13.9932,3352.3764,573.8297,16.2094,761.0247,125.7455,145.7708,102.7568,9.6731,2222.0238,83.7856,13.563,665.7171,6.9894,100.7485,51.5648,37.427,65.7096,
330000,浙江省,2006,7590.2212,61.2494,12.4283,2940.0546,538.6986,21.1999,864.975,103.141,90.7234,61.271,9.1877,1899.7041,55.9764,12.787,625.3789,4.1295,102.4635,58.6116,38.0248,90.2165,
330000,浙江省,2005,6520.0741,78.7764,8.9328,2256.712,571.7204,39.6506,723.7255,96.3639,59.0227,36.9109,4.9733,1719.9198,71.2552,10.434,510.5622,37.7663,113.5176,50.6738,37.7552,91.4015,
330000,浙江省,2004,5781.35,68.05,18.41,1934.99,479.27,40.57,536.64,105.98,63.83,40.27,7.16,1554.01,36.91,7.01,517.22,33.4,148.99,53.8,42.72,92.12,
330000,浙江省,2003,4740.2651,71.77,4.82,1682.04,248.19,44.61,351.99,88.66,43.16,19.17,4.71,1212.26,66.95,10.95,560.25,24.34,132.21,35.44,37.93,100.46,0.35
330000,浙江省,2002,3477.47,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,2834.9392,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,2349.95,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2017,29275.0615,896.0993,231.7635,11434.2278,1278.366,92.6856,1667.8029,274.0345,605.5771,193.4819,62.1135,6862.9563,612.7822,280.6342,3299.1327,108.8429,443.379,255.5108,254.2886,421.3827,
340000,安徽省,2016,27033.3777,938.19975400681,232.9471,10388.3079593248,993.7243,156.20652092653,1628.46620882652,301.7308,935.910781692805,275.901305830395,92.3859,6068.26066224675,655.4909,345.2904,2597.1265,109.751268760595,375.3744,231.3561,242.7007,464.2461,
340000,安徽省,2015,24385.9684,899.714895816087,324.11366110651,9458.08630844803,782.236164815691,132.439375301156,1350.92276534066,255.3882,956.080881666459,254.7602,72.7273,6046.40144880587,429.128472779399,261.4262,2021.0139,95.5363698045389,276.4473,224.6909,203.6358,341.2183,
340000,安徽省,2014,21875.5779,666.9589,319.198,8378.3492,573.0468,154.2009,1136.6901,150.4824,797.9027,233.9759,102.386,5845.3919,333.3329,219.4817,1908.4686,95.9488,235.8152,171.2228,195.0601,357.665,
340000,安徽省,2013,18621.8987,481.23485,338.5578,7272.90924,523.3327,119.26271,830.204255129821,114.9082,470.721684063911,273.333341236559,90.0855,5360.40869,201.0864,149.8378,1539.7182,65.04212,229.9129,130.838,185.6792,244.82507,
340000,安徽省,2012,15425.8,379.4171,389.8128,6072.5083,436.5981,56.5949,585.8393,72.8392,358.0513,215.3619,62.6071,4459.0592,151.7707,141.265,1273.5822,46.4007,204.0464,107.6522,158.0131,254.4132,
340000,安徽省,2011,12455.6893,256.3984,305.4931,5072.9441,335.7852,269.5707,464.8228,58.3546,253.0525,170.5119,58.2112,3582.536,139.589,57.4266,822.5243,28.3839,177.539,96.6769,109.7321,196.137,
340000,安徽省,2010,11542.938,221.8,389.2,4222.5,400.4,346.5,477.9,85.4,252.5,158.7,22.2,3199.9,71.8,65.0,975.4,29.2,194.0,103.0,108.8,218.7,
340000,安徽省,2009,8990.727,223.8062,348.5087,2999.3718,308.3265,262.8901,460.0601,91.4839,212.3866,125.4911,16.3262,2453.2713,50.4115,30.7863,875.6729,24.0517,166.8806,90.1583,92.4117,158.4315,
340000,安徽省,2008,6746.9586,182.6302,304.2099,2115.2995,373.4306,167.2034,346.0978,58.54,135.357,86.0359,10.9169,1929.4909,49.1333,19.6638,628.4848,15.3796,109.5469,49.4388,52.6394,113.4599,
340000,安徽省,2007,5087.53,109.7466,265.6325,1531.0152,352.5666,120.2053,365.1958,46.2801,110.0494,64.8044,5.7703,1318.1498,34.4746,18.8556,472.4868,14.2893,84.3361,32.0661,55.1614,86.4441,
340000,安徽省,2006,3533.5609,97.1942,203.5617,966.9883,226.479,71.7274,315.0086,39.9839,71.638,38.6038,3.2431,934.4965,20.757,14.7629,308.224,10.0311,68.8315,21.6667,40.168,80.1951,
340000,安徽省,2005,2525.1056,71.6327,130.9708,593.0927,192.7298,41.955,246.491,33.8988,41.5978,39.6054,1.8864,628.5274,20.8702,11.9674,225.9464,5.3722,58.4659,14.8797,101.6245,63.5915,
340000,安徽省,2004,1935.25,48.66,98.4,460.76,102.71,67.6,198.53,28.4,29.09,39.96,2.7,475.98,27.29,6.42,132.18,7.0,65.9,11.68,13.48,118.46,0.02
340000,安徽省,2003,1418.692411,51.52,54.26,366.48,53.41,45.28,158.33,34.64,17.36,11.8,1.64,365.23,7.44,2.97,66.29,6.09,51.87,8.48,6.85,108.75,
340000,安徽省,2002,1074.46,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,893.3729,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,803.97,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2017,26416.2773,1112.5515,172.698,7566.8524,1063.602,64.8985,2808.875,364.5054,713.456,214.1141,17.5973,5815.6461,335.01,115.5808,4486.6517,99.0986,387.3226,265.3197,432.4182,380.0793,
350000,福建省,2016,23237.3508,892.183084868012,219.97866754781,6455.40098287228,1143.9261,81.440580138255,2505.42124745183,311.1418,416.578135652005,192.473061659419,50.5678,5682.49846432985,337.18075535036,115.9565,3588.5274,51.6924620229499,328.1679,198.6721,323.99987211702,341.5439,
350000,福建省,2015,21301.377,638.901118798114,278.103011,6108.54934,902.327031865195,228.056014452909,2230.6601,261.8596196615,520.615264429377,269.035149233664,57.0995,5643.14010930087,269.372297664174,82.9746,2669.1357,72.0713465365883,273.3799,171.9397,265.724983378037,358.4322,
350000,福建省,2014,18177.8627,472.78268,247.07261,5108.59425,909.17648,209.53029,1783.701,141.95693,395.96854,232.81352,46.5885,5606.32791,233.2224,52.6942,1787.8436,53.40258,214.4515,118.63598,257.885,305.2147,
350000,福建省,2013,15327.4412,323.39477,235.95641,4648.24991,747.2478,83.39373,1572.62566597222,136.477,295.143776008086,219.892134341208,55.076,4656.69389,180.90858,36.9863,1356.1197,38.21586,185.9074,109.2538,207.09345,238.805,
350000,福建省,2012,12439.9,241.8659,162.9984,3765.5109,621.9019,50.437,1441.9497,143.2809,206.9399,204.2152,30.1365,3643.3731,149.6315,22.4937,1072.5752,30.8427,194.8802,72.964,186.4819,197.4565,
350000,福建省,2011,9910.8904,175.7022,111.0902,3064.8406,538.0754,30.9169,1207.5818,106.6847,172.1455,142.7002,23.2456,2877.6003,86.9506,35.7503,809.1155,16.2362,147.8072,59.9946,129.1826,175.27,
350000,福建省,2010,8199.1248,155.0,114.1,2313.2,505.5,25.5,1189.0,141.4,157.9,101.9,27.0,2246.2,97.1,18.0,707.9,14.9,116.5,60.1,79.5,128.7,
350000,福建省,2009,6231.2039,124.1137,109.0705,1734.1468,490.7143,34.4776,885.4057,148.6126,101.9397,92.3654,17.3275,1417.3907,68.3551,16.2088,613.3092,9.1641,100.2156,49.5413,53.1059,165.7394,
350000,福建省,2008,5207.6821,102.6004,89.3354,1509.583,411.6997,24.4091,614.4531,129.1138,63.228,68.4702,15.3562,1319.5137,59.5058,11.9968,434.0287,6.0841,79.5471,35.9983,52.6435,180.1152,
350000,福建省,2007,4287.7524,72.1147,49.8048,1194.0019,287.5682,31.4063,533.937,74.2987,40.0684,43.5692,11.3665,1269.2237,28.7393,14.5224,372.7258,5.7043,78.5504,27.6354,40.5773,111.9381,
350000,福建省,2006,2981.8231,50.673,32.5804,731.7533,292.475,36.0436,375.374,72.3916,18.821,28.4296,7.4466,877.8067,22.9486,7.0157,236.6745,5.3888,68.0183,17.5892,20.3034,80.0898,
350000,福建省,2005,2316.7239,60.6856,21.4396,607.1665,261.0499,39.0696,270.9453,68.1102,23.6901,18.3428,6.5003,591.3613,14.3868,4.6372,140.1557,6.0611,66.6022,17.2316,18.7335,80.545,0.01
350000,福建省,2004,1892.92,44.43,12.65,492.17,184.35,31.71,217.63,76.64,16.39,13.0,2.21,560.77,13.66,3.51,86.19,10.19,58.11,12.29,13.73,43.28,
350000,福建省,2003,1496.369454,40.93,6.3,366.52,100.24,62.69,189.2,61.04,12.78,8.9,2.34,405.1,13.06,3.68,76.08,12.19,49.09,12.15,11.59,62.47,
350000,福建省,2002,1253.08,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,1172.9112,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,1112.2,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2017,22085.339,662.7348,226.2238,10791.2615,765.3879,43.7402,734.6027,204.8206,877.4277,215.2635,62.5256,2933.3074,579.2577,135.8502,2544.7045,84.2837,234.8614,202.3614,198.5405,588.184,
360000,江西省,2016,19694.2104,538.011669323306,302.0411,9190.83697805765,792.1598,52.786245963524,965.4189335736,171.1597,941.472511134872,275.504414940386,48.8751,2775.62802302927,494.6524,153.2745,2004.4047,120.399683660246,218.3479,145.6388,176.0106,327.5873,
360000,江西省,2015,17388.1278,515.218233048447,245.5044,8101.06709306302,573.2341,134.374974110213,822.912957346035,125.432,973.103781186055,293.2675816324,41.0675,2428.27454303082,330.084887436408,95.9924,1691.0715,126.099657647514,243.5646,159.7145,261.326,226.8171,
360000,江西省,2014,15079.2554,394.65124,289.3892,7230.64212,387.4717,85.21384,703.404,73.85311,689.23555,258.05679,33.6654,2309.45821,270.74989,54.3953,1477.9901,70.1817,182.4439,105.2597,251.69659,211.4971,
360000,江西省,2013,12850.2527,337.84359,252.1719,6561.32752,325.97364,77.26737,488.87209565,48.3827,502.27256335,271.8146229,31.4255,2086.71259,160.19057,51.2654,1028.9026,70.35835,176.4151,86.928,143.32009,148.8085,
360000,江西省,2012,10774.2,346.525,265.5138,5363.0798,294.3089,103.2927,474.0799,50.5798,411.3668,254.1235,24.7074,1679.6243,121.9029,38.5101,827.2376,69.8417,137.8214,74.5876,97.7763,139.2784,
360000,江西省,2011,9087.5986,235.0877,228.678,4644.4059,276.9078,57.567,456.8303,44.5428,283.5115,205.3814,23.6083,1349.4136,87.3643,23.6662,744.0841,52.9372,106.2972,74.2648,106.499,86.5515,
360000,江西省,2010,8772.2717,250.7,265.4,4433.7,303.9,43.6,488.4,66.4,206.7,212.1,26.4,1094.7,83.1,43.9,839.6,54.9,112.2,58.4,84.4,103.9,
360000,江西省,2009,6643.1422,230.1817,175.7248,3144.3977,313.2313,20.8212,382.0429,50.542,170.956,161.7233,21.7245,925.1049,57.9537,27.8063,590.4064,34.5439,111.6474,53.1384,74.1635,97.0323,
360000,江西省,2008,4745.4333,134.8346,107.5169,2287.6932,169.4318,16.4275,255.0559,32.5476,89.7359,115.9657,7.6411,760.5975,38.5215,14.6245,397.7308,15.2003,109.4955,25.4744,47.5758,119.3628,
360000,江西省,2007,3301.9427,83.9381,65.0952,1267.5664,156.009,8.2623,280.2371,63.65,62.5025,64.7587,6.0356,615.7011,32.9708,10.0185,327.4372,6.2128,83.7912,26.1951,30.3366,111.2245,
360000,江西省,2006,2683.5745,77.7212,49.8368,825.5289,164.3517,15.3761,328.4717,54.6689,46.2892,43.7715,4.4304,494.9539,16.0268,6.443,297.4226,7.0387,94.9444,31.789,28.4568,96.0529,
360000,江西省,2005,2176.5954,75.4264,42.3784,612.6141,136.7079,12.6555,310.2523,66.4737,35.8267,32.2781,3.1232,391.2133,9.8276,3.9736,233.8958,2.6,81.8345,25.5082,20.7835,79.2226,
360000,江西省,2004,1713.2,50.08,26.05,439.98,107.59,5.18,273.73,64.88,25.71,14.77,3.45,339.52,6.84,2.44,152.64,2.33,70.59,23.71,18.14,85.57,
360000,江西省,2003,1303.222474,35.33,18.82,309.53,70.28,6.7,211.94,54.04,20.7,12.0,2.38,267.08,5.35,2.68,125.82,2.13,51.55,26.3,10.03,70.56,
360000,江西省,2002,889.04,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,631.835307,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,516.08,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2017,55202.7222,1609.6038,517.7019,22704.1484,2886.9063,857.6695,3954.9958,321.6754,1899.8914,425.511,136.8866,10077.3941,1381.1158,953.0,3753.8708,248.4535,1168.1477,651.43,975.9924,678.3278,
370000,山东省,2016,53322.9388,1577.2786,499.3719,23444.3447,2499.5904,1072.119,2982.1591,294.3913,2361.6537,375.2468,101.8014,9404.9715,1183.9593,1055.7193,2959.7247,315.3562,745.3918,545.9428,829.038,1074.8783,
370000,山东省,2015,48312.437,1451.0365,649.0335,20923.8116,1729.1989,889.7067,2787.4969,287.3566,2801.7314,348.0696,99.385,8774.9062,898.8358,1026.5684,2338.9563,380.7399,606.9843,429.6666,754.9857,1133.9673,
370000,山东省,2014,42495.5478,1166.2758,646.6788,18717.69584,1280.20711,739.17539,2196.1412,171.41186,2050.82786,340.58397,83.7649,8638.0879,670.99037,691.1275,2138.9892,337.49117,518.1293,339.9963,860.16714,907.8062,
