省份编码,省份,年份,商品房销售面积(万平方米),住宅商品房销售面积(万平方米),别墅、高档公寓销售面积(万平方米),办公楼商品房销售面积(万平方米),商业营业用房销售面积(万平方米),其他商品房销售面积(万平方米)
420000,湖北省,2008,1941.62,1821.31,58.54,11.58,78.87,29.85
420000,湖北省,2007,2538.8981,2381.9082,89.5725,12.0345,128.0397,16.9157
420000,湖北省,2006,2038.4631,1915.2966,90.5508,20.03,87.0924,16.0441
420000,湖北省,2005,1708.0235,1549.1866,39.2257,28.9848,95.5046,34.3475
420000,湖北省,2004,1342.9177,1245.3788,,19.9396,58.8946,18.7047
420000,湖北省,2003,1073.4754,1015.0363,42.1506,16.452,32.3604,9.6267
420000,湖北省,2002,805.69,724.65,41.72,15.96,60.93,4.16
420000,湖北省,2001,745.0837,697.1983,29.6614,15.9373,25.788,6.1601
420000,湖北省,2000,612.0544,571.0392,11.1723,13.9781,24.0687,2.9684
430000,湖南省,2019,9103.5015,8073.2485,128.2432,114.2121,613.5977,302.4432
430000,湖南省,2018,9239.146,7997.9436,190.0494,135.7478,696.6329,408.8217
430000,湖南省,2017,8532.252,7368.2662,165.2612,147.773,714.6903,301.5225
430000,湖南省,2016,8085.3613,7190.6561,137.3568,99.9576,555.0202,239.7274
430000,湖南省,2015,6363.0113,5671.1922,96.1109,60.4115,468.9362,162.4714
430000,湖南省,2014,5439.527,4852.3216,115.1093,49.4716,423.2947,114.4391
430000,湖南省,2013,5952.3802,5411.4845,93.0945,78.7239,343.633,118.5388
430000,湖南省,2012,5150.4767,4664.0816,143.5845,64.2463,329.9657,92.1831
430000,湖南省,2011,4900.3274,4455.5912,164.3582,51.6231,303.9395,89.1736
430000,湖南省,2010,4469.98,4140.07,126.33,29.27,247.87,52.77
430000,湖南省,2009,3513.72,3262.34,132.1,23.59,181.18,46.6
430000,湖南省,2008,2655.51,2413.7,109.57,22.08,187.46,32.26
430000,湖南省,2007,2734.418,2498.8296,211.3672,32.8833,184.2051,18.5
430000,湖南省,2006,2021.6128,1815.0118,170.646,20.4601,174.8716,11.2693
430000,湖南省,2005,1842.1563,1611.596,100.0857,24.0045,184.8764,21.6794
430000,湖南省,2004,1188.7942,1030.351,,21.8844,122.2999,14.2589
430000,湖南省,2003,848.4713,725.2769,65.798,11.8355,100.857,10.5019
430000,湖南省,2002,602.29,518.18,42.72,13.79,67.03,3.3
430000,湖南省,2001,440.0713,392.2626,24.8447,3.039,42.0661,2.7036
430000,湖南省,2000,377.7577,343.2842,5.8382,2.6431,28.7661,3.0643
440000,广东省,2019,13846.5413,11872.6142,422.4784,511.5407,654.5262,807.8602
440000,广东省,2018,14336.3109,12075.0961,492.6506,604.4544,736.0885,920.6719
440000,广东省,2017,15958.8108,13522.5139,543.251,659.4047,885.7432,891.149
440000,广东省,2016,14611.6042,13021.9741,534.5654,399.1518,677.9281,512.5502
440000,广东省,2015,11681.0096,10497.6231,536.1191,311.1228,479.2097,393.054
440000,广东省,2014,9315.7629,8163.5572,488.1629,230.448,491.0601,430.6976
440000,广东省,2013,9836.3855,8830.9543,732.4614,256.8585,433.6127,314.96
440000,广东省,2012,7898.9915,7157.6276,540.2138,141.4679,360.5725,239.3235
440000,广东省,2011,7427.8702,6706.5967,646.6036,140.7304,320.5535,259.9896
440000,广东省,2010,7321.76,6552.81,725.43,163.03,371.91,234.01
440000,广东省,2009,7060.03,6567.43,692.26,94.32,249.5,148.78
440000,广东省,2008,4852.28,4360.45,423.43,92.87,250.15,148.81
440000,广东省,2007,6174.5657,5603.8771,773.4493,118.1869,298.7678,153.7339
440000,广东省,2006,5178.5602,4693.3884,662.3445,125.4948,275.9852,83.6918
440000,广东省,2005,5038.9097,4546.315,480.2391,107.7625,277.0824,107.7498
440000,广东省,2004,3346.0228,3008.5869,,42.345,206.4059,88.685
440000,广东省,2003,3061.3227,2739.6036,218.9212,53.5316,207.338,60.8495
440000,广东省,2002,2530.81,2260.0,189.78,49.66,174.29,46.86
440000,广东省,2001,2275.7853,2048.841,139.8097,42.7735,138.5105,45.6603
440000,广东省,2000,2259.9458,2009.337,112.365,40.4617,163.7113,46.4358
450000,广西壮族自治区,2019,6711.774,6076.8795,89.0032,64.812,306.8581,263.2244
450000,广西壮族自治区,2018,6212.9006,5589.8864,102.7891,117.2957,287.8718,217.8467
450000,广西壮族自治区,2017,5170.986,4687.4089,66.0265,81.5693,221.9363,180.0715
450000,广西壮族自治区,2016,4215.393,3864.01,65.5611,50.2665,170.3949,130.7216
450000,广西壮族自治区,2015,3523.4063,3181.5134,36.0415,38.8307,197.7237,105.3385
450000,广西壮族自治区,2014,3156.5463,2869.316,44.8323,29.9132,181.2339,76.0832
450000,广西壮族自治区,2013,2995.5763,2765.1468,31.2676,32.0626,135.0887,63.2782
450000,广西壮族自治区,2012,2759.2573,2546.9557,24.8055,9.5955,149.8338,52.8723
450000,广西壮族自治区,2011,2964.1463,2749.3326,36.3552,17.5018,122.658,74.6539
450000,广西壮族自治区,2010,2793.92,2607.15,45.82,18.58,108.21,59.99
450000,广西壮族自治区,2009,2383.76,2249.7,39.03,12.45,83.75,37.86
450000,广西壮族自治区,2008,1768.04,1637.99,47.4,10.36,88.68,31.01
450000,广西壮族自治区,2007,2016.2338,1855.5035,111.7667,25.7838,113.7335,21.213
450000,广西壮族自治区,2006,1502.6081,1372.3957,77.3012,18.3765,100.2768,11.5591
450000,广西壮族自治区,2005,1438.3953,1314.3702,50.8813,8.7772,99.1954,16.0525
450000,广西壮族自治区,2004,820.3624,749.7943,,6.137,53.9687,10.4624
450000,广西壮族自治区,2003,505.3103,451.6658,20.8032,16.1938,29.4491,8.0016
450000,广西壮族自治区,2002,339.63,302.29,0.03,3.93,27.3,6.11
450000,广西壮族自治区,2001,292.3214,270.3525,0.9066,1.6269,14.9741,5.3679
450000,广西壮族自治区,2000,191.361,177.8039,13.8102,1.3797,9.4448,2.7326
460000,海南省,2019,829.3413,721.5745,29.6336,28.7782,46.6038,32.3848
460000,海南省,2018,1432.2451,1298.8177,80.2907,39.8279,66.8325,26.767
460000,海南省,2017,2292.6075,2173.1231,217.8555,18.1005,68.4205,32.9634
460000,海南省,2016,1508.5328,1417.0942,154.0397,9.4701,55.9919,25.9766
460000,海南省,2015,1052.2832,984.7851,83.8451,9.0483,38.2441,20.2057
460000,海南省,2014,1003.9693,942.8387,83.1912,5.4795,47.5316,8.1195
460000,海南省,2013,1191.2259,1154.855,123.4795,2.0788,25.0847,9.2074
460000,海南省,2012,931.8373,898.3484,113.9391,4.0382,20.2321,9.2186
460000,海南省,2011,865.7412,819.0183,113.5219,6.1028,25.7557,14.8644
460000,海南省,2010,854.73,834.19,217.29,5.47,13.92,1.15
460000,海南省,2009,561.36,545.91,143.14,3.95,10.92,0.59
460000,海南省,2008,372.44,358.72,108.23,1.34,11.63,0.76
460000,海南省,2007,312.5192,299.5932,86.9168,5.1269,7.6264,0.1727
460000,海南省,2006,203.4286,193.7266,36.5093,0.8851,8.4947,0.3222
460000,海南省,2005,249.4325,233.0764,25.3077,1.921,14.0487,0.3864
460000,海南省,2004,125.7598,118.245,,0.5154,6.9952,
460000,海南省,2003,112.6417,108.9534,12.6394,2.1698,1.2771,0.2414
460000,海南省,2002,76.74,71.03,29.84,0.25,5.16,0.29
460000,海南省,2001,59.9352,55.1482,19.5838,1.4679,3.2191,0.1
460000,海南省,2000,42.1544,39.7235,7.5,1.2932,1.0129,0.1248
500000,重庆市,2019,6104.6831,5149.0817,240.4485,83.6373,417.8816,454.0825
500000,重庆市,2018,6536.2487,5424.7646,324.1241,127.3733,513.9738,470.137
500000,重庆市,2017,6711.0048,5452.6452,325.6395,168.4711,634.3738,455.5147
500000,重庆市,2016,6257.1463,5105.4642,157.382,106.9934,622.1817,422.507
500000,重庆市,2015,5381.3726,4477.7122,154.8683,115.8377,463.0451,324.7776
500000,重庆市,2014,5100.387,4423.6751,155.641,98.1512,348.4875,230.0732
500000,重庆市,2013,4817.5643,4359.1906,116.3208,68.6687,244.0387,145.6663
500000,重庆市,2012,4522.3997,4105.1083,143.778,62.2998,221.8883,133.1033
500000,重庆市,2011,4533.5019,4063.4236,142.1885,43.8754,266.3152,159.8877
500000,重庆市,2010,4314.39,3986.31,222.96,62.6,194.25,71.23
500000,重庆市,2009,4002.89,3771.22,271.2,29.15,157.15,45.37
500000,重庆市,2008,2872.19,2669.93,117.38,34.87,126.53,40.86
500000,重庆市,2007,3552.9225,3310.1292,174.4556,39.1977,169.6259,33.9697
500000,重庆市,2006,2228.4585,2011.703,115.2603,31.3034,152.6278,32.8243
500000,重庆市,2005,2017.6562,1792.414,108.7055,32.5811,177.8602,14.8009
500000,重庆市,2004,1317.1222,1138.263,,29.1366,121.4276,28.295
500000,重庆市,2003,1316.8,1133.0,26.1214,31.9978,135.9323,15.9433
500000,重庆市,2002,1016.6,870.4,35.65,25.6,105.45,15.12
500000,重庆市,2001,746.0503,635.0411,18.2942,23.466,80.5807,6.9625
500000,重庆市,2000,579.9601,491.0868,18.4627,20.0837,61.0939,7.6957
510000,四川省,2019,12978.6076,10451.0512,182.7393,367.6597,1021.9525,1137.9442
510000,四川省,2018,12210.7336,9895.3489,199.2419,320.4587,1046.3921,948.5339
510000,四川省,2017,10869.0664,8786.6075,253.1517,299.2865,1004.4218,778.7506
510000,四川省,2016,9300.4699,7884.0898,161.3423,150.5764,728.1104,537.6933
510000,四川省,2015,7671.1984,6495.4292,108.8346,123.7186,672.0026,380.048
510000,四川省,2014,7142.4393,6176.5108,101.0637,141.0329,561.4196,263.476
510000,四川省,2013,7312.7823,6505.3194,109.614,114.2208,468.6433,224.5988
510000,四川省,2012,6455.9339,5679.3338,134.6414,157.3714,438.5296,180.6991
510000,四川省,2011,6543.545,5826.5159,110.8766,85.4345,400.9271,230.6675
510000,四川省,2010,6396.92,5849.34,133.99,83.84,294.25,169.49
510000,四川省,2009,5967.69,5553.13,166.61,62.95,256.33,95.29
510000,四川省,2008,3501.27,3247.32,96.87,32.44,177.78,43.73
510000,四川省,2007,4923.8375,4562.4651,149.7719,44.6529,264.4546,52.2649
510000,四川省,2006,4100.15,3738.8884,164.8986,31.1112,293.0052,37.1452
510000,四川省,2005,3402.4909,3028.5455,92.2304,33.1677,317.2112,23.5665
510000,四川省,2004,2101.9791,1839.0229,,20.3746,213.8923,28.6893
510000,四川省,2003,2457.8526,2181.8222,162.0551,26.4953,236.8509,12.6842
510000,四川省,2002,1865.94,1644.48,54.29,35.68,173.69,12.08
510000,四川省,2001,1414.6999,1256.3538,71.6386,28.8711,118.3213,11.1537
510000,四川省,2000,945.6368,837.5399,13.8829,20.3924,82.6927,5.0118
520000,贵州省,2019,5323.3145,4612.127,127.3896,101.7392,494.232,115.2163
520000,贵州省,2018,5181.9642,4441.4406,114.2794,89.2785,555.0046,96.2405
520000,贵州省,2017,4696.8981,3897.6516,93.4059,112.9979,573.2159,113.0327
520000,贵州省,2016,4156.9295,3426.961,68.8812,86.0827,542.0081,101.8777
520000,贵州省,2015,3559.8107,2943.3734,34.1907,78.4222,452.4335,85.5816
520000,贵州省,2014,3178.1235,2707.0894,59.5415,84.0804,337.756,49.1977
520000,贵州省,2013,2972.3173,2646.9819,28.0015,100.0193,198.9922,26.3239
520000,贵州省,2012,2186.9485,2002.3965,15.8696,14.8825,144.5571,25.1124
520000,贵州省,2011,1882.098,1698.5156,23.6038,27.0278,124.8328,31.7218
520000,贵州省,2010,1730.69,1596.3,18.26,26.27,80.91,27.2
520000,贵州省,2009,1653.05,1541.91,22.96,20.12,75.04,15.98
520000,贵州省,2008,908.2,848.11,13.1,10.26,46.62,3.21
520000,贵州省,2007,1071.5673,989.3858,20.8537,18.1135,58.676,5.392
520000,贵州省,2006,880.9469,809.5586,9.3344,13.8596,53.2032,4.3255
520000,贵州省,2005,862.5599,774.7121,7.3385,19.7049,64.9063,3.2366
520000,贵州省,2004,554.3351,494.4548,,10.5713,46.3146,2.9944
520000,贵州省,2003,554.3351,494.4548,3.2793,10.5713,46.3146,2.9944
520000,贵州省,2002,424.85,378.51,7.04,5.42,38.83,2.09
520000,贵州省,2001,369.3791,332.0006,1.7981,7.9917,27.5692,1.8176
520000,贵州省,2000,251.7132,228.8339,1.7145,3.1128,18.6914,1.0751
530000,云南省,2019,4835.4056,4064.5243,365.1284,78.2011,303.1054,389.5748
530000,云南省,2018,4531.8835,3643.9285,324.3501,110.9662,469.2774,307.7114
530000,云南省,2017,4327.1836,3484.4905,292.9378,110.5803,418.0761,314.0367
530000,云南省,2016,3639.745,2933.1003,200.3638,108.9154,382.3896,215.3397
530000,云南省,2015,3145.1267,2576.8001,163.2154,59.3173,354.3348,154.6745
530000,云南省,2014,3194.185,2618.0247,172.0525,66.4991,328.9932,180.668
530000,云南省,2013,3309.3003,2855.5249,189.6244,51.3308,285.6546,116.79
530000,云南省,2012,3237.7457,2789.676,265.2834,90.8665,277.5364,79.6668
530000,云南省,2011,3222.8865,2829.5846,405.0433,41.9324,252.3333,99.0362
530000,云南省,2010,2959.43,2658.99,364.98,21.5,182.56,96.38
530000,云南省,2009,2229.95,2040.33,218.49,22.97,132.09,34.57
530000,云南省,2008,1643.08,1478.25,186.29,22.07,116.97,25.78
530000,云南省,2007,1976.2923,1792.8355,215.1218,11.6029,139.9397,31.9142
530000,云南省,2006,1693.0735,1500.1867,195.3503,20.9659,138.4759,33.445
530000,云南省,2005,1431.8989,1294.9535,139.4773,10.3294,113.3783,13.2377
530000,云南省,2004,538.1137,479.5263,,3.1204,47.5806,7.8864
530000,云南省,2003,521.9653,480.5185,55.9987,5.5411,32.6854,3.2203
530000,云南省,2002,400.22,371.89,57.6,3.6,21.46,3.27
530000,云南省,2001,314.91,285.4317,29.9818,6.9795,17.9071,4.5917
530000,云南省,2000,343.1587,311.0297,21.3187,5.6852,18.7006,7.7432
540000,西藏自治区,2019,127.7118,110.4884,10.9835,0.6719,11.0623,5.4892
540000,西藏自治区,2018,73.3517,62.1019,1.0446,0.9308,8.9596,1.3594
540000,西藏自治区,2017,53.2526,44.9572,,2.1363,6.1591,
540000,西藏自治区,2016,74.6077,71.1616,2.7598,1.0667,2.3332,0.0462
540000,西藏自治区,2015,51.2681,46.3182,3.1737,2.7916,2.1509,0.0074
540000,西藏自治区,2014,59.327,53.6418,2.0137,1.5943,4.0909,
540000,西藏自治区,2013,25.4037,22.7787,3.47,0.7744,1.8506,
540000,西藏自治区,2012,22.5003,20.6486,2.9375,0.4343,1.4174,
540000,西藏自治区,2011,18.2538,17.2928,3.4756,,0.9541,0.0069
540000,西藏自治区,2010,19.28,18.76,2.41,,0.52,
540000,西藏自治区,2009,63.26,61.42,13.09,,1.84,
540000,西藏自治区,2008,66.49,62.08,16.28,0.04,4.35,0.03
540000,西藏自治区,2007,60.7768,59.5958,27.8395,,1.181,
540000,西藏自治区,2006,57.0995,42.2781,6.214,,14.8214,
540000,西藏自治区,2005,25.8995,24.1827,11.0904,,1.7168,
540000,西藏自治区,2004,9.5644,9.5644,,,,
540000,西藏自治区,2003,10.3157,10.1979,2.0809,,0.1178,
540000,西藏自治区,2002,16.16,14.66,1.72,,1.5,
540000,西藏自治区,2001,8.5912,7.8292,,0.01,0.532,0.22
540000,西藏自治区,2000,4.8,4.8,,,,
610000,陕西省,2019,4401.0642,3818.2513,37.9254,184.6893,195.0416,203.082
610000,陕西省,2018,4118.5587,3545.6044,46.7449,218.1398,231.5079,123.3066
610000,陕西省,2017,3890.3972,3419.8386,82.2697,153.1058,225.3111,92.1417
610000,陕西省,2016,3262.7011,3012.6149,50.4564,70.722,132.3971,46.9671
610000,陕西省,2015,2978.9405,2717.9825,45.2623,60.5,149.0216,51.4364
610000,陕西省,2014,3093.6432,2836.6946,42.387,47.478,137.427,72.0436
610000,陕西省,2013,3045.7045,2831.2228,29.0903,44.8307,119.2222,50.4288
610000,陕西省,2012,2755.5907,2530.8411,52.981,65.9666,124.3366,34.4464
610000,陕西省,2011,3051.7668,2874.5105,60.2365,37.5324,108.3602,31.3637
610000,陕西省,2010,2590.18,2471.95,46.86,40.04,63.36,14.83
610000,陕西省,2009,2086.92,1995.67,24.12,19.72,65.37,6.15
610000,陕西省,2008,1513.01,1426.06,38.85,30.51,50.91,5.53
610000,陕西省,2007,1460.1678,1377.9062,28.3721,34.3071,39.9985,7.956
610000,陕西省,2006,1116.5075,1060.0763,63.2967,14.2284,35.8865,6.3163
610000,陕西省,2005,892.009,849.4304,37.8683,10.4775,30.2855,1.8156
610000,陕西省,2004,509.3582,472.928,,13.3933,20.4223,2.6146
610000,陕西省,2003,580.0471,531.9779,11.2649,16.0614,29.5694,2.4384
610000,陕西省,2002,477.54,441.41,17.82,13.75,17.09,5.29
610000,陕西省,2001,416.2859,371.1907,15.2756,17.86,18.1089,9.1263
610000,陕西省,2000,396.397,370.6919,6.7377,11.6977,8.5509,5.4565
620000,甘肃省,2019,1705.3109,1569.1556,5.3453,12.5832,96.6165,26.9556
620000,甘肃省,2018,1595.652,1437.9541,9.6474,16.5945,105.0813,36.0221
620000,甘肃省,2017,1559.5147,1386.0366,12.7027,29.2459,106.8357,37.3965
620000,甘肃省,2016,1679.4885,1478.8103,6.833,44.7541,133.9849,21.9392
620000,甘肃省,2015,1434.9578,1307.4796,7.7018,13.238,96.9496,17.2906
620000,甘肃省,2014,1325.511,1212.5988,7.1577,13.0027,80.9324,18.9771
620000,甘肃省,2013,1220.0194,1134.8146,4.4973,5.8958,63.7175,15.5915
620000,甘肃省,2012,978.4417,893.3551,0.378,2.9674,63.9872,18.132
620000,甘肃省,2011,838.8157,758.1476,0.495,8.0462,62.2892,10.3327
620000,甘肃省,2010,756.51,692.07,0.74,5.67,53.44,5.33
620000,甘肃省,2009,698.82,659.38,0.44,6.48,30.82,2.14
620000,甘肃省,2008,624.66,588.63,0.65,3.63,28.54,3.86
620000,甘肃省,2007,592.272,556.2469,0.7768,6.2014,25.4606,4.3631
620000,甘肃省,2006,515.4846,482.8996,0.9713,5.8471,23.5258,3.2121
620000,甘肃省,2005,493.2073,439.8286,1.3478,10.1238,39.299,3.9559
620000,甘肃省,2004,261.4714,235.193,,5.9041,19.8804,0.4939
620000,甘肃省,2003,224.7738,208.8741,4.6769,2.5724,12.6314,0.6959
620000,甘肃省,2002,165.83,152.23,,6.2,7.3,0.1
620000,甘肃省,2001,141.696,131.7877,0.4252,3.6709,5.9702,0.2672
620000,甘肃省,2000,123.0109,109.1238,1.9615,4.4254,8.5389,0.9228
630000,青海省,2019,480.5248,406.6554,0.2267,8.0462,41.7017,24.1215
630000,青海省,2018,447.9292,377.4071,3.7575,8.8299,52.3084,9.3838
630000,青海省,2017,494.0392,399.5736,0.4132,26.9787,58.2754,9.2115
630000,青海省,2016,437.8513,373.0346,0.4915,19.1278,34.9665,10.7224
630000,青海省,2015,392.9635,329.7109,0.129,23.7449,32.2653,7.2424
630000,青海省,2014,415.7706,362.9228,0.106,8.0979,40.18,4.5699
630000,青海省,2013,381.5584,369.6958,0.196,0.6938,10.2668,0.902
630000,青海省,2012,262.9567,246.8539,0.41,0.214,15.4763,0.4125
630000,青海省,2011,359.5594,342.5623,0.2561,1.473,14.8135,0.7106
630000,青海省,2010,281.04,266.43,0.3,1.0,13.21,0.41
630000,青海省,2009,216.82,208.02,5.02,1.38,6.63,0.79
630000,青海省,2008,147.89,141.23,7.87,0.94,5.54,0.18
630000,青海省,2007,154.5319,147.3356,19.257,1.6013,5.2587,0.3363
630000,青海省,2006,119.6925,110.9646,20.3081,1.867,6.2054,0.6555
630000,青海省,2005,121.0395,108.4571,1.5719,8.7257,3.5719,0.2848
630000,青海省,2004,93.8519,83.65,,4.9522,5.0588,0.1909
630000,青海省,2003,83.5083,70.3417,2.9104,4.1427,8.2702,0.7537
630000,青海省,2002,68.04,61.17,,1.08,3.24,2.54
630000,青海省,2001,33.6579,31.864,,0.0768,1.5671,0.15
630000,青海省,2000,39.9083,36.8407,,0.37,2.4955,0.2021
640000,宁夏回族自治区,2019,1009.5464,887.3477,21.9697,12.7425,73.6022,35.854
640000,宁夏回族自治区,2018,1026.4998,887.9682,17.7614,19.1377,93.0671,26.3268
640000,宁夏回族自治区,2017,1021.3567,870.2805,24.8924,16.2933,103.7695,31.0134
640000,宁夏回族自治区,2016,966.0713,830.2206,15.3056,7.15,104.8192,23.8815
640000,宁夏回族自治区,2015,839.1617,708.118,9.7434,13.0456,102.2002,15.7979
640000,宁夏回族自治区,2014,1129.463,939.3738,13.5594,8.827,132.4395,48.8227
640000,宁夏回族自治区,2013,1048.3098,928.2602,17.5399,5.7383,102.6562,11.6551
640000,宁夏回族自治区,2012,804.4266,707.5675,14.3289,6.8168,82.9177,7.1246
640000,宁夏回族自治区,2011,846.4567,705.1284,18.6391,9.2708,114.707,17.3505
640000,宁夏回族自治区,2010,935.98,816.79,17.41,15.4,89.94,13.86
640000,宁夏回族自治区,2009,775.29,677.98,13.51,11.8,78.73,6.77
640000,宁夏回族自治区,2008,514.81,453.26,8.09,6.62,51.87,3.05
640000,宁夏回族自治区,2007,507.7571,448.2252,7.1238,9.7652,46.1708,3.5959
640000,宁夏回族自治区,2006,379.9879,337.0199,12.9307,1.9808,38.2418,2.7454
640000,宁夏回族自治区,2005,377.8888,319.1585,8.4692,8.6499,48.0929,1.9875
640000,宁夏回族自治区,2004,308.207,267.5524,,3.5181,31.4,5.7365
640000,宁夏回族自治区,2003,232.378,187.806,2.6972,7.2445,35.1612,2.1663
640000,宁夏回族自治区,2002,118.36,98.49,1.88,3.88,15.45,0.55
640000,宁夏回族自治区,2001,126.4879,103.2598,0.1649,5.6058,16.5467,1.0756
640000,宁夏回族自治区,2000,104.4943,90.6105,0.7822,2.2255,11.121,0.5373
650000,新疆维吾尔自治区,2019,1724.1798,1511.7456,28.5322,29.3435,127.6613,55.4294
650000,新疆维吾尔自治区,2018,1452.2305,1195.137,47.8201,54.5022,170.4502,32.1411
650000,新疆维吾尔自治区,2017,1598.1117,1316.7038,50.2864,45.1444,196.682,39.5815
650000,新疆维吾尔自治区,2016,1828.2217,1543.6563,49.2251,35.0145,214.4166,35.1343
650000,新疆维吾尔自治区,2015,1825.1824,1536.4917,59.2791,47.7407,206.1039,34.8461
650000,新疆维吾尔自治区,2014,1815.8843,1541.2506,47.4654,39.0147,210.3782,25.2408
650000,新疆维吾尔自治区,2013,2017.0342,1799.9496,77.1138,17.0411,172.4395,27.604
650000,新疆维吾尔自治区,2012,1430.3062,1274.7965,57.3475,18.4713,116.314,20.7244
650000,新疆维吾尔自治区,2011,1728.232,1570.5619,97.5224,15.8618,123.1178,18.6905
650000,新疆维吾尔自治区,2010,1564.9,1450.02,86.17,12.35,94.42,8.11
650000,新疆维吾尔自治区,2009,1406.55,1326.67,56.39,7.56,65.81,6.51
650000,新疆维吾尔自治区,2008,954.35,886.35,33.21,8.36,51.22,8.42
650000,新疆维吾尔自治区,2007,1144.3388,1078.2814,47.4062,10.8717,51.5691,3.6166
650000,新疆维吾尔自治区,2006,892.4102,806.4638,34.6547,7.1371,73.9621,4.8472
650000,新疆维吾尔自治区,2005,687.2,606.4836,21.7166,7.4007,68.155,5.1607
650000,新疆维吾尔自治区,2004,643.37,552.63,,8.7,79.82,2.22
650000,新疆维吾尔自治区,2003,587.0166,516.4797,4.4158,15.2982,53.4436,1.7951
650000,新疆维吾尔自治区,2002,506.66,455.68,4.65,3.88,46.34,0.76
650000,新疆维吾尔自治区,2001,419.8676,381.6704,,4.1102,31.7697,2.3173
650000,新疆维吾尔自治区,2000,262.5206,250.9491,0.7324,1.4646,9.824,0.2829
