省份编码,省份,年份,房地产开发企业施工房屋面积(万平方米),房地产开发企业竣工房屋面积(万平方米),房地产开发企业房屋建筑面积竣工率(%),房地产开发企业竣工房屋价值(亿元),房地产开发企业竣工房屋造价(元/平方米)
440000,广东省,2008,23683.0,5063.9,21.4,1310.2928,2588
440000,广东省,2007,20358.3885,4262.8586,20.9390767839999,927.1154,2174.86782226368
440000,广东省,2006,16977.4992,4314.1041,25.4,924.1534,2142
440000,广东省,2005,15110.0399,4385.1631,29.0,829.3512,1891
440000,广东省,2004,13911.5542,3407.8328,24.5,616.7473,1809.79330910836
440000,广东省,2003,12854.9757,4383.6759,34.1,730.1472,1666
440000,广东省,2002,12024.9,3908.8,32.5,652.4742,1669
440000,广东省,2001,10906.5276,3344.5699,30.7,501.4199,1499.21
440000,广东省,2000,9911.7693,3161.6368,31.9,511.4726,1617.75
450000,广西壮族自治区,2019,29807.0253,2037.8529,6.8,582.4455,2858
450000,广西壮族自治区,2018,25399.0153,2192.9397,8.63395558488443,619.8818,2826.71611991885
450000,广西壮族自治区,2017,22689.6159,1856.2389,8.2,518.1252,2791
450000,广西壮族自治区,2016,21134.6488,1735.0513,8.2,433.7348,2500
450000,广西壮族自治区,2015,18608.3598,1675.178,9.0,470.4296,2808
450000,广西壮族自治区,2014,17472.15,1865.9759,10.679715432846,456.0135,2443.83381371646
450000,广西壮族自治区,2013,16040.1719,1712.6793,10.6774373159929,390.8901,2282
450000,广西壮族自治区,2012,15018.4579,2333.5803,15.5380819757799,490.3501,2101.27802330179
450000,广西壮族自治区,2011,14264.0152,2303.3514,16.1479875596319,393.1192,1706.72698920364
450000,广西壮族自治区,2010,12048.7,1564.3,13.0,230.69,1475
450000,广西壮族自治区,2009,8346.1,1441.6,17.3,204.6298,1419
450000,广西壮族自治区,2008,6877.0,1253.5,18.2,153.5744,1225
450000,广西壮族自治区,2007,6028.1078,1312.9728,21.7808447287555,130.8782,996.808159316019
450000,广西壮族自治区,2006,4708.28,1133.6566,24.1,103.6328,914
450000,广西壮族自治区,2005,4082.7627,1330.7412,32.6,116.7764,878
450000,广西壮族自治区,2004,2998.9128,884.5123,29.5,83.5891,945.03038567129
450000,广西壮族自治区,2003,1929.78,558.7286,29.0,42.6733,764
450000,广西壮族自治区,2002,1258.5,352.5,28.0,28.0593,796
450000,广西壮族自治区,2001,938.3876,331.2745,35.3,25.4977,769.68
450000,广西壮族自治区,2000,766.1881,226.742,29.6,16.465,726.16
460000,海南省,2019,9221.5615,1302.2635,14.1,548.9632,4215
460000,海南省,2018,9574.5619,1186.806,12.3954078776179,501.6997,4227.31010797047
460000,海南省,2017,9567.387,1267.1571,13.2,515.6135,4069
460000,海南省,2016,8936.7824,1674.609,18.7,669.5237,3998
460000,海南省,2015,8316.9751,1068.5921,12.8,514.1576,4812
460000,海南省,2014,7557.1473,1203.8951,15.9305496136088,682.6916,5670.690079227
460000,海南省,2013,6173.0,609.3959,9.87195690912036,237.9101,3904
460000,海南省,2012,5109.4929,856.4139,16.7612308454328,362.0204,4227.16632693608
460000,海南省,2011,3609.7687,449.2529,12.4454760771791,145.393,3236.32858018279
460000,海南省,2010,2699.5,609.1,22.6,180.26,2959
460000,海南省,2009,1989.9,431.6,21.7,112.1956,2600
460000,海南省,2008,1500.1,308.8,20.6,72.8264,2358
460000,海南省,2007,1185.9267,233.1411,19.6589806098471,42.0849,1805.12573716089
460000,海南省,2006,995.1663,125.9212,12.7,18.7806,1491
460000,海南省,2005,921.1016,187.0907,20.3,34.5378,1846
460000,海南省,2004,683.9509,105.3097,15.4,20.1173,1910.29886135845
460000,海南省,2003,459.1125,114.9577,25.0,19.2314,1673
460000,海南省,2002,272.8,54.5,20.0,9.8893,1816
460000,海南省,2001,264.9363,62.5029,23.6,9.7709,1563.27
460000,海南省,2000,138.6574,36.0097,26.0,5.4601,1516.29
500000,重庆市,2019,27986.6382,5069.1741,18.1,2202.5472,4345
500000,重庆市,2018,27226.5571,4083.4545,14.9980568053535,1555.9656,3810.41493176917
500000,重庆市,2017,25960.99,5055.7325,19.5,1721.0136,3404
500000,重庆市,2016,27363.394,4421.3017,16.2,1411.7655,3193
500000,重庆市,2015,28985.6716,4630.2877,16.0,1595.3984,3446
500000,重庆市,2014,28623.9291,3717.7755,12.9883479204118,1243.332,3344.29015415266
500000,重庆市,2013,26251.8928,3804.3584,14.4917489530507,1152.2457,3029
500000,重庆市,2012,22009.032,3990.6286,18.1317769904646,1121.756,2810.97569440564
500000,重庆市,2011,20397.2397,3424.3331,16.7882181626762,923.7814,2697.6972538098
500000,重庆市,2010,17138.5,2626.59,15.3,647.98,2467
500000,重庆市,2009,13052.6,2907.05,22.3,613.7117,2111
500000,重庆市,2008,11639.27,2367.94,20.3,402.3212,1699
500000,重庆市,2007,10578.8444,2253.0705,21.297888642733,318.0566,1411.65844566337
500000,重庆市,2006,8864.3655,2224.8444,25.1,314.7757,1415
500000,重庆市,2005,7487.3633,2209.8229,29.5,254.9302,1154
500000,重庆市,2004,6160.0431,1534.5804,24.9,154.7167,1008.20198146673
500000,重庆市,2003,5287.8032,1676.9688,31.7,157.2467,938
500000,重庆市,2002,4415.0,1390.7,31.5,126.8348,912
500000,重庆市,2001,3653.7141,1020.6266,27.9,87.1519,853.91
500000,重庆市,2000,2833.4177,849.4178,30.0,76.7601,903.68
510000,四川省,2019,49113.7533,4580.0446,9.3,1461.7411,3192
510000,四川省,2018,44065.9178,5635.298,12.7883368402235,1618.7691,2872.55279135194
510000,四川省,2017,41294.8851,5620.7341,13.6,1571.4043,2796
510000,四川省,2016,41532.1383,7050.2423,17.0,2002.4977,2840
510000,四川省,2015,38981.3585,4545.7055,11.7,1289.0926,2836
510000,四川省,2014,36499.3538,5334.451,14.6151929955538,1439.1678,2697.87425172712
510000,四川省,2013,32164.9797,5108.8647,15.8833139260461,1297.6225,2540
510000,四川省,2012,29865.504,5866.579,19.6433283027804,1318.2745,2247.09238552826
510000,四川省,2011,27121.7696,4232.5339,15.6056701403436,910.4701,2151.1229951401
510000,四川省,2010,21158.5,3966.8,18.7,742.46,1872
510000,四川省,2009,17731.3,4279.5,24.1,685.2347,1601
510000,四川省,2008,15589.3,3348.6,21.5,438.7289,1310
510000,四川省,2007,13427.2857,3084.1474,22.9692543147421,321.1742,1041.371109565
510000,四川省,2006,10606.9003,3238.7048,30.5,307.1118,948
510000,四川省,2005,8277.6773,2769.9479,33.5,223.6073,807
510000,四川省,2004,7278.4728,2398.7032,33.0,197.9784,825.35596734102
510000,四川省,2003,6837.9489,2864.0972,41.9,232.1414,811
510000,四川省,2002,5272.0,2312.3,43.9,199.3687,862
510000,四川省,2001,4226.3514,1843.9068,43.6,144.2069,782.07
510000,四川省,2000,3224.0855,1285.3292,39.9,95.5033,743.03
520000,贵州省,2019,27775.0734,954.8487,3.4,230.2481,2411
520000,贵州省,2018,21953.3295,1279.6371,5.82889761664626,307.9559,2406.58777398686
520000,贵州省,2017,20385.4306,1171.6966,5.7,256.3134,2188
520000,贵州省,2016,20352.2388,1901.4458,9.3,469.4664,2469
520000,贵州省,2015,20877.6688,2582.6826,12.4,890.8673,3449
520000,贵州省,2014,20369.3569,2842.3153,13.953878435897,625.4807,2200.60279730401
520000,贵州省,2013,17356.9607,1764.7766,10.1675439064628,356.492,2020
520000,贵州省,2012,13245.3147,1416.7671,10.6963642019015,278.4361,1965.29196647776
520000,贵州省,2011,10260.5809,1455.2413,14.1828353987248,262.7085,1805.25731368399
520000,贵州省,2010,7905.5,1048.0,13.3,169.01,1613
520000,贵州省,2009,6101.0,1223.5,20.1,182.2974,1490
520000,贵州省,2008,5228.9,720.7,13.8,86.27,1197
520000,贵州省,2007,4277.0057,694.8462,16.2460901092556,66.5994,958.476854302434
520000,贵州省,2006,3309.0362,642.0918,19.4,60.5789,943
520000,贵州省,2005,2784.9072,711.642,25.6,62.4806,878
520000,贵州省,2004,2443.2771,644.4751,26.4,59.9877,930.799343527779
520000,贵州省,2003,2104.0073,655.3549,31.1,54.5722,833
520000,贵州省,2002,1676.5,514.1,30.7,33.8058,658
520000,贵州省,2001,1366.6508,490.8255,35.9,34.2819,698.45
520000,贵州省,2000,1014.8944,349.1672,34.4,25.1406,720.02
530000,云南省,2019,26314.0521,1844.4906,7.0,637.2006,3455
530000,云南省,2018,21800.4108,1447.2753,6.63875242204151,457.613,3161.89324864454
530000,云南省,2017,21085.3549,2419.6251,11.5,681.2226,2815
530000,云南省,2016,20593.1915,2115.0812,10.3,586.9511,2775
530000,云南省,2015,20722.1977,2546.7425,12.3,739.4989,2904
530000,云南省,2014,20034.5801,1788.622,8.92767400700352,520.6189,2910.72624623872
530000,云南省,2013,18260.7156,2019.2016,11.0576258030107,473.6722,2346
530000,云南省,2012,14362.0001,1851.5742,12.8921750947488,417.3959,2254.27584808646
530000,云南省,2011,11010.4295,1572.0738,14.2780424687338,325.9139,2073.14631157901
530000,云南省,2010,8785.0,1536.0,17.5,330.24,2150
530000,云南省,2009,6837.9,1680.6,24.6,321.7061,1914
530000,云南省,2008,5367.6,1051.7,19.6,169.5532,1612
530000,云南省,2007,4301.8774,1016.2898,23.6243320183881,145.5661,1432.32865271304
530000,云南省,2006,3322.3714,1160.3796,34.9,166.0914,1431
530000,云南省,2005,2806.9804,857.53,30.6,109.0677,1272
530000,云南省,2004,1828.7298,473.2138,25.9,49.6494,1049.19594483508
530000,云南省,2003,1363.206,586.5919,43.0,60.2198,1027
530000,云南省,2002,1205.2,561.5,46.6,52.1258,928
530000,云南省,2001,1080.4093,366.0208,33.9,40.9684,1119.29
530000,云南省,2000,959.0171,426.0465,44.4,55.6914,1307.17
540000,西藏自治区,2019,764.1619,18.8674,2.5,3.933,2085
540000,西藏自治区,2018,358.6128,49.9426,13.9266083084597,12.6946,2541.83803005851
540000,西藏自治区,2017,229.8457,43.5651,19.0,8.3232,1911
540000,西藏自治区,2016,348.7684,31.5299,9.0,10.2372,3247
540000,西藏自治区,2015,380.6219,92.2714,24.2,30.6751,3324
540000,西藏自治区,2014,273.1742,52.4737,19.2088784372756,14.9595,2850.85671488765
540000,西藏自治区,2013,57.6994,18.0938,31.3587316332579,6.1556,3402
540000,西藏自治区,2012,47.3319,9.2259,19.4919282767013,3.7581,4073.42373101811
540000,西藏自治区,2011,48.7323,21.6918,44.5121613385783,5.3181,2451.66376234337
540000,西藏自治区,2010,75.3,12.2,16.2,2.71,2225
540000,西藏自治区,2009,140.6,46.0,32.7,8.3747,1821
540000,西藏自治区,2008,144.6,54.6,37.7,12.0136,2201
540000,西藏自治区,2007,114.7055,41.2722,35.9810122443998,10.0105,2425.48252819089
540000,西藏自治区,2006,107.8242,32.9401,30.5,5.3352,1620
540000,西藏自治区,2005,43.3618,26.4943,61.1,4.3045,1625
540000,西藏自治区,2004,38.4251,9.1921,23.9,1.336,1453.42196016144
540000,西藏自治区,2003,17.3651,12.5585,72.3,1.6115,1283
540000,西藏自治区,2002,19.1,16.2,84.8,2.4725,1530
540000,西藏自治区,2001,15.086,11.0533,73.3,0.9759,882.9
540000,西藏自治区,2000,7.3091,6.6551,91.1,0.4453,669.11
610000,陕西省,2019,27728.3922,1782.1319,6.4,554.5422,3112
610000,陕西省,2018,24618.045,1524.6635,6.19327611108031,461.4003,3026.24349569594
610000,陕西省,2017,23630.103,2392.0537,10.1,741.7738,3101
610000,陕西省,2016,22297.5328,2431.7006,10.9,648.6099,2667
610000,陕西省,2015,20752.1601,1681.5037,8.1,463.646,2757
610000,陕西省,2014,19466.1007,2188.9122,11.2447389116815,595.8825,2722.27684600598
610000,陕西省,2013,17240.862,1511.6691,8.76794385338738,430.7322,2849
610000,陕西省,2012,15410.5712,1653.9444,10.7325314456871,429.5569,2597.16650692732
610000,陕西省,2011,12221.9493,1128.2601,9.23142513772333,295.9647,2623.19566206409
610000,陕西省,2010,9947.9,900.1,9.0,220.12,2446
610000,陕西省,2009,8235.6,917.0,11.1,224.0149,2443
610000,陕西省,2008,5780.1,875.7,15.2,158.999,1816
610000,陕西省,2007,4446.4174,892.0387,20.0619649428324,149.6058,1677.1223042229
610000,陕西省,2006,3561.1888,792.1425,22.2,125.719,1587
610000,陕西省,2005,3175.6563,757.229,23.8,120.1727,1587
610000,陕西省,2004,2490.5292,538.4074,21.6,70.8387,1315.70814219864
610000,陕西省,2003,2274.3642,709.5412,31.2,86.1591,1214
610000,陕西省,2002,1868.6,642.1,34.4,62.3612,971
610000,陕西省,2001,1326.7415,580.9906,43.8,56.5983,974.17
610000,陕西省,2000,1337.0914,585.2687,43.8,46.8544,800.56
620000,甘肃省,2019,10977.3338,674.1361,6.1,197.7049,2933
620000,甘肃省,2018,9428.5104,752.3351,7.97936331490921,180.5762,2400.20969379204
620000,甘肃省,2017,9153.4617,847.9117,9.3,236.5232,2789
620000,甘肃省,2016,8933.2387,991.733,11.1,254.2487,2564
620000,甘肃省,2015,8586.1783,962.2385,11.2,244.3378,2539
620000,甘肃省,2014,7660.2991,813.2186,10.6160162858393,174.7961,2149.43558841374
620000,甘肃省,2013,6848.3978,915.5605,13.3689736889992,208.2009,2274
620000,甘肃省,2012,5634.9533,844.5017,14.9868447002036,177.9057,2106.63519090607
620000,甘肃省,2011,4099.4314,743.7731,18.1433234862767,158.3987,2129.66427530116
620000,甘肃省,2010,3130.4,598.7,19.1,109.45,1828
620000,甘肃省,2009,2536.3,540.6,21.3,87.5286,1619
620000,甘肃省,2008,2310.3,546.5,23.7,71.2092,1303
620000,甘肃省,2007,1854.1082,431.6923,23.2830155219636,46.4829,1076.75999780399
620000,甘肃省,2006,1585.3981,420.3396,26.5,40.987,975
620000,甘肃省,2005,1437.9766,454.8987,31.6,51.1822,1125
620000,甘肃省,2004,1448.0761,321.3108,22.2,38.6734,1203.61344841194
620000,甘肃省,2003,997.8473,260.673,26.1,25.7506,988
620000,甘肃省,2002,649.5,220.3,33.9,21.4598,974
620000,甘肃省,2001,541.2824,222.5567,41.1,21.1078,948.42
620000,甘肃省,2000,478.4851,187.134,39.1,18.9552,1012.92
630000,青海省,2019,2922.3779,133.2685,4.6,31.6615,2376
630000,青海省,2018,2549.2122,319.9095,12.5493475984463,137.2213,4289.37871491781
630000,青海省,2017,2936.7077,440.9038,15.0,137.4764,3118
630000,青海省,2016,2847.7081,386.6695,13.6,111.3944,2881
630000,青海省,2015,2585.5947,454.4097,17.6,120.3598,2649
630000,青海省,2014,2545.9023,559.4868,21.9759729193064,160.1984,2863.30973313401
630000,青海省,2013,2376.6416,592.6216,24.9352531740587,160.7565,2713
630000,青海省,2012,1891.2259,416.2028,22.0070378689294,107.8925,2592.3059623818
630000,青海省,2011,1666.0494,520.4578,31.2390376899989,126.8417,2437.11786046823
630000,青海省,2010,1424.2,267.7,18.8,49.84,1862
630000,青海省,2009,900.4,182.0,20.2,28.5579,1569
630000,青海省,2008,698.2,225.3,32.3,35.951,1596
630000,青海省,2007,584.216,171.2124,29.3063524449861,24.8771,1452.99639512091
630000,青海省,2006,457.8086,133.0824,29.1,17.4446,1311
630000,青海省,2005,422.8728,104.1101,24.6,12.6588,1216
630000,青海省,2004,426.7301,149.8577,35.1,17.3896,1160.40750658792
630000,青海省,2003,412.0773,156.9854,38.1,15.2522,972
630000,青海省,2002,342.4,133.6,39.0,13.3285,998
630000,青海省,2001,267.5839,105.9911,39.6,9.2126,869.19
630000,青海省,2000,218.6391,74.2551,34.0,7.4089,997.76
640000,宁夏回族自治区,2019,5936.5935,1011.0482,17.0,268.6685,2657
640000,宁夏回族自治区,2018,6047.7808,1213.9789,20.0731299652924,326.9167,2692.93560209325
640000,宁夏回族自治区,2017,6836.7083,1328.6229,19.4,353.2018,2658
640000,宁夏回族自治区,2016,7110.0634,1294.5495,18.2,344.9417,2665
640000,宁夏回族自治区,2015,7045.6802,1168.9759,16.6,291.5993,2494
640000,宁夏回族自治区,2014,7019.3728,1203.6831,17.1480149907411,299.3267,2486.75668869987
640000,宁夏回族自治区,2013,6043.2278,1104.4486,18.2758061842382,310.5009,2811
640000,宁夏回族自治区,2012,5033.2607,1151.9733,22.8872170281186,259.6364,2253.84043189195
640000,宁夏回族自治区,2011,4080.2601,967.3224,23.7073710080394,256.4285,2650.91038933865
640000,宁夏回族自治区,2010,2940.5,936.9,31.9,175.51,1873
640000,宁夏回族自治区,2009,1952.0,741.2,38.0,103.2092,1392
640000,宁夏回族自治区,2008,1580.7,634.2,40.1,80.6249,1271
640000,宁夏回族自治区,2007,1231.0783,501.1974,40.7120651870803,56.8119,1133.52343807051
640000,宁夏回族自治区,2006,1140.5193,524.5342,46.0,53.563,1021
640000,宁夏回族自治区,2005,1049.3593,568.1176,54.1,59.0867,1040
640000,宁夏回族自治区,2004,941.9449,428.2518,45.5,39.7845,928.99784659399
640000,宁夏回族自治区,2003,754.9114,407.2811,54.0,34.4124,845
640000,宁夏回族自治区,2002,451.5,219.6,48.7,19.617,893
640000,宁夏回族自治区,2001,327.5472,190.7006,58.2,14.6742,769.49
640000,宁夏回族自治区,2000,258.6007,155.4554,60.1,10.7651,692.49
650000,新疆维吾尔自治区,2019,12970.2954,1116.6593,8.6,322.0746,2884
650000,新疆维吾尔自治区,2018,11574.7205,1183.488,10.2247652545908,334.4865,2826.27707251785
650000,新疆维吾尔自治区,2017,11597.2641,1680.4776,14.5,416.8508,2481
650000,新疆维吾尔自治区,2016,11530.5874,1695.9135,14.7,389.9505,2299
650000,新疆维吾尔自治区,2015,11465.438,1608.5828,14.0,369.9978,2300
650000,新疆维吾尔自治区,2014,11288.6539,2086.0806,18.4794451001815,489.7969,2347.9289342895
650000,新疆维吾尔自治区,2013,9459.5468,1722.1556,18.2054768205175,363.0162,2108
650000,新疆维吾尔自治区,2012,6896.5459,1736.1714,25.1745065598708,367.1886,2114.93289199442
650000,新疆维吾尔自治区,2011,5481.4422,1270.4801,23.1778435974386,207.3365,1631.95393615374
650000,新疆维吾尔自治区,2010,3980.8,1012.9,25.4,147.71,1458
650000,新疆维吾尔自治区,2009,3064.4,1032.7,33.7,153.0451,1482
650000,新疆维吾尔自治区,2008,2639.1,1049.3,39.8,136.8066,1304
650000,新疆维吾尔自治区,2007,2053.7566,890.5536,43.3621783613501,103.1901,1158.71857684928
650000,新疆维吾尔自治区,2006,1567.6957,679.0644,43.3,73.0686,1076
650000,新疆维吾尔自治区,2005,1371.149,717.4341,52.3,81.1257,1131
650000,新疆维吾尔自治区,2004,1282.3029,556.9858,43.4,62.3047,1118.60481900975
650000,新疆维吾尔自治区,2003,1382.1393,791.1446,57.2,91.0871,1151
650000,新疆维吾尔自治区,2002,1246.9,727.2,58.3,74.4595,1024
650000,新疆维吾尔自治区,2001,1433.5419,633.2526,44.2,59.4322,938.52
650000,新疆维吾尔自治区,2000,771.8644,330.1058,42.8,32.9195,997.24
