省份编码,省份,年份,房地产开发企业施工房屋面积(万平方米),房地产开发企业竣工房屋面积(万平方米),房地产开发企业房屋建筑面积竣工率(%),房地产开发企业竣工房屋价值(亿元),房地产开发企业竣工房屋造价(元/平方米)
110000,北京市,2019,12514.9895,1343.2804,10.7,669.3146,4983
110000,北京市,2018,12962.6071,1557.8973,12.0183948181227,651.4742,4181.75318745337
110000,北京市,2017,12412.7376,1466.6675,11.8,600.3518,4093
110000,北京市,2016,12976.003,2369.9489,18.3,839.9677,3544
110000,北京市,2015,12993.0815,2631.4518,20.3,965.547,3669
110000,北京市,2014,13588.0771,3054.1222,22.4764856537354,983.9955,3221.86027788934
110000,北京市,2013,13886.8667,2666.3519,19.2005292309748,781.2608,2930
110000,北京市,2012,13122.4915,2390.8593,18.2195530475291,736.772,3081.62006856698
110000,北京市,2011,12065.3755,2245.2369,18.6089268419371,629.9868,2805.88119676815
110000,北京市,2010,10300.86,2386.71,23.2,575.59,2412
110000,北京市,2009,9719.08,2678.55,27.6,644.5826,2406
110000,北京市,2008,10014.32,2557.99,25.5,671.2851,2624
110000,北京市,2007,10438.6471,2891.6528,27.701413528962,690.7771,2388.86598003744
110000,北京市,2006,10483.5299,3193.8941,30.5,764.2968,2393
110000,北京市,2005,10748.4959,3770.8765,35.1,812.0198,2153
110000,北京市,2004,9931.3115,3066.9879,30.9,552.6218,1801.83886607443
110000,北京市,2003,9070.656,2593.6478,28.6,461.8258,1781
110000,北京市,2002,7510.7,2384.4,31.7,422.3485,1771
110000,北京市,2001,5966.6658,1707.3527,28.6,315.8403,1849.88
110000,北京市,2000,4455.0029,1365.599,30.7,266.2474,1949.67
120000,天津市,2019,11453.4251,1655.5018,14.5,750.9363,4536
120000,天津市,2018,10324.3719,2092.2248,20.2649112242847,831.2382,3972.98703275097
120000,天津市,2017,8795.8217,2023.4119,23.0,741.3427,3664
120000,天津市,2016,9349.7556,2914.252,31.2,1081.1967,3710
120000,天津市,2015,10230.2165,2903.5719,28.4,885.8261,3051
120000,天津市,2014,10652.3679,2924.8176,27.4569713274736,759.4222,2596.47712732582
120000,天津市,2013,10892.1748,2805.3693,25.7558233457656,749.0533,2670
120000,天津市,2012,9864.2247,2542.7456,25.7774501020846,644.0908,2533.05246108773
120000,天津市,2011,9233.9821,2102.7954,22.7723573343293,663.0733,3153.29441941903
120000,天津市,2010,7160.84,2098.55,29.3,670.67,3196
120000,天津市,2009,6052.16,1902.06,31.4,519.9962,2734
120000,天津市,2008,5704.27,1799.37,31.5,403.8747,2245
120000,天津市,2007,4836.4905,1704.3621,35.2396453585508,442.378,2595.5634662376
120000,天津市,2006,4142.5979,1520.237,36.7,353.7483,2327
120000,天津市,2005,3470.5658,1479.2173,42.6,207.9119,1406
120000,天津市,2004,2865.5499,1108.1319,38.7,249.2781,2249.53455450565
120000,天津市,2003,2314.425,911.2742,39.4,119.977,1317
120000,天津市,2002,2135.6,746.4,35.0,72.4976,971
120000,天津市,2001,1863.4825,690.4819,37.1,70.5326,1021.5
120000,天津市,2000,1783.0041,583.5145,32.7,56.5469,969.07
130000,河北省,2019,29852.965,2679.9607,9.0,690.5227,2577
130000,河北省,2018,28172.0613,2390.4077,8.48502945718069,623.0615,2606.50724978839
130000,河北省,2017,30318.3178,3416.0033,11.3,971.3242,2843
130000,河北省,2016,30476.7767,4287.7829,14.1,1139.3112,2657
130000,河北省,2015,30434.756,4039.3067,13.3,1253.8694,3104
130000,河北省,2014,31628.3855,4037.5633,12.7656319985097,1138.4128,2819.55406123292
130000,河北省,2013,29949.1173,4437.0153,14.8151788767411,1199.1098,2703
130000,河北省,2012,27577.8302,4894.5621,17.7481769396056,1132.486,2313.76367663207
130000,河北省,2011,26670.8108,5180.5091,19.4238905552883,1282.0847,2474.82375815149
130000,河北省,2010,20700.0,3614.7,17.5,816.11,2258
130000,河北省,2009,12753.0,2211.7,17.3,464.226,2099
130000,河北省,2008,8958.1,1663.6,18.6,316.6034,1903
130000,河北省,2007,5821.8691,1342.6446,23.0620884279243,221.1889,1647.41212976241
130000,河北省,2006,4769.5028,1378.8866,28.9,196.2323,1423
130000,河北省,2005,3820.9624,1129.9215,29.6,137.4134,1216
130000,河北省,2004,3268.6529,820.7034,25.1,99.2051,1208.78139410657
130000,河北省,2003,2908.6817,1207.2712,41.5,131.4185,1089
130000,河北省,2002,2140.8,839.0,39.2,88.807,1058
130000,河北省,2001,2020.7409,848.8313,42.0,76.8997,905.95
130000,河北省,2000,1670.0041,771.3128,46.2,69.3774,899.47
140000,山西省,2019,19548.5452,2739.2161,14.0,859.3701,3137
140000,山西省,2018,16949.5583,1407.9469,8.30668785038487,372.6053,2646.44426576031
140000,山西省,2017,16473.3982,1969.9186,12.0,529.4611,2688
140000,山西省,2016,17069.2512,2683.5885,15.7,785.5668,2927
140000,山西省,2015,15734.4838,2114.487,13.4,571.3194,2702
140000,山西省,2014,15476.8857,2182.4825,14.1015611428855,655.3049,3002.56657269875
140000,山西省,2013,14040.0463,2284.8204,16.2735959068739,498.4611,2182
140000,山西省,2012,11714.2849,1732.9943,14.7938548088411,399.2377,2303.7450267436
140000,山西省,2011,9307.9577,2110.4271,22.6733636746115,391.882,1856.88479834248
140000,山西省,2010,7599.8,1203.7,15.8,208.1,1729
140000,山西省,2009,5486.7,861.1,15.7,160.5422,1864
140000,山西省,2008,3895.9,920.5,23.6,133.1125,1446
140000,山西省,2007,3383.2934,796.8524,23.5525656746175,117.9739,1480.49877242009
140000,山西省,2006,3100.9222,674.6851,21.8,91.0632,1350
140000,山西省,2005,2266.532,667.2519,29.4,91.7262,1375
140000,山西省,2004,1603.7222,477.1168,29.8,58.0712,1217.12754612707
140000,山西省,2003,1294.595,482.5718,37.3,54.4055,1127
140000,山西省,2002,994.2,447.0,45.0,49.2457,1102
140000,山西省,2001,815.5734,374.1087,45.9,34.2613,915.81
140000,山西省,2000,789.5159,306.3739,38.8,24.5472,801.22
150000,内蒙古自治区,2019,15889.0841,950.5595,6.0,253.6042,2668
150000,内蒙古自治区,2018,15053.7132,1415.7213,9.40446573673265,335.8405,2372.22184903201
150000,内蒙古自治区,2017,15815.4096,1714.2379,10.8,429.3141,2504
150000,内蒙古自治区,2016,16906.2835,1664.0162,9.8,415.3751,2496
150000,内蒙古自治区,2015,17641.2842,1697.1617,9.6,459.8212,2709
150000,内蒙古自治区,2014,18474.1712,2012.084,10.8913356827612,538.7879,2677.76047123281
150000,内蒙古自治区,2013,18624.3206,2638.243,14.1655798171773,629.5327,2386
150000,内蒙古自治区,2012,16507.3986,2449.13,14.8365594079736,525.1295,2144.14710529862
150000,内蒙古自治区,2011,15895.2844,2519.3797,15.8498560742958,510.9079,2027.91147360598
150000,内蒙古自治区,2010,11535.3,2297.7,19.9,442.45,1926
150000,内蒙古自治区,2009,8288.4,2314.8,27.9,408.3596,1764
150000,内蒙古自治区,2008,7099.1,1981.4,27.9,287.9768,1453
150000,内蒙古自治区,2007,5272.67,1832.9129,34.7625187997732,240.7903,1313.70290426785
150000,内蒙古自治区,2006,3601.4811,1332.8459,37.0,149.226,1120
150000,内蒙古自治区,2005,2111.3356,897.1219,42.5,97.8783,1091
150000,内蒙古自治区,2004,1429.1998,614.3769,43.0,62.7004,1020.55269330601
150000,内蒙古自治区,2003,1176.0178,615.9137,52.4,53.0759,862
150000,内蒙古自治区,2002,1085.7,583.4,53.7,51.7317,887
150000,内蒙古自治区,2001,997.7198,515.3863,51.7,44.9042,871.27
150000,内蒙古自治区,2000,704.3541,412.9042,58.6,32.9269,797.45
210000,辽宁省,2019,23787.4897,1817.6275,7.6,622.9841,3427
210000,辽宁省,2018,24216.8269,2273.8518,9.38955301365267,585.1669,2573.46103206902
210000,辽宁省,2017,25906.8855,2788.2815,10.8,846.8007,3037
210000,辽宁省,2016,26364.1071,2709.294,10.3,788.1953,2909
210000,辽宁省,2015,29283.1818,3237.5321,11.1,910.1806,2811
210000,辽宁省,2014,38616.8838,6146.9634,15.9178131302247,1548.4701,2519.08137276366
210000,辽宁省,2013,41625.603,6151.9737,14.7793022962334,1490.8128,2423
210000,辽宁省,2012,38502.022,6438.1534,16.7215981539879,1547.4814,2403.61063779561
210000,辽宁省,2011,34364.2598,6322.781,18.3992934426599,1517.642,2400.27608104725
210000,辽宁省,2010,26831.1,4497.4,16.8,971.14,2159
210000,辽宁省,2009,18579.1,4031.7,21.7,752.4878,1866
210000,辽宁省,2008,14904.6,3826.1,25.7,639.9392,1673
210000,辽宁省,2007,11615.1098,3129.8826,26.9466466860262,445.3006,1422.73898707894
210000,辽宁省,2006,8578.8003,2888.8399,33.7,385.887,1336
210000,辽宁省,2005,7058.9302,2443.9041,34.6,293.1979,1200
210000,辽宁省,2004,6123.1924,2064.4433,33.7,241.7812,1171.16900231651
210000,辽宁省,2003,5314.109,2139.6962,40.3,230.1203,1075
210000,辽宁省,2002,4754.1,1984.3,41.7,206.1219,1039
210000,辽宁省,2001,3971.5107,1843.0055,46.4,181.8389,986.64
210000,辽宁省,2000,3301.8042,1618.9513,49.0,150.7495,931.16
220000,吉林省,2019,12403.7278,1222.1689,9.9,335.3017,2743
220000,吉林省,2018,12079.5211,1519.9622,12.5829673827053,354.7613,2334.01396429464
220000,吉林省,2017,11887.3322,1478.8454,12.4,335.8238,2271
220000,吉林省,2016,11797.3267,1351.6462,11.5,313.7907,2322
220000,吉林省,2015,11566.4727,1287.3999,11.1,307.8451,2391
220000,吉林省,2014,12268.4388,1573.8605,12.8285312064319,327.5365,2081.10248652914
220000,吉林省,2013,12181.2769,2253.6496,18.5009307193403,501.408,2225
220000,吉林省,2012,10935.7999,1927.8702,17.6289820372445,385.9528,2001.96465508933
220000,吉林省,2011,9123.4149,1878.9327,20.5946207707818,381.8877,2032.47141315918
220000,吉林省,2010,7069.5,2030.5,28.7,340.22,1676
220000,吉林省,2009,5369.4,1469.6,27.4,211.9185,1442
220000,吉林省,2008,4965.1,1549.1,31.2,215.0726,1388
220000,吉林省,2007,4370.0329,1291.7989,29.5603930121441,149.1595,1154.66501790642
220000,吉林省,2006,2846.7199,934.8495,32.8,112.3185,1201
220000,吉林省,2005,1889.9925,622.759,33.0,67.6039,1086
220000,吉林省,2004,1545.1939,484.5788,31.4,53.4146,1102.28924583577
220000,吉林省,2003,1437.7363,710.9851,49.5,82.0176,1154
220000,吉林省,2002,1463.9,755.9,51.6,86.8339,1149
220000,吉林省,2001,1257.2972,628.6898,50.0,68.1602,1084.16
220000,吉林省,2000,781.1364,464.8128,59.5,45.025,968.67
230000,黑龙江省,2019,11441.1959,1204.081,10.5,294.495,2446
230000,黑龙江省,2018,10588.2476,1203.4634,11.3660300123696,287.7116,2390.69671749054
230000,黑龙江省,2017,10328.4678,1651.172,16.0,396.2224,2400
230000,黑龙江省,2016,10865.7453,2375.6095,21.9,599.7454,2525
230000,黑龙江省,2015,12410.354,2924.207,23.6,675.3274,2309
230000,黑龙江省,2014,14218.0884,3000.9026,21.1062311301989,730.006,2432.62143862983
230000,黑龙江省,2013,13567.3668,2932.701,21.6158451616418,642.3877,2190
230000,黑龙江省,2012,13484.9706,3245.7265,24.0692145075941,641.5407,1976.57042267733
230000,黑龙江省,2011,12122.9416,3231.3443,26.6547873166361,536.3254,1659.75937630664
230000,黑龙江省,2010,7532.9,2645.8,35.1,454.53,1718
230000,黑龙江省,2009,4521.3,1888.3,41.8,307.423,1628
230000,黑龙江省,2008,3611.1,1404.7,38.9,167.9129,1195
230000,黑龙江省,2007,3301.7345,1595.6174,48.3266416485032,224.1018,1404.48330533372
230000,黑龙江省,2006,3106.4526,1398.1158,45.0,171.9662,1230
230000,黑龙江省,2005,2630.4651,1305.025,49.6,142.149,1089
230000,黑龙江省,2004,2260.1069,942.8651,41.7,102.8423,1090.74246146135
230000,黑龙江省,2003,1900.032,883.4762,46.5,86.9686,984
230000,黑龙江省,2002,1589.6,803.6,50.6,74.6915,929
230000,黑龙江省,2001,1768.5892,1013.8189,57.3,95.672,943.68
230000,黑龙江省,2000,1451.3563,827.863,57.0,74.9084,904.84
310000,上海市,2019,14802.9679,2669.6731,18.0,1833.6474,6868
310000,上海市,2018,14672.3695,3115.7618,21.2355734361788,1941.0371,6229.73521274958
310000,上海市,2017,15362.2465,3387.5601,22.1,2054.3056,6064
310000,上海市,2016,15111.2403,2550.6443,16.9,1472.3334,5772
310000,上海市,2015,15095.3336,2647.176,17.5,1488.3185,5622
310000,上海市,2014,14690.1763,2313.292,15.747203796322,1058.4155,4575.3648912459
310000,上海市,2013,13516.5832,2254.435,16.6790302448625,1052.7593,4670
310000,上海市,2012,13249.9656,2305.0586,17.3967138450533,1060.0726,4598.89653130727
310000,上海市,2011,13033.1656,2384.3341,18.2943589698576,1143.5218,4795.97972448576
310000,上海市,2010,11295.03,1941.25,17.2,779.93,4018
310000,上海市,2009,9949.45,2104.98,21.2,705.8034,3353
310000,上海市,2008,10784.23,2570.74,23.8,644.6624,2508
310000,上海市,2007,10766.7161,3380.1197,31.3941564782227,1038.9814,3073.80061126238
310000,上海市,2006,10938.7533,3274.265,29.9,1011.3117,3089
310000,上海市,2005,10462.3908,3095.7351,29.6,946.7702,3058
310000,上海市,2004,9481.6073,3443.0213,36.3,1034.9159,3005.83647275142
310000,上海市,2003,8267.5106,2491.8375,30.1,745.2427,2991
310000,上海市,2002,6857.0,1984.7,28.9,424.0845,2137
310000,上海市,2001,5986.1762,1791.3627,29.9,379.4194,2118.05
310000,上海市,2000,5523.2286,1643.6222,29.8,355.7851,2164.64
320000,江苏省,2019,65686.7508,9369.0823,14.3,3928.2837,4193
320000,江苏省,2018,62673.4699,8536.2697,13.6202283256699,3294.5342,3859.45420632621
320000,江苏省,2017,59464.2268,9581.7259,16.1,3429.3464,3579
320000,江苏省,2016,58761.7302,10073.9645,17.1,3678.2414,3651
320000,江苏省,2015,58118.4419,10296.9592,17.7,3502.9989,3402
320000,江苏省,2014,57637.7193,9620.4748,16.6912829252076,2978.1718,3095.65989404182
320000,江苏省,2013,52574.1736,9711.5969,18.4721817481882,2975.5109,3064
320000,江苏省,2012,45097.5382,9848.4031,21.8380060045051,2746.907,2789.19025968789
320000,江苏省,2011,40500.2655,8448.2383,20.8597109073273,2242.0141,2653.82440739154
320000,江苏省,2010,35106.9,8696.3,24.8,2307.27,2653
320000,江苏省,2009,29953.9,8442.8,28.2,1926.1652,2281
320000,江苏省,2008,28963.3,8265.5,28.5,1551.8372,1877
320000,江苏省,2007,23221.5455,6340.7506,27.3054633680605,1018.4981,1606.27371150665
320000,江苏省,2006,19108.2468,5933.5128,31.1,891.4924,1502
320000,江苏省,2005,15619.2615,5500.1205,35.2,758.78,1380
320000,江苏省,2004,12316.1751,3906.3255,31.7,489.3539,1252.7217713936
320000,江苏省,2003,8924.7443,3120.2334,35.0,326.1003,1045
320000,江苏省,2002,6115.8,2696.7,44.1,269.9623,1001
320000,江苏省,2001,4858.4723,2341.9005,48.2,231.7662,989.65
320000,江苏省,2000,4268.4512,2143.2168,50.2,197.4602,921.33
330000,浙江省,2019,49604.6058,5738.8158,11.6,2518.3191,4388
330000,浙江省,2018,44537.0601,5189.6734,11.6524830968805,2219.0178,4275.8332345153
330000,浙江省,2017,41236.2362,6884.1823,16.7,2809.7354,4081
330000,浙江省,2016,41609.7772,7925.3964,19.0,3079.6117,3886
330000,浙江省,2015,41687.3315,5892.8554,14.1,2301.6405,3906
330000,浙江省,2014,42144.3525,6390.1724,15.1625829344513,2291.5578,3586.06569049686
330000,浙江省,2013,37647.2402,4692.3435,12.463977372769,1529.2537,3259
330000,浙江省,2012,33422.9728,4292.935,12.8442644096578,1242.8699,2895.1519182098
330000,浙江省,2011,29927.3917,4528.5858,15.1319094072605,1251.924,2764.49217325197
330000,浙江省,2010,23781.9,4115.8,17.3,1068.33,2596
330000,浙江省,2009,19932.7,3843.8,19.3,853.5363,2221
330000,浙江省,2008,19273.3,4458.3,23.1,950.7644,2133
330000,浙江省,2007,18370.1512,4100.1313,22.3195294113856,836.5366,2040.26783239844
330000,浙江省,2006,16970.0779,3877.4688,22.8,651.2204,1679
330000,浙江省,2005,15651.7364,4130.8025,26.4,671.4589,1625
330000,浙江省,2004,13858.9497,3195.345,23.1,484.9211,1517.5860509585
330000,浙江省,2003,10804.7647,3214.8543,29.8,478.1533,1487
330000,浙江省,2002,8190.3,2660.6,32.5,355.3996,1336
330000,浙江省,2001,6371.7938,2053.89,32.2,255.5207,1244.08
330000,浙江省,2000,4612.5393,1676.8814,36.4,205.946,1228.15
340000,安徽省,2019,43591.15,5673.895,13.0,1721.3541,3034
340000,安徽省,2018,41128.3418,4488.3987,10.9131525939614,1309.2559,2916.97771857923
340000,安徽省,2017,39169.2399,4747.7129,12.1,1269.5968,2674
340000,安徽省,2016,35645.4421,5382.9529,15.1,1544.3662,2869
340000,安徽省,2015,34244.6664,5537.7383,16.2,1499.2915,2707
340000,安徽省,2014,33479.1055,5196.3666,15.5212229311204,1416.1897,2725.34601388593
340000,安徽省,2013,30235.2047,5180.3477,17.1334963708713,1341.8215,2590
340000,安徽省,2012,24836.0596,3965.3918,15.9662678535366,955.3219,2409.14882610087
340000,安徽省,2011,20785.8045,3628.7297,17.4577303466893,803.0481,2213.02815693327
340000,安徽省,2010,17620.0,3026.7,17.2,679.22,2244
340000,安徽省,2009,14165.5,2861.2,20.2,555.1872,1940
340000,安徽省,2008,11729.4,2541.1,21.7,410.8986,1617
340000,安徽省,2007,8943.5108,2341.6047,26.1821643911919,328.2303,1401.73232484544
340000,安徽省,2006,7062.4112,2067.2297,29.3,255.306,1235
340000,安徽省,2005,5306.9197,1816.8563,34.2,202.7587,1116
340000,安徽省,2004,4362.3311,1685.002,38.6,164.9797,979.106849724807
340000,安徽省,2003,3140.0974,1326.2104,42.2,109.4037,825
340000,安徽省,2002,2403.5,1062.5,44.2,80.977,762
340000,安徽省,2001,2013.6793,957.0235,47.5,65.8362,687.93
340000,安徽省,2000,1687.1598,759.3316,45.0,53.1122,699.46
350000,福建省,2019,34140.1806,2882.2875,8.4,905.2729,3141
350000,福建省,2018,32825.9652,3739.0226,11.3904422222442,1137.7918,3043.01931740129
350000,福建省,2017,31939.5539,4266.6948,13.4,1305.5635,3060
350000,福建省,2016,31064.1415,3665.2544,11.8,1009.595,2755
350000,福建省,2015,30891.1382,3436.5611,11.1,938.6979,2732
350000,福建省,2014,30051.7652,3583.5672,11.924647940481,883.6296,2465.78214020934
350000,福建省,2013,26287.2821,3369.7633,12.818987094904,815.5744,2420
350000,福建省,2012,21121.4992,2232.7799,10.57112413687,506.6161,2268.99256841214
350000,福建省,2011,18937.9769,2651.7102,14.0020774869569,533.8342,2013.16946323923
350000,福建省,2010,14189.7,2242.5,15.8,415.32,1852
350000,福建省,2009,11668.2,2240.3,19.2,358.5341,1600
350000,福建省,2008,11459.7,1906.2,16.6,293.1748,1538
350000,福建省,2007,9651.5751,1711.3301,17.7310965543852,236.5283,1382.13136086369
350000,福建省,2006,6992.7367,1408.3224,20.1,193.2449,1372
350000,福建省,2005,6107.7475,1576.1561,25.8,199.7996,1268
350000,福建省,2004,5795.6915,1523.9066,26.3,177.8061,1166.77820018628
350000,福建省,2003,4891.0382,1362.9517,27.9,151.727,1113
350000,福建省,2002,4114.6,1323.5,32.2,137.279,1037
350000,福建省,2001,3717.31,1280.7924,34.5,142.6176,1113.51
350000,福建省,2000,3422.8829,1009.3621,29.5,117.7552,1166.63
360000,江西省,2019,23556.9754,2230.758,9.5,634.9426,2846
360000,江西省,2018,20738.6482,2031.7611,9.79697943861163,519.9153,2558.93913905528
360000,江西省,2017,18806.7881,1854.3973,9.9,441.2176,2379
360000,江西省,2016,16427.2471,1635.6119,10.0,413.9178,2531
360000,江西省,2015,15293.6025,1907.8851,12.5,505.8966,2652
360000,江西省,2014,13332.6437,1871.7917,14.0391638906543,447.5375,2390.95781865044
360000,江西省,2013,11995.67,1790.2613,14.9242293260818,386.2584,2158
360000,江西省,2012,9465.6342,1747.4817,18.4613271871419,369.7797,2116.0719451311
360000,江西省,2011,8461.3832,1906.0642,22.5266266158469,348.359,1827.63518668469
360000,江西省,2010,7229.9,1817.7,25.1,301.12,1657
360000,江西省,2009,6755.6,1646.8,24.4,234.665,1425
360000,江西省,2008,6344.7,1586.7,25.0,203.7908,1284
360000,江西省,2007,5452.4182,1626.0565,29.8226665738883,163.6535,1006.44411802419
360000,江西省,2006,4625.5907,1621.5126,35.1,140.5253,867
360000,江西省,2005,4508.1594,1561.5388,34.6,130.9904,839
360000,江西省,2004,3325.1961,1155.7208,34.8,88.5712,766.371947273078
360000,江西省,2003,2577.9467,1055.4546,40.9,78.2784,742
360000,江西省,2002,1678.7,688.2,41.0,45.6033,663
360000,江西省,2001,1152.7578,546.2405,47.4,35.1805,644.05
360000,江西省,2000,896.6158,402.7996,44.9,26.3455,654.06
370000,山东省,2019,75767.422,10179.2488,13.4,2717.071,2669
370000,山东省,2018,69063.0604,10512.5693,15.2216962861379,2483.1886,2362.11389350841
370000,山东省,2017,63563.2428,8429.0627,13.3,1987.4638,2358
370000,山东省,2016,59957.0661,8253.4995,13.8,1873.7044,2270
370000,山东省,2015,57206.4425,8277.7598,14.5,1909.3419,2307
370000,山东省,2014,54508.4463,7787.3097,14.2864275696664,1786.0203,2293.5010533869
