省份编码,省份,年份,房地产开发企业待开发土地面积(万平方米),房地产开发企业购置土地面积(万平方米),房地产开发企业土地成交价款(亿元),房地产开发企业土地购置费用(亿元)
130000,河北省,2011,790.204,2799.587,378.4657,408.9845
130000,河北省,2010,630.4,3024.2,462.9,368.3
130000,河北省,2009,501.2,2022.7,222.2221,217.8
130000,河北省,2008,806.8,1947.6,177.0223,175.5
130000,河北省,2007,728.2255,1483.5647,138.7652,147.7613
130000,河北省,2006,714.3849,1040.265,66.1977,66.1977
130000,河北省,2005,216.0132,968.5693,58.5438,49.37
130000,河北省,2004,,1264.2339,51.6064,48.5
130000,河北省,2003,266.5509,1040.3237,43.1281,38.25
130000,河北省,2002,231.0,986.1,,32.9
130000,河北省,2001,87.0354,612.0386,,
130000,河北省,2000,122.9561,415.0908,,
140000,山西省,2019,838.0528,566.3619,270.7788,446.0481
140000,山西省,2018,646.2247,287.8012,81.9416,328.9014
140000,山西省,2017,468.0378,269.3876,95.5496,189.8521
140000,山西省,2016,603.2882,351.7434,127.9931,169.567
140000,山西省,2015,840.3052,431.6647,84.8384,163.2686
140000,山西省,2014,818.5079,431.7085,65.4614,160.4992
140000,山西省,2013,988.9894,875.9043,144.4124,107.9909
140000,山西省,2012,618.8455,718.3623,97.3876,117.6101
140000,山西省,2011,528.693,697.6911,89.8007,94.2873
140000,山西省,2010,588.8,874.4,85.8,92.5
140000,山西省,2009,462.7,614.7,62.5243,75.7
140000,山西省,2008,443.9,764.6,73.8526,68.1
140000,山西省,2007,382.3636,532.0983,55.7942,38.5885
140000,山西省,2006,307.0654,415.066,23.9779,23.9779
140000,山西省,2005,256.2197,519.0685,32.2365,23.77
140000,山西省,2004,,456.8186,23.7535,17.5027
140000,山西省,2003,118.1529,364.2975,19.1659,14.07
140000,山西省,2002,184.1,321.0,,12.5
140000,山西省,2001,138.3398,236.4277,,
140000,山西省,2000,76.7425,117.7584,,
150000,内蒙古自治区,2019,622.8077,447.476,117.5558,201.1897
150000,内蒙古自治区,2018,539.0157,362.5915,56.9139,118.6566
150000,内蒙古自治区,2017,295.2541,283.9758,44.3369,68.5455
150000,内蒙古自治区,2016,511.548,230.2788,32.5176,77.8933
150000,内蒙古自治区,2015,468.6344,316.2699,52.6223,87.6202
150000,内蒙古自治区,2014,508.7652,534.4826,87.1948,154.4806
150000,内蒙古自治区,2013,629.6604,837.6279,129.2228,177.2684
150000,内蒙古自治区,2012,538.5174,902.7554,107.6231,135.3175
150000,内蒙古自治区,2011,516.1183,1634.6616,129.9322,185.1536
150000,内蒙古自治区,2010,614.0,1993.0,164.0,129.9
150000,内蒙古自治区,2009,749.2,1109.3,141.8094,108.9
150000,内蒙古自治区,2008,570.3,1770.6,104.419,105.5
150000,内蒙古自治区,2007,754.2673,1817.9634,81.7231,71.3319
150000,内蒙古自治区,2006,380.1456,1309.7205,62.5107,62.5107
150000,内蒙古自治区,2005,141.3859,1004.506,37.9235,26.31
150000,内蒙古自治区,2004,,740.5698,20.2333,17.8438
150000,内蒙古自治区,2003,7.5959,521.2968,17.1374,15.56
150000,内蒙古自治区,2002,60.7,271.1,,10.5
150000,内蒙古自治区,2001,32.8958,338.0355,,
150000,内蒙古自治区,2000,14.1291,167.8755,,
210000,辽宁省,2019,1875.3214,825.5147,347.0259,1104.8315
210000,辽宁省,2018,1679.0272,809.8649,294.7261,950.8556
210000,辽宁省,2017,1222.3286,510.6106,117.0972,304.3357
210000,辽宁省,2016,989.6456,654.5211,127.5173,258.0991
210000,辽宁省,2015,1033.8836,957.0237,246.0688,308.16
210000,辽宁省,2014,1470.8346,1670.848,411.2281,535.1452
210000,辽宁省,2013,2006.1519,2502.2721,566.8331,569.5472
210000,辽宁省,2012,1720.9875,3199.522,491.8076,740.5576
210000,辽宁省,2011,1805.6793,3446.2683,531.2808,522.5988
210000,辽宁省,2010,1415.3,3134.6,487.9,508.0
210000,辽宁省,2009,1124.8,2086.9,293.6827,360.7
210000,辽宁省,2008,1709.3,2953.8,308.0834,300.2
210000,辽宁省,2007,1214.5828,3323.581,289.9565,197.1841
210000,辽宁省,2006,654.7857,2316.9051,206.5722,206.5722
210000,辽宁省,2005,417.4648,2432.8114,203.4432,168.23
210000,辽宁省,2004,,2138.8709,186.2626,130.4291
210000,辽宁省,2003,721.8702,1668.6606,139.5759,102.42
210000,辽宁省,2002,168.4,1384.7,,58.1
210000,辽宁省,2001,185.7943,1107.1769,,
210000,辽宁省,2000,298.1299,1019.3174,,
220000,吉林省,2019,675.2437,494.9227,130.0142,311.8043
220000,吉林省,2018,496.9645,769.1071,227.2889,244.5803
220000,吉林省,2017,307.4929,668.1182,176.3287,119.3018
220000,吉林省,2016,293.6978,699.5894,157.9042,139.5225
220000,吉林省,2015,380.7118,793.1897,191.7186,150.2936
220000,吉林省,2014,364.596,928.4006,188.7529,155.2022
220000,吉林省,2013,410.2454,1143.945,205.7201,173.5697
220000,吉林省,2012,245.611,1539.0069,277.6751,225.5877
220000,吉林省,2011,272.6161,1516.4039,241.9295,186.8331
220000,吉林省,2010,97.8,861.3,108.8,125.3
220000,吉林省,2009,24.7,723.9,67.6348,71.3
220000,吉林省,2008,112.9,807.9,57.8294,56.9
220000,吉林省,2007,102.6786,1040.2731,75.1129,58.7676
220000,吉林省,2006,65.351,686.5153,40.7611,40.7611
220000,吉林省,2005,13.5463,604.8726,26.7825,24.33
220000,吉林省,2004,,485.9919,25.7114,24.7
220000,吉林省,2003,6.9947,356.267,19.0923,18.89
220000,吉林省,2002,11.1,243.2,,7.9
220000,吉林省,2001,35.15,177.8958,,
220000,吉林省,2000,44.0932,125.5953,,
230000,黑龙江省,2019,236.087,311.9241,116.508,277.9848
230000,黑龙江省,2018,222.9924,246.0593,80.0528,159.5565
230000,黑龙江省,2017,195.719,246.2255,50.3152,87.5052
230000,黑龙江省,2016,101.1155,161.2034,37.3357,83.2675
230000,黑龙江省,2015,192.6565,270.396,54.106,99.4961
230000,黑龙江省,2014,302.4129,416.5769,68.8884,167.1406
230000,黑龙江省,2013,316.7866,655.6746,88.2284,125.3332
230000,黑龙江省,2012,347.6368,929.9142,127.5964,150.9508
230000,黑龙江省,2011,505.2481,1860.6548,288.5173,153.0448
230000,黑龙江省,2010,172.4,1174.3,87.8,90.7
230000,黑龙江省,2009,214.7,833.3,78.3111,74.3
230000,黑龙江省,2008,319.7,871.0,88.3432,89.6
230000,黑龙江省,2007,152.7425,704.3255,52.4795,46.6463
230000,黑龙江省,2006,149.106,619.7941,27.7692,27.7692
230000,黑龙江省,2005,104.9171,692.5485,38.9433,32.44
230000,黑龙江省,2004,,544.1586,29.7351,30.2887
230000,黑龙江省,2003,202.4355,494.3627,34.3365,26.57
230000,黑龙江省,2002,70.4,389.2,,23.9
230000,黑龙江省,2001,18.182,217.7103,,
230000,黑龙江省,2000,8.2453,256.4674,,
310000,上海市,2019,393.1532,144.8144,243.261,1963.51
310000,上海市,2018,384.8702,144.5799,221.8451,1846.1378
310000,上海市,2017,409.9368,179.729,384.5285,1523.0465
310000,上海市,2016,440.1728,229.1134,375.123,1208.2833
310000,上海市,2015,682.1243,263.394,179.9791,1004.4051
310000,上海市,2014,648.1475,313.1804,395.6299,873.6124
310000,上海市,2013,708.252,421.744,279.1238,588.8399
310000,上海市,2012,350.2341,300.6176,135.085,390.5305
310000,上海市,2011,317.9885,636.3461,238.6311,421.9724
310000,上海市,2010,315.4,432.4,257.8,449.3
310000,上海市,2009,414.1,184.92,74.6447,213.9
310000,上海市,2008,525.0,326.36,125.2237,220.6
310000,上海市,2007,543.4763,141.4358,27.6272,131.0242
310000,上海市,2006,575.8178,524.5642,94.0308,94.0308
310000,上海市,2005,626.6256,754.3176,119.6881,170.37
310000,上海市,2004,,1038.7569,209.5525,172.1343
310000,上海市,2003,205.9215,1469.1,94.1225,173.31
310000,上海市,2002,1429.0,1010.3,,139.9
310000,上海市,2001,829.4635,739.0283,,
310000,上海市,2000,875.3316,592.6607,,
320000,江苏省,2019,2966.9248,1734.5985,1695.0211,4552.6269
320000,江苏省,2018,4455.258,2508.7674,1723.8971,3892.1968
320000,江苏省,2017,3627.8568,2160.6516,1645.7712,2586.9912
320000,江苏省,2016,3445.4656,1736.9002,845.4737,1835.0279
320000,江苏省,2015,4044.9141,1693.3466,530.4223,1505.172
320000,江苏省,2014,5373.4121,3454.2666,1094.5523,1745.9295
320000,江苏省,2013,5872.5002,4207.7433,1084.2075,1262.7037
320000,江苏省,2012,4887.3275,3070.9986,776.8935,1140.4552
320000,江苏省,2011,4504.806,2693.6689,693.2072,1257.4113
320000,江苏省,2010,3798.8,2055.7,613.8,960.4
320000,江苏省,2009,4524.0,1857.9,339.8255,560.5
320000,江苏省,2008,5895.1,3296.0,560.8337,770.0
320000,江苏省,2007,5197.1433,3509.3744,548.6616,572.5831
320000,江苏省,2006,4794.5295,2983.9527,382.3476,382.3476
320000,江苏省,2005,3981.338,2848.7976,319.0213,324.21
320000,江苏省,2004,,4127.181,364.3671,290.1892
320000,江苏省,2003,2060.1874,3219.2557,303.4139,220.66
320000,江苏省,2002,1344.1,2239.7,,125.5
320000,江苏省,2001,1123.7483,1677.4487,,
320000,江苏省,2000,928.335,1395.9802,,
330000,浙江省,2019,1804.3056,1686.4832,1860.4576,5364.0232
330000,浙江省,2018,1765.4265,3026.0158,3002.8192,5597.8481
330000,浙江省,2017,1139.9394,2248.8686,2102.7906,3353.6667
330000,浙江省,2016,1125.3447,1302.9621,967.7765,2634.3725
330000,浙江省,2015,1302.7234,1012.5798,574.9259,2510.4828
330000,浙江省,2014,1770.4622,1887.9208,964.4945,2680.5913
330000,浙江省,2013,1460.7458,1760.7329,1006.734,2121.7263
330000,浙江省,2012,1908.6942,1256.1137,650.29,1948.7536
330000,浙江省,2011,2614.0482,2188.8002,1047.0048,1379.6939
330000,浙江省,2010,1488.9,1959.9,979.9,1138.0
330000,浙江省,2009,1310.9,1308.3,780.8189,697.1
330000,浙江省,2008,2059.5,1834.3,460.0122,604.4
330000,浙江省,2007,1421.4785,1829.2615,495.5572,631.8669
330000,浙江省,2006,1418.1629,1891.1172,428.9791,428.9791
330000,浙江省,2005,730.5931,1801.8722,365.4025,416.41
330000,浙江省,2004,,2339.3744,420.9075,410.39
330000,浙江省,2003,1509.3335,3407.9357,468.7362,339.0
330000,浙江省,2002,1624.4,3639.6,,252.1
330000,浙江省,2001,928.7154,2359.4428,,
330000,浙江省,2000,1056.4669,1777.1479,,
340000,安徽省,2019,2448.8022,3094.5421,1350.2994,2127.1138
340000,安徽省,2018,3016.5213,2938.9847,1337.7065,1679.7489
340000,安徽省,2017,3229.7858,3776.5373,1664.3792,1120.3689
340000,安徽省,2016,2560.3242,2142.7047,660.3629,622.0761
340000,安徽省,2015,2472.3537,1805.9358,479.3219,641.9885
340000,安徽省,2014,3024.1701,3029.5843,711.0157,832.8848
340000,安徽省,2013,3051.3926,2760.1817,641.6324,651.477
340000,安徽省,2012,2558.4055,2618.7806,473.9616,525.2699
340000,安徽省,2011,2369.7037,3294.9901,602.7044,567.3485
340000,安徽省,2010,1235.1,2451.0,352.3,517.2
340000,安徽省,2009,1828.1,1918.6,235.6231,292.0
340000,安徽省,2008,2924.5,2248.5,214.462,269.9
340000,安徽省,2007,2522.5544,2252.2575,174.5016,170.6772
340000,安徽省,2006,2862.6335,1693.4978,105.9127,105.9127
340000,安徽省,2005,1504.0557,1896.3867,119.5393,100.53
340000,安徽省,2004,,2173.7219,113.5785,88.1757
340000,安徽省,2003,827.5545,1607.3808,71.8305,55.85
340000,安徽省,2002,597.3,1182.7,,30.9
340000,安徽省,2001,399.2852,746.099,,
340000,安徽省,2000,343.774,641.304,,
350000,福建省,2019,1263.9881,1031.7028,779.2793,2151.9094
350000,福建省,2018,1087.1792,1286.8199,1165.0719,1968.5177
350000,福建省,2017,858.4499,916.4358,758.8776,1404.1455
350000,福建省,2016,865.4653,969.8125,601.1683,1107.3218
350000,福建省,2015,995.9674,1056.7193,490.1195,1072.933
350000,福建省,2014,1076.7949,1294.1606,476.0465,1170.4938
350000,福建省,2013,862.1693,1591.1267,532.1581,856.9064
350000,福建省,2012,912.9916,925.6419,320.3188,688.1569
350000,福建省,2011,1257.0441,1540.2594,567.596,794.624
350000,福建省,2010,1577.4,1540.4,846.5,765.2
350000,福建省,2009,837.5,1120.6,418.066,332.7
350000,福建省,2008,1524.5,1076.2,267.796,299.4
350000,福建省,2007,1152.6039,1653.8478,399.064,451.8955
350000,福建省,2006,1126.0698,1693.2863,277.2293,277.2293
350000,福建省,2005,551.3215,1822.5489,575.9076,134.87
350000,福建省,2004,,1419.138,104.0963,103.4001
350000,福建省,2003,669.6739,1519.3654,112.3794,70.74
350000,福建省,2002,932.3,1364.3,,41.7
350000,福建省,2001,540.5291,662.1064,,
350000,福建省,2000,666.8862,901.0739,,
360000,江西省,2019,1393.7714,562.6195,220.5705,540.8014
360000,江西省,2018,1103.3228,534.7046,242.4825,434.5553
360000,江西省,2017,701.3119,576.1678,186.5197,224.1742
360000,江西省,2016,668.2724,443.1292,121.1992,200.7356
360000,江西省,2015,646.0097,542.8939,147.4786,210.5429
360000,江西省,2014,668.1726,918.1964,208.8656,179.643
360000,江西省,2013,634.4645,841.8226,227.3671,147.6089
360000,江西省,2012,662.0178,733.171,136.8054,107.587
360000,江西省,2011,932.255,1067.8014,177.8393,160.943
360000,江西省,2010,983.4,777.2,93.5,109.9
360000,江西省,2009,821.3,694.5,64.8286,66.4
360000,江西省,2008,1672.5,991.9,89.2035,73.0
360000,江西省,2007,1542.2869,807.7202,52.9383,61.5502
360000,江西省,2006,1569.8019,932.9229,52.4273,52.4273
360000,江西省,2005,1123.9869,1517.9239,65.6011,59.33
360000,江西省,2004,,1629.7746,52.7649,45.925
360000,江西省,2003,432.0262,1504.4259,42.4314,38.58
360000,江西省,2002,580.9,1164.0,,26.0
360000,江西省,2001,247.5972,866.7105,,
360000,江西省,2000,108.8462,287.8054,,
370000,山东省,2019,4123.5839,2813.0064,1221.3899,1848.6568
370000,山东省,2018,3258.7235,2709.1854,917.455,1529.8909
370000,山东省,2017,2668.562,2090.3557,503.1721,959.7111
370000,山东省,2016,2637.8954,2093.8974,483.3511,937.6609
370000,山东省,2015,2831.902,1787.9744,473.449,1035.6711
370000,山东省,2014,2870.4921,2225.4998,524.7291,889.5522
370000,山东省,2013,2923.9387,2615.0734,552.8498,757.9715
370000,山东省,2012,3439.56,2610.0287,448.1652,852.2848
370000,山东省,2011,3429.3334,3691.1136,571.5932,695.3788
370000,山东省,2010,2206.8,2850.1,420.9,600.4
370000,山东省,2009,2363.0,2178.7,201.005,385.5
370000,山东省,2008,4835.2,2762.1,251.4565,351.8
370000,山东省,2007,3570.8229,2743.078,258.173,234.2899
370000,山东省,2006,3318.461,3202.9669,216.5084,216.5084
370000,山东省,2005,1850.0219,3735.9093,186.1242,172.13
370000,山东省,2004,,3503.7617,162.9659,149.1173
370000,山东省,2003,1582.0985,3661.9451,134.2802,105.45
370000,山东省,2002,613.5,2385.6,,73.2
370000,山东省,2001,802.6318,1464.8244,,
370000,山东省,2000,941.5669,1165.8811,,
410000,河南省,2019,2731.0338,858.1455,458.1951,1626.6727
410000,河南省,2018,2594.2301,1018.43,498.9321,1137.6126
410000,河南省,2017,2307.0281,1015.4674,534.8679,951.8962
410000,河南省,2016,2475.9843,1108.0424,453.4618,681.5137
410000,河南省,2015,1627.8177,951.4082,198.2098,362.676
410000,河南省,2014,1343.5695,1116.1606,233.9382,352.7989
410000,河南省,2013,1309.5981,1501.5551,262.4437,391.6993
410000,河南省,2012,1318.7178,1742.6286,216.7325,307.3637
410000,河南省,2011,964.2951,1565.9172,184.7421,292.6828
410000,河南省,2010,1222.1,2864.3,269.6,293.2
410000,河南省,2009,911.4,2701.5,178.8514,198.0
410000,河南省,2008,1296.2,2094.6,188.4806,195.3
410000,河南省,2007,1062.0331,1576.0765,95.8159,109.0917
410000,河南省,2006,907.6042,1561.8855,91.2789,91.2789
410000,河南省,2005,763.4969,2015.8169,82.7877,74.81
410000,河南省,2004,,1517.2412,73.7911,59.3317
410000,河南省,2003,363.0703,1081.7866,41.8049,38.55
410000,河南省,2002,455.2,759.2,,26.9
410000,河南省,2001,388.7728,893.7819,,
410000,河南省,2000,305.453,503.8945,,
420000,湖北省,2019,2252.604,784.9035,419.455,1361.5024
420000,湖北省,2018,1631.3205,954.3455,317.4755,1209.9366
420000,湖北省,2017,1226.9132,676.4393,364.0622,944.7735
420000,湖北省,2016,1091.4795,648.6353,214.93,570.1192
420000,湖北省,2015,1198.5974,729.9064,238.7363,665.3643
420000,湖北省,2014,1717.4602,1244.9934,334.871,509.2811
420000,湖北省,2013,1618.2066,1894.6777,391.7973,441.0076
420000,湖北省,2012,1588.1947,1303.1946,297.262,348.4886
420000,湖北省,2011,1367.0568,1582.2655,293.1217,378.9898
420000,湖北省,2010,1283.2,1422.1,156.2,291.0
420000,湖北省,2009,1414.7,1000.1,96.6978,161.5
420000,湖北省,2008,1604.7,1006.2,106.1401,109.0
420000,湖北省,2007,1491.7837,1331.6402,160.2722,122.0736
420000,湖北省,2006,1059.0375,1107.9325,102.9282,102.9282
420000,湖北省,2005,937.8696,1530.6411,117.3287,80.65
420000,湖北省,2004,,1589.3031,78.9354,65.7767
420000,湖北省,2003,1271.8194,1536.4377,66.7635,40.48
420000,湖北省,2002,1059.8,1710.0,,28.9
420000,湖北省,2001,598.2651,795.8775,,
420000,湖北省,2000,1076.6323,838.1206,,
430000,湖南省,2019,2897.6819,1475.9676,435.812,617.688
430000,湖南省,2018,2444.9574,1428.5731,456.9365,560.9781
430000,湖南省,2017,1656.4434,1033.3887,242.8655,378.5809
430000,湖南省,2016,1871.0315,811.4009,165.0854,312.9683
430000,湖南省,2015,2426.457,860.9555,176.6598,243.421
430000,湖南省,2014,2213.9722,1111.9826,211.4284,338.5088
430000,湖南省,2013,1897.0656,1327.6428,245.865,280.0672
430000,湖南省,2012,2534.9677,1106.2894,183.3426,249.8001
430000,湖南省,2011,2338.0131,1292.4496,218.4762,318.2426
430000,湖南省,2010,1318.1,1096.0,144.4,176.6
430000,湖南省,2009,1806.4,1001.5,103.762,119.2
430000,湖南省,2008,2557.5,2040.4,148.6619,155.4
430000,湖南省,2007,1807.191,1756.6707,113.5038,142.1521
430000,湖南省,2006,2103.1539,1904.8507,85.3567,85.3567
430000,湖南省,2005,1364.419,1762.9978,76.6174,82.48
430000,湖南省,2004,,1565.2694,95.416,55.8
430000,湖南省,2003,1066.0016,1550.5924,127.4235,39.66
430000,湖南省,2002,896.1,1018.2,,27.7
430000,湖南省,2001,565.1428,548.101,,
430000,湖南省,2000,371.2511,297.3037,,
440000,广东省,2019,4829.0918,1240.3319,1426.9982,5880.4416
440000,广东省,2018,4442.1714,1968.4351,1900.1959,4917.704
440000,广东省,2017,3443.8588,1841.1931,1575.5135,2898.4512
440000,广东省,2016,4101.9233,1750.3245,1399.387,2243.9812
440000,广东省,2015,4115.0889,1478.7975,890.9744,1711.5257
440000,广东省,2014,4736.767,1956.9868,856.5839,1591.3482
440000,广东省,2013,4866.041,2250.9647,681.4971,981.7712
440000,广东省,2012,4122.8236,1805.4392,591.8501,787.2684
440000,广东省,2011,4135.8125,2436.6399,520.6566,792.196
440000,广东省,2010,4643.8,1726.3,435.0,634.0
440000,广东省,2009,4653.6,2259.9,407.1679,468.2
440000,广东省,2008,6606.1,2639.4,289.978,504.9
440000,广东省,2007,5879.0884,3138.6588,424.8235,412.6911
440000,广东省,2006,5857.4694,2493.2789,229.1763,229.1763
440000,广东省,2005,3245.1008,2894.1249,151.0505,213.57
440000,广东省,2004,,2956.2195,204.1075,212.7073
440000,广东省,2003,4148.0413,2468.0812,170.1149,214.54
440000,广东省,2002,4218.4,2482.6,,186.0
440000,广东省,2001,3788.8986,2732.1769,,
440000,广东省,2000,4071.8986,1942.2956,,
450000,广西壮族自治区,2019,1548.2779,1186.9314,507.7355,1201.376
450000,广西壮族自治区,2018,1253.4664,602.9545,201.1873,675.0062
450000,广西壮族自治区,2017,970.967,675.1927,217.1763,438.1797
450000,广西壮族自治区,2016,704.8148,639.0951,206.5326,398.7502
450000,广西壮族自治区,2015,765.6076,415.9423,108.4496,282.0676
450000,广西壮族自治区,2014,784.0192,610.0127,160.937,255.3674
450000,广西壮族自治区,2013,797.247,431.9584,113.7822,189.0087
450000,广西壮族自治区,2012,886.2464,541.7056,100.8952,191.7438
450000,广西壮族自治区,2011,855.8334,978.855,194.4516,234.9001
450000,广西壮族自治区,2010,823.3,1198.7,156.7,150.6
450000,广西壮族自治区,2009,718.9,1287.2,110.723,116.5
450000,广西壮族自治区,2008,996.0,1445.5,118.3615,100.7
450000,广西壮族自治区,2007,983.2719,1867.0617,150.8152,116.4661
450000,广西壮族自治区,2006,911.5369,1091.0638,67.1727,67.1727
450000,广西壮族自治区,2005,1814.3222,1218.0571,55.5562,44.6
450000,广西壮族自治区,2004,,1010.5924,39.506,32.5752
450000,广西壮族自治区,2003,479.0402,599.7793,22.6295,21.13
450000,广西壮族自治区,2002,437.2,517.0,,12.7
450000,广西壮族自治区,2001,235.788,389.324,,
450000,广西壮族自治区,2000,254.9207,195.2951,,
460000,海南省,2019,643.0472,44.4088,16.0305,105.3527
460000,海南省,2018,599.6873,123.2207,47.9083,222.9188
460000,海南省,2017,767.075,126.5262,53.2865,226.5461
460000,海南省,2016,893.0696,178.7239,63.0835,271.4974
460000,海南省,2015,1058.174,252.6968,75.3213,345.504
460000,海南省,2014,1422.143,288.4735,57.7471,185.6302
460000,海南省,2013,1014.2763,306.8455,38.7068,125.1889
460000,海南省,2012,762.2053,333.6197,45.7411,76.911
460000,海南省,2011,559.1898,399.5744,52.6549,66.9788
460000,海南省,2010,116.3,516.5,29.9,48.9
460000,海南省,2009,192.5,286.7,12.6941,27.2
460000,海南省,2008,519.9,946.8,18.005,24.4
460000,海南省,2007,409.179,274.7632,12.0544,21.985
460000,海南省,2006,185.0368,408.4104,28.2795,28.2795
460000,海南省,2005,101.3927,205.155,10.3668,9.18
460000,海南省,2004,,125.3967,6.7195,6.6427
460000,海南省,2003,1.5,98.7522,5.3196,5.2
460000,海南省,2002,12.8,43.7,,2.1
460000,海南省,2001,95.8891,140.9392,,
460000,海南省,2000,16.7924,29.5686,,
500000,重庆市,2019,2541.1042,641.5762,342.3754,1414.3797
500000,重庆市,2018,3094.2393,1260.918,625.5555,1484.7259
500000,重庆市,2017,2232.6774,1112.2194,568.4461,709.9567
500000,重庆市,2016,2335.0268,959.0025,429.7256,562.4775
500000,重庆市,2015,2020.2381,1626.7704,539.1204,733.8061
500000,重庆市,2014,2474.7349,1864.5896,679.9874,649.6387
500000,重庆市,2013,2991.6021,1896.6454,448.7925,519.647
500000,重庆市,2012,3368.7113,2183.0685,550.7056,384.1572
500000,重庆市,2011,3166.1979,1664.5458,413.6992,374.7598
500000,重庆市,2010,2025.7,1355.0,232.2,371.4
500000,重庆市,2009,2338.9,1227.79,283.6694,238.1
500000,重庆市,2008,2631.6,1164.41,160.37,178.7
500000,重庆市,2007,2653.2237,1737.7432,148.2356,146.8063
500000,重庆市,2006,2334.9142,1467.6902,134.0515,134.0515
500000,重庆市,2005,2046.3434,1385.3973,111.231,72.83
500000,重庆市,2004,,1102.4426,75.7559,62.6244
500000,重庆市,2003,1622.9445,1637.2,61.3899,47.43
500000,重庆市,2002,1201.9,1320.3,,36.7
500000,重庆市,2001,1006.1085,870.3373,,
500000,重庆市,2000,922.2589,619.2095,,
510000,四川省,2019,2320.0261,1056.6905,553.0677,1780.3851
510000,四川省,2018,2030.5734,1520.1038,742.9535,1426.983
510000,四川省,2017,1393.5535,800.7628,322.5346,787.7293
510000,四川省,2016,1369.7329,1304.7161,381.5963,832.2719
510000,四川省,2015,1638.1172,1061.98,332.4181,846.9639
510000,四川省,2014,1506.508,1535.4299,475.9654,823.5392
510000,四川省,2013,1248.2933,1142.7633,337.2504,609.046
510000,四川省,2012,1567.5727,892.2185,157.9917,474.2327
510000,四川省,2011,1664.6539,1054.7322,242.3217,415.2481
510000,四川省,2010,1191.0,1043.0,239.4,368.9
510000,四川省,2009,1208.6,1046.8,143.4348,243.8
510000,四川省,2008,1853.0,1000.2,179.4915,309.8
510000,四川省,2007,878.7734,1451.0684,288.4627,381.0372
510000,四川省,2006,1033.4565,2488.7529,221.2164,221.2164
510000,四川省,2005,990.4155,2038.3228,163.1854,176.7
510000,四川省,2004,,2023.9117,156.9532,123.8911
510000,四川省,2003,225.8922,87.208,2511.9905,87.54
510000,四川省,2002,497.3,1797.4,,63.3
510000,四川省,2001,496.3465,1358.5321,,
510000,四川省,2000,427.87,943.0757,,
520000,贵州省,2019,1892.4924,534.264,207.8146,548.7506
520000,贵州省,2018,1128.1954,596.5584,139.7567,305.4808
