省份编码,省份,年份,房地产开发企业实收资本(亿元),房地产开发企业资产总计(亿元),房地产开发企业累计折旧(亿元),房地产开发企业本年折旧(亿元),房地产开发企业负债合计(亿元),房地产开发企业所有者权益(亿元),房地产开发企业资产负债率(%)
640000,宁夏回族自治区,2003,25.515,121.475,2.032,0.4328,92.9885,28.4865,76.5
640000,宁夏回族自治区,2002,15.5792,85.3025,1.1493,0.289,67.171,18.1315,78.7
640000,宁夏回族自治区,2001,13.6806,59.4959,1.1551,0.3369,45.2145,14.2814,76.0
640000,宁夏回族自治区,2000,8.9467,44.8079,0.7881,0.2057,34.4569,10.351,76.9
650000,新疆维吾尔自治区,2019,696.3021,7398.88465,68.60494,12.25176,6261.01918,1137.86547,84.6211216443278
650000,新疆维吾尔自治区,2018,669.80694,6607.50558,64.95021,11.51313,5510.32749,1097.17809,83.4
650000,新疆维吾尔自治区,2017,588.7253,5540.5398,58.90012,9.76892,4568.61323,971.92657,82.5
650000,新疆维吾尔自治区,2016,523.75633,4782.41956,49.67034,9.85938,3953.00174,829.41782,82.7
650000,新疆维吾尔自治区,2015,470.37666,4294.58075,42.0571,8.17694,3586.26906,708.31169,83.5
650000,新疆维吾尔自治区,2014,1536.19664,3826.98965,36.84297,8.75864,3131.09972,695.88993,81.8
650000,新疆维吾尔自治区,2013,372.66024,3100.51871,31.68894,7.5775,2438.58793,661.93078,78.6509664378061
650000,新疆维吾尔自治区,2012,384.86583,2257.18647,23.88654,5.89759,1731.63226,525.55421,76.7164026107245
650000,新疆维吾尔自治区,2011,263.66414,1757.83017,17.83069,4.08227,1311.69234,446.13783,74.6199696868327
650000,新疆维吾尔自治区,2010,210.92,1259.16,15.67,3.48,942.24,316.91,74.8
650000,新疆维吾尔自治区,2009,173.8165,887.9986,13.685,3.042,640.9943,247.0043,72.2
650000,新疆维吾尔自治区,2008,152.9016,697.6239,13.0895,3.0676,481.1785,216.4454,69.0
650000,新疆维吾尔自治区,2007,125.7459,578.298,10.8464,2.3043,386.719,191.579,66.8719241636665
650000,新疆维吾尔自治区,2006,111.9625,496.0758,9.4213,2.1246,316.8096,179.2662,63.8631434954094
650000,新疆维吾尔自治区,2005,97.0103,486.1415,8.1096,1.7981,293.2694,192.8721,60.3259339101887
650000,新疆维吾尔自治区,2004,,381.7473,,,260.8758,120.8714,68.3373006174504
650000,新疆维吾尔自治区,2003,59.3611,347.0803,4.5509,1.1293,237.187,109.8933,68.3
650000,新疆维吾尔自治区,2002,45.9318,294.93,3.0099,0.9251,219.4794,75.4506,74.4
650000,新疆维吾尔自治区,2001,31.5284,184.659,2.4477,0.6105,135.4626,49.1964,73.4
650000,新疆维吾尔自治区,2000,20.0762,133.2444,1.5027,0.445,108.1934,25.051,81.2
