省份编码,省份,年份,房地产开发企业实收资本(亿元),房地产开发企业资产总计(亿元),房地产开发企业累计折旧(亿元),房地产开发企业本年折旧(亿元),房地产开发企业负债合计(亿元),房地产开发企业所有者权益(亿元),房地产开发企业资产负债率(%)
410000,河南省,2014,1817.61922,14977.92709,99.80513,25.0516,11959.98885,3017.93824,79.9
410000,河南省,2013,1760.64634,11859.77877,94.61245,22.85365,9263.15193,2596.62684,78.1056047472966
410000,河南省,2012,1302.10389,8641.29345,68.80275,14.42091,6634.71916,2006.57429,76.7792367935381
410000,河南省,2011,1122.21359,6516.86577,58.50179,13.66956,4859.41816,1657.44761,74.566798389036
410000,河南省,2010,850.87,4524.38,49.32,11.41,3268.56,1255.82,72.2
410000,河南省,2009,736.4502,3362.094,37.8972,8.0626,2281.2498,1080.8442,67.9
410000,河南省,2008,663.7409,2696.4335,30.4507,7.3239,1787.3731,909.0604,66.3
410000,河南省,2007,443.2599,1966.5594,23.0093,4.5495,1375.0561,591.5033,69.9219204871208
410000,河南省,2006,301.4227,1275.7587,18.6086,4.8428,897.1739,378.5848,70.3247330392495
410000,河南省,2005,231.8891,978.4926,14.3625,2.9277,681.6474,296.8452,69.6630102261376
410000,河南省,2004,,827.6947,,,593.825,233.8698,71.7444487683683
410000,河南省,2003,145.5042,551.0446,10.274,1.9951,403.8378,147.2068,73.3
410000,河南省,2002,115.0354,459.5641,8.5859,1.7913,348.1164,111.4477,75.7
410000,河南省,2001,78.3163,305.1794,6.3508,1.7277,229.631,75.5484,75.2
410000,河南省,2000,81.7805,301.8825,5.6674,1.2183,233.8003,68.0822,77.4
420000,湖北省,2019,4008.29341,38238.47257,167.77279,43.46106,30850.57798,7387.89459,80.6794202449494
420000,湖北省,2018,3420.58275,32879.92838,193.30141,63.35107,25500.05943,7379.86895,77.6
420000,湖北省,2017,2833.16195,26822.83057,120.38581,20.13484,21368.85816,5453.97241,79.7
420000,湖北省,2016,2694.10022,22124.94216,106.76899,17.3422,17119.03652,5005.90564,77.4
420000,湖北省,2015,3157.76558,19086.35598,103.779,19.10084,14524.67464,4561.68134,76.1
420000,湖北省,2014,5685.44163,15256.5978,96.40238,19.76002,11632.57461,3624.02319,76.2
420000,湖北省,2013,1719.37379,12605.6878,109.22404,24.15997,9487.88486,3117.80294,75.2666971492028
420000,湖北省,2012,1445.79223,9658.87721,72.33919,14.26159,7313.00135,2345.87586,75.712747879523
420000,湖北省,2011,1393.39266,7578.87912,57.29273,11.63661,5468.13903,2110.74009,72.149706353939
420000,湖北省,2010,1163.14,5465.0,43.57,8.4,3721.75,1743.25,68.1
420000,湖北省,2009,976.4622,4168.1528,39.2002,8.7929,2856.7767,1311.3761,68.5
420000,湖北省,2008,774.3419,3377.4604,37.2674,7.5875,2286.6089,1090.8515,67.7
420000,湖北省,2007,569.197,2427.7103,20.1468,4.0326,1688.6194,739.0909,69.5560504068381
420000,湖北省,2006,498.2443,2030.2083,17.4849,4.6884,1417.1979,613.0104,69.8055416284132
420000,湖北省,2005,423.6856,1610.8008,20.6708,3.9484,1107.7697,503.0311,68.7713651495579
420000,湖北省,2004,,1371.3617,,,946.3411,425.0206,69.0074033714081
420000,湖北省,2003,239.3068,823.0872,13.0759,1.8862,585.2668,237.8204,71.1
420000,湖北省,2002,156.688,577.9065,9.2604,2.1994,390.7082,187.1983,67.6
420000,湖北省,2001,176.561,500.3966,10.0473,1.8857,359.0781,141.3185,71.8
420000,湖北省,2000,155.213,520.3333,9.8578,1.8113,373.078,147.2553,71.7
430000,湖南省,2019,2108.64209,22052.00396,108.23099,24.4058,18117.55082,3934.45314,82.1582966013579
430000,湖南省,2018,1862.78221,19227.70087,103.4881,26.70198,15343.343,3884.35787,79.8
430000,湖南省,2017,1606.14831,15427.09176,92.29238,14.05397,12504.38119,2922.71057,81.1
430000,湖南省,2016,1492.50617,13198.27985,75.67004,17.07825,10525.96317,2672.31668,79.8
430000,湖南省,2015,1960.6448,12620.54148,75.72613,14.61717,9711.57228,2908.9692,77.0
430000,湖南省,2014,2501.4545,11221.21235,61.96097,14.56364,8568.91703,2652.29532,76.4
430000,湖南省,2013,1260.55823,9387.4538,59.03703,15.13991,7136.60144,2250.85236,76.0227596539543
430000,湖南省,2012,1430.35006,7315.62318,45.05332,10.74007,5567.80784,1747.81534,76.1084558759354
430000,湖南省,2011,910.36534,5902.59526,44.67747,8.20494,4368.32614,1534.26912,74.0068723600744
430000,湖南省,2010,792.96,4329.02,32.43,7.02,3134.58,1194.44,72.4
430000,湖南省,2009,593.6416,3485.618,25.7165,6.046,2482.4126,1003.2054,71.2
430000,湖南省,2008,579.369,3297.3842,33.3125,12.285,2356.591,940.7932,71.5
430000,湖南省,2007,398.9721,2045.8782,18.786,4.6574,1495.7512,550.127,73.1104715813483
430000,湖南省,2006,371.0428,1794.0681,21.0096,5.3281,1231.8104,562.2577,68.660180736729
430000,湖南省,2005,311.1604,1407.9369,14.515,3.5436,957.3138,450.6231,67.9940841098774
430000,湖南省,2004,,1159.0953,,,781.7115,377.3837,67.4415209862381
430000,湖南省,2003,188.2443,675.1863,10.8075,5.0346,411.4324,263.7539,60.9
430000,湖南省,2002,128.0321,418.9573,8.0168,1.7689,271.008,147.9493,64.7
430000,湖南省,2001,104.3831,303.3043,11.1242,2.1491,204.9339,98.3704,67.6
430000,湖南省,2000,64.3969,213.1887,4.5064,1.1551,149.8638,63.3249,70.3
440000,广东省,2019,11251.18182,125656.99527,505.07053,97.59415,100761.26167,24895.7336,80.1875466252345
440000,广东省,2018,10708.25308,111716.00995,488.45786,96.75722,89303.32741,22408.45609,79.9
440000,广东省,2017,8148.67144,87445.0032,389.77325,77.34661,69964.58029,17480.42291,80.0
440000,广东省,2016,6833.10032,71826.38598,351.11342,67.35385,58230.11838,13596.2676,81.1
440000,广东省,2015,5994.00264,56679.51038,348.89526,59.86057,45501.54334,11177.96704,80.3
440000,广东省,2014,5443.67775,48418.38356,284.19751,55.82049,38851.45205,9566.93151,80.2
440000,广东省,2013,4650.41674,41432.64359,282.8165,61.18209,32642.22154,8790.422,78.7838252924763
440000,广东省,2012,4316.95098,34725.31754,224.28125,44.52793,26587.95474,8137.3628,76.566484120335
440000,广东省,2011,3496.05966,28232.79139,177.90178,38.44504,21823.11747,6409.67392,77.2970591839166
440000,广东省,2010,3243.38,25053.16,194.49,47.64,19043.98,6009.17,76.0
440000,广东省,2009,2738.4207,20203.3678,183.1227,43.3797,15215.4503,4987.9175,75.3
440000,广东省,2008,2708.9447,17961.2285,199.8062,54.9879,13285.4424,4675.7861,74.0
440000,广东省,2007,2225.2001,15058.0828,183.3689,36.2863,11169.5033,3888.5795,74.1761315059312
440000,广东省,2006,1706.1896,11856.341,167.455,31.4949,8902.5169,2953.8241,75.0865456720585
440000,广东省,2005,1544.6245,9842.6682,154.2327,29.3601,7195.6925,2646.9757,73.1071326777022
440000,广东省,2004,,8141.3158,,,6176.002,1965.3138,75.8599979624915
440000,广东省,2003,1183.9072,6787.2403,89.0978,16.1437,5155.7439,1631.4964,76.0
440000,广东省,2002,1032.1391,6138.5402,84.1545,14.525,4693.2133,1445.3269,76.5
440000,广东省,2001,1112.6085,5627.4018,91.2845,11.5003,4259.5676,1367.8342,75.7
440000,广东省,2000,957.0743,5212.7709,80.7326,12.704,3990.3491,1222.4218,76.5
450000,广西壮族自治区,2019,1487.41432,20229.95092,81.65526,14.07752,16242.92603,3987.02489,80.2914752202473
450000,广西壮族自治区,2018,1230.36021,15953.68155,69.3187,15.47031,12734.91978,3219.12097,79.8
450000,广西壮族自治区,2017,1031.46239,13934.84776,64.39131,12.18816,10794.44159,3140.40617,77.5
450000,广西壮族自治区,2016,1042.19648,12122.64912,56.87082,10.77744,9224.93549,2897.71363,76.1
450000,广西壮族自治区,2015,1076.35861,10203.30798,51.61563,11.55188,7598.41545,2604.89253,74.5
450000,广西壮族自治区,2014,1070.28013,8495.30919,49.52407,11.31644,6224.34903,2270.96016,73.3
450000,广西壮族自治区,2013,707.06308,6835.11505,45.67272,11.47639,4998.54923,1836.56582,73.1304329690837
450000,广西壮族自治区,2012,735.21396,5344.36432,37.45442,10.47847,3900.9651,1443.39922,72.9921252823572
450000,广西壮族自治区,2011,555.44122,4363.58884,26.8367,6.49392,3194.20229,1169.4387,73.2012663686252
450000,广西壮族自治区,2010,481.26,3150.65,23.67,5.5,2272.69,877.97,72.1
450000,广西壮族自治区,2009,400.8211,2631.1759,18.6573,4.469,1868.9052,762.2706,71.0
450000,广西壮族自治区,2008,386.3876,2125.7559,15.9486,5.1264,1538.7034,587.0525,72.4
450000,广西壮族自治区,2007,276.4407,1554.7346,11.5519,2.7762,1133.6873,421.0473,72.9183810535895
450000,广西壮族自治区,2006,227.2969,1132.0692,9.656,2.0738,796.6387,335.4305,70.3701416839183
450000,广西壮族自治区,2005,209.913,967.0611,10.0149,3.3422,688.6251,278.436,71.2080239811114
450000,广西壮族自治区,2004,,796.8606,,,583.6732,213.1873,73.2465879226555
450000,广西壮族自治区,2003,86.7679,417.0909,4.2586,0.9164,324.7403,92.3506,77.9
450000,广西壮族自治区,2002,65.8001,309.643,3.7084,0.8655,250.0908,59.5522,80.8
450000,广西壮族自治区,2001,53.1566,237.9234,3.8677,0.6085,187.605,50.3184,78.9
450000,广西壮族自治区,2000,54.3513,235.8698,2.8188,0.4485,192.3579,43.5119,81.6
460000,海南省,2019,1817.96784,12532.68513,81.82189,19.22431,10255.16729,2277.51784,81.8273752481963
460000,海南省,2018,1427.00733,12284.2309,100.56442,20.96087,10054.46885,2227.8817,81.8
460000,海南省,2017,1753.51148,11307.6981,114.29573,14.43028,9344.28298,1963.41512,82.6
460000,海南省,2016,1314.03274,9503.54036,80.74575,16.29932,7718.71202,1784.82834,81.2
460000,海南省,2015,1341.79459,7624.29145,58.18272,15.38091,6184.72186,1439.56959,81.1
460000,海南省,2014,900.66434,6807.80046,53.18202,13.16805,5417.79575,1390.00471,79.6
460000,海南省,2013,772.735,5546.96443,42.02863,11.44617,4383.38772,1163.57671,79.0231806119586
460000,海南省,2012,978.25032,4438.19367,35.02514,9.4132,3396.75792,1041.43575,76.5346934488328
460000,海南省,2011,658.6241,3136.16782,18.15927,4.39166,2521.22345,614.94437,80.3918538389951
460000,海南省,2010,286.84,2017.48,10.6,2.32,1626.99,390.49,80.6
460000,海南省,2009,178.5179,1186.4826,11.8643,1.4816,912.7225,273.7601,76.9
460000,海南省,2008,423.5357,1401.2658,26.2438,4.8371,905.4227,495.8431,64.6
460000,海南省,2007,120.3794,651.6456,12.3199,1.3483,489.0195,162.6261,75.0437814664904
460000,海南省,2006,93.2358,536.6981,8.0656,1.4186,397.0588,139.6393,73.9817785827824
460000,海南省,2005,81.5064,351.1069,6.7317,0.9285,324.0784,27.0285,92.3019171653989
460000,海南省,2004,,542.7701,,,361.9956,180.7745,66.69409387142
460000,海南省,2003,48.4964,170.2798,3.4023,0.378,134.7173,35.5625,79.1
460000,海南省,2002,52.6878,175.2105,3.8372,0.4216,120.4006,54.8099,68.7
460000,海南省,2001,53.6531,159.0549,3.2674,0.383,109.4629,49.592,68.8
460000,海南省,2000,42.2898,143.6433,2.4403,0.3089,89.846,53.7973,62.5
500000,重庆市,2019,3347.91883,32324.11263,110.73988,17.95767,24562.6934,7761.41923,75.9887631909913
500000,重庆市,2018,3023.36457,31494.91685,110.43531,18.43821,23549.11934,7945.79751,74.8
500000,重庆市,2017,2599.00471,24221.14033,113.17769,18.97194,18054.89726,6166.24307,74.5
500000,重庆市,2016,2477.94571,21990.08037,113.22048,19.34031,16182.35929,5807.72108,73.6
500000,重庆市,2015,2496.50882,21556.77702,91.27002,17.17251,15650.16951,5906.60751,72.6
500000,重庆市,2014,2379.73447,20260.15859,87.86766,17.81694,14471.13943,5789.01916,71.4
500000,重庆市,2013,2048.55364,16268.69387,85.22195,21.45189,11212.20738,5056.48649,68.9189154925072
500000,重庆市,2012,1802.4193,13117.32954,68.60374,14.24565,9143.65387,3973.67567,69.7066719420087
500000,重庆市,2011,1493.48054,9932.68597,54.82207,12.58431,6873.3446,3059.34137,69.1992540664205
500000,重庆市,2010,1112.06,6937.95,52.74,14.5,4760.07,2177.88,68.6
500000,重庆市,2009,933.5151,5309.5024,42.3186,8.1146,3609.4074,1700.095,68.0
500000,重庆市,2008,848.724,4049.0907,37.7423,9.3452,2695.0521,1354.0386,66.6
500000,重庆市,2007,545.0696,3071.802,28.9705,6.0319,2195.08,876.722,71.4590328413094
500000,重庆市,2006,541.0946,2335.9233,25.0987,4.8798,1693.6839,642.2394,72.5059722637297
500000,重庆市,2005,396.4993,1858.5424,21.6441,4.0866,1288.3122,570.2302,69.318418562848
500000,重庆市,2004,,1498.2564,,,1047.9621,450.2943,69.9454445847853
500000,重庆市,2003,289.5894,1296.8949,20.6505,4.2805,925.7357,371.1592,71.4
500000,重庆市,2002,257.5522,1070.0308,25.5673,3.3724,747.4343,322.5965,69.9
500000,重庆市,2001,202.0308,845.885,16.6867,3.4302,610.8777,235.0073,72.2
500000,重庆市,2000,172.204,681.4885,12.0715,2.6134,495.2547,186.2338,72.7
510000,四川省,2019,3481.27645,37519.27181,209.37971,34.90094,31298.9031,6220.36871,83.4208703689657
510000,四川省,2018,3304.89401,31781.2394,164.27201,35.18094,25672.79964,6108.39019,80.8
510000,四川省,2017,2957.22619,26141.90103,153.08188,27.00958,21144.67548,4997.22555,80.9
510000,四川省,2016,2917.77789,23289.71029,139.5012,32.4,18495.83059,4793.8797,79.4
510000,四川省,2015,2942.48012,20646.81922,127.93731,23.52758,16302.72373,4344.09549,79.0
510000,四川省,2014,3049.45243,18644.4438,106.71337,24.00026,14599.96961,4044.47419,78.3
510000,四川省,2013,2316.57424,16668.16736,100.8857,20.69459,12602.2563,4065.91107,75.6067300490556
510000,四川省,2012,1874.25645,12794.70205,84.08647,19.14292,9787.39894,3007.30311,76.4957159748788
510000,四川省,2011,1764.52579,10634.59429,69.33513,13.03219,7767.00853,2867.58576,73.0353064554943
510000,四川省,2010,1305.9,7732.52,57.02,11.09,5686.95,2045.58,73.5
510000,四川省,2009,1088.9787,6294.6472,52.1491,9.2592,4641.7098,1652.9374,73.7
510000,四川省,2008,1118.3636,5802.4294,54.3788,11.057,4244.5899,1557.8395,73.2
510000,四川省,2007,699.9674,3903.7182,40.6112,9.7498,2899.6491,1004.0691,74.2791603143895
510000,四川省,2006,591.8349,2821.7325,40.1729,9.7297,2038.0146,783.7179,72.225648604182
510000,四川省,2005,686.5669,2738.7326,36.3306,8.3173,1843.5223,895.2103,67.3129717008517
510000,四川省,2004,,1642.6235,,,1125.2737,517.3498,68.5046634240896
510000,四川省,2003,271.7345,1211.5331,29.8546,5.6015,832.6672,378.8659,68.7
510000,四川省,2002,207.7834,941.236,15.7913,4.1399,664.1425,277.0935,70.6
510000,四川省,2001,196.1175,796.5301,16.7022,4.542,571.0589,225.4712,71.7
510000,四川省,2000,137.9307,636.8674,15.3601,2.2033,469.7329,167.1345,73.8
520000,贵州省,2019,1615.30281,18214.53128,62.68545,11.63865,15073.59448,3140.9368,82.7558735840278
520000,贵州省,2018,1445.8526,14884.35687,59.26803,13.59391,11833.3201,3051.03676,79.5
520000,贵州省,2017,1148.98805,12025.27603,64.00636,20.05814,9504.55034,2520.72569,79.0
520000,贵州省,2016,992.13509,9932.29433,42.03662,7.2079,8092.20023,1840.0941,81.5
520000,贵州省,2015,1083.46843,8144.29684,37.55792,6.60378,6824.63138,1319.66546,83.8
520000,贵州省,2014,812.39733,7165.35384,36.69834,7.10873,5943.52998,1221.82386,82.9
520000,贵州省,2013,622.22962,5609.53791,32.02561,9.56451,4752.4533,857.08461,84.7209409446704
520000,贵州省,2012,608.82869,4228.8479,24.68778,5.84327,3379.50746,849.34044,79.9155595073542
520000,贵州省,2011,431.99444,3023.5986,19.056,4.64979,2425.27384,598.32476,80.2115016192956
520000,贵州省,2010,420.14,2791.76,26.41,3.48,2179.73,612.03,78.1
520000,贵州省,2009,258.1616,1690.1949,11.4716,2.5,1370.3102,319.8847,81.1
520000,贵州省,2008,222.2611,1293.0555,10.5457,2.599,1037.4125,255.643,80.2
520000,贵州省,2007,161.3536,1002.2124,8.1868,1.8937,796.3577,205.8547,79.459972756274
520000,贵州省,2006,131.5213,676.1617,6.5716,1.4293,526.2354,149.9263,77.8268570964608
520000,贵州省,2005,100.8571,529.5455,5.2557,1.1623,411.2023,118.3432,77.651929815285
520000,贵州省,2004,,440.3069,,,343.4371,96.8698,77.9994817251331
520000,贵州省,2003,89.3982,332.2298,5.8911,2.091,244.2491,87.9807,73.5
520000,贵州省,2002,65.1616,266.4169,4.4421,1.0196,187.4866,78.9303,70.4
520000,贵州省,2001,43.8268,188.2563,2.9966,1.1725,139.8482,48.4081,74.3
520000,贵州省,2000,57.7011,151.3452,2.1901,0.346,112.1227,39.2225,74.1
530000,云南省,2019,2201.43316,23627.72345,118.11028,23.63383,19883.4605,3744.26295,84.1530947409155
530000,云南省,2018,1864.57648,20575.63536,111.64517,23.88323,16942.84456,3632.79079,82.3
530000,云南省,2017,1578.85483,17660.4091,96.519,17.08849,14748.2971,2912.112,83.5
530000,云南省,2016,1386.75088,14747.23901,82.361,15.34692,12502.94464,2244.29437,84.8
530000,云南省,2015,1317.43255,12966.9302,82.00119,19.75771,10916.27668,2050.65352,84.2
530000,云南省,2014,1327.21655,12063.65596,67.43911,14.37385,10071.18086,1992.4751,83.5
530000,云南省,2013,1018.90776,9949.85381,56.05344,12.84141,8023.24903,1926.60478,80.6368533971455
530000,云南省,2012,917.59276,6954.92908,48.75016,10.59066,5631.86753,1323.06155,80.9766349191874
530000,云南省,2011,666.73552,5108.10208,31.74811,8.08738,4066.0123,1042.08978,79.5992765281621
530000,云南省,2010,381.81,3217.46,33.99,7.56,2582.0,635.47,80.2
530000,云南省,2009,303.9314,2566.8121,18.7071,4.6251,2071.2126,495.5995,80.7
530000,云南省,2008,324.9346,2175.1346,17.914,4.4252,1728.9013,446.2333,79.5
530000,云南省,2007,170.9583,1208.4596,11.1883,2.6485,976.2112,232.2484,80.7814510307171
530000,云南省,2006,131.6855,887.7128,9.8856,2.8396,687.1415,200.5713,77.4058344095072
530000,云南省,2005,98.6549,637.2805,7.8863,2.2056,508.73,128.5505,79.828270282866
530000,云南省,2004,,560.6618,,,435.7735,124.8883,77.7248423202722
530000,云南省,2003,49.7803,312.7228,6.2227,2.095,248.4467,64.2761,79.4
530000,云南省,2002,44.8,229.3902,4.9973,1.0778,179.8708,49.5194,78.4
530000,云南省,2001,40.7789,262.53,3.115,0.7039,216.5175,46.0125,82.5
530000,云南省,2000,35.8815,245.9081,3.6287,0.6331,207.2247,38.6834,84.3
540000,西藏自治区,2019,32.4924,457.84764,3.73711,0.53122,345.82659,112.02105,75.5331162130704
540000,西藏自治区,2018,21.81013,611.99094,1.72639,0.31366,389.49968,222.49126,63.6
540000,西藏自治区,2017,18.53364,545.81246,2.47867,0.42596,338.21536,207.5971,62.0
540000,西藏自治区,2016,17.64396,344.48142,1.03947,0.03463,237.25229,107.22913,68.9
540000,西藏自治区,2015,21.03801,216.95857,1.11794,0.37278,137.3871,79.57147,63.3
540000,西藏自治区,2014,16.98952,96.20135,0.79445,0.20008,69.54995,26.6514,72.3
540000,西藏自治区,2013,7.10151,47.59762,0.41432,0.0768,35.07057,12.52705,73.6813521348336
540000,西藏自治区,2012,9.56115,48.83084,0.85553,0.15341,37.14296,11.68788,76.0645526474662
540000,西藏自治区,2011,9.37402,43.97574,0.89481,0.11942,31.13779,12.83795,70.8067448097519
540000,西藏自治区,2010,13.62,76.32,2.12,0.22,39.85,36.47,52.2
540000,西藏自治区,2009,7.672,44.7102,0.9695,0.1288,29.4366,15.2737,65.8
540000,西藏自治区,2008,10.7481,36.4453,1.5283,0.2017,21.8302,14.6151,59.9
540000,西藏自治区,2007,9.5138,31.4494,1.2804,0.2584,18.1626,13.2868,57.7518172047797
540000,西藏自治区,2006,14.3823,37.0604,1.1414,0.1941,16.709,20.3514,45.0858598396132
540000,西藏自治区,2005,4.0034,17.0306,0.2404,0.0579,11.4928,5.5378,67.4832360574495
540000,西藏自治区,2004,,13.9865,,,9.5556,4.4309,68.3201658742359
540000,西藏自治区,2003,1.38,4.889,0.0525,0.0148,4.0677,0.8213,83.2
540000,西藏自治区,2002,0.8917,2.501,0.0475,,2.2648,0.2362,90.6
540000,西藏自治区,2001,0.5986,3.0676,0.0432,0.0217,1.7694,1.2982,57.7
540000,西藏自治区,2000,1.1053,2.4472,0.0135,,1.1452,1.302,46.8
610000,陕西省,2019,1987.09797,20152.77689,79.47338,16.24871,17413.40424,2739.37265,86.4069717788654
610000,陕西省,2018,1549.89246,16129.37056,84.11515,15.09864,13749.3395,2380.03106,85.2
610000,陕西省,2017,1302.37255,12676.06763,72.49651,13.9626,10724.27192,1951.79571,84.6
610000,陕西省,2016,1279.82157,10993.9896,69.1954,10.5941,9180.97386,1813.01574,83.5
610000,陕西省,2015,1093.95728,9703.41573,58.73815,11.30191,8061.70405,1641.71168,83.1
610000,陕西省,2014,1009.51307,8549.34563,52.64395,10.41844,7059.93775,1489.40788,82.6
610000,陕西省,2013,853.15679,6575.14918,48.363,12.78173,5362.921,1212.22818,81.5634878112378
610000,陕西省,2012,1551.47357,5214.98059,43.29706,10.52522,4173.44072,1041.53987,80.0279243225333
610000,陕西省,2011,553.25558,3758.9366,30.23002,9.90837,2937.08112,821.85548,78.1359579195882
610000,陕西省,2010,456.17,2799.1,22.73,5.64,2104.05,695.05,75.2
610000,陕西省,2009,393.829,2000.9766,20.5786,4.8635,1514.2419,486.7347,75.7
610000,陕西省,2008,415.608,1796.2629,19.8562,6.1789,1329.1195,467.1435,74.0
610000,陕西省,2007,284.2521,1276.0885,13.0731,4.4931,933.2554,342.8331,73.134065544827
610000,陕西省,2006,221.4107,957.9328,9.453,2.0539,694.0203,263.9125,72.4497897973637
610000,陕西省,2005,177.6992,749.3252,8.6189,1.9692,544.3361,205.4663,72.6435064508707
610000,陕西省,2004,,724.1898,,,507.1541,217.0357,70.0305500022232
610000,陕西省,2003,120.5042,448.6674,6.622,1.5384,329.2541,119.4133,73.4
610000,陕西省,2002,88.3325,331.0014,4.0716,0.908,249.5075,81.4939,75.4
610000,陕西省,2001,56.4676,277.8499,3.4043,0.5052,215.4276,62.4223,77.5
610000,陕西省,2000,47.5963,179.8703,2.4601,0.9028,135.9745,43.8958,75.6
620000,甘肃省,2019,548.29826,7113.74972,44.44899,8.8564,6163.09232,950.6574,86.6363389573959
620000,甘肃省,2018,515.35908,5829.11431,42.31354,9.50785,4963.88959,864.86652,85.2
620000,甘肃省,2017,503.59215,5146.99894,35.14938,6.8623,4269.39889,877.60005,82.9
620000,甘肃省,2016,414.9733,4348.8724,34.46708,6.2783,3631.02757,717.84483,83.5
620000,甘肃省,2015,375.41216,3671.57327,29.63833,4.97084,3045.91283,625.66044,83.0
620000,甘肃省,2014,337.86381,2835.61971,26.91816,5.07435,2302.51376,533.10595,81.2
620000,甘肃省,2013,266.14708,2085.50753,20.82443,3.90751,1663.99406,421.51347,79.7884465082703
620000,甘肃省,2012,237.71167,1664.406,17.1459,3.99913,1297.62338,366.78262,77.9631520193991
620000,甘肃省,2011,189.91715,1174.05366,12.79291,2.68116,882.77677,291.27689,75.1904959778414
620000,甘肃省,2010,146.75,866.84,13.39,1.97,639.29,227.55,73.7
620000,甘肃省,2009,122.5426,625.1062,12.7676,2.4907,444.3952,180.711,71.1
620000,甘肃省,2008,119.8082,540.571,11.6252,2.4582,383.4949,157.0761,70.9
620000,甘肃省,2007,116.8783,448.6361,8.3777,1.5137,297.0741,151.562,66.2171635318691
620000,甘肃省,2006,85.641,317.1041,6.1984,1.3111,210.0771,107.027,66.2486230862357
620000,甘肃省,2005,88.9725,330.7253,5.526,1.153,210.4451,120.2802,63.6313883455544
620000,甘肃省,2004,,265.9931,,,185.5285,80.4646,69.7493656790345
620000,甘肃省,2003,57.0089,193.5812,3.8051,0.5718,133.7161,59.8651,69.1
620000,甘肃省,2002,44.1253,141.0639,2.9056,0.7965,95.1324,45.9315,67.4
620000,甘肃省,2001,29.1741,112.5426,2.061,0.4804,83.3629,29.1797,74.1
620000,甘肃省,2000,23.5301,87.1685,1.8131,0.2707,66.6188,20.5497,76.4
630000,青海省,2019,151.17143,1870.56751,9.84018,1.7313,1681.62581,188.9417,89.8992311696892
630000,青海省,2018,132.84309,1595.9071,10.56892,2.21642,1391.61689,204.29021,87.2
630000,青海省,2017,154.54495,1452.09331,9.0848,2.04436,1227.48764,224.60567,84.5
630000,青海省,2016,189.45662,1549.50179,9.83264,1.77013,1302.81634,246.68545,84.1
630000,青海省,2015,158.53757,1401.73596,7.48453,1.78539,1207.79001,193.94595,86.2
630000,青海省,2014,131.90934,1150.69163,6.59622,1.44298,983.07425,167.61738,85.4
630000,青海省,2013,107.50789,926.1775,4.82641,1.16541,771.54222,154.63528,83.3039260832832
630000,青海省,2012,84.85993,606.87918,3.46543,0.9757,508.02967,98.84951,83.7118304173822
630000,青海省,2011,69.9278,479.46435,2.87572,0.82802,393.78909,85.67526,82.131046865111
630000,青海省,2010,53.26,352.78,1.34,0.33,295.0,57.78,83.6
630000,青海省,2009,67.2573,281.3512,1.0736,0.2117,195.1678,86.1834,69.4
630000,青海省,2008,54.6236,225.5968,1.7447,0.382,155.5976,69.9992,69.0
630000,青海省,2007,74.3204,168.248,0.8828,0.2323,88.839,79.409,52.802410727022
630000,青海省,2006,70.0194,148.7522,0.8276,0.1997,70.9868,77.7654,47.7215126902325
630000,青海省,2005,59.1882,120.6566,0.675,0.1454,59.8634,60.7932,49.6146916123942
630000,青海省,2004,,133.6615,,,78.0669,55.5946,58.4064221933766
630000,青海省,2003,13.01,32.1307,0.8827,0.1254,18.4704,13.6603,57.5
630000,青海省,2002,8.9231,18.8674,0.2609,0.0798,11.3132,7.5542,60.0
630000,青海省,2001,7.4023,19.0221,0.1264,0.0557,11.5512,7.4709,60.7
630000,青海省,2000,18.9125,26.2676,1.454,0.0423,12.9894,13.2782,49.5
640000,宁夏回族自治区,2019,357.83095,3256.54492,37.93959,5.86189,2814.89261,441.65231,86.4380095822538
640000,宁夏回族自治区,2018,322.11709,3037.90091,31.50069,5.24086,2611.23846,426.66245,86.0
640000,宁夏回族自治区,2017,335.43217,3014.37182,29.27353,4.78156,2563.43785,450.93397,85.0
640000,宁夏回族自治区,2016,320.46076,2898.92382,32.48617,6.52489,2415.32539,483.59843,83.3
640000,宁夏回族自治区,2015,307.97895,2623.76044,21.36433,4.23847,2201.27763,422.48281,83.9
640000,宁夏回族自治区,2014,275.44964,2413.6601,57.62702,18.28345,1966.52626,447.13384,81.5
640000,宁夏回族自治区,2013,235.82565,2019.57325,14.43863,3.40838,1636.61969,382.95356,81.037896991357
640000,宁夏回族自治区,2012,199.56778,1561.49131,10.39906,2.99638,1272.30856,289.18275,81.4803484240972
640000,宁夏回族自治区,2011,152.78003,1178.33935,10.39785,2.12169,948.98509,229.35426,80.5358057506948
640000,宁夏回族自治区,2010,110.16,837.09,5.59,1.36,685.42,151.67,81.9
640000,宁夏回族自治区,2009,85.7437,587.5983,4.7175,1.08,465.6307,121.9676,79.2
640000,宁夏回族自治区,2008,72.2072,402.2778,4.4102,1.0156,322.3567,79.9211,80.1
640000,宁夏回族自治区,2007,49.8069,315.5324,3.6731,0.9523,262.2828,53.2496,83.1238883867394
640000,宁夏回族自治区,2006,44.6444,244.7674,3.4525,0.9035,194.4517,50.3157,79.4434634677657
640000,宁夏回族自治区,2005,42.4629,209.1222,2.7246,0.6271,160.3373,48.7849,76.6715824527477
640000,宁夏回族自治区,2004,,174.011,,,130.7701,43.2409,75.1504789927074
