省份编码,省份,年份,房地产开发企业本年实际到位资金(亿元),房地产开发企业国内贷款(亿元),房地产开发企业利用外资(亿元),房地产开发企业外商直接投资(亿元),房地产开发企业自筹资金(亿元),房地产开发企业其他资金来源(亿元),房地产开发企业定金及预收款(亿元),房地产开发企业个人按揭贷款(亿元),房地产开发企业其他到位资金(亿元)
410000,河南省,2012,3455.0379,321.0906,1.1303,1.03,1920.7213,1212.0957,,,
410000,河南省,2011,2890.8983,278.7661,6.6855,6.6855,1659.1274,946.3193,,,
410000,河南省,2010,2468.79,244.5,1.76,1.71,1336.57,885.96,,,
410000,河南省,2009,1927.0156,199.503,2.7503,2.3132,970.1354,754.6269,,,
410000,河南省,2008,1365.2711,133.1019,16.1782,13.8256,724.1532,491.8378,,,
410000,河南省,2007,1070.2452,92.7457,9.4559,8.1471,460.695,507.3486,,,
410000,河南省,2006,690.3494,71.6153,7.1015,6.8402,305.297,306.3356,,,
410000,河南省,2005,436.298,60.7493,2.1029,1.4471,180.9062,192.5396,,,
410000,河南省,2004,321.5054,39.497,4.1717,3.7967,130.9099,146.755,,,
410000,河南省,2003,215.525,39.78,1.0841,0.8941,76.4412,98.2137,,,
410000,河南省,2002,158.1108,35.8322,0.2638,0.2248,52.224,69.7908,,,
410000,河南省,2001,115.7674,24.4598,0.3543,0.3543,36.1485,54.797,,,
410000,河南省,2000,85.17,18.9573,0.7617,0.7186,28.2919,37.1338,,,
420000,湖北省,2019,6824.7659,1065.7317,10.3331,,2094.2452,,2316.7068,1125.5373,212.2118
420000,湖北省,2018,7364.3423,1151.963,,,2503.7036,,2485.6862,948.0192,274.9703
420000,湖北省,2017,6438.1858,976.9675,1.1534,,2257.3877,,1900.7449,936.5421,365.3902
420000,湖北省,2016,5696.3533,1031.6642,0.8,,2175.2175,2488.6716,,,
420000,湖北省,2015,4880.4212,777.8915,0.9,0.7,2357.6651,1743.9646,,,
420000,湖北省,2014,4322.2391,737.5424,19.6279,19.6279,1971.6253,1593.4435,,,
420000,湖北省,2013,4224.4808,796.5677,,,1735.3291,1692.584,,,
420000,湖北省,2012,3363.8304,512.046,1.27,1.22,1425.3079,1425.2065,,,
420000,湖北省,2011,2864.0741,462.2484,39.0259,36.247,1195.2808,1167.519,,,
420000,湖北省,2010,2219.5,415.43,97.29,92.92,784.39,922.4,,,
420000,湖北省,2009,1714.7573,388.4484,15.8329,15.1501,577.7614,732.7146,,,
420000,湖北省,2008,1042.3262,227.3723,10.3653,9.6983,448.9901,355.5985,,,
420000,湖北省,2007,1004.0872,192.4097,15.5488,13.4585,282.9543,513.1744,,,
420000,湖北省,2006,706.2443,142.4801,21.2656,12.3853,245.4387,297.0599,,,
420000,湖北省,2005,513.4411,100.4079,1.8231,0.1297,186.953,224.2571,,,
420000,湖北省,2004,446.4587,85.8527,1.4821,1.3402,156.3924,198.6099,,,
420000,湖北省,2003,308.0076,67.3144,1.8406,1.2114,99.5289,135.1455,,,
420000,湖北省,2002,264.8255,31.8764,1.0592,0.9726,74.985,153.7202,,,
420000,湖北省,2001,147.2502,22.7651,0.8946,0.5968,54.4187,62.9469,,,
420000,湖北省,2000,122.2817,18.0817,1.1542,0.8502,51.5185,50.6907,,,
430000,湖南省,2019,5848.6435,677.3697,,,1835.4964,,1857.8866,1225.9076,251.9832
430000,湖南省,2018,5312.0757,577.9083,,,1524.0518,,1896.7367,1144.6959,168.683
430000,湖南省,2017,4763.9258,629.576,,,1296.8925,,1616.5418,975.7389,245.1766
430000,湖南省,2016,4164.9029,523.3403,0.007,,1229.3241,2412.2315,,,
430000,湖南省,2015,3586.487,481.8331,0.71,0.6,1246.0461,1857.8978,,,
430000,湖南省,2014,3565.991,584.2797,4.7802,1.4802,1350.4202,1626.5109,,,
430000,湖南省,2013,3592.2685,533.1473,39.1547,38.2547,1215.3919,1804.5746,,,
430000,湖南省,2012,2902.6563,374.523,51.1215,49.1526,1036.2341,1440.7777,,,
430000,湖南省,2011,2721.069,359.0833,67.2226,64.8939,972.7559,1322.0072,,,
430000,湖南省,2010,2002.43,314.06,4.35,1.43,698.87,985.15,,,
430000,湖南省,2009,1429.7886,232.8329,4.9988,1.9047,532.0515,659.9054,,,
430000,湖南省,2008,1093.4607,188.8889,8.07,4.8485,509.2609,387.2409,,,
430000,湖南省,2007,930.9089,147.578,15.2215,9.6624,375.0292,393.0802,,,
430000,湖南省,2006,663.9737,127.8841,7.1142,5.2707,300.1745,228.8009,,,
430000,湖南省,2005,506.9126,76.574,4.9672,2.7494,263.5023,161.8691,,,
430000,湖南省,2004,370.6899,65.4181,7.9835,6.3367,161.8523,133.684,,,
430000,湖南省,2003,253.7745,56.1418,6.6913,6.031,97.1465,92.421,,,
430000,湖南省,2002,158.5191,34.0201,2.8526,2.5706,55.622,62.2606,,,
430000,湖南省,2001,111.5246,20.5611,2.0155,1.8685,40.8868,47.9368,,,
430000,湖南省,2000,80.8181,15.663,0.9513,0.6933,30.2928,33.5966,,,
440000,广东省,2019,23908.0487,4345.3405,13.2108,,7218.3074,,8095.7792,3664.4637,570.9471
440000,广东省,2018,21722.2767,4236.049,13.2825,,6292.1015,,7250.9194,3008.935,920.9893
440000,广东省,2017,19155.6836,4083.4634,52.6562,,5341.5834,,5988.2533,2974.6062,715.1211
440000,广东省,2016,17666.0456,2559.1349,30.2322,29.9784,4843.9971,10232.6814,,,
440000,广东省,2015,14164.297,2577.8079,26.6452,26.3758,3933.4021,7626.4418,,,
440000,广东省,2014,11326.6022,2432.6141,63.6491,57.0652,3705.5697,5124.7693,,,
440000,广东省,2013,10472.9443,2143.5911,36.2931,31.8747,2798.3353,5494.7248,,,
440000,广东省,2012,7918.2703,1507.5297,29.0633,26.5863,2414.6361,3967.0412,,,
440000,广东省,2011,6877.8162,1224.2152,73.3751,59.5002,2153.4561,3426.7698,,,
440000,广东省,2010,5782.46,1256.11,90.85,72.77,1580.81,2854.68,,,
440000,广东省,2009,5078.2766,1010.2854,65.225,44.4222,1334.4876,2668.2786,,,
440000,广东省,2008,3861.8729,901.4609,66.3511,56.0391,1173.1164,1720.9445,,,
440000,广东省,2007,3986.7086,780.8329,88.2344,60.9952,1060.7521,2056.8892,,,
440000,广东省,2006,2891.1122,620.9574,59.836,40.8252,704.9257,1505.3931,,,
440000,广东省,2005,2233.5955,385.7541,37.1561,26.0032,702.3311,1108.3542,,,
440000,广东省,2004,1863.8854,334.077,38.2557,23.3703,506.1859,985.0668,,,
440000,广东省,2003,1683.6826,370.8234,30.7852,23.2805,424.0624,857.5104,,,
440000,广东省,2002,1452.3961,317.3664,40.2664,30.8324,381.5386,712.8449,,,
440000,广东省,2001,1201.618,263.2736,35.7359,31.5826,343.5795,558.5175,,,
440000,广东省,2000,1064.5133,228.531,39.1615,33.5597,287.7111,508.5305,,,
450000,广西壮族自治区,2019,5053.8887,693.2708,0.9097,,1422.9356,,1683.7577,979.105,273.9099
450000,广西壮族自治区,2018,3989.5083,504.8379,0.0502,,1067.8283,,1321.2602,891.2208,204.3109
450000,广西壮族自治区,2017,3518.038,486.6248,0.34,,1065.0091,,991.3757,787.874,186.8144
450000,广西壮族自治区,2016,3159.7167,468.3828,,,1115.0353,1576.2986,,,
450000,广西壮族自治区,2015,2339.287,332.0395,1.5667,1.5467,823.7208,1181.96,,,
450000,广西壮族自治区,2014,2410.7471,340.0275,0.2056,0.2056,901.6015,1168.9125,,,
450000,广西壮族自治区,2013,2155.238,324.3473,0.615,0.615,815.6908,1014.5849,,,
450000,广西壮族自治区,2012,2007.3616,263.8371,0.3294,,788.4479,954.7472,,,
450000,广西壮族自治区,2011,1783.5008,255.7343,7.0124,3.1824,711.7514,809.0027,,,
450000,广西壮族自治区,2010,1538.56,248.6,8.59,7.24,547.42,733.96,,,
450000,广西壮族自治区,2009,1127.2602,229.138,2.8735,2.4067,365.7864,529.4623,,,
450000,广西壮族自治区,2008,696.3931,136.3984,5.3463,4.0919,255.3463,299.3021,,,
450000,广西壮族自治区,2007,639.3306,110.01,1.599,0.9832,220.3268,307.3948,,,
450000,广西壮族自治区,2006,427.3087,79.0935,0.1292,0.1292,150.2185,197.8675,,,
450000,广西壮族自治区,2005,339.5656,55.5493,5.9114,1.8252,112.8707,165.2342,,,
450000,广西壮族自治区,2004,239.2766,49.2054,4.3485,4.1503,67.4736,118.2491,,,
450000,广西壮族自治区,2003,159.1269,36.9154,2.3017,1.991,42.1576,77.7522,,,
450000,广西壮族自治区,2002,102.4403,23.6889,1.8034,1.7186,22.8534,54.0946,,,
450000,广西壮族自治区,2001,73.8738,13.0195,1.0663,0.9946,22.1894,37.5986,,,
450000,广西壮族自治区,2000,50.2039,9.2998,1.2916,1.1052,13.1654,26.2211,,,
460000,海南省,2019,1605.6942,164.9671,,,696.0072,,582.1427,75.0866,87.4906
460000,海南省,2018,2370.8942,285.6975,,,893.855,,910.3488,118.5105,162.4824
460000,海南省,2017,3244.2349,439.2596,2.24,,1017.676,,1404.7844,165.5568,214.7181
460000,海南省,2016,2379.4511,403.363,,,1034.5623,941.5258,,,
460000,海南省,2015,2139.5112,339.8263,1.345,1.345,1007.9825,790.3574,,,
460000,海南省,2014,1930.8656,385.909,0.615,0.555,886.6557,657.6859,,,
460000,海南省,2013,1876.5554,327.3004,0.103,0.003,738.4185,810.7335,,,
460000,海南省,2012,1340.4236,272.0209,7.3677,7.3677,597.8145,463.2205,,,
460000,海南省,2011,910.3875,141.9214,6.2548,4.7095,315.167,447.0443,,,
460000,海南省,2010,807.28,136.35,0.71,0.71,163.58,506.65,,,
460000,海南省,2009,431.3015,91.2855,30.2023,24.1994,108.055,201.7587,,,
460000,海南省,2008,271.8614,31.4984,14.5953,14.0416,84.3585,141.4092,,,
460000,海南省,2007,183.1978,25.8559,0.9715,0.9158,84.4069,71.9635,,,
460000,海南省,2006,112.7453,9.8214,22.0142,20.8066,35.1038,45.8059,,,
460000,海南省,2005,89.5072,8.2386,1.4892,1.1257,34.2075,45.5719,,,
460000,海南省,2004,67.0142,6.3888,0.969,0.574,34.0005,25.4887,,,
460000,海南省,2003,40.1828,6.5455,0.6172,0.4677,15.9983,17.0218,,,
460000,海南省,2002,21.2385,2.9182,1.1468,1.1468,9.4058,7.7677,,,
460000,海南省,2001,18.0874,1.315,1.6895,1.6895,6.9685,8.1144,,,
460000,海南省,2000,10.4859,1.0932,0.0648,0.0161,4.7635,4.4784,,,
500000,重庆市,2019,5952.8714,1036.8916,1.4992,,1162.3884,,2257.7639,1120.5892,373.7391
500000,重庆市,2018,6685.279,1085.2918,3.1934,,1641.9354,,2486.9642,1116.9201,350.9741
500000,重庆市,2017,5755.9708,917.2113,9.3154,,1482.8109,,1867.3087,1063.3355,415.989
500000,重庆市,2016,5006.5697,1012.9149,29.0621,29.0621,1488.3784,2476.2143,,,
500000,重庆市,2015,5024.58,1033.0727,65.9044,64.8544,1666.5327,2259.0702,,,
500000,重庆市,2014,5344.9833,1190.7732,113.1313,113.0813,1824.4123,2216.6665,,,
500000,重庆市,2013,4614.0649,1112.2918,44.1801,44.1301,1263.7033,2193.8897,,,
500000,重庆市,2012,3869.539,720.7959,20.1314,7.4187,1182.0589,1946.5528,,,
500000,重庆市,2011,3295.6914,695.0754,59.9183,55.6833,853.7163,1686.9814,,,
500000,重庆市,2010,2859.53,584.72,83.93,83.57,685.0,1505.89,,,
500000,重庆市,2009,1848.3048,332.2374,37.0174,35.9155,540.313,938.737,,,
500000,重庆市,2008,1242.5935,245.6174,48.5334,40.8956,403.3145,545.1282,,,
500000,重庆市,2007,1357.6961,251.8261,14.9069,12.2374,358.7485,732.2146,,,
500000,重庆市,2006,824.2335,179.7593,4.5106,2.1319,240.8337,399.1299,,,
500000,重庆市,2005,698.2893,127.7531,14.0419,10.6909,218.9074,337.5869,,,
500000,重庆市,2004,531.4445,82.6863,11.7279,3.9926,171.6637,264.7244,,,
500000,重庆市,2003,422.3263,94.9504,4.1458,4.1208,137.1847,185.9454,,,
500000,重庆市,2002,276.2075,68.1865,3.6514,2.8578,94.9051,109.097,,,
500000,重庆市,2001,207.8884,52.8252,1.0528,1.0528,70.5676,82.5319,,,
500000,重庆市,2000,154.6651,43.5492,1.3998,1.3657,55.4272,54.2889,,,
510000,四川省,2019,9349.7163,1118.1713,6.5485,,3039.8238,,3482.5182,1499.4897,203.1648
510000,四川省,2018,8160.7077,887.3591,0.17,,2933.3423,,2974.6914,1106.2482,258.8967
510000,四川省,2017,7430.9738,890.3937,0.55,,2779.0652,,2372.9075,1174.6618,213.3956
510000,四川省,2016,6635.6856,751.7382,0.88,0.23,2679.9762,3203.0912,,,
510000,四川省,2015,6079.0039,916.2079,0.9715,0.9615,2645.8305,2515.994,,,
510000,四川省,2014,5863.1102,817.8753,39.3355,31.7528,2513.6809,2492.2185,,,
510000,四川省,2013,5324.5292,725.4508,32.3252,22.3252,2150.8673,2415.8859,,,
510000,四川省,2012,4222.6657,459.2355,16.9309,14.7063,1728.9653,2017.534,,,
510000,四川省,2011,4179.5419,481.3042,66.4182,64.5086,1741.3189,1890.5006,,,
510000,四川省,2010,3148.03,436.83,33.33,30.99,1208.26,1469.62,,,
510000,四川省,2009,2415.1504,332.3837,11.9268,9.0601,811.872,1258.9679,,,
510000,四川省,2008,1702.2678,302.3891,63.4041,59.7473,688.8416,647.633,,,
510000,四川省,2007,1822.6796,271.6706,59.5657,48.4615,712.2026,779.2407,,,
510000,四川省,2006,1238.0762,144.9686,27.0103,26.9503,524.3135,541.7838,,,
510000,四川省,2005,799.0172,85.6565,15.1273,15.0655,341.3522,356.8812,,,
510000,四川省,2004,626.1544,83.8606,1.6931,0.4931,202.0961,338.5046,,,
510000,四川省,2003,543.2113,102.6278,0.6627,0.6527,180.1966,259.7092,,,
510000,四川省,2002,393.5937,89.5961,1.9583,1.7583,124.5766,177.4627,,,
510000,四川省,2001,300.521,57.8738,1.952,0.8586,83.5994,157.0458,,,
510000,四川省,2000,230.8142,45.5696,1.9996,1.3996,74.7134,108.1886,,,
520000,贵州省,2019,2939.4138,101.4352,,,1084.7707,,849.6058,779.6683,123.9338
520000,贵州省,2018,2662.1265,128.3134,0.07,,823.4543,,952.7008,670.2993,87.2887
520000,贵州省,2017,2296.4991,149.6036,,,779.3955,,680.6318,537.6281,149.2401
520000,贵州省,2016,2179.2695,201.4644,,,834.7663,1143.0388,,,
520000,贵州省,2015,2248.272,220.2975,0.85,0.8,898.3536,1128.7709,,,
520000,贵州省,2014,2336.6182,242.6237,3.413,3.053,964.8609,1125.7206,,,
520000,贵州省,2013,2145.7234,226.8249,,,877.1999,1041.6986,,,
520000,贵州省,2012,1418.168,230.6113,4.2887,4.2887,518.4444,664.8236,,,
520000,贵州省,2011,1245.476,172.7849,4.467,4.4365,526.0934,542.1307,,,
520000,贵州省,2010,925.49,160.1,0.72,0.72,267.74,496.94,,,
520000,贵州省,2009,670.7643,133.1075,0.2559,0.15,168.2427,369.1582,,,
520000,贵州省,2008,418.3901,79.9785,1.2002,0.9878,160.3959,176.8155,,,
520000,贵州省,2007,378.4022,95.8057,2.2375,2.2375,109.3595,170.9995,,,
520000,贵州省,2006,271.1605,70.7468,3.9755,3.9442,81.0021,115.4361,,,
520000,贵州省,2005,195.1658,49.3018,0.675,0.175,63.9126,81.2764,,,
520000,贵州省,2004,149.3706,32.6334,0.289,0.1628,48.887,67.5552,,,
520000,贵州省,2003,131.3854,26.0061,0.7414,0.6994,45.1268,59.5111,,,
520000,贵州省,2002,96.3193,18.4744,0.1541,0.1541,29.3969,48.2939,,,
520000,贵州省,2001,77.7724,14.7777,0.1556,0.1556,24.1503,38.6856,,,
520000,贵州省,2000,60.9149,13.896,0.4355,0.3437,16.5154,29.932,,,
530000,云南省,2019,3764.3834,291.9378,15.4137,,1262.5257,,1275.9641,746.1957,172.3464
530000,云南省,2018,2969.5744,312.3104,0.8,,983.3322,,1025.4301,512.4864,135.2153
530000,云南省,2017,2808.1756,487.0074,4.0775,,1172.8854,,570.9057,393.9032,179.3964
530000,云南省,2016,2590.3665,453.5001,0.1948,0.0648,1157.7094,978.9622,,,
530000,云南省,2015,2850.093,528.3993,9.6746,9.5746,1337.5412,974.4779,,,
530000,云南省,2014,2917.4305,414.9022,16.0043,15.3538,1549.4568,937.0672,,,
530000,云南省,2013,2924.3592,418.8013,12.285,,1541.7636,951.5093,,,
530000,云南省,2012,2134.0222,216.12,,,975.03,942.8722,,,
530000,云南省,2011,1701.8171,146.5737,0.8696,0.2696,775.0183,779.3555,,,
530000,云南省,2010,1300.66,160.82,0.85,,461.22,677.78,,,
530000,云南省,2009,1000.5916,139.519,0.3977,0.3977,296.7894,563.8855,,,
530000,云南省,2008,706.6038,96.0171,4.2993,4.2978,261.9221,344.3653,,,
530000,云南省,2007,587.8845,98.3451,1.6587,0.9562,184.2614,303.6193,,,
530000,云南省,2006,410.075,64.3993,0.6812,0.4282,143.1489,201.8456,,,
530000,云南省,2005,322.4736,46.0638,0.199,0.199,106.6295,169.5813,,,
530000,云南省,2004,200.4638,30.9591,0.4146,0,58.345,110.3481,,,
530000,云南省,2003,155.3014,40.3185,1.0415,1.0415,38.5852,75.3473,,,
530000,云南省,2002,107.8332,22.0681,0.04,0.04,19.2881,66.2822,,,
530000,云南省,2001,93.2427,16.2674,0.2016,0.03,20.7906,55.7323,,,
530000,云南省,2000,96.8424,25.9084,2.6742,2.6555,15.2588,52.906,,,
540000,西藏自治区,2019,110.5024,16.9517,,,58.7455,,23.8901,8.8582,2.0569
540000,西藏自治区,2018,95.4968,5.8131,,,68.4715,,11.6433,6.1142,3.4547
540000,西藏自治区,2017,53.5784,16.11,,,17.5067,,13.0338,6.59,0.3379
540000,西藏自治区,2016,53.8046,1.0,,,36.8497,15.9549,,,
540000,西藏自治区,2015,43.9281,1.2,,,28.6959,14.0322,,,
540000,西藏自治区,2014,47.903,0.8,,,35.0322,12.0708,,,
540000,西藏自治区,2013,12.5556,,,,5.1017,7.4539,,,
540000,西藏自治区,2012,8.0533,,,,2.1319,5.9214,,,
540000,西藏自治区,2011,9.734,2.4,,,2.8843,4.4497,,,
540000,西藏自治区,2010,15.02,0.08,,,10.75,4.19,,,
540000,西藏自治区,2009,31.0418,1.86,,,11.8125,17.3693,,,
540000,西藏自治区,2008,13.3141,1.9391,,,4.3014,7.0736,,,
540000,西藏自治区,2007,11.9154,1.406,,,3.0865,7.4229,,,
540000,西藏自治区,2006,11.3365,1.6062,,,4.0029,5.7274,,,
540000,西藏自治区,2005,6.9783,0.9626,,,2.4567,3.559,,,
540000,西藏自治区,2004,6.0166,0.41,0.0,0,0.6552,4.9514,,,
540000,西藏自治区,2003,4.5946,0.9,,,2.7159,0.9787,,,
540000,西藏自治区,2002,2.6907,0.93,,,0.7632,0.9811,,,
540000,西藏自治区,2001,1.2892,0.374,,,0.41,0.5052,,,
540000,西藏自治区,2000,0.978,0.12,,,0.3481,0.5099,,,
610000,陕西省,2019,4911.2162,372.9864,,,2253.8933,,1442.9508,613.1051,228.2806
610000,陕西省,2018,4563.7624,386.3846,,,2146.5207,,1355.8519,485.5799,189.4253
610000,陕西省,2017,3886.5795,495.4241,0.2184,,1631.2936,,1004.3866,502.6768,252.58
610000,陕西省,2016,3071.8147,379.5569,,,1550.6386,1141.6192,,,
610000,陕西省,2015,2815.0089,372.817,6.32,6.32,1405.0584,1030.8135,,,
610000,陕西省,2014,2684.78,391.2758,,,1274.5677,1018.9365,,,
610000,陕西省,2013,2592.3919,326.0991,7.44,7.44,1143.1835,1115.6693,,,
610000,陕西省,2012,2317.4048,280.3565,2.4,2.4,1120.44,914.2083,,,
610000,陕西省,2011,1937.7179,233.7005,0.2428,0.2,707.6245,996.1501,,,
610000,陕西省,2010,1683.75,215.17,5.62,5.62,642.8,820.16,,,
610000,陕西省,2009,1314.2172,213.4055,5.2276,5.2276,585.4803,510.1038,,,
610000,陕西省,2008,797.92,124.5909,2.4075,2.3001,407.8767,263.0449,,,
610000,陕西省,2007,601.0175,96.3573,4.5523,3.6312,262.2372,237.8707,,,
610000,陕西省,2006,432.7439,72.2787,3.3052,3.3052,186.8263,170.3337,,,
610000,陕西省,2005,299.8907,41.1859,1.2125,0.9425,136.5531,120.9392,,,
610000,陕西省,2004,240.1051,38.4406,1.6536,1.5536,104.7788,95.1021,,,
610000,陕西省,2003,197.9864,56.4856,0.4352,0.4352,70.8451,68.802,,,
610000,陕西省,2002,131.2526,25.2144,0.3506,0.3454,51.6145,53.5771,,,
610000,陕西省,2001,109.6498,31.2056,0.8327,0.8327,33.0391,44.2704,,,
610000,陕西省,2000,79.3235,15.8692,0.6192,0.1362,16.4386,46.1013,,,
620000,甘肃省,2019,1246.5813,182.699,,,530.0699,,325.1842,178.168,30.4602
620000,甘肃省,2018,1158.738,131.9146,,,448.0678,,379.1292,158.1769,41.4495
620000,甘肃省,2017,1158.006,227.0417,,,436.0371,,304.5412,150.4422,39.9438
620000,甘肃省,2016,1011.4718,179.0523,,,456.4978,375.9217,,,
620000,甘肃省,2015,939.6481,153.0211,,,429.9285,356.6985,,,
620000,甘肃省,2014,854.6474,120.5125,,,411.4519,322.683,,,
620000,甘肃省,2013,963.353,168.7531,,,431.0787,363.5212,,,
620000,甘肃省,2012,651.2429,129.0787,,,304.9698,217.1944,,,
620000,甘肃省,2011,424.2235,83.2364,0.0055,,183.774,157.2076,,,
620000,甘肃省,2010,317.56,56.6,,,132.8,128.17,,,
620000,甘肃省,2009,245.5426,39.7174,,,93.6462,112.179,,,
620000,甘肃省,2008,196.5377,37.6267,0.443,0.315,79.3761,79.0919,,,
620000,甘肃省,2007,155.0005,29.6812,,,65.0662,60.2531,,,
620000,甘肃省,2006,109.8991,18.7876,0.0145,0.0145,43.2601,47.8369,,,
620000,甘肃省,2005,94.6848,16.0693,,,41.3903,37.2252,,,
620000,甘肃省,2004,79.9711,18.1513,0.218,0.218,29.8118,31.573,,,
620000,甘肃省,2003,62.2337,14.5674,0.03,0.03,22.4966,24.8813,,,
620000,甘肃省,2002,44.3209,9.3337,0.106,0.08,17.3795,17.4915,,,
620000,甘肃省,2001,30.8192,5.87,0.135,0.135,11.2194,13.5325,,,
620000,甘肃省,2000,28.5545,6.2245,0.2414,0.2414,9.8297,12.2538,,,
630000,青海省,2019,445.6821,43.6875,,,206.901,,127.9804,47.6532,19.46
630000,青海省,2018,335.322,45.5421,,,127.3725,,100.1449,43.1574,19.1051
630000,青海省,2017,412.0237,70.086,,,199.1255,,89.3835,50.1537,3.275
630000,青海省,2016,423.2471,71.5784,,,197.1709,154.4978,,,
630000,青海省,2015,361.0382,72.943,,,153.7963,134.2989,,,
630000,青海省,2014,351.0695,51.5589,,,139.3612,160.1494,,,
630000,青海省,2013,259.0856,44.4349,,,117.9734,96.6773,,,
630000,青海省,2012,228.4477,37.3912,,,113.3544,77.7021,,,
630000,青海省,2011,150.8673,17.1135,1.5276,1.5276,81.3267,50.8995,,,
630000,青海省,2010,124.84,26.9,2.32,2.32,56.78,38.83,,,
630000,青海省,2009,88.7388,13.1286,,,47.0715,28.5387,,,
630000,青海省,2008,59.9312,10.2594,,,41.0936,8.5782,,,
630000,青海省,2007,44.3366,8.2493,,,21.8491,14.2382,,,
630000,青海省,2006,35.7658,3.5338,0.025,,23.9909,8.2161,,,
630000,青海省,2005,30.9008,2.0764,0.0375,0.0375,18.5255,10.2614,,,
630000,青海省,2004,26.532,5.6284,0.08,0,11.7616,9.062,,,
630000,青海省,2003,23.0688,4.1998,0.355,0.355,9.7984,8.5056,,,
630000,青海省,2002,17.9958,2.5469,0.5001,0.3241,9.3406,5.6032,,,
630000,青海省,2001,16.4288,2.7458,0.2239,0.2239,9.8673,3.5918,,,
630000,青海省,2000,12.8862,2.1719,0.3105,0.3105,8.5719,1.8319,,,
640000,宁夏回族自治区,2019,581.7643,64.5208,,,125.8871,,272.226,105.4734,13.657
640000,宁夏回族自治区,2018,582.1625,58.6883,,,162.1174,,245.6416,92.65,23.0652
640000,宁夏回族自治区,2017,678.5046,70.1,,,241.5706,,216.8887,88.5897,61.3556
640000,宁夏回族自治区,2016,678.7373,96.8024,,,260.0276,321.9073,,,
640000,宁夏回族自治区,2015,737.3923,96.5925,,,323.675,317.1248,,,
640000,宁夏回族自治区,2014,742.9055,120.0423,,,275.4745,347.3887,,,
640000,宁夏回族自治区,2013,694.1494,105.7417,,,247.6903,340.7174,,,
640000,宁夏回族自治区,2012,499.8029,59.3984,,,196.3181,244.0864,,,
640000,宁夏回族自治区,2011,449.3133,51.9711,,,158.0144,239.3278,,,
640000,宁夏回族自治区,2010,359.14,56.07,0.25,0.25,103.32,199.5,,,
640000,宁夏回族自治区,2009,197.9352,28.8147,,,54.5291,114.5914,,,
640000,宁夏回族自治区,2008,124.587,16.9049,,,41.3443,66.3378,,,
640000,宁夏回族自治区,2007,89.655,12.5214,0.591,0.591,30.2746,46.268,,,
640000,宁夏回族自治区,2006,74.1053,14.8803,0.1343,0.09,21.7401,37.3506,,,
640000,宁夏回族自治区,2005,73.0428,10.4707,,,24.5388,38.0333,,,
640000,宁夏回族自治区,2004,68.3037,12.2047,0.21,0.21,22.522,33.34,,,
640000,宁夏回族自治区,2003,52.071,12.4552,0.1327,0.1327,17.128,22.3406,,,
640000,宁夏回族自治区,2002,32.506,9.5248,,,7.2228,15.7584,,,
640000,宁夏回族自治区,2001,23.7681,6.4858,,,6.2028,11.0795,,,
640000,宁夏回族自治区,2000,15.8495,3.6332,,,4.2419,7.9404,,,
650000,新疆维吾尔自治区,2019,1282.8348,87.3142,0.19,,497.2428,,421.1478,236.2646,40.6754
650000,新疆维吾尔自治区,2018,1241.9785,84.0445,,,533.8304,,359.9684,178.5241,85.6111
650000,新疆维吾尔自治区,2017,1107.0128,93.0266,,,441.518,,319.2136,164.6213,88.6333
650000,新疆维吾尔自治区,2016,1067.6096,95.0044,,,437.9715,534.6337,,,
650000,新疆维吾尔自治区,2015,1134.7246,124.456,,,492.2646,518.004,,,
650000,新疆维吾尔自治区,2014,1136.4803,104.5811,,,488.2973,543.6019,,,
650000,新疆维吾尔自治区,2013,1113.1481,106.6046,,,412.1799,594.3636,,,
650000,新疆维吾尔自治区,2012,797.9461,90.8749,,,297.6896,409.3816,,,
650000,新疆维吾尔自治区,2011,684.3313,73.155,0.1666,,231.4233,379.5864,,,
650000,新疆维吾尔自治区,2010,538.07,68.42,,,139.8,329.86,,,
650000,新疆维吾尔自治区,2009,368.3795,45.3692,0.005,,91.5219,231.4834,,,
650000,新疆维吾尔自治区,2008,242.7323,25.3427,,,96.1343,121.2553,,,
650000,新疆维吾尔自治区,2007,224.3755,21.738,,,76.6344,126.0031,,,
650000,新疆维吾尔自治区,2006,144.6593,14.534,,,47.8871,82.2382,,,
650000,新疆维吾尔自治区,2005,113.7693,11.3887,0.016,,47.9948,54.3698,,,
650000,新疆维吾尔自治区,2004,113.3614,11.6965,0.0,0,50.2364,51.4285,,,
650000,新疆维吾尔自治区,2003,111.7659,20.8348,,,44.8441,46.087,,,
650000,新疆维吾尔自治区,2002,106.4031,15.8511,,,45.5707,44.9465,,,
650000,新疆维吾尔自治区,2001,89.0102,10.6794,0.1278,0.1278,30.3975,47.765,,,
650000,新疆维吾尔自治区,2000,70.1332,11.3823,0.06,0.02,23.2768,35.4141,,,
