省份编码,省份,年份,房地产开发企业新开工房屋面积(万平方米),房地产开发企业住宅新开工房屋面积(万平方米),房地产开发企业别墅、高档公寓新开工房屋面积(万平方米),房地产开发企业办公楼新开工房屋面积(万平方米),房地产开发企业商业营业用房新开工房屋面积(万平方米),房地产开发企业其他用途新开工房屋面积(万平方米)
420000,湖北省,2006,2355.673,2077.3041,88.8948,23.3726,177.2548,77.7415
420000,湖北省,2005,2292.9176,2003.4646,44.5013,38.9852,170.4747,79.9931
420000,湖北省,2004,2026.8952,1703.7736,,48.193,182.4766,92.452
420000,湖北省,2003,1542.3442,1340.0159,34.7487,32.8642,110.138,59.3261
420000,湖北省,2002,1207.06,1075.22,103.73,23.71,70.26,37.87
420000,湖北省,2001,1020.5409,899.5652,41.6848,41.1144,55.03,24.8313
420000,湖北省,2000,954.3578,832.0048,16.6096,45.378,47.5532,29.4218
430000,湖南省,2019,11933.2264,9052.8308,183.5857,313.0372,1200.3794,1366.979
430000,湖南省,2018,11127.6548,8420.7682,223.2104,149.2373,1251.1001,1306.5492
430000,湖南省,2017,8235.9074,6089.6733,112.7101,145.7402,995.2461,1005.2478
430000,湖南省,2016,7472.5588,5272.0825,113.9117,214.6838,1171.0215,814.771
430000,湖南省,2015,6394.5825,4747.1963,110.4715,139.7031,891.7681,615.915
430000,湖南省,2014,8067.0497,5735.5992,128.7974,193.1679,1142.3705,995.9121
430000,湖南省,2013,8869.1284,6854.1533,154.7889,149.7105,920.4162,944.8484
430000,湖南省,2012,6631.6182,5053.5244,88.5076,184.4416,712.6838,680.9684
430000,湖南省,2011,7318.6402,5872.1362,319.5773,111.6894,713.6509,621.1637
430000,湖南省,2010,6443.3,5365.96,135.94,62.36,557.54,457.43
430000,湖南省,2009,5319.82,4417.88,88.61,58.05,493.5,350.38
430000,湖南省,2008,4231.36,3579.92,208.28,45.07,359.43,246.95
430000,湖南省,2007,3562.3583,2861.487,222.3465,56.763,419.2198,224.8885
430000,湖南省,2006,2845.6604,2293.6955,153.8895,35.6542,395.3776,120.9331
430000,湖南省,2005,2106.3958,1678.2746,112.2465,59.4639,291.281,77.3763
430000,湖南省,2004,1897.1418,1406.7155,,27.4078,399.577,63.4415
430000,湖南省,2003,1476.7518,1110.448,79.7,45.0895,259.1865,62.0278
430000,湖南省,2002,993.53,774.83,74.99,24.06,159.01,35.64
430000,湖南省,2001,723.6477,593.49,36.3085,17.6708,86.6115,25.8754
430000,湖南省,2000,678.3731,551.9545,34.5831,18.9368,75.6806,31.8012
440000,广东省,2019,18437.3766,12904.9232,441.3049,1063.1641,1283.3173,3185.972
440000,广东省,2018,19144.0767,13593.1012,529.6385,863.7723,1403.8538,3283.3494
440000,广东省,2017,16775.5507,11694.458,454.5394,883.578,1481.363,2716.1517
440000,广东省,2016,14847.5135,10165.6375,422.7201,795.955,1596.874,2289.047
440000,广东省,2015,12676.7427,8681.7585,419.2934,566.8258,1573.3061,1854.8523
440000,广东省,2014,13384.336,9174.0843,594.8382,636.1149,1399.9957,2174.1411
440000,广东省,2013,14265.4768,10114.7526,622.1431,563.1998,1481.5841,2105.9403
440000,广东省,2012,10615.7258,7840.2574,526.8822,288.9425,998.1789,1488.347
440000,广东省,2011,12013.9904,9273.4022,784.4109,304.8266,897.8927,1537.8689
440000,广东省,2010,9904.38,7826.8,775.58,160.47,688.69,1228.41
440000,广东省,2009,6479.85,5099.73,502.05,170.38,519.02,690.73
440000,广东省,2008,6557.16,5163.16,620.21,176.75,531.07,686.18
440000,广东省,2007,7412.4691,6091.1968,785.529,125.0404,526.1157,670.1162
440000,广东省,2006,5674.3825,4581.3758,650.6712,136.8688,482.9194,473.2185
440000,广东省,2005,4989.8201,4010.3854,342.8308,99.0362,494.7884,385.6101
440000,广东省,2004,4921.6304,3923.6919,,166.9421,467.1121,363.8843
440000,广东省,2003,4328.1904,3417.9889,254.9384,122.385,462.4846,325.3319
440000,广东省,2002,4175.23,3446.25,443.73,90.11,405.0,233.86
440000,广东省,2001,3845.009,3134.3207,192.0312,86.7431,335.9579,287.9873
440000,广东省,2000,3245.0265,2599.9183,182.0563,107.3862,324.3729,213.3491
450000,广西壮族自治区,2019,8218.5249,6533.9548,90.6396,81.0715,566.6472,1036.8514
450000,广西壮族自治区,2018,6059.3001,4672.077,81.74,96.0325,523.3592,767.8314
450000,广西壮族自治区,2017,4912.2086,3662.3881,108.0115,67.4894,574.1786,608.1525
450000,广西壮族自治区,2016,4984.1834,3577.1333,90.3567,239.5643,556.4673,611.0185
450000,广西壮族自治区,2015,3850.0698,2793.5717,39.3628,141.3657,455.2985,459.8339
450000,广西壮族自治区,2014,4138.4343,2958.2591,46.9295,151.0645,580.1466,448.9641
450000,广西壮族自治区,2013,3715.6659,2901.9285,53.2927,72.7366,331.0908,409.91
450000,广西壮族自治区,2012,3741.8818,2910.112,72.3007,103.0254,376.3243,352.4201
450000,广西壮族自治区,2011,3991.6538,3143.0634,31.3443,99.7237,338.5622,410.3045
450000,广西壮族自治区,2010,4750.57,3905.84,59.51,59.75,394.85,390.13
450000,广西壮族自治区,2009,3020.02,2470.9,51.48,39.57,283.88,225.68
450000,广西壮族自治区,2008,2258.39,1909.15,48.91,23.32,199.79,126.14
450000,广西壮族自治区,2007,2184.8869,1846.2326,119.5883,33.6895,180.6363,124.3285
450000,广西壮族自治区,2006,1776.7395,1490.1411,105.6517,14.9622,182.6332,89.003
450000,广西壮族自治区,2005,1633.2862,1277.8553,49.9779,39.8149,238.5674,77.0486
450000,广西壮族自治区,2004,1313.9661,992.5331,,13.8942,244.4254,63.1134
450000,广西壮族自治区,2003,1058.1824,872.2069,32.3976,15.9232,117.4495,52.6028
450000,广西壮族自治区,2002,626.95,525.05,12.29,3.29,70.18,28.43
450000,广西壮族自治区,2001,441.1485,367.2015,10.5448,11.2359,46.6108,16.1003
450000,广西壮族自治区,2000,300.001,261.5175,15.3245,4.4376,25.5107,8.5352
460000,海南省,2019,1219.5613,828.4411,56.5091,53.0416,171.5024,166.5762
460000,海南省,2018,1944.642,1520.6173,117.7373,37.4445,144.2943,242.2859
460000,海南省,2017,2109.7447,1649.7551,199.1486,15.596,236.2888,208.1048
460000,海南省,2016,1976.1633,1382.3649,175.025,53.0799,238.6113,302.1072
460000,海南省,2015,1644.7244,1281.5528,103.7189,12.577,154.874,195.7206
460000,海南省,2014,1583.64,1200.7421,68.4754,9.0215,233.9828,139.8936
460000,海南省,2013,1735.4194,1471.6908,171.5714,14.5875,134.7429,114.3982
460000,海南省,2012,1661.2856,1402.852,170.7398,17.7809,137.2536,103.3991
460000,海南省,2011,1629.0628,1416.3163,172.9459,21.8923,91.3542,99.5
460000,海南省,2010,1136.12,980.63,188.29,14.08,66.63,74.78
460000,海南省,2009,807.26,728.46,153.98,1.9,50.29,26.61
460000,海南省,2008,594.69,518.72,130.59,27.07,30.33,18.56
460000,海南省,2007,339.9547,299.8057,87.4972,8.1459,21.4896,10.5135
460000,海南省,2006,294.9327,263.1393,69.147,6.3558,18.2253,7.2123
460000,海南省,2005,253.3856,194.7348,25.1133,1.6259,50.1094,6.9155
460000,海南省,2004,254.3617,220.9597,,1.6556,29.7231,2.0233
460000,海南省,2003,170.6657,154.6936,29.2982,0.1682,13.1576,2.6463
460000,海南省,2002,73.19,62.81,16.64,3.98,5.09,1.32
460000,海南省,2001,94.833,77.8431,38.2648,,3.9899,13.0
460000,海南省,2000,30.4659,26.8405,7.1488,0.42,2.5124,0.693
500000,重庆市,2019,6725.3973,4593.1729,242.0937,126.4185,579.8188,1425.9871
500000,重庆市,2018,7386.1646,5145.1979,368.5023,132.7175,725.1856,1383.0636
500000,重庆市,2017,5680.042,3759.6264,309.7217,94.8633,768.1012,1057.4511
500000,重庆市,2016,4875.1615,2998.921,98.3252,160.7904,899.9371,815.513
500000,重庆市,2015,5810.8462,3668.9204,204.3711,157.4348,1037.723,946.768
500000,重庆市,2014,6254.0397,4275.9579,148.36,264.1668,774.7256,939.1894
500000,重庆市,2013,7641.6324,5387.5951,152.5224,241.1484,1001.3212,1011.5677
500000,重庆市,2012,5813.4823,4345.1427,117.9303,160.6357,539.0391,768.6648
500000,重庆市,2011,6824.3606,5214.4185,179.5577,154.4422,708.1229,747.377
500000,重庆市,2010,6312.64,5268.76,160.28,57.2,433.68,553.01
500000,重庆市,2009,3813.68,2989.72,145.41,62.98,404.15,356.83
500000,重庆市,2008,3508.62,2857.7,132.79,22.33,325.37,303.22
500000,重庆市,2007,3555.8742,2903.8165,134.1687,53.4933,316.6755,281.8889
500000,重庆市,2006,2709.2818,2176.7544,111.5438,48.0163,283.6191,200.892
500000,重庆市,2005,2334.7526,1824.7407,51.0276,46.9712,319.5302,143.5105
500000,重庆市,2004,2144.8419,1666.9112,,52.0769,279.1275,146.7263
500000,重庆市,2003,2098.2371,1580.0358,50.4421,50.2198,312.3135,155.668
500000,重庆市,2002,1709.47,1277.55,54.21,55.57,269.87,106.49
500000,重庆市,2001,1661.1892,1259.3823,47.3686,62.6299,234.4044,104.7726
500000,重庆市,2000,1290.0472,969.2625,49.2832,34.6342,234.2031,51.9474
510000,四川省,2019,15325.4967,10294.7002,191.1217,657.3994,1534.9892,2838.4079
510000,四川省,2018,14094.4368,9734.5441,259.1032,513.742,1366.5349,2479.6158
510000,四川省,2017,11521.591,7604.0021,279.9639,315.0872,1631.1706,1971.3311
510000,四川省,2016,10825.1569,6941.7258,233.1722,277.9983,1649.5785,1955.8543
510000,四川省,2015,9587.212,6026.3216,87.4295,337.876,1537.5998,1685.4146
510000,四川省,2014,11328.036,7335.9801,135.4264,452.5084,1743.4583,1796.0892
510000,四川省,2013,10163.5691,7008.7143,118.4017,264.4242,1402.1846,1488.246
510000,四川省,2012,8367.2082,5962.5076,122.0311,314.4632,1089.3699,1000.8675
510000,四川省,2011,8435.8178,6538.1385,107.0812,140.724,825.5666,931.3887
510000,四川省,2010,7731.66,6270.79,135.6,128.53,634.66,697.68
510000,四川省,2009,5235.88,4411.13,127.52,111.51,405.36,307.88
510000,四川省,2008,4962.01,4216.75,124.03,74.49,339.91,330.85
510000,四川省,2007,5228.8639,4524.0836,144.7474,44.3796,376.5594,283.8413
510000,四川省,2006,4847.0347,4122.147,254.5179,58.6791,439.7057,226.5029
510000,四川省,2005,3684.3691,3074.5263,149.9968,37.1033,465.0209,107.7186
510000,四川省,2004,3146.8386,2516.5959,,46.4446,494.2721,89.526
510000,四川省,2003,3646.7715,2925.7971,254.5749,62.028,523.9104,135.036
510000,四川省,2002,2604.28,2127.44,109.94,46.8,359.7,70.35
510000,四川省,2001,2024.2926,1644.7869,104.8876,39.7581,280.681,59.0666
510000,四川省,2000,1627.4781,1365.509,47.7929,37.2432,187.0552,37.6707
520000,贵州省,2019,7239.8873,5235.8499,110.5613,122.3336,774.3213,1107.3825
520000,贵州省,2018,5689.1994,3983.8002,125.2022,97.7818,712.7313,894.8861
520000,贵州省,2017,3310.765,2208.5898,67.9142,76.1926,583.3631,442.6195
520000,贵州省,2016,3467.5475,2172.1354,111.0379,81.0571,732.1851,482.1699
520000,贵州省,2015,4206.1164,2381.2045,53.9526,206.7741,1020.7608,597.377
520000,贵州省,2014,4616.4891,2829.2994,62.0016,187.7993,849.8788,749.5116
520000,贵州省,2013,5628.2413,3974.1638,72.2189,171.3325,806.3899,676.3551
520000,贵州省,2012,3787.6722,2578.4145,7.6181,176.2364,567.9055,465.1158
520000,贵州省,2011,2885.0733,2170.6595,21.4911,13.6125,407.2013,293.6
520000,贵州省,2010,2871.15,2250.29,9.0,29.22,304.59,287.05
520000,贵州省,2009,1755.24,1352.92,11.97,27.78,205.8,168.74
520000,贵州省,2008,1593.51,1306.94,16.92,23.51,154.58,108.48
520000,贵州省,2007,1574.6307,1290.4976,39.8368,15.1428,179.2151,89.7752
520000,贵州省,2006,1289.0487,1031.6802,18.9549,32.4288,170.8805,54.0592
520000,贵州省,2005,1007.6994,783.3784,2.3899,31.9981,145.8403,46.4826
520000,贵州省,2004,877.8038,679.016,,31.395,126.2745,41.1183
520000,贵州省,2003,902.9378,715.0928,10.3236,19.5259,130.8253,37.4938
520000,贵州省,2002,537.21,422.47,1.43,23.56,72.12,19.06
520000,贵州省,2001,517.8002,405.3041,0.76,21.7063,76.6292,14.1606
520000,贵州省,2000,412.67,320.4578,7.0535,15.8655,57.1689,19.1778
530000,云南省,2019,8018.5089,5695.4459,537.4334,258.5614,754.857,1309.6446
530000,云南省,2018,4738.2789,3386.8292,479.3443,91.5231,569.5647,690.3619
530000,云南省,2017,4017.3379,2632.0211,265.6542,104.3827,593.1857,687.7484
530000,云南省,2016,3453.9784,2201.3384,140.0713,144.4024,529.7687,578.4689
530000,云南省,2015,3841.285,2517.2839,163.4941,86.4456,758.4476,479.1079
530000,云南省,2014,5458.4273,3654.2886,260.0492,183.8635,826.6067,793.6685
530000,云南省,2013,6481.7961,4529.0932,280.4487,171.3344,1003.0775,778.291
530000,云南省,2012,6037.5257,4166.8813,259.3954,222.3653,882.7737,765.5054
530000,云南省,2011,4907.0685,3614.9509,289.659,154.7242,628.1143,509.2791
530000,云南省,2010,3702.76,2960.81,311.93,55.87,391.68,294.4
530000,云南省,2009,2820.84,2231.07,226.21,45.7,363.25,180.82
530000,云南省,2008,2167.11,1798.9,225.21,38.89,228.52,100.79
530000,云南省,2007,2018.5255,1704.3425,312.3163,14.3089,227.5573,72.3168
530000,云南省,2006,1255.0126,993.223,192.598,27.8212,169.7503,64.2181
530000,云南省,2005,1294.4332,1073.6075,191.2754,25.7947,133.809,61.222
530000,云南省,2004,948.1827,775.5139,,9.6731,115.0002,47.9955
530000,云南省,2003,701.2275,600.099,81.2302,6.6591,67.0633,27.4061
530000,云南省,2002,455.54,391.77,44.12,7.1,37.74,18.93
530000,云南省,2001,479.0746,407.2449,21.3318,10.8149,34.7163,26.2985
530000,云南省,2000,351.3676,278.1871,17.8351,18.5327,38.0465,16.6013
540000,西藏自治区,2019,416.8936,333.9913,10.6827,14.2088,37.6296,31.0639
540000,西藏自治区,2018,193.0571,128.548,7.1971,1.2136,38.9027,24.3928
540000,西藏自治区,2017,61.0706,31.5759,2.9942,0.051,11.1203,18.3234
540000,西藏自治区,2016,57.0058,35.5251,2.7182,1.6559,13.4577,6.3671
540000,西藏自治区,2015,119.8701,80.875,0.2156,4.8116,16.1798,18.0037
540000,西藏自治区,2014,191.4885,118.433,15.3737,10.0919,35.5093,27.4543
540000,西藏自治区,2013,27.7633,22.3699,6.7849,,1.5934,3.8
540000,西藏自治区,2012,22.6763,17.0714,6.46,1.5688,4.0361,
540000,西藏自治区,2011,4.5343,0.0383,0.0383,,4.496,
540000,西藏自治区,2010,16.92,15.3,2.48,0.57,1.05,
540000,西藏自治区,2009,37.35,31.84,4.37,0.42,4.42,0.67
540000,西藏自治区,2008,60.12,52.98,6.37,3.28,3.7,0.16
540000,西藏自治区,2007,56.4172,48.4907,0.9207,0.1369,7.7896,
540000,西藏自治区,2006,60.3663,51.9579,9.4292,2.6048,4.9517,0.8519
540000,西藏自治区,2005,38.8133,33.4329,9.9541,0.2,5.1804,
540000,西藏自治区,2004,30.05,30.05,,,,
540000,西藏自治区,2003,17.3651,14.658,4.9336,0.073,2.6341,
540000,西藏自治区,2002,16.16,14.66,1.72,,1.5,
540000,西藏自治区,2001,11.05,9.91,,,1.14,
540000,西藏自治区,2000,7.3091,7.3091,,,,
610000,陕西省,2019,6431.21,4873.5243,102.8682,268.8501,553.0598,735.7758
610000,陕西省,2018,5451.7578,3979.5753,95.5065,223.4805,633.6925,615.0095
610000,陕西省,2017,4279.0776,3102.3335,42.3865,161.3153,497.3151,518.1137
610000,陕西省,2016,4483.6435,3106.2191,41.4478,225.0907,683.8372,468.4965
610000,陕西省,2015,3964.4431,2526.7283,57.8767,375.6053,685.9677,376.1418
610000,陕西省,2014,3943.1606,2933.9428,21.7721,208.8848,482.789,317.544
610000,陕西省,2013,4483.3504,3488.157,31.2675,179.2114,474.8274,341.1546
610000,陕西省,2012,4738.3153,3928.9066,33.0296,99.0284,419.7011,290.6792
610000,陕西省,2011,4027.439,3510.7517,34.883,78.1483,267.1286,171.4104
610000,陕西省,2010,3270.32,2859.51,75.78,38.08,229.34,143.4
610000,陕西省,2009,2796.27,2428.32,51.58,43.21,198.6,126.15
610000,陕西省,2008,2051.24,1781.83,48.87,62.96,146.79,59.65
610000,陕西省,2007,1446.7776,1275.7342,19.5469,26.2278,103.6418,41.1738
610000,陕西省,2006,1105.3121,952.5229,50.548,42.0232,77.4608,33.3052
610000,陕西省,2005,1234.753,1125.8621,43.2913,31.8125,60.9885,16.0899
610000,陕西省,2004,897.8443,763.5214,,43.8296,82.226,8.2673
610000,陕西省,2003,944.0941,783.3405,13.0211,48.7854,93.1793,18.7889
610000,陕西省,2002,950.26,851.8,131.12,29.16,45.18,24.12
610000,陕西省,2001,529.4572,473.7047,20.1964,21.7586,25.7365,8.2574
610000,陕西省,2000,517.8048,466.1501,25.614,20.2661,15.0677,16.3209
620000,甘肃省,2019,3307.2639,2406.6371,12.1198,31.8566,314.3075,554.4627
620000,甘肃省,2018,2443.0307,1611.5191,18.6144,53.3889,393.8805,384.2422
620000,甘肃省,2017,2374.6291,1442.9558,10.029,71.8467,492.5788,367.2478
620000,甘肃省,2016,2331.7104,1587.2342,18.3183,40.4247,454.6437,249.4078
620000,甘肃省,2015,2312.6552,1547.133,1.2264,88.7593,443.2502,233.5127
620000,甘肃省,2014,2050.3561,1486.8819,20.7751,51.855,362.7042,148.915
620000,甘肃省,2013,2451.1929,1917.0533,18.014,30.1253,300.6849,203.3294
620000,甘肃省,2012,2404.5119,1933.5232,7.998,23.2231,251.679,196.0866
620000,甘肃省,2011,1777.5558,1464.444,0.025,25.2234,179.1564,108.732
620000,甘肃省,2010,1395.98,1169.1,2.32,11.53,160.52,54.83
620000,甘肃省,2009,1046.92,886.33,0.13,14.16,101.88,44.55
620000,甘肃省,2008,986.09,868.87,,5.28,78.32,33.62
620000,甘肃省,2007,695.7195,604.646,2.3,5.5422,70.435,15.0963
620000,甘肃省,2006,560.326,462.3865,2.1569,18.2417,53.7538,25.944
620000,甘肃省,2005,389.7772,323.9369,1.3403,8.8662,53.106,3.8681
620000,甘肃省,2004,693.3834,571.766,,12.7239,75.9579,32.9356
620000,甘肃省,2003,462.4513,379.7965,37.8261,6.1743,69.2214,7.2591
620000,甘肃省,2002,263.44,225.19,8.18,2.25,29.85,6.14
620000,甘肃省,2001,204.8361,165.7785,2.1394,8.5992,19.9142,10.5442
620000,甘肃省,2000,182.1391,144.2227,0.1092,10.1747,24.6417,3.1
630000,青海省,2019,865.8969,640.4211,8.6139,7.9861,109.1783,108.3114
630000,青海省,2018,513.8262,331.8364,,7.4802,91.9558,82.5538
630000,青海省,2017,714.3705,381.2923,8.0,45.3107,174.2364,113.5311
630000,青海省,2016,870.0976,524.8189,1.6675,47.9714,191.0114,106.2959
630000,青海省,2015,785.5226,493.5084,20.2202,47.2911,130.3339,114.3892
630000,青海省,2014,694.7681,406.6592,2.5253,53.1106,149.3862,85.6121
630000,青海省,2013,859.755,599.8511,7.785,43.7473,123.4069,92.7497
630000,青海省,2012,772.9029,605.3276,7.585,7.7886,97.3811,62.4056
630000,青海省,2011,532.3273,447.7719,0.288,6.5111,43.7288,34.3155
630000,青海省,2010,700.67,568.91,,17.26,69.48,45.03
630000,青海省,2009,505.13,423.61,0.42,3.53,57.28,20.71
630000,青海省,2008,299.12,274.97,4.56,1.4,19.45,3.3
630000,青海省,2007,273.9884,242.0407,16.7414,7.6925,18.0415,6.2137
630000,青海省,2006,209.8929,173.4371,25.7953,8.0633,25.3807,3.0118
630000,青海省,2005,243.0586,201.0426,0.47,11.5568,26.4332,4.026
630000,青海省,2004,185.9344,162.185,,8.6938,11.8222,3.2334
630000,青海省,2003,236.3376,185.3441,,17.0017,30.8402,3.1516
630000,青海省,2002,168.08,135.14,,16.34,13.91,2.69
630000,青海省,2001,127.6168,84.2908,,12.4245,30.1872,0.7143
630000,青海省,2000,127.8846,96.445,,7.5081,21.403,2.5285
640000,宁夏回族自治区,2019,1185.6731,883.8538,7.5167,5.1785,109.076,187.5648
640000,宁夏回族自治区,2018,994.5531,681.57,23.2221,10.557,149.3555,153.0706
640000,宁夏回族自治区,2017,1187.6134,815.1523,15.3691,21.8463,203.4069,147.2079
640000,宁夏回族自治区,2016,1391.3433,875.4138,15.0585,72.1142,276.9227,166.8926
640000,宁夏回族自治区,2015,1391.118,863.7004,35.96,84.2415,254.2473,188.9288
640000,宁夏回族自治区,2014,2053.7708,1396.2449,34.4932,78.3732,315.7719,263.3808
640000,宁夏回族自治区,2013,2163.1198,1435.7657,46.4169,59.8609,424.4425,243.0507
640000,宁夏回族自治区,2012,1842.7796,1228.7413,38.5834,38.5969,421.0154,154.426
640000,宁夏回族自治区,2011,1989.1968,1480.3317,26.1067,55.0608,251.1409,202.6634
640000,宁夏回族自治区,2010,1808.73,1444.86,10.61,21.25,214.55,128.07
640000,宁夏回族自治区,2009,1160.26,920.85,21.35,36.71,129.55,73.15
640000,宁夏回族自治区,2008,867.39,728.96,6.71,20.49,93.23,24.72
640000,宁夏回族自治区,2007,718.5922,550.6576,14.2195,23.3019,120.7172,23.9155
640000,宁夏回族自治区,2006,697.2645,543.3778,19.7412,19.9976,114.1829,19.7062
640000,宁夏回族自治区,2005,580.8543,441.9304,9.1168,14.5365,110.2616,14.1258
640000,宁夏回族自治区,2004,602.1688,401.4911,,24.8732,149.6421,26.1624
640000,宁夏回族自治区,2003,532.5512,419.4579,4.0774,17.6716,80.1372,15.2845
640000,宁夏回族自治区,2002,307.3,231.93,6.52,17.57,47.7,10.1
640000,宁夏回族自治区,2001,202.5956,139.1363,0.3774,18.0765,32.1227,13.2601
640000,宁夏回族自治区,2000,171.9797,126.0308,1.7614,12.9909,30.4104,2.5476
650000,新疆维吾尔自治区,2019,3032.663,2174.4913,40.4447,50.137,434.8729,373.1618
650000,新疆维吾尔自治区,2018,2390.6712,1588.1836,54.9854,85.3943,447.8491,269.2442
650000,新疆维吾尔自治区,2017,2578.5435,1514.8099,66.6579,100.084,658.4397,305.2099
650000,新疆维吾尔自治区,2016,2205.5696,1337.7637,58.1709,74.2025,553.3705,240.2329
650000,新疆维吾尔自治区,2015,2994.7541,1877.0786,88.7677,124.6898,722.4073,270.5784
650000,新疆维吾尔自治区,2014,3561.0894,2170.5308,169.1411,216.5441,842.1032,331.9113
650000,新疆维吾尔自治区,2013,3729.8708,2499.1567,107.4576,122.9046,838.5127,269.2968
650000,新疆维吾尔自治区,2012,2823.6502,2149.3594,128.532,49.6344,421.3191,203.3373
650000,新疆维吾尔自治区,2011,2974.5103,2510.6771,159.5367,40.8699,304.4617,118.5016
650000,新疆维吾尔自治区,2010,2177.24,1852.88,67.68,23.16,214.5,86.7
650000,新疆维吾尔自治区,2009,1718.17,1482.86,106.77,30.83,158.07,46.4
650000,新疆维吾尔自治区,2008,1703.86,1500.75,72.36,44.11,129.11,29.9
650000,新疆维吾尔自治区,2007,1347.1101,1216.3863,46.5142,9.0794,101.822,19.8224
650000,新疆维吾尔自治区,2006,1035.593,875.9859,21.0854,13.5975,131.9036,14.106
650000,新疆维吾尔自治区,2005,793.5489,639.9843,9.5876,10.8911,130.8954,11.7781
650000,新疆维吾尔自治区,2004,782.8148,571.7033,,32.5122,172.132,6.4673
650000,新疆维吾尔自治区,2003,782.7781,557.2812,9.8298,32.8824,175.7279,16.8866
650000,新疆维吾尔自治区,2002,577.04,433.57,6.75,34.37,98.13,10.97
650000,新疆维吾尔自治区,2001,912.0614,778.5511,0.77,26.2207,97.2383,10.0513
650000,新疆维吾尔自治区,2000,453.6286,397.7708,3.2077,10.1691,43.0011,2.6876
