省份编码,省份,年份,房地产开发企业主营业务收入(亿元),房地产开发企业土地转让收入(亿元),房地产开发企业商品房销售收入(亿元),房地产开发企业房屋出租收入(亿元),房地产开发企业其他收入(亿元),房地产开发企业主营业务税金及附加(亿元),房地产开发企业营业利润(亿元)
130000,河北省,2007,465.2583,3.2753,454.9244,0.7863,6.2723,29.317,29.4964
130000,河北省,2006,343.0269,0.0493,338.1775,0.4389,4.3612,22.791,26.9455
130000,河北省,2005,259.6193,1.9458,251.5755,0.4199,5.6781,14.7751,8.3141
130000,河北省,2004,252.4616,1.465,230.7248,2.9792,17.2926,,8.9618
130000,河北省,2003,140.9743,1.0617,120.1363,0.2437,19.5326,7.0408,2.3029
130000,河北省,2002,111.1618,3.0802,93.323,1.5302,13.2284,5.1695,0.3896
130000,河北省,2001,97.0423,2.6682,83.7047,0.6813,9.9881,4.5078,0.7359
130000,河北省,2000,83.6577,2.5093,71.9271,0.3164,8.9049,3.3487,0.9301
140000,山西省,2019,1227.24431,12.57449,1110.33961,7.93633,96.39388,,71.05377
140000,山西省,2018,887.6438,60.2069,797.45551,7.57228,22.40911,43.90251,28.81816
140000,山西省,2017,825.50941,6.77465,785.29417,7.8884,25.55219,38.36962,37.15806
140000,山西省,2016,866.08158,9.56965,800.36669,6.45,49.69524,54.36032,30.48164
140000,山西省,2015,633.65215,2.28703,569.73205,6.41806,55.21501,50.59464,8.67513
140000,山西省,2014,602.54639,0.92824,558.7905,7.61668,35.21097,45.67791,12.41042
140000,山西省,2013,533.37494,0.80602,516.14006,5.33993,11.08893,48.24477,3.86322
140000,山西省,2012,460.64468,3.82619,437.0785,8.16826,11.57173,35.19751,6.16368
140000,山西省,2011,354.91854,1.93176,330.65587,8.77667,13.55424,27.30964,5.72633
140000,山西省,2010,286.25,1.85,263.01,1.66,19.74,21.04,4.97
140000,山西省,2009,232.4439,0.921,215.6131,1.1622,14.7475,16.5871,19.2753
140000,山西省,2008,192.5919,0.5938,181.3379,1.5493,9.1109,13.153,-2.296
140000,山西省,2007,175.5347,1.3018,158.924,2.3475,12.9614,11.5533,-4.8201
140000,山西省,2006,126.2005,1.5612,113.247,0.677,10.7153,6.7174,-3.0571
140000,山西省,2005,100.1459,0.4986,93.9101,0.6612,5.076,5.5299,-2.9811
140000,山西省,2004,94.2621,1.4938,77.2921,0.9011,14.5752,,0.8695
140000,山西省,2003,55.2574,1.5781,46.5074,0.5207,6.6512,2.4167,-1.4019
140000,山西省,2002,47.3043,0.8729,41.1066,0.9014,4.4234,2.118,-1.4571
140000,山西省,2001,46.5271,0.5366,40.3597,0.3985,5.2323,1.492,-0.1255
140000,山西省,2000,24.4503,0.8754,21.1181,0.075,2.3818,1.0335,-0.4825
150000,内蒙古自治区,2019,731.42701,6.36809,710.64463,6.14598,8.26831,,36.71785
150000,内蒙古自治区,2018,920.58886,0.84163,899.69705,6.05266,13.99752,39.14438,69.55803
150000,内蒙古自治区,2017,687.11478,0.31568,667.14349,5.71329,13.9423199999999,36.81679,-39.18791
150000,内蒙古自治区,2016,815.46953,0.76127,793.43112,4.84134,16.4358,53.91302,10.06947
150000,内蒙古自治区,2015,651.86497,1.27705,627.48044,2.8971,20.21038,54.23671,4.38676
150000,内蒙古自治区,2014,784.23573,6.24695,749.67734,2.88394,25.4275,68.94036,3.90592
150000,内蒙古自治区,2013,1103.14448,3.99642,1057.70855,11.7428,29.69671,86.30972,104.44954
150000,内蒙古自治区,2012,870.58726,14.88328,828.69158,9.07701,17.93539,67.68508,40.92697
150000,内蒙古自治区,2011,910.01252,13.25402,888.38249,4.55834,3.81767,70.9549,61.18537
150000,内蒙古自治区,2010,826.59,17.08,797.45,1.01,11.04,55.15,116.01
150000,内蒙古自治区,2009,753.1324,4.4271,731.4164,0.2068,17.0822,62.0543,104.9833
150000,内蒙古自治区,2008,556.4736,9.1497,533.5049,1.2736,12.5425,31.0155,104.5496
150000,内蒙古自治区,2007,376.6203,0.7941,374.0967,0.0572,1.6723,23.0202,28.6935
150000,内蒙古自治区,2006,214.3177,1.0334,211.1974,0.4131,1.6738,11.7012,23.1096
150000,内蒙古自治区,2005,170.6183,0.4018,166.326,0.2968,3.5937,8.932,17.7935
150000,内蒙古自治区,2004,107.1289,1.9706,99.4897,1.1393,4.5294,,8.9937
150000,内蒙古自治区,2003,70.1717,0.2459,68.8429,0.1816,0.9013,3.2391,0.1217
150000,内蒙古自治区,2002,50.4922,0.2522,48.9042,0.0973,1.2385,2.3713,0.1355
150000,内蒙古自治区,2001,47.1295,0.034,45.8034,0.1118,1.1803,2.4662,-0.7927
150000,内蒙古自治区,2000,33.1787,0.1948,32.678,0.1022,0.2037,1.4094,0.9704
210000,辽宁省,2019,2492.56677,20.95904,2387.94415,18.48835,65.17523,,162.88272
210000,辽宁省,2018,2493.7659,59.61857,2351.32688,17.44823,65.3722199999997,125.47768,135.34418
210000,辽宁省,2017,2241.10882,7.04948,2179.92124,19.19636,34.9417399999997,95.66389,1.28685
210000,辽宁省,2016,2087.72082,6.42319,2002.58944,33.47759,45.2306,125.6025,-61.85717
210000,辽宁省,2015,2104.14914,2.97934,2022.06299,43.24434,35.86247,161.26086,39.17637
210000,辽宁省,2014,2327.63849,1.78698,2244.29003,36.2048,45.35668,192.86454,145.1044
210000,辽宁省,2013,2751.96573,2.7437,2680.22081,24.00018,45.00104,229.67951,284.82509
210000,辽宁省,2012,2474.79231,12.25098,2403.86258,16.95168,41.72707,204.69512,214.89061
210000,辽宁省,2011,2294.73762,19.05986,2217.79284,20.41931,37.46561,171.00407,270.06499
210000,辽宁省,2010,2059.8,7.4,2015.97,13.54,22.89,142.15,198.83
210000,辽宁省,2009,1540.4024,2.5404,1519.3794,4.4263,14.0563,106.4018,103.8701
210000,辽宁省,2008,1173.1198,10.2669,1143.9215,5.2501,13.6813,79.2186,113.2766
210000,辽宁省,2007,876.174,6.8877,857.502,2.0793,9.705,63.6021,47.1886
210000,辽宁省,2006,722.374,4.1758,703.672,4.2193,10.3069,48.6136,29.8841
210000,辽宁省,2005,614.4218,2.0145,602.5782,3.168,6.6611,37.6911,20.2318
210000,辽宁省,2004,534.7879,9.1369,507.5229,7.6381,10.49,,8.2848
210000,辽宁省,2003,367.5534,4.3475,351.8507,1.5173,9.8379,21.711,-3.0147
210000,辽宁省,2002,288.2505,2.7624,276.3036,1.3909,7.7936,17.3135,-2.9092
210000,辽宁省,2001,257.3692,1.5737,240.8629,1.3501,13.5825,14.1578,-0.8439
210000,辽宁省,2000,233.9911,3.3981,215.6412,1.0251,13.9267,12.9169,-0.4952
220000,吉林省,2019,986.81476,8.07693,962.95152,6.97463,8.81168,,122.67785
220000,吉林省,2018,1065.8263,10.44579,1030.66091,8.71007,16.0095299999999,43.46931,66.68331
220000,吉林省,2017,909.80436,5.98442,873.41162,7.2359,23.17242,45.15237,54.57937
220000,吉林省,2016,950.92628,3.95212,919.61327,10.27834,17.08255,58.84177,28.23591
220000,吉林省,2015,795.81317,1.16459,779.31566,7.55894,7.77398,62.58087,35.28117
220000,吉林省,2014,800.97393,3.58818,766.80802,17.17017,13.40756,64.56779,8.40268
220000,吉林省,2013,797.41104,2.11568,781.13649,4.59385,9.56502,61.01618,47.70938
220000,吉林省,2012,683.47182,5.35993,665.12115,4.13676,8.85398,54.58339,35.64684
220000,吉林省,2011,639.16149,0.09804,631.64569,2.44716,4.9706,41.93207,30.36927
220000,吉林省,2010,563.85,0.08,559.54,1.75,2.49,32.15,40.3
220000,吉林省,2009,402.4662,0.0521,399.0163,1.4211,1.9767,23.3107,18.7803
220000,吉林省,2008,308.4917,,301.2365,5.6124,1.6429,17.1987,26.5793
220000,吉林省,2007,239.914,,236.1751,1.669,2.0699,14.2981,7.0445
220000,吉林省,2006,169.315,0.0786,166.6124,0.6533,1.9707,11.0158,2.6247
220000,吉林省,2005,140.7268,0.412,136.545,1.3579,2.4119,7.1992,-2.7743
220000,吉林省,2004,118.8065,1.1459,113.8858,0.7225,3.0523,,-0.2908
220000,吉林省,2003,92.6212,0.009,78.3755,0.1168,14.1199,4.4169,0.0846
220000,吉林省,2002,88.7025,0.02,86.5471,0.1225,2.0129,4.3023,-1.7528
220000,吉林省,2001,62.1885,0.7082,59.8144,0.2365,1.4294,2.9491,4.3951
220000,吉林省,2000,41.4847,0.3057,40.165,0.1753,0.8387,2.1351,-0.414
230000,黑龙江省,2019,993.98905,9.58529,960.36726,5.84203,18.19447,,89.67217
230000,黑龙江省,2018,1075.1505,17.22638,999.59128,6.84138,51.4914599999999,70.33668,102.12121
230000,黑龙江省,2017,958.82826,0.82853,927.61482,6.60131,23.7836,63.99932,33.50543
230000,黑龙江省,2016,1217.41583,2.74294,1191.99535,6.24821,16.42933,94.31279,67.68171
230000,黑龙江省,2015,816.35202,1.24435,781.08227,6.07992,27.94548,76.08106,27.38798
230000,黑龙江省,2014,891.92623,5.22055,852.58988,8.88048,25.23532,76.76844,15.06889
230000,黑龙江省,2013,982.75501,2.56341,953.77627,8.15021,18.26512,87.11328,53.50237
230000,黑龙江省,2012,986.3946,5.31611,955.53568,4.12427,21.41854,74.14487,53.12776
230000,黑龙江省,2011,841.90152,1.68852,821.5671,4.76586,13.88004,60.80269,82.08708
230000,黑龙江省,2010,675.57,1.1,665.35,0.0,9.11,42.3,67.08
230000,黑龙江省,2009,514.95,2.8748,507.2997,0.004,4.7715,30.5456,44.2658
230000,黑龙江省,2008,343.9803,0.4309,337.0525,1.1831,5.3138,19.0198,25.9953
230000,黑龙江省,2007,322.4432,0.5031,308.8206,0.445,12.6745,18.8903,25.9512
230000,黑龙江省,2006,251.9647,0.0682,249.052,0.3084,2.5361,12.7543,17.9021
230000,黑龙江省,2005,193.5485,0.1331,191.2951,0.1405,1.9798,9.8366,3.0762
230000,黑龙江省,2004,161.9658,0.0255,159.9001,0.6389,1.4013,,0.7813
230000,黑龙江省,2003,120.2999,0.1462,117.707,0.3417,2.105,6.1544,-2.3284
230000,黑龙江省,2002,110.7514,0.9277,103.3124,0.561,5.9503,4.816,-0.8123
230000,黑龙江省,2001,98.7906,0.7772,89.9588,0.0455,8.0091,4.1269,0.2221
230000,黑龙江省,2000,222.2492,0.1247,221.1716,0.4792,0.4737,6.182,1.5917
310000,上海市,2019,5031.75633,25.04537,4236.53127,450.47108,319.70861,,1236.95226
310000,上海市,2018,5612.2712,87.47407,4697.04181,445.89705,381.85827,527.53177,1591.29277
310000,上海市,2017,6232.47648,144.37063,5409.06486,472.20771,206.833279999999,527.18855,1653.84329
310000,上海市,2016,6505.93235,46.7454,5785.65212,451.65621,221.87862,565.2816,1461.03713
310000,上海市,2015,4388.06445,45.94031,3754.71091,420.68838,166.72485,445.41188,885.02104
310000,上海市,2014,4248.41007,62.10902,3589.67948,397.31625,199.30532,375.08865,812.90807
310000,上海市,2013,3823.62493,67.02113,3185.70683,390.91238,179.98459,410.67788,859.53645
310000,上海市,2012,3182.50197,40.65583,2649.27905,348.81712,143.74997,339.14766,694.44554
310000,上海市,2011,2967.53821,108.56257,2426.98503,307.33538,124.65523,333.33653,703.31902
310000,上海市,2010,3265.77,73.65,2660.44,241.19,290.49,300.26,973.74
310000,上海市,2009,2952.1883,113.0442,2460.881,229.0082,149.255,221.8416,742.6996
310000,上海市,2008,2774.0593,59.1645,2084.2622,218.0631,412.5695,171.9694,498.163
310000,上海市,2007,2876.2916,93.4164,2363.1227,178.6989,241.0536,191.2777,551.1776
310000,上海市,2006,2373.8726,57.3746,1969.5729,125.3827,221.5424,145.0702,434.0973
310000,上海市,2005,2004.2848,80.881,1624.4503,130.8853,168.0682,111.5655,305.4522
310000,上海市,2004,2347.8481,137.8195,1893.6517,114.4503,201.9266,,284.3888
310000,上海市,2003,1553.9532,78.5285,1227.231,58.6598,189.5339,77.3887,151.8009
310000,上海市,2002,1330.7655,61.0821,1024.7319,55.2463,189.7052,62.7098,89.247
310000,上海市,2001,971.0811,59.4614,700.9396,44.049,166.6311,42.9796,23.3497
310000,上海市,2000,783.6931,22.9857,556.6293,29.6825,174.3956,32.6932,13.1283
320000,江苏省,2019,13257.254,123.37448,12795.77068,78.56086,259.54798,,1814.5757
320000,江苏省,2018,15565.79898,190.43148,15002.87513,75.53478,296.95759,761.3736,2857.88568
320000,江苏省,2017,11061.62472,70.48758,10749.60247,58.20812,183.326549999999,578.40822,1116.84897
320000,江苏省,2016,10837.62358,59.99151,10407.57701,110.39738,259.65768,711.36968,738.65336
320000,江苏省,2015,8200.59119,65.82667,7826.20377,101.1646,207.39615,658.11573,433.33205
320000,江苏省,2014,7540.11807,55.41638,7240.53131,78.19693,165.97345,620.95657,519.70247
320000,江苏省,2013,9510.9625,77.78504,9143.55063,66.64491,222.98192,759.80962,1402.87949
320000,江苏省,2012,5854.68878,102.04065,5553.62869,46.48535,152.53409,506.77824,562.73148
320000,江苏省,2011,5085.8431,100.45183,4844.91656,44.83391,95.6408,415.78484,639.3716
320000,江苏省,2010,5384.7,14.22,5280.77,28.68,61.03,413.99,793.91
320000,江苏省,2009,4757.5593,37.1713,4651.1085,11.0489,58.2306,343.0285,685.0243
320000,江苏省,2008,3526.5014,41.2451,3395.2446,14.1828,75.8289,245.7795,546.3226
320000,江苏省,2007,2170.207,16.3019,2092.99,6.1954,54.7197,159.6504,192.1361
320000,江苏省,2006,1678.4974,14.9266,1605.0317,8.5489,49.9902,114.8327,140.0615
320000,江苏省,2005,1229.7955,15.1775,1175.8743,5.1923,33.5514,76.6835,108.7992
320000,江苏省,2004,999.5701,17.3923,895.3589,9.292,77.5269,,51.6509
320000,江苏省,2003,676.5976,34.9411,622.6388,5.6421,13.3756,36.8109,44.3566
320000,江苏省,2002,462.6938,9.1652,440.1878,4.0465,9.2943,25.2572,12.082
320000,江苏省,2001,353.645,7.9436,331.4177,3.6995,10.5842,17.3656,8.3267
320000,江苏省,2000,293.9961,3.1916,274.8391,3.4975,12.4679,13.1079,7.7748
330000,浙江省,2019,9247.50491,42.74285,8962.31286,75.51195,166.93725,,1319.99781
330000,浙江省,2018,8176.62113,39.07367,7929.10718,75.5966,132.843680000001,421.27816,1063.92622
330000,浙江省,2017,8926.98895,31.28643,8622.23903,62.85699,210.6065,423.37004,823.57619
330000,浙江省,2016,7768.96547,42.06754,7513.86457,60.853,152.18036,495.80672,289.2155
330000,浙江省,2015,5441.99977,29.28911,5250.77008,56.89446,105.04612,455.77623,97.70811
330000,浙江省,2014,4992.49886,8.18418,4863.94786,37.96508,82.40174,429.99119,268.52253
330000,浙江省,2013,4481.30015,3.95414,4367.21076,35.67985,74.4554,412.82488,522.79563
330000,浙江省,2012,3382.86216,40.09952,3235.991,35.51734,71.2543,331.00945,471.69709
330000,浙江省,2011,2972.71971,14.61414,2858.53112,28.13983,71.43462,275.60593,424.69742
330000,浙江省,2010,3199.94,9.16,3126.49,16.86,47.43,273.97,545.19
330000,浙江省,2009,2733.314,18.9183,2661.9475,8.2252,44.2231,207.3286,431.0568
330000,浙江省,2008,2225.8442,16.2831,2167.4005,9.4736,32.687,150.704,290.2013
330000,浙江省,2007,1867.7604,5.6004,1818.6819,6.5505,36.9276,130.3533,197.2895
330000,浙江省,2006,1427.2801,2.6237,1390.8747,5.3643,28.4174,95.0015,164.0989
330000,浙江省,2005,1244.5303,8.9791,1205.8472,4.5551,25.1489,75.6275,123.6474
330000,浙江省,2004,1041.1674,3.7321,1008.6601,8.061,20.7142,,107.6027
330000,浙江省,2003,831.7021,4.0285,805.4015,2.1397,20.1324,45.1698,68.8717
330000,浙江省,2002,576.7137,5.1635,549.4658,2.2721,19.8123,29.5026,42.7043
330000,浙江省,2001,395.879,3.3283,380.9407,1.3207,10.2893,19.6286,20.5143
330000,浙江省,2000,303.5439,4.6988,292.5589,1.2565,5.0297,16.5083,11.6411
340000,安徽省,2019,5124.85055,23.91208,4959.4978,18.35296,123.08771,,598.65985
340000,安徽省,2018,4663.29041,12.02699,4453.69973,21.56481,175.998879999999,206.72077,728.55856
340000,安徽省,2017,3363.70863,26.31953,3225.95095,15.83517,95.6029799999999,162.14381,342.00242
340000,安徽省,2016,3330.93965,6.99113,3198.79542,21.22812,103.92498,213.29417,238.52995
340000,安徽省,2015,2645.52149,40.86422,2483.2862,16.96195,104.40912,208.12604,165.77903
340000,安徽省,2014,2527.21981,41.46915,2389.8302,16.23495,79.68551,198.7655,111.19646
340000,安徽省,2013,2757.23865,37.72034,2638.73207,12.73709,68.04915,203.43244,294.00937
340000,安徽省,2012,1797.10037,29.27376,1694.28848,20.78848,52.74965,144.58066,175.1883
340000,安徽省,2011,1538.57938,15.72944,1481.97427,10.50596,30.36971,115.03306,154.73628
340000,安徽省,2010,1315.93,8.16,1272.85,8.57,26.34,97.23,153.45
340000,安徽省,2009,959.7305,13.7598,931.1335,2.0872,12.75,70.51,81.24
340000,安徽省,2008,695.9557,4.476,668.738,2.5581,20.1835,45.5391,56.8771
340000,安徽省,2007,530.5822,4.6854,510.2763,1.7277,13.8928,38.4423,27.2033
340000,安徽省,2006,365.9888,1.761,356.567,2.0413,5.6195,23.8404,14.8798
340000,安徽省,2005,272.0528,1.2785,264.3962,1.7969,4.5812,16.5159,8.9612
340000,安徽省,2004,247.7207,2.0554,234.6942,1.3449,9.6261,,4.6615
340000,安徽省,2003,165.8421,2.3753,153.0878,1.0953,9.2837,9.3388,4.4145
340000,安徽省,2002,131.4603,1.858,97.5491,0.4728,31.5804,7.6179,9.5026
340000,安徽省,2001,90.1476,3.4081,74.6967,0.4789,11.5639,4.8497,1.8009
340000,安徽省,2000,70.1896,1.2293,65.1668,0.1781,3.6154,3.8186,-1.4439
350000,福建省,2019,3377.06637,10.86672,3152.10344,45.82429,168.27192,,641.55744
350000,福建省,2018,4512.59737,11.559,4334.79875,35.8934,130.34622,299.55274,871.37914
350000,福建省,2017,3598.83786,11.12009,3417.28165,31.86369,138.57243,259.30403,612.79306
350000,福建省,2016,3254.62099,17.87906,3081.10705,30.541,125.09388,327.97802,543.26288
350000,福建省,2015,2852.12354,4.69189,2732.57902,27.28888,87.56375,299.61984,538.35881
350000,福建省,2014,2613.96962,0.72006,2526.88814,24.17939,62.18203,282.51441,387.15761
350000,福建省,2013,2786.27398,21.71089,2680.22723,23.25794,61.07792,281.83488,417.24295
350000,福建省,2012,1769.89521,8.649,1695.45452,20.4315,45.36019,183.99508,297.91087
350000,福建省,2011,1468.73556,9.52211,1401.08497,18.21826,39.91022,141.55914,233.0907
350000,福建省,2010,1261.82,13.2,1205.94,16.55,26.13,122.99,193.96
350000,福建省,2009,1119.498,2.8392,1068.605,7.4679,40.586,95.6946,181.3592
350000,福建省,2008,800.434,7.1602,750.7568,6.9011,35.6159,64.1954,110.8249
350000,福建省,2007,811.8966,11.2461,740.1007,4.4425,56.1073,62.3781,94.6495
350000,福建省,2006,730.4326,8.6876,683.476,1.7624,36.5066,47.269,89.2531
350000,福建省,2005,548.3264,15.1209,503.7848,4.4638,24.9569,30.991,53.2558
350000,福建省,2004,450.233,11.9688,412.2803,11.7362,14.2477,,33.2619
350000,福建省,2003,318.3222,5.5978,286.9595,2.0932,23.6717,20.1931,5.9861
350000,福建省,2002,213.0988,6.7447,192.7905,1.5869,11.9767,11.8507,1.8467
350000,福建省,2001,165.9337,5.6903,147.7878,1.0867,11.3689,9.5071,5.0343
350000,福建省,2000,171.7929,8.0073,147.2091,2.3029,14.2736,9.6971,2.2045
360000,江西省,2019,2529.97384,25.81478,2450.02757,8.39809,45.7334,,383.34082
360000,江西省,2018,2679.24802,47.00799,2574.16102,8.4622,49.6168099999999,127.14658,449.297
360000,江西省,2017,2260.88737,17.79981,2197.29996,11.62368,34.1639200000001,102.63004,273.94054
360000,江西省,2016,2007.25192,14.59885,1965.90206,5.06019,21.69082,131.71627,202.03243
360000,江西省,2015,1414.36034,4.81161,1385.72059,6.68225,17.14589,118.29404,151.31058
360000,江西省,2014,1249.54386,5.95438,1211.28595,5.29739,27.00614,110.0196,142.43804
360000,江西省,2013,1335.54922,6.05325,1299.93779,5.22074,24.33744,113.45993,187.62432
360000,江西省,2012,899.89386,6.45139,882.26905,4.85375,6.31967,75.05928,119.74561
360000,江西省,2011,798.76093,4.14615,781.79772,5.4892,7.32786,64.84516,99.35845
360000,江西省,2010,666.49,1.63,650.09,2.95,11.82,51.23,76.45
360000,江西省,2009,518.6664,2.8165,506.6944,0.5541,8.6015,36.6066,69.7664
360000,江西省,2008,444.9119,4.8206,417.9723,0.8311,21.2879,31.9484,62.7956
360000,江西省,2007,347.5546,1.9794,330.0338,0.3995,15.1419,25.7662,31.6988
360000,江西省,2006,249.4936,2.681,241.3596,0.7554,4.6976,17.9651,16.9992
360000,江西省,2005,168.7653,3.2022,159.1317,0.951,5.4804,10.7121,8.0914
360000,江西省,2004,172.3588,3.9352,156.9451,1.4595,10.019,,8.8944
360000,江西省,2003,85.7459,2.8676,81.51,0.0999,1.2684,4.5495,1.2618
360000,江西省,2002,65.5817,2.4908,58.5303,0.1907,4.3699,3.4731,3.8135
360000,江西省,2001,45.1094,1.6104,41.7527,0.1057,1.6406,2.0912,0.8889
360000,江西省,2000,30.2608,0.8797,28.1019,0.1481,1.1311,1.3066,0.6721
370000,山东省,2019,6895.2928,61.18042,6615.89124,45.51338,172.70776,,681.08154
370000,山东省,2018,7557.49908,116.10775,7236.55586,39.32045,165.515019999999,411.25233,898.25757
370000,山东省,2017,6534.11415,12.55832,6332.33219,37.67444,151.5492,338.6458,463.53648
370000,山东省,2016,6149.37068,11.26576,5941.69548,49.51388,146.89556,381.6823,347.22739
370000,山东省,2015,4662.13057,22.78415,4445.28553,40.24984,153.81105,363.26486,301.73333
370000,山东省,2014,4709.78339,24.24574,4528.43098,38.2613,118.84537,373.13781,368.85124
370000,山东省,2013,5033.29536,35.1698,4856.88566,32.43859,108.80131,389.01871,590.13855
370000,山东省,2012,3094.56072,14.71532,2925.42059,19.93627,134.48854,236.55724,258.69058
370000,山东省,2011,2781.31468,14.50453,2684.0405,12.95483,69.81482,208.20572,215.50824
370000,山东省,2010,2751.52,12.36,2675.38,5.94,57.84,193.22,310.75
370000,山东省,2009,2068.2632,12.753,1996.6813,1.7975,57.0314,134.2034,259.5097
370000,山东省,2008,1732.1451,26.036,1640.9507,6.8454,58.3131,110.9542,245.0866
370000,山东省,2007,1215.4441,12.997,1163.1619,6.3053,32.9799,78.9587,99.9041
370000,山东省,2006,999.8393,8.9654,942.8316,2.3986,45.6437,62.2423,82.7683
370000,山东省,2005,785.9516,7.2034,744.3,2.1415,32.3067,47.0494,47.2925
370000,山东省,2004,719.808,31.1261,655.6146,8.441,24.6263,,50.9015
370000,山东省,2003,435.0857,6.8114,415.2972,1.6226,11.3545,24.0766,16.5689
370000,山东省,2002,296.1758,3.1902,268.1975,1.3569,23.4312,14.512,13.4935
