省份编码,省份,年份,房地产开发企业主营业务收入(亿元),房地产开发企业土地转让收入(亿元),房地产开发企业商品房销售收入(亿元),房地产开发企业房屋出租收入(亿元),房地产开发企业其他收入(亿元),房地产开发企业主营业务税金及附加(亿元),房地产开发企业营业利润(亿元)
110000,北京市,2019,3425.83527,86.52217,2609.52176,180.16515,549.62619,,425.76931
110000,北京市,2018,3515.50394,123.49955,2712.50818,195.98739,483.50882,309.17182,593.77598
110000,北京市,2017,4110.26456,128.62262,3189.26995,297.72704,494.64495,344.71066,846.01316
110000,北京市,2016,4611.70229,156.55303,3672.43125,366.40376,416.31425,421.90838,794.30655
110000,北京市,2015,3827.47999,155.41169,3002.91282,313.59383,355.56165,395.34208,720.32879
110000,北京市,2014,3757.78213,125.14971,3126.39192,261.05865,245.18185,395.51158,631.30934
110000,北京市,2013,3809.71576,138.4475,3153.49251,259.16451,258.61124,385.07816,699.42188
110000,北京市,2012,3067.42274,215.8448,2455.12004,217.91452,178.54338,352.6821,646.92186
110000,北京市,2011,2619.94615,102.19072,2167.74104,174.74237,175.27202,282.05878,467.49936
110000,北京市,2010,2907.03,139.7,2463.04,160.98,143.32,310.44,545.91
110000,北京市,2009,2577.0569,123.7898,2166.7123,152.7211,133.8337,229.5826,414.5638
110000,北京市,2008,2038.5188,93.5689,1731.0255,111.5371,102.3874,161.6644,284.1238
110000,北京市,2007,2287.9973,103.4695,2046.4479,81.0162,57.0637,183.1049,224.1125
110000,北京市,2006,2005.3765,82.1132,1806.8849,75.9588,40.4196,118.1917,110.5297
110000,北京市,2005,1620.7054,61.7906,1460.7572,65.8061,32.3515,91.7069,61.8439
110000,北京市,2004,1518.2988,62.3418,1340.6702,55.3476,59.9392,,86.6111
110000,北京市,2003,900.5234,49.9302,792.3321,38.5244,19.7367,52.9889,8.959
110000,北京市,2002,743.2538,44.1403,648.0529,34.2704,16.7902,42.1299,-10.2555
110000,北京市,2001,592.2356,34.6078,513.9908,24.6186,19.0184,31.4962,-10.4624
110000,北京市,2000,356.8022,9.8589,310.5123,19.4363,16.9947,18.3527,-18.6159
120000,天津市,2019,2126.73358,46.78809,1946.86466,30.84668,102.23415,,126.56999
120000,天津市,2018,2089.74697,35.70332,1950.85423,23.77641,79.4130100000002,137.84837,159.00816
120000,天津市,2017,2451.2037,61.51417,2266.08768,23.45865,100.1432,150.86805,254.66502
120000,天津市,2016,1976.3404,37.14324,1811.24493,36.88646,91.06577,125.52908,145.39062
120000,天津市,2015,1633.0659,59.06004,1392.97389,34.28046,146.75151,131.77546,191.67117
120000,天津市,2014,1533.25282,38.92661,1343.17778,27.61889,123.52954,124.63478,129.27512
120000,天津市,2013,1622.84309,47.49569,1416.70206,23.82361,134.82173,132.34155,174.62925
120000,天津市,2012,1294.89732,51.25674,1102.69764,19.19066,121.75228,97.87548,128.78117
120000,天津市,2011,954.03572,21.86112,872.60588,14.14578,45.42294,79.10796,108.95437
120000,天津市,2010,933.78,30.33,859.06,13.75,30.64,76.47,141.65
120000,天津市,2009,731.7075,7.0386,656.0037,10.2571,58.4082,51.6301,102.6031
120000,天津市,2008,511.5049,27.2432,429.1861,1.9369,53.1387,34.1484,60.6732
120000,天津市,2007,559.5697,23.6431,495.6842,4.0158,36.2266,35.2738,52.7771
120000,天津市,2006,486.8983,5.4807,443.5242,1.9845,35.9089,29.9307,46.6038
120000,天津市,2005,388.6835,14.3718,271.8774,1.53,100.9043,20.8642,33.4622
120000,天津市,2004,359.4425,2.7757,236.4139,7.7566,112.4962,,21.7374
120000,天津市,2003,213.0358,6.2295,185.4575,2.7783,18.5705,9.8512,12.086
120000,天津市,2002,166.2669,4.4943,135.2768,1.1053,25.4805,7.7283,6.3873
120000,天津市,2001,130.0589,0.9587,109.8083,2.5032,16.7887,5.9027,4.6283
120000,天津市,2000,109.8566,1.3887,89.054,0.8072,18.6067,5.0642,3.5545
130000,河北省,2019,2313.23562,13.96332,2237.44881,11.54919,50.2743,,111.21119
130000,河北省,2018,2748.27268,22.32849,2671.58156,10.96175,43.4008800000001,175.30386,305.45328
130000,河北省,2017,2414.27086,38.65179,2328.4239,8.31953,38.8756400000004,132.65999,315.65903
130000,河北省,2016,2856.33012,12.1399,2799.20046,14.40307,30.58669,204.62619,353.46197
130000,河北省,2015,2305.92034,6.29627,2265.31685,8.06663,26.24059,202.27737,138.57594
130000,河北省,2014,1957.94909,15.41638,1894.23846,16.81907,31.47518,175.21213,45.44579
130000,河北省,2013,1927.5332,3.48166,1891.52196,9.55219,22.97739,172.19465,111.55897
130000,河北省,2012,1687.6998,2.79608,1651.54969,9.8347,23.51933,139.15722,121.32887
130000,河北省,2011,1226.54996,2.04157,1197.15778,4.0879,23.26271,97.88856,97.64873
130000,河北省,2010,1199.86,3.21,1180.17,2.26,14.22,92.41,101.79
130000,河北省,2009,750.3347,5.9795,728.5958,0.3689,15.3904,51.3749,76.0478
130000,河北省,2008,578.9257,4.8206,560.296,1.0882,12.7209,35.6874,47.3114
