省份编码,省份,年份,房地产开发企业计划总投资(亿元),房地产开发企业自开始建设至本年底累计完成投资(亿元),房地产开发企业本年完成投资额(亿元),房地产开发企业建筑安装工程本年完成投资额(亿元),房地产开发企业设备工器具购置本年完成投资额(亿元),房地产开发企业其他费用本年完成投资额(亿元)
440000,广东省,2018,83266.5664,62717.8812,14412.1933,8429.7247,132.4618,5850.0068
440000,广东省,2017,68438.4022,53620.9951,12075.6935,8328.8689,120.463,3626.3616
440000,广东省,2016,57620.4457,44244.3901,10307.7952,7325.7162,99.1203,2882.9587
440000,广东省,2015,50293.6079,37218.7757,8538.4666,6048.3968,99.2061,2390.8637
440000,广东省,2014,44095.8675,30627.2757,7638.453,5427.1765,78.0292,2133.2473
440000,广东省,2013,38206.808,24855.0015,6489.592,4809.4914,65.4736,1614.627
440000,广东省,2012,31182.2244,20253.26,5352.7853,3821.1017,48.2828,1483.4008
440000,广东省,2011,26860.9847,16258.0465,4809.9096,3441.9081,46.6528,1321.3487
440000,广东省,2010,21757.06,12925.08,3659.69,2582.9859,40.3438,1036.3649
440000,广东省,2009,16840.38,10241.73,2961.3189,2165.0634,39.4463,756.8092
440000,广东省,2008,14731.65,9742.53,2949.2536,2087.2427,71.0878,790.9231
440000,广东省,2007,11641.2886,7334.994,2517.2282,1799.667,49.4043,668.1569
440000,广东省,2006,9198.0413,5822.8298,1843.5134,1390.8896,39.1334,413.4904
440000,广东省,2005,7914.9822,4923.2118,1591.8983,1169.0784,36.9998,385.8201
440000,广东省,2004,7148.2434,4726.0534,1355.8422,953.3463,29.6064,372.8895
440000,广东省,2003,6279.3536,4046.1409,1233.5231,866.9704,25.2571,341.2956
440000,广东省,2002,,3603.22,1115.2547,,,
440000,广东省,2001,,2930.6482,972.342,,,
440000,广东省,2000,,2628.096,858.6126,,,
450000,广西壮族自治区,2019,22789.7831,15516.3317,3814.4125,2418.7316,43.3713,1352.3096
450000,广西壮族自治区,2018,18175.0354,13162.535,3004.1257,2166.3553,40.3597,797.4107
450000,广西壮族自治区,2017,15797.056,11542.6477,2683.483,2058.5726,35.211,589.6994
450000,广西壮族自治区,2016,13268.7855,9698.2929,2397.9862,1867.6662,26.7215,503.5985
450000,广西壮族自治区,2015,11380.0507,8101.7491,1909.0933,1526.23,23.295,359.5683
450000,广西壮族自治区,2014,10284.6814,7044.4803,1838.4942,1465.5282,41.422,331.544
450000,广西壮族自治区,2013,9300.4966,6373.3947,1614.6322,1281.9889,19.5799,313.0634
450000,广西壮族自治区,2012,8293.0696,5311.1475,1554.9388,1155.0143,19.8138,380.1107
450000,广西壮族自治区,2011,6884.9546,4280.2622,1517.4656,1124.7637,18.2064,374.4955
450000,广西壮族自治区,2010,5253.28,3016.16,1206.22,921.4844,12.4219,272.3148
450000,广西壮族自治区,2009,3828.9,2040.52,813.6811,583.3754,9.1999,221.1058
450000,广西壮族自治区,2008,2838.03,1771.04,627.3423,437.9873,11.898,177.457
450000,广西壮族自治区,2007,2174.1474,1352.9794,536.2835,366.3658,9.5542,160.3635
450000,广西壮族自治区,2006,1601.4724,937.5352,369.9803,276.8688,9.1612,83.9503
450000,广西壮族自治区,2005,1254.1874,705.6909,286.7915,216.1554,2.652,67.9841
450000,广西壮族自治区,2004,747.1479,426.2148,192.3476,136.0397,4.2085,52.0994
450000,广西壮族自治区,2003,482.3055,291.6042,120.3112,83.5897,2.0173,34.7042
450000,广西壮族自治区,2002,,207.37,75.2807,,,
450000,广西壮族自治区,2001,,159.4074,55.5826,,,
450000,广西壮族自治区,2000,,132.8207,38.6747,,,
460000,海南省,2019,13055.7527,10187.6953,1336.1768,1096.7464,10.8502,228.5802
460000,海南省,2018,13169.7804,9962.9203,1715.0418,1304.1456,15.2945,395.6017
460000,海南省,2017,13315.2022,9542.6551,2053.1061,1577.4096,17.3684,458.3281
460000,海南省,2016,11128.2082,7818.025,1787.5968,1363.6202,13.688,410.2886
460000,海南省,2015,9834.0489,6363.6336,1703.9963,1183.3178,13.609,507.0695
460000,海南省,2014,8169.6667,4888.2139,1431.6515,1087.7055,21.4189,322.5271
460000,海南省,2013,6752.1371,3563.338,1196.7581,895.9368,14.6804,286.1409
460000,海南省,2012,5110.4091,2655.0162,886.644,691.5205,21.3587,173.7648
460000,海南省,2011,3470.6847,1763.3891,650.78,527.4674,10.0453,113.2673
460000,海南省,2010,1968.15,1132.38,467.87,373.5389,19.5336,74.7934
460000,海南省,2009,1113.96,654.03,287.9573,240.1166,5.5755,42.2652
460000,海南省,2008,1027.46,453.77,199.4474,151.6039,4.2995,43.544
460000,海南省,2007,669.5753,305.0047,127.5741,97.2558,2.0301,28.2882
460000,海南省,2006,388.6249,240.4624,89.2554,66.4062,0.9782,21.871
460000,海南省,2005,284.862,167.5004,70.8494,55.1437,1.6386,14.0671
460000,海南省,2004,204.1861,115.2137,55.9917,42.3043,1.2251,12.4623
460000,海南省,2003,125.8497,59.8815,36.6131,28.2702,0.9954,7.3475
460000,海南省,2002,,48.0,20.1112,,,
460000,海南省,2001,,56.5525,17.1111,,,
460000,海南省,2000,,37.7884,10.3372,,,
500000,重庆市,2019,29377.0356,23097.4001,4439.3034,2685.734,62.9336,1690.6358
500000,重庆市,2018,27999.8044,21734.9445,4248.7612,2490.9422,50.4093,1707.4097
500000,重庆市,2017,23910.3876,19277.5663,3980.0837,2949.5043,62.0136,968.5658
500000,重庆市,2016,22129.5218,17354.1418,3725.9452,2837.8997,39.6505,848.395
500000,重庆市,2015,21344.9344,15418.8977,3751.2812,2632.3859,38.5906,1080.3047
500000,重庆市,2014,19291.3963,13353.2714,3630.2331,2600.2405,40.7396,989.253
500000,重庆市,2013,16539.1985,10619.0378,3012.7838,2106.4117,41.5406,864.8315
500000,重庆市,2012,13424.1334,8447.0498,2508.35,1789.1417,33.4832,685.7251
500000,重庆市,2011,11518.4779,6663.1405,2015.0883,1409.2973,17.9547,587.8363
500000,重庆市,2010,9184.45,5080.88,1620.26,1047.0871,13.8201,559.3499
500000,重庆市,2009,6681.3,3636.17,1238.9125,833.0265,15.097,390.789
500000,重庆市,2008,5530.78,2888.72,990.997,665.8441,12.9316,312.2213
500000,重庆市,2007,4338.5895,2185.8513,849.8966,553.8171,11.9628,284.1167
500000,重庆市,2006,3416.084,1640.9531,629.669,406.2999,8.7082,214.6609
500000,重庆市,2005,2599.8546,1374.3526,517.7291,351.0617,9.314,157.3534
500000,重庆市,2004,2088.834,973.1974,393.0919,265.7577,7.7206,119.6136
500000,重庆市,2003,1471.094,681.4244,327.8881,224.9134,8.2885,94.6862
500000,重庆市,2002,,551.94,245.913,,,
500000,重庆市,2001,,427.6229,196.6684,,,
500000,重庆市,2000,,333.3746,139.6327,,,
510000,四川省,2019,34291.3182,20876.9935,6573.2391,4558.9616,94.4546,1919.8229
510000,四川省,2018,29695.7878,19533.3825,5697.8652,3954.1867,101.184,1642.4945
510000,四川省,2017,25497.8642,18736.3413,5149.8939,4073.9195,102.4416,973.5328
510000,四川省,2016,23951.7565,18000.1142,5282.6449,4147.6146,108.2787,1026.7516
510000,四川省,2015,21542.3104,15757.12,4813.0252,3685.7622,84.8458,1042.4172
510000,四川省,2014,18621.2218,13059.1855,4380.0919,3295.8452,78.3548,1005.8919
510000,四川省,2013,15643.3073,11580.4628,3852.9951,2924.3793,79.4281,849.1877
510000,四川省,2012,13368.9166,9869.5133,3266.397,2503.1837,55.4117,707.8016
510000,四川省,2011,11605.9771,8256.7088,2819.1654,2180.7984,24.5546,613.8124
510000,四川省,2010,9739.66,6045.85,2194.63,1593.1732,17.9352,583.521
510000,四川省,2009,7094.31,4623.46,1588.3709,1166.6331,18.7299,403.0079
510000,四川省,2008,6021.61,3325.89,1451.6992,979.4962,17.1282,455.0748
510000,四川省,2007,4291.8804,2675.2721,1326.8344,776.328,14.6408,535.8656
510000,四川省,2006,2789.0125,1919.3378,914.4961,573.9488,9.3244,331.2229
510000,四川省,2005,1911.0475,1271.0301,701.4479,446.2976,14.5851,240.5652
510000,四川省,2004,1451.4018,803.7534,510.0803,340.3813,5.3254,164.3736
510000,四川省,2003,1288.5989,725.264,450.867,321.3944,4.4495,125.0231
510000,四川省,2002,,591.1,344.3775,,,
510000,四川省,2001,,454.9934,268.1539,,,
510000,四川省,2000,,327.8888,195.9674,,,
520000,贵州省,2019,19694.0363,12338.9905,2990.8139,2284.7579,20.6793,685.3767
520000,贵州省,2018,15901.9573,10765.4011,2349.2273,1913.0802,22.181,413.9661
520000,贵州省,2017,14455.9657,10917.2857,2200.9978,1898.913,23.6877,278.3971
520000,贵州省,2016,14041.7227,9967.8748,2148.9608,1878.9343,25.251,244.7755
520000,贵州省,2015,12855.2896,8451.475,2205.092,1900.0072,24.6704,280.4144
520000,贵州省,2014,11682.7045,6991.7838,2187.6698,1832.4612,19.1541,336.0545
520000,贵州省,2013,9076.3364,5298.9609,1942.5435,1501.4269,23.5627,417.5539
520000,贵州省,2012,6129.4024,3563.0303,1467.596,1121.5829,19.2798,326.7333
520000,贵州省,2011,3777.9283,2203.0458,873.4768,707.8713,11.7169,153.8886
520000,贵州省,2010,2915.74,1482.38,556.69,388.6704,7.5224,160.4944
520000,贵州省,2009,2049.65,1026.49,371.2507,282.5298,4.3161,84.4048
520000,贵州省,2008,1662.27,855.74,311.2556,220.7429,3.662,86.8507
520000,贵州省,2007,1065.81,612.1487,249.6674,178.7203,2.0073,68.9398
520000,贵州省,2006,816.6098,443.199,186.7933,125.9191,1.7252,59.149
520000,贵州省,2005,639.312,346.3769,154.1209,102.549,1.5683,50.0036
520000,贵州省,2004,480.7601,270.2846,121.6603,83.9371,1.5028,36.2204
520000,贵州省,2003,447.9788,218.4797,104.951,70.8079,1.4566,32.6865
520000,贵州省,2002,,166.46,83.0128,,,
520000,贵州省,2001,,130.8625,67.0085,,,
520000,贵州省,2000,,93.8469,46.5815,,,
530000,云南省,2019,21326.9432,15166.0666,4151.4085,3031.492,18.2287,1101.6878
530000,云南省,2018,18055.0025,13362.6497,3247.2329,2389.9469,20.7081,836.5779
530000,云南省,2017,16479.0612,12197.7071,2786.2513,2315.0268,28.7822,442.4423
530000,云南省,2016,15310.6048,10730.6536,2688.338,2192.7991,42.0755,453.4634
530000,云南省,2015,13481.1126,9357.1671,2669.0091,2190.995,29.4561,448.558
530000,云南省,2014,12054.4769,7539.4619,2846.6541,2183.8665,32.1455,630.6421
530000,云南省,2013,10063.3891,5925.6412,2488.3284,1940.3015,27.8174,520.2095
530000,云南省,2012,7693.8635,4103.2474,1782.1351,1352.7533,17.8578,411.524
530000,云南省,2011,5443.3017,3128.4082,1280.1263,1017.2199,14.6109,248.2955
530000,云南省,2010,3795.58,2262.83,900.44,672.9093,10.1244,217.4071
530000,云南省,2009,3024.76,1675.9,737.4566,529.8001,6.9937,200.6628
530000,云南省,2008,2334.74,1182.88,557.6906,407.1234,5.6101,144.9571
530000,云南省,2007,1578.2052,898.6767,422.8593,297.6405,5.3924,119.8264
530000,云南省,2006,1073.6712,663.3194,332.1513,246.8215,4.7831,80.5467
530000,云南省,2005,776.9418,476.3971,246.9114,184.1536,0.8826,61.8752
530000,云南省,2004,554.7663,333.6358,149.9305,110.4517,0.6626,38.8162
530000,云南省,2003,384.8654,250.1127,114.9688,79.9077,0.8415,34.2196
530000,云南省,2002,,232.63,96.2623,,,
530000,云南省,2001,,201.4195,87.9843,,,
530000,云南省,2000,,177.4993,83.2253,,,
540000,西藏自治区,2019,441.5871,307.3919,129.5559,113.467,2.1034,13.9855
540000,西藏自治区,2018,280.0489,176.6069,92.6036,77.5356,0.9965,14.0715
540000,西藏自治区,2017,149.7327,114.1211,40.3647,34.2228,0.7225,5.4194
540000,西藏自治区,2016,195.3075,151.835,48.5361,44.7545,1.4712,2.3104
540000,西藏自治区,2015,179.7299,119.078,50.0161,48.0485,0.7792,1.1884
540000,西藏自治区,2014,143.229,73.2599,52.9087,41.6762,1.5581,9.6744
540000,西藏自治区,2013,46.5962,28.3102,9.6777,9.2731,0.0297,0.3749
540000,西藏自治区,2012,55.441,33.5612,6.8719,6.5068,0.1782,0.1869
540000,西藏自治区,2011,53.2131,30.6063,5.1342,4.324,0.1131,0.6971
540000,西藏自治区,2010,49.3,26.56,8.96,6.5872,0.1889,2.1873
540000,西藏自治区,2009,36.18,30.19,15.748,13.5576,0.4645,1.7259
540000,西藏自治区,2008,32.8,24.23,13.7388,11.8313,0.2916,1.6159
540000,西藏自治区,2007,33.0661,22.991,11.6767,11.1532,0.0325,0.491
540000,西藏自治区,2006,27.6457,19.0713,8.9022,6.8519,0.023,2.0273
540000,西藏自治区,2005,14.6848,8.662,6.0207,4.5943,0.0689,1.3575
540000,西藏自治区,2004,8.7617,7.8573,5.3934,5.2334,0.04,0.12
540000,西藏自治区,2003,7.04,2.8235,2.0005,1.4437,0.0094,0.5474
540000,西藏自治区,2002,,2.93,2.7692,,,
540000,西藏自治区,2001,,1.6005,1.4993,,,
540000,西藏自治区,2000,,0.9771,0.9771,,,
610000,陕西省,2019,25400.5229,15760.6567,3903.6487,2895.5524,60.5523,947.544
610000,陕西省,2018,22213.4958,14025.3588,3534.6664,2545.4853,41.783,947.3981
610000,陕西省,2017,19300.0807,12568.9483,3101.9724,2516.6657,71.971,513.3357
610000,陕西省,2016,17024.2616,10500.0698,2736.7546,2366.1617,43.9736,326.6193
610000,陕西省,2015,14631.795,8916.484,2494.285,2153.6566,24.5741,316.0543
610000,陕西省,2014,12862.2165,7680.1148,2426.4914,2095.3056,29.2058,301.98
610000,陕西省,2013,10675.8193,6045.7917,2240.1692,1934.8035,27.8485,277.5172
610000,陕西省,2012,9390.0329,5128.9023,1835.9321,1522.3978,23.9267,289.6076
610000,陕西省,2011,6029.2663,3565.248,1410.9037,1212.7367,18.8336,179.3334
610000,陕西省,2010,4705.4,2888.91,1159.47,949.8916,24.1881,185.3886
610000,陕西省,2009,4285.26,2114.35,941.6321,801.5339,15.9653,124.1329
610000,陕西省,2008,3066.06,1688.23,762.2281,596.8297,11.556,153.8424
610000,陕西省,2007,2117.8836,1148.731,535.3249,417.1161,13.1228,105.086
610000,陕西省,2006,1412.8492,834.7467,394.8602,326.4497,8.0453,60.3652
610000,陕西省,2005,1030.4175,536.7898,298.9546,227.3724,9.1932,62.389
610000,陕西省,2004,814.7438,419.1041,231.1719,179.8398,6.3928,44.9393
610000,陕西省,2003,658.6459,347.1771,188.3082,139.0521,3.7671,45.489
610000,陕西省,2002,,267.97,123.5686,,,
610000,陕西省,2001,,251.8707,99.7844,,,
610000,陕西省,2000,,166.718,78.8862,,,
620000,甘肃省,2019,7137.7479,4250.4575,1257.8484,927.0454,17.0056,313.7974
620000,甘肃省,2018,5390.5671,3612.2996,1116.3933,845.551,18.9681,251.8742
620000,甘肃省,2017,4850.6866,3174.1258,944.5166,786.7846,13.0593,144.6727
620000,甘肃省,2016,4342.0013,2933.7127,850.0344,736.3864,15.3811,98.2669
620000,甘肃省,2015,3897.5332,2619.1601,768.0627,678.4949,11.1713,78.3965
620000,甘肃省,2014,3490.2853,2191.6104,721.4717,647.8428,12.3034,61.3255
620000,甘肃省,2013,2981.4442,1730.4716,724.649,616.9974,10.2931,97.3585
620000,甘肃省,2012,2276.6511,1247.1135,561.0185,464.6869,6.6779,89.6537
620000,甘肃省,2011,1591.7952,827.8673,366.9672,290.3811,1.9503,74.6358
620000,甘肃省,2010,1483.56,653.96,266.41,208.0626,1.8607,56.4872
620000,甘肃省,2009,961.99,495.87,204.1378,151.82,1.0754,51.2424
620000,甘肃省,2008,822.93,458.84,185.8089,141.9117,2.3618,41.5354
620000,甘肃省,2007,528.1027,335.8904,134.0699,100.5806,1.8054,31.6839
620000,甘肃省,2006,377.1715,249.6494,97.7206,77.1223,1.026,19.5723
620000,甘肃省,2005,339.7407,217.0873,86.6044,70.7284,1.675,14.201
620000,甘肃省,2004,295.5908,169.1094,72.0818,57.359,1.2281,13.4947
620000,甘肃省,2003,206.6328,98.6526,50.8029,40.3702,0.7868,9.6459
620000,甘肃省,2002,,71.28,37.7112,,,
620000,甘肃省,2001,,57.9926,31.3696,,,
620000,甘肃省,2000,,89.1783,27.7135,,,
630000,青海省,2019,2229.5221,1558.7727,406.2924,289.9155,4.9492,111.4277
630000,青海省,2018,1948.6122,1397.7172,351.8188,278.8385,10.2484,62.7319
630000,青海省,2017,1968.0866,1406.6218,408.5865,345.3236,12.7764,50.4865
630000,青海省,2016,1696.0874,1240.2755,396.9204,323.7791,8.731,64.4103
630000,青海省,2015,1484.3199,1058.6194,335.9998,266.1558,12.3379,57.5061
630000,青海省,2014,1334.5513,849.2794,308.2702,266.1403,3.2679,38.862
630000,青海省,2013,1130.8099,643.4648,247.6138,212.2436,4.5261,30.8441
630000,青海省,2012,969.0882,486.7633,189.6795,138.5281,1.1434,50.008
630000,青海省,2011,605.4134,343.3506,144.6936,121.777,0.397,22.5196
630000,青海省,2010,434.75,217.92,108.19,96.2998,0.0755,11.8134
630000,青海省,2009,317.45,141.7,72.8499,51.4972,0.2505,21.1022
630000,青海省,2008,211.79,129.1,51.1881,41.2599,0.2313,9.6969
630000,青海省,2007,171.4152,107.5819,34.2057,28.1985,0.2036,5.8036
630000,青海省,2006,165.6215,108.6291,31.1794,28.5809,0.077,2.5215
630000,青海省,2005,128.8605,75.9942,29.113,22.696,0.552,5.865
630000,青海省,2004,88.2987,51.5871,26.2394,22.2005,0.296,3.7429
630000,青海省,2003,77.7365,40.7061,22.3121,18.528,,3.7841
630000,青海省,2002,,34.56,16.9171,,,
630000,青海省,2001,,28.6701,15.3558,,,
630000,青海省,2000,,23.9768,13.499,,,
640000,宁夏回族自治区,2019,4508.2114,3228.6344,403.0911,305.3738,7.823,89.8943
640000,宁夏回族自治区,2018,4402.9548,3306.1377,449.5685,353.4234,6.6457,89.4994
640000,宁夏回族自治区,2017,4223.9106,3250.4402,652.8429,561.5324,9.0811,82.2294
640000,宁夏回族自治区,2016,3981.1997,2903.7815,728.1647,628.5419,7.9342,91.6886
640000,宁夏回族自治区,2015,3652.2391,2398.7113,633.6378,553.1958,6.0159,74.4261
640000,宁夏回族自治区,2014,3315.0543,1985.446,654.7995,579.4441,5.0825,70.2729
640000,宁夏回族自治区,2013,2631.3853,1493.6008,558.9682,479.2522,4.5617,75.1543
640000,宁夏回族自治区,2012,2010.1776,1067.1587,429.1529,356.3893,2.6735,70.0901
640000,宁夏回族自治区,2011,1345.3681,680.3755,336.2289,291.3084,1.4932,43.4273
640000,宁夏回族自治区,2010,867.71,447.88,254.37,220.7961,1.0342,32.5412
640000,宁夏回族自治区,2009,421.08,251.54,162.7417,138.5691,0.5735,23.5991
640000,宁夏回族自治区,2008,255.78,178.77,117.5853,101.5608,1.7447,14.2798
640000,宁夏回族自治区,2007,200.9175,139.577,93.1129,75.3159,0.2999,17.4971
640000,宁夏回族自治区,2006,151.0294,113.1194,76.9437,64.3576,0.2014,12.3847
640000,宁夏回族自治区,2005,140.4052,107.1264,74.7766,60.8599,0.9597,12.957
640000,宁夏回族自治区,2004,112.6049,80.0539,67.1912,54.1271,0.1822,12.8819
640000,宁夏回族自治区,2003,79.3135,63.6304,50.9065,39.7309,0.1842,10.9914
640000,宁夏回族自治区,2002,,38.18,30.8634,,,
640000,宁夏回族自治区,2001,,27.0607,23.1799,,,
640000,宁夏回族自治区,2000,,19.4506,15.5691,,,
650000,新疆维吾尔自治区,2019,7034.6598,4842.6852,1074.0436,799.6846,14.8789,259.4801
650000,新疆维吾尔自治区,2018,6357.4889,4325.5339,1033.4407,694.0349,15.3878,324.018
650000,新疆维吾尔自治区,2017,5707.7354,3903.2014,1037.8565,850.5021,18.4366,168.9178
650000,新疆维吾尔自治区,2016,5184.6551,3414.1773,923.4025,803.3977,21.3741,98.6307
650000,新疆维吾尔自治区,2015,5000.2746,2897.734,998.8751,853.0105,17.3309,128.5337
650000,新疆维吾尔自治区,2014,4628.1538,2520.0267,1014.8108,871.2477,18.4116,125.1515
650000,新疆维吾尔自治区,2013,3630.0864,1867.2078,825.6855,708.2507,13.889,103.5458
650000,新疆维吾尔自治区,2012,2492.6122,1418.3217,606.0939,517.7425,8.9271,79.4243
650000,新疆维吾尔自治区,2011,1606.1464,1005.2907,516.3895,430.9058,5.3225,80.1612
650000,新疆维吾尔自治区,2010,1014.09,650.23,347.72,290.4194,5.1777,52.1214
650000,新疆维吾尔自治区,2009,713.79,452.31,235.8805,199.2905,1.7931,34.7969
650000,新疆维吾尔自治区,2008,548.3,376.71,228.6267,185.4782,1.5341,41.6144
650000,新疆维吾尔自治区,2007,395.3978,273.1144,168.316,132.1154,2.1211,34.0795
650000,新疆维吾尔自治区,2006,319.8935,192.2279,120.8786,96.598,1.2989,22.9817
650000,新疆维吾尔自治区,2005,272.9904,165.4373,101.6618,85.9562,1.4135,14.2921
650000,新疆维吾尔自治区,2004,317.8726,185.0372,104.7001,86.0023,1.2736,17.4242
650000,新疆维吾尔自治区,2003,286.489,173.2616,102.4908,81.3495,2.4216,18.7197
650000,新疆维吾尔自治区,2002,,141.6,87.706,,,
650000,新疆维吾尔自治区,2001,,141.0355,97.9184,,,
650000,新疆维吾尔自治区,2000,,75.3766,57.4347,,,
