省份编码,省份,年份,房地产开发投资额(亿元),房地产开发住宅投资额(亿元),房地产开发别墅、高档公寓投资额(亿元),房地产开发办公楼投资额(亿元),房地产开发商业营业用房投资额(亿元),房地产开发其他投资额(亿元)
420000,湖北省,2003,239.0412,171.9094,8.7411,8.1061,17.6634,41.3623
420000,湖北省,2002,178.6402,132.4781,12.8368,6.9205,13.6947,25.5469
420000,湖北省,2001,151.239,112.3998,7.7737,8.8591,8.2001,21.78
420000,湖北省,2000,134.628,93.1505,4.2832,9.2844,10.7348,21.4583
430000,湖南省,2019,4445.4659,3197.3486,73.6557,166.4036,600.3028,481.4109
430000,湖南省,2018,3945.9495,2764.4751,89.9753,124.1553,590.6491,466.67
430000,湖南省,2017,3426.1289,2194.4058,85.7445,151.7393,638.2177,441.7661
430000,湖南省,2016,2957.0441,1871.297,55.9825,159.6461,598.5965,327.5045
430000,湖南省,2015,2613.746,1802.938,64.5496,120.8014,430.6297,259.3769
430000,湖南省,2014,2883.5662,1998.5121,85.4047,110.6505,427.3885,347.0151
430000,湖南省,2013,2628.3245,1845.8103,78.5168,89.6405,351.1544,341.7193
430000,湖南省,2012,2210.5229,1572.6652,73.5655,72.0581,272.8813,292.9183
430000,湖南省,2011,1943.8231,1487.9038,67.4678,51.2794,200.1325,204.5074
430000,湖南省,2010,1469.07,1134.56,55.82,17.81,129.74,186.97
430000,湖南省,2009,1084.5775,837.8977,42.1593,15.4802,109.889,121.3106
430000,湖南省,2008,955.9153,703.0758,55.2417,22.1931,86.6144,144.032
430000,湖南省,2007,754.5813,572.9021,74.7139,12.4289,88.0691,81.1812
430000,湖南省,2006,556.0646,381.18,42.9202,12.4098,83.3118,79.163
430000,湖南省,2005,456.9741,306.1462,28.7819,11.2671,71.5375,68.0233
430000,湖南省,2004,334.8655,207.0314,,10.2742,63.2844,54.2755
430000,湖南省,2003,230.0324,145.7959,17.3471,7.397,47.964,28.8755
430000,湖南省,2002,150.9229,79.7985,9.5448,6.1185,21.661,43.3449
430000,湖南省,2001,107.4104,59.868,7.1133,3.4093,15.5787,28.5544
430000,湖南省,2000,74.8269,40.1941,3.1136,2.4176,8.8463,23.3689
440000,广东省,2019,15852.162,10852.7692,542.561,1314.9577,1473.1955,2211.2396
440000,广东省,2018,14412.1933,9757.8608,543.9043,1178.8986,1416.6762,2058.7577
440000,广东省,2017,12075.6935,8100.9277,515.3373,1173.6678,1445.1506,1355.9474
440000,广东省,2016,10307.7952,6977.6579,461.1156,852.0641,1390.2848,1087.7884
440000,广东省,2015,8538.4666,5890.5079,440.823,563.9955,1085.7759,998.1873
440000,广东省,2014,7638.453,5187.3184,462.2397,489.4379,958.425,1003.2717
440000,广东省,2013,6489.592,4530.6255,510.8747,337.2659,705.4675,916.2331
440000,广东省,2012,5352.7853,3704.9832,444.4984,234.8321,547.4535,865.5165
440000,广东省,2011,4809.9096,3453.0401,405.417,208.6261,447.6277,700.6157
440000,广东省,2010,3659.69,2539.03,346.6,144.54,389.31,586.82
440000,广东省,2009,2961.3189,2090.0933,267.9275,127.6287,279.4723,464.1246
440000,广东省,2008,2949.2536,2131.5812,288.2344,99.528,242.0649,476.0795
440000,广东省,2007,2517.2282,1802.9577,258.4458,108.1267,212.8319,393.3119
440000,广东省,2006,1843.5134,1302.7328,223.7235,113.0075,185.5243,242.2488
440000,广东省,2005,1591.8983,1065.7419,119.8674,90.3167,172.2954,263.5443
440000,广东省,2004,1355.8422,889.421,,67.001,161.5084,237.9118
440000,广东省,2003,1233.5231,827.435,87.1841,44.0832,136.9168,225.0881
440000,广东省,2002,1115.2547,771.8709,108.9828,45.6123,118.0111,179.7604
440000,广东省,2001,972.342,644.4443,56.0549,32.4513,101.2254,194.221
440000,广东省,2000,858.6126,593.7459,41.9876,36.8029,92.7409,135.3229
450000,广西壮族自治区,2019,3814.4125,2924.1851,33.703,105.2316,321.9798,463.016
450000,广西壮族自治区,2018,3004.1257,2217.4998,50.8524,98.0692,320.5214,368.0353
450000,广西壮族自治区,2017,2683.483,1983.5172,69.2723,102.7877,323.6747,273.5034
450000,广西壮族自治区,2016,2397.9862,1725.2858,36.8849,93.5287,320.209,258.9627
450000,广西壮族自治区,2015,1909.0933,1407.7508,34.3037,72.5811,243.8328,184.9286
450000,广西壮族自治区,2014,1838.4942,1292.6348,51.618,70.8981,254.0032,220.9581
450000,广西壮族自治区,2013,1614.6322,1166.6137,41.595,51.6716,174.8792,221.4677
450000,广西壮族自治区,2012,1554.9388,1069.642,45.9919,40.473,161.6637,283.1601
450000,广西壮族自治区,2011,1517.4656,1078.9954,28.6316,33.3535,128.4406,276.6761
450000,广西壮族自治区,2010,1206.22,878.89,31.27,15.14,92.85,219.34
450000,广西壮族自治区,2009,813.6811,577.173,22.5943,9.2636,63.1026,164.1419
450000,广西壮族自治区,2008,627.3423,412.8343,21.1163,5.0983,55.5782,153.8315
450000,广西壮族自治区,2007,536.2835,353.5791,29.1534,8.7759,49.9672,123.9613
450000,广西壮族自治区,2006,369.9803,248.4244,16.1708,7.2603,51.9735,62.3221
450000,广西壮族自治区,2005,286.7915,190.7662,11.1477,6.0074,45.3904,44.6275
450000,广西壮族自治区,2004,192.3476,112.7413,,2.5953,35.0986,41.9124
450000,广西壮族自治区,2003,120.3112,73.2095,4.1615,1.7572,15.9421,29.4024
450000,广西壮族自治区,2002,75.2807,44.7149,0.9966,0.9457,10.3038,19.3163
450000,广西壮族自治区,2001,55.5826,29.9556,0.2683,0.9621,7.6364,17.0285
450000,广西壮族自治区,2000,38.6747,20.7861,1.2331,1.1944,3.6306,13.0636
460000,海南省,2019,1336.1768,1034.8597,84.5687,34.449,135.9045,130.9636
460000,海南省,2018,1715.0418,1310.5058,116.688,37.4483,171.0402,196.0475
460000,海南省,2017,2053.1061,1477.5334,169.8786,37.8476,255.0515,282.6736
460000,海南省,2016,1787.5968,1317.7292,184.1636,52.7,181.1761,235.9915
460000,海南省,2015,1703.9963,1246.7789,234.2236,20.5425,140.9893,295.6856
460000,海南省,2014,1431.6515,1122.1374,193.9486,10.514,137.57,161.4301
460000,海南省,2013,1196.7581,995.0886,218.648,12.1807,74.3916,115.0972
460000,海南省,2012,886.644,725.3209,199.6708,5.6538,50.6034,105.0659
460000,海南省,2011,650.78,562.2933,185.1727,16.821,30.4582,41.2075
460000,海南省,2010,467.87,417.11,188.71,7.03,20.54,23.18
460000,海南省,2009,287.9573,261.875,113.2619,1.5038,11.5693,13.0092
460000,海南省,2008,199.4474,172.3627,78.8728,2.9435,9.4844,14.6568
460000,海南省,2007,127.5741,104.383,51.0245,2.8478,7.9558,12.3875
460000,海南省,2006,89.2554,63.2158,22.0182,1.0135,7.6618,17.3643
460000,海南省,2005,70.8494,56.6217,5.8395,0.4335,8.3257,5.4685
460000,海南省,2004,55.9917,46.9841,,0.7468,4.81,3.4508
460000,海南省,2003,36.6131,29.8856,6.3465,0.9586,3.1619,2.607
460000,海南省,2002,20.1112,13.9207,6.166,1.2915,2.0946,2.8044
460000,海南省,2001,17.1111,13.561,6.8479,0.0799,1.0969,2.3733
460000,海南省,2000,10.3372,6.733,3.1853,0.3517,1.1934,2.0591
500000,重庆市,2019,4439.3034,3246.7657,182.1958,112.8508,529.4754,550.2115
500000,重庆市,2018,4248.7612,3012.6477,221.3407,104.8111,564.6567,566.6457
500000,重庆市,2017,3980.0837,2632.8813,224.794,157.2815,671.7965,518.1244
500000,重庆市,2016,3725.9452,2319.9701,178.8286,166.0434,704.3652,535.5665
500000,重庆市,2015,3751.2812,2390.491,162.5386,203.5649,616.1906,541.0347
500000,重庆市,2014,3630.2331,2451.366,174.3018,176.9621,534.0012,467.9038
500000,重庆市,2013,3012.7838,2044.2392,139.8788,144.5592,377.4147,446.5707
500000,重庆市,2012,2508.35,1706.7687,165.6664,101.6124,307.4966,392.4723
500000,重庆市,2011,2015.1,1438.4457,119.9848,52.6701,218.0277,305.9448
500000,重庆市,2010,1620.26,1091.49,104.45,31.53,134.4,362.84
500000,重庆市,2009,1238.9125,789.0183,89.4443,22.084,116.7561,311.0541
500000,重庆市,2008,990.997,619.525,70.6977,12.3327,80.4351,278.7042
500000,重庆市,2007,849.8966,521.8209,49.7984,16.6212,75.2126,236.2419
500000,重庆市,2006,629.669,376.8907,38.0639,12.758,69.5425,170.4778
500000,重庆市,2005,517.7291,300.4026,31.8975,17.0832,71.3916,128.8517
500000,重庆市,2004,393.0919,208.6851,,10.9706,59.8537,113.5825
500000,重庆市,2003,327.8881,177.4341,11.6952,11.8569,50.8227,87.7744
500000,重庆市,2002,245.913,130.6998,9.5204,9.5679,42.0038,63.6415
500000,重庆市,2001,196.6684,110.7126,8.2643,10.5656,36.5987,38.7915
500000,重庆市,2000,139.6327,72.8125,6.9366,8.6377,31.1708,27.0117
510000,四川省,2019,6573.2391,4665.3051,120.233,274.7552,899.3968,733.782
510000,四川省,2018,5697.8652,3764.712,123.0311,210.5056,1000.6296,722.018
510000,四川省,2017,5149.8939,3182.3448,138.6064,262.8088,1094.2225,610.5178
510000,四川省,2016,5282.6449,3185.6366,114.3242,278.5059,1166.0332,652.4692
510000,四川省,2015,4813.0252,3048.7228,82.0766,229.7857,928.7621,605.7546
510000,四川省,2014,4380.0919,2847.8207,99.1627,195.1111,777.0626,560.0975
510000,四川省,2013,3852.9951,2537.8926,124.388,189.1148,578.6755,547.3122
510000,四川省,2012,3266.397,2197.745,126.6629,137.1163,433.3247,498.211
510000,四川省,2011,2819.1654,1989.3934,134.9159,91.2123,316.7574,421.8023
510000,四川省,2010,2194.63,1535.28,88.78,55.31,185.88,418.16
510000,四川省,2009,1588.3709,1150.0278,64.67,36.9672,128.0258,273.3501
510000,四川省,2008,1451.6992,1035.9853,56.6215,25.7453,107.8516,282.117
510000,四川省,2007,1326.8344,930.3464,51.0517,20.8396,99.055,276.5934
510000,四川省,2006,914.4961,660.196,54.9612,15.6318,107.8554,130.8129
510000,四川省,2005,701.4479,473.2924,43.383,18.2078,126.479,83.4687
510000,四川省,2004,510.0803,338.1974,,14.1174,103.5102,54.2553
510000,四川省,2003,450.867,326.9725,53.0376,13.7719,78.955,31.1676
510000,四川省,2002,344.3775,240.2464,23.0295,7.5768,53.5549,42.9994
510000,四川省,2001,268.1539,183.8734,19.6563,6.417,36.5377,41.3258
510000,四川省,2000,195.9674,128.3368,8.6892,6.9134,27.6928,33.0244
520000,贵州省,2019,2990.8139,2078.3661,60.8002,94.6087,451.4066,366.4325
520000,贵州省,2018,2349.2273,1557.8459,52.769,85.8527,422.2602,283.2685
520000,贵州省,2017,2200.9978,1365.3265,50.0355,104.3517,492.5372,238.7824
520000,贵州省,2016,2148.9608,1243.6021,36.5823,151.8053,562.5321,191.0213
520000,贵州省,2015,2205.092,1327.7676,24.7868,164.0553,506.7373,206.5318
520000,贵州省,2014,2187.6698,1350.3388,35.7556,151.9696,443.9789,241.3825
520000,贵州省,2013,1942.5435,1224.2284,32.526,132.0287,344.8961,241.3903
520000,贵州省,2012,1467.596,930.3118,15.5974,42.2301,212.5621,282.492
520000,贵州省,2011,873.4768,576.4391,4.9194,19.1132,123.4267,154.4978
520000,贵州省,2010,556.69,328.63,4.57,8.78,57.06,162.21
520000,贵州省,2009,371.2507,249.4624,4.3723,6.7326,38.477,76.5787
520000,贵州省,2008,311.2556,195.4897,5.384,4.923,28.5998,82.2431
520000,贵州省,2007,249.6674,156.0743,5.0136,6.2908,24.0555,63.2468
520000,贵州省,2006,186.7933,104.535,3.2352,7.6418,20.0169,54.5996
520000,贵州省,2005,154.1209,85.8733,1.7268,7.8362,21.4316,38.9798
520000,贵州省,2004,121.6603,70.9741,,5.4512,16.9815,28.2535
520000,贵州省,2003,104.951,56.5984,0.7213,5.1155,15.1162,28.1209
520000,贵州省,2002,83.0128,46.9696,1.5817,4.674,13.3932,17.976
520000,贵州省,2001,67.0085,38.0647,0.095,3.3824,9.6688,15.8926
520000,贵州省,2000,46.5815,27.1393,0.8553,2.914,7.4296,9.0986
530000,云南省,2019,4151.4085,3028.9632,314.8162,150.1308,498.3273,473.9872
530000,云南省,2018,3247.2329,2115.1729,234.8986,106.2618,552.8676,472.9306
530000,云南省,2017,2786.2513,1743.9149,168.7658,144.3606,485.7706,412.2052
530000,云南省,2016,2688.338,1635.3764,148.5211,159.7973,497.3597,395.8046
530000,云南省,2015,2669.0091,1670.2652,142.3615,162.0395,508.9088,327.7956
530000,云南省,2014,2846.6541,1830.0705,150.8102,133.7792,533.1371,349.6673
530000,云南省,2013,2488.3284,1642.4032,106.8639,117.4987,410.9691,317.4574
530000,云南省,2012,1782.1351,1152.5012,86.3434,86.4149,256.2885,286.9305
530000,云南省,2011,1280.1263,884.8156,77.5198,45.9911,165.4585,183.8611
530000,云南省,2010,900.44,654.67,76.71,22.21,97.88,125.67
530000,云南省,2009,737.4566,552.9587,62.9218,18.9107,80.5186,85.0686
530000,云南省,2008,557.6906,424.0234,60.7554,12.1372,57.4245,64.1055
530000,云南省,2007,422.8593,320.4592,60.3047,6.4576,44.6199,51.3226
530000,云南省,2006,332.1513,238.7174,49.9662,9.5135,36.4308,47.4896
530000,云南省,2005,246.9114,173.3652,25.197,4.8656,28.4702,40.2104
530000,云南省,2004,149.9305,100.3094,,2.1885,18.7613,28.6713
530000,云南省,2003,114.9688,81.5444,17.5397,3.3316,8.8964,21.1964
530000,云南省,2002,96.2623,72.6949,15.5437,2.4129,8.2536,12.9009
530000,云南省,2001,87.9843,64.6631,7.5109,5.0827,8.9893,9.2492
530000,云南省,2000,83.2253,56.6317,5.9972,3.4544,11.8938,11.2454
540000,西藏自治区,2019,129.5559,96.8672,4.1475,3.9365,18.6492,10.103
540000,西藏自治区,2018,92.6036,49.9948,0.3809,1.7644,20.965,19.8794
540000,西藏自治区,2017,40.3647,20.0964,1.5132,0.7007,7.7762,11.7914
540000,西藏自治区,2016,48.5361,39.1421,1.9833,1.7272,5.3703,2.2965
540000,西藏自治区,2015,50.0161,39.5958,1.175,2.4906,4.4677,3.462
540000,西藏自治区,2014,52.9087,29.4421,3.1542,3.4903,10.1288,9.8475
540000,西藏自治区,2013,9.6777,5.8669,2.0755,0.1056,2.7821,0.9231
540000,西藏自治区,2012,6.8719,4.2509,1.5711,0.3169,2.3001,
540000,西藏自治区,2011,5.1342,3.7363,1.8162,0.0785,1.1446,0.1748
540000,西藏自治区,2010,8.96,6.99,1.04,0.07,1.86,0.05
540000,西藏自治区,2009,15.748,11.3798,0.424,0.3211,1.4391,2.608
540000,西藏自治区,2008,13.7388,11.9545,1.1025,0.2315,1.1692,0.3836
540000,西藏自治区,2007,11.6767,10.4008,1.2315,0.02,1.067,0.1889
540000,西藏自治区,2006,8.9022,6.9001,0.9054,0.09,0.4559,1.4562
540000,西藏自治区,2005,6.0207,4.3348,1.7974,0.0354,1.3153,0.3352
540000,西藏自治区,2004,5.3934,5.2734,,0.0,0.12,0.0
540000,西藏自治区,2003,2.0005,1.6461,0.6317,0.02,0.2378,0.0966
540000,西藏自治区,2002,2.7692,1.9065,0.344,0.1658,0.3055,0.3914
540000,西藏自治区,2001,1.4993,0.9763,,0.01,0.138,0.375
540000,西藏自治区,2000,0.9771,0.9672,0.0,,,0.0099
610000,陕西省,2019,3903.6487,2957.0773,53.2745,214.8613,355.4137,376.2964
610000,陕西省,2018,3534.6664,2411.5501,94.1463,234.6118,462.1629,426.3416
610000,陕西省,2017,3101.9724,2145.5576,68.3594,242.087,439.42,274.9078
610000,陕西省,2016,2736.7546,1916.1261,58.1723,190.6231,415.9472,214.0582
610000,陕西省,2015,2494.285,1827.8046,28.8493,160.947,346.7013,158.8321
610000,陕西省,2014,2426.4914,1869.685,47.9339,105.1474,285.7338,165.9252
610000,陕西省,2013,2240.1692,1768.9545,38.7283,79.8458,224.084,167.2849
610000,陕西省,2012,1835.9321,1477.57,33.9606,43.8731,155.4941,158.9949
610000,陕西省,2011,1410.9037,1176.9311,39.3676,36.7589,119.6979,77.5158
610000,陕西省,2010,1159.47,938.15,23.2,36.57,106.41,78.34
610000,陕西省,2009,941.6321,780.8278,22.432,27.3401,82.4776,50.9866
610000,陕西省,2008,762.2281,603.7546,19.5358,30.3434,73.2567,54.8734
610000,陕西省,2007,535.3249,427.5363,8.471,19.7689,49.6554,38.3643
610000,陕西省,2006,394.8602,319.422,17.3807,16.6126,36.3959,22.4297
610000,陕西省,2005,298.9546,212.2786,13.287,11.8394,43.9687,30.8679
610000,陕西省,2004,231.1719,150.3766,,19.1243,34.5785,27.0925
610000,陕西省,2003,188.3082,123.4696,7.1986,14.6057,24.5935,25.6394
610000,陕西省,2002,123.5686,84.3509,9.2133,7.6352,11.9361,19.6464
610000,陕西省,2001,99.7844,65.2983,10.313,6.4275,8.8932,19.1654
610000,陕西省,2000,78.8862,58.1607,2.4265,5.3356,6.5653,8.8246
620000,甘肃省,2019,1257.8484,865.9275,9.625,25.2307,175.9732,190.717
620000,甘肃省,2018,1116.3933,672.3474,11.2362,55.6114,211.3574,177.0771
620000,甘肃省,2017,944.5166,601.2544,3.8633,57.3217,197.1994,88.7411
620000,甘肃省,2016,850.0344,563.7505,3.0809,46.3722,173.4842,66.4275
620000,甘肃省,2015,768.0627,526.56,3.3479,28.012,162.0452,51.4455
620000,甘肃省,2014,721.4717,496.3706,8.919,26.6463,134.6607,63.7941
620000,甘肃省,2013,724.649,539.8519,9.0117,19.3416,98.6394,66.8161
620000,甘肃省,2012,561.0185,412.5139,1.1506,11.0565,65.4094,72.0387
620000,甘肃省,2011,366.9672,266.7317,0.1006,6.8003,40.2951,53.1401
620000,甘肃省,2010,266.41,187.93,0.1,5.61,27.02,45.85
620000,甘肃省,2009,204.1378,138.263,0.5417,2.9022,21.5014,41.4712
620000,甘肃省,2008,185.8089,137.5149,0.2353,4.9578,17.6288,25.7074
620000,甘肃省,2007,134.0699,95.076,0.557,2.7397,13.1265,23.1277
620000,甘肃省,2006,97.7206,71.7862,0.4477,2.7738,10.3607,12.7999
620000,甘肃省,2005,86.6044,61.0986,0.2339,3.2537,11.784,10.4681
620000,甘肃省,2004,72.0818,46.9005,,1.6176,9.3012,14.2625
620000,甘肃省,2003,50.8029,34.3764,1.3705,1.6702,6.7793,7.977
620000,甘肃省,2002,37.7112,25.3572,0.1218,1.5309,5.1373,5.6858
620000,甘肃省,2001,31.3696,20.1733,0.242,2.9958,3.9258,4.2747
620000,甘肃省,2000,27.7135,17.3772,0.1011,2.4331,3.6622,4.241
630000,青海省,2019,406.2924,294.0813,2.4152,11.1058,60.2279,40.8774
630000,青海省,2018,351.8188,215.8873,0.5056,16.4442,71.3064,48.1809
630000,青海省,2017,408.5865,213.664,0.9925,33.4624,97.084,64.3761
630000,青海省,2016,396.9204,227.775,2.7665,32.5052,96.0228,40.6174
630000,青海省,2015,335.9998,201.3766,6.4591,37.4264,64.6196,32.5772
630000,青海省,2014,308.2702,190.6743,3.7865,27.3158,64.2797,26.0004
630000,青海省,2013,247.6138,159.7196,0.8534,16.7543,44.4914,26.6485
630000,青海省,2012,189.6795,141.1006,0.1329,3.3642,26.8742,18.3405
630000,青海省,2011,144.6936,90.1224,0.197,3.9733,29.0551,21.5428
630000,青海省,2010,108.19,75.2,0.15,2.15,15.83,15.0
630000,青海省,2009,72.8499,54.572,0.1162,0.7221,4.0297,13.5261
630000,青海省,2008,51.1881,42.8812,3.334,0.5227,3.8627,3.9215
630000,青海省,2007,34.2057,28.0506,4.2936,0.7094,3.1633,2.2824
630000,青海省,2006,31.1794,22.9397,4.4441,0.7414,4.8459,2.6524
630000,青海省,2005,29.113,16.5786,0.086,1.928,4.3828,6.2236
630000,青海省,2004,26.2394,16.5598,,2.7959,3.5841,3.2996
630000,青海省,2003,22.3121,15.4551,0.2097,2.161,2.1251,2.5709
630000,青海省,2002,16.9171,9.483,0.0175,1.4657,1.3913,4.5771
630000,青海省,2001,15.3558,8.5985,,1.1482,2.8707,2.7384
630000,青海省,2000,13.499,8.1416,0.0,0.8369,2.4031,2.1174
640000,宁夏回族自治区,2019,403.0911,281.7355,7.5914,6.894,61.9449,52.5167
640000,宁夏回族自治区,2018,449.5685,300.4052,10.2605,12.8608,90.3657,45.9368
640000,宁夏回族自治区,2017,652.8429,387.7532,15.5162,37.0149,152.4198,75.655
640000,宁夏回族自治区,2016,728.1647,435.4115,13.0958,51.8691,152.4529,88.4312
640000,宁夏回族自治区,2015,633.6378,396.6814,14.6443,34.2939,129.5215,73.141
640000,宁夏回族自治区,2014,654.7995,411.5773,15.4284,21.1681,144.1999,77.8542
640000,宁夏回族自治区,2013,558.9682,340.265,15.023,18.7933,127.115,72.7949
640000,宁夏回族自治区,2012,429.1529,279.4871,11.4599,10.844,83.0146,55.8072
640000,宁夏回族自治区,2011,336.2289,239.5186,7.8395,8.5213,49.7829,38.4061
640000,宁夏回族自治区,2010,254.37,187.29,3.95,8.17,35.56,23.35
640000,宁夏回族自治区,2009,162.7417,126.0821,2.6896,4.4795,22.7233,9.4568
640000,宁夏回族自治区,2008,117.5853,87.8549,1.3427,4.2458,19.826,5.6586
640000,宁夏回族自治区,2007,93.1129,67.3283,3.4723,4.1282,17.4719,4.1845
640000,宁夏回族自治区,2006,76.9437,55.784,4.8554,3.4908,14.5766,3.0923
640000,宁夏回族自治区,2005,74.7766,47.5437,1.5875,2.7001,20.6195,3.9133
640000,宁夏回族自治区,2004,67.1912,41.8136,,3.702,16.9218,4.7538
640000,宁夏回族自治区,2003,50.9065,34.763,0.5501,2.1652,9.6866,4.2917
640000,宁夏回族自治区,2002,30.8634,20.7236,0.8592,2.3636,5.0614,2.7148
640000,宁夏回族自治区,2001,23.1799,13.208,0.0242,2.1375,3.9588,3.8756
640000,宁夏回族自治区,2000,15.5691,9.1735,0.1585,1.0725,2.6544,2.6687
650000,新疆维吾尔自治区,2019,1074.0436,724.1256,27.5525,36.8661,188.2809,124.771
650000,新疆维吾尔自治区,2018,1033.4407,642.4805,31.1763,44.0333,195.4311,151.4958
650000,新疆维吾尔自治区,2017,1037.8565,588.2476,44.2962,66.1378,284.9452,98.5259
650000,新疆维吾尔自治区,2016,923.4025,518.8334,38.0164,57.635,266.5464,80.3877
650000,新疆维吾尔自治区,2015,998.8751,603.6606,42.7515,58.6586,266.9691,69.5868
650000,新疆维吾尔自治区,2014,1014.8108,616.3046,55.6746,61.3946,267.2112,69.9004
650000,新疆维吾尔自治区,2013,825.6855,555.6183,47.5062,24.9894,162.845,82.2328
650000,新疆维吾尔自治区,2012,606.0939,444.2667,36.8122,12.084,97.6135,52.1297
650000,新疆维吾尔自治区,2011,516.3895,416.3926,25.8846,15.54,57.2602,27.1967
650000,新疆维吾尔自治区,2010,347.72,281.56,19.41,10.29,38.03,17.84
650000,新疆维吾尔自治区,2009,235.8805,188.253,14.8916,8.1926,28.1946,11.2403
650000,新疆维吾尔自治区,2008,228.6267,193.746,9.4256,5.6358,22.1418,7.1031
650000,新疆维吾尔自治区,2007,168.316,139.036,5.7776,2.7629,20.559,5.9581
650000,新疆维吾尔自治区,2006,120.8786,89.9482,4.8542,2.8233,23.6945,4.4126
650000,新疆维吾尔自治区,2005,101.6618,67.9521,2.6634,4.0977,24.7033,4.9087
650000,新疆维吾尔自治区,2004,104.7001,57.477,,6.5424,34.4911,6.1896
650000,新疆维吾尔自治区,2003,102.4908,54.777,2.0212,8.1497,28.6896,10.8745
650000,新疆维吾尔自治区,2002,87.706,57.0643,1.1001,8.1119,15.3498,7.18
650000,新疆维吾尔自治区,2001,97.9184,75.749,0.3126,4.1911,11.1028,6.8755
650000,新疆维吾尔自治区,2000,57.4347,50.0381,0.239,1.3171,4.2601,1.8194
