省份编码,省份,年份,城镇单位就业人员平均工资(元),城镇单位在岗职工平均工资(元),城镇国有单位就业人员平均工资(元),城镇集体单位就业人员平均工资(元),城镇其他单位就业人员平均工资(元),城镇单位就业人员平均货币工资指数(上年=100),城镇单位在岗职工平均货币工资指数(上年=100),国有城镇单位就业人员平均货币工资指数(上年=100),城镇集体单位就业人员平均货币工资指数(上年=100),其他城镇单位就业人员平均货币工资指数(上年=100),城镇单位就业人员平均实际工资指数(上年=100),城镇单位在岗职工平均实际工资指数(上年=100),国有城镇单位就业人员平均实际工资指数(上年=100),城镇集体单位就业人员平均实际工资指数(上年=100),其他城镇单位就业人员平均实际工资指数(上年=100)
450000,广西壮族自治区,2005,,15461,,,,,113.9,,,,,110.582524271845,,,
450000,广西壮族自治区,2004,,13579,,,,,113.6,,,,,109.970958373669,,,
450000,广西壮族自治区,2003,,11953,,,,,110.9,,,,,109.910802775025,,,
450000,广西壮族自治区,2002,,10074,,,,,118.7,,,,,119.9,,,
450000,广西壮族自治区,2001,,9075,,,,,118.6,,,,,117.775571002979,,,
450000,广西壮族自治区,2000,,7651,,,,,112.9,,,,,112.003968253968,,,
460000,海南省,2019,82227,84656,92294,56738,75606,108.357382881992,108.991657225255,109.937939988803,103.95382924148,107.039102981567,105.406014476646,106.023012865034,106.943521389886,101.122401985876,104.123641032653
460000,海南省,2018,75885,77672,83951,54580,70634,112.0,112.5,113.8,97.5,111.3,109.696376101861,110.186092066601,111.459353574927,95.4946131243879,109.010773751224
460000,海南省,2017,67727,69062,73759,55960,63446,109.834098243679,110.384400223767,108.71372352499,112.153278819945,111.055487484684,107.998130033116,108.539233258375,106.896483308741,110.278543579101,109.199102738136
460000,海南省,2016,61663,62565,67847,49896,57130,107.053819444444,107.12084374893,107.378333465221,106.955906625796,106.575879115754,104.851928936772,104.917574680637,105.169768330285,104.756029995882,104.383818918466
460000,海南省,2015,57600,58406,63185,46651,53605,115.47251513572,115.451975725948,117.834097944873,121.509129268356,112.802760884662,113.766024764256,113.74578889256,116.092707334851,119.713427850597,111.135725009519
460000,海南省,2014,49882,50589,53622,38393,47521,110.9,111.0,113.7,105.4,109.1,108.638952894902,108.71694417238,111.366014806558,103.254791774837,106.851821026336
460000,海南省,2013,44971,45573,47159,36418,43559,113.9,113.8,117.2,114.8,111.5,111.013645224172,110.916179337232,114.230019493177,111.890838206628,108.674463937622
460000,海南省,2012,39485,40051,40225,31715,39072,108.9,109.1,107.1,127.6,111.1,105.504704897155,105.698469277132,103.760825477368,123.62167442495,107.636113076896
460000,海南省,2011,36244,36716,37562,24862,35165,117.770917952884,118.343271555197,118.934836299158,121.669766076148,115.068717277487,111.843226925816,112.386772607025,112.948562487329,115.545836729485,109.277034451555
460000,海南省,2010,30775,31025,31582,20434,30560,124.1,124.4,130.6,116.8,111.1,118.8,119.1,125.0,111.8,106.4
460000,海南省,2009,24790,24934,24188,17499,27502,113.9,114.0,114.3,115.1,111.5,114.524156653763,114.6,114.926348599869,115.730732492082,112.111004977125
460000,海南省,2008,21767,21864,21160,15203,24670,113.3,113.0,113.0,128.5,109.1,,106.526973666721,,,
460000,海南省,2007,19220,19357,18720,11830,22614,121.3,121.8,122.7,123.2,113.9,,116.555023923445,,,
460000,海南省,2006,15843,15890,15254,9604,19848,110.19684217848,110.217104806825,106.100020866662,111.986940298507,122.224274893774,,108.588280597857,,,
460000,海南省,2005,,14417,,,,,113.9,,,,,112.43830207305,,,
460000,海南省,2004,,12652,,,,,121.7,,,,,117.812197483059,,,
460000,海南省,2003,,10397,,,,,109.7,,,,,108.721506442022,,,
460000,海南省,2002,,9480,,,,,113.9,,,,,115.1,,,
460000,海南省,2001,,8321,,,,,112.3,,,,,111.519364448858,,,
460000,海南省,2000,,7408,,,,,107.9,,,,,107.043650793651,,,
500000,重庆市,2019,86559,89714,111113,61887,77123,109.668305290898,109.723105523213,107.641559699685,106.426483233018,111.325548161728,106.681230827722,106.734538446705,104.709688423818,103.527707425115,108.293334787673
500000,重庆市,2018,78928,81764,103225,58150,69277,111.3,111.6,114.3,108.3,109.9,109.010773751224,109.304603330069,111.949069539667,106.072477962782,107.639569049951
500000,重庆市,2017,70889,73272,90342,53701,63040,108.153177206499,108.734752025643,113.544900395903,107.946048082335,104.897083049071,106.345306987708,106.917160300534,111.646903044152,106.141640198953,103.143641149529
500000,重庆市,2016,65545,67386,79565,49748,60097,108.261896503312,108.527805962217,109.613291636243,115.467458917464,107.191652546152,106.0351581815,106.295598395903,107.358757724039,113.092516079788,104.986927077524
500000,重庆市,2015,60543,62091,72587,43084,56065,108.913794344103,109.215155139661,113.335727445898,107.264850868894,106.717298614284,107.30423088089,107.601138068631,111.660815217634,105.679656028467,105.140195679097
500000,重庆市,2014,55588,56852,64046,40166,52536,111.2,111.4,114.6,116.5,109.7,108.876259040884,109.108716944172,112.276172105842,114.055035601096,107.463004567914
500000,重庆市,2013,50006,51015,55870,34492,47882,112.4,112.4,110.6,114.6,115.4,109.551656920078,109.551656920078,107.797270955166,111.695906432749,112.475633528265
500000,重庆市,2012,44498,45392.0244269187,50523,30087,41488,112.9,113.4,115.8,107.2,111.5,110.056039430819,110.54344438844,112.88298818502,104.499622913939,108.69130554948
500000,重庆市,2011,39430,40041.99,43617,28078,37206,113.542776513952,113.3499405537,117.265761527087,117.89058235714,111.988682539205,107.827897923981,107.644767857265,111.363496227053,111.956868335365,106.352025203423
500000,重庆市,2010,34727,35326,37195,23817,33223,113.9,114.1,111.7,118.7,116.4,110.3,110.5,108.2,115.0,112.7
500000,重庆市,2009,30499,30965,33286,20057,28545,114.5,114.8,113.9,116.3,115.4,116.404612265895,116.7,115.794631764938,118.234553768765,117.31958301733
500000,重庆市,2008,26640,26985,29235,17253,24740,116.0,116.8,116.7,114.7,115.4,,110.636024529371,,,
500000,重庆市,2007,22965,23098,25060,15044,21434,119.8,120.2,118.4,111.7,125.4,,115.023923444976,,,
500000,重庆市,2006,19172,19215,21168,13471,17089,115.612374118073,115.544197233915,114.551653227989,116.561391364541,117.838918769825,,113.836647521098,,,
500000,重庆市,2005,,16630,,,,,115.8,,,,,114.880952380952,,,
500000,重庆市,2004,,14357,,,,,115.5,,,,,111.810261374637,,,
500000,重庆市,2003,,12425,,,,,113.4,,,,,112.388503468781,,,
500000,重庆市,2002,,10960,,,,,115.1,,,,,116.3,,,
500000,重庆市,2001,,9523,,,,,118.7,,,,,117.874875868918,,,
500000,重庆市,2000,,8020,,,,,111.7,,,,,110.813492063492,,,
510000,四川省,2019,83367,86855,97330,56479,75753,107.312771928018,107.942682441837,107.677840469078,95.4908193284415,110.021349832251,104.389855961107,105.002609379219,104.744981001049,92.8899020704684,107.024659369894
510000,四川省,2018,77686,80464,90390,59146,68853,111.9,112.3,112.5,107.3,112.4,109.598432908913,109.990205680705,110.186092066601,105.093046033301,110.088148873653
510000,四川省,2017,69419,71631,80321,55115,61279,108.592747864719,108.893145437132,110.058920252124,105.624760444615,107.050643746834,106.777529857147,107.072906034545,108.219193954891,103.859154812797,105.261203290889
510000,四川省,2016,63926,65781,72980,52180,57243,108.505473987949,108.692994051553,109.660260552058,106.655220341755,107.228757680204,106.273725747256,106.457388884969,107.40476057988,104.461528248535,105.023269030562
510000,四川省,2015,58915,60520,66551,48924,53384,112.101607839406,112.654033729198,116.719281630362,111.936303109342,107.988267421867,110.444933831927,110.989195792314,114.994366138288,110.282072028908,106.392381696421
510000,四川省,2014,52555,53722,57018,43707,49435,109.6,109.6,105.8,111.7,112.7,107.315844999205,107.345739471107,103.616687240504,109.449865365672,110.395169597775
510000,四川省,2013,47965,49019,53896,39112,43859,113.3,113.7,112.9,117.1,122.7,110.428849902534,110.818713450292,110.038986354776,114.132553606238,119.590643274854
510000,四川省,2012,42339,43110,47721,33409,35749,113.4,113.7,113.5,117.9,113.2,110.280229380835,110.571976019409,110.377478260359,114.656428959439,110.085731621786
510000,四川省,2011,37330,37924,42048,28342,31575,114.625234132711,114.532495771926,114.481744670424,120.907811100209,116.594660463055,108.855872870571,108.767802252541,108.719605574952,114.822232763731,110.726173279255
510000,四川省,2010,32567,33112,36729,23441,27081,115.7,115.9,114.0,111.4,119.5,112.0,112.2,110.3,107.8,115.6
510000,四川省,2009,28149,28563,32210,21043,22666,113.8,114.1,114.5,114.4,112.9,113.044972627819,113.3,113.740328346971,113.640991815663,112.150943846052
510000,四川省,2008,24725,25038,28131,18386,20068,117.3,117.5,117.0,121.8,118.6,,112.220207564406,,,
510000,四川省,2007,21081,21312,24045,15089,16922,119.7,119.4,120.9,119.5,117.5,,114.258373205742,,,
510000,四川省,2006,17612,17852,19884,12624,14403,112.623097582811,112.801718690762,112.695533892541,115.035538545653,113.124410933082,,111.1346982175,,,
510000,四川省,2005,,15826,,,,,112.5,,,,,110.619469026549,,,
510000,四川省,2004,,14063,,,,,113.0,,,,,109.390125847047,,,
510000,四川省,2003,,12441,,,,,111.3,,,,,110.307234886026,,,
510000,四川省,2002,,11183,,,,,112.6,,,,,113.7,,,
510000,四川省,2001,,9934,,,,,119.4,,,,,118.570009930487,,,
510000,四川省,2000,,8323,,,,,114.8,,,,,113.888888888889,,,
520000,贵州省,2019,83298,87970,87129,57020,79888,106.361407630625,106.505078876957,103.533955201711,65.6337768773885,112.76448584939,103.464404309946,103.60416233167,100.713964203999,63.8460864566036,109.693079620029
520000,贵州省,2018,78316,82597,84155,86876,70845,109.1,110.0,106.3,109.9,112.9,106.856023506366,107.737512242899,104.11361410382,107.639569049951,110.577864838394
520000,贵州省,2017,71795,75109,79177,79044,62775,108.322394725328,107.794425787193,109.607264975013,113.240308300622,107.574329534744,106.511695895111,105.992552396453,107.775088471006,111.347402458822,105.776135235737
520000,贵州省,2016,66279,69678,72237,69802,58355,111.018240900487,111.322714128229,111.905130747304,108.968574863013,109.512817625643,108.73480989274,109.033020693662,109.603458126645,106.727301530864,107.260350269973
520000,贵州省,2015,59701,62591,64552,64057,53286,113.130068975972,114.45734662156,119.357284174325,115.37644092219,104.632120486186,111.45819603544,112.765858740453,117.59338342298,113.67137036669,103.085832991316
520000,贵州省,2014,52772,54685,54083,55520,50927,111.4,111.4,108.7,115.8,115.1,109.126302218069,109.108716944172,106.507855877499,113.427047255543,112.775622041362
520000,贵州省,2013,47364,49087,49734,47941,44229,115.1,114.9,113.8,123.3,122.1,112.183235867446,111.988304093567,110.916179337232,120.175438596491,119.005847953216
520000,贵州省,2012,41156,42733,43702,38882,36223,114.0,114.5,117.0,125.9,108.7,111.031478642035,111.518458811518,113.953359658931,122.621606675721,105.869488845519
520000,贵州省,2011,36102,37331,37359,30894,33314,118.627805342884,118.669336893636,118.716832438273,128.377311448161,116.821545043308,112.656985130944,112.696426299749,112.741531280411,121.915775354379,110.941638217766
520000,贵州省,2010,30433,31458,31469,24065,28517,110.9,111.4,108.7,110.9,117.0,107.6,108.0,105.4,107.6,113.5
520000,贵州省,2009,27437,28245,28951,21707,24372,114.4,114.8,115.2,106.0,114.1,116.031401505163,116.4,116.842809907297,107.511613282756,115.727123354362
520000,贵州省,2008,23979,24602,25123,20482,21353,118.4,119.0,116.3,123.8,122.3,,111.202845671476,,,
520000,贵州省,2007,20254,20668,21608,16549,17462,122.9,122.9,125.3,131.4,115.0,,117.607655502392,,,
520000,贵州省,2006,16481,16815,17248,12590,15180,117.04424401676,117.226715002789,119.836031404155,121.937046004843,108.684756927042,,115.494300495358,,,
520000,贵州省,2005,,14344,,,,,115.4,,,,,114.711729622266,,,
520000,贵州省,2004,,12431,,,,,112.6,,,,,109.002904162633,,,
520000,贵州省,2003,,11037,,,,,112.5,,,,,111.496531219029,,,
520000,贵州省,2002,,9810,,,,,109.1,,,,,110.2,,,
520000,贵州省,2001,,8991,,,,,120.4,,,,,119.563058589871,,,
520000,贵州省,2000,,7468,,,,,113.2,,,,,112.301587301587,,,
530000,云南省,2019,86585,91811,99456,76185,74383,114.377617204528,114.015523129463,102.480190419273,94.7822192363677,125.825495635699,111.262273545261,110.91004195473,99.688901186063,92.2006023700075,122.398342058073
530000,云南省,2018,75701,80525,97049,80379,59116,109.5,109.5,108.5,114.7,113.0,107.247796278159,107.247796278159,106.268364348678,112.340842311459,110.675808031342
530000,云南省,2017,69106,73515,89448,70108,52336,114.319272125724,115.658726912306,119.964593224431,113.174165012026,108.49762630346,112.408330507103,113.725395194008,117.959285373088,111.282364810252,106.683998331819
530000,云南省,2016,60450,63562,74562,61947,48237,115.002663419831,115.514766015448,121.930957793004,113.806216931217,106.934314660046,112.637280528728,113.138850162045,119.423073254656,111.465442635864,104.734882135206
530000,云南省,2015,52564,55025,61151,54432,45109,114.019218672046,115.110246433204,117.093673406863,112.488375457232,110.982900725797,112.334205588223,113.409109786408,115.363225031392,110.82598567215,109.34275933576
530000,云南省,2014,46101,47802,52224,48389,40645,108.6,108.2,111.5,110.7,104.9,106.374517353403,105.974534769834,109.180245224467,108.447511865936,102.788635838135
530000,云南省,2013,42447,44188,46849,43702,38729,112.8,113.6,107.9,117.4,123.1,109.941520467836,110.721247563353,105.165692007797,114.424951267057,119.980506822612
530000,云南省,2012,37629,38908,43415,37211,31460,110.7,111.1,112.2,115.9,112.6,107.473970089876,107.862313251899,108.930256947463,112.522431196176,109.318600109486
530000,云南省,2011,34004,35031,38684,32102,27932,116.471998629902,116.085097922259,116.729028364514,132.58167100318,120.122134778308,110.609685308549,110.242258235763,110.853778123945,125.908519471206,114.076101403901
530000,云南省,2010,29195,30177,33140,24213,23253,111.6,111.8,112.7,117.2,110.3,107.5,107.7,108.5,112.9,106.2
530000,云南省,2009,26163,26992,29414,20664,21074,112.3,112.3,113.2,116.7,109.9,111.722172921649,111.7,112.617542072402,116.099533214216,109.334521852976
530000,云南省,2008,23305,24030,25987,17709,19177,117.0,117.3,116.7,128.6,117.4,,111.237679929081,,,
530000,云南省,2007,19912,20481,22275,13766,16340,109.0,109.5,114.1,116.1,100.9,,104.784688995215,,,
530000,云南省,2006,18262,18711,19520,11859,16196,116.081871345029,115.92936802974,118.734793187348,115.9804400978,110.296921819668,,114.216126137675,,,
530000,云南省,2005,,16140,,,,,110.7,,,,,108.849557522124,,,
530000,云南省,2004,,14581,,,,,113.3,,,,,109.680542110358,,,
530000,云南省,2003,,12870,,,,,107.4,,,,,106.442021803766,,,
530000,云南省,2002,,11987,,,,,113.8,,,,,114.9,,,
530000,云南省,2001,,10537,,,,,114.1,,,,,113.30685203575,,,
530000,云南省,2000,,9231,,,,,111.5,,,,,110.615079365079,,,
540000,西藏自治区,2019,118118,123045,133835,65474,89940,101.812696634056,102.582807406605,109.673850692453,133.228878398177,99.472444341219,99.0395881654241,99.7887231581757,106.686625187211,129.600076262818,96.7630781529368
540000,西藏自治区,2018,116015,119947,122030,49144,90417,106.6,103.8,104.7,95.1,124.3,104.407443682664,101.665034280118,102.54652301665,93.1439764936337,121.743388834476
540000,西藏自治区,2017,108817,115549,116581,51658,72754,105.410144141352,104.730354391371,106.138074818598,107.220988397435,103.64998860269,103.648125999362,102.979699499873,104.363888710519,105.42870048912,101.917392922999
540000,西藏自治区,2016,103232,110330,109839,48179,70192,105.501333687621,99.4143088844837,104.71128821606,133.87146072411,106.16973968811,103.331374816475,97.3695483687402,102.557579055886,131.117983079442,103.98603299521
540000,西藏自治区,2015,97849,110980,104897,35989,66113,159.792602269944,163.064400005877,169.5003716511,121.691350510584,109.89345256894,157.431135241324,160.654581286579,166.995440050345,119.892956168063,108.26941139797
540000,西藏自治区,2014,61235,68059,61886,29574,60161,106.0,105.7,103.3,118.9,124.9,103.812359063512,103.525954946131,101.183768008572,116.491935984187,122.291273497915
540000,西藏自治区,2013,57773,64409,59904,24865,48183,111.7,110.4,114.7,95.8,96.9,108.869395711501,107.602339181287,111.793372319688,93.3723196881092,94.4444444444444
540000,西藏自治区,2012,51705,58347,52219,25966,49730,104.5,104.5,102.9,171.2,140.5,100.852935326589,100.852935326589,99.3087755512534,165.22509596088,135.596530271634
540000,西藏自治区,2011,49464,55845,50770,15163,35405,99.1302256603471,102.661911502473,98.7359004278491,93.5641120572627,105.240473218001,94.1407651095414,97.4946927848742,93.7662872059346,88.8548072718545,99.9434693428313
540000,西藏自治区,2010,49898,54397,51420,16206,33642,110.0,111.6,109.1,135.6,126.2,107.6,109.2,106.7,132.7,123.5
540000,西藏自治区,2009,45347,48750,47116,11949,26655,102.9,103.1,102.3,92.1,148.2,101.400289715113,101.6,100.809034381498,90.7576937100287,146.040067403108
540000,西藏自治区,2008,44055,47280,46035,12979,17983,102.9,102.6,102.7,114.3,88.6,,97.0554180761459,,,
540000,西藏自治区,2007,42820,46098,44813,11354,20295,147.1,146.3,148.7,105.4,117.6,,140.0,,,
540000,西藏自治区,2006,29119,31518,30131,10767,17255,110.144872716269,108.870466321244,109.670961636456,110.069515436516,115.048673156421,,107.261543173639,,,
540000,西藏自治区,2005,,28950,,,,,93.8,,,,,92.4137931034483,,,
540000,西藏自治区,2004,,30873,,,,,114.6,,,,,110.939012584705,,,
540000,西藏自治区,2003,,26931,,,,,108.7,,,,,107.730426164519,,,
540000,西藏自治区,2002,,24766,,,,,129.4,,,,,130.7,,,
540000,西藏自治区,2001,,19144,,,,,127.8,,,,,126.911618669315,,,
540000,西藏自治区,2000,,14976,,,,,115.5,,,,,114.583333333333,,,
610000,陕西省,2019,78361,82114,79443,60041,78478,108.860425378214,109.495552918272,109.305173362686,106.301122481499,108.698301892019,105.895355426279,106.513183772639,106.327989652418,103.405761168773,105.737647754882
610000,陕西省,2018,71983,74993,72680,56482,72198,110.4,111.2,108.5,105.5,112.4,108.129285014691,108.912830558276,106.268364348678,103.330068560235,110.088148873653
610000,陕西省,2017,65181,67433,67001,53547,64246,109.296242265708,109.422970824003,110.29152743255,110.987439373212,108.309590842423,107.469264764708,107.593874949855,108.447912913029,109.132192107387,106.499106039747
610000,陕西省,2016,59637,61626,60749,48246,59317,108.442739207914,108.313413948256,108.839917584879,105.652031096025,108.24862674964,106.212281300601,106.085616012004,106.6012904847,103.478972669956,106.022161361057
610000,陕西省,2015,54994,56896,55815,45665,54797,108.823587612546,109.165563422169,110.843014596366,106.365880927979,106.885520900384,107.21535725374,107.552279233664,109.20494048903,104.793971357615,105.305931921561
610000,陕西省,2014,50535,52119,50355,42932,51267,106.5,106.7,104.1,111.6,108.6,104.319842676553,104.505386875612,101.939386968047,109.345914956375,106.355453547186
610000,陕西省,2013,47446,48853,48381,38455,47212,110.2,110.2,106.3,118.7,121.1,107.407407407407,107.407407407407,103.606237816764,115.692007797271,118.031189083821
610000,陕西省,2012,43073,44330,45526,32399,38989,112.9,113.5,112.8,121.5,112.7,109.987758109229,110.572281181555,109.890337597175,118.365922145893,109.792917085121
610000,陕西省,2011,38143,39043,40349,26670,34591,114.255331895519,113.831307035191,116.858781278962,130.735294117647,106.614270303591,108.5045886947,108.101906016325,110.977000264921,124.155075135467,101.24811994643
610000,陕西省,2010,33384,34299,34528,20400,32445,112.9,113.6,111.9,124.8,113.2,108.9,109.5,107.9,120.3,109.2
610000,陕西省,2009,29566,30185,30853,16346,28659,116.0,116.4,118.4,122.6,106.7,116.013109481371,116.4,118.41338071202,122.613855365656,106.712058462606
610000,陕西省,2008,25478,25942,26050,13335,26868,121.5,121.8,122.0,120.6,119.0,,114.665285160232,,,
610000,陕西省,2007,20977,21296,21345,11059,22581,126.0,125.9,126.3,124.6,123.3,,120.478468899522,,,
610000,陕西省,2006,16646,16918,16894,8879,18308,114.311220986128,114.34171397675,112.469209772984,114.789915966387,120.431522168136,,112.651934952464,,,
610000,陕西省,2005,,14796,,,,,113.6,,,,,112.586719524281,,,
610000,陕西省,2004,,13024,,,,,113.6,,,,,109.970958373669,,,
610000,陕西省,2003,,11461,,,,,110.7,,,,,109.712586719524,,,
610000,陕西省,2002,,10351,,,,,113.5,,,,,114.6,,,
610000,陕西省,2001,,9120,,,,,116.9,,,,,116.087388282026,,,
610000,陕西省,2000,,7804,,,,,112.6,,,,,111.706349206349,,,
620000,甘肃省,2019,73607,77336,78904,51496,68282,104.119103189759,104.927819385651,104.191205598838,105.695695901151,105.396227580033,101.283174309104,102.069863215614,101.353312839337,102.816824806568,102.525513210149
620000,甘肃省,2018,70695,73704,75730,48721,64786,111.6,112.1,107.3,112.9,121.0,109.304603330069,109.794319294809,105.093046033301,110.577864838394,118.511263467189
620000,甘肃省,2017,63374,65726,70549,43138,53549,110.072079895788,110.372970159029,110.353511653371,111.260703600536,108.717896660238,108.232133624177,108.527994256665,108.508861016097,109.400888496103,106.900586686566
620000,甘肃省,2016,57575,59549,63930,38772,49255,108.751086094216,109.356521100378,110.437396351575,103.48858935006,105.090784953807,106.514286086402,107.107268462662,108.165912195471,101.360028746386,102.92927027797
620000,甘肃省,2015,52942,54454,57888,37465,46869,112.738500851789,112.345780895399,116.676744467287,109.364509443325,105.806262275098,111.072414632304,110.685498419113,114.952457603239,107.748285165838,104.242622931131
620000,甘肃省,2014,46960,48470,49614,34257,44297,109.6,109.9,108.7,104.4,111.2,107.380112082794,107.639569049951,106.480707663392,102.225335470804,108.916744942048
620000,甘肃省,2013,42833,44109,45636,32822,39834,113.7,114.7,118.8,100.7,110.4,110.818713450292,111.793372319688,115.789473684211,98.1481481481482,107.602339181287
620000,甘肃省,2012,37679,38440,38401,32580,36074,117.4,117.5,118.6,117.1,113.2,114.56583422452,114.663420113979,115.736864898024,114.273076556144,110.467226867254
620000,甘肃省,2011,32092,32724,32366,27826,31869,110.296948034094,110.598891442477,108.287329786878,126.00072450643,116.416438356164,104.745439728484,105.032185605391,102.836970357909,119.658807698414,110.556921515826
620000,甘肃省,2010,29096,29588,29889,22084,27375,108.8,108.9,106.4,116.8,118.0,104.3,104.4,102.0,111.9,113.1
620000,甘肃省,2009,26743,27177,28082,18914,23191,113.2,113.2,113.0,120.0,111.5,112.232555372687,112.2,112.034264638813,118.974440324404,110.547084134758
620000,甘肃省,2008,23632,24017,24858,15761,20801,114.4,114.4,113.2,122.6,117.6,,105.947772749066,,,
620000,甘肃省,2007,20657,20987,21968,12858,17681,121.6,121.7,123.2,112.7,115.4,,116.459330143541,,,
620000,甘肃省,2006,16991,17246,17836,11411,15315,115.947864064419,115.44280072294,114.649353988558,125.547364946639,131.730603819026,,113.736749480729,,,
620000,甘肃省,2005,,14939,,,,,109.7,,,,,108.399209486166,,,
620000,甘肃省,2004,,13623,,,,,111.3,,,,,107.163601161665,,,
620000,甘肃省,2003,,12307,,,,,110.4,,,,,109.415262636274,,,
620000,甘肃省,2002,,11147,,,,,112.0,,,,,113.1,,,
620000,甘肃省,2001,,9949,,,,,116.2,,,,,115.392254220457,,,
620000,甘肃省,2000,,8560,,,,,115.3,,,,,114.384920634921,,,
630000,青海省,2019,90929,93506,98234,70954,83909,106.500427505593,107.591936300456,106.012108392778,106.49756097561,111.249734832414,103.599637651355,104.661416634684,103.124619059123,103.596849198064,108.219586412854
630000,青海省,2018,85379,86908,92663,66625,75424,112.8,113.6,109.1,105.8,117.1,110.479921645446,111.26346718903,106.856023506366,103.623898139079,114.691478942214
630000,青海省,2017,75701,76535,84938,62994,64391,113.683941792188,113.467554224548,114.826080491003,114.99452354874,111.443604077606,111.783620247972,111.570849778317,112.906667149462,113.072294541534,109.580731639731
630000,青海省,2016,66589,67451,73971,54780,57779,109.001473236209,109.024051205793,111.432315989274,119.001585818869,104.56412762184,106.759523248001,106.781636832314,109.1403682559,116.553952809862,102.413445271146
630000,青海省,2015,61090,61868,66382,46033,55257,107.017728260108,107.030655317971,109.153991613911,112.5969229264,103.747582658981,105.436185477939,105.448921495538,107.540878437351,110.932928991527,102.214367151706
630000,青海省,2014,57084,57804,60815,40883,53261,111.1,110.9,109.8,119.4,112.6,108.788925072457,108.619000979432,107.497117472263,116.894221494578,110.26087801163
630000,青海省,2013,51393,52105,55410,34255,47311,110.6,111.3,109.2,116.7,127.5,107.797270955166,108.479532163743,106.432748538012,113.74269005848,124.269005847953
630000,青海省,2012,46483,46827,50729,29341,37114,112.4,110.2,108.1,123.6,122.4,109.092600319151,106.957335900093,104.919128954628,119.963037361629,118.798347678506
630000,青海省,2011,41370,42493,46936,23745,30327,114.531712854018,114.283793233285,113.325446072869,117.033860712701,130.883431876052,108.767058740758,108.531617505494,107.62150624204,111.14326753343,124.295756767381
630000,青海省,2010,36121,37182,41417,20289,23171,111.2,110.8,110.7,113.9,116.9,105.8,105.4,105.3,108.3,111.2
630000,青海省,2009,32481,33561,37405,17807,19821,107.9,108.3,109.0,119.2,100.9,104.599873976055,105.0,105.666230429936,115.554263002278,97.8139692695458
630000,青海省,2008,30101,30983,34314,14936,19639,118.9,118.4,119.6,115.5,116.2,,108.72592590824,,,
630000,青海省,2007,25318,26166,28681,12931,16898,115.2,115.4,118.5,120.0,103.5,,110.430622009569,,,
630000,青海省,2006,21981,22679,24195,10780,16334,118.457641733132,118.837769859568,117.377383204774,112.60837772903,122.297094938604,,117.081546659673,,,
630000,青海省,2005,,19084,,,,,110.8,,,,,111.133400200602,,,
630000,青海省,2004,,17229,,,,,112.2,,,,,108.615682478219,,,
630000,青海省,2003,,15356,,,,,106.1,,,,,105.153617443013,,,
630000,青海省,2002,,14472,,,,,112.1,,,,,113.2,,,
630000,青海省,2001,,12906,,,,,128.4,,,,,127.507447864945,,,
630000,青海省,2000,,10050,,,,,110.7,,,,,109.821428571429,,,
640000,宁夏回族自治区,2019,83947,88153,85660,65241,82654,107.09711165544,107.575813045335,103.431621145162,98.4101365110491,112.19035467539,104.180069703735,104.645732534373,100.614417456383,95.7297047772851,109.134586260107
640000,宁夏回族自治区,2018,78384,81945,82818,66295,73673,111.5,112.6,108.9,103.0,113.8,109.20666013712,110.284035259549,106.66013712047,100.881488736533,111.459353574927
640000,宁夏回族自治区,2017,70298,72779,76043,64359,64750,107.21061461034,107.296181630547,109.214816091459,122.174342230153,104.827742520399,105.418500108496,105.502636804864,107.389199696616,120.132096588154,103.075459705407
640000,宁夏回族自治区,2016,65570,67830,69627,52678,61768,108.595561444187,108.55926506834,109.340598941566,106.735016412044,107.271495805908,106.361960278342,106.326410448913,107.091673791936,104.539683067624,105.065128115483
640000,宁夏回族自治区,2015,60380,62482,63679,49354,57581,110.065988552262,109.98222175283,118.092465181833,110.475892017728,102.707668159035,108.439397588436,108.356868722,116.347256336782,108.84324336722,101.18982084634
640000,宁夏回族自治区,2014,54858,56811,53923,44674,56063,108.7,108.9,108.0,91.8,109.6,106.445987771343,106.66013712047,105.809808737826,89.9386269632678,107.348619308494
640000,宁夏回族自治区,2013,50476,52185,49914,48650,51151,106.4,106.6,106.5,109.7,105.7,103.703703703704,103.898635477583,103.801169590643,106.92007797271,103.021442495127
640000,宁夏回族自治区,2012,47436,48961,46880,44330,48400,111.1,109.8,113.7,119.3,106.6,108.752077097253,107.47955054256,111.29713020664,116.778783057626,104.347177484853
640000,宁夏回族自治区,2011,42703,44574,41217,37143,45402,114.898025076683,113.871857755978,116.662892725729,97.4191517822016,113.086579655275,109.11493359609,108.140415722676,110.790971249505,92.5158136583111,107.394662540622
640000,宁夏回族自治区,2010,37166,39144,35330,38127,40148,112.9,114.9,108.6,113.5,119.9,108.8,110.8,104.7,109.4,115.6
640000,宁夏回族自治区,2009,32916,34082,32543,33600,33492,109.5,110.9,107.3,111.1,113.2,109.123958837845,110.5,106.931514002747,110.718464172462,112.811252424146
640000,宁夏回族自治区,2008,30050,30719,30321,30244,29594,116.8,117.2,115.9,126.7,117.8,,108.623551458137,,,
640000,宁夏回族自治区,2007,25723,26210,26157,23877,25116,123.1,123.4,124.6,129.0,120.3,,118.086124401914,,,
640000,宁夏回族自治区,2006,20900,21239,20998,18504,20881,123.136746597537,123.403637208762,120.698971086969,140.682733977039,126.689722121102,,121.579938136711,,,
