省份编码,省份,年份,地级区划数(个),地级市数(个),县级区划数(个),市辖区数(个),县级市数(个),县数(个),自治县数(个),乡镇级区划数(个),镇数(个),乡数(个),街道办事处(个)
460000,海南省,2002,2,2,20,4,6,4,6,218,181,20,17
460000,海南省,2001,2,2,17,3,7,4,6,315,200,90,18
460000,海南省,2000,2,2,17,3,7,4,6,309,205,103,19
500000,重庆市,2019,,,38,26,,8,4,1029,629,172,228
500000,重庆市,2018,0,0,38,26,0,8,4,1030,627,177,226
500000,重庆市,2017,,,38,26,,8,4,1030,626,182,222
500000,重庆市,2016,,,38,26,,8,4,1028,622,190,216
500000,重庆市,2015,,,38,23,,11,4,1025,617,195,213
500000,重庆市,2014,,,38,21,,13,4,1023,610,207,206
500000,重庆市,2013,,,38,19,,15,4,1016,611,213,192
500000,重庆市,2012,,,38,19,,15,4,1012,604,220,188
500000,重庆市,2011,,,38,19,,15,4,1012,598,225,189
500000,重庆市,2010,,,40,19,,17,4,1014,587,252,175
500000,重庆市,2009,,,40,19,,17,4,1009,578,267,164
500000,重庆市,2008,,,40,19,,17,4,1007,580,291,136
500000,重庆市,2007,,,40,19,,17,4,1026,589,300,129
500000,重庆市,2006,,,40,19,,17,4,1022,595,298,121
500000,重庆市,2005,,,40,15,4,17,4,1081,608,353,112
500000,重庆市,2004,,,40,15,4,17,4,1150,626,410,106
500000,重庆市,2003,,,40,15,4,17,4,1259,648,497,106
500000,重庆市,2002,,,40,15,4,17,4,1347,683,555,101
500000,重庆市,2001,,,25,15,4,17,4,1446,680,664,98
500000,重庆市,2000,,,26,14,4,18,4,1472,675,822,87
510000,四川省,2019,21,18,183,54,18,107,4,3440,1926,1065,449
510000,四川省,2018,21,18,183,54,17,108,4,4612,2232,2027,353
510000,四川省,2017,21,18,183,53,17,109,4,4610,2196,2064,350
510000,四川省,2016,21,18,183,52,16,111,4,4633,2105,2182,346
510000,四川省,2015,21,18,183,50,16,113,4,4635,2032,2271,332
510000,四川省,2014,21,18,183,49,14,116,4,4648,1937,2382,329
510000,四川省,2013,21,18,183,48,14,117,4,4657,1853,2502,302
510000,四川省,2012,21,18,181,45,14,118,4,4660,1831,2549,280
510000,四川省,2011,21,18,181,44,14,119,4,4672,1816,2579,277
510000,四川省,2010,21,18,181,43,14,120,4,4668,1821,2585,262
510000,四川省,2009,21,18,181,43,14,120,4,4660,1821,2586,253
510000,四川省,2008,21,18,181,43,14,120,4,4657,1821,2588,248
510000,四川省,2007,21,18,181,43,14,120,4,4657,1821,2490,248
510000,四川省,2006,21,18,181,43,14,120,4,4660,1821,2496,249
510000,四川省,2005,21,18,181,43,14,120,4,4782,1865,2586,238
510000,四川省,2004,21,18,181,43,14,120,4,5018,1882,2816,218
510000,四川省,2003,21,18,181,43,14,120,4,5144,1934,2897,202
510000,四川省,2002,21,18,180,42,14,121,3,5280,1937,3001,234
510000,四川省,2001,21,18,139,41,14,122,3,5250,1888,3058,197
510000,四川省,2000,21,18,140,40,14,123,3,5062,1790,3274,205
520000,贵州省,2019,9,6,88,15,9,52,11,1440,837,315,288
520000,贵州省,2018,9,6,88,15,9,52,11,1381,837,317,227
520000,贵州省,2017,9,6,88,15,8,53,11,1379,839,317,223
520000,贵州省,2016,9,6,88,15,7,54,11,1379,832,326,221
520000,贵州省,2015,9,6,88,14,7,55,11,1370,796,401,173
520000,贵州省,2014,9,6,88,14,7,55,11,1396,762,500,134
520000,贵州省,2013,9,6,88,13,7,56,11,1507,782,606,119
520000,贵州省,2012,9,6,88,13,7,56,11,1518,729,710,79
520000,贵州省,2011,9,6,88,13,7,56,11,1558,694,751,113
520000,贵州省,2010,9,4,88,10,9,56,11,1560,689,757,114
520000,贵州省,2009,9,4,88,10,9,56,11,1555,689,757,109
520000,贵州省,2008,9,4,88,10,9,56,11,1553,691,758,104
520000,贵州省,2007,9,4,88,10,9,56,11,1543,691,506,94
520000,贵州省,2006,9,4,88,10,9,56,11,1543,691,506,94
520000,贵州省,2005,9,4,88,10,9,56,11,1543,691,508,92
520000,贵州省,2004,9,4,88,10,9,56,11,1540,692,507,88
520000,贵州省,2003,9,4,88,10,9,56,11,1539,693,507,86
520000,贵州省,2002,9,4,87,9,9,56,11,1539,697,508,82
520000,贵州省,2001,9,4,78,9,9,56,11,1537,696,511,77
520000,贵州省,2000,9,4,78,9,9,56,11,1463,692,771,75
530000,云南省,2019,16,8,129,17,17,66,29,1407,679,540,188
530000,云南省,2018,16,8,129,17,16,67,29,1400,682,543,175
530000,云南省,2017,16,8,129,16,15,69,29,1398,682,543,173
530000,云南省,2016,16,8,129,16,15,69,29,1389,681,545,163
530000,云南省,2015,16,8,129,14,14,72,29,1389,681,545,163
530000,云南省,2014,16,8,129,13,13,74,29,1389,665,561,163
530000,云南省,2013,16,8,129,13,12,75,29,1388,652,574,162
530000,云南省,2012,16,8,129,13,11,76,29,1365,659,584,122
530000,云南省,2011,16,8,129,13,11,76,29,1362,577,667,118
530000,云南省,2010,16,8,129,12,11,77,29,1366,597,689,80
530000,云南省,2009,16,8,129,12,9,79,29,1366,597,689,80
530000,云南省,2008,16,8,129,12,9,79,29,1373,580,725,68
530000,云南省,2007,16,8,129,12,9,79,29,1370,580,575,65
530000,云南省,2006,16,8,129,12,9,79,29,1368,583,579,56
530000,云南省,2005,16,8,129,12,9,79,29,1455,567,677,56
530000,云南省,2004,16,8,129,12,9,79,29,1559,577,758,52
530000,云南省,2003,16,8,129,12,9,79,29,1574,580,762,57
530000,云南省,2002,16,6,129,10,10,80,29,1582,597,767,43
530000,云南省,2001,16,5,119,9,10,80,29,1585,540,823,39
530000,云南省,2000,16,4,120,8,11,80,29,1564,496,1098,55
540000,西藏自治区,2019,7,6,74,8,,66,,697,142,534,21
540000,西藏自治区,2018,7,6,74,8,0,66,0,697,138,539,20
540000,西藏自治区,2017,7,6,74,8,,66,,697,140,545,12
540000,西藏自治区,2016,7,5,74,6,,68,,697,140,545,12
540000,西藏自治区,2015,7,4,74,5,,69,,694,140,544,10
540000,西藏自治区,2014,7,3,74,3,,71,,694,140,544,10
540000,西藏自治区,2013,7,1,74,1,1,72,,694,140,544,10
540000,西藏自治区,2012,7,1,74,1,1,72,,693,140,543,10
540000,西藏自治区,2011,7,1,73,1,1,71,,692,140,542,10
540000,西藏自治区,2010,7,1,73,1,1,71,,692,140,542,10
540000,西藏自治区,2009,7,1,73,1,1,71,,692,140,542,10
540000,西藏自治区,2008,7,1,73,1,1,71,,692,140,542,10
540000,西藏自治区,2007,7,1,73,1,1,71,,691,140,534,9
540000,西藏自治区,2006,7,1,73,1,1,71,,691,140,534,9
540000,西藏自治区,2005,7,1,73,1,1,71,,692,140,535,9
540000,西藏自治区,2004,7,1,73,1,1,71,,692,140,535,9
540000,西藏自治区,2003,7,1,73,1,1,71,,692,140,535,9
540000,西藏自治区,2002,7,1,73,1,1,71,,689,140,533,8
540000,西藏自治区,2001,7,1,72,1,1,71,,693,136,541,8
540000,西藏自治区,2000,7,1,72,1,1,71,,720,112,606,8
610000,陕西省,2019,10,10,107,30,6,71,,1312,975,21,316
610000,陕西省,2018,10,10,107,30,5,72,0,1311,975,21,315
610000,陕西省,2017,10,10,107,30,4,73,,1295,983,23,289
610000,陕西省,2016,10,10,107,29,3,75,,1295,988,23,284
610000,陕西省,2015,10,10,107,27,3,77,,1291,989,23,279
610000,陕西省,2014,10,10,107,25,3,79,,1420,1142,74,204
610000,陕西省,2013,10,10,107,24,3,80,,1420,1142,74,204
610000,陕西省,2012,10,10,107,24,3,80,,1418,1136,80,202
610000,陕西省,2011,10,10,107,24,3,80,,1418,1137,82,199
610000,陕西省,2010,10,10,107,24,3,80,,1745,922,648,175
610000,陕西省,2009,10,10,107,24,3,80,,1745,921,649,175
610000,陕西省,2008,10,10,107,24,3,80,,1745,907,672,166
610000,陕西省,2007,10,10,107,24,3,80,,1745,907,674,164
610000,陕西省,2006,10,10,107,24,3,80,,1745,908,678,159
610000,陕西省,2005,10,10,107,24,3,80,,1745,917,680,148
610000,陕西省,2004,10,10,107,24,3,80,,1747,903,682,167
610000,陕西省,2003,10,10,107,24,3,80,,1744,919,680,142
610000,陕西省,2002,10,10,107,23,3,81,,1742,930,681,128
610000,陕西省,2001,10,10,86,21,3,83,,1739,930,681,125
610000,陕西省,2000,10,9,87,20,4,83,,1933,919,1100,116
620000,甘肃省,2019,14,12,86,17,5,57,7,1357,892,337,128
620000,甘肃省,2018,14,12,86,17,5,57,7,1355,886,343,126
620000,甘肃省,2017,14,12,86,17,4,58,7,1355,816,413,126
620000,甘肃省,2016,14,12,86,17,4,58,7,1352,741,487,124
620000,甘肃省,2015,14,12,86,17,4,58,7,1351,628,600,123
620000,甘肃省,2014,14,12,86,17,4,58,7,1351,526,702,123
620000,甘肃省,2013,14,12,86,17,4,58,7,1347,478,750,119
620000,甘肃省,2012,14,12,86,17,4,58,7,1345,470,758,117
620000,甘肃省,2011,14,12,86,17,4,58,7,1353,468,759,126
620000,甘肃省,2010,14,12,86,17,4,58,7,1351,466,761,124
620000,甘肃省,2009,14,12,86,17,4,58,7,1350,464,762,124
620000,甘肃省,2008,14,12,86,17,4,58,7,1347,462,763,122
620000,甘肃省,2007,14,12,86,17,4,58,7,1343,462,728,121
620000,甘肃省,2006,14,12,86,17,4,58,7,1342,460,730,122
620000,甘肃省,2005,14,12,86,17,4,58,7,1348,457,740,121
620000,甘肃省,2004,14,12,86,17,4,58,7,1350,456,769,109
620000,甘肃省,2003,14,11,86,16,4,59,7,1569,463,963,101
620000,甘肃省,2002,14,10,86,15,4,60,7,1651,460,1039,107
620000,甘肃省,2001,14,6,75,11,8,60,7,1660,328,1176,108
620000,甘肃省,2000,14,5,76,10,9,60,7,1534,267,1287,109
630000,青海省,2019,8,2,44,7,4,26,7,403,144,222,37
630000,青海省,2018,8,2,44,6,4,27,7,403,143,223,37
630000,青海省,2017,8,2,43,6,3,27,7,400,143,223,34
630000,青海省,2016,8,2,43,6,3,27,7,399,140,225,34
630000,青海省,2015,8,2,43,6,3,27,7,399,140,225,34
630000,青海省,2014,8,2,43,5,3,28,7,399,140,225,34
630000,青海省,2013,8,2,43,5,3,28,7,395,137,228,30
630000,青海省,2012,8,1,43,4,2,30,7,396,138,228,30
630000,青海省,2011,8,1,43,4,2,30,7,396,137,229,30
630000,青海省,2010,8,1,43,4,2,30,7,396,137,229,30
630000,青海省,2009,8,1,43,4,2,30,7,396,137,229,30
630000,青海省,2008,8,1,43,4,2,30,7,398,137,229,32
630000,青海省,2007,8,1,43,4,2,30,7,396,137,201,30
630000,青海省,2006,8,1,43,4,2,30,7,396,135,202,30
630000,青海省,2005,8,1,43,4,2,30,7,422,123,239,30
630000,青海省,2004,8,1,43,4,2,30,7,429,116,253,31
630000,青海省,2003,8,1,43,4,2,30,7,429,115,253,31
630000,青海省,2002,8,1,43,4,2,30,7,424,115,253,26
630000,青海省,2001,8,1,39,4,2,30,7,425,114,255,26
630000,青海省,2000,8,1,39,4,2,30,7,430,49,391,28
640000,宁夏回族自治区,2019,5,5,22,9,2,11,,240,103,90,47
640000,宁夏回族自治区,2018,5,5,22,9,2,11,0,240,103,90,47
640000,宁夏回族自治区,2017,5,5,22,9,2,11,,240,103,90,47
640000,宁夏回族自治区,2016,5,5,22,9,2,11,,237,102,90,45
640000,宁夏回族自治区,2015,5,5,22,9,2,11,,236,102,90,44
640000,宁夏回族自治区,2014,5,5,22,9,2,11,,237,102,91,44
640000,宁夏回族自治区,2013,5,5,22,9,2,11,,237,101,92,44
640000,宁夏回族自治区,2012,5,5,22,9,2,11,,237,101,92,44
640000,宁夏回族自治区,2011,5,5,22,9,2,11,,237,101,92,44
640000,宁夏回族自治区,2010,5,5,22,9,2,11,,235,99,93,43
640000,宁夏回族自治区,2009,5,5,22,9,2,11,,233,99,93,41
640000,宁夏回族自治区,2008,5,5,21,8,2,11,,232,98,93,41
640000,宁夏回族自治区,2007,5,5,21,8,2,11,,231,98,93,40
640000,宁夏回族自治区,2006,5,5,21,8,2,11,,229,94,93,42
640000,宁夏回族自治区,2005,5,5,21,8,2,11,,229,94,93,42
640000,宁夏回族自治区,2004,5,5,21,8,2,11,,226,93,90,39
640000,宁夏回族自治区,2003,5,5,21,8,2,11,,227,92,96,39
640000,宁夏回族自治区,2002,4,4,23,7,2,14,,343,78,234,31
640000,宁夏回族自治区,2001,4,4,16,8,2,14,,344,79,234,31
640000,宁夏回族自治区,2000,4,3,17,7,2,15,,309,72,232,37
650000,新疆维吾尔自治区,2019,14,4,106,13,26,61,6,1103,413,489,200
650000,新疆维吾尔自治区,2018,14,4,105,13,24,62,6,1076,386,489,200
650000,新疆维吾尔自治区,2017,14,4,105,13,24,62,6,1066,349,523,193
650000,新疆维吾尔自治区,2016,14,4,105,13,24,62,6,1057,349,523,184
650000,新疆维吾尔自治区,2015,14,3,104,12,24,62,6,1047,320,548,178
650000,新疆维吾尔自治区,2014,14,2,103,11,24,62,6,1038,305,562,170
650000,新疆维吾尔自治区,2013,14,2,101,11,22,62,6,1035,276,589,169
650000,新疆维吾尔自治区,2012,14,2,101,11,22,62,6,1026,262,601,162
650000,新疆维吾尔自治区,2011,14,2,99,11,20,62,6,1020,242,615,162
650000,新疆维吾尔自治区,2010,14,2,98,11,19,62,6,1021,237,621,162
650000,新疆维吾尔自治区,2009,14,2,98,11,19,62,6,1005,234,620,150
650000,新疆维吾尔自治区,2008,14,2,98,11,19,62,6,1002,229,625,146
650000,新疆维吾尔自治区,2007,14,2,98,11,19,62,6,1009,229,581,147
650000,新疆维吾尔自治区,2006,14,2,99,11,20,62,6,1009,229,581,147
650000,新疆维吾尔自治区,2005,14,2,99,11,20,62,6,1009,229,582,145
650000,新疆维吾尔自治区,2004,14,2,99,11,20,62,6,1004,229,585,136
650000,新疆维吾尔自治区,2003,14,2,99,11,20,62,6,1005,229,585,137
650000,新疆维吾尔自治区,2002,14,2,99,11,20,62,6,1009,229,588,138
650000,新疆维吾尔自治区,2001,14,2,85,11,17,62,6,993,218,596,125
650000,新疆维吾尔自治区,2000,15,2,85,11,17,62,6,794,198,662,132
