省份编码,省份,年份,医疗卫生机构床位数(万张),城市医疗卫生机构床位数(万张),农村卫生机构床位数(万张),每万人医疗机构床位数(张),城市每万人医疗机构床位数(张),农村每万人医疗机构床位数(张),医院、卫生院床位数(万张),每万人医院和卫生院床位数(张),每万农业人口乡镇卫生院床位数(张)
410000,河南省,2000,19.8635,,,,,,18.3418,,
420000,湖北省,2019,40.33,18.3782,21.9518,68.0445419267758,89.8841321663942,52.7910801056819,,,19.3709340984911
420000,湖北省,2018,39.3514,18.2653,21.0861,66.5056616528646,91.3,50.5,,,18.6
420000,湖北省,2017,37.6185,17.6818,19.9367,63.738563199,90.487653342,47.547872294,,,
420000,湖北省,2016,36.0558,16.962,19.0938,61.26728972,88.054061311,45.185635891,,,
420000,湖北省,2015,34.3147,15.9634,18.3513,58.6425702811245,86.389715276093,42.8390826857581,,,
420000,湖北省,2014,31.75,14.6307,17.1193,54.5907840440165,79.7404259929797,40.2518173897877,,,16.5283854414419
420000,湖北省,2013,28.8169,13.3439,15.473,49.692878082428,72.3075347465126,35.7744694029793,,,15.3347384081329
420000,湖北省,2012,25.2991,12.9435,12.3556,43.7776431908635,70.3080975960155,28.5718150823877,23.0864,39.9487800657553,13.8126074151154
420000,湖北省,2011,22.398,11.744,10.654,36.3364311609086,60.4940360009569,25.2302240180555,20.3802,33.0629401886574,12.5030197194524
420000,湖北省,2010,20.0394,,,32.6,,,18.3143,29.8,11.8
420000,湖北省,2009,18.7156,,,,,,17.1813,27.9977540916811,11.507895195319
420000,湖北省,2008,,,,27.4388381942317,,,15.392,25.1882293204997,10.2726970840787
420000,湖北省,2007,15.0633,,,,,,13.8324,,
420000,湖北省,2006,14.2152,,,,,,13.1752,,
420000,湖北省,2005,13.9147,,,,,,12.8651,,
420000,湖北省,2004,13.7515,,,,,,12.8422,21.4,
420000,湖北省,2003,13.6002,,,,,,12.7999,21.3,
420000,湖北省,2002,13.1889,,,,,,12.3,20.6,
420000,湖北省,2001,14.067,,,,,,12.9189,21.7,
420000,湖北省,2000,14.3229,,,,,,12.9936,,
430000,湖南省,2019,50.633,18.4472,32.1858,73.1862083320084,126.621149108748,54.3505623191394,,,17.8101952034737
430000,湖南省,2018,48.2439,17.285,30.9589,69.9288302652558,121.0,52.4,,,17.2
430000,湖南省,2017,45.2335,16.326,28.9075,65.936604885,118.788366907,48.109293177,,,
430000,湖南省,2016,42.5757,15.6329,26.9428,62.40941073,114.052032806,45.261752474,,,
430000,湖南省,2015,39.695,14.3244,25.3706,58.5210444299966,106.845132737422,42.9414157197747,,,
430000,湖南省,2014,35.5485,13.4191,22.1294,52.7660679827817,101.766680370446,37.6875941065836,,,14.8870379265617
430000,湖南省,2013,31.409,11.8137,19.5953,46.9449675664365,86.8875400000633,33.8572080849257,,,13.918121288465
430000,湖南省,2012,28.7013,10.6908,18.0105,43.2318159703446,79.0127354711885,31.1677386415566,26.6803,40.187650720824,14.0543742227618
430000,湖南省,2011,25.7687,9.8475,15.9212,36.1164830335138,72.7674685706976,27.537691536413,23.836,33.4076802317088,12.6020167016423
430000,湖南省,2010,23.351,,,33.0,,,21.6113,30.6,11.9
430000,湖南省,2009,21.2043,,,,,,19.7288,28.1415697492218,10.9835927660938
430000,湖南省,2008,,,,27.0298875841932,,,17.4749,25.1605790459281,9.60543042823827
430000,湖南省,2007,17.2394,,,,,,16.1697,,
430000,湖南省,2006,15.9377,,,,,,14.9732,,
430000,湖南省,2005,15.1297,,,,,,14.1566,,
430000,湖南省,2004,14.7164,,,,,,13.7302,20.7,
430000,湖南省,2003,14.3631,,,,,,13.3772,20.3,
430000,湖南省,2002,13.9763,,,,,,12.8,19.4,
430000,湖南省,2001,14.6165,,,,,,13.4259,20.5,
430000,湖南省,2000,14.3436,,,,,,13.2056,,
440000,广东省,2019,54.5196,37.5164,17.0032,47.321933859908,72.6445754711346,35.8348867882396,,,12.9600929716524
440000,广东省,2018,51.6929,35.5018,16.1911,45.5604618367707,73.8,33.5,,,12.5
440000,广东省,2017,49.2064,33.8351,15.3713,44.056227057,74.784211237,31.022829098,,,
440000,广东省,2016,46.5142,32.0355,14.4787,42.289480862,76.679339285,28.507757405,,,
440000,广东省,2015,43.5666,30.0527,13.5139,40.1572495160844,76.2068978720762,26.7222223024163,,,
440000,广东省,2014,40.5751,27.1669,13.4082,37.8357888847445,74.8721894473176,25.6548509675913,,,12.8199699274377
440000,广东省,2013,37.8367,25.3548,12.4819,35.5474445697106,77.0761922789991,22.8192955454082,,,12.5967463643086
440000,广东省,2012,35.5274,23.5489,11.9785,33.5353973947517,68.9091684112523,22.9538849294547,32.4744,30.6535774966962,12.2485344176556
440000,广东省,2011,32.5038,21.1456,11.3582,37.6323620020239,62.4209815452564,21.6362541495426,29.807,34.5100515691804,12.1918965942442
440000,广东省,2010,30.0083,,,35.2,,,27.7126,32.5,11.9
440000,广东省,2009,27.1982,,,,,,25.0374,29.8842535714974,10.8883435028673
440000,广东省,2008,,,,30.3005102703328,,,23.1583,28.0126431451653,10.4859648376289
440000,广东省,2007,23.4179,,,,,,21.6951,,
440000,广东省,2006,22.0315,,,,,,20.4091,,
440000,广东省,2005,20.8936,,,,,,19.2839,,
440000,广东省,2004,19.8645,,,,,,18.3107,23.5,
440000,广东省,2003,18.6865,,,,,,17.2549,22.3,
440000,广东省,2002,17.9553,,,,,,16.4,21.5,
440000,广东省,2001,17.2735,,,,,,16.2197,21.4,
440000,广东省,2000,16.8143,,,,,,15.7164,,
450000,广西壮族自治区,2019,27.7357,11.9615,15.7742,55.91875,66.117086697426,39.8644900517086,,,17.672679370846
450000,广西壮族自治区,2018,25.594,11.0629,14.5311,51.9569630531872,63.8,36.6,,,16.5
450000,广西壮族自治区,2017,24.114,10.3218,13.7922,49.363357216,63.526707403,34.10982129,,,
450000,广西壮族自治区,2016,22.4471,9.187,13.2601,46.397478297,58.574576492,32.859709379,,,
450000,广西壮族自治区,2015,21.4485,8.6747,12.7738,44.7216430358632,58.4693469492875,31.5953749919458,,,
450000,广西壮族自治区,2014,20.16,7.7446,12.4154,42.406394615061,53.0251539811555,31.0578490399519,,,14.4224572391046
450000,广西壮族自治区,2013,18.7216,7.1404,11.5812,39.6728120364484,50.6129422660597,28.8724437165974,,,12.7119963369963
450000,广西壮族自治区,2012,16.8691,6.5927,10.2764,36.0296881674498,47.4070445629958,25.7714410432142,15.6681,33.464545066211,11.3766949357852
450000,广西壮族自治区,2011,15.2039,6.0781,9.1258,28.319859983784,44.0676002396345,22.875302554189,14.1278,26.3154399778283,10.4991874003478
450000,广西壮族自治区,2010,14.3695,,,27.0,,,13.3887,25.1,10.5
450000,广西壮族自治区,2009,13.1569,,,,,,12.2315,23.4364398730533,9.4349245928581
450000,广西壮族自治区,2008,,,,23.0274462685625,,,10.973,21.3475409035556,8.06014216596565
450000,广西壮族自治区,2007,10.5223,,,,,,9.8267,,
450000,广西壮族自治区,2006,9.6765,,,,,,9.0183,,
450000,广西壮族自治区,2005,9.3532,,,,,,8.7112,,
450000,广西壮族自治区,2004,9.1795,,,,,,8.5433,17.5,
450000,广西壮族自治区,2003,8.8081,,,,,,8.2206,17.0,
450000,广西壮族自治区,2002,8.7727,,,,,,8.2,17.1,
450000,广西壮族自治区,2001,8.8291,,,,,,8.561,18.0,
450000,广西壮族自治区,2000,8.5422,,,,,,8.2975,,
460000,海南省,2019,4.9764,2.6704,2.306,52.675925141841,104.429841042446,34.4909300169461,,,8.54046879430885
460000,海南省,2018,4.48,2.3714,2.1086,47.96573875803,94.7,31.4,,,9.0
460000,海南省,2017,4.1954,2.155,2.0404,45.306695464,88.850967119,30.667341365,,,
460000,海南省,2016,4.0324,2.1439,1.8885,43.973827699,90.480340499,28.147664571,,,
460000,海南省,2015,3.8698,2.0025,1.8673,42.486989745504,86.3141715154182,28.1755512022328,,,
460000,海南省,2014,3.4466,1.4139,2.0327,38.1683277962348,61.3502788944887,29.7227465941011,,,9.55325158867878
460000,海南省,2013,3.21,1.3671,1.8429,35.8547046733983,61.8805887052423,26.7868005275091,,,9.3787610619469
460000,海南省,2012,3.0289,1.2777,1.7512,34.1650217133833,58.3868290792639,25.6361871939398,2.8373,32.0038350910834,9.66726794818202
460000,海南省,2011,2.8465,1.176,1.6705,31.3552415025533,53.3254735696553,24.3055990031576,2.6953,29.6897180473676,9.85598441273217
460000,海南省,2010,2.5981,,,29.0,,,2.4336,27.2,9.9
460000,海南省,2009,2.3526,,,,,,2.2066,25.0694790170074,10.3708840728047
460000,海南省,2008,,,,25.3132440224941,,,2.0672,23.9058604976471,10.2347634253877
460000,海南省,2007,2.0767,,,,,,1.9607,,
460000,海南省,2006,1.9927,,,,,,1.863,,
460000,海南省,2005,1.8651,,,,,,1.748,,
460000,海南省,2004,1.8144,,,,,,1.7253,21.4,
460000,海南省,2003,1.7847,,,,,,1.7028,21.5,
460000,海南省,2002,1.901,,,,,,1.74,22.2,
460000,海南省,2001,1.9924,,,,,,1.9288,25.1,
460000,海南省,2000,2.055,,,,,,1.9897,,
500000,重庆市,2019,23.1806,15.4917,7.6889,74.1940646284632,87.8453114510076,46.3885515123579,,,26.6708982651199
500000,重庆市,2018,22.0104,12.9265,9.0839,70.9555125725339,74.7,54.1,,,25.0
500000,重庆市,2017,20.6376,12.0757,8.5619,67.114146341,76.934911815,46.530785397,,,
500000,重庆市,2016,19.085,11.1387,7.9463,62.614829396,68.700839475,44.923027417,17.741,,
500000,重庆市,2015,17.6549,10.2485,7.4064,58.526793853906,63.6867985348277,41.9322320913718,,,
500000,重庆市,2014,16.0579,9.1619,6.896,53.687395519893,57.1497792798039,38.9819691434198,,,19.2159775329173
500000,重庆市,2013,14.7436,8.189,6.5546,49.6417508417508,45.8255390558495,41.7111087311101,,,18.2606752730884
500000,重庆市,2012,13.0813,7.2699,5.8114,44.418675721562,40.8623111715105,37.1496096746753,12.1319,41.1949066213922,16.8406895619155
500000,重庆市,2011,11.5627,5.9659,5.5968,34.7247624041463,37.811008841371,31.9453312915445,10.7142,32.1765720247437,15.4168326493021
500000,重庆市,2010,10.3624,,,31.4,,,9.6327,29.2,14.0
500000,重庆市,2009,9.2709,,,,,,8.698,26.5282318732162,11.7920367421155
500000,重庆市,2008,,,,25.1608281980579,,,7.7918,23.9228970291187,10.1095103322439
500000,重庆市,2007,7.4635,,,,,,7.0965,,
500000,重庆市,2006,6.825,,,,,,6.47,,
500000,重庆市,2005,6.4174,,,,,,6.1234,,
500000,重庆市,2004,6.3288,,,,,,6.0565,19.3,
500000,重庆市,2003,6.2696,,,,,,5.9794,19.1,
500000,重庆市,2002,6.1744,,,,,,5.8,18.7,
500000,重庆市,2001,6.4981,,,,,,5.7826,18.7,
500000,重庆市,2000,6.5666,,,,,,5.8581,,
510000,四川省,2019,63.1763,27.1956,35.9807,75.4343880597015,86.0156657123468,60.259245902501,,,22.7274093199935
510000,四川省,2018,59.8898,25.5095,34.3803,71.8017024337609,84.3,56.4,,,21.6
510000,四川省,2017,56.3475,23.8257,32.5218,67.87219947,79.479013465,52.969962247,,,
510000,四川省,2016,51.9205,21.7579,30.1626,62.842532075,76.181805539,48.133441975,,,
510000,四川省,2015,48.8755,19.8201,29.0554,59.5752072159922,77.9023510354986,44.2593564103361,,,
510000,四川省,2014,45.9596,18.4076,27.552,56.4614250614251,72.630779674114,41.5830054941274,,,18.1036029653207
510000,四川省,2013,42.6635,16.8428,25.8207,52.6281704144406,68.1916243431321,38.7538917375596,,,17.5981538461538
510000,四川省,2012,39.0147,15.0177,23.997,48.3051435080855,61.7193358031698,36.0092031222021,36.8883,45.6753175998613,16.9071250385555
510000,四川省,2011,33.4663,12.7144,20.7519,36.9450748481563,52.6075893556108,31.2455432125295,31.4146,34.6801035168181,15.5535119285942
510000,四川省,2010,30.1227,,,33.5,,,28.2773,31.4,14.7
510000,四川省,2009,27.5085,,,,,,25.9204,28.7991520025007,13.670320525593
510000,四川省,2008,,,,27.3632490906384,,,22.9984,25.8183087265488,12.0053444657128
510000,四川省,2007,21.4512,,,,,,20.2976,,
510000,四川省,2006,20.0344,,,,,,19.0384,,
510000,四川省,2005,19.3171,,,,,,18.4347,,
510000,四川省,2004,18.935,,,,,,18.094,21.1,
510000,四川省,2003,18.5423,,,,,,17.6616,20.7,
510000,四川省,2002,18.7026,,,,,,17.5,20.6,
510000,四川省,2001,18.9829,,,,,,17.0432,20.2,
510000,四川省,2000,19.1025,,,,,,17.0801,,
520000,贵州省,2019,26.4986,8.3257,18.1729,73.1409486744228,81.6141821872913,49.104860484549,,,11.9002864738155
520000,贵州省,2018,24.5639,7.6734,16.8905,68.2330555555555,86.0,45.5,,,11.4
520000,贵州省,2017,23.299,7.3177,15.9813,65.081005587,144.132608739,39.581592848,22.11,,
520000,贵州省,2016,21.0279,6.5994,14.4285,59.15021097,118.840294196,36.879482294,,,
520000,贵州省,2015,19.6422,5.9884,13.6538,55.6515087122822,111.644583781631,35.5619977061212,,,
520000,贵州省,2014,18.2189,5.2643,12.9546,51.9352907639681,100.62483621202,34.4199168210585,,,10.5556251330618
520000,贵州省,2013,16.6724,5.0592,11.6132,47.6052332520516,69.6235194061523,32.6259333579941,,,10.2123325892857
520000,贵州省,2012,13.9211,4.2816,9.6395,39.9564302669005,69.5739667008232,27.3938555236778,13.0071,37.3330616204611,9.33435657946124
520000,贵州省,2011,11.7534,3.4774,8.276,27.7304935958967,62.4330430120828,22.4802232571926,10.8029,25.4879225813052,8.31863846126055
520000,贵州省,2010,10.5277,,,25.1,,,9.749,23.3,8.0
520000,贵州省,2009,9.7527,,,,,,9.1164,22.2978474275831,7.5443302756622
520000,贵州省,2008,,,,20.5865977663976,,,7.8129,19.3544191772966,6.26200339154192
520000,贵州省,2007,7.915,,,,,,7.2929,,
520000,贵州省,2006,6.6152,,,,,,6.2585,,
520000,贵州省,2005,6.1594,,,,,,5.8325,,
520000,贵州省,2004,6.1421,,,,,,5.8165,15.2,
520000,贵州省,2003,5.9118,,,,,,5.6199,14.8,
520000,贵州省,2002,5.9587,,,,,,5.6,15.0,
520000,贵州省,2001,5.912,,,,,,5.5876,15.1,
520000,贵州省,2000,5.858,,,,,,5.5148,,
530000,云南省,2019,31.1899,8.6709,22.519,64.2031700288184,104.139360298508,56.1564399473689,,,13.5537042834027
530000,云南省,2018,29.1194,8.1459,20.9735,60.2886128364389,103.6,52.3,,,13.2
530000,云南省,2017,27.4809,7.6247,19.8562,57.23995001,114.246470258,48.548926444,,,
530000,云南省,2016,25.3555,7.0046,18.3509,53.145042968,106.193472056,45.211021517,,,
530000,云南省,2015,23.7597,6.4507,17.309,50.1069214222447,102.311740655669,43.0533905322338,,,
530000,云南省,2014,22.4899,5.9502,16.5397,47.7087399236317,95.2635894946525,41.1598273296505,,,13.2322229283299
530000,云南省,2013,21.0125,5.6675,15.345,44.8352750394742,88.9998676190765,38.6780188395349,,,12.5438805970149
530000,云南省,2012,19.4707,5.3273,14.1434,41.7821420905774,86.8762309287079,35.6927798372462,18.3361,39.3562996351148,10.466363423364
530000,云南省,2011,17.3434,4.873,12.4704,38.0147020546162,79.7182035937156,31.5625680759597,16.2434,35.6036308540398,9.48969902839892
530000,云南省,2010,15.7143,,,34.7,,,14.6898,32.4,9.1
530000,云南省,2009,14.0187,,,,,,13.1406,29.4337797409556,8.5214348913408
530000,云南省,2008,,,,28.8751813017763,,,11.9011,26.9399827681538,7.75792532961533
530000,云南省,2007,11.9038,,,,,,11.0661,,
530000,云南省,2006,10.9895,,,,,,10.2144,,
530000,云南省,2005,10.6334,,,,,,9.8836,,
530000,云南省,2004,10.1654,,,,,,9.5358,22.5,
530000,云南省,2003,9.5844,,,,,,8.9677,21.5,
530000,云南省,2002,9.6613,,,,,,9.0,21.6,
530000,云南省,2001,9.9768,,,,,,9.0792,22.1,
530000,云南省,2000,9.753,,,,,,8.9204,,
540000,西藏自治区,2019,1.7063,0.8516,0.8547,48.6679977181974,45.6944409973039,37.7594099363541,,,16.1119185723509
540000,西藏自治区,2018,1.6787,0.8442,0.8345,48.7994186046512,70.1,34.8,,,15.2
540000,西藏自治区,2017,1.6103,0.7914,0.8189,47.783382789,89.086043933,32.435082398,,,
540000,西藏自治区,2016,1.4456,0.6529,0.7927,43.673716012,106.469719157,30.141727337,,,
540000,西藏自治区,2015,1.4013,0.5343,0.867,43.254005000463,109.412371809574,32.5316977681454,,,
540000,西藏自治区,2014,1.1929,0.2222,0.9707,37.5125786163522,105.603345848581,32.1271928372942,,,12.4081403407602
540000,西藏自治区,2013,1.1003,0.2081,0.8922,35.2615049352647,103.168937275666,30.0155931713012,,,12.0839694656489
540000,西藏自治区,2012,0.8352,0.1248,0.7104,27.1503803393798,63.9072525514254,24.492261355597,0.7958,25.8695793511475,10.2984839254795
540000,西藏自治区,2011,0.9592,0.1741,0.7851,31.7328407111967,92.7252488562466,27.693346365773,0.9175,30.3532958220632,11.4512096816155
540000,西藏自治区,2010,0.8838,,,30.1,,,0.8439,28.7,12.3
540000,西藏自治区,2009,0.8502,,,,,,0.8142,28.1643271918588,11.7219324370464
540000,西藏自治区,2008,,,,30.9947575495516,,,0.8344,29.6582863524609,11.8840915561785
540000,西藏自治区,2007,0.675,,,,,,0.6549,,
540000,西藏自治区,2006,0.7496,,,,,,0.7091,,
540000,西藏自治区,2005,0.6767,,,,,,0.6412,,
540000,西藏自治区,2004,0.6411,,,,,,0.5928,22.6,
540000,西藏自治区,2003,0.6212,,,,,,0.5859,22.6,
540000,西藏自治区,2002,0.6149,,,,,,0.5,22.4,
540000,西藏自治区,2001,0.6372,,,,,,0.6154,24.3,
540000,西藏自治区,2000,0.6348,,,,,,0.6156,,
610000,陕西省,2019,26.5814,13.7284,12.853,68.5757479599918,80.4638768235649,53.913900775728,,,15.1494160150641
610000,陕西省,2018,25.3711,13.3165,12.0546,65.6601966873706,82.1,49.7,,,14.9
610000,陕西省,2017,24.1265,12.6252,11.5013,62.911342894,87.053163402,45.541806003,,,
610000,陕西省,2016,22.54,11.3895,11.1505,59.113558878,80.285312268,43.697489925,,,
610000,陕西省,2015,21.1885,10.6738,10.5147,55.8621144213024,80.1567117860135,40.3527286015636,,,
610000,陕西省,2014,19.9372,9.8196,10.1176,52.8137748344371,74.265400563956,38.8924448381423,,,12.7344011021199
610000,陕西省,2013,18.5139,9.0961,9.4178,49.1906900124877,68.5081313347295,35.7773448543541,,,12.1409368635438
610000,陕西省,2012,16.923,8.3789,8.5441,45.0908451436017,63.7102594055113,32.7227105975149,15.6066,41.5833353316867,11.5809943658911
610000,陕西省,2011,15.3847,7.6976,7.6871,39.3603819604923,58.8483352654857,29.5585376208536,14.1151,36.1122236644552,10.6417908930383
610000,陕西省,2010,14.2334,,,36.7,,,13.1883,34.0,10.4
610000,陕西省,2009,13.4431,,,,,,12.5239,32.5709018331603,9.26832152386977
610000,陕西省,2008,,,,32.8242617359734,,,11.8327,31.0250614545409,8.7558996898145
610000,陕西省,2007,11.7851,,,,,,10.9606,,
610000,陕西省,2006,11.0943,,,,,,10.4835,,
610000,陕西省,2005,10.6391,,,,,,9.9549,,
610000,陕西省,2004,10.299,,,,,,9.6346,26.2,
610000,陕西省,2003,10.1963,,,,,,9.5712,26.3,
610000,陕西省,2002,10.0364,,,,,,9.3,25.6,
610000,陕西省,2001,9.9068,,,,,,9.4316,26.3,
610000,陕西省,2000,9.6857,,,,,,9.2556,,
620000,甘肃省,2019,18.1172,7.6149,10.5023,68.4331597058279,90.8107268874761,53.4743745435371,,,14.1732067241833
620000,甘肃省,2018,16.2737,7.2912,8.9825,61.7129313613955,87.4,45.9,,,13.7
620000,甘肃省,2017,14.6613,6.5046,8.1567,55.831302361,78.180959214,41.696462921,13.7,,
620000,甘肃省,2016,13.4346,5.9962,7.4384,51.473563218,72.478316761,38.230724974,,,
620000,甘肃省,2015,12.7743,5.6104,7.1639,49.1404281510261,68.3492957966109,37.2034207475323,,,
620000,甘肃省,2014,12.2412,5.3306,6.9106,47.2450791200309,65.385476367896,36.0113704758456,,,12.0693333552306
620000,甘肃省,2013,11.6064,5.0794,6.527,44.9480671370702,62.4452156765841,34.095059554306,,,11.831983805668
620000,甘肃省,2012,11.2296,5.2529,5.9767,43.5622975306008,64.6980815723719,31.4382817982464,9.931,38.5288355221043,11.3284888434317
620000,甘肃省,2011,9.4907,4.1048,5.3859,34.7787472600473,51.3447218681633,27.914603568471,8.8916,32.5833404424791,11.0092715978764
620000,甘肃省,2010,9.041,,,33.3,,,8.5224,31.4,10.6
620000,甘肃省,2009,8.152,,,,,,7.7025,28.4645758768956,10.0143099152688
620000,甘肃省,2008,,,,28.6004266330208,,,7.2315,27.0072191792599,9.16713172932959
620000,甘肃省,2007,7.029,,,,,,6.6451,,
620000,甘肃省,2006,6.5988,,,,,,6.2451,,
620000,甘肃省,2005,6.3314,,,,,,5.9855,,
620000,甘肃省,2004,6.1439,,,,,,5.8029,22.4,
620000,甘肃省,2003,6.0439,,,,,,5.6946,22.1,
620000,甘肃省,2002,6.0933,,,,,,5.7,22.4,
620000,甘肃省,2001,6.0336,,,,,,5.7375,22.5,
620000,甘肃省,2000,5.9441,,,,,,5.6557,,
630000,青海省,2019,4.1443,1.9422,2.2021,68.1830147083018,105.516811541848,52.4122896784472,,,11.2245746389154
630000,青海省,2018,3.9146,1.7853,2.1293,64.9187396351576,110.9,49.2,,,10.5
630000,青海省,2017,3.8321,1.722,2.1101,64.081939799,175.277939815,43.450640421,,,
630000,青海省,2016,3.4749,1.5674,1.9075,58.598650927,161.869983518,39.395919595,,,
630000,青海省,2015,3.4546,1.5466,1.908,58.7087673979913,163.262979438534,39.8987558614367,,,
630000,青海省,2014,3.3007,1.4152,1.8855,56.6157804459691,150.113709650046,38.760422966563,,,14.0215157742052
630000,青海省,2013,2.9529,1.2995,1.6534,51.1068035099258,140.16509171942,34.4544469450696,,,13.0090634441088
630000,青海省,2012,2.6018,1.1002,1.5016,45.3931643316991,,28.5783779524742,2.4726,43.1390337945112,10.9705014208847
630000,青海省,2011,2.3117,1.0315,1.2802,41.4591497260507,113.410721628629,27.4348716462895,2.19,39.2765228619852,8.92835012495379
630000,青海省,2010,2.0451,,,37.2,,,1.9183,34.9,7.7
630000,青海省,2009,1.9223,,,,,,1.7973,33.1795611835502,7.50919260695239
630000,青海省,2008,,,,32.631802241349,,,1.6408,30.8565359137883,7.1203451349152
630000,青海省,2007,1.605,,,,,,1.5234,,
630000,青海省,2006,1.547,,,,,,1.5209,,
630000,青海省,2005,1.5088,,,,,,1.4747,,
630000,青海省,2004,1.5438,,,,,,1.5138,30.4,
630000,青海省,2003,1.5384,,,,,,1.5001,30.5,
630000,青海省,2002,1.5806,,,,,,1.5,30.7,
630000,青海省,2001,1.6464,,,,,,1.5732,32.5,
630000,青海省,2000,1.6521,,,,,,1.5811,,
640000,宁夏回族自治区,2019,4.0971,2.6135,1.4836,58.979932628912,79.311607738502,41.3868396192145,,,10.1207504811614
640000,宁夏回族自治区,2018,4.1005,2.5908,1.5097,59.6002906976744,81.2,41.4,,,9.7
640000,宁夏回族自治区,2017,3.982,2.5397,1.4423,58.387096774,81.039076654,39.570094929,,,
640000,宁夏回族自治区,2016,3.6313,2.3937,1.2376,53.797037037,78.794899218,33.344990788,,,
640000,宁夏回族自治区,2015,3.3804,2.292,1.0884,50.6138827334252,77.03986745916,29.6137559760119,,,
640000,宁夏回族自治区,2014,3.2506,2.2184,1.0322,49.1027190332326,79.0858497147826,26.3682657079197,,,6.95108931441995
640000,宁夏回族自治区,2013,3.1134,2.1188,0.9946,47.5916782586099,76.5715268697829,25.3813777857057,,,6.97512437810945
640000,宁夏回族自治区,2012,2.7765,1.8518,0.9247,42.9008482825754,67.9389847894893,23.9275863826753,2.6535,41.0003244796737,6.52132986934749
640000,宁夏回族自治区,2011,2.5805,1.6852,0.8953,39.6006328735128,59.1951053389756,24.3987319090884,2.4574,37.7115269224454,6.36821165455527
640000,宁夏回族自治区,2010,2.3659,,,36.8,,,2.2491,35.0,5.6
640000,宁夏回族自治区,2009,2.2142,,,,,,2.1168,33.2758352638652,5.97254038500146
640000,宁夏回族自治区,2008,,,,33.4514566379228,,,1.975,31.624444430567,5.34013940333419
640000,宁夏回族自治区,2007,1.8927,,,,,,1.8103,,
640000,宁夏回族自治区,2006,1.826,,,,,,1.7485,,
640000,宁夏回族自治区,2005,1.7754,,,,,,1.6836,,
640000,宁夏回族自治区,2004,1.6867,,,,,,1.5873,26.9,
640000,宁夏回族自治区,2003,1.574,,,,,,1.4815,25.5,
640000,宁夏回族自治区,2002,1.3792,,,,,,1.3,22.7,
640000,宁夏回族自治区,2001,1.4254,,,,,,1.3528,23.9,
640000,宁夏回族自治区,2000,1.3825,,,,,,1.3229,,
650000,新疆维吾尔自治区,2019,18.6426,4.4851,14.1575,73.8841638858284,116.993103061725,72.6882394612427,,,15.4433307770067
650000,新疆维吾尔自治区,2018,17.8881,3.9568,13.9313,71.9264173703257,113.0,71.2,,,15.1
650000,新疆维吾尔自治区,2017,16.7577,3.814,12.9437,68.538650307,113.963472469,66.644365833,13.8,,
650000,新疆维吾尔自治区,2016,15.6912,3.6267,12.0645,65.434528774,112.731227703,61.812328558,,,
650000,新疆维吾尔自治区,2015,15.0263,3.1915,11.8348,63.6780479122612,128.457463936115,59.3833172859353,,,
650000,新疆维吾尔自治区,2014,14.2956,3.0255,11.2701,62.2088772845953,124.198181792805,56.660500932703,,,18.144325167754
650000,新疆维吾尔自治区,2013,13.7325,2.8352,10.8973,60.6478823477454,99.2108482471537,55.0132130052764,,,17.6725595695619
650000,新疆维吾尔自治区,2012,13.1592,3.4994,9.6598,58.9139995879576,124.799929244139,49.6483375531868,12.5064,56.0126837395534,17.4653635392785
650000,新疆维吾尔自治区,2011,12.5391,3.3822,9.1569,56.9270015431321,89.3601168852099,50.1975690888798,11.8781,53.9260885573508,16.9054235076645
650000,新疆维吾尔自治区,2010,11.623,,,53.7,,,10.9851,50.8,16.0
650000,新疆维吾尔自治区,2009,10.7243,,,,,,10.262,48.3710157781332,15.489540700507
650000,新疆维吾尔自治区,2008,,,,46.4687974323644,,,9.3253,44.7905854130906,14.1920812351885
650000,新疆维吾尔自治区,2007,9.0329,,,,,,8.7131,,
650000,新疆维吾尔自治区,2006,8.3303,,,,,,8.009,,
650000,新疆维吾尔自治区,2005,7.9441,,,,,,7.5875,,
650000,新疆维吾尔自治区,2004,7.7721,,,,,,7.4022,38.4,
650000,新疆维吾尔自治区,2003,7.2658,,,,,,6.9681,36.9,
650000,新疆维吾尔自治区,2002,6.7535,,,,,,6.4,34.9,
650000,新疆维吾尔自治区,2001,7.0898,,,,,,6.6008,36.2,
650000,新疆维吾尔自治区,2000,7.0542,,,,,,6.5916,,
