省份编码,省份,年份,医疗卫生机构床位数(万张),城市医疗卫生机构床位数(万张),农村卫生机构床位数(万张),每万人医疗机构床位数(张),城市每万人医疗机构床位数(张),农村每万人医疗机构床位数(张),医院、卫生院床位数(万张),每万人医院和卫生院床位数(张),每万农业人口乡镇卫生院床位数(张)
220000,吉林省,2015,14.45,7.747,6.703,52.4820943442825,93.255453132785,36.88882825441,,,
220000,吉林省,2014,14.0995,7.2758,6.8237,51.233648255814,87.4543544474815,37.0991071955262,,,12.6324290512991
220000,吉林省,2013,13.3245,6.6723,6.6522,48.4301852228781,134.319641814289,30.4894887072887,,,12.5274647887324
220000,吉林省,2012,12.7756,6.2771,6.4985,46.4499709133217,72.4796489810057,35.405443955446,11.8424,43.0570098894706,12.7841675643361
220000,吉林省,2011,12.124,5.9572,6.1668,44.4666313031514,68.4449264905258,33.223162321611,11.2201,41.1514392844349,12.2984799308684
220000,吉林省,2010,11.5057,,,42.2,,,10.6526,39.1,11.4
220000,吉林省,2009,10.8345,,,,,,10.0702,36.9538914133486,10.9290489548171
220000,吉林省,2008,,,,36.6451342515553,,,9.3496,34.4931839843693,9.55136258523099
220000,吉林省,2007,9.4373,,,,,,8.9242,,
220000,吉林省,2006,9.0492,,,,,,8.5482,,
220000,吉林省,2005,8.7279,,,,,,8.2118,,
220000,吉林省,2004,8.5942,,,,,,8.1106,30.5,
220000,吉林省,2003,8.5828,,,,,,8.081,30.4,
220000,吉林省,2002,8.5117,,,,,,7.97,30.1,
220000,吉林省,2001,9.1533,,,,,,8.589,32.6,
220000,吉林省,2000,8.9264,,,,,,8.3392,,
230000,黑龙江省,2019,26.2575,16.5843,9.6732,69.9957348119319,127.838429152903,44.2360498904052,,,10.9332535332652
230000,黑龙江省,2018,25.0129,15.8359,9.177,66.2944606413994,121.3,41.2,,,10.7
230000,黑龙江省,2017,24.1732,15.3179,8.8553,63.80341542,116.677407032,39.156854567,22.5,,
230000,黑龙江省,2016,22.0054,13.6868,8.3186,57.924190576,103.352843321,36.16586684,,,
230000,黑龙江省,2015,21.259,13.2033,8.0557,55.7730146653724,99.3334435759287,34.5537103728474,,,
230000,黑龙江省,2014,20.1337,12.3102,7.8235,52.5272632402818,91.8149872292723,32.8033269999243,,,11.2996259928243
230000,黑龙江省,2013,18.9183,11.4578,7.4605,49.3306388526727,84.2986561200031,30.8282537960529,,,10.8041450777202
230000,黑龙江省,2012,17.821,10.6867,7.1343,46.4804381846635,78.4525006216106,29.1324874214729,16.175,42.188315075639,10.3783784659481
230000,黑龙江省,2011,16.5255,10.0702,6.4553,43.0989629177571,74.5610076479416,25.9904885272122,14.8209,38.6533187805384,9.48330660605559
230000,黑龙江省,2010,15.9914,,,41.6,,,14.2414,37.1,9.3
230000,黑龙江省,2009,14.6572,,,,,,13.3911,34.8583162286077,8.56069798603402
230000,黑龙江省,2008,,,,35.3985017662443,,,12.5977,32.8864089749716,7.46767031940533
230000,黑龙江省,2007,12.6058,,,,,,11.71,,
230000,黑龙江省,2006,12.3176,,,,,,11.5937,,
230000,黑龙江省,2005,11.9692,,,,,,11.2536,,
230000,黑龙江省,2004,11.9463,,,,,,11.2071,29.8,
230000,黑龙江省,2003,11.5594,,,,,,10.9073,29.3,
230000,黑龙江省,2002,11.9565,,,,,,11.2,29.9,
230000,黑龙江省,2001,11.8037,,,,,,11.1142,29.9,
230000,黑龙江省,2000,12.0454,,,,,,11.3688,,
310000,上海市,2019,14.6454,14.6454,,60.3153030714868,104.204496864819,,,,
310000,上海市,2018,13.9029,13.5963,0.3066,57.355198019802,97.2,45.1,,,
310000,上海市,2017,13.4607,13.1441,0.3166,55.668734491,94.575073054,47.363803571,,,
310000,上海市,2016,12.9166,12.601,0.3156,53.374380165,91.091054838,46.975610192,12.6838,,
310000,上海市,2015,12.2813,11.9687,0.3126,50.8485593743143,86.8247139986507,46.451704938057,,,
310000,上海市,2014,11.751,11.4445,0.3065,48.4377576257214,83.4033736079792,45.2019561459913,,,
310000,上海市,2013,11.4314,11.1109,0.3205,47.3349896480331,81.4506632229975,46.9853854194307,,,
310000,上海市,2012,10.9784,10.6712,0.3072,46.119398596052,78.557831570631,44.8178617853324,9.0151,37.8717290573552,
310000,上海市,2011,10.713,10.3697,0.3433,75.4777492116686,76.7788326555079,49.9235804208821,8.7548,61.6813776531612,
310000,上海市,2010,10.5083,,,74.4,,,8.4825,60.1,
310000,上海市,2009,9.9704,,,,,,7.9501,56.6559660689906,
310000,上海市,2008,,,,69.984911318682,,,7.7174,55.479245892308,
310000,上海市,2007,9.596,,,,,,7.5742,,
310000,上海市,2006,9.3214,,,,,,7.5679,,
310000,上海市,2005,8.9758,,,,,,7.8411,,
310000,上海市,2004,8.5315,,,,,,7.6058,56.2,
310000,上海市,2003,8.336,,,,,,7.4731,55.7,
310000,上海市,2002,8.4512,,,,,,7.4,55.8,
310000,上海市,2001,7.8822,,,,,,7.6344,57.5,
310000,上海市,2000,7.531,,,,,,7.307,,
320000,江苏省,2019,51.6015,28.6635,22.938,63.9423791821561,83.0400935808333,51.1249279522364,,,16.6270800646823
320000,江苏省,2018,49.1522,27.2211,21.9311,61.051049559061,82.5,48.0,,,15.5
320000,江苏省,2017,46.9182,26.0684,20.8498,58.43373644,86.257891382,43.143415454,,,
320000,江苏省,2016,44.306,24.4696,19.8364,55.389423678,84.112590616,40.654063888,,,
320000,江苏省,2015,41.3612,22.6807,18.6805,51.8551207953562,84.7782349439642,36.9763578743748,,,
320000,江苏省,2014,39.2293,20.8907,18.3386,49.283040201005,75.6895132523042,37.2847073271649,,,18.1370523318165
320000,江苏省,2013,36.8287,19.3072,17.5215,46.3867326490744,74.4050595378826,34.8897474819804,,,16.9725478099938
320000,江苏省,2012,33.3118,16.8014,16.5104,42.0581870156238,65.383625132741,33.1280175035295,30.7648,38.8445425367236,15.0048317819499
320000,江苏省,2011,29.639,14.7016,14.9374,39.4437230669232,53.2312563092088,31.4311835746805,27.3006,36.3317691541835,14.8561169692733
320000,江苏省,2010,26.9548,,,36.1,,,24.7296,33.1,14.1
320000,江苏省,2009,25.0809,,,,,,23.4698,31.616887673334,14.8324072850319
320000,江苏省,2008,,,,32.0141768039389,,,22.2108,30.0607707821023,14.2516631024678
320000,江苏省,2007,22.0369,,,,,,20.4489,,
320000,江苏省,2006,20.8902,,,,,,19.579,,
320000,江苏省,2005,19.7515,,,,,,18.4237,,
320000,江苏省,2004,18.6282,,,,,,17.7301,24.6,
320000,江苏省,2003,17.6101,,,,,,16.9247,23.6,
320000,江苏省,2002,17.4259,,,,,,16.4,23.0,
320000,江苏省,2001,17.318,,,,,,16.2618,22.9,
320000,江苏省,2000,17.3081,,,,,,16.1839,,
330000,浙江省,2019,35.0191,19.4626,15.5565,59.8617094017094,89.9881363712962,52.4088743417392,,,7.10677340172267
330000,浙江省,2018,33.2086,18.6155,14.5931,57.8849572947533,91.1,48.4,,,6.2
330000,浙江省,2017,31.352,17.6299,13.7221,55.421601556,92.903900591,44.394340019,,,
330000,浙江省,2016,28.987,15.8123,13.1747,51.85509839,85.804693512,42.458584293,,,
330000,浙江省,2015,27.2509,14.8086,12.4423,49.1982307275681,89.9353879773137,38.4568760825201,,,
330000,浙江省,2014,24.5756,13.0735,11.5021,44.6180101670298,80.4731613835438,35.6936990866098,,,4.69578234698117
330000,浙江省,2013,23.0056,12.1919,10.8137,41.8435794834485,72.2408902672496,34.4470743957674,,,4.59798841816519
330000,浙江省,2012,21.3286,10.9189,10.4097,38.9386525470148,71.6127792892817,31.7889378453997,19.5615,35.7157202848275,4.50718556251588
330000,浙江省,2011,19.4759,10.0046,9.4713,40.7333700707998,66.1063557343395,28.9828019707436,17.7179,37.0565559269366,4.31751846151561
330000,浙江省,2010,18.4097,,,38.8,,,16.9325,35.7,5.5
330000,浙江省,2009,17.0199,,,,,,15.7877,33.4743560315181,5.61081884535611
330000,浙江省,2008,,,,34.3170241732657,,,14.959,31.9101629613348,5.39065186612595
330000,浙江省,2007,15.4663,,,,,,14.3907,,
330000,浙江省,2006,14.8122,,,,,,13.8302,,
330000,浙江省,2005,14.0734,,,,,,13.1067,,
330000,浙江省,2004,13.4491,,,,,,12.5231,27.4,
330000,浙江省,2003,12.6363,,,,,,11.7644,25.8,
330000,浙江省,2002,11.8881,,,,,,11.0,24.3,
330000,浙江省,2001,11.5404,,,,,,10.9702,24.3,
330000,浙江省,2000,11.3727,,,,,,10.7281,,
340000,安徽省,2019,34.7395,16.3631,18.3764,54.5712310906549,74.3730503454934,36.929828300228,,,12.1096492986392
340000,安徽省,2018,32.8123,15.6568,17.1555,51.885357368754,72.7,34.6,,,11.8
340000,安徽省,2017,30.5746,14.152,16.4226,48.880255795,66.061065007,33.140906069,29.0,,
340000,安徽省,2016,28.172,13.4038,14.7682,45.468043899,63.993407683,29.779195739,,,
340000,安徽省,2015,26.7405,12.819,13.9215,43.5257829285761,63.8011478632289,28.1444256731828,,,
340000,安徽省,2014,25.2044,12.0243,13.1801,41.4341607759329,60.7753331895195,26.8398665274561,,,9.48348474750882
340000,安徽省,2013,23.5959,11.0629,12.533,39.1321436863578,56.5086492522969,25.2132742648393,,,9.32053922486426
340000,安徽省,2012,22.2315,10.4377,11.7938,37.12625250501,50.2805468279833,24.3855931756565,20.6146,34.4265197060788,9.09426067760632
340000,安徽省,2011,20.421,9.57,10.851,29.6533205765438,50.4427417954643,21.7481905469388,18.8314,27.3450634692291,8.8870978300558
340000,安徽省,2010,18.801,,,27.5,,,17.2634,25.3,9.3
340000,安徽省,2009,17.4483,,,,,,16.3171,23.9746555782005,9.7261785662102
340000,安徽省,2008,,,,23.6949490270947,,,15.0593,22.3403712581532,9.03537285142847
340000,安徽省,2007,13.9625,,,,,,13.2043,,
340000,安徽省,2006,13.3321,,,,,,12.658,,
340000,安徽省,2005,12.6587,,,,,,11.9625,,
340000,安徽省,2004,12.1716,,,,,,11.5066,17.8,
340000,安徽省,2003,11.8882,,,,,,11.2424,17.5,
340000,安徽省,2002,11.8289,,,,,,11.1,17.5,
340000,安徽省,2001,12.5182,,,,,,11.5944,18.3,
340000,安徽省,2000,12.3873,,,,,,11.4921,,
350000,福建省,2019,20.2211,9.4048,10.8163,50.8963000251699,72.2399931499808,40.5839349409329,,,11.8270223022027
350000,福建省,2018,19.2473,8.9718,10.2755,48.8386196396854,72.5,38.5,,,11.6
350000,福建省,2017,18.2375,8.5276,9.7099,46.631296344,69.844543625,36.676457423,,,
350000,福建省,2016,17.4767,7.9658,9.5109,45.112803304,69.430292973,35.809722206,,,
350000,福建省,2015,17.3007,7.8612,9.4395,45.0656420942954,70.5657730148664,36.0869670099863,,,
350000,福建省,2014,16.4781,7.4515,9.0266,43.2950604308986,73.8886312947878,33.6389920436364,,,12.2116434075008
350000,福建省,2013,15.6149,6.8608,8.7541,41.3749337572867,72.06695436866,32.6445720553946,,,12.2471769134253
350000,福建省,2012,13.9341,6.1107,7.8234,37.1691568836713,65.2922250996661,29.5962301558779,12.9293,34.4965314834578,11.6394399962593
350000,福建省,2011,12.4232,5.5021,6.9211,34.9775777430526,59.5709583106148,26.3345950495253,11.5043,32.3904104924174,10.7068171741853
350000,福建省,2010,11.3043,,,32.0,,,10.4303,29.6,10.0
350000,福建省,2009,10.429,,,,,,9.598,27.316537277411,9.47732547834274
350000,福建省,2008,,,,25.4746739108584,,,8.2302,23.6694545232106,8.68684887200204
350000,福建省,2007,7.9645,,,,,,7.3698,,
350000,福建省,2006,8.4536,,,,,,7.7665,,
350000,福建省,2005,8.1645,,,,,,7.3187,,
350000,福建省,2004,8.0272,,,,,,7.3265,21.7,
350000,福建省,2003,7.8309,,,,,,6.9991,20.9,
350000,福建省,2002,7.3465,,,,,,6.7,20.3,
350000,福建省,2001,8.9769,,,,,,8.2125,24.7,
350000,福建省,2000,9.0091,,,,,,8.2389,,
360000,江西省,2019,26.7135,10.3032,16.4103,57.2497759278896,78.5753454384989,43.2311198935574,,,15.009433440799
360000,江西省,2018,24.949,9.7089,15.2401,53.6768502581756,79.6,39.7,,,14.7
360000,江西省,2017,23.4047,9.0446,14.3601,50.637602769,95.209158073,34.939450674,21.8,,
360000,江西省,2016,20.9097,8.0351,12.8746,45.535060976,85.124672457,31.752492642,,,
360000,江西省,2015,19.7837,7.5102,12.2735,43.331807439499,80.793280673869,30.5579467529614,,,
360000,江西省,2014,18.6727,7.0408,11.6319,41.1111845002202,77.1478354930447,29.0614725133995,,,12.2964479782468
360000,江西省,2013,17.4299,6.5245,10.9054,38.5433919706334,70.4588948023701,28.0118693020541,,,12.2425098925947
360000,江西省,2012,16.3721,6.2632,10.1089,36.3506812191951,67.969797326679,26.0399614453293,14.4117,31.9980401125497,11.7536897669018
360000,江西省,2011,13.557,5.1097,8.4473,28.5256691885908,56.224036119297,21.9767097296365,12.1526,25.5706312149642,9.85278864206549
360000,江西省,2010,12.464,,,26.6,,,10.98,23.4,9.3
360000,江西省,2009,11.5445,,,,,,10.2728,22.1596184096798,8.64649646753484
360000,江西省,2008,,,,22.9376863594267,,,9.389,20.4899755702489,7.50997792995261
360000,江西省,2007,9.4862,,,,,,8.5502,,
360000,江西省,2006,8.8061,,,,,,8.1585,,
360000,江西省,2005,8.4836,,,,,,7.9272,,
360000,江西省,2004,8.3832,,,,,,7.8247,17.9,
360000,江西省,2003,8.2394,,,,,,7.7023,17.9,
360000,江西省,2002,9.0207,,,,,,8.0,19.0,
360000,江西省,2001,9.0249,,,,,,8.2712,19.6,
360000,江西省,2000,9.093,,,,,,8.33,,
370000,山东省,2019,62.9722,30.2971,32.6751,62.5331547207059,82.388749672302,49.1921747513428,,,14.7205721023396
370000,山东省,2018,60.8459,28.9209,31.925,60.5612620682791,82.0,47.9,,,14.6
370000,山东省,2017,58.4812,27.1691,31.3121,58.447125326,85.733590242,44.960014595,,,
370000,山东省,2016,54.0994,24.5199,29.5795,54.387654569,79.545248471,42.76585235,,,
370000,山东省,2015,51.9369,23.2256,28.7113,52.7430243846957,77.0544227050974,42.1211558795251,,,
370000,山东省,2014,50.0631,21.7428,28.3203,51.142200429053,73.0207493946339,41.849643007264,,,18.255166980607
370000,山东省,2013,48.9737,20.064,28.9097,50.3151522747984,70.7249152236896,42.6703352219863,,,19.0134987230938
370000,山东省,2012,47.3768,18.1941,29.1827,48.8746996634992,64.6941886526078,43.122523648883,42.9587,44.3560485990148,19.0538220527109
370000,山东省,2011,41.6148,16.5555,25.0593,43.3894379935051,58.9492180375812,36.9466500387354,37.7776,39.3886029187558,17.249217173597
370000,山东省,2010,38.2254,,,40.1,,,35.053,36.8,16.0
370000,山东省,2009,34.7052,,,,,,32.0786,33.9819896916517,13.2418327935508
370000,山东省,2008,,,,34.0588721453543,,,29.7345,31.6570086058685,12.6589890254862
370000,山东省,2007,27.8791,,,,,,26.0836,,
370000,山东省,2006,25.8425,,,,,,24.2365,,
370000,山东省,2005,24.7574,,,,,,23.1277,,
370000,山东省,2004,22.9418,,,,,,21.506,23.5,
370000,山东省,2003,21.6116,,,,,,20.1827,22.2,
370000,山东省,2002,21.8857,,,,,,20.4,22.5,
370000,山东省,2001,21.8108,,,,,,20.66,22.9,
370000,山东省,2000,21.4809,,,,,,20.2978,,
410000,河南省,2019,64.0147,24.2173,39.7974,66.4070126299956,110.078629829588,42.4403418149003,,,12.6866521540388
410000,河南省,2018,60.8519,23.5146,37.3373,63.3543987506507,108.3,40.1,,,12.3
410000,河南省,2017,55.8998,22.1395,33.7603,58.478711162,103.745209898,36.050241466,,,
410000,河南省,2016,52.1546,20.8749,31.2797,54.715274864,98.855524575,33.74145132,,,
410000,河南省,2015,48.9621,19.5317,29.4304,51.6477848101266,93.6488361153279,31.9439059176948,,,
410000,河南省,2014,45.9338,18.3258,27.608,48.679313268334,89.0348624409481,30.318854901393,,,11.097844532695
410000,河南省,2013,42.981,17.2656,25.7154,45.6613194518219,84.3892456890031,28.5951488081074,,,10.968402574605
410000,河南省,2012,39.3993,16.0261,23.3732,41.8783755049968,79.6372032717737,26.2054172983313,36.5695,38.8789070805869,10.7107510078276
410000,河南省,2011,34.9612,14.4958,20.4654,32.0085809349977,70.3171314366882,23.0961509010821,32.4756,29.7329002154563,9.98318839205807
410000,河南省,2010,32.7569,,,30.3,,,30.4423,28.2,9.9
410000,河南省,2009,30.2378,,,,,,28.303,26.5314586860624,9.43652173211061
410000,河南省,2008,,,,25.4869135591514,,,25.2197,23.9836835975482,8.4278739695335
410000,河南省,2007,23.9511,,,,,,22.6054,,
410000,河南省,2006,22.381,,,,,,21.2287,,
410000,河南省,2005,21.2407,,,,,,20.2289,,
410000,河南省,2004,20.756,,,,,,19.7232,19.9,
410000,河南省,2003,20.2334,,,,,,19.272,19.7,
410000,河南省,2002,19.7245,,,,,,18.6,19.3,
410000,河南省,2001,19.9934,,,,,,18.5048,19.3,
