省份编码,省份,年份,图书出版种数(种),图书新出版种数(种),图书总印数(亿册),图书总印张数(亿印张),期刊出版种数(种),期刊每期出版平均印数(万册),期刊出版总印数(亿册),期刊出版总印张数(亿印张),报纸出版种数(种),报纸每期出版平均印数(万册),报纸出版总印数(亿份),报纸出版总印张数(亿印张)
650000,新疆维吾尔自治区,2015,11278,5394,2.3064,,213,,0.172813,,104,,5.038914,
650000,新疆维吾尔自治区,2014,7732,3945,1.0129,,214,,0.172524,,102,,5.5082,
650000,新疆维吾尔自治区,2013,8780,4372,1.2719,8.8231,214,125.3311,0.179442,0.8951556,102,252.08,5.6518,19.84
650000,新疆维吾尔自治区,2012,8691,4997,1.1258,7.7345,210,118.6406,0.151158,0.776732,97,231.23,5.4464,16.45321
650000,新疆维吾尔自治区,2011,6568,3187,0.875,5.90789,207,115.1376,0.224077,0.9893237,96,207.48,4.6826,14.47347
650000,新疆维吾尔自治区,2010,4980,2468,0.5,3.9,209,91.0,0.1,0.5,99,196.0,4.6,11.7
650000,新疆维吾尔自治区,2009,7735,3940,1.0761,6.75306,209,110.0,0.1248,0.75331,99,193.59,4.2082,11.76044
650000,新疆维吾尔自治区,2008,5835,1991,0.8443,4.95894,208,105.0,0.1173,0.75395,99,199.05,4.4661,12.10707
650000,新疆维吾尔自治区,2007,3760,1692,0.8262,5.33167,206,107.0,0.1135,0.69243,100,185.87,4.2615,11.72728
650000,新疆维吾尔自治区,2006,4428,2258,0.9031,5.98195,206,94.0,0.0965,0.60413,100,186.74,3.8184,10.92365
650000,新疆维吾尔自治区,2005,,,,,,,,,,,,
650000,新疆维吾尔自治区,2004,,,0.825,,,,0.145,,,,3.391,
650000,新疆维吾尔自治区,2003,3522,2195,0.7189,4.58075,195,131.0,0.1417,0.05753,99,185.79,3.6509,9.22837
650000,新疆维吾尔自治区,2002,3586,2422,0.8,5.0,213,145.0,0.14,0.51,97,157.0,3.4726,9.0
650000,新疆维吾尔自治区,2001,3416,2076,0.7119,4.31243,189,133.0,0.1315,0.45859,94,161.01,3.4563,5.91472
650000,新疆维吾尔自治区,2000,3446,1911,0.6954,3.83774,174,110.0,0.1124,0.39136,94,163.08,2.9489,5.30283
