省份编码,省份,年份,广播节目综合人口覆盖率(%),中央广播节目人口覆盖率(%),农村广播节目人口覆盖率(%),电视节目综合人口覆盖率(%),中央电视节目人口覆盖率(%),农村电视节目人口覆盖率(%)
150000,内蒙古自治区,2004,90.38,,,87.99,,
150000,内蒙古自治区,2003,90,,,87.5,,
150000,内蒙古自治区,2002,89.2,,,84.9,,
150000,内蒙古自治区,2001,88.1,,,83.5,,
150000,内蒙古自治区,2000,85.58,,,81.42,,
210000,辽宁省,2019,99.24,,98.61,99.27,,98.75
210000,辽宁省,2018,99.09,,98.41,99.17,,98.64
210000,辽宁省,2017,99.07,,98.4,99.15,,98.61
210000,辽宁省,2016,99.05,,98.3216763375,99.13,,98.4186209277
210000,辽宁省,2015,98.9969723031,,98.2,99.0683646902,,98.3
210000,辽宁省,2014,98.8093524586,,97.9124248279,98.9624896473,,98.1609119382
210000,辽宁省,2013,98.6339415697305,,97.5843813607749,98.7241640871978,,97.7170869008771
210000,辽宁省,2012,98.59,,97.52,98.68,,97.66
210000,辽宁省,2011,98.5066903752208,97.4369829924053,97.362991528226,98.6391101765676,97.7951985473806,97.5707106695915
210000,辽宁省,2010,98.4753002875994,97.3636722494784,97.3193417600763,98.5944284667005,97.6792326923439,97.5668972096351
210000,辽宁省,2009,,,,,,
210000,辽宁省,2008,,,,,,
210000,辽宁省,2007,,,,,,
210000,辽宁省,2006,,,,,,
210000,辽宁省,2005,98.17,,,98.19,,
210000,辽宁省,2004,98.12,,,98,,
210000,辽宁省,2003,97.84,,,97.71,,
210000,辽宁省,2002,97.8,,,97.6,,
210000,辽宁省,2001,97.8,,,97.4,,
210000,辽宁省,2000,97.9,,,97.8,,
220000,吉林省,2019,99.36,,99.16,99.41,,99
220000,吉林省,2018,99.01,,98.82,99.1,,98.67
220000,吉林省,2017,98.94,,98.77,98.86,,98.42
220000,吉林省,2016,98.68,,98.1191367134,98.77,,98.2383788342
220000,吉林省,2015,98.635500934,,97.97,98.7579127844,,98.17
220000,吉林省,2014,98.6227725988,,97.9784661256,98.7504526669,,98.1659764784
220000,吉林省,2013,98.5889320747733,,97.9913077937517,98.7055339626134,,98.1374771813345
220000,吉林省,2012,98.55,,97.96,98.69,,98.09
220000,吉林省,2011,98.5325701866136,97.6470458659011,97.9203142463966,98.6438114259071,96.6502803058951,97.9713534432076
220000,吉林省,2010,98.4702957918425,97.5760071778428,97.7533812096286,98.586862194243,96.3996793504641,97.8661956395612
220000,吉林省,2009,,,,,,
220000,吉林省,2008,,,,,,
220000,吉林省,2007,,,,,,
220000,吉林省,2006,,,,,,
220000,吉林省,2005,96.7,,,97.9,,
220000,吉林省,2004,96.5,,,97.69,,
220000,吉林省,2003,96.1,,,97.26,,
220000,吉林省,2002,95.7,,,96.74,,
220000,吉林省,2001,95.2,,,96.05,,
220000,吉林省,2000,94.8,,,95.72,,
230000,黑龙江省,2019,99.21,,99.6,99.12,,99.62
230000,黑龙江省,2018,99.04,,99.4,99.07,,99.55
230000,黑龙江省,2017,98.83,,99.13,98.94,,99.34
230000,黑龙江省,2016,99.21,,99.1605010427,99,,99.2078778299
230000,黑龙江省,2015,98.6428632308,,98.43,98.841953665,,98.68
230000,黑龙江省,2014,98.619218104,,98.1890040744,98.8169489439,,98.4650258435
230000,黑龙江省,2013,98.6038304900442,,98.1499213460092,98.8015613299002,,98.4357137971802
230000,黑龙江省,2012,98.58,,97.92,98.78,,98.23
230000,黑龙江省,2011,98.5711677880352,98.5270953945653,97.8850493341002,98.7719710008867,98.7719710008867,98.219842779818
230000,黑龙江省,2010,98.5551614804577,95.6715818784171,97.7281078987357,98.7553606634012,95.9147171805451,98.0275507265089
230000,黑龙江省,2009,,,,,,
230000,黑龙江省,2008,,,,,,
230000,黑龙江省,2007,,,,,,
230000,黑龙江省,2006,,,,,,
230000,黑龙江省,2005,98.5,,,98.7,,
230000,黑龙江省,2004,98.5,,,98.7,,
230000,黑龙江省,2003,98.5,,,98.7,,
230000,黑龙江省,2002,98.5,,,98.7,,
230000,黑龙江省,2001,98,,,98.5,,
230000,黑龙江省,2000,97,,,98,,
310000,上海市,2019,100,,100,100,,100
310000,上海市,2018,100,,100,100,,100
310000,上海市,2017,100,,100,100,,100
310000,上海市,2016,100,,100,100,,100
310000,上海市,2015,100,,100,100,,100
310000,上海市,2014,100,,100,100,,100
310000,上海市,2013,100,,100,100,,100
310000,上海市,2012,100,,100,100,,100
310000,上海市,2011,100,100,100,100,100,100
310000,上海市,2010,100,100,100,100,100,100
310000,上海市,2009,,,,,,
310000,上海市,2008,,,,,,
310000,上海市,2007,,,,,,
310000,上海市,2006,,,,,,
310000,上海市,2005,100,,,100,,
310000,上海市,2004,100,,,100,,
310000,上海市,2003,100,,,100,,
310000,上海市,2002,100,,,100,,
310000,上海市,2001,100,,,100,,
310000,上海市,2000,100,,,100,,
320000,江苏省,2019,100,,100,100,,100
320000,江苏省,2018,100,,100,100,,100
320000,江苏省,2017,100,,100,100,,100
320000,江苏省,2016,100,,100,100,,100
320000,江苏省,2015,100,,100,100,,100
320000,江苏省,2014,99.9933043099,,99.9926277576,99.8768518178,,99.7906729964
320000,江苏省,2013,99.9944396637321,,99.9932347645807,99.8760839345998,,99.8328332151236
320000,江苏省,2012,99.99,,99.99,99.88,,99.85
320000,江苏省,2011,99.9946428021359,99.7547742677715,99.9937708354813,99.8758469394998,99.4042795975137,99.8646767708011
320000,江苏省,2010,99.9946086049361,99.753748030456,99.9925666092086,99.8757283437769,98.9737479495851,99.8599709896857
320000,江苏省,2009,,,,,,
320000,江苏省,2008,,,,,,
320000,江苏省,2007,,,,,,
320000,江苏省,2006,,,,,,
320000,江苏省,2005,99.7,,,99.6,,
320000,江苏省,2004,99.7,,,99.5,,
320000,江苏省,2003,99.6,,,99.5,,
320000,江苏省,2002,99.6,,,99.5,,
320000,江苏省,2001,99.6,,,99.5,,
320000,江苏省,2000,99.6,,,99.5,,
330000,浙江省,2019,99.73,,99.7,99.82,,99.79
330000,浙江省,2018,99.73,,99.7,99.8,,99.77
330000,浙江省,2017,99.68,,99.65,99.75,,99.7
330000,浙江省,2016,99.65,,99.5965986156,99.72,,99.6759275479
330000,浙江省,2015,99.6044600118,,99.54,99.6931581049,,99.64
330000,浙江省,2014,99.565560576,,99.4853248403,99.6519512483,,99.57995866
330000,浙江省,2013,99.5557731776178,,99.4630592446594,99.6437017512788,,99.5640787732715
330000,浙江省,2012,99.54,,99.44,99.6,,99.52
330000,浙江省,2011,99.2002881237415,98.401839948104,99.09091415489,99.3818397796106,98.6343608623493,99.2814211150784
330000,浙江省,2010,99.1739076964832,98.2627889520757,99.0688777659808,99.35413830685,98.5189284548088,99.2565066203774
330000,浙江省,2009,,,,,,
330000,浙江省,2008,,,,,,
330000,浙江省,2007,,,,,,
330000,浙江省,2006,,,,,,
330000,浙江省,2005,98.36,,,98.84,,
330000,浙江省,2004,98.18,,,98.69,,
330000,浙江省,2003,97.34,,,98.14,,
330000,浙江省,2002,96.25,,,97.31,,
330000,浙江省,2001,94.85,,,96.71,,
330000,浙江省,2000,93.66,,,95.8,,
340000,安徽省,2019,99.87,,99.85,99.87,,99.84
340000,安徽省,2018,99.84,,99.81,99.83,,99.79
340000,安徽省,2017,99.04,,98.78,99.19,,98.98
340000,安徽省,2016,98.89,,98.5700243139,99.03,,98.7554501417
340000,安徽省,2015,98.7688425909,,98.43,98.9265760732,,98.63
340000,安徽省,2014,98.5540777519,,98.1793671682,98.7193383802,,98.3872398995
340000,安徽省,2013,98.344806002976,,97.8997250555988,98.566773545294,,98.1908095376617
340000,安徽省,2012,97.85,,97.33,98.1,,97.69
340000,安徽省,2011,97.6171293637866,95.9800135938031,97.1768733600901,97.7417880538596,96.9733280208125,97.2989828578492
340000,安徽省,2010,97.3085108575028,95.4050259184797,96.8393203131786,97.5020531674708,96.2298252379173,97.076697045349
340000,安徽省,2009,,,,,,
340000,安徽省,2008,,,,,,
340000,安徽省,2007,,,,,,
340000,安徽省,2006,,,,,,
340000,安徽省,2005,95.6,,,95,,
340000,安徽省,2004,95.6,,,94.97,,
340000,安徽省,2003,95.5,,,94.96,,
340000,安徽省,2002,95.4,,,94.85,,
340000,安徽省,2001,95.3,,,94.8,,
340000,安徽省,2000,94.8,,,93.82,,
350000,福建省,2019,99.62,,99.47,99.71,,99.58
350000,福建省,2018,99.04,,98.79,99.19,,98.99
350000,福建省,2017,99.01,,98.74,99.15,,98.93
350000,福建省,2016,98.96,,98.7441083356,99.12,,98.9422102946
350000,福建省,2015,98.6750813898,,98.33,98.9395314084,,98.72
350000,福建省,2014,98.3094087472,,97.9369103751,98.6952477406,,98.4367172592
350000,福建省,2013,98.1985153397201,,97.8169323584642,98.6335202429546,,98.3730872188262
350000,福建省,2012,98.04,,97.69,98.58,,98.35
350000,福建省,2011,97.9958636711335,97.5740147887922,97.5439689553984,98.5369861461314,98.2335609258577,98.2527796687089
350000,福建省,2010,97.798884150594,97.2412452696446,97.3742616325261,98.4491293859399,98.1913178684533,98.1786935645445
350000,福建省,2009,,,,,,
350000,福建省,2008,,,,,,
350000,福建省,2007,,,,,,
350000,福建省,2006,,,,,,
350000,福建省,2005,96.1,,,97.9,,
350000,福建省,2004,96,,,98,,
350000,福建省,2003,96,,,98,,
350000,福建省,2002,96,,,98,,
350000,福建省,2001,96,,,97,,
350000,福建省,2000,96,,,97,,
360000,江西省,2019,98.62,,98.42,99.14,,98.94
360000,江西省,2018,98.54,,98.18,99.09,,98.77
360000,江西省,2017,98.35,,97.87,98.89,,98.43
360000,江西省,2016,98.04,,97.5790893415,98.83,,98.5308930736
360000,江西省,2015,97.61811457,,97.05,98.64118709,,98.24
360000,江西省,2014,97.5067114242,,96.9795878893,98.5475903002,,98.1945225186
360000,江西省,2013,97.4244715170973,,96.8953766555913,98.4950920640419,,98.1462848179572
360000,江西省,2012,97.23,,96.75,98.4,,98.01
360000,江西省,2011,97.0557388217577,96.6850729678368,96.5022823699854,98.1825271612464,97.8844705797985,97.8133515769624
360000,江西省,2010,96.7801252662359,96.3421898126421,96.2301105174559,97.9581062055522,97.675625428685,97.5530996120911
360000,江西省,2009,,,,,,
360000,江西省,2008,,,,,,
360000,江西省,2007,,,,,,
360000,江西省,2006,,,,,,
360000,江西省,2005,93.22,,,95.44,,
360000,江西省,2004,92.9,,,94.9,,
360000,江西省,2003,92.5,,,94.45,,
360000,江西省,2002,91.92,,,94.11,,
360000,江西省,2001,90.07,,,93.11,,
360000,江西省,2000,89.49,,,92.7,,
370000,山东省,2019,99.13,,98.88,99.1,,98.96
370000,山东省,2018,99.12,,98.88,99.09,,98.91
370000,山东省,2017,99.07,,98.85,98.93,,98.8
370000,山东省,2016,98.98,,98.6450109333,98.62,,98.2727611897
370000,山东省,2015,98.7781579566,,98.52,98.5463549543,,98.27
370000,山东省,2014,98.7192593707,,98.3685916114,98.4884354518,,98.1515227198
370000,山东省,2013,98.4858423924626,,98.0924317857878,98.2124311663848,,97.7939003006981
370000,山东省,2012,98.33,,97.89,98.03,,97.53
370000,山东省,2011,98.1949534788361,95.5261689472817,97.7227465852142,97.9076044454026,95.7661724981928,97.3960401301824
370000,山东省,2010,98.0930130670024,94.0125523190526,97.6143963559263,97.8784198795386,95.4355880151087,97.3899448229869
370000,山东省,2009,,,,,,
370000,山东省,2008,,,,,,
370000,山东省,2007,,,,,,
370000,山东省,2006,,,,,,
370000,山东省,2005,96.1,,,95,,
370000,山东省,2004,93.79,,,93.08,,
370000,山东省,2003,93.79,,,91.25,,
370000,山东省,2002,93.51,,,91,,
370000,山东省,2001,93.5,,,91,,
370000,山东省,2000,93.5,,,91,,
410000,河南省,2019,99.44,,99.37,99.47,,99.4
410000,河南省,2018,99.05,,98.89,99.04,,98.94
410000,河南省,2017,98.62,,98.37,98.84,,98.69
410000,河南省,2016,98.43,,98.1078009548,98.64,,98.4032075568
410000,河南省,2015,98.2752620268,,97.93,98.4322013626,,98.19
410000,河南省,2014,98.2103818047,,97.8556066214,98.2621823208,,98.002467562
410000,河南省,2013,98.0852226271349,,97.7120473121301,98.1080819597183,,97.7942617525357
410000,河南省,2012,97.89,,97.52,97.94,,97.64
410000,河南省,2011,97.7025974012168,97.5968218431311,97.2000386701608,97.774673610646,97.6900531641775,97.2970593414333
410000,河南省,2010,97.2984087341588,97.1770452505253,96.8992401652418,97.3927914102737,97.089081799991,97.0006587876326
410000,河南省,2009,,,,,,
410000,河南省,2008,,,,,,
410000,河南省,2007,,,,,,
410000,河南省,2006,,,,,,
410000,河南省,2005,96.36,,,96.16,,
410000,河南省,2004,96.03,,,95.96,,
410000,河南省,2003,95.5,,,95,,
410000,河南省,2002,94.5,,,95,,
410000,河南省,2001,94.5,,,94,,
410000,河南省,2000,94,,,93,,
420000,湖北省,2019,99.79,,99.7,99.7,,99.56
420000,湖北省,2018,99.68,,99.57,99.58,,99.42
420000,湖北省,2017,99.38,,99.16,99.32,,99.06
420000,湖北省,2016,99.33,,99.1165310443,99.15,,98.8859853533
420000,湖北省,2015,99.0832908706,,98.84,98.9771609767,,98.67
420000,湖北省,2014,98.8973412376,,98.5893930296,98.8913450038,,98.5104883653
420000,湖北省,2013,98.8034781367542,,98.4789447432232,98.813209912787,,98.4056081504857
420000,湖北省,2012,98.72,,98.34,98.75,,98.29
420000,湖北省,2011,98.1795236252102,97.9588351813483,97.5876188082955,98.2307519670057,98.0175444873426,97.6474848856631
420000,湖北省,2010,98.0991162315122,97.7773906360919,97.473719493238,98.1093736771152,97.827049698138,97.4671615109591
420000,湖北省,2009,,,,,,
420000,湖北省,2008,,,,,,
420000,湖北省,2007,,,,,,
420000,湖北省,2006,,,,,,
420000,湖北省,2005,,,,,,
420000,湖北省,2004,95.69,,,96.61,,
420000,湖北省,2003,95.66,,,96.29,,
420000,湖北省,2002,95.03,,,95.76,,
420000,湖北省,2001,94.7,,,94.7,,
420000,湖北省,2000,93.89,,,93.73,,
430000,湖南省,2019,99.36,,99.01,99.72,,99.58
430000,湖南省,2018,99.02,,98.29,99.64,,99.45
430000,湖南省,2017,98.49,,97.45,99.3,,98.91
430000,湖南省,2016,94.68,,91.835031742,98.26,,97.4816526842
430000,湖南省,2015,94.0615148043,,90.7,97.9831503702,,96.9
430000,湖南省,2014,93.475704218,,90.2529442347,97.5146037365,,96.3714143629
430000,湖南省,2013,93.2471045785992,,89.8613781240514,97.396719049606,,96.0841849640797
430000,湖南省,2012,92.95,,88.82,97.17,,95.6
430000,湖南省,2011,92.6074184563401,91.5995190331958,88.039483609792,96.8231838175979,96.4079694372993,94.9378404280165
430000,湖南省,2010,91.9941450972436,90.7412828613664,87.4616236032995,96.4308280919394,95.9562041679952,94.4054350493572
430000,湖南省,2009,,,,,,
430000,湖南省,2008,,,,,,
430000,湖南省,2007,,,,,,
430000,湖南省,2006,,,,,,
430000,湖南省,2005,82.47,,,92.42,,
430000,湖南省,2004,82.06,,,92.06,,
430000,湖南省,2003,81.79,,,91.91,,
430000,湖南省,2002,81.73,,,91.79,,
430000,湖南省,2001,81.62,,,91.7,,
430000,湖南省,2000,81.46,,,91.38,,
440000,广东省,2019,99.98,,99.97,99.98,,99.97
440000,广东省,2018,99.98,,99.97,99.98,,99.97
440000,广东省,2017,99.94,,99.99,99.93,,99.86
440000,广东省,2016,99.9,,99.9732684486,99.9,,99.9523084821
440000,广东省,2015,99.9007853602,,99.82,99.9022429699,,99.87
440000,广东省,2014,99.9005983846,,99.7963265814,99.8975890641,,99.8504105661
440000,广东省,2013,99.9021860504035,,99.8015110638062,99.8996853987914,,99.8027439143415
440000,广东省,2012,99.47,,98.89,99.43,,98.82
440000,广东省,2011,97.9999922835487,97.0440204254465,97.8580764078483,97.9999922835488,97.4463369041212,97.3220347968282
440000,广东省,2010,97.9992613581203,97.8537348956243,96.0597200622084,97.9980603144133,97.8341178484103,96.0514256091239
440000,广东省,2009,,,,,,
440000,广东省,2008,,,,,,
440000,广东省,2007,,,,,,
440000,广东省,2006,,,,,,
440000,广东省,2005,96.1,,,96.4,,
440000,广东省,2004,96.1,,,96.4,,
440000,广东省,2003,,,,,,
440000,广东省,2002,,,,,,
440000,广东省,2001,,,,,,
440000,广东省,2000,,,,,,
450000,广西壮族自治区,2019,97.81,,97.25,98.92,,98.58
450000,广西壮族自治区,2018,97.56,,96.92,98.78,,98.44
450000,广西壮族自治区,2017,97.21,,96.74,98.55,,98.3
450000,广西壮族自治区,2016,96.9,,96.3064904629,98.4,,98.0248681726
450000,广西壮族自治区,2015,96.7407483166,,96.17,98.3086445231,,97.95
450000,广西壮族自治区,2014,96.6026982912,,96.0713244765,98.1999096266,,97.9106140524
450000,广西壮族自治区,2013,96.2414639453082,,95.7196554608976,98.0044049668483,,97.7331589428164
450000,广西壮族自治区,2012,96.05,,95.49,97.74,,97.39
450000,广西壮族自治区,2011,95.2412055431728,93.6637271053397,94.5575820739969,96.9935071227832,93.0836321348968,96.5722888078282
450000,广西壮族自治区,2010,94.500751399987,92.4737010004574,93.5568815172242,96.4955165826867,91.9903836175585,95.8771812016154
450000,广西壮族自治区,2009,,,,,,
450000,广西壮族自治区,2008,,,,,,
450000,广西壮族自治区,2007,,,,,,
450000,广西壮族自治区,2006,,,,,,
450000,广西壮族自治区,2005,88.7,,,93.5,,
450000,广西壮族自治区,2004,86.7,,,91.5,,
450000,广西壮族自治区,2003,86.7,,,91.5,,
450000,广西壮族自治区,2002,86.7,,,91.5,,
450000,广西壮族自治区,2001,86.29,,,91,,
450000,广西壮族自治区,2000,85,,,90,,
460000,海南省,2019,99.06,,98.53,99.08,,98.56
460000,海南省,2018,99.06,,98.52,99.08,,98.56
460000,海南省,2017,99.05,,98.51,99.07,,98.55
460000,海南省,2016,96.82,,95.8900017572,95.78,,94.5510455105
460000,海南省,2015,96.5087853323,,95.39,95.4829204409,,93.93
460000,海南省,2014,96.4934864889,,95.3878555121,95.4658480768,,93.9224465958
460000,海南省,2013,96.4818325959929,,95.3703207361744,95.4517734978767,,93.8658089877602
460000,海南省,2012,96.48,,95.36,95.45,,93.83
460000,海南省,2011,96.4485418038551,96.3726464055716,95.3420985910392,95.4172572742391,95.1884549705905,93.8335325437358
460000,海南省,2010,96.4360053656506,96.3608400018502,95.4567770686204,95.4056616864795,95.1581941810445,94.076437931946
460000,海南省,2009,,,,,,
460000,海南省,2008,,,,,,
460000,海南省,2007,,,,,,
460000,海南省,2006,,,,,,
460000,海南省,2005,95.86,,,94.52,,
460000,海南省,2004,95.74,,,94.52,,
460000,海南省,2003,,,,94.47,,
460000,海南省,2002,,,,94.1,,
460000,海南省,2001,,,,94.11,,
460000,海南省,2000,,,,93.5,,
500000,重庆市,2019,99.17,,98.82,99.4,,99.17
500000,重庆市,2018,99.04,,98.64,99.27,,99.03
500000,重庆市,2017,98.96,,98.55,99.22,,98.88
500000,重庆市,2016,98.86,,98.4977350001,99.19,,98.9300523624
500000,重庆市,2015,98.6214150273,,98.1,99.0682033657,,98.76
500000,重庆市,2014,98.4358716301,,97.8827127092,98.9495060177,,98.6149515729
500000,重庆市,2013,98.3047400282344,,97.7272615105197,98.8813916206064,,98.5134661606266
500000,重庆市,2012,98.16,,97.58,98.76,,98.44
500000,重庆市,2011,98.0154081339206,97.118164343338,97.5865601311207,98.5563577472037,98.042046950915,98.2216758860889
500000,重庆市,2010,95.7104172963204,94.650767337992,94.613050728001,97.3876621453714,97.0023903944609,96.8507726952366
500000,重庆市,2009,,,,,,
500000,重庆市,2008,,,,,,
500000,重庆市,2007,,,,,,
500000,重庆市,2006,,,,,,
500000,重庆市,2005,,,,96,,
500000,重庆市,2004,92.26,,,95.73,,
500000,重庆市,2003,92.3,,,95.7,,
500000,重庆市,2002,91.5,,,94.9,,
500000,重庆市,2001,91,,,94.3,,
500000,重庆市,2000,89.9,,,93.7,,
510000,四川省,2019,98.23,,97.7,98.95,,98.75
510000,四川省,2018,97.84,,97.24,98.79,,98.57
510000,四川省,2017,97.42,,96.73,98.54,,98.18
510000,四川省,2016,97.19,,96.3829523312,98.29,,97.8600129068
510000,四川省,2015,97.1398926873,,96.4,98.235057944,,97.84
510000,四川省,2014,97.0439118021,,96.3370278477,98.0693996229,,97.5742675867
510000,四川省,2013,96.982505783439,,96.2588897001163,97.8898411394198,,97.3800359944596
510000,四川省,2012,96.78,,96.04,97.75,,97.26
510000,四川省,2011,96.6003445611729,95.9827097782553,95.8524803516599,97.6945260951805,97.1953342154572,97.1922008225649
510000,四川省,2010,96.2162595238916,94.8047150148943,95.3875500070511,97.3263555445267,96.9445653032678,96.7346787302106
510000,四川省,2009,,,,,,
510000,四川省,2008,,,,,,
510000,四川省,2007,,,,,,
510000,四川省,2006,,,,,,
510000,四川省,2005,95.4,,,96.7,,
510000,四川省,2004,95.34,,,96.39,,
510000,四川省,2003,94.83,,,95.54,,
510000,四川省,2002,94.07,,,95.08,,
510000,四川省,2001,93.66,,,94.46,,
510000,四川省,2000,92.85,,,93.61,,
520000,贵州省,2019,94.63,,94.13,97,,96.65
520000,贵州省,2018,93.92,,93.72,96.76,,96.7
520000,贵州省,2017,93.45,,93.12,96.47,,96.22
520000,贵州省,2016,93.02,,92.4238240773,96.13,,95.7345926441
520000,贵州省,2015,92.299511726,,91.47,95.9668842939,,95.5
520000,贵州省,2014,91.5191757619,,90.4756173004,95.3888580401,,94.7576006114
520000,贵州省,2013,89.9963760101284,,88.5478058564882,94.1018388218739,,93.4061760659861
520000,贵州省,2012,88.46,,86.59,92.99,,91.89
520000,贵州省,2011,88.0004487955331,85.0856650409765,86.1079026098662,92.8080515828398,89.7803527819355,91.7092327831823
520000,贵州省,2010,87.585650553077,84.2566766485363,85.6396508473289,92.5531992910835,88.1430055613274,91.4703485978115
520000,贵州省,2009,,,,,,
520000,贵州省,2008,,,,,,
520000,贵州省,2007,,,,,,
520000,贵州省,2006,,,,,,
520000,贵州省,2005,83.3,,,90.5,,
520000,贵州省,2004,82.1,,,89.6,,
520000,贵州省,2003,80,,,89.1,,
520000,贵州省,2002,79.4,,,88.2,,
520000,贵州省,2001,78.3,,,87.2,,
520000,贵州省,2000,76.2,,,85.3,,
530000,云南省,2019,98.95,,98.69,99.14,,98.89
530000,云南省,2018,98.69,,98.28,98.9,,98.52
530000,云南省,2017,98.39,,97.91,98.66,,98.26
530000,云南省,2016,97.37,,96.7037679044,98.24,,97.763890156
530000,云南省,2015,96.6971865944,,95.95,97.6798207838,,97.15
530000,云南省,2014,96.4820978961,,95.6731079566,97.4785558827,,96.8928062156
530000,云南省,2013,96.2747530596563,,95.4588856930296,97.2839781756679,,96.7054660910215
530000,云南省,2012,96.03,,95.21,97.04,,96.45
