省份编码,省份,年份,境内目的地和货源地进出口总额(千美元),境内货源地出口总额(千美元),境内目的地进口总额(千美元)
110000,北京市,2019,112276273.122,26507008.31,85769264.812
110000,北京市,2018,127418597.0,28307691.0,99110906.0
110000,北京市,2017,121618473.0,26480348.0,95138125.0
110000,北京市,2016,122322321.0,25455827.0,96866494.0
110000,北京市,2015,130775438.0,29001445.0,101773993.0
110000,北京市,2014,143110658.0,31648965.0,111461693.0
110000,北京市,2013,131560781.0,33221397.0,98339383.0
110000,北京市,2012,128665911.0,31247742.0,97418169.0
110000,北京市,2011,129300586.0,31625212.0,97675374.0
110000,北京市,2010,110694397.0,30717390.0,79977007.0
110000,北京市,2009,87087049.0,29153110.0,57933940.0
110000,北京市,2008,95041372.0,34718703.0,60322669.0
110000,北京市,2007,82037419.0,30235783.0,51801636.0
110000,北京市,2006,70460467.0,24933664.0,45526803.0
110000,北京市,2005,53485980.078,18396613.415,35089366.663
110000,北京市,2004,42819850.0,13116980.0,29702870.0
110000,北京市,2003,31334110.0,9959850.0,21374260.0
110000,北京市,2002,26702110.0,8336850.0,18365270.0
110000,北京市,2001,27638210.0,7913650.0,19724560.0
110000,北京市,2000,24243780.0,7667230.0,16576550.0
120000,天津市,2019,136369011.408,41251817.888,95117193.52
120000,天津市,2018,141741153.0,46051984.0,95689169.0
120000,天津市,2017,121694799.0,42641973.0,79052826.0
120000,天津市,2016,106973694.0,41657015.0,65316679.0
120000,天津市,2015,118960034.0,48359665.0,70600369.0
120000,天津市,2014,144420678.0,52011447.0,92409232.0
120000,天津市,2013,134600071.0,48929960.0,85670111.0
120000,天津市,2012,122847918.0,49060476.0,73787442.0
120000,天津市,2011,111679882.0,45066746.0,66613136.0
120000,天津市,2010,91611844.0,37771044.0,53840800.0
120000,天津市,2009,72034877.0,30375070.0,41659810.0
120000,天津市,2008,86903055.0,41500234.0,45402821.0
120000,天津市,2007,75563688.0,38160414.0,37403274.0
120000,天津市,2006,67283225.0,32690361.0,34592864.0
120000,天津市,2005,54631618.299,26032147.925,28599470.374
120000,天津市,2004,43236320.0,20478520.0,22757800.0
120000,天津市,2003,30030400.0,13849320.0,16181090.0
120000,天津市,2002,22850200.0,11083870.0,11766330.0
120000,天津市,2001,18270020.0,8869300.0,9400720.0
120000,天津市,2000,17156250.0,7674270.0,9481980.0
130000,河北省,2019,94725111.553,48058168.001,46666943.552
130000,河北省,2018,87470745.0,49495297.0,37975448.0
130000,河北省,2017,81535443.0,43733467.0,37801976.0
130000,河北省,2016,74991455.0,43998270.0,30993185.0
130000,河北省,2015,80249186.0,47655764.0,32593422.0
130000,河北省,2014,94268762.0,49137848.0,45130914.0
130000,河北省,2013,90219355.0,40844047.0,49375309.0
130000,河北省,2012,82288995.0,37273277.0,45015718.0
130000,河北省,2011,84150234.0,35851701.0,48298533.0
130000,河北省,2010,62052401.0,27973608.0,34078793.0
130000,河北省,2009,40267278.0,19192270.0,21075010.0
130000,河北省,2008,50884790.0,29134176.0,21750614.0
130000,河北省,2007,34471867.0,21806045.0,12665822.0
130000,河北省,2006,23477057.0,15193903.0,8283154.0
130000,河北省,2005,19327786.811,12033612.677,7294174.134
130000,河北省,2004,15279660.0,9709520.0,5570130.0
130000,河北省,2003,9685890.0,5939930.0,3745960.0
130000,河北省,2002,6829080.0,4157680.0,2671390.0
130000,河北省,2001,5815730.0,3470690.0,2345040.0
130000,河北省,2000,5487110.0,3278140.0,2208970.0
140000,山西省,2019,22857960.017,14732883.199,8125076.818
140000,山西省,2018,24650256.0,16503838.0,8146419.0
140000,山西省,2017,20787577.0,13855019.0,6932558.0
140000,山西省,2016,18839342.0,12527310.0,6312032.0
140000,山西省,2015,17446909.0,11438658.0,6008251.0
140000,山西省,2014,18511600.0,11609444.0,6902156.0
140000,山西省,2013,17160927.0,9749371.0,7411556.0
140000,山西省,2012,16591735.0,8446886.0,8144849.0
140000,山西省,2011,16222262.0,7684748.0,8537514.0
140000,山西省,2010,13859853.0,6740977.0,7118876.0
140000,山西省,2009,9322622.0,4097510.0,5225120.0
140000,山西省,2008,20192977.0,14377574.0,5815402.0
140000,山西省,2007,15237840.0,9617350.0,5620484.0
140000,山西省,2006,9661569.0,6568105.0,3093463.0
140000,山西省,2005,9093166.882,6304922.872,2788244.01
140000,山西省,2004,9069290.0,7196090.0,1873200.0
140000,山西省,2003,5179260.0,3735150.0,1444120.0
140000,山西省,2002,3597390.0,2751550.0,845840.0
140000,山西省,2001,3271540.0,2587320.0,684220.0
140000,山西省,2000,2791540.0,2090940.0,700600.0
150000,内蒙古自治区,2019,20121192.275,7377207.545,12743984.73
150000,内蒙古自治区,2018,19834851.0,7480546.0,12354305.0
150000,内蒙古自治区,2017,15893414.0,5809397.0,10084017.0
150000,内蒙古自治区,2016,13224718.0,5195695.0,8029024.0
150000,内蒙古自治区,2015,13906054.0,6134039.0,7772015.0
150000,内蒙古自治区,2014,15294779.0,6400176.0,8894604.0
150000,内蒙古自治区,2013,14389456.0,5255530.0,9133927.0
150000,内蒙古自治区,2012,13969178.0,5393992.0,8575186.0
150000,内蒙古自治区,2011,14823396.0,6044969.0,8778427.0
150000,内蒙古自治区,2010,11682032.0,4356991.0,7325041.0
150000,内蒙古自治区,2009,9463709.0,3839330.0,5624380.0
150000,内蒙古自治区,2008,10433512.0,4598295.0,5835218.0
150000,内蒙古自治区,2007,9090733.0,3803649.0,5287084.0
150000,内蒙古自治区,2006,6112858.0,2694427.0,3418431.0
150000,内蒙古自治区,2005,5304183.21,2287425.424,3016757.786
150000,内蒙古自治区,2004,4374790.0,1887090.0,2487690.0
150000,内蒙古自治区,2003,3226320.0,1525670.0,1700650.0
150000,内蒙古自治区,2002,2665380.0,1032120.0,1633260.0
150000,内蒙古自治区,2001,2185250.0,896950.0,1288300.0
150000,内蒙古自治区,2000,2386270.0,1114000.0,1272270.0
210000,辽宁省,2019,133837006.965,55803737.809,78033269.156
