省份编码,省份,年份,境内目的地和货源地进出口总额(千美元),境内货源地出口总额(千美元),境内目的地进口总额(千美元)
210000,辽宁省,2018,134075576.0,57989756.0,76085821.0
210000,辽宁省,2017,112533837.0,49426692.0,63107145.0
210000,辽宁省,2016,96128240.0,44813626.0,51314614.0
210000,辽宁省,2015,107073187.0,51100238.0,55972948.0
210000,辽宁省,2014,125388776.0,55660612.0,69728164.0
210000,辽宁省,2013,121360506.0,53407910.0,67952596.0
210000,辽宁省,2012,118337842.0,52517153.0,65820689.0
210000,辽宁省,2011,112951437.0,51142152.0,61809285.0
210000,辽宁省,2010,95291803.0,42942826.0,52348977.0
210000,辽宁省,2009,69847320.0,32717460.0,37129860.0
210000,辽宁省,2008,82163851.0,42155965.0,40007885.0
210000,辽宁省,2007,65180109.0,35636825.0,29543284.0
210000,辽宁省,2006,52423433.0,28369638.0,24053794.0
210000,辽宁省,2005,47037187.554,24671615.878,22365571.676
210000,辽宁省,2004,39933980.0,19585520.0,20348460.0
210000,辽宁省,2003,29861370.0,15047080.0,14814290.0
210000,辽宁省,2002,23426330.0,12059890.0,11366440.0
210000,辽宁省,2001,21038850.0,10748320.0,10290530.0
210000,辽宁省,2000,20067470.0,10589470.0,9478000.0
220000,吉林省,2019,19244942.73,5279726.787,13965215.943
220000,吉林省,2018,21541666.0,5586849.0,15954817.0
220000,吉林省,2017,19792923.0,5257745.0,14535178.0
220000,吉林省,2016,19241341.0,4907255.0,14334086.0
220000,吉林省,2015,19978890.0,5363260.0,14615630.0
220000,吉林省,2014,27036804.0,6246157.0,20790647.0
220000,吉林省,2013,25190658.0,5698954.0,19491704.0
220000,吉林省,2012,24478358.0,6027706.0,18450652.0
220000,吉林省,2011,23052112.0,5433918.0,17618194.0
220000,吉林省,2010,17023129.0,4506504.0,12516625.0
220000,吉林省,2009,11883085.0,3346970.0,8536110.0
220000,吉林省,2008,13622557.0,4919214.0,8703343.0
220000,吉林省,2007,11307211.0,4039049.0,7268162.0
220000,吉林省,2006,8701439.0,3117468.0,5583971.0
220000,吉林省,2005,7361648.003,2764163.676,4597484.327
220000,吉林省,2004,7486700.0,1916740.0,5569950.0
220000,吉林省,2003,6730230.0,2408560.0,4321670.0
220000,吉林省,2002,4074320.0,1868100.0,2206220.0
220000,吉林省,2001,3502430.0,1529800.0,1972630.0
220000,吉林省,2000,2985320.0,1486930.0,1498390.0
230000,黑龙江省,2019,24875503.452,5627287.651,19248215.801
230000,黑龙江省,2018,23736077.0,4816218.0,18919858.0
230000,黑龙江省,2017,16706937.0,5270189.0,11436748.0
230000,黑龙江省,2016,13941687.0,4919552.0,9022135.0
230000,黑龙江省,2015,16323507.0,6317205.0,10006302.0
230000,黑龙江省,2014,29423936.0,12166562.0,17257374.0
230000,黑龙江省,2013,27396382.0,12238899.0,15157482.0
230000,黑龙江省,2012,28213021.0,9907607.0,18305414.0
230000,黑龙江省,2011,26161719.0,9246685.0,16915034.0
230000,黑龙江省,2010,18339018.0,8505651.0,9833367.0
230000,黑龙江省,2009,13360872.0,6353500.0,7007380.0
230000,黑龙江省,2008,20419761.0,9290806.0,11128955.0
230000,黑龙江省,2007,18428958.0,10051907.0,8377051.0
230000,黑龙江省,2006,14072426.0,7013874.0,7058552.0
230000,黑龙江省,2005,10469117.805,5789388.02,4679729.785
230000,黑龙江省,2004,7182840.0,3719910.0,3462930.0
230000,黑龙江省,2003,6215140.0,3725030.0,2490110.0
230000,黑龙江省,2002,4687660.0,2412390.0,2275260.0
230000,黑龙江省,2001,4102270.0,2176000.0,1926270.0
230000,黑龙江省,2000,3992590.0,2423930.0,1568660.0
310000,上海市,2019,473699895.45,170097114.714,303602780.736
310000,上海市,2018,485863759.0,181023164.0,304840596.0
310000,上海市,2017,447349338.0,174126852.0,273222487.0
310000,上海市,2016,404613805.0,166380768.0,238233037.0
310000,上海市,2015,423037090.0,178698571.0,244338519.0
310000,上海市,2014,452602727.0,191946645.0,260656082.0
310000,上海市,2013,434277989.0,188785908.0,245492081.0
310000,上海市,2012,434157120.0,193542446.0,240614674.0
310000,上海市,2011,433149471.0,198529115.0,234620356.0
310000,上海市,2010,365443299.0,173254760.0,192188539.0
310000,上海市,2009,273329023.0,136042080.0,137286940.0
310000,上海市,2008,313882714.0,160470132.0,153412581.0
310000,上海市,2007,273870265.0,137296462.0,136573803.0
310000,上海市,2006,221232695.0,108473851.0,112758844.0
310000,上海市,2005,181504743.36,86582707.275,94922036.085
310000,上海市,2004,156799340.0,69731250.0,87068080.0
310000,上海市,2003,110515960.0,45832920.0,64683050.0
310000,上海市,2002,72251290.0,31012880.0,41238410.0
310000,上海市,2001,60706520.0,26864820.0,33841700.0
310000,上海市,2000,54703360.0,24639610.0,30063750.0
320000,江苏省,2019,678525760.197,402978293.941,275547466.256
320000,江苏省,2018,717129543.0,417161583.0,299967960.0
320000,江苏省,2017,636491742.0,374970065.0,261521677.0
320000,江苏省,2016,547135749.0,330958749.0,216177000.0
320000,江苏省,2015,580973225.0,348833363.0,232139862.0
320000,江苏省,2014,609129471.0,350558448.0,258571024.0
320000,江苏省,2013,593295283.0,333804198.0,259491086.0
320000,江苏省,2012,588665944.0,334240292.0,254425652.0
320000,江苏省,2011,581244010.0,324438965.0,256805045.0
320000,江苏省,2010,498782575.0,281448647.0,217333928.0
320000,江苏省,2009,365931940.0,207359420.0,158572520.0
320000,江苏省,2008,430466996.0,245207977.0,185259019.0
320000,江苏省,2007,372247464.0,207658364.0,164589100.0
320000,江苏省,2006,299041182.0,162981956.0,136059227.0
320000,江苏省,2005,238475213.885,124596788.335,113878425.55
320000,江苏省,2004,179541670.0,88039410.0,91502260.0
320000,江苏省,2003,121283890.0,59586710.0,61697180.0
320000,江苏省,2002,74488880.0,39014820.0,35474070.0
320000,江苏省,2001,54478660.0,29387820.0,25090840.0
320000,江苏省,2000,49194370.0,26376940.0,22817430.0
330000,浙江省,2019,451712935.725,339583066.815,112129868.91
330000,浙江省,2018,441449406.0,327935809.0,113513597.0
330000,浙江省,2017,383972917.0,292397259.0,91575657.0
330000,浙江省,2016,343449195.0,273449699.0,69999496.0
330000,浙江省,2015,359058830.0,283002530.0,76056300.0
330000,浙江省,2014,378269557.0,281104038.0,97165519.0
330000,浙江省,2013,365507579.0,262413568.0,103094011.0
330000,浙江省,2012,348187333.0,244665427.0,103521906.0
330000,浙江省,2011,351406670.0,239007397.0,112399273.0
330000,浙江省,2010,287250079.0,200943638.0,86306441.0
330000,浙江省,2009,210711732.0,147673760.0,63037970.0
330000,浙江省,2008,244407345.0,168048327.0,76359018.0
330000,浙江省,2007,199199123.0,136962034.0,62237089.0
330000,浙江省,2006,160075423.0,107596812.0,52478612.0
330000,浙江省,2005,123810567.101,81551039.691,42259527.41
330000,浙江省,2004,94659210.0,61152620.0,33506580.0
330000,浙江省,2003,66318070.0,44385100.0,21932980.0
330000,浙江省,2002,46354820.0,31564710.0,14790110.0
330000,浙江省,2001,36914370.0,24261100.0,12653270.0
330000,浙江省,2000,31521700.0,20482140.0,11039560.0
340000,安徽省,2019,63777582.127,39854203.018,23923379.109
340000,安徽省,2018,59401247.0,36485337.0,22915911.0
340000,安徽省,2017,50986811.0,30006191.0,20980620.0
340000,安徽省,2016,40968838.0,25966290.0,15002548.0
340000,安徽省,2015,42492885.0,27654074.0,14838811.0
340000,安徽省,2014,43202619.0,26509456.0,16693162.0
340000,安徽省,2013,38927526.0,22460220.0,16467306.0
340000,安徽省,2012,32959345.0,20646746.0,12312599.0
340000,安徽省,2011,30330579.0,15729741.0,14600838.0
340000,安徽省,2010,23380075.0,10927052.0,12453023.0
340000,安徽省,2009,15655212.0,8423350.0,7231860.0
340000,安徽省,2008,19550572.0,10752847.0,8797725.0
340000,安徽省,2007,15737801.0,8476691.0,7261110.0
340000,安徽省,2006,12250270.0,6607672.0,5642599.0
340000,安徽省,2005,9263713.375,5080646.544,4183066.831
340000,安徽省,2004,6990910.0,3559080.0,3431830.0
340000,安徽省,2003,5674990.0,2768770.0,2906210.0
340000,安徽省,2002,4204730.0,2326310.0,1878420.0
340000,安徽省,2001,3645220.0,2169700.0,1475520.0
340000,安徽省,2000,3689830.0,2119420.0,1570410.0
350000,福建省,2019,174770859.945,108816301.625,65954558.32
350000,福建省,2018,172830265.0,104993851.0,67836414.0
350000,福建省,2017,153077460.0,92243657.0,60833803.0
350000,福建省,2016,136803679.0,87229746.0,49573932.0
350000,福建省,2015,147566396.0,93795161.0,53771234.0
350000,福建省,2014,164503718.0,97584603.0,66919115.0
350000,福建省,2013,154483026.0,94313703.0,60169323.0
350000,福建省,2012,146191032.0,88827145.0,57363887.0
350000,福建省,2011,134574210.0,80716603.0,53857607.0
350000,福建省,2010,110549663.0,66618742.0,43930921.0
350000,福建省,2009,81239519.0,51110480.0,30129040.0
350000,福建省,2008,86719602.0,55940716.0,30778886.0
350000,福建省,2007,75289960.0,49147162.0,26142798.0
350000,福建省,2006,64888324.0,41722417.0,23165907.0
350000,福建省,2005,56799083.5,35945507.045,20853576.455
350000,福建省,2004,49847460.0,30550720.0,19296740.0
350000,福建省,2003,38562620.0,23467630.0,15094990.0
350000,福建省,2002,30329180.0,18387270.0,11941910.0
350000,福建省,2001,24386630.0,14790420.0,9596210.0
350000,福建省,2000,22957260.0,13622820.0,9334440.0
360000,江西省,2019,44353195.584,29175834.604,15177360.98
360000,江西省,2018,41168590.0,26940844.0,14227746.0
360000,江西省,2017,36920040.0,24806870.0,12113170.0
360000,江西省,2016,35362246.0,24149472.0,11212774.0
360000,江西省,2015,40650781.0,30140499.0,10510283.0
360000,江西省,2014,39113157.0,27088555.0,12024602.0
360000,江西省,2013,33652422.0,23300616.0,10351807.0
360000,江西省,2012,30235671.0,20021054.0,10214617.0
360000,江西省,2011,27990268.0,16649591.0,11340677.0
360000,江西省,2010,20953163.0,11807260.0,9145903.0
360000,江西省,2009,13830938.0,7568210.0,6262730.0
360000,江西省,2008,15007149.0,7787618.0,7219531.0
360000,江西省,2007,10312510.0,5463340.0,4849170.0
360000,江西省,2006,7252005.0,3952527.0,3299478.0
360000,江西省,2005,4959212.556,2654003.147,2305209.409
360000,江西省,2004,4817820.0,2607830.0,2209990.0
360000,江西省,2003,2956840.0,1415020.0,1541820.0
360000,江西省,2002,1996780.0,1057920.0,938870.0
360000,江西省,2001,1803580.0,1092300.0,711280.0
360000,江西省,2000,2052060.0,1188370.0,863690.0
370000,山东省,2019,358756242.785,171044268.612,187711974.173
370000,山东省,2018,364113945.0,173449241.0,190664704.0
370000,山东省,2017,316287087.0,157295413.0,158991674.0
370000,山东省,2016,273396221.0,144313261.0,129082960.0
370000,山东省,2015,278374392.0,148494356.0,129880036.0
370000,山东省,2014,328410133.0,154997124.0,173413009.0
370000,山东省,2013,314942087.0,141546096.0,173395991.0
370000,山东省,2012,296646415.0,135935882.0,160710533.0
370000,山东省,2011,284555786.0,134492496.0,150063290.0
370000,山东省,2010,225160272.0,110300655.0,114859617.0
370000,山东省,2009,163522155.0,82685130.0,80837030.0
370000,山东省,2008,187643589.0,96673444.0,90970145.0
370000,山东省,2007,140801182.0,78212412.0,62588770.0
370000,山东省,2006,110635586.0,60343028.0,50292558.0
370000,山东省,2005,89115275.555,47721022.234,41394253.321
370000,山东省,2004,69415910.0,37178480.0,32237430.0
370000,山东省,2003,49411170.0,27694000.0,21717170.0
370000,山东省,2002,37369540.0,21500690.0,15868860.0
370000,山东省,2001,32329660.0,18477880.0,13851780.0
370000,山东省,2000,28249970.0,16092670.0,12157300.0
410000,河南省,2019,87995896.36,59294095.023,28701801.337
410000,河南省,2018,87489895.0,57855072.0,29634823.0
410000,河南省,2017,81368935.0,50121897.0,31247038.0
410000,河南省,2016,74113830.0,45322734.0,28791097.0
410000,河南省,2015,76956551.0,45778701.0,31177851.0
410000,河南省,2014,68475147.0,42533523.0,25941624.0
410000,河南省,2013,62773584.0,38577788.0,24195796.0
410000,河南省,2012,54333078.0,31930719.0,22402359.0
410000,河南省,2011,35587598.0,21672548.0,13915050.0
410000,河南省,2010,20015285.0,12194283.0,7821002.0
410000,河南省,2009,15068244.0,8772240.0,6296010.0
410000,河南省,2008,19888599.0,12419694.0,7468905.0
410000,河南省,2007,14206757.0,9099227.0,5107530.0
410000,河南省,2006,10982153.0,7198528.0,3783625.0
410000,河南省,2005,9065803.507,5613204.48,3452599.027
410000,河南省,2004,7355470.0,4400230.0,2955240.0
410000,河南省,2003,5582530.0,3330740.0,2251790.0
410000,河南省,2002,3730420.0,2335710.0,1394710.0
410000,河南省,2001,3422950.0,1839850.0,1583100.0
410000,河南省,2000,3123890.0,1586830.0,1537060.0
420000,湖北省,2019,53768497.685,31874664.413,21893833.272
420000,湖北省,2018,51296470.0,31657586.0,19638884.0
420000,湖北省,2017,46200729.0,29011001.0,17189728.0
420000,湖北省,2016,39015438.0,24763261.0,14252178.0
420000,湖北省,2015,44562804.0,27098192.0,17464613.0
420000,湖北省,2014,40847179.0,23980341.0,16866838.0
420000,湖北省,2013,35635283.0,20985995.0,14649289.0
420000,湖北省,2012,32437827.0,18753741.0,13684086.0
420000,湖北省,2011,33749697.0,19078254.0,14671443.0
420000,湖北省,2010,26029026.0,13909983.0,12119043.0
420000,湖北省,2009,17672935.0,9432900.0,8240040.0
420000,湖北省,2008,21359657.0,11439240.0,9920417.0
420000,湖北省,2007,15310547.0,8023871.0,7286676.0
420000,湖北省,2006,12113245.0,5900096.0,6213148.0
420000,湖北省,2005,9992859.938,4193841.033,5799018.905
420000,湖北省,2004,7558720.0,3251590.0,4307130.0
420000,湖北省,2003,5808310.0,2565640.0,3242680.0
420000,湖北省,2002,4532140.0,2073350.0,2458790.0
420000,湖北省,2001,4164370.0,1796360.0,2368010.0
420000,湖北省,2000,3892640.0,1899770.0,1992870.0
430000,湖南省,2019,42098738.262,26328412.945,15770325.317
430000,湖南省,2018,35457492.0,21027497.0,14429995.0
430000,湖南省,2017,30007933.0,17669529.0,12338404.0
430000,湖南省,2016,23153962.0,14274999.0,8878963.0
430000,湖南省,2015,29304113.0,19085350.0,10218763.0
430000,湖南省,2014,28300139.0,17090676.0,11209463.0
430000,湖南省,2013,24316065.0,14402966.0,9913099.0
430000,湖南省,2012,21452338.0,12342022.0,9110316.0
430000,湖南省,2011,20103033.0,10969476.0,9133557.0
430000,湖南省,2010,15608365.0,8577590.0,7030775.0
430000,湖南省,2009,11607393.0,6237920.0,5369480.0
430000,湖南省,2008,13599237.0,8819610.0,4779627.0
430000,湖南省,2007,10195789.0,6591615.0,3604174.0
430000,湖南省,2006,7978492.0,5179244.0,2799248.0
430000,湖南省,2005,6959649.82,3856069.106,3103580.714
430000,湖南省,2004,6082260.0,3144160.0,2938090.0
430000,湖南省,2003,4698950.0,2163860.0,2535090.0
430000,湖南省,2002,3273370.0,1803550.0,1469810.0
430000,湖南省,2001,2923250.0,1741550.0,1181700.0
430000,湖南省,2000,2992260.0,1631900.0,1360360.0
440000,广东省,2019,1184265366.8,719914858.546,464350508.254
440000,广东省,2018,1211248119.0,707722635.0,503525484.0
440000,广东省,2017,1113658915.0,676314303.0,437344611.0
440000,广东省,2016,1060123561.0,654136517.0,405987043.0
440000,广东省,2015,1165188477.0,730187959.0,435000517.0
440000,广东省,2014,1241942533.0,745309548.0,496632985.0
440000,广东省,2013,1281191589.0,731763406.0,549428183.0
440000,广东省,2012,1115328415.0,636221692.0,479106723.0
440000,广东省,2011,1006793963.0,563216000.0,443577963.0
440000,广东省,2010,834006174.0,467177014.0,366829160.0
440000,广东省,2009,631988524.0,362390490.0,269598040.0
440000,广东省,2008,717776810.0,411250554.0,306526255.0
440000,广东省,2007,652413970.0,373360854.0,279053116.0
440000,广东省,2006,541829876.0,305464308.0,236365568.0
440000,广东省,2005,439184106.238,240975110.847,198208995.391
440000,广东省,2004,363353600.0,192410670.0,170942930.0
440000,广东省,2003,289229940.0,153709920.0,135520020.0
440000,广东省,2002,225451380.0,119091560.0,106359820.0
440000,广东省,2001,180013140.0,95828600.0,84184540.0
440000,广东省,2000,175487530.0,93427920.0,82059610.0
450000,广西壮族自治区,2019,65330813.283,19323094.977,46007718.306
450000,广西壮族自治区,2018,60733956.0,17713858.0,43020098.0
450000,广西壮族自治区,2017,52599526.0,14399551.0,38199975.0
450000,广西壮族自治区,2016,43905059.0,12626172.0,31278887.0
450000,广西壮族自治区,2015,46212479.0,14055622.0,32156857.0
450000,广西壮族自治区,2014,44887518.0,13042588.0,31844930.0
450000,广西壮族自治区,2013,38696068.0,9395611.0,29300458.0
450000,广西壮族自治区,2012,40874720.0,9215001.0,31659719.0
450000,广西壮族自治区,2011,32321150.0,8590643.0,23730507.0
450000,广西壮族自治区,2010,19548810.0,6524509.0,13024301.0
450000,广西壮族自治区,2009,13559901.0,4962760.0,8597140.0
450000,广西壮族自治区,2008,14864271.0,6839992.0,8024279.0
450000,广西壮族自治区,2007,10466657.0,4906228.0,5560429.0
450000,广西壮族自治区,2006,7609710.0,3831115.0,3778595.0
450000,广西壮族自治区,2005,5762804.464,2871988.447,2890816.017
450000,广西壮族自治区,2004,4832100.0,2314410.0,2517680.0
450000,广西壮族自治区,2003,3221680.0,1777050.0,1444630.0
450000,广西壮族自治区,2002,2606940.0,1476650.0,1130290.0
450000,广西壮族自治区,2001,2082080.0,1351090.0,730990.0
450000,广西壮族自治区,2000,2284960.0,1640480.0,644480.0
460000,海南省,2019,17174166.522,4848835.439,12325331.083
460000,海南省,2018,18094613.0,4645913.0,13448700.0
460000,海南省,2017,13650343.0,4301655.0,9348688.0
460000,海南省,2016,12174435.0,3468793.0,8705643.0
460000,海南省,2015,15515190.0,4267926.0,11247264.0
460000,海南省,2014,16927812.0,4185305.0,12742508.0
460000,海南省,2013,14758044.0,3172930.0,11585114.0
460000,海南省,2012,14560535.0,2807028.0,11753507.0
460000,海南省,2011,13449047.0,2233096.0,11215951.0
460000,海南省,2010,10370545.0,2162036.0,8208509.0
460000,海南省,2009,8483182.0,1745290.0,6737890.0
460000,海南省,2008,9590464.0,1666015.0,7924450.0
460000,海南省,2007,7072322.0,1661709.0,5410613.0
460000,海南省,2006,3392373.0,1099573.0,2292800.0
460000,海南省,2005,2119886.895,852037.609,1267849.286
460000,海南省,2004,2899830.0,824920.0,2074910.0
460000,海南省,2003,1911510.0,648420.0,1263090.0
460000,海南省,2002,1793120.0,674610.0,1118510.0
460000,海南省,2001,1631030.0,637290.0,993740.0
460000,海南省,2000,1094200.0,608530.0,485670.0
500000,重庆市,2019,75555894.222,49718423.161,25837471.061
500000,重庆市,2018,68192954.0,45972395.0,22220559.0
500000,重庆市,2017,56569753.0,37829049.0,18740704.0
500000,重庆市,2016,51850663.0,33555244.0,18295419.0
500000,重庆市,2015,58711825.0,39938076.0,18773749.0
500000,重庆市,2014,82558569.0,51903012.0,30655557.0
500000,重庆市,2013,58785234.0,38211396.0,20573837.0
500000,重庆市,2012,45240933.0,31046721.0,14194212.0
500000,重庆市,2011,24479549.0,14956910.0,9522639.0
500000,重庆市,2010,11829314.0,6994449.0,4834865.0
500000,重庆市,2009,7717088.0,4113720.0,3603370.0
500000,重庆市,2008,9048359.0,5340246.0,3708112.0
500000,重庆市,2007,7160661.0,4222718.0,2937943.0
500000,重庆市,2006,5310636.0,3092424.0,2218212.0
500000,重庆市,2005,4230824.356,2397639.459,1833184.897
500000,重庆市,2004,3730120.0,1876080.0,1854040.0
500000,重庆市,2003,2559270.0,1489690.0,1069580.0
500000,重庆市,2002,2023130.0,1116150.0,906980.0
500000,重庆市,2001,2137180.0,1171660.0,965520.0
500000,重庆市,2000,1851070.0,1060480.0,790590.0
510000,四川省,2019,104397764.738,52780592.57,51617172.168
510000,四川省,2018,93226695.0,47776512.0,45450183.0
510000,四川省,2017,66617526.0,35168990.0,31448536.0
510000,四川省,2016,48056738.0,26201508.0,21855230.0
510000,四川省,2015,46941771.0,28386781.0,18554990.0
510000,四川省,2014,61236892.0,36684024.0,24552869.0
510000,四川省,2013,55094683.0,32760464.0,22334219.0
510000,四川省,2012,51702023.0,31155671.0,20546352.0
510000,四川省,2011,40111614.0,21633582.0,18478032.0
510000,四川省,2010,26296365.0,12402904.0,13893461.0
510000,四川省,2009,21515696.0,11521810.0,9993890.0
510000,四川省,2008,19927170.0,10665572.0,9261597.0
510000,四川省,2007,13615350.0,7312123.0,6303221.0
510000,四川省,2006,10672799.0,5676118.0,4996682.0
510000,四川省,2005,7674567.423,4092370.878,3582196.545
510000,四川省,2004,6694060.0,3488040.0,3206020.0
510000,四川省,2003,5779910.0,3028360.0,2751560.0
510000,四川省,2002,4461450.0,2629830.0,1831610.0
510000,四川省,2001,3360300.0,1684500.0,1675800.0
510000,四川省,2000,2777520.0,1433600.0,1343920.0
520000,贵州省,2019,6929307.861,5209546.029,1719761.832
520000,贵州省,2018,8357487.0,5744218.0,2613269.0
520000,贵州省,2017,8120551.0,5500422.0,2620129.0
520000,贵州省,2016,5204057.0,3992114.0,1211943.0
520000,贵州省,2015,7829738.0,5449792.0,2379946.0
520000,贵州省,2014,5138088.0,3580049.0,1558039.0
520000,贵州省,2013,4757003.0,3209490.0,1547513.0
520000,贵州省,2012,5052435.0,3146073.0,1906362.0
520000,贵州省,2011,4919560.0,2634109.0,2285451.0
520000,贵州省,2010,3458362.0,2015614.0,1442748.0
520000,贵州省,2009,2727164.0,1527770.0,1199390.0
520000,贵州省,2008,4806651.0,2741435.0,2065216.0
520000,贵州省,2007,3201245.0,2039767.0,1161478.0
520000,贵州省,2006,2212582.0,1350634.0,861948.0
520000,贵州省,2005,2039464.879,1134954.282,904510.597
520000,贵州省,2004,2370370.0,1268380.0,1101990.0
520000,贵州省,2003,1553440.0,811820.0,741620.0
520000,贵州省,2002,980290.0,565510.0,414780.0
520000,贵州省,2001,866690.0,512810.0,353880.0
520000,贵州省,2000,856460.0,481660.0,374800.0
