年份,城市传染病(不含呼吸道结核)粗死亡率,城市呼吸道结核粗死亡率,城市寄生虫病粗死亡率,城市恶性肿瘤粗死亡率,"城市血液,造血器官及免疫疾病粗死亡率","城市内分泌,营养和代谢疾病粗死亡率",城市精神障碍粗死亡率,城市神经系统疾病粗死亡率,城市心脏病粗死亡率,城市脑血管病粗死亡率,城市呼吸系统疾病粗死亡率,城市消化系统疾病粗死亡率,城市肌肉骨骼和结缔组织疾病粗死亡率,城市泌尿生殖系统疾病粗死亡率,"城市妊娠,分娩产褥期并发症粗死亡率",城市围生期疾病粗死亡率,"城市先天畸形,变形和染色体异常粗死亡率",城市诊断不明粗死亡率,城市其他疾病粗死亡率,城市损伤和中毒外部原因粗死亡率,城市男性传染病(不含呼吸道结核)粗死亡率,城市男性呼吸道结核粗死亡率,城市男性寄生虫病粗死亡率,城市男性恶性肿瘤粗死亡率,"城市男性血液,造血器官及免疫疾病粗死亡率","城市男性内分泌,营养和代谢疾病粗死亡率",城市男性精神障碍粗死亡率,城市男性神经系统疾病粗死亡率,城市男性心脏病粗死亡率,城市男性脑血管病粗死亡率,城市男性呼吸系统疾病粗死亡率,城市男性消化系统疾病粗死亡率,城市男性肌肉骨骼和结缔组织疾病粗死亡率,城市男性泌尿生殖系统疾病粗死亡率,城市男性围生期疾病粗死亡率,"城市男性先天畸形,变形和染色体异常粗死亡率",城市男性诊断不明粗死亡率,城市男性其他疾病粗死亡率,城市男性损伤和中毒外部原因粗死亡率,城市女性传染病(不含呼吸道结核)粗死亡率,城市女性呼吸道结核粗死亡率,城市女性寄生虫病粗死亡率,城市女性恶性肿瘤粗死亡率,"城市女性血液,造血器官及免疫疾病粗死亡率","城市女性内分泌,营养和代谢疾病粗死亡率",城市女性精神障碍粗死亡率,城市女性神经系统疾病粗死亡率,城市女性心脏病粗死亡率,城市女性脑血管病粗死亡率,城市女性呼吸系统疾病粗死亡率,城市女性消化系统疾病粗死亡率,城市女性肌肉骨骼和结缔组织疾病粗死亡率,城市女性泌尿生殖系统疾病粗死亡率,"城市女性妊娠,分娩产褥期并发症粗死亡率",城市女性围生期疾病粗死亡率,"城市女性先天畸形,变形和染色体异常粗死亡率",城市女性诊断不明粗死亡率,城市女性其他疾病粗死亡率,城市女性损伤和中毒外部原因粗死亡率
2019,,,0.065614873,161.563925,1.348279809,21.4433638,3.101890204,9.135283602,148.5086819,129.4126373,65.01693097,14.85965212,2.421400473,6.595353036,0.056090133,1.135560624,1.171542974,3.047916679,6.446132115,36.06278082,,,0.06889213,203.0104942,1.365316762,21.08099184,2.912258231,9.210669045,153.4582639,142.8447005,77.67900827,17.79295836,1.874700998,7.49462871,1.342352719,1.275548229,4.141878374,5.233714255,45.02205091,,,0.062245384,118.9509292,1.330763386,21.81593396,3.296858969,9.057776595,143.4198043,115.6025568,51.99850611,11.84379414,2.983485656,5.670769138,0.113758806,0.9229488,1.064610709,1.923167732,7.692670928,26.8513709
2018,5.96,,0.04,163.18,1.43,21.15,2.96,8.62,146.34,128.88,68.02,14.54,2.49,6.84,0.05,1.3,1.33,2.56,6.42,35.63,8.23,,0.05,205.0,1.42,20.47,2.79,8.63,150.13,141.63,80.25,17.74,1.96,7.81,1.54,1.45,3.45,5.07,44.84,3.61,,0.03,120.01,1.44,21.85,3.12,8.62,142.42,115.72,55.39,11.23,3.03,5.83,0.1,1.05,1.22,1.64,7.82,26.13
2017,6.1610756015,,0.0305652227,160.7239486521,1.2990219642,20.5223638039,2.7148467436,7.8356131587,141.6130431673,126.5825949112,67.204191767,14.5337633875,2.3426059959,6.7156160703,0.079687902,1.5948496552,1.4507564625,2.1603062749,5.9984249522,36.3442330045,8.7050594851,,0.0430198146,201.5263215122,1.3895400117,19.6084314965,2.5983968021,7.9995345256,144.8132999198,139.1088725034,78.752072614,18.0382082634,1.8283421207,7.7048487956,1.9251367035,1.5422603536,2.8844785692,4.8418801337,46.5108725591,3.5396718979,,0.0177316063,118.6798570903,1.2057492251,21.4641093671,2.8348405494,7.6667032529,138.3153945628,113.6751112259,55.3048798976,10.9226694508,2.8725202127,5.6962785082,0.161800907,1.2545111423,1.3564678782,1.4140955985,7.1901663349,25.8681970698
2016,,,0.0542561552,160.072612821,1.3677072451,20.4308334339,2.715068432,7.5020437898,138.6990786909,126.4077988702,69.0341754435,14.046692508,2.2482394302,6.5774284787,0.0926875984,1.8718373536,1.5542127785,2.1838102459,6.0552129851,37.338407791,,,0.0535240825,200.9650882705,1.4027769944,19.4180910819,2.6048386796,7.6271817503,142.300463726,139.5016002474,79.6549855486,17.3819457784,1.7774455716,7.4376172916,2.2390907828,1.7373025098,2.9215228342,5.0268034109,48.1248406404,,,0.0550085314,118.0460162867,1.3316648635,21.4716634094,2.828355321,7.373435225,134.9978120357,112.9508510691,58.1188054091,10.6189385755,2.7320903911,5.6933829963,0.1879458155,1.4943984354,1.3660451956,1.4256377712,7.112144701,26.2528215939
2015,6.7755330882,,0.0434097155,164.3479769095,1.2215011601,19.2461796798,2.7914858692,6.9021447583,136.6067570791,128.2335052969,73.360007478,14.2661206561,1.7930624136,6.5198980971,0.0735553512,1.7002138556,1.7315653167,2.2645401565,6.1472980394,37.6338116537,9.3139419115,,0.0692042827,207.2167132829,1.2122681248,18.4679980664,2.7252169262,7.1566773745,141.0096919166,141.5442353417,84.9780864639,17.6160694826,1.3673811722,7.4812215969,2.0260150353,1.9305608523,2.9972613479,4.9158904273,49.0109502891,4.182731447,,0.0170624243,120.5606527382,1.23093204,20.0410361055,2.8591748178,6.6421580379,132.1094765119,114.6375540108,61.4929772402,10.8443893984,2.227865118,5.5379754356,0.1486868405,1.3674314346,1.528305721,1.5161182751,7.4050921538,26.0128846166
2014,6.6400334136,,0.0395240084,161.2789514597,1.245006265,17.6412941307,2.6579895659,6.9105258462,136.2059086219,125.7789811521,74.1692720399,14.5324838438,1.6612434787,6.6474441652,0.0864587684,2.1132993249,1.8329258902,2.4319616427,7.0846785083,37.7688954156,9.1483597283,,0.0462284135,203.3685233749,1.3284586201,16.5643704868,2.6763818354,7.1264749054,140.4346210526,139.6000765348,85.2232968625,17.8295691726,1.2554663882,7.4403415024,2.5279642973,2.0802786084,3.0316106972,5.6422995239,50.0580726197,4.0538658427,,0.0326115445,117.8832077237,1.1589641209,18.751638103,2.6390265263,6.6878752084,131.8459659419,111.5289737016,62.7722060536,11.1330795854,2.0796131087,5.8299407293,0.1756006244,1.685765994,1.577897039,1.8137035918,8.5718190499,25.098346384
2013,6.930293002,,0.038406796,157.7722738,1.271691696,17.12089626,2.863440027,6.850634462,133.8391499,125.5589291,76.61444604,15.77665839,1.705546246,6.442384443,0.105263071,2.017068037,1.977238767,2.833568075,8.711230366,39.00708019,9.535858719,,0.036514334,198.2166568,1.286428069,15.92586714,2.850926834,7.15680943,139.0381568,139.1168031,88.44895171,19.54921257,1.202164221,7.100633532,2.468930726,2.16838967,3.643006998,7.075354378,51.84473645,4.256778444,,0.040348611,116.2731683,1.256571023,18.34708976,2.876279545,6.536474957,128.5045615,111.6474883,64.47131604,11.90572224,2.22205564,5.766969307,0.213271229,1.553421518,1.781102964,2.003020324,10.38976729,25.83463912
2012,4.16771765676566,1.90128805962202,0.139381984752879,164.511967665859,1.30744227951292,17.3167392606358,2.00337064000441,6.85818258780538,131.635487403092,120.331804752288,75.5921507731599,15.2476038813466,1.4085432966224,6.30261777533968,0.085396004742961,1.85908083888699,1.8090211119687,2.57365890156372,23.815669690557,34.7866023918453,5.65942378004071,2.96,0.142035651454395,208.111414788522,1.34447445417791,15.9644180847029,2.03519577289449,7.27884071357388,136.381465110197,130.67863641961,87.5542778054293,18.7817827875244,1.03316343729156,7.01422634922049,2.22976515844845,2.06632687458312,3.44971520587182,23.8483695873497,45.6576520140937,2.65041000205441,0.822062893013888,0.136680336428815,120.124187850959,1.26974051667928,18.6935120996917,1.97097006879233,6.4299184354773,126.803696466002,109.79788939004,63.4137334796472,11.6495225875052,1.79071049466158,5.57814242584845,0.160450829720783,1.481694081866,1.54706293841891,1.68176240040672,23.7823785386138,23.7189905565019
2011,3.14647641473145,2.14145570893446,0.226988331769901,172.327450797705,1.4365972050174,18.6414167466031,2.47148479657359,7.63248265576291,132.038515252836,125.366252974231,65.4667202398728,16.3506266088726,1.50678438655151,6.60058175278263,0.067200492958194,1.88758717998128,1.78902645697593,2.81196729422844,9.92625948206927,33.9347555996001,4.22050442057057,3.43453557204548,0.237273614649083,215.18937296562,1.45626680990875,17.1578482593118,2.31045182264545,8.00798449440656,136.717056760802,135.735337180191,74.6166199667704,19.7322669782544,1.10035638793512,6.98177611104927,2.19181501532091,1.93377995939003,3.55317237937002,7.89824544763136,43.4210714807822,2.05730091423108,0.830138965391489,0.216557990971693,128.861027877781,1.41665019093982,20.1459086601166,2.63478889015559,7.2516849476771,127.293990193111,114.850928961862,56.1877754075304,12.921293461311,1.91894441999917,6.21401124093774,0.135348744357308,1.57906868416859,1.64223143153534,2.06030866410569,11.9828755004337,24.3146499863217
2010,4.43809134844463,2.32190532374318,0.12706191999637,162.867666522966,1.50205341138566,18.1290132280535,2.89973453134572,5.84333567792829,129.187181872499,125.148427986901,68.3169589847148,16.9642789614201,1.60793834471596,7.20320075027039,0.110422859044464,2.02845279422776,2.02088958470417,4.11589862273955,9.58107382448816,38.091348444626,5.78566059994862,3.47258560161356,0.154601413770467,201.986747091115,1.48357895137429,16.6255981885471,2.82147580131102,6.32973865225623,135.145420468276,137.300920948729,78.0647946417528,20.7641591110181,1.21302647727597,7.98278453795584,2.34280603944477,2.12279633523295,4.99481490643047,7.60520031586258,48.4348390718207,3.04237586151893,1.13011330078689,0.098538489441909,122.350931281105,1.52118793075947,19.6861425938163,2.98078930561774,5.33955439663343,123.016066084838,112.56174822061,58.2208506211928,13.0286359008974,2.01695970576407,6.39576383033889,0.224790929039354,1.70286827066799,1.9153418885271,3.2055802346571,11.6275417541452,27.3783034258753
