省份编码,省份,年份,建筑业总产值(亿元),房屋和土木工程建筑业建筑业总产值(亿元),房屋工程建筑建筑业总产值(亿元),土木工程建筑建筑业总产值(亿元),建筑安装业建筑业总产值(亿元),建筑装饰业建筑业总产值(亿元),其他建筑业建筑业总产值(亿元)
420000,湖北省,2007,2110.80431,1839.48189,1064.26725,775.21464,158.49052,52.16534,60.6665600000003
420000,湖北省,2006,1667.00286,1472.62294,887.96949,584.65345,108.10933,42.55211,43.71848
420000,湖北省,2005,1349.3165,1199.65591,731.29332,468.36259,78.03564,31.66209,39.96283
420000,湖北省,2004,1112.13377,,,,,,
420000,湖北省,2003,872.9958,792.0378,494.4041,297.6337,38.828,12.9075,29.2225
420000,湖北省,2002,636.5491,,419.9487,578.5095,22.126,14.03,
420000,湖北省,2001,529.024,,354.6956,486.5985,,9.5149,
420000,湖北省,2000,454.1767,412.7739,294.995,,29.2822,12.1205,
430000,湖南省,2019,10800.61923,,7628.80086,2564.01708,394.10008,,
430000,湖南省,2018,9581.44269,,6916.60741,2132.11502,362.68607,,
430000,湖南省,2017,8423.00211,,6006.26671,1948.03962,318.67504,,
430000,湖南省,2016,7304.21635,,5187.69295,1719.43267,264.12463,,
430000,湖南省,2015,6630.82,,4714.52355,1562.01424,228.30386,,
430000,湖南省,2014,6020.96893,,4268.91074,1404.52037,215.19454,,
430000,湖南省,2013,5283.84264,,3834.66881,1117.95766,171.20753,,
430000,湖南省,2012,4407.91971,4147.27787,3245.53894,901.73893,145.3469,62.44852,52.84642
430000,湖南省,2011,3915.0173,3633.59355,2766.14128,867.45227,189.75441,51.23191,40.43743
430000,湖南省,2010,3161.72919,2932.237,2162.8411,769.3958,157.8907,37.7666,33.8349
430000,湖南省,2009,2507.40203,2303.20161,1705.5533,597.64831,143.87369,33.09463,27.2321
430000,湖南省,2008,2115.44313,1940.05501,1453.98135,486.07366,128.89323,25.71369,20.7812
430000,湖南省,2007,1828.81475,1702.30182,1264.1758,438.12602,95.47384,19.57582,11.4632700000001
430000,湖南省,2006,1462.87661,1365.39586,993.5722,371.82366,72.05024,16.67984,8.75067
430000,湖南省,2005,1219.3493,1133.10872,826.45102,306.6577,65.85735,12.91121,7.47200000000015
430000,湖南省,2004,1027.89145,,,,,,
430000,湖南省,2003,818.8402,769.1784,564.4029,204.7755,39.1028,7.7925,2.7665
430000,湖南省,2002,595.5616,,392.7283,548.4866,16.09,5.8913,
430000,湖南省,2001,489.7879,,344.6087,457.615,,2.5607,
430000,湖南省,2000,354.4202,324.0713,251.3195,,29.1745,1.1745,
440000,广东省,2019,16633.41262,,8053.70539,5148.31732,1285.89547,,
440000,广东省,2018,13714.36515,,7049.48189,3856.34451,994.18422,,
440000,广东省,2017,11372.04548,,5714.0852,3167.1239,952.57719,,
440000,广东省,2016,9652.30734,,4914.95064,2629.55,796.97948,,
440000,广东省,2015,8865.68,,4528.52827,2425.9242,732.08627,,
440000,广东省,2014,8356.50221,,4255.09816,2189.0163,665.0451,,
440000,广东省,2013,7863.90464,,4080.00144,1880.31335,632.61509,,
440000,广东省,2012,6514.42929,4919.52021,3396.09167,1523.42854,552.74729,928.54616,113.61563
440000,广东省,2011,5774.00582,4382.94721,2984.35658,1398.59063,510.77827,813.78432,66.49602
440000,广东省,2010,4715.45686,3622.1184,2455.1969,1166.9215,446.9416,591.2294,55.1676
440000,广东省,2009,3809.2967,2939.56135,2012.48931,927.07204,365.66789,449.35001,54.71745
440000,广东省,2008,3270.27558,2508.29384,1793.18256,715.11128,330.73466,378.31403,52.93305
440000,广东省,2007,2999.51399,2288.61011,1663.23673,625.37338,347.37337,321.40329,42.1272199999997
440000,广东省,2006,2592.58219,1997.851,1438.08764,559.76336,272.22435,293.1851,29.32174
440000,广东省,2005,2199.5888,1700.33201,1176.67215,523.65986,261.45157,202.80307,35.0021899999997
440000,广东省,2004,1900.83988,,,,,,
440000,广东省,2003,1516.3242,1214.8059,905.2419,309.564,151.0589,128.6242,21.8352
440000,广东省,2002,1341.7808,,849.5894,1104.3967,74.2058,97.4385,
440000,广东省,2001,1132.0549,,771.07,959.5772,,74.5662,
440000,广东省,2000,891.9834,767.5022,607.9376,,50.953,73.5282,
450000,广西壮族自治区,2019,5407.30651,,4016.98682,1232.30353,114.64794,,
450000,广西壮族自治区,2018,4671.72313,,3591.61399,959.14857,89.94251,,
450000,广西壮族自治区,2017,4210.07231,,3230.31478,838.15829,97.80964,,
450000,广西壮族自治区,2016,3449.18575,,2716.71465,614.44064,87.33733,,
450000,广西壮族自治区,2015,2953.42,,2306.46648,541.41886,71.10867,,
450000,广西壮族自治区,2014,2608.90567,,2020.9941,482.80407,69.00404,,
450000,广西壮族自治区,2013,2289.88096,,1718.26241,451.32944,66.84117,,
450000,广西壮族自治区,2012,1867.05798,1781.4504,1367.95271,413.49769,58.38172,13.40306,13.8228
450000,广西壮族自治区,2011,1553.07116,1457.99647,1078.41729,379.57918,73.62932,11.36473,10.08064
450000,广西壮族自治区,2010,1222.31264,1128.7355,795.4156,333.3199,73.254,8.502,11.8211
450000,广西壮族自治区,2009,934.37555,831.79028,596.47831,235.31197,84.92915,8.40561,9.25051
450000,广西壮族自治区,2008,753.21024,671.09186,499.28429,171.80757,65.39591,9.2708,7.45167
450000,广西壮族自治区,2007,612.737,533.498,389.93853,143.55947,67.43538,6.97602,4.8276
450000,广西壮族自治区,2006,512.83282,448.27676,321.86935,126.40741,55.37693,6.05212,3.12701
450000,广西壮族自治区,2005,425.2101,371.1698,275.59947,95.57033,45.19099,5.75656,3.09272000000002
450000,广西壮族自治区,2004,328.66435,,,,,,
450000,广西壮族自治区,2003,281.8466,243.1054,172.5214,70.584,27.2633,5.2082,6.2697
450000,广西壮族自治区,2002,221.1684,,129.6739,187.7264,26.1589,3.3003,
450000,广西壮族自治区,2001,180.2891,,105.3699,161.1503,,2.0372,
450000,广西壮族自治区,2000,150.9158,131.9983,86.9522,,16.2663,2.6512,
460000,海南省,2019,365.98003,,277.63289,39.50241,27.16656,,
460000,海南省,2018,339.22391,,254.0732,38.70625,28.89401,,
460000,海南省,2017,322.763,,246.7151,34.40043,26.64036,,
460000,海南省,2016,307.76477,,249.34595,23.77952,20.6688,,
460000,海南省,2015,278.63,,229.57713,25.25251,13.42595,,
460000,海南省,2014,276.32889,,227.58294,20.91752,15.46711,,
460000,海南省,2013,286.30733,,234.97111,22.12414,15.83715,,
460000,海南省,2012,283.10871,254.91956,237.66096,17.2586,18.90129,2.77958,6.50828
460000,海南省,2011,255.47218,228.0317,202.462,25.5697,21.61528,1.02818,4.79702
460000,海南省,2010,199.4842,191.6122,174.8406,16.7717,5.3479,1.2363,1.2877
460000,海南省,2009,143.94415,131.21222,123.89842,7.3138,7.55166,1.24947,3.9308
460000,海南省,2008,111.18369,96.05715,89.8928,6.16435,9.6699,1.36586,4.09078
460000,海南省,2007,82.1834,78.11151,69.72826,8.38325,2.3161,1.31292,0.442870000000002
460000,海南省,2006,64.9436,58.872,48.65756,10.21444,4.2139,1.14725,0.71045
460000,海南省,2005,59.6925,53.13681,42.51965,10.61716,4.29173,1.12451,1.13947
460000,海南省,2004,58.58338,,,,,,
460000,海南省,2003,39.4053,35.7108,29.1786,6.5322,2.1335,1.4938,0.0672
460000,海南省,2002,41.5089,,28.6363,37.5901,1.0559,2.4612,
460000,海南省,2001,35.3453,,25.4543,32.0105,,0.9614,
460000,海南省,2000,30.2139,28.9979,19.6435,,0.6549,0.561,
500000,重庆市,2019,8222.95922,,5977.45446,1642.3078,287.94317,,
500000,重庆市,2018,7819.42413,,5758.43288,1543.12038,242.13841,,
500000,重庆市,2017,7605.66457,,5747.11191,1401.99804,201.34844,,
500000,重庆市,2016,7035.81327,,5393.29899,1227.56612,195.69474,,
500000,重庆市,2015,6256.94,,4721.63519,1121.95652,193.84481,,
500000,重庆市,2014,5552.20686,,4108.67097,1018.1808,205.50909,,
500000,重庆市,2013,4731.21666,,3437.43811,944.42402,165.85578,,
500000,重庆市,2012,3975.66964,3687.30107,2829.04806,858.25301,139.19767,99.9493,49.2216
500000,重庆市,2011,3328.82519,3087.78934,2312.7746,775.01474,128.57479,65.07199,47.38907
500000,重庆市,2010,2534.3574,2324.9018,1790.1489,534.7529,113.7677,53.4265,42.2614
500000,重庆市,2009,1915.24948,1756.35065,1346.20961,410.14104,90.32056,39.78651,28.79176
500000,重庆市,2008,1496.31954,1323.83757,1023.0062,300.83137,104.02858,38.64093,29.81246
500000,重庆市,2007,1128.71181,985.05268,796.56727,188.48541,95.92887,25.6074,22.1228599999999
500000,重庆市,2006,895.09175,798.26885,667.68815,130.5807,49.5798,23.58275,23.66035
500000,重庆市,2005,783.5658,700.61583,584.08734,116.52849,49.92163,22.93268,10.09564
500000,重庆市,2004,690.27743,,,,,,
500000,重庆市,2003,586.2095,538.2569,477.8661,60.3908,29.162,14.4872,4.3034
500000,重庆市,2002,500.6543,,408.7575,457.625,18.8206,11.3275,
500000,重庆市,2001,436.8169,,351.4471,399.987,,8.1105,
500000,重庆市,2000,348.6579,324.2061,288.8155,,18.0643,6.3874,
510000,四川省,2019,14668.15085,,10101.35377,3735.90535,495.06961,,
510000,四川省,2018,12983.75179,,8711.94964,3451.14674,517.29379,,
510000,四川省,2017,11400.33791,,7730.7786,3037.71589,433.1718,,
510000,四川省,2016,9959.68051,,6571.26723,2834.28063,385.7622,,
510000,四川省,2015,8768.24,,5733.11781,2566.51767,328.97648,,
510000,四川省,2014,8066.6569,,5329.68467,2257.07793,338.12132,,
510000,四川省,2013,7209.90804,,4667.08844,2094.15448,336.53866,,
510000,四川省,2012,6240.32981,5769.70767,3954.44273,1815.26494,325.30936,99.92369,45.38909
510000,四川省,2011,5256.64609,4865.02075,3339.59179,1525.42896,270.15726,80.04018,41.4279
510000,四川省,2010,4163.07434,3840.6533,2567.2097,1273.4436,229.8945,61.4462,31.0803
510000,四川省,2009,3337.44689,3090.5154,2091.64863,998.86677,175.84203,48.35416,22.7353
510000,四川省,2008,2592.94803,2362.2917,1727.599,634.6927,159.61765,47.9206,23.11808
510000,四川省,2007,2109.98404,1905.28356,1360.99708,544.28648,154.26581,29.74468,20.6899899999997
510000,四川省,2006,1753.2322,1576.91339,1115.18045,461.73294,134.28344,25.36868,16.66669
510000,四川省,2005,1469.0022,1324.84019,907.80411,417.03608,98.23546,27.88756,18.0389999999999
510000,四川省,2004,1309.38289,,,,,,
510000,四川省,2003,1225.3374,1132.2844,828.0515,304.2329,57.4272,23.6043,12.0215
510000,四川省,2002,1072.5229,,772.6137,955.0848,32.1852,24.8681,
510000,四川省,2001,822.8676,,613.9069,749.6305,,17.8297,
510000,四川省,2000,713.8102,644.3531,506.1792,,51.0513,18.4058,
520000,贵州省,2019,3714.8892,,2314.61382,1137.52584,196.20005,,
520000,贵州省,2018,3329.98174,,1899.26531,1099.09095,249.12672,,
520000,贵州省,2017,2932.95807,,1620.20507,1023.09061,213.42969,,
520000,贵州省,2016,2362.95171,,1275.57014,844.38782,185.47632,,
520000,贵州省,2015,1947.74,,1152.61163,570.84318,171.88601,,
520000,贵州省,2014,1640.24425,,1004.20371,441.29827,141.09926,,
520000,贵州省,2013,1379.15262,,830.37765,344.73292,147.31068,,
520000,贵州省,2012,1039.21746,885.5873,584.10428,301.48302,118.72681,13.07639,21.82696
520000,贵州省,2011,824.71945,742.25914,466.03206,276.22708,64.06756,10.50212,7.89063
520000,贵州省,2010,622.95648,549.407,345.2124,204.1947,58.4278,5.6142,9.5075
520000,贵州省,2009,523.90692,467.08515,277.82457,189.26058,48.71098,4.21432,3.89647
520000,贵州省,2008,393.67212,351.38047,209.15966,142.22081,36.42626,3.35089,2.5145
520000,贵州省,2007,348.79081,313.68928,174.77859,138.91069,30.34622,2.9216,1.83371000000003
520000,贵州省,2006,312.34284,276.13876,143.75398,132.38478,31.36645,2.82081,2.01682
520000,贵州省,2005,271.2254,244.14408,130.20781,113.93627,23.0833,1.95479,2.04322000000001
520000,贵州省,2004,255.4529,,,,,,
520000,贵州省,2003,212.2907,192.7197,97.8855,94.8342,17.3658,1.5115,0.6937
520000,贵州省,2002,181.1244,,88.7715,162.0973,11.5449,2.5723,
520000,贵州省,2001,150.2008,,78.3137,127.4127,,1.6499,
520000,贵州省,2000,109.0571,91.5919,56.7447,,16.3063,1.1589,
530000,云南省,2019,6122.08992,,3803.03319,2001.72407,175.21733,,
530000,云南省,2018,5458.52181,,3414.49096,1760.31003,159.68121,,
530000,云南省,2017,4726.35842,,3067.29404,1367.76456,172.35803,,
530000,云南省,2016,3867.21625,,2457.97849,1166.0961,135.19137,,
530000,云南省,2015,3268.93,,2111.12604,933.06902,135.98723,,
530000,云南省,2014,3054.67494,,2055.18786,786.0749,121.66715,,
530000,云南省,2013,2906.60305,,1958.66486,706.08557,125.04176,,
530000,云南省,2012,2383.66061,2194.75991,1554.92469,639.83522,108.8819,36.30843,43.71037
530000,云南省,2011,1868.40142,1703.90529,1128.92921,574.97608,100.61843,26.17101,37.70669
530000,云南省,2010,1510.95823,1385.509,913.4288,472.0803,82.7472,18.9075,23.7944
530000,云南省,2009,1196.22042,1078.92244,725.95933,352.96311,79.26498,18.04251,19.99049
530000,云南省,2008,906.90528,811.74486,542.04033,269.70453,61.1413,17.80711,16.21201
530000,云南省,2007,756.67951,677.39309,433.36276,244.03033,53.38826,15.13561,10.7625499999999
530000,云南省,2006,672.35379,604.08721,358.10005,245.98716,47.41047,13.26693,7.58918
530000,云南省,2005,539.3669,493.20223,293.03963,200.1626,28.0279,10.96892,7.16789000000006
530000,云南省,2004,448.25198,,,,,,
530000,云南省,2003,396.7957,361.6737,232.5792,129.0945,21.4734,10.2198,3.4288
530000,云南省,2002,358.2375,,211.6473,325.408,9.9432,9.008,
530000,云南省,2001,343.935,,213.5387,311.2096,,10.3957,
530000,云南省,2000,309.2645,286.3504,199.442,,14.6724,8.2418,
540000,西藏自治区,2019,220.3066,,122.51218,92.74637,1.61887,,
540000,西藏自治区,2018,172.82464,,93.67967,73.52559,2.49494,,
540000,西藏自治区,2017,147.91786,,104.91974,37.88006,1.32838,,
540000,西藏自治区,2016,111.2848,,73.96307,28.35013,4.46383,,
540000,西藏自治区,2015,106.92,,71.46731,28.65895,2.49166,,
540000,西藏自治区,2014,71.24618,,47.54378,20.58563,1.23584,,
540000,西藏自治区,2013,76.99613,,49.13561,28.13307,0.6285,,
540000,西藏自治区,2012,86.40443,84.22958,42.43188,41.7977,0.21454,1.38227,0.57804
540000,西藏自治区,2011,124.47233,122.09565,37.08531,85.01034,0.29801,1.43774,0.64093
540000,西藏自治区,2010,122.07321,116.7828,40.3246,76.4583,0.4684,3.0749,1.7472
540000,西藏自治区,2009,94.93204,94.77269,57.94346,36.82923,0.065,0.08538,0.00897
540000,西藏自治区,2008,72.90868,71.08182,40.47612,30.6057,0.18052,1.17556,0.47078
540000,西藏自治区,2007,60.29407,59.30579,26.58235,32.72344,0.89713,0.00615,0.084999999999993
540000,西藏自治区,2006,49.36146,45.90699,28.94003,16.96696,2.21347,1.156,0.085
540000,西藏自治区,2005,40.6118,35.56705,23.18422,12.38283,3.73847,0.12472,1.1816
540000,西藏自治区,2004,29.0802,,,,,,
540000,西藏自治区,2003,29.3427,28.7016,15.1925,13.5091,0.5505,0.0786,0.012
540000,西藏自治区,2002,21.6949,,12.1075,20.1737,0.4781,0.0974,
540000,西藏自治区,2001,18.6832,,11.7385,18.6832,,,
540000,西藏自治区,2000,16.8178,16.7666,12.9898,,0.0512,,
610000,陕西省,2019,7883.88852,,4160.87937,3202.92473,366.74437,,
610000,陕西省,2018,7120.15208,,3775.98781,2839.63116,361.66219,,
610000,陕西省,2017,6227.46906,,3301.91464,2413.72573,361.27711,,
610000,陕西省,2016,5329.23449,,2883.49226,2008.36649,310.66358,,
610000,陕西省,2015,4752.61,,2513.19177,1808.12738,271.69727,,
610000,陕西省,2014,4557.70984,,2516.90071,1647.01062,251.5833,,
610000,陕西省,2013,4000.36347,,2179.44333,1494.18933,202.67081,,
610000,陕西省,2012,3529.38856,3202.30348,1865.68097,1336.62251,183.76224,24.58992,118.73292
610000,陕西省,2011,2908.3,2622.32281,1225.18971,1397.1331,168.6687,15.12742,102.18107
610000,陕西省,2010,3063.61064,2805.9711,1144.487,1661.4841,133.2642,17.2704,107.1049
610000,陕西省,2009,2309.1424,2176.15594,910.07777,1266.07817,93.99323,16.02801,22.96522
610000,陕西省,2008,1651.18062,1535.56216,705.67563,829.88653,81.63921,15.77515,18.2041
610000,陕西省,2007,1173.09724,1079.82591,520.88143,558.94448,77.86441,10.7556,4.65132000000008
610000,陕西省,2006,830.41494,780.41367,380.84881,399.56486,41.14624,4.96418,3.89085
610000,陕西省,2005,658.5112,622.1614,298.0938,324.0676,28.84063,3.77921,3.72991999999996
610000,陕西省,2004,523.07664,,,,,,
610000,陕西省,2003,440.4362,422.2933,189.6817,232.6116,12.7184,3.0352,2.3893
610000,陕西省,2002,346.5727,,159.9865,323.7839,9.2279,3.0548,
610000,陕西省,2001,279.7388,,114.3909,255.1616,,2.811,
610000,陕西省,2000,242.3046,224.7652,96.9411,,14.7765,2.7629,
620000,甘肃省,2019,1916.35344,,1205.15826,562.18889,108.81042,,
620000,甘肃省,2018,1796.42753,,1191.98998,472.88044,93.44268,,
620000,甘肃省,2017,1825.42274,,1246.0488,426.83209,117.50405,,
620000,甘肃省,2016,1947.24317,,1352.19072,439.87853,122.7363,,
620000,甘肃省,2015,1849.02,,1301.95318,419.83064,102.26904,,
620000,甘肃省,2014,1814.52386,,1289.48815,384.36266,112.9838,,
620000,甘肃省,2013,1720.8628,,1219.79686,366.81753,77.97882,,
620000,甘肃省,2012,1364.62835,1278.91846,985.66265,293.25581,62.81061,12.00522,10.89406
620000,甘肃省,2011,925.84095,825.71821,644.12016,181.59805,86.60459,5.67894,7.83921
620000,甘肃省,2010,751.98788,652.7023,477.4993,175.203,81.854,7.8646,9.5669
620000,甘肃省,2009,579.8859,500.14452,382.16473,117.97979,63.71098,8.21475,7.81565
620000,甘肃省,2008,481.27437,412.47566,323.57094,88.90472,56.24755,5.49296,7.0582
620000,甘肃省,2007,436.90388,342.67324,252.01755,90.65569,61.32109,12.93406,19.97549
620000,甘肃省,2006,344.32868,286.55828,214.29578,72.2625,41.57754,4.2708,11.92206
620000,甘肃省,2005,313.4016,269.89157,190.86637,79.0252,36.16923,3.12078,4.22002999999999
620000,甘肃省,2004,293.88534,,,,,,
620000,甘肃省,2003,223.686,192.6672,139.9951,52.6721,25.7304,2.9551,2.3333
620000,甘肃省,2002,192.3798,,130.591,168.1843,9.3859,1.7547,
620000,甘肃省,2001,147.3057,,102.516,128.0561,,0.8061,
620000,甘肃省,2000,125.1202,106.5939,90.7777,,17.9234,0.6029,
630000,青海省,2019,460.72404,,128.65228,304.21736,21.90795,,
630000,青海省,2018,435.14349,,132.52292,277.82395,19.42553,,
630000,青海省,2017,406.93129,,118.86122,264.08919,20.84646,,
630000,青海省,2016,410.6249,,111.47124,275.46897,21.05814,,
630000,青海省,2015,409.51,,109.6431,278.18085,19.16428,,
630000,青海省,2014,432.90673,,123.34354,289.46873,17.65259,,
630000,青海省,2013,413.71096,,108.0465,270.12012,15.69651,,
630000,青海省,2012,325.75763,307.87858,91.11028,216.7683,14.23666,2.26457,1.37782
630000,青海省,2011,319.41608,291.62101,70.69978,220.92123,21.57213,2.46248,3.76046
630000,青海省,2010,279.60598,258.8927,52.5563,206.3364,16.609,1.7468,2.3575
630000,青海省,2009,204.34189,187.11797,41.21181,145.90616,13.15979,1.76263,2.3015
630000,青海省,2008,142.99696,129.80671,32.52765,97.27906,10.4082,1.42659,1.35546
630000,青海省,2007,125.44311,116.70717,23.85207,92.8551,6.55642,1.24424,0.935280000000014
630000,青海省,2006,108.37175,100.07659,21.11464,78.96195,6.4673,0.95792,0.86994
630000,青海省,2005,90.9337,81.95774,22.21636,59.74138,7.33181,0.92845,0.715649999999997
630000,青海省,2004,88.64056,,,,,,
630000,青海省,2003,74.7325,60.5965,26.6816,33.9149,10.9449,1.5208,1.6703
630000,青海省,2002,73.355,,25.717,61.5878,4.4121,0.9935,
630000,青海省,2001,54.213,,18.6435,45.5915,,0.6617,
630000,青海省,2000,44.7162,38.2479,16.7267,,6.014,0.4543,
640000,宁夏回族自治区,2019,601.40775,,365.31325,217.38807,14.4756,,
640000,宁夏回族自治区,2018,565.04359,,358.95678,192.76326,9.28974,,
640000,宁夏回族自治区,2017,549.21092,,344.19746,188.31832,12.30219,,
640000,宁夏回族自治区,2016,511.25426,,330.62984,165.91103,8.40925,,
640000,宁夏回族自治区,2015,524.53,,357.16806,153.44953,7.62879,,
640000,宁夏回族自治区,2014,625.1634,,445.3795,162.64726,8.90536,,
640000,宁夏回族自治区,2013,568.92009,,402.14933,143.9944,10.02057,,
640000,宁夏回族自治区,2012,466.95268,448.95407,331.66463,117.28944,8.93374,6.47556,2.58931
640000,宁夏回族自治区,2011,427.91735,413.15968,288.24765,124.91203,4.98259,7.23279,2.54229
640000,宁夏回族自治区,2010,342.69431,332.0001,215.2964,116.7037,4.6268,4.5713,1.4961
640000,宁夏回族自治区,2009,259.22467,250.30206,157.81826,92.4838,4.23988,3.70542,0.97731
640000,宁夏回族自治区,2008,191.5448,182.62805,115.60163,67.02642,4.30828,3.08742,1.52105
640000,宁夏回族自治区,2007,154.94865,148.74729,89.62764,59.11965,3.30415,2.23611,0.661100000000009
640000,宁夏回族自治区,2006,130.83808,125.49019,72.75547,52.73472,2.76954,2.01907,0.55928
640000,宁夏回族自治区,2005,112.9649,107.79839,64.51797,43.28042,2.44373,2.14428,0.578530000000014
640000,宁夏回族自治区,2004,111.19132,,,,,,
640000,宁夏回族自治区,2003,108.0546,102.9153,59.7832,43.1321,2.8083,2.1471,0.1839
640000,宁夏回族自治区,2002,83.9121,,47.0559,73.0395,2.5156,1.8825,
640000,宁夏回族自治区,2001,70.3722,,39.6972,60.5347,,1.6335,
640000,宁夏回族自治区,2000,56.2352,48.449,30.0178,,6.141,1.6452,
650000,新疆维吾尔自治区,2019,2278.16914,,1312.4717,833.90189,82.07957,,
650000,新疆维吾尔自治区,2018,2110.04794,,1198.30463,794.79159,73.28147,,
650000,新疆维吾尔自治区,2017,2418.70179,,1559.01469,744.44118,73.47336,,
650000,新疆维吾尔自治区,2016,2258.24106,,1568.65596,588.08457,68.03076,,
650000,新疆维吾尔自治区,2015,2255.74,,1632.607,529.30392,70.73733,,
650000,新疆维吾尔自治区,2014,2306.28396,,1684.05035,527.21095,73.35554,,
650000,新疆维吾尔自治区,2013,2079.65884,,1465.22302,518.19123,69.18123,,
650000,新疆维吾尔自治区,2012,1622.31447,1546.44124,1102.42093,444.02031,59.14603,8.12581,8.60139
650000,新疆维吾尔自治区,2011,1320.3699,1227.27216,874.083,353.18916,80.39183,6.04317,6.66274
650000,新疆维吾尔自治区,2010,963.71893,870.1648,588.4855,281.6793,84.6302,5.3344,3.5896
650000,新疆维吾尔自治区,2009,786.59408,706.38503,478.11053,228.2745,70.93128,5.05725,4.22052
650000,新疆维吾尔自治区,2008,625.37465,546.32423,365.39291,180.93132,69.57522,5.28257,4.19263
650000,新疆维吾尔自治区,2007,450.83137,398.27275,264.30556,133.96719,44.66055,3.56792,4.33015000000002
650000,新疆维吾尔自治区,2006,383.11203,342.13645,225.31445,116.822,35.03446,3.32114,2.61998
650000,新疆维吾尔自治区,2005,359.2513,316.61204,202.32042,114.29162,36.7474,3.75477,2.13711000000003
650000,新疆维吾尔自治区,2004,341.70931,,,,,,
650000,新疆维吾尔自治区,2003,319.6774,277.4453,209.3134,68.1319,28.0044,2.9474,11.2803
650000,新疆维吾尔自治区,2002,312.2828,,186.9654,280.7555,14.3348,2.7538,
650000,新疆维吾尔自治区,2001,274.28,,174.5039,251.8807,,1.9432,
650000,新疆维吾尔自治区,2000,234.9506,214.9233,140.978,,18.4287,1.5986,
