省份编码,省份,年份,建筑业企业总收入(亿元),内资建筑业企业总收入(亿元),国有建筑业企业总收入(亿元),集体建筑业企业总收入(亿元),港澳台商投资建筑业企业总收入(亿元),港澳台商独资建筑业企业总收入(亿元),外商投资建筑业企业总收入(亿元),外商独资建筑业企业总收入(亿元)
140000,山西省,2007,1083.7405,1080.31234,317.00439,34.96709,1.43879,,1.98937,
140000,山西省,2006,965.73669,963.82205,320.34623,31.78453,1.04198,,0.87266,
140000,山西省,2005,888.73934,886.53821,399.6398,28.3373,1.13177,,1.06936,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,523.5875,522.0842,177.7156,22.9274,0.7873,0.0,0.716,0.0
140000,山西省,2002,462.5469,459.1663,265.503,23.8886,2.508,0.4269,0.8726,
140000,山西省,2001,323.1033,322.2038,216.5829,23.0886,0.8755,0.5462,0.0239,
140000,山西省,2000,247.103,246.4261,203.2906,26.3459,0.6295,0.19,0.0475,
150000,内蒙古自治区,2019,1328.77055,1328.77055,204.49886,3.9279,,,,
150000,内蒙古自治区,2018,1241.46666,1241.46666,141.03632,5.14847,,,,
150000,内蒙古自治区,2017,1205.02962,1205.02962,142.15713,10.97996,,,,
150000,内蒙古自治区,2016,1215.87072,1215.87072,138.5456,17.97166,,,,
150000,内蒙古自治区,2015,1133.69568,1133.69568,124.82338,18.77873,,,,
150000,内蒙古自治区,2014,1398.84437,1398.84437,147.7932,16.24822,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,1430.84616,1430.84616,136.97562,13.5739,,,,
150000,内蒙古自治区,2011,1366.26898,1366.03627,122.64482,9.58645,,,0.23271,
150000,内蒙古自治区,2010,1135.1264,1135.1264,125.8902,13.3864,,,,
150000,内蒙古自治区,2009,956.63378,956.54846,108.12399,13.95113,,,0.08532,
150000,内蒙古自治区,2008,768.77117,768.68267,103.71836,10.05655,,,0.0885,
150000,内蒙古自治区,2007,678.32804,678.24168,81.23883,2.53445,,,0.08636,
150000,内蒙古自治区,2006,464.5516,464.51017,42.0387,3.04614,,,0.04143,
150000,内蒙古自治区,2005,372.13199,372.11924,33.86995,3.48926,,,0.01275,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,254.3457,254.0588,34.7758,7.1556,0.167,0.002,0.1199,0.0
150000,内蒙古自治区,2002,218.3327,217.8526,49.3293,12.3031,0.3945,0.0431,0.0856,
150000,内蒙古自治区,2001,173.0704,172.8411,60.0732,15.5416,0.2293,0.044,,
150000,内蒙古自治区,2000,126.7976,126.4579,44.6072,21.5789,0.1895,0.0285,0.1503,
210000,辽宁省,2019,3659.93916,3621.82503,448.20409,80.19906,32.04947,28.80211,6.06466,0.11682
210000,辽宁省,2018,3626.24029,3578.35566,453.12204,99.48086,39.37774,33.84522,8.50689,1.2059
210000,辽宁省,2017,3579.04366,3502.08728,511.08925,113.76523,66.9284,59.50513,10.02798,1.0685
210000,辽宁省,2016,4067.48606,3938.03666,490.8902,151.48141,119.32785,86.83975,10.12155,0.22762
210000,辽宁省,2015,5944.67654,5815.49817,578.26369,188.6415,107.85373,94.58427,21.32464,4.59976
210000,辽宁省,2014,6867.18565,6821.12253,754.37949,266.21728,21.39855,3.4515,24.66457,3.19294
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,6914.6002,6853.97282,960.13034,348.55247,18.42334,0.079,42.20404,13.52525
210000,辽宁省,2011,5801.75212,5663.21023,901.14882,327.42044,73.48391,59.06023,65.05798,15.05835
210000,辽宁省,2010,4454.9394,4399.2271,738.3554,257.4212,6.7045,1.069,49.0077,8.6303
210000,辽宁省,2009,3213.58342,3161.73995,621.0682,191.16914,9.74628,0.80481,42.09719,6.33412
210000,辽宁省,2008,2459.57365,2418.01674,545.55278,164.54635,10.01987,0.06879,31.53704,7.2933
210000,辽宁省,2007,2067.98382,1995.85456,477.57418,142.21018,10.51517,0.03359,61.61409,1.5378
210000,辽宁省,2006,1716.84613,1652.3274,434.83242,169.48432,16.6244,0.08676,47.89433,0.816
210000,辽宁省,2005,1476.47684,1427.6999,416.96272,136.38074,5.88588,0.24128,42.89106,0.49253
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,1009.4085,972.8489,316.6108,146.7516,7.3181,0.0,29.2415,0.1022
210000,辽宁省,2002,799.0205,780.3848,280.9146,155.0604,10.0447,,8.591,0.2197
210000,辽宁省,2001,744.5702,725.7552,283.6158,163.1826,13.0307,0.05,5.7843,
210000,辽宁省,2000,590.8924,578.3843,263.674,175.9862,7.6964,,4.8116,0.2448
220000,吉林省,2019,1888.70223,1886.89297,132.76939,14.97942,1.80926,0.25925,,
220000,吉林省,2018,1998.24363,1991.2959,144.81589,18.51199,6.37483,0.50367,0.5729,
220000,吉林省,2017,1931.18527,1921.84403,152.55132,20.37499,9.17142,0.1309,0.16982,
220000,吉林省,2016,2170.08153,2160.03398,150.3313,18.98289,9.9712,,0.07635,
220000,吉林省,2015,2132.16824,2116.02473,155.45105,20.89046,15.57451,,0.569,
220000,吉林省,2014,2345.18773,2322.4886,154.13233,26.29034,21.74813,,0.951,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,1865.71878,1849.09423,191.19594,32.17138,16.62455,,,
220000,吉林省,2011,1591.7096,1585.40177,131.18694,49.97235,6.30783,,,
220000,吉林省,2010,1303.2583,1302.5267,111.8783,11.7206,0.7316,,,
220000,吉林省,2009,1106.93348,1098.74835,136.20383,19.07315,5.69333,,2.4918,
220000,吉林省,2008,908.75111,906.01669,117.89201,20.16001,0.88651,,1.84791,
220000,吉林省,2007,616.90847,612.63558,104.35927,24.71559,2.59065,,1.68224,
220000,吉林省,2006,578.44394,576.48199,99.90705,24.32712,1.45871,,0.50324,
220000,吉林省,2005,467.81571,462.87548,151.97902,20.08459,2.32532,,2.61491,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,342.1774,340.7414,128.9139,26.5708,0.6935,0.062,0.7425,0.0153
220000,吉林省,2002,288.257,285.9016,119.9382,25.3091,1.0292,0.45,1.3262,0.0205
220000,吉林省,2001,269.5073,267.6365,120.167,41.3755,0.501,,1.3699,
220000,吉林省,2000,306.853,306.8083,197.4412,32.7176,0.0303,0.0054,0.0144,0.0144
230000,黑龙江省,2019,1366.59313,1365.35077,304.72342,29.95082,0.23754,,1.00482,
230000,黑龙江省,2018,1326.1312,1325.10031,300.6604,54.14453,0.23754,,0.79335,
230000,黑龙江省,2017,1460.67736,1459.00504,352.48582,99.10721,0.81741,,0.85491,
230000,黑龙江省,2016,1533.64782,1531.90545,371.19749,90.34274,0.14706,,1.59531,
230000,黑龙江省,2015,1467.54758,1465.1344,360.95335,88.65551,0.6892,,1.72398,
230000,黑龙江省,2014,1736.27933,1730.0529,423.83446,149.24043,0.29024,,5.93619,0.4798
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,2113.72233,2110.90968,667.12166,160.40541,0.06465,,2.748,0.1712
230000,黑龙江省,2011,1954.62175,1949.49902,696.23901,115.85997,0.29829,,4.82444,3.483
230000,黑龙江省,2010,1608.2766,1607.1761,569.744,93.4162,0.3453,,0.7552,0.6967
230000,黑龙江省,2009,1307.84876,1304.12124,512.74478,74.54223,2.75795,,0.96957,0.9127
230000,黑龙江省,2008,1091.34991,1086.92422,462.58672,62.49461,3.36714,,1.05855,1.03591
230000,黑龙江省,2007,850.87954,847.00998,326.3814,57.17326,3.04484,,0.82472,
230000,黑龙江省,2006,684.0358,682.13515,236.29422,48.43775,1.75377,,0.14688,
230000,黑龙江省,2005,566.49666,562.45527,180.0986,41.94047,0.08909,,3.9523,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,457.1841,452.3383,124.3378,45.8897,0.1388,0.12,4.707,0.0
230000,黑龙江省,2002,411.5131,410.6356,114.6673,52.272,0.6327,0.09,0.2448,
230000,黑龙江省,2001,373.353,371.8745,165.9157,65.0165,1.3387,0.0659,0.1398,
230000,黑龙江省,2000,338.0021,336.5035,192.4697,71.2904,1.2933,0.0543,0.2053,0.013
310000,上海市,2019,10121.74971,9835.55191,3007.29182,37.22032,116.30417,36.26836,169.89363,122.6183
310000,上海市,2018,9084.53586,8816.56596,2590.51157,35.76403,98.19006,32.64264,169.77984,129.80031
310000,上海市,2017,8232.55512,7985.99495,1299.67581,34.95953,110.84088,34.36293,135.71929,94.68152
310000,上海市,2016,7921.77233,7680.67737,1082.26393,48.37196,110.82921,28.96802,130.26575,73.70879
310000,上海市,2015,7289.95364,7006.27748,1012.62901,49.86678,144.1055,26.7741,139.57066,78.99976
310000,上海市,2014,6944.47698,6631.75815,975.35072,42.48629,165.62074,31.90739,147.09809,93.78699
310000,上海市,2013,,,,,,,,
310000,上海市,2012,5928.32385,5602.74243,905.40646,71.22559,158.25005,33.84157,167.33137,97.40632
310000,上海市,2011,5436.58993,5142.56529,847.61423,81.26024,158.95978,29.12758,135.06486,75.60557
310000,上海市,2010,4934.5688,4683.4236,824.1166,93.031,140.916,23.7475,110.2292,49.0421
310000,上海市,2009,4514.44357,4328.46263,800.9842,89.62632,96.25518,20.64652,89.72576,36.53574
310000,上海市,2008,3756.75348,3544.56772,688.63615,78.04808,97.20824,33.42158,114.97752,60.21376
310000,上海市,2007,2916.27264,2763.98132,521.94126,82.9586,46.56378,9.83481,105.72754,52.39183
310000,上海市,2006,2745.28772,2624.80431,616.4521,95.29761,45.56474,8.0843,74.91867,40.43093
310000,上海市,2005,2225.07926,2103.96453,522.15858,85.01207,40.87428,2.15629,80.24045,31.31338
310000,上海市,2004,,,,,,,,
310000,上海市,2003,1386.5136,1329.6643,297.0382,131.8165,35.9319,0.0089,20.9174,0.0
310000,上海市,2002,911.7085,872.6596,221.4326,101.7372,20.8835,0.3537,18.1654,
310000,上海市,2001,731.0492,697.9136,237.4149,97.1021,18.7468,0.1985,14.3888,0.1706
310000,上海市,2000,606.8494,579.3812,190.3491,70.2936,17.6831,0.8201,9.7851,0.574
320000,江苏省,2019,28011.84102,27825.29181,1312.62446,78.31167,36.94299,13.03211,149.60622,111.69787
320000,江苏省,2018,25778.69869,25567.35965,1127.31679,79.97379,33.75672,11.17154,177.58232,133.27799
320000,江苏省,2017,23003.11859,22878.94206,1009.6561,106.47813,47.71036,8.80066,76.46617,46.44467
320000,江苏省,2016,22397.42433,22294.5738,965.12791,113.94197,50.19256,6.65124,52.65797,38.84724
320000,江苏省,2015,20815.80262,20714.12753,895.63923,112.30729,51.06058,5.43457,50.61451,35.51541
320000,江苏省,2014,20427.12918,20314.9788,868.15305,126.76251,49.2514,5.09459,62.89898,43.07821
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,15480.48939,15371.39318,1058.69504,323.78267,47.74587,6.32453,61.35034,35.81884
320000,江苏省,2011,12758.93082,12667.20145,848.13353,300.12403,37.36786,4.2637,54.36151,31.16746
320000,江苏省,2010,10321.6133,10247.4311,772.5933,258.9345,25.4734,9.441,48.7088,26.5806
320000,江苏省,2009,8641.63005,8515.68217,706.54497,303.58396,40.13357,16.68543,85.81431,20.80219
320000,江苏省,2008,7360.09396,7268.36694,534.88226,373.6658,36.52946,9.96698,55.19756,25.51752
320000,江苏省,2007,5944.90683,5859.62891,459.74961,406.92627,27.76055,7.82536,57.51737,28.74156
320000,江苏省,2006,4497.9786,4448.20728,417.36291,311.89751,17.2726,2.97528,32.49871,19.11511
320000,江苏省,2005,3496.09315,3435.52687,402.88096,250.90777,22.59005,10.76918,37.97623,14.53286
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,2154.2959,2132.0843,374.3241,291.4209,10.013,0.0,12.1986,0.1208
320000,江苏省,2002,1702.1923,1682.0721,475.2029,338.9528,9.6996,0.0722,10.4206,
320000,江苏省,2001,1388.2101,1368.0644,370.7854,368.082,11.9131,,8.2326,0.0067
320000,江苏省,2000,1102.6966,1087.6325,333.6968,440.2168,8.2091,,6.855,
330000,浙江省,2019,17451.4162,17264.48578,346.97043,96.77571,156.81463,12.34379,30.11579,1.84204
330000,浙江省,2018,17079.83428,16916.80581,275.58696,103.22714,131.57083,8.96057,31.45764,0.27836
330000,浙江省,2017,20209.81772,20062.4237,243.9601,156.8325,92.80505,19.36352,54.58897,4.46465
330000,浙江省,2016,18923.40097,18813.91346,263.7792,161.46424,62.00714,0.19474,47.48037,
330000,浙江省,2015,18298.77344,18189.92406,290.95504,161.26633,61.85027,0.22842,46.99911,0.01036
330000,浙江省,2014,17939.14124,17840.69791,313.67906,144.37135,61.41622,0.48897,37.02711,0.015
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,14217.95664,14131.50886,317.52348,184.01596,62.15313,0.38735,24.29465,0.18547
330000,浙江省,2011,12393.83388,12297.35655,289.44811,141.67785,46.26425,0.23298,50.21308,0.36606
330000,浙江省,2010,10358.8897,10275.6449,208.8092,132.87,38.1321,0.1826,45.1127,1.0464
330000,浙江省,2009,8298.65539,8244.77732,215.62047,113.24156,17.1886,0.09699,36.68947,
330000,浙江省,2008,6994.35248,6945.93962,225.30566,102.83058,21.2011,0.11236,27.21176,
330000,浙江省,2007,6045.46934,5999.0254,227.98211,93.92974,12.06239,0.09637,34.38155,
330000,浙江省,2006,4910.31844,4879.7739,214.56389,118.72837,10.15337,0.08128,20.39117,
330000,浙江省,2005,4128.2038,4075.01909,221.40955,160.54774,12.69192,0.06727,40.49279,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,2675.3336,2654.6135,177.6234,233.7539,11.1712,0.0167,9.5489,0.2327
330000,浙江省,2002,1927.3136,1903.4505,152.412,230.8758,11.4642,0.0365,12.3989,0.5703
330000,浙江省,2001,1537.6044,1521.4066,142.9776,223.9945,7.5914,0.11,8.6064,0.0654
330000,浙江省,2000,1151.1317,1136.1991,155.5233,321.6346,8.781,0.3004,6.1516,0.1044
340000,安徽省,2019,7212.13097,7205.83383,1152.72629,70.21144,6.27304,4.39272,0.0241,
340000,安徽省,2018,6902.16316,6896.87743,1190.90988,69.01381,5.25311,4.85972,0.03262,
340000,安徽省,2017,5905.20146,5896.83861,1107.46436,81.97887,1.65156,1.26313,6.71129,5.30147
340000,安徽省,2016,5393.93316,5386.90776,877.63999,87.71305,1.11038,0.7073,5.91502,4.93805
340000,安徽省,2015,5024.77472,5015.75576,808.47364,81.5589,1.44083,1.21584,7.57813,4.59273
340000,安徽省,2014,4812.19573,4804.37829,820.21181,83.47186,1.10449,1.06324,6.71295,4.08207
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,3796.396,3787.02413,801.95249,92.86545,4.484,1.63692,4.88787,0.17759
340000,安徽省,2011,3249.01517,3241.13903,773.34864,78.23317,3.82683,1.57824,4.04931,0.14071
340000,安徽省,2010,2754.3458,2747.3916,881.787,77.8951,3.5775,1.851,3.3767,0.1891
340000,安徽省,2009,2421.30008,2414.79869,948.43634,74.53405,3.04156,1.73615,3.45983,0.33146
340000,安徽省,2008,1826.82088,1821.78059,627.82971,69.93346,2.46578,1.52818,2.57451,0.6464
340000,安徽省,2007,1437.64892,1428.8326,449.41611,53.94179,5.62821,3.87311,3.18811,
340000,安徽省,2006,1171.97746,1166.40132,369.56439,63.79899,3.8154,2.41646,1.76074,
340000,安徽省,2005,930.80743,927.66138,275.4912,78.30776,2.4302,1.73118,0.71585,0.13058
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,609.8641,607.7579,177.6308,122.5615,1.2639,0.5895,0.8423,0.0503
340000,安徽省,2002,522.9005,520.6519,167.5807,128.9247,1.4226,0.4242,0.826,0.0189
340000,安徽省,2001,401.3556,399.2832,156.9593,118.6562,0.7832,0.2402,1.2892,0.0122
340000,安徽省,2000,278.9838,277.9454,133.3352,96.0016,0.4267,0.0634,0.6116,
350000,福建省,2019,10868.75383,10819.77897,538.94244,102.89975,33.71086,6.38514,15.264,12.29613
350000,福建省,2018,9733.08413,9700.89322,491.71266,89.30093,26.6568,2.52517,5.53411,2.88093
350000,福建省,2017,8649.07303,8544.8013,546.37257,86.40905,98.67047,4.98659,5.60126,
350000,福建省,2016,7357.98879,7264.36076,481.03632,80.84388,89.43844,4.26446,4.18959,
350000,福建省,2015,6719.75287,6621.84102,418.00087,79.87748,94.90652,3.60249,3.00533,
350000,福建省,2014,6036.76318,5948.2149,387.10487,85.65508,85.71912,1.72499,2.82916,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,4100.03343,4031.49774,521.50956,79.23026,63.88791,3.64587,4.64778,3.08863
350000,福建省,2011,3456.46006,3406.9583,469.00108,62.53713,45.90814,2.71126,3.59362,1.59247
350000,福建省,2010,2694.7502,2648.7132,424.5286,50.9283,43.0729,3.464,2.9641,1.1706
350000,福建省,2009,2139.9904,2115.9482,413.31449,49.10473,21.65677,4.1488,2.38543,0.84386
350000,福建省,2008,1788.35733,1755.21332,327.98833,71.38587,27.54511,3.02845,5.5989,2.35915
350000,福建省,2007,1449.64394,1416.54683,239.30448,79.55327,27.76364,4.02472,5.33347,2.72497
350000,福建省,2006,1061.18208,1035.05913,190.89964,56.45032,16.47502,3.38421,9.64793,6.61137
350000,福建省,2005,865.90373,849.56476,215.35334,87.36454,8.43737,0.40902,7.9016,3.61085
350000,福建省,2004,,,,,,,,
350000,福建省,2003,542.8946,532.7264,162.0308,95.9426,4.8714,0.1485,5.2968,2.0639
350000,福建省,2002,402.8882,392.6054,150.4251,99.516,5.6695,0.5172,4.6133,2.3408
350000,福建省,2001,419.333,412.1863,155.1672,107.4448,4.3001,1.0969,2.8465,1.1013
350000,福建省,2000,273.5619,265.8159,133.506,68.7978,5.4608,2.3161,2.2852,0.4815
360000,江西省,2019,6188.79379,6077.92149,370.13734,242.28649,110.04957,0.00568,0.82273,
360000,江西省,2018,5769.88407,5639.41436,382.95238,245.35931,129.9276,0.01395,0.54211,
360000,江西省,2017,5336.97921,5230.07576,418.09153,261.72983,105.11208,0.01319,1.79137,
360000,江西省,2016,4879.24709,4803.51138,324.91181,279.29481,75.35605,0.04467,0.37966,
360000,江西省,2015,4194.66192,4133.11615,369.30527,263.29697,60.62708,0.10333,0.91869,
360000,江西省,2014,3798.45399,3720.48758,294.92535,256.56222,77.84815,0.01323,0.11826,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,2549.84211,2512.00736,557.85598,226.26984,37.78855,0.01074,0.0462,
360000,江西省,2011,1740.99125,1735.87079,478.78226,217.48571,5.08932,1.01854,0.03114,
360000,江西省,2010,1364.187,1345.9978,418.3931,218.4911,1.7406,0.0239,16.4486,0.1
360000,江西省,2009,1128.92707,1124.78749,375.32148,181.29164,3.97902,0.02131,0.16056,0.1
360000,江西省,2008,960.66086,957.10547,316.36432,170.08003,3.38919,0.03903,0.1662,0.1
360000,江西省,2007,713.25207,710.46337,236.30139,139.2818,2.75805,0.04536,0.03065,
360000,江西省,2006,609.96776,607.54137,207.60645,120.18239,2.27875,0.03228,0.14764,
360000,江西省,2005,488.93886,486.96767,177.57816,100.67024,1.81278,0.01733,0.15841,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,343.0755,341.7104,153.8393,91.2959,1.0743,0.0201,0.2908,0.0531
360000,江西省,2002,221.2162,220.457,107.7573,56.2362,0.4963,0.0381,0.2629,
360000,江西省,2001,149.3879,149.2472,85.64,45.8989,0.1406,,,
360000,江西省,2000,101.9278,101.9076,56.6187,37.3421,,,0.0201,
370000,山东省,2019,13609.64122,13594.10271,1950.10519,217.78876,9.46938,,6.06913,
370000,山东省,2018,11778.16137,11760.56295,1614.61273,241.82711,10.67896,,6.91946,0.07438
370000,山东省,2017,10810.25287,10757.33644,1563.6407,325.48835,45.6201,,7.29633,0.11699
370000,山东省,2016,9854.379,9802.73618,1493.19364,371.37808,44.78392,,6.8589,0.19024
370000,山东省,2015,9060.73887,8979.08624,1432.77472,368.7055,75.48064,,6.17199,0.08394
370000,山东省,2014,8932.08545,8829.34921,1376.02684,393.34418,95.78798,2.76629,6.94826,0.1272
370000,山东省,2013,,,,,,,,
370000,山东省,2012,6908.14794,6874.69206,1262.82808,400.54244,26.2508,0.85748,7.20508,1.5187
370000,山东省,2011,6087.41755,6055.037,1219.74627,384.35573,24.8342,1.39719,7.54635,1.25776
370000,山东省,2010,5284.8896,5272.7901,1093.7734,350.2697,6.1416,1.0213,5.9579,1.2699
370000,山东省,2009,4349.25746,4316.16713,819.18991,318.37294,6.23704,0.62915,26.85329,2.51449
370000,山东省,2008,3571.44739,3537.26401,677.92171,324.49075,8.24195,0.52441,25.94143,2.64207
370000,山东省,2007,3008.33004,2972.24608,682.43141,314.03749,9.95224,0.28255,26.13172,1.14606
370000,山东省,2006,2577.38698,2564.40968,553.06,292.27349,5.75485,0.24823,7.22245,0.97418
370000,山东省,2005,2231.34778,2219.59844,518.59939,302.9668,7.81754,0.22794,3.9318,0.85318
370000,山东省,2004,,,,,,,,
370000,山东省,2003,1339.2431,1323.7776,368.4322,266.6172,5.0046,0.3973,10.4609,0.0898
370000,山东省,2002,1061.2115,1056.0869,280.913,273.5666,3.4362,0.4256,1.6884,0.6496
