省份编码,省份,年份,建筑业企业实收资本(亿元),内资建筑业企业实收资本(亿元),国有建筑业企业实收资本(亿元),集体建筑业企业实收资本(亿元),港澳台商投资建筑业企业实收资本(亿元),港澳台商独资建筑业企业实收资本(亿元),外商投资建筑业企业实收资本(亿元),外商独资建筑业企业实收资本(亿元)
110000,北京市,2019,3426.72067,3399.99192,604.93927,19.31494,13.02165,4.31477,13.7071,5.30586
110000,北京市,2018,3278.90842,3247.79194,538.78395,20.25169,16.10896,6.14254,15.00752,5.71424
110000,北京市,2017,2938.42457,2905.62483,560.30527,25.46248,17.59888,7.78819,15.20086,6.75109
110000,北京市,2016,2709.60945,2677.86807,456.17555,26.8215,14.82719,5.40383,16.91419,7.17984
110000,北京市,2015,2501.76365,2472.55696,458.85564,27.49962,13.29424,6.40383,15.91245,7.61213
110000,北京市,2014,2155.88657,2129.47455,350.51003,27.07036,12.05203,5.29552,14.35999,5.91532
110000,北京市,2013,,,,,,,,
110000,北京市,2012,1654.07085,1631.31526,197.80233,26.5631,11.81456,5.93387,10.94103,4.86707
110000,北京市,2011,1635.0634,1612.99707,188.3691,30.16763,12.32642,5.02813,9.73991,3.52211
110000,北京市,2010,1643.2274,1613.7663,169.8191,32.0205,18.948,4.5708,10.513,2.691
110000,北京市,2009,1227.46863,1200.8728,232.03149,32.51296,14.34132,4.06508,12.25451,2.49108
110000,北京市,2008,1101.93464,1075.76617,177.7128,28.57044,13.02088,4.2911,13.14759,2.22643
110000,北京市,2007,835.61146,811.88106,394.29647,26.43596,11.7527,3.67754,11.9777,1.85348
110000,北京市,2006,759.24483,739.21808,384.97202,24.32891,9.70286,1.27062,10.32389,1.39945
110000,北京市,2005,782.04664,763.45194,448.44192,27.75887,10.17269,1.20005,8.42201,0.56267
110000,北京市,2004,,,,,,,,
110000,北京市,2003,338.107,322.3104,109.635,40.7569,7.9295,0.1242,7.8671,0.0
110000,北京市,2002,294.7188,280.7234,101.5558,43.6297,8.7534,0.0166,5.242,
110000,北京市,2001,244.1238,231.1004,99.8652,30.6285,8.2798,,4.7436,
110000,北京市,2000,176.9608,165.2044,78.9528,35.6333,6.6892,,5.0672,
120000,天津市,2019,977.24472,974.35011,173.85142,10.48591,0.87592,0.56592,2.01869,
120000,天津市,2018,1210.81549,1206.23322,147.73976,10.49553,2.76592,0.56592,1.81635,
120000,天津市,2017,872.02236,867.18452,153.01007,11.34475,2.68534,0.48534,2.1525,0.27
120000,天津市,2016,892.5843,889.12369,83.218,15.12827,1.30811,0.48533,2.1525,0.27
120000,天津市,2015,760.41643,756.59439,72.98988,12.92239,1.51953,0.48533,2.30251,0.27
120000,天津市,2014,732.06701,727.86913,73.6714,14.19744,1.56867,0.48533,2.62921,0.21159
120000,天津市,2013,,,,,,,,
120000,天津市,2012,742.83262,737.812,112.08811,17.55758,3.62602,0.29176,1.3946,
120000,天津市,2011,487.70895,481.84798,84.70372,17.31181,2.73482,0.38176,3.12615,0.33377
120000,天津市,2010,423.9274,417.3069,74.8793,14.9878,4.6443,1.7063,1.9762,0.0832
120000,天津市,2009,363.4081,358.31426,80.76585,11.6134,3.43674,0.69865,1.6571,0.0832
120000,天津市,2008,291.81645,286.95649,83.94402,12.61212,3.29121,1.5652,1.56875,0.01655
120000,天津市,2007,226.52286,222.72918,77.70555,7.34089,2.07233,0.54283,1.72135,0.01655
120000,天津市,2006,198.90342,194.70092,60.13098,7.60362,1.96955,0.54283,2.23295,0.38984
120000,天津市,2005,148.40879,143.60144,51.06872,10.17256,2.11949,0.54283,2.68786,0.93513
120000,天津市,2004,,,,,,,,
120000,天津市,2003,137.5719,135.0129,63.4824,16.1146,1.8231,0.0,0.7359,0.0
120000,天津市,2002,128.7543,126.4127,55.8455,17.4959,1.6859,,0.6557,
120000,天津市,2001,75.0482,73.5518,39.8272,12.3483,1.0268,,0.4696,
120000,天津市,2000,61.3554,60.1774,37.4028,10.1952,0.6855,,0.4925,
130000,河北省,2019,1096.35869,1095.61988,125.48985,7.35949,0.48135,,0.25746,
130000,河北省,2018,1081.72886,1081.08751,126.23747,8.75958,0.48135,,0.16,
130000,河北省,2017,1022.46203,1021.82068,114.29125,11.00343,0.48135,,0.16,
130000,河北省,2016,889.83747,889.18562,106.88599,12.80411,0.49185,,0.16,
130000,河北省,2015,851.03916,850.39781,109.41102,11.37203,0.48135,,0.16,
130000,河北省,2014,1298.23236,1297.59101,114.97633,12.43811,0.48135,,0.16,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,637.99146,637.07611,88.56187,13.31127,0.39335,,0.522,
130000,河北省,2011,538.72323,538.16988,96.84046,13.28093,0.39335,,0.16,
130000,河北省,2010,428.7547,427.9416,53.5906,12.189,0.3471,,0.466,
130000,河北省,2009,396.4295,395.5059,61.43685,12.97362,0.4576,,0.466,
130000,河北省,2008,386.11852,385.40092,60.79391,14.3042,0.4576,,0.26,
130000,河北省,2007,311.32861,310.78775,58.25705,15.47537,0.38086,,0.16,
130000,河北省,2006,296.40044,295.87169,59.75487,15.11958,0.36875,,0.16,
130000,河北省,2005,279.9853,279.57769,54.64817,21.30336,0.20521,,0.2024,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,259.0389,258.5802,75.0633,29.0249,0.0863,0.0153,0.3724,0.0
130000,河北省,2002,254.1976,253.6647,79.2444,36.3846,0.2867,0.153,0.2462,
130000,河北省,2001,189.7714,189.4042,65.7657,41.6647,0.1635,0.0153,0.2036,
130000,河北省,2000,132.9124,132.446,57.4805,43.8775,0.2116,0.0153,0.2548,
140000,山西省,2019,1055.62528,1055.32538,195.74356,8.2428,0.1999,,0.1,
140000,山西省,2018,957.51153,956.87163,139.39567,9.42637,0.3799,,0.26,
140000,山西省,2017,853.41419,852.77379,147.60794,9.78983,0.3804,,0.26,0.1
140000,山西省,2016,724.01675,723.27685,86.36578,10.76564,0.3799,,0.36,
140000,山西省,2015,627.10563,626.36573,83.87118,11.41064,0.3799,,0.36,
140000,山西省,2014,588.88999,587.14244,67.26196,11.25981,0.8562,,0.89135,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,479.43147,475.91739,78.22985,10.35204,1.62273,,1.89135,1.0
140000,山西省,2011,403.37496,400.98496,76.13884,10.83585,0.77055,,1.61945,1.0
140000,山西省,2010,332.0495,329.5439,53.9248,12.0003,1.9028,,0.6029,
140000,山西省,2009,277.42047,274.85469,49.72057,10.6474,1.9855,,0.58028,
140000,山西省,2008,259.57066,257.18695,56.87361,11.82739,1.78977,,0.59394,
140000,山西省,2007,240.93838,239.0173,86.52449,9.85608,1.71732,,0.20376,
140000,山西省,2006,228.32318,226.66387,89.05073,10.31769,1.47256,,0.18675,
140000,山西省,2005,220.74308,219.23402,99.6442,10.66973,1.32231,,0.18675,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,192.0221,189.9378,84.0304,13.7196,1.9041,0.0,0.1802,0.0
140000,山西省,2002,173.4182,172.1026,95.9735,12.4349,1.1354,0.2595,0.1802,
140000,山西省,2001,94.465,93.7026,54.7724,9.1926,0.7559,0.1279,0.0065,
140000,山西省,2000,57.6789,56.9478,43.6449,8.0749,0.718,0.0633,0.013,
150000,内蒙古自治区,2019,406.00782,406.00782,63.94064,0.67948,,,,
150000,内蒙古自治区,2018,409.28091,409.28091,39.72873,1.13568,,,,
150000,内蒙古自治区,2017,377.86331,377.86331,30.54057,1.27244,,,,
150000,内蒙古自治区,2016,380.78902,380.78902,66.07509,1.49244,,,,
150000,内蒙古自治区,2015,334.69545,334.69545,56.65852,1.49244,,,,
150000,内蒙古自治区,2014,293.50808,293.50808,26.25344,1.43684,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,246.73264,246.73264,22.50634,2.37519,,,,
150000,内蒙古自治区,2011,222.36075,222.27355,14.45627,1.89514,,,0.0872,
150000,内蒙古自治区,2010,184.7329,184.7329,13.4788,2.8954,,,,
150000,内蒙古自治区,2009,168.503,168.42273,13.83726,2.4237,,,0.08027,
150000,内蒙古自治区,2008,143.83883,143.75163,11.33999,1.82939,,,0.0872,
150000,内蒙古自治区,2007,120.91591,120.83592,9.00269,0.78622,,,0.07999,
150000,内蒙古自治区,2006,106.2281,106.14852,7.8314,1.09051,,,0.07958,
150000,内蒙古自治区,2005,104.64216,104.55496,7.19772,1.48216,,,0.0872,
150000,内蒙古自治区,2004,,,,,,,,
