省份编码,省份,年份,建筑业企业所有者权益(亿元),内资建筑业企业所有者权益(亿元),国有建筑业企业所有者权益(亿元),集体建筑业企业所有者权益(亿元),港澳台商投资建筑业企业所有者权益(亿元),港澳台商独资建筑业企业所有者权益(亿元),外商投资建筑业企业所有者权益(亿元),外商独资建筑业企业所有者权益(亿元)
120000,天津市,2015,1341.5005,1335.75565,129.11219,32.34404,1.72236,0.53163,4.02249,0.32542
120000,天津市,2014,1244.28656,1237.55947,108.30052,31.051,2.74298,0.61763,3.98411,0.28306
120000,天津市,2013,,,,,,,,
120000,天津市,2012,1004.39016,1000.25736,160.45742,27.26925,2.56043,0.48192,1.57237,
120000,天津市,2011,704.62063,697.05038,120.30622,35.1759,2.85382,0.57474,4.71643,0.72528
120000,天津市,2010,568.5239,562.8911,95.1863,23.2282,2.593,-0.8037,3.0398,0.1226
120000,天津市,2009,502.58081,499.65972,96.08254,18.05068,0.99556,-2.00378,1.92553,0.08304
120000,天津市,2008,390.93824,389.82143,96.43703,14.64611,-0.28084,-1.9621,1.39765,0.00801
120000,天津市,2007,288.17408,286.59064,86.7498,10.5545,0.13466,-1.41191,1.44878,0.0166
120000,天津市,2006,255.16847,252.32864,66.86063,9.75167,1.04039,-0.26633,1.79944,0.54529
120000,天津市,2005,196.59809,192.43397,61.09162,13.71389,1.39718,0.07117,2.76694,0.88974
120000,天津市,2004,,,,,,,,
120000,天津市,2003,167.9421,165.8744,61.4686,23.9213,1.2504,,0.8173,
120000,天津市,2002,157.8048,155.4735,65.9718,20.457,1.5281,,0.8032,
120000,天津市,2001,92.90618,91.7461,48.6132,14.3159,0.7362,,0.4239,
120000,天津市,2000,76.63443,75.5074,47.5067,13.6121,0.6842,,0.4428,
130000,河北省,2019,1840.84612,1839.73741,152.88808,14.36107,0.82956,,0.27915,
130000,河北省,2018,1815.3649,1814.32803,143.77312,18.30536,0.83826,,0.19861,
130000,河北省,2017,1851.84143,1850.91124,148.55403,25.77818,0.73321,,0.19698,
130000,河北省,2016,1643.97836,1643.02666,132.31604,25.79687,0.78298,,0.16872,
130000,河北省,2015,1541.72038,1540.79399,140.08858,23.72707,0.76155,,0.16484,
130000,河北省,2014,1434.28616,1433.31056,146.00807,31.81962,0.8131,,0.1625,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,1076.36535,1074.54152,123.25956,22.22083,0.7257,,1.09813,
130000,河北省,2011,857.24534,856.32701,130.49067,22.69426,0.77055,,0.14778,
130000,河北省,2010,700.4717,699.1901,84.6917,19.0169,0.6447,,0.6369,
130000,河北省,2009,608.65863,607.33721,82.27936,22.85397,0.79516,,0.52626,
130000,河北省,2008,533.67622,532.60154,74.85658,22.88961,0.71637,,0.35831,
130000,河北省,2007,441.30583,440.61111,74.57558,24.42151,0.56926,,0.12546,
130000,河北省,2006,412.40565,411.69999,75.62741,23.24141,0.56426,,0.1414,
130000,河北省,2005,374.21119,373.73388,67.20627,30.04038,0.26234,,0.21497,
130000,河北省,2004,,,,,,,,
130000,河北省,2003,317.5929,317.0313,86.3162,36.4073,0.0992,0.0153,0.4624,
130000,河北省,2002,290.4605,289.9849,85.4335,43.0725,0.1271,-0.0121,0.3485,
130000,河北省,2001,229.06079,228.5911,79.0854,49.1183,0.1635,0.0028,0.3062,
130000,河北省,2000,167.72992,167.0904,73.9504,55.6523,0.2457,0.0181,0.3938,
140000,山西省,2019,1698.22946,1697.97488,396.51474,9.88481,0.10049,,0.15409,
140000,山西省,2018,1405.07749,1404.58648,218.28325,11.11106,0.09309,,0.39792,
140000,山西省,2017,1204.52441,1203.90623,196.3755,15.41365,0.15887,,0.45931,0.13039
140000,山西省,2016,1063.41352,1062.64141,164.58839,15.73825,0.21752,,0.55459,
140000,山西省,2015,1012.69441,1011.51046,144.73192,14.8572,0.64865,,0.5353,
140000,山西省,2014,948.44504,946.81273,147.71448,13.8679,1.05036,,0.58195,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,680.49433,676.89657,109.67861,12.17055,1.88951,,1.70825,1.07861
140000,山西省,2011,558.58939,556.11837,92.53773,12.63332,0.83971,,1.63131,1.06171
140000,山西省,2010,435.224,432.5147,59.9847,14.3918,2.1065,,0.6029,
140000,山西省,2009,367.92928,365.67461,54.03914,14.61931,1.67273,,0.58194,
140000,山西省,2008,326.56727,324.11103,62.08804,13.93588,1.96399,,0.49225,
140000,山西省,2007,285.51758,283.80136,83.6018,12.61962,1.54927,,0.16695,
140000,山西省,2006,260.17902,258.47669,86.50626,9.36831,1.58483,,0.1175,
140000,山西省,2005,242.99372,241.64725,98.93676,12.55854,1.21948,,0.12699,
140000,山西省,2004,,,,,,,,
140000,山西省,2003,212.2115,210.1217,86.6689,15.9836,1.9428,,0.147,
140000,山西省,2002,194.0283,192.6667,103.9433,14.6661,1.0388,0.2759,0.3228,
140000,山西省,2001,105.65637,105.0599,59.9192,10.6961,0.5891,0.1597,0.0073,
140000,山西省,2000,91.32018,90.8344,74.6909,10.0328,0.4712,0.089,0.0146,
150000,内蒙古自治区,2019,677.14835,677.14835,78.34347,0.67177,,,,
150000,内蒙古自治区,2018,698.74146,698.74146,75.17923,1.13287,,,,
150000,内蒙古自治区,2017,718.7421,718.7421,69.52941,1.57631,,,,
150000,内蒙古自治区,2016,732.3029,732.3029,97.85166,1.81169,,,,
150000,内蒙古自治区,2015,666.57598,666.57598,69.06555,1.84042,,,,
150000,内蒙古自治区,2014,625.91744,625.91744,35.26386,1.62601,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,582.88425,582.88425,28.7635,2.73186,,,,
150000,内蒙古自治区,2011,476.60721,476.51736,22.33513,2.10623,,,0.08985,
150000,内蒙古自治区,2010,368.1498,368.1498,23.2644,3.2776,,,,
150000,内蒙古自治区,2009,300.52656,300.44629,21.29672,3.00366,,,0.08027,
150000,内蒙古自治区,2008,240.19098,240.10378,14.91995,1.99925,,,0.0872,
150000,内蒙古自治区,2007,191.50432,191.42433,10.85557,1.04756,,,0.07999,
150000,内蒙古自治区,2006,156.17641,156.09683,10.03375,1.24408,,,0.07958,
150000,内蒙古自治区,2005,135.38523,135.29529,8.68977,1.54154,,,0.08994,
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,106.9341,106.5855,11.4594,3.0458,0.2368,0.034,0.1118,
150000,内蒙古自治区,2002,98.0694,97.8081,18.9053,6.0132,0.2308,0.0413,0.0305,
150000,内蒙古自治区,2001,71.42058,71.2358,20.537,5.4642,0.1848,0.0418,,
150000,内蒙古自治区,2000,50.05529,49.8038,17.5244,8.9017,0.1672,0.0345,0.0843,
210000,辽宁省,2019,1730.36549,1674.8155,127.41965,28.59397,50.61687,48.50173,4.93312,0.09848
210000,辽宁省,2018,1793.25207,1736.69253,113.95043,29.56861,51.19072,49.81647,5.36882,0.18418
210000,辽宁省,2017,1813.15614,1756.22885,229.58669,35.66969,50.25369,43.4652,6.6736,0.3601
210000,辽宁省,2016,1834.47965,1771.99767,177.79529,37.69846,56.1291,38.78479,6.35288,0.18478
210000,辽宁省,2015,2490.16904,2442.3648,146.67834,44.13129,44.74818,37.32157,3.05606,-5.67141
210000,辽宁省,2014,2160.449,2141.7371,201.64806,43.35369,5.86673,0.6594,12.84517,4.75308
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,1747.82061,1729.49236,217.90411,57.98323,3.79325,0.0453,14.535,6.91876
210000,辽宁省,2011,1386.72587,1329.44957,231.34177,52.74802,39.05925,33.65703,18.21705,6.48165
210000,辽宁省,2010,1120.8572,1097.6562,146.3604,51.5648,3.5761,0.285,19.6249,7.1056
210000,辽宁省,2009,839.5164,816.70796,137.47509,40.82667,4.87223,0.16294,17.93621,6.93846
210000,辽宁省,2008,663.37062,647.94712,114.41883,42.40289,2.49807,0.09892,12.92543,4.89909
210000,辽宁省,2007,613.5439,588.41667,111.09629,40.9822,4.9584,0.0971,20.16883,0.74158
210000,辽宁省,2006,560.17839,539.65091,106.21687,53.38569,3.68492,0.09182,16.84256,0.69881
210000,辽宁省,2005,494.41296,474.15161,99.05169,52.91257,3.45796,0.67641,16.80339,0.23765
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,390.2676,373.9802,114.8346,61.0033,3.7065,,12.5809,0.1167
210000,辽宁省,2002,362.9182,347.621,115.9721,69.6081,7.9307,,7.3665,0.1864
210000,辽宁省,2001,292.27849,279.3149,100.8214,60.8172,7.2526,0.1521,5.711,
210000,辽宁省,2000,216.35415,209.957,87.0965,61.1859,3.1967,,3.2004,0.0632
220000,吉林省,2019,969.84002,966.77623,136.64617,2.99645,3.06379,0.48013,,
220000,吉林省,2018,975.96488,969.47506,121.9012,4.0571,6.44153,0.44021,0.04829,
220000,吉林省,2017,906.70581,898.76641,39.67417,5.04085,7.87842,0.05894,0.06098,
220000,吉林省,2016,901.50316,893.79719,35.24125,6.51762,7.64691,,0.05906,
220000,吉林省,2015,918.9305,911.7086,115.34876,6.47212,7.14974,,0.07216,
220000,吉林省,2014,752.31634,744.82923,24.45861,4.14625,7.42106,,0.06605,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,706.29041,702.2809,29.43622,8.60873,4.00951,,,
220000,吉林省,2011,350.35033,348.62155,39.15811,5.58173,1.72878,,,
220000,吉林省,2010,294.0507,289.8081,17.3458,2.7384,4.2425,,,
220000,吉林省,2009,248.6632,246.28319,19.89167,5.96868,2.13701,,0.243,
220000,吉林省,2008,250.94321,249.57448,35.70988,4.6877,0.36873,,1.0,
220000,吉林省,2007,173.44801,172.21106,31.23689,6.25581,1.03276,,0.20419,
220000,吉林省,2006,171.03113,169.27981,35.09461,7.50568,0.78984,,0.96148,
220000,吉林省,2005,147.37701,145.54015,39.23417,8.27373,1.04586,,0.791,
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,132.6903,131.3873,46.5795,11.3943,0.4604,0.0668,0.8426,0.0103
220000,吉林省,2002,110.4206,108.8541,39.5221,11.1715,0.4673,0.0295,1.0992,0.0103
220000,吉林省,2001,97.54906,95.9832,37.3154,12.7489,0.209,,1.3568,
220000,吉林省,2000,64.49641,64.4328,44.1459,8.996,0.0532,0.0108,0.0104,0.0104
230000,黑龙江省,2019,693.12203,692.63227,77.31649,13.75485,0.24589,,0.24387,
230000,黑龙江省,2018,621.76997,621.28449,69.88333,18.39881,0.24589,,0.23959,
230000,黑龙江省,2017,626.87817,626.0687,96.37333,17.59539,0.54498,,0.26449,
230000,黑龙江省,2016,603.50996,602.87894,68.11219,17.22551,0.35618,,0.27484,
230000,黑龙江省,2015,553.89407,553.26661,70.18242,17.91957,0.35643,,0.27103,
230000,黑龙江省,2014,545.72236,544.15617,64.65444,19.06373,0.24795,,1.31824,1.00042
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,529.39644,527.78087,77.84345,26.14565,0.2991,,1.31647,1.00042
230000,黑龙江省,2011,455.57687,453.95629,76.36193,22.51784,0.30183,,1.31875,1.00094
230000,黑龙江省,2010,375.6786,374.3186,60.2276,20.1886,0.3026,,1.0574,1.0011
230000,黑龙江省,2009,369.56639,366.17557,59.11179,19.34173,2.23478,,1.15604,1.09298
230000,黑龙江省,2008,343.21375,339.82812,57.79459,21.33988,2.34597,,1.03966,1.00186
230000,黑龙江省,2007,308.78398,305.77638,64.80808,22.60695,2.15241,,0.85519,
230000,黑龙江省,2006,292.4738,290.00398,57.50483,20.32949,2.12715,,0.34267,
230000,黑龙江省,2005,277.61226,274.80113,49.02027,19.95915,0.33995,,2.47118,
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,242.6765,240.4593,51.1031,25.7915,0.2774,0.12,1.9398,
230000,黑龙江省,2002,216.6612,216.0386,59.486,27.5006,0.2144,0.06,0.4082,
230000,黑龙江省,2001,177.69772,176.7634,67.7796,28.278,0.7019,0.0735,0.2324,
230000,黑龙江省,2000,113.43505,112.5882,53.5494,27.1392,0.5747,0.067,0.2722,0.0353
310000,上海市,2019,2655.538,2546.24183,637.10503,6.87222,60.04854,17.81153,49.24763,34.50395
310000,上海市,2018,2448.32725,2361.70259,581.29286,6.81186,49.5961,16.7926,37.02856,25.76058
310000,上海市,2017,2230.78074,2143.47185,294.38056,8.24908,50.02845,11.85231,37.28044,25.89393
310000,上海市,2016,2028.73664,1948.89883,239.98473,9.31324,47.45188,12.72101,32.38593,20.97424
310000,上海市,2015,1945.06613,1869.97193,234.80482,8.74843,42.36076,11.75655,32.73344,21.57091
310000,上海市,2014,1883.74456,1816.77966,212.1525,8.41378,38.28583,8.9411,28.67907,19.35553
310000,上海市,2013,,,,,,,,
310000,上海市,2012,1600.74382,1540.25844,296.50229,20.56076,33.7054,6.70003,26.77998,16.72756
310000,上海市,2011,1335.34933,1283.07027,262.49853,24.30241,33.11182,6.6849,19.16724,10.9004
310000,上海市,2010,1201.6641,1147.0701,225.4494,20.3592,31.1573,5.8203,23.4367,12.594
310000,上海市,2009,1084.17815,1042.53073,187.8948,22.74102,23.24692,4.2048,18.4005,9.31481
310000,上海市,2008,986.68366,942.42403,205.50778,18.22225,24.09804,7.19039,20.16159,10.50769
310000,上海市,2007,757.76764,722.81734,101.71043,21.43307,15.13563,5.55203,19.81467,10.24719
310000,上海市,2006,671.08968,644.07693,103.36674,23.45715,10.49618,1.46945,16.51657,6.86601
310000,上海市,2005,565.05652,532.42715,101.58286,22.78773,12.04215,0.26538,20.58722,4.2767
310000,上海市,2004,,,,,,,,
310000,上海市,2003,498.3925,476.9162,160.0739,48.382,14.702,0.0029,6.7743,
310000,上海市,2002,362.2914,343.4891,126.1793,31.9904,9.6899,0.2112,9.1124,
310000,上海市,2001,252.9806,237.5204,82.4403,31.9416,8.4434,0.1165,7.0168,0.2459
310000,上海市,2000,274.1319,259.4586,112.2252,25.4388,8.7064,0.2382,5.9669,0.1414
320000,江苏省,2019,9511.07297,9438.37579,641.12343,31.32203,21.35503,5.70116,51.34215,27.43818
320000,江苏省,2018,8857.95032,8766.24723,358.71349,32.53923,21.72006,5.44081,69.98303,25.4739
320000,江苏省,2017,8078.92458,8000.87124,297.4109,45.08746,28.41063,6.80397,49.64271,17.87405
320000,江苏省,2016,7551.83198,7484.2007,284.66491,47.6641,29.23164,2.87531,38.39964,15.50515
320000,江苏省,2015,6667.79653,6601.3345,266.45481,43.94451,26.82205,2.91985,39.63998,15.43838
320000,江苏省,2014,5909.82278,5837.67047,267.12764,53.55391,31.0789,1.81491,41.07341,16.10293
320000,江苏省,2013,,,,,,,,
320000,江苏省,2012,4449.73838,4386.30397,256.06559,114.55324,25.2164,2.85171,38.21801,15.00495
320000,江苏省,2011,3937.63747,3895.311,207.58958,109.99306,19.80852,2.5948,22.51795,12.52893
320000,江苏省,2010,2849.7619,2812.9805,159.4485,82.2858,17.5898,4.9727,19.1916,10.9317
320000,江苏省,2009,2402.74304,2349.06673,162.811,80.62122,19.57844,8.06639,34.09787,10.23131
320000,江苏省,2008,1953.9868,1913.42862,134.86588,95.63155,16.57816,4.67391,23.98002,10.06854
320000,江苏省,2007,1597.8899,1564.59109,137.23442,119.52471,13.52212,4.10874,19.77669,9.46543
320000,江苏省,2006,1384.02531,1359.18753,116.47817,103.33583,10.99527,3.3757,13.84251,6.70993
320000,江苏省,2005,1028.18059,1004.23271,104.61699,90.31477,11.58899,4.30621,12.35889,4.21115
320000,江苏省,2004,,,,,,,,
320000,江苏省,2003,687.0061,678.367,117.2289,103.2999,5.0763,,3.5628,0.1892
320000,江苏省,2002,638.1604,628.421,141.0172,127.4711,6.8849,0.2162,2.8545,
320000,江苏省,2001,487.1181,479.3946,110.7744,126.6538,5.482,,2.2415,0.0057
320000,江苏省,2000,375.89524,368.9385,104.488,158.7265,4.9752,,1.9816,
330000,浙江省,2019,5117.00056,5083.97899,117.66453,27.02836,27.01352,2.27997,6.00805,-0.1435
330000,浙江省,2018,5241.49267,5205.68222,96.61094,34.83935,30.28943,2.48851,5.52102,-0.35823
330000,浙江省,2017,5271.41738,5247.14794,83.56227,35.04553,18.99529,6.01241,5.27415,0.00676
330000,浙江省,2016,4984.75456,4969.68923,90.01187,35.43487,9.96506,0.50534,5.10027,
330000,浙江省,2015,4665.15244,4650.80224,88.6876,32.8877,9.70229,0.46614,4.64791,0.20352
330000,浙江省,2014,4367.31252,4339.33205,91.15011,28.52289,23.95354,0.47325,4.02693,0.2175
330000,浙江省,2013,,,,,,,,
330000,浙江省,2012,3287.33929,3272.16975,99.65356,37.10428,11.75236,0.48699,3.41718,0.36035
330000,浙江省,2011,2832.46184,2810.22068,83.09469,31.36823,10.63493,0.12613,11.60623,0.49943
330000,浙江省,2010,2371.2406,2352.7406,71.3532,29.2568,7.8793,0.1094,10.6207,0.5318
330000,浙江省,2009,1890.67321,1877.32104,65.10994,25.36223,4.50826,0.07983,8.84391,
330000,浙江省,2008,1543.97657,1534.44981,67.85405,24.78435,4.6991,0.0652,4.82766,
330000,浙江省,2007,1336.88631,1327.16731,69.35649,25.45265,3.81424,0.07115,5.90476,
330000,浙江省,2006,1101.07541,1093.77036,54.43504,28.32702,4.07752,0.08704,3.22753,
330000,浙江省,2005,896.49556,887.59959,49.59354,40.12587,3.0073,0.06552,5.88867,
330000,浙江省,2004,,,,,,,,
330000,浙江省,2003,621.5626,616.3122,44.8807,59.6568,3.3347,0.0147,1.9157,0.1971
330000,浙江省,2002,505.5339,499.774,44.6769,63.7468,2.8784,0.0371,2.8815,0.2868
330000,浙江省,2001,431.39274,425.7126,40.4138,65.608,2.362,0.0588,3.3182,0.035
330000,浙江省,2000,347.47503,342.8254,45.0976,96.2585,2.0575,0.1038,2.5922,0.1247
340000,安徽省,2019,2491.53086,2488.61137,212.56692,13.30174,2.58296,1.33465,0.33653,
340000,安徽省,2018,2304.66644,2302.70728,253.048,14.09376,1.61529,1.52532,0.34387,
340000,安徽省,2017,1998.67157,1993.76733,239.6751,33.64573,1.17655,0.7707,3.72769,2.50929
340000,安徽省,2016,1770.80955,1766.35725,208.20539,30.6968,0.61754,0.47406,3.83476,2.87376
340000,安徽省,2015,1520.98673,1517.19882,178.12669,27.61156,0.67381,0.57078,3.1141,2.10073
340000,安徽省,2014,1372.60901,1369.2349,129.97482,25.26261,0.67213,0.58167,2.70198,2.11348
340000,安徽省,2013,,,,,,,,
340000,安徽省,2012,1043.62857,1040.17877,124.45968,27.02032,2.50695,0.58671,0.94285,0.3218
340000,安徽省,2011,842.36255,838.17107,110.30803,27.82601,3.21875,0.56322,0.97273,0.36133
340000,安徽省,2010,737.5233,733.6936,156.7518,23.947,2.2735,0.5154,1.5562,0.2842
340000,安徽省,2009,549.43482,545.50025,113.11767,30.40748,2.39439,1.11608,1.54018,0.2562
340000,安徽省,2008,459.132,455.75569,105.16045,23.82611,1.90827,0.65586,1.46804,0.33923
340000,安徽省,2007,427.38505,424.01493,125.36151,19.88656,2.48265,0.84274,0.88747,
340000,安徽省,2006,359.68323,357.12213,101.62845,23.93036,1.98673,0.54499,0.57437,
340000,安徽省,2005,307.37188,306.11333,76.24159,30.12131,0.89148,0.36516,0.36707,0.04696
340000,安徽省,2004,,,,,,,,
340000,安徽省,2003,239.7055,238.3482,59.3593,50.6742,0.7829,0.1228,0.5744,0.1738
340000,安徽省,2002,230.0407,228.4533,71.862,55.9462,0.9718,0.3627,0.6156,0.1489
340000,安徽省,2001,162.44225,161.4112,64.0492,43.6961,0.4286,0.176,0.6024,0.075
340000,安徽省,2000,93.46579,92.786,39.8904,32.8444,0.4716,0.0678,0.2082,
350000,福建省,2019,2901.73565,2886.65333,134.35042,19.03978,5.76061,1.7975,9.32171,6.7094
350000,福建省,2018,2716.49229,2702.1552,127.95823,18.09523,10.75737,2.11747,3.57972,2.54211
350000,福建省,2017,2506.84706,2488.67411,159.48832,16.72707,17.03136,5.62015,1.13477,
350000,福建省,2016,2229.88395,2213.20724,144.2497,15.86533,15.81294,5.23195,0.86377,
350000,福建省,2015,1950.07858,1934.54297,124.59475,15.60171,14.69013,4.94328,0.84548,
350000,福建省,2014,1635.05879,1622.19344,95.59392,14.25532,11.8105,1.6361,1.05485,
350000,福建省,2013,,,,,,,,
350000,福建省,2012,1066.34546,1056.43837,105.64661,25.03418,8.73676,1.98234,1.17033,0.39069
350000,福建省,2011,858.07425,848.03275,92.15913,15.27659,8.69434,2.92941,1.34716,0.4954
350000,福建省,2010,770.2004,761.4269,98.7853,13.6643,7.3896,1.8078,1.384,0.4751
350000,福建省,2009,617.88879,608.86576,104.92555,16.13815,7.7553,3.43332,1.26773,0.49749
350000,福建省,2008,496.48366,487.73895,82.18203,14.27708,6.36073,1.64336,2.38398,0.66291
350000,福建省,2007,391.93133,383.31083,43.09478,22.09135,6.74184,2.70934,1.87866,0.62223
350000,福建省,2006,343.3394,333.77412,42.97929,16.52082,6.36422,1.99703,3.20106,1.53245
350000,福建省,2005,286.56878,279.75771,44.11554,31.35658,4.29361,0.51147,2.51746,0.78965
350000,福建省,2004,,,,,,,,
350000,福建省,2003,242.3725,235.1655,64.9942,46.2339,4.7595,0.513,2.4475,0.48
350000,福建省,2002,202.4339,195.5231,49.7141,53.3372,4.1054,0.6714,2.8054,0.4951
350000,福建省,2001,158.13606,152.8267,48.1047,37.657,3.434,0.8989,1.8754,0.7512
350000,福建省,2000,124.76287,118.775,39.3153,36.9544,3.8113,1.7016,2.1766,0.4222
360000,江西省,2019,1956.7679,1922.91302,68.08428,58.86269,33.67172,0.00946,0.18316,
360000,江西省,2018,1884.50941,1846.47033,80.04656,57.87449,37.27273,0.00945,0.76635,
360000,江西省,2017,1757.26802,1730.66647,143.23984,63.54292,26.27256,0.02708,0.32899,
360000,江西省,2016,1528.62476,1508.08913,84.43583,65.47064,20.43564,0.02232,0.09999,
360000,江西省,2015,1129.54583,1109.23391,83.4146,60.98819,20.12004,0.02232,0.19188,
360000,江西省,2014,1042.56702,1024.63061,79.75917,58.31391,17.88561,0.01188,0.0508,
360000,江西省,2013,,,,,,,,
360000,江西省,2012,669.63349,661.19321,114.32829,54.68266,8.38978,0.02232,0.0505,
360000,江西省,2011,424.25772,423.35763,91.73829,49.84121,0.89509,0.08682,0.005,
360000,江西省,2010,400.3941,391.6241,105.2522,49.0725,2.0447,0.0223,6.7253,0.1
360000,江西省,2009,326.12315,322.7984,92.54531,45.55564,3.12475,0.02232,0.2,0.1
360000,江西省,2008,292.07837,290.46855,74.68191,44.45785,1.40976,0.04715,0.20006,0.1
360000,江西省,2007,222.14878,220.28593,62.91979,43.56595,1.66363,0.13171,0.19922,
360000,江西省,2006,200.27447,198.31702,59.19887,39.26863,1.75821,0.0265,0.19924,
360000,江西省,2005,183.44817,181.63636,57.90937,37.70105,1.61837,0.04831,0.19344,
360000,江西省,2004,,,,,,,,
360000,江西省,2003,141.507,139.9473,55.7063,34.6792,1.2705,0.3388,0.2892,0.0801
360000,江西省,2002,118.73,117.9271,46.7538,30.4056,0.5846,0.082,0.2183,
360000,江西省,2001,70.66955,70.4597,37.1997,22.4999,0.2098,,,
360000,江西省,2000,42.42162,42.398,22.155,16.8268,,,0.0236,
370000,山东省,2019,4140.29165,4134.31271,469.83413,67.77085,1.34428,,4.63466,
370000,山东省,2018,3804.18735,3798.44742,452.33264,76.74082,1.51582,,4.22411,0.07388
370000,山东省,2017,3813.76072,3791.42506,438.05059,110.72467,18.40535,,3.93031,0.08696
370000,山东省,2016,3266.06105,3243.67054,374.68609,125.61657,19.47933,,2.91118,0.11115
370000,山东省,2015,3035.81885,3014.00523,353.23318,125.99388,19.11102,,2.7026,0.11386
370000,山东省,2014,2762.18859,2748.93163,276.88926,120.23781,10.14376,0.1777,3.1132,0.11386
370000,山东省,2013,,,,,,,,
370000,山东省,2012,2110.927,2098.80302,253.46504,144.24068,7.95369,0.17699,4.17029,0.51975
370000,山东省,2011,1862.17782,1849.96913,222.48399,133.80733,8.41468,0.16975,3.79401,0.4873
370000,山东省,2010,1545.9895,1536.6281,182.1185,125.4484,4.6335,0.4238,4.7279,0.914
370000,山东省,2009,1367.47679,1353.28409,155.63478,115.37986,5.59713,0.60784,8.59557,0.52499
370000,山东省,2008,1200.54116,1187.46863,151.20856,115.46829,4.91152,0.39292,8.16101,0.47461
370000,山东省,2007,1008.2249,995.34176,139.15646,112.35613,4.9281,0.30765,7.95504,0.92553
370000,山东省,2006,890.36325,880.42246,122.41717,110.17594,4.38517,0.40631,5.55562,0.86364
370000,山东省,2005,789.80604,780.47409,116.43364,124.321,5.17501,0.58224,4.15694,0.67416
370000,山东省,2004,,,,,,,,
370000,山东省,2003,550.4071,542.6872,104.0979,126.8186,2.1964,0.423,5.5235,0.1189
370000,山东省,2002,446.3949,442.7638,90.6881,123.3301,2.0503,0.4779,1.5808,0.2896
370000,山东省,2001,341.39737,338.4914,81.1693,101.9017,1.9591,0.5236,0.9469,0.3779
370000,山东省,2000,223.27648,220.6729,59.6746,89.1244,1.9357,0.6775,0.6679,0.2157
410000,河南省,2019,3672.73369,3667.63315,279.96655,36.16119,1.09048,,4.01006,1.30836
410000,河南省,2018,4018.40688,4013.45119,286.5433,36.36841,1.05338,,3.90231,0.3
