省份编码,省份,年份,建筑业总产值(亿元),内资企业建筑业总产值(亿元),国有建筑业总产值(亿元),集体建筑业总产值(亿元),港澳台商投资企业建筑业总产值(亿元),港澳台商独资企业建筑业总产值(亿元),外商投资企业建筑业总产值(亿元),外商独资企业建筑业总产值(亿元)
410000,河南省,2012,6009.0765,5995.92113,731.06104,213.47488,11.10991,0.04531,2.04546,0.22396
410000,河南省,2011,5279.35576,5273.17206,640.1594,193.15115,4.38532,0.00578,1.79838,0.11919
410000,河南省,2010,4400.60816,4395.633,598.3438,166.3693,3.3779,0.0058,1.5972,0.0559
410000,河南省,2009,3596.48672,3592.88335,612.66889,145.11249,2.23542,0.19813,1.36795,0.01841
410000,河南省,2008,2824.05347,2820.90221,505.49433,144.91516,1.75828,0.91573,1.39298,0.01479
410000,河南省,2007,2151.72298,2150.96044,490.61949,146.89987,0.43016,,0.33238,
410000,河南省,2006,1530.9254,1529.1192,399.29687,104.70697,0.63136,,1.17484,0.03201
410000,河南省,2005,1066.1498,1063.89014,336.29097,106.56521,1.41882,,0.84087,0.02
410000,河南省,2004,817.13473,785.77,342.38,112.43,,,,
410000,河南省,2003,634.5217,632.3782,266.7597,88.5343,1.5077,,0.6358,
410000,河南省,2002,536.7328,536.0942,244.37,82.44,0.3037,0.0264,0.3349,
410000,河南省,2001,452.4908,451.09397,269.58935,115.27888,0.72284,0.03468,0.67403,
410000,河南省,2000,357.3425,353.43901,211.16496,97.82997,3.17368,0.00852,0.72979,0.00211
420000,湖北省,2019,16979.66562,16920.587,3408.3905,76.43243,1.41792,0.00723,57.6607,
420000,湖北省,2018,15133.8712,15079.16113,1916.1446,55.48347,4.45322,0.07442,50.25685,1.5435
420000,湖北省,2017,13390.7311,13339.87282,2620.33755,81.58478,4.63999,0.06318,46.21829,
420000,湖北省,2016,11862.39733,11812.38308,2243.64724,77.91546,9.88158,5.61231,40.13267,
420000,湖北省,2015,10592.86,10552.76698,1649.58883,77.03137,3.34397,0.2473,36.74548,
420000,湖北省,2014,10059.58901,10006.53759,1860.38681,80.60511,7.86711,0.24595,45.18431,
420000,湖北省,2013,8465.26901,8335.12354,2006.14616,171.90071,6.89191,0.34864,1.37989,
420000,湖北省,2012,7043.42193,7034.70079,1742.53008,148.6158,5.15266,0.40348,3.56848,
420000,湖北省,2011,5586.44612,5392.25236,1541.99263,96.83203,5.75556,0.66138,188.4382,
420000,湖北省,2010,4345.2006,4333.5475,1281.0016,73.6501,7.9865,0.3982,3.6666,
420000,湖北省,2009,3421.89272,3413.99224,1215.1431,92.03712,4.33615,0.58838,3.56433,
420000,湖北省,2008,2605.08155,2602.09505,708.16238,70.68909,2.96612,0.47705,0.02038,
420000,湖北省,2007,2110.80431,2108.65291,587.50725,83.68425,1.73557,0.26923,0.41583,0.035
420000,湖北省,2006,1667.00286,1661.92037,545.64479,72.44286,1.13877,0.30986,3.94372,
420000,湖北省,2005,1349.3165,1346.49639,516.79509,84.56271,1.50452,0.22732,1.31556,
420000,湖北省,2004,1112.13377,,339.88,67.2484,,,,
420000,湖北省,2003,872.9958,871.6276,333.6842,90.0662,0.2998,0.1299,1.0684,
420000,湖北省,2002,636.5491,632.8239,301.87,98.63,1.4341,0.0178,2.2911,
420000,湖北省,2001,529.024,525.81875,279.8956,111.97295,1.45016,0.01935,1.75504,
420000,湖北省,2000,454.1767,450.8679,265.89326,118.14838,2.61507,0.03714,0.69369,
430000,湖南省,2019,10800.61923,10763.43119,1804.42079,262.0298,21.00354,3.1148,16.1845,16.1845
430000,湖南省,2018,9581.44269,9541.38999,1703.88835,261.50777,27.98858,2.512,12.06412,12.06412
430000,湖南省,2017,8423.00211,8386.05266,1656.54158,259.58512,26.66746,2.0315,10.28199,10.28199
430000,湖南省,2016,7304.21635,7269.59373,1522.18977,258.94278,22.38838,1.75699,12.23424,5.78351
430000,湖南省,2015,6630.82,6582.64225,1298.95788,241.14648,23.83141,1.52782,24.3512,7.99293
430000,湖南省,2014,6020.96893,5978.0995,1198.88644,215.14281,21.63494,4.78733,21.23449,7.29679
430000,湖南省,2013,5283.84264,5217.02606,1297.87621,253.6802,19.96404,4.70436,18.9868,6.83735
430000,湖南省,2012,4407.91971,4379.01552,1100.12115,211.32449,17.80575,4.45994,11.09844,1.50664
430000,湖南省,2011,3915.0173,3893.01143,1479.10099,203.82307,14.98714,3.72275,7.01873,1.40033
430000,湖南省,2010,3161.72919,3152.5485,1187.4079,154.8288,8.1757,3.5689,1.005,0.89
430000,湖南省,2009,2507.40203,2504.76212,899.78983,116.83642,0.30483,0.2466,2.33508,1.28086
430000,湖南省,2008,2115.44313,2108.26253,736.90556,131.15086,5.0656,2.87762,2.115,0.76094
430000,湖南省,2007,1828.81475,1822.86873,648.68527,147.06699,4.90472,1.85749,1.0413,0.91504
430000,湖南省,2006,1462.87661,1459.25995,504.43174,135.92714,3.07672,1.88391,0.53994,0.53994
430000,湖南省,2005,1219.3493,1212.90332,417.07889,139.9205,5.02676,1.83197,1.4192,0.49163
430000,湖南省,2004,1027.89145,,423.5797,,,,,
430000,湖南省,2003,818.8402,817.2288,309.7194,174.7798,1.6114,0.2296,,
430000,湖南省,2002,595.5616,592.9903,225.16,149.21,2.5713,0.0173,,
430000,湖南省,2001,489.7879,487.67246,189.51437,148.61392,2.11546,0.0091,,
430000,湖南省,2000,354.4202,353.07539,159.54633,151.54695,1.3448,0.0066,,
440000,广东省,2019,16633.41262,16386.46934,2673.36042,467.567,108.11432,20.80399,138.82896,126.47084
440000,广东省,2018,13714.36515,13436.37211,2127.08025,506.89221,129.63008,45.4405,148.36296,133.34895
440000,广东省,2017,11372.04548,11113.67024,2197.25435,449.20629,103.9725,13.81669,154.40274,144.53125
440000,广东省,2016,9652.30734,9408.60509,1833.90579,424.41815,86.99797,10.59773,156.70428,150.10476
440000,广东省,2015,8865.68,8635.79922,1808.97353,403.21492,74.86693,7.9555,155.01829,148.82481
440000,广东省,2014,8356.50221,8114.23507,1781.13981,410.99075,83.65125,9.26834,158.61589,156.524
440000,广东省,2013,7863.90464,7529.19126,2136.92147,373.04001,66.74096,3.5328,133.30532,132.68191
440000,广东省,2012,6514.42929,6355.84175,1776.64897,329.36811,79.63657,2.35152,78.95097,78.10187
440000,广东省,2011,5774.00582,5593.85904,1478.59081,344.48603,96.18175,2.49468,83.96503,76.09023
440000,广东省,2010,4715.45686,4549.711,1190.543,314.507,71.4956,9.3859,94.2503,87.9053
440000,广东省,2009,3809.2967,3695.67833,923.76311,291.64769,57.9369,4.48427,55.68147,49.11039
440000,广东省,2008,3270.27558,3164.95057,811.69202,297.96936,49.40563,5.2786,55.91938,38.34665
440000,广东省,2007,2999.51399,2902.5472,789.3354,274.94607,55.01081,2.41767,41.95598,30.00025
440000,广东省,2006,2592.58219,2498.59809,670.34102,265.56438,64.17443,2.52556,29.80967,19.53083
440000,广东省,2005,2199.5888,2163.24163,683.97379,244.71075,25.97908,1.13203,10.36813,0.35905
440000,广东省,2004,1900.83988,,,,,,,
440000,广东省,2003,1516.3242,1487.4297,448.9568,282.2297,22.9302,1.6578,5.9643,0.8924
440000,广东省,2002,1341.7808,1315.3827,440.27,309.86,21.9723,2.1497,4.4258,0.1176
440000,广东省,2001,1132.0549,1114.86192,408.83512,309.8998,14.70172,0.80724,2.49122,
440000,广东省,2000,891.9834,871.98521,383.06092,275.29621,11.73098,0.18764,8.26723,
450000,广西壮族自治区,2019,5407.30651,5407.30651,1355.7193,258.01882,,,,
450000,广西壮族自治区,2018,4671.72313,4668.61223,1174.13628,227.79104,3.1109,,,
450000,广西壮族自治区,2017,4210.07231,4208.16809,1259.49507,240.07087,1.32772,,0.5765,0.5765
450000,广西壮族自治区,2016,3449.18575,3448.2105,1244.72231,216.72685,0.97525,,,
450000,广西壮族自治区,2015,2953.42,2953.20525,1127.75588,202.60316,0.216,,,
450000,广西壮族自治区,2014,2608.90567,2608.22269,1145.4978,173.31749,0.68298,0.4264,,
450000,广西壮族自治区,2013,2289.88096,2215.52244,1078.17366,170.1658,0.50906,0.21386,55.35636,
450000,广西壮族自治区,2012,1867.05798,1827.01572,898.18011,152.64473,1.13436,0.46832,38.9079,
450000,广西壮族自治区,2011,1553.07116,1529.24651,781.776,146.4183,1.64938,1.02433,22.17527,
450000,广西壮族自治区,2010,1222.31264,1200.7742,617.3697,124.8084,0.8837,,20.6548,
450000,广西壮族自治区,2009,934.37555,925.33169,426.80123,99.55016,0.16642,,8.87744,
450000,广西壮族自治区,2008,753.21024,746.75558,351.73354,85.58169,0.78129,0.59523,5.67337,
450000,广西壮族自治区,2007,612.737,609.24145,279.32192,84.6168,0.08442,,3.41113,
450000,广西壮族自治区,2006,512.83282,509.22695,258.18603,66.75359,1.02875,,2.57712,
450000,广西壮族自治区,2005,425.2101,422.84606,210.22676,63.88982,0.1742,,2.18981,
450000,广西壮族自治区,2004,328.66435,,199.3792,,,,,
450000,广西壮族自治区,2003,281.8466,280.6789,158.6648,58.9562,0.0861,,1.0816,
450000,广西壮族自治区,2002,221.1684,220.5243,124.35,52.02,0.2063,,0.4378,
450000,广西壮族自治区,2001,180.2891,179.66625,105.96888,51.92461,0.05927,,0.56357,
450000,广西壮族自治区,2000,150.9158,150.26814,88.82242,46.61515,0.06696,0.014,0.58067,
460000,海南省,2019,365.98003,365.98003,47.56311,19.71228,,,,
460000,海南省,2018,339.22391,338.59372,46.31741,14.7669,,,0.63019,
460000,海南省,2017,322.763,322.44083,48.23153,19.64831,0.32217,,,
460000,海南省,2016,307.76477,307.52043,54.02451,26.67752,0.24434,,,
460000,海南省,2015,278.63,278.57145,53.65912,38.04449,0.05931,,,
460000,海南省,2014,276.32889,276.2458,49.52833,35.42086,0.08309,,,
460000,海南省,2013,286.30733,285.16278,137.50307,39.9873,0.152,,,
460000,海南省,2012,283.10871,282.98636,146.91166,34.46893,0.12235,,,
460000,海南省,2011,255.47218,255.47218,167.07723,33.72285,,,,
460000,海南省,2010,199.4842,199.4842,149.4391,22.4308,,,,
460000,海南省,2009,143.94415,143.94415,96.07186,22.67911,,,,
460000,海南省,2008,111.18369,111.17176,61.70965,21.13276,,,0.01193,
460000,海南省,2007,82.1834,81.9512,54.90582,15.20166,,,0.2322,0.00828
460000,海南省,2006,64.9436,64.41471,36.80014,9.2919,,,0.52889,0.00828
460000,海南省,2005,59.6925,59.16363,34.13605,7.12542,0.31496,,0.21393,0.00828
460000,海南省,2004,58.58338,,,,,,,
460000,海南省,2003,39.4053,39.0201,24.3122,7.5527,0.1932,,0.192,0.0214
460000,海南省,2002,41.5089,41.122,29.19,6.39,0.0869,0.0529,0.3,0.038
460000,海南省,2001,35.3453,34.98154,25.58412,5.80593,0.35206,0.00863,0.01166,0.00597
460000,海南省,2000,30.2139,30.10814,23.34337,4.48901,0.05173,0.0012,0.05403,0.00603
500000,重庆市,2019,8222.95922,8209.85782,651.61236,95.70825,9.12422,8.44129,3.97718,0.11557
500000,重庆市,2018,7819.42413,7805.94813,678.23534,110.01669,9.16884,8.91884,4.30716,0.039
500000,重庆市,2017,7605.66457,7597.05032,583.0357,136.97323,8.50609,4.32932,0.10816,0.10816
500000,重庆市,2016,7035.81327,7028.21492,640.53503,139.86873,7.47185,6.63674,0.1265,0.1265
500000,重庆市,2015,6256.94,6250.00607,608.70116,119.72424,5.91229,5.08729,1.02459,0.10825
500000,重庆市,2014,5552.20686,5543.70825,596.99846,117.92565,8.40491,7.48626,0.0937,0.076
500000,重庆市,2013,4731.21666,4728.48057,789.88274,122.9447,2.94804,1.62057,0.45424,0.0042
500000,重庆市,2012,3975.66964,3967.28616,660.326,112.652,7.972,7.358,0.41148,0.10072
500000,重庆市,2011,3328.82519,3327.0244,557.70469,80.48939,0.61972,,1.18107,0.29305
500000,重庆市,2010,2534.3574,2532.0928,365.3731,66.5638,1.2218,0.0148,1.0428,0.2693
500000,重庆市,2009,1915.24948,1913.84719,311.40457,56.90045,0.6826,0.01585,0.71969,0.31511
500000,重庆市,2008,1496.31954,1494.93863,241.83228,47.68888,0.71837,0.01864,0.66254,0.22893
500000,重庆市,2007,1128.71181,1125.5347,153.90236,54.89529,2.02737,0.01879,1.14974,
500000,重庆市,2006,895.09175,892.68358,124.05648,44.12268,2.07052,0.0188,0.33765,
500000,重庆市,2005,783.5658,780.99813,109.01895,51.45581,2.10688,0.05792,0.46077,
500000,重庆市,2004,690.27743,687.9904,96.3778,49.0334,,,,
500000,重庆市,2003,586.2095,583.6081,91.6546,74.9038,1.9358,0.0258,0.6656,0.0172
500000,重庆市,2002,500.6543,497.3347,74.79,85.66,2.9534,0.0438,0.3662,0.0073
500000,重庆市,2001,436.8169,434.67236,77.25194,87.67328,1.83238,0.02063,0.31214,0.02532
500000,重庆市,2000,348.6579,345.91102,76.80289,130.96022,1.8505,0.002,0.89639,0.00666
510000,四川省,2019,14668.15085,14666.39364,1205.81247,382.75726,1.01745,0.08531,0.73976,0.02199
510000,四川省,2018,12983.75179,12982.43039,2167.60015,353.07566,0.12701,0.12701,1.19439,
510000,四川省,2017,11400.33791,11377.15925,1672.53949,382.55822,19.83503,1.06298,3.34363,0.04498
510000,四川省,2016,9959.68051,9957.38275,1556.49855,389.9001,1.90682,0.90939,0.39094,0.03639
510000,四川省,2015,8768.24,8765.04894,1499.77455,340.37296,2.85271,2.10834,0.33461,0.30461
510000,四川省,2014,8066.6569,8062.66045,1507.7107,325.86206,3.65629,2.13811,0.34016,0.31016
510000,四川省,2013,7209.90804,7237.97034,1660.18599,377.87203,1.13035,1.09834,0.39273,0.2016
510000,四川省,2012,6240.32981,6238.64885,1402.48197,358.23277,1.28901,0.40846,0.39195,0.243
510000,四川省,2011,5256.64609,5255.60743,1247.30931,289.40165,0.59487,0.38765,0.44379,0.3111
510000,四川省,2010,4163.07434,4161.8162,958.644,248.6791,0.5849,0.383,0.6733,0.3429
510000,四川省,2009,3337.44689,3336.38128,899.50428,212.30883,0.76763,0.54014,0.29798,0.15073
510000,四川省,2008,2592.94803,2590.61842,773.08238,180.18428,0.64525,0.16409,1.68436,0.95517
510000,四川省,2007,2109.98404,2108.66488,600.02935,173.82107,0.81964,0.1238,0.49952,0.09049
510000,四川省,2006,1753.2322,1752.02208,577.15554,149.24895,0.85108,0.18595,0.35904,0.06357
510000,四川省,2005,1469.0022,1467.91132,484.63725,144.76339,0.69729,0.16787,0.3936,0.0394
510000,四川省,2004,1309.38289,,,,,,,
510000,四川省,2003,1225.3374,1223.5888,362.4607,201.7665,1.0283,0.4151,0.7203,
510000,四川省,2002,1072.5229,1070.2033,289.53,226.88,1.4217,0.611,0.8979,
510000,四川省,2001,822.8676,820.71496,279.30784,173.64897,1.86701,0.50755,0.28562,
510000,四川省,2000,713.8102,711.21606,237.29485,232.96417,2.03972,0.754,0.55443,0.0288
520000,贵州省,2019,3714.8892,3714.71064,877.51771,72.86865,,,0.17856,0.17856
520000,贵州省,2018,3329.98174,3329.92674,845.48425,55.45574,0.055,,,
520000,贵州省,2017,2932.95807,2932.95807,1123.87366,52.61306,,,,
520000,贵州省,2016,2362.95171,2362.94558,1165.58334,50.76075,0.00613,,,
520000,贵州省,2015,1947.74,1947.7443,951.25574,62.5733,,,,
520000,贵州省,2014,1640.24425,1640.24425,876.13451,57.68869,,,,
520000,贵州省,2013,1379.15262,1364.99727,1050.50643,50.27796,,,,
520000,贵州省,2012,1039.21746,1039.21746,810.4842,30.79384,,,,
520000,贵州省,2011,824.71945,824.71945,641.40463,24.62101,,,,
520000,贵州省,2010,622.95648,622.842,446.2679,24.0055,,,0.1145,
520000,贵州省,2009,523.90692,523.75248,357.44193,18.57094,,,0.15444,
520000,贵州省,2008,393.67212,393.46261,295.90125,16.30057,0.20951,,,
520000,贵州省,2007,348.79081,348.06795,255.02036,14.79981,0.72286,,,
520000,贵州省,2006,312.34284,311.92486,233.57882,13.97224,0.41798,,,
520000,贵州省,2005,271.2254,271.13499,187.65503,17.31824,0.0904,,,
520000,贵州省,2004,255.4529,,,,,,,
520000,贵州省,2003,212.2907,212.2514,152.7831,23.4933,0.0393,,,
520000,贵州省,2002,181.1244,180.9471,125.96,24.14,0.1713,0.0461,0.006,
520000,贵州省,2001,150.2008,150.11341,104.65757,26.3795,0.08311,0.02285,0.00425,
520000,贵州省,2000,109.0571,109.00519,76.96204,24.89312,0.05194,0.04831,,
530000,云南省,2019,6122.08992,6121.82938,687.69421,120.36782,0.07731,,0.18323,
530000,云南省,2018,5458.52181,5458.43801,1208.18665,108.67834,0.0838,,,
530000,云南省,2017,4726.35842,4726.25441,904.18802,158.70218,0.07004,,0.03397,
530000,云南省,2016,3867.21625,3866.86722,661.03285,149.97273,0.1797,,0.16933,
530000,云南省,2015,3268.93,3268.63062,517.86076,149.91103,0.08787,0.07755,0.21009,
530000,云南省,2014,3054.67494,3051.38375,416.5449,146.21983,2.29005,2.18184,1.00114,
530000,云南省,2013,2906.60305,2885.00542,647.96065,190.06068,3.47299,2.78189,0.34445,
530000,云南省,2012,2383.66061,2380.39405,532.27488,152.1515,2.75432,2.41635,0.51224,
530000,云南省,2011,1868.40142,1864.29227,482.55114,99.36327,3.62903,2.939,0.48012,
530000,云南省,2010,1510.95823,1510.5825,364.4061,83.0426,0.2347,,0.141,
530000,云南省,2009,1196.22042,1195.13197,304.27835,77.68408,1.08845,,,
530000,云南省,2008,906.90528,905.58367,227.54218,71.28655,1.19447,,0.12714,
530000,云南省,2007,756.67951,755.09535,205.39568,67.95857,1.58416,,,
530000,云南省,2006,672.35379,671.02964,183.94523,67.54371,1.32415,,,
530000,云南省,2005,539.3669,538.52088,138.96212,63.68517,0.84606,,,
530000,云南省,2004,448.25198,,136.309,66.4112,,,,
530000,云南省,2003,396.7957,396.5996,127.5186,66.0468,0.1831,0.0637,0.013,0.013
530000,云南省,2002,358.2375,357.8053,121.91,82.43,0.3882,0.0301,0.044,0.044
530000,云南省,2001,343.935,343.15846,117.00064,97.40868,0.71711,0.21535,0.05947,0.05947
530000,云南省,2000,309.2645,308.4921,132.9886,106.55804,0.64649,,0.12591,0.12591
540000,西藏自治区,2019,220.3066,220.3066,40.9724,2.1997,,,,
540000,西藏自治区,2018,172.82464,172.82464,30.25894,2.0389,,,,
540000,西藏自治区,2017,147.91786,147.91786,10.69713,2.28142,,,,
540000,西藏自治区,2016,111.2848,111.2848,20.62053,2.37217,,,,
540000,西藏自治区,2015,106.92,106.91802,20.86223,7.95924,,,,
540000,西藏自治区,2014,71.24618,71.24618,6.66376,6.1291,,,,
540000,西藏自治区,2013,76.99613,82.11405,22.05702,4.64394,,,,
540000,西藏自治区,2012,86.40443,86.40443,28.51819,4.84515,,,,
540000,西藏自治区,2011,124.47233,124.47233,46.17974,7.06644,,,,
540000,西藏自治区,2010,122.07321,122.0732,34.4432,3.1857,,,,
540000,西藏自治区,2009,94.93204,94.93204,17.23024,10.75784,,,,
540000,西藏自治区,2008,72.90868,72.90868,13.1037,8.48083,,,,
540000,西藏自治区,2007,60.29407,60.29407,7.63928,9.21755,,,,
540000,西藏自治区,2006,49.36146,49.36146,8.76177,13.25043,,,,
540000,西藏自治区,2005,40.6118,40.61184,6.20347,10.97602,,,,
540000,西藏自治区,2004,29.0802,,4.9829,3.605,,,,
540000,西藏自治区,2003,29.3427,29.3069,10.4398,7.2864,0.0358,0.0358,,
540000,西藏自治区,2002,21.6949,21.6949,9.02,7.03,,,,
540000,西藏自治区,2001,18.6832,18.68324,5.06186,6.80967,,,,
540000,西藏自治区,2000,16.8178,16.81779,10.4699,3.50986,,,,
610000,陕西省,2019,7883.88852,7878.08338,1361.08112,188.00109,4.27063,3.35769,1.53451,1.31677
610000,陕西省,2018,7120.15208,7098.86501,533.42105,170.42478,7.37225,7.37225,13.91482,12.44692
610000,陕西省,2017,6227.46906,6226.32741,1197.92105,232.47216,1.11965,,0.022,
610000,陕西省,2016,5329.23449,5328.43551,1100.28083,215.60508,0.02172,,0.77726,0.19291
610000,陕西省,2015,4752.61,4693.6964,914.71161,211.3635,0.02522,,58.89309,0.19295
610000,陕西省,2014,4557.70984,4512.14075,933.02195,259.28431,0.05099,,45.5181,0.19824
610000,陕西省,2013,4000.36347,3993.01171,1376.01253,258.57483,0.01496,,0.78064,0.74016
610000,陕西省,2012,3529.38856,3528.32495,1264.59448,221.65068,0.04791,,1.0157,0.98625
610000,陕西省,2011,2908.3,2908.16143,787.136,190.39922,0.13857,,,
610000,陕西省,2010,3063.61064,3063.5453,1262.2376,148.7947,0.0653,,,
610000,陕西省,2009,2309.1424,2309.06087,897.70055,123.9995,0.08153,,,
610000,陕西省,2008,1651.18062,1650.69427,778.62643,122.17959,0.10909,,0.37726,0.37726
610000,陕西省,2007,1173.09724,1172.22614,597.3654,97.07343,,,0.8711,
610000,陕西省,2006,830.41494,830.41494,423.58708,72.51106,,,,
610000,陕西省,2005,658.5112,658.51116,313.76087,46.66327,,,,
610000,陕西省,2004,523.07664,,387.8423,,,,,
610000,陕西省,2003,440.4362,440.4362,202.1271,45.2396,,,,
610000,陕西省,2002,346.5727,346.1065,154.49,48.34,0.3133,,0.1529,0.0069
610000,陕西省,2001,279.7388,278.30764,165.33445,48.07993,1.43119,,,
610000,陕西省,2000,242.3046,241.52451,160.14838,44.0189,0.78009,,,
620000,甘肃省,2019,1916.35344,1916.25292,516.0552,64.44361,,,0.10052,
620000,甘肃省,2018,1796.42753,1796.42013,490.17468,61.7446,0.0074,,,
620000,甘肃省,2017,1825.42274,1825.10657,425.49893,92.71003,0.2726,,0.04357,
620000,甘肃省,2016,1947.24317,1947.19107,441.49205,120.45285,,,0.0521,
620000,甘肃省,2015,1849.02,1848.83622,364.64619,134.34741,0.1616,,0.02065,
620000,甘肃省,2014,1814.52386,1813.91925,338.23133,131.61052,0.58931,,0.0153,
620000,甘肃省,2013,1720.8628,1707.98305,426.9368,139.64657,0.24151,,0.04093,
620000,甘肃省,2012,1364.62835,1364.59053,340.1876,122.75145,0.03782,,,
620000,甘肃省,2011,925.84095,924.92814,231.16558,84.31298,0.02467,,0.88814,
620000,甘肃省,2010,751.98788,751.9522,136.0399,59.1005,0.0357,,,
620000,甘肃省,2009,579.8859,579.83854,102.71729,65.36526,0.04726,,0.0001,
620000,甘肃省,2008,481.27437,481.17304,98.05891,62.84295,0.09696,,0.00437,
620000,甘肃省,2007,436.90388,436.89895,110.8698,77.34693,0.0015,,0.00343,
620000,甘肃省,2006,344.32868,344.32058,116.64913,57.97963,,,0.0081,
620000,甘肃省,2005,313.4016,313.40104,122.394,44.70615,,,0.00057,
620000,甘肃省,2004,293.88534,226.0273,69.552,39.1643,,,,
620000,甘肃省,2003,223.686,223.6485,83.9912,49.2137,0.0197,,0.0178,
620000,甘肃省,2002,192.3798,192.3375,73.1,49.08,0.0236,0.0161,0.0187,
620000,甘肃省,2001,147.3057,147.22426,62.91303,39.4034,0.07411,0.03031,0.0073,
620000,甘肃省,2000,125.1202,125.03599,56.50395,33.86205,0.07272,0.05033,0.01145,
630000,青海省,2019,460.72404,460.72304,206.54632,15.26499,,,0.001,
630000,青海省,2018,435.14349,435.14249,195.63686,13.76694,,,0.001,
630000,青海省,2017,406.93129,406.93029,208.24459,15.40746,,,0.001,
630000,青海省,2016,410.6249,410.61955,214.63577,15.08553,,,0.00535,
630000,青海省,2015,409.51,409.49586,216.10501,12.58162,,,0.01,
630000,青海省,2014,432.90673,432.88307,216.53999,12.7994,,,0.02366,
630000,青海省,2013,413.71096,396.3775,228.62844,11.53679,,,0.01509,
630000,青海省,2012,325.75763,325.73464,185.27504,9.74872,0.00858,0.00858,0.01441,
630000,青海省,2011,319.41608,319.3713,189.42993,11.63787,0.00683,0.00683,0.03795,
630000,青海省,2010,279.60598,279.5804,183.986,10.5009,,,0.0256,
630000,青海省,2009,204.34189,204.30894,127.5501,9.5438,0.00067,0.00067,0.03228,
630000,青海省,2008,142.99696,142.93844,85.65789,7.95368,0.00035,0.00035,0.05817,0.05817
630000,青海省,2007,125.44311,125.4375,72.91105,7.98964,0.00061,0.00061,0.005,0.005
630000,青海省,2006,108.37175,108.27367,62.4319,6.09995,0.0943,0.0035,0.00378,0.00378
630000,青海省,2005,90.9337,90.80256,50.1419,4.74148,0.1233,0.0325,0.00779,0.00779
630000,青海省,2004,88.64056,88.5067,44.8422,3.8449,,,,
630000,青海省,2003,74.7325,74.5985,43.6592,7.0417,0.134,0.018,,
630000,青海省,2002,73.355,73.3449,42.74,10.17,0.0101,,,
630000,青海省,2001,54.213,54.18818,36.67867,7.05997,0.0248,0.0032,,
630000,青海省,2000,44.7162,44.69373,32.93199,5.89516,0.02252,0.005,,
640000,宁夏回族自治区,2019,601.40775,600.03981,160.51317,4.16586,,,1.36794,
640000,宁夏回族自治区,2018,565.04359,565.04359,132.74719,4.33687,,,,
640000,宁夏回族自治区,2017,549.21092,543.02881,134.6468,8.47438,,,6.18211,
640000,宁夏回族自治区,2016,511.25426,504.20126,142.52345,8.25969,,,7.053,
640000,宁夏回族自治区,2015,524.53,509.93356,145.74848,9.08347,,,14.59405,
640000,宁夏回族自治区,2014,625.1634,607.69873,162.21706,13.07902,3.51287,,13.9518,
640000,宁夏回族自治区,2013,568.92009,557.39438,150.83997,14.23214,4.11676,,3.14841,
640000,宁夏回族自治区,2012,466.95268,461.18589,137.43876,13.8177,3.93854,,1.82825,
640000,宁夏回族自治区,2011,427.91735,423.25973,121.55568,8.81097,,,4.65762,2.05089
640000,宁夏回族自治区,2010,342.69431,341.1375,111.453,5.9582,0.0007,0.0007,1.5561,
640000,宁夏回族自治区,2009,259.22467,259.2158,83.96126,4.23028,0.00887,0.00887,,
640000,宁夏回族自治区,2008,191.5448,191.51607,69.55957,4.63128,0.02873,0.02873,,
640000,宁夏回族自治区,2007,154.94865,154.92529,57.25633,3.99453,0.02336,0.02004,,
640000,宁夏回族自治区,2006,130.83808,130.82015,46.87876,3.15713,0.01793,0.0123,,
640000,宁夏回族自治区,2005,112.9649,112.94693,37.58101,3.7223,0.018,0.018,,
640000,宁夏回族自治区,2004,111.19132,,,,,,,
640000,宁夏回族自治区,2003,108.0546,107.8901,36.548,7.4272,0.1645,,,
640000,宁夏回族自治区,2002,83.9121,83.8403,35.04,7.14,0.0666,,0.0052,
640000,宁夏回族自治区,2001,70.3722,70.33837,33.3002,8.02588,0.0298,,0.00399,
640000,宁夏回族自治区,2000,56.2352,56.17112,29.21914,7.69411,0.04542,0.01542,0.01867,
650000,新疆维吾尔自治区,2019,2278.16914,2278.16114,279.47713,4.86371,0.008,,,
650000,新疆维吾尔自治区,2018,2110.04794,2110.04637,212.80065,2.45264,0.00157,,,
650000,新疆维吾尔自治区,2017,2418.70179,2418.68567,416.58071,12.44251,0.00462,,0.0115,
650000,新疆维吾尔自治区,2016,2258.24106,2258.22548,354.4439,13.7929,0.00308,,0.0125,
650000,新疆维吾尔自治区,2015,2255.74,2255.72008,377.8873,11.32357,0.003,,0.01344,
650000,新疆维吾尔自治区,2014,2306.28396,2306.26884,378.72766,17.83945,0.00273,,0.01239,
650000,新疆维吾尔自治区,2013,2079.65884,2071.50607,399.76886,24.12375,0.0078,,0.00712,
650000,新疆维吾尔自治区,2012,1622.31447,1622.30331,366.99957,15.92303,0.0085,,0.00266,
650000,新疆维吾尔自治区,2011,1320.3699,1320.35562,330.24872,10.26225,0.00695,,0.00733,
650000,新疆维吾尔自治区,2010,963.71893,963.6866,248.683,16.9144,0.022,,0.0103,
650000,新疆维吾尔自治区,2009,786.59408,786.57501,224.49518,15.15687,0.01076,,0.00831,
650000,新疆维吾尔自治区,2008,625.37465,625.34559,187.9404,10.30473,0.02906,,,
650000,新疆维吾尔自治区,2007,450.83137,450.54577,154.82427,9.72985,0.2856,,,
650000,新疆维吾尔自治区,2006,383.11203,383.08946,126.92502,8.18326,0.02257,,,
