省份编码,省份,年份,建筑业企业工程结算利润(亿元),内资建筑业企业工程结算利润(亿元),国有建筑业企业工程结算利润(亿元),集体建筑业企业工程结算利润(亿元),港澳台商投资建筑业企业工程结算利润(亿元),港澳台商独资建筑业企业工程结算利润(亿元),外商投资建筑业企业工程结算利润(亿元),外商独资建筑业企业工程结算利润(亿元)
110000,北京市,2019,764.50381,760.76159,107.80782,1.52766,2.57503,1.83358,1.16719,0.41641
110000,北京市,2018,471.93658,466.71898,84.87423,0.7588,2.62166,1.42242,2.59594,0.78193
110000,北京市,2017,713.24782,711.1356,62.54341,2.04868,0.43317,-0.4414,1.67905,0.07318
110000,北京市,2016,653.43507,648.41778,59.66177,4.91739,0.66386,-0.35991,4.35343,2.66639
110000,北京市,2015,439.08714,436.04968,90.22155,5.83361,0.78149,0.61241,2.25597,1.44737
110000,北京市,2014,408.01591,405.14529,93.88279,5.55576,-0.18102,0.08527,3.05164,2.64297
110000,北京市,2013,,,,,,,,
110000,北京市,2012,216.51561,209.55314,15.72365,1.90645,3.47782,3.41763,3.48465,1.13606
110000,北京市,2011,190.19737,186.77942,15.73507,2.02231,1.62103,1.08498,1.79692,0.68648
110000,北京市,2010,338.3416,326.4289,51.2537,12.3442,5.2277,1.5278,6.685,1.8237
110000,北京市,2009,257.52641,246.01045,46.49318,10.59356,4.89395,1.65273,6.62201,0.8075
110000,北京市,2008,218.45216,207.47203,36.0624,8.79741,4.21549,1.28792,6.76464,1.63323
110000,北京市,2007,192.01012,182.87412,45.41255,9.33012,3.91795,1.24914,5.21805,1.37954
110000,北京市,2006,180.58842,174.01464,49.42526,10.70371,2.18039,0.27656,4.39339,0.98007
110000,北京市,2005,148.22377,143.10484,46.77142,11.21191,1.56203,0.27846,3.5569,0.77568
110000,北京市,2004,,,,,,,,
110000,北京市,2003,108.2198,105.1383,32.1448,15.0679,1.1309,0.0057,1.9506,0.0
110000,北京市,2002,95.7349,92.9273,34.4388,14.1162,1.2107,0.012,1.5969,
110000,北京市,2001,83.1078,80.2404,33.59,11.1186,1.2871,,1.5803,
110000,北京市,2000,73.5915,70.7754,34.833,14.323,1.0423,,1.7738,
120000,天津市,2019,93.84387,93.3988,24.572,1.30229,0.13713,0.02362,0.30794,
120000,天津市,2018,80.80361,80.89553,22.21495,1.28487,-0.00474,-0.09439,-0.08718,
120000,天津市,2017,64.2197,63.43919,13.88528,1.3899,0.31922,0.11163,0.46129,0.30397
120000,天津市,2016,88.01035,87.40884,14.69006,5.16461,0.07716,-0.02495,0.52435,0.11299
120000,天津市,2015,146.34997,146.12139,12.35431,9.01349,0.02581,-0.08403,0.20277,0.06168
120000,天津市,2014,150.59653,150.2807,8.30506,13.54649,0.1616,-0.01252,0.15423,0.02973
120000,天津市,2013,,,,,,,,
120000,天津市,2012,87.16518,87.22723,10.39046,7.999,-0.01615,-0.00712,-0.0459,
120000,天津市,2011,69.38557,69.0906,10.66344,6.54746,-0.0106,-0.03733,0.30557,0.00625
120000,天津市,2010,154.8181,153.6437,36.8318,7.4878,0.6657,0.1197,0.5087,0.0542
120000,天津市,2009,121.75052,121.63862,30.93842,6.69055,0.57744,0.0281,-0.46554,0.03522
120000,天津市,2008,111.77006,111.008,28.25554,4.76939,0.16283,0.00756,0.59923,0.00447
120000,天津市,2007,89.89776,87.74272,20.15294,3.17909,0.24389,0.01299,1.91115,0.00138
120000,天津市,2006,69.42157,68.27986,13.9226,3.27571,0.23476,0.06419,0.90695,0.04084
120000,天津市,2005,56.0008,54.22022,17.3984,3.90449,1.32738,0.434,0.4532,0.0357
120000,天津市,2004,,,,,,,,
120000,天津市,2003,40.046,39.3617,13.6328,5.4705,0.5514,0.0,0.1329,0.0
120000,天津市,2002,34.0588,33.0604,12.2771,4.7981,0.7812,,0.2172,
120000,天津市,2001,21.5016,21.2565,11.1401,3.0662,0.1562,,0.0889,
120000,天津市,2000,20.451,20.1451,13.3277,2.9877,0.2285,,0.0773,
130000,河北省,2019,135.47298,135.34169,5.98537,2.52135,0.14906,,-0.01777,
130000,河北省,2018,133.94955,133.82989,4.46931,3.8081,0.1183,,0.00136,
130000,河北省,2017,157.39303,157.22033,4.0264,4.41348,0.13453,,0.03817,
130000,河北省,2016,151.32455,151.20275,3.59866,4.04984,0.11656,,0.00524,
130000,河北省,2015,152.67642,152.65031,7.29173,4.45253,0.02288,,0.00323,
130000,河北省,2014,157.62719,157.45172,8.14721,3.6406,0.16876,,0.00671,
130000,河北省,2013,,,,,,,,
130000,河北省,2012,141.72922,141.42142,8.9743,4.66753,0.13847,,0.16933,
130000,河北省,2011,115.56498,115.29723,-2.82666,2.87525,0.25701,,0.01074,
130000,河北省,2010,192.6386,191.9579,35.902,6.7397,0.3913,,0.2895,
130000,河北省,2009,164.38268,163.70546,30.0996,4.56284,0.45744,,0.21978,
130000,河北省,2008,145.01667,144.43417,23.58015,4.62112,0.45181,,0.13069,
130000,河北省,2007,98.42486,98.25957,27.36284,5.83362,0.16637,,-0.00108,
130000,河北省,2006,88.92218,88.54425,26.64,4.73116,0.36652,,0.01141,
130000,河北省,2005,85.02777,84.96057,26.23186,5.57714,0.0439,0.0,0.0233,0.0
130000,河北省,2004,,,,,,,,
130000,河北省,2003,71.3835,71.2403,18.0314,19.2044,0.0136,0.0006,0.1296,0.0
130000,河北省,2002,56.7922,56.7517,20.9788,8.4588,0.0053,-0.0047,0.0352,
130000,河北省,2001,42.7987,42.6693,14.3527,10.6389,0.1273,0.0003,0.0021,
130000,河北省,2000,37.8117,37.7031,19.9338,11.5277,0.0672,0.016,0.0414,
140000,山西省,2019,87.70858,87.67741,3.02103,0.11703,0.00793,,0.02324,
140000,山西省,2018,92.70041,92.6458,6.43038,0.64862,-0.00776,,0.06237,
140000,山西省,2017,95.59587,95.53238,2.63944,0.81416,-0.00591,,0.0694,0.02048
140000,山西省,2016,91.73675,91.73104,6.30888,0.78437,-0.02752,,0.03323,
140000,山西省,2015,86.93145,86.98692,4.08248,1.11723,-0.06015,,0.00468,
140000,山西省,2014,87.24431,87.22502,5.01188,0.72159,0.02095,,-0.00166,
140000,山西省,2013,,,,,,,,
140000,山西省,2012,63.17197,63.29121,10.62796,0.28628,0.02604,,-0.14528,0.0106
140000,山西省,2011,41.92945,41.93089,6.75304,-0.20591,-0.0227,,0.02126,0.00957
140000,山西省,2010,134.2815,133.916,27.1044,3.0012,0.2831,,0.0824,
140000,山西省,2009,105.91626,105.65481,25.22047,2.98776,0.19699,,0.06446,
140000,山西省,2008,86.88925,86.67736,21.55038,2.97284,0.15342,,0.05847,
140000,山西省,2007,66.07247,65.94287,17.55312,2.78674,0.10847,,0.02113,
140000,山西省,2006,57.45638,57.314,16.70351,2.68433,0.12931,,0.01307,
140000,山西省,2005,56.82861,56.7119,23.93798,2.36799,0.09349,0.0,0.02322,0.0
140000,山西省,2004,,,,,,,,
140000,山西省,2003,38.7771,38.7122,12.1869,1.8731,0.0607,0.0,0.0042,0.0
140000,山西省,2002,35.3818,35.2757,18.4591,2.0516,0.0191,0.0092,0.087,
140000,山西省,2001,27.8756,27.8318,18.2794,1.8366,0.035,0.0228,0.0088,
140000,山西省,2000,22.4092,22.3509,18.3525,2.3788,0.0551,0.0232,0.0031,
150000,内蒙古自治区,2019,30.90847,30.90847,-1.08128,-0.0211,,,,
150000,内蒙古自治区,2018,45.68096,45.68096,-0.70184,0.22702,,,,
150000,内蒙古自治区,2017,49.78736,49.78736,-0.1155,1.10531,,,,
150000,内蒙古自治区,2016,57.5156,57.5156,4.51534,2.34463,,,,
150000,内蒙古自治区,2015,44.3829,44.3829,0.75491,2.51451,,,,
150000,内蒙古自治区,2014,69.89302,69.89302,2.06062,1.89051,,,,
150000,内蒙古自治区,2013,,,,,,,,
150000,内蒙古自治区,2012,84.24034,84.24034,1.38866,0.18592,,,,
150000,内蒙古自治区,2011,101.87335,101.85074,1.50311,0.56487,,,0.02261,
150000,内蒙古自治区,2010,133.1073,133.1073,7.4585,1.8782,,,,
150000,内蒙古自治区,2009,110.59978,110.5974,5.26343,1.57664,,,0.00238,
150000,内蒙古自治区,2008,86.63079,86.62632,6.97445,1.04383,,,0.00447,
150000,内蒙古自治区,2007,65.37165,65.36845,4.68651,0.25752,,,0.0032,
150000,内蒙古自治区,2006,51.03584,51.0336,3.15138,0.29359,,,0.00224,
150000,内蒙古自治区,2005,36.19445,36.19249,2.56498,0.25955,0.0,0.0,0.00196,0.0
150000,内蒙古自治区,2004,,,,,,,,
150000,内蒙古自治区,2003,21.4708,21.4007,2.6827,0.5142,0.0405,0.0012,0.0296,0.0
150000,内蒙古自治区,2002,18.453,18.3415,4.4991,0.9551,0.0798,0.0178,0.0317,
150000,内蒙古自治区,2001,14.2855,14.2499,5.6052,1.4289,0.0356,0.0132,,
150000,内蒙古自治区,2000,12.0373,12.0032,5.2794,1.9869,0.0288,0.0099,0.0052,
210000,辽宁省,2019,80.52954,79.33888,9.99237,1.26874,0.62213,0.64385,0.56853,-0.00618
210000,辽宁省,2018,107.04436,104.93594,4.8885,0.14573,1.62258,1.61172,0.48584,-0.07048
210000,辽宁省,2017,97.79779,96.22478,6.76772,0.48759,1.05989,1.30232,0.51312,-0.09512
210000,辽宁省,2016,117.00654,115.06842,7.41725,3.04253,1.83826,1.37396,0.09986,0.00309
210000,辽宁省,2015,162.4331,159.06254,6.42971,3.2989,2.12981,1.95321,1.24075,-0.04119
210000,辽宁省,2014,247.09829,245.99608,11.79272,4.74357,0.18781,-0.00779,0.9144,-0.2767
210000,辽宁省,2013,,,,,,,,
210000,辽宁省,2012,245.67735,243.89801,17.93499,5.29931,0.1759,0.0007,1.60344,-0.04667
210000,辽宁省,2011,209.2179,204.46691,14.56234,4.79222,3.12489,2.42759,1.6261,0.10881
210000,辽宁省,2010,370.3687,364.7309,51.9155,19.0969,0.7577,0.0955,4.8802,0.0816
210000,辽宁省,2009,267.73886,261.07639,42.64721,15.12986,0.82721,0.01762,5.83526,2.51983
210000,辽宁省,2008,194.28532,188.62676,33.74857,13.67129,0.73074,-0.02873,4.92782,1.01979
210000,辽宁省,2007,171.96451,159.22203,35.0564,12.14039,1.10731,0.00491,11.63517,0.31013
210000,辽宁省,2006,135.41216,129.16772,30.88536,16.95251,1.47781,0.00763,4.76663,0.09662
210000,辽宁省,2005,133.67841,126.58557,37.4745,13.56156,0.49844,0.05304,6.5944,0.02329
210000,辽宁省,2004,,,,,,,,
210000,辽宁省,2003,76.0996,71.463,22.4139,10.8452,0.7471,0.0,3.8895,0.0269
210000,辽宁省,2002,65.8858,62.3881,22.0578,13.0014,2.4202,,1.0775,0.035
210000,辽宁省,2001,60.8082,56.0772,22.5882,12.9659,3.477,0.0053,1.2539,
210000,辽宁省,2000,47.3531,45.1548,21.4587,13.9578,1.5673,,0.631,0.0152
220000,吉林省,2019,77.59081,77.76986,1.50368,0.31467,-0.17905,0.02876,,
220000,吉林省,2018,86.20843,85.80719,0.7118,0.10145,0.39961,0.24439,0.00163,
220000,吉林省,2017,85.14333,85.23123,1.85798,0.30837,-0.08981,0.05077,0.00191,
220000,吉林省,2016,87.72055,87.36542,2.65201,0.06578,0.36631,,-0.01118,
220000,吉林省,2015,94.88435,94.43715,2.20973,1.1832,0.42684,,0.02036,
220000,吉林省,2014,109.81333,108.76603,0.6828,0.76384,1.02187,,0.02543,
220000,吉林省,2013,,,,,,,,
220000,吉林省,2012,72.40205,71.93454,0.33786,1.26076,0.46751,,,
220000,吉林省,2011,70.5483,69.95574,0.44337,0.71757,0.59256,,,
220000,吉林省,2010,96.2839,96.2033,4.7399,1.2829,0.0806,,,
220000,吉林省,2009,82.78856,81.80973,5.98218,2.36745,0.89785,,0.08098,
220000,吉林省,2008,76.31316,76.22236,7.2641,2.64542,0.08198,,0.00882,
220000,吉林省,2007,39.64345,39.01309,4.80712,1.60049,0.6109,,0.01946,
220000,吉林省,2006,35.5749,35.08163,6.47837,1.98804,0.44977,,0.0435,
220000,吉林省,2005,31.36195,30.63719,10.44832,1.99569,0.61666,0.0,0.1081,0.0
220000,吉林省,2004,,,,,,,,
220000,吉林省,2003,23.8539,23.7476,8.7966,2.2092,0.0905,0.0056,0.0158,0.0022
220000,吉林省,2002,22.7819,22.5802,9.8395,2.1261,0.0716,-0.0183,0.1301,0.0043
220000,吉林省,2001,21.7461,21.4782,9.4922,3.5448,0.077,,0.1908,
220000,吉林省,2000,18.2656,18.2604,12.3464,2.5537,0.0012,-0.0014,0.004,0.004
230000,黑龙江省,2019,21.23524,21.23133,-5.29308,0.32443,-0.00196,,0.00587,
230000,黑龙江省,2018,32.9811,32.96966,-10.28606,1.56321,-0.00196,,0.0134,
230000,黑龙江省,2017,35.26699,35.22927,3.03824,4.22072,0.02757,,0.01015,
230000,黑龙江省,2016,46.8396,46.83587,0.62964,4.10739,-0.00429,,0.00802,
230000,黑龙江省,2015,43.2957,43.2741,2.29899,3.40256,0.02008,,0.00152,
230000,黑龙江省,2014,45.09509,45.07153,-0.65802,3.85321,-1e-05,,0.02357,-0.00553
230000,黑龙江省,2013,,,,,,,,
230000,黑龙江省,2012,56.2151,56.2289,6.37979,4.51337,-0.00074,,-0.01306,-0.06831
230000,黑龙江省,2011,51.63145,51.62122,7.40201,3.91609,-0.00014,,0.01037,-0.01906
230000,黑龙江省,2010,114.4648,114.4522,24.4511,9.5543,0.0096,,0.003,
230000,黑龙江省,2009,99.50585,99.24026,28.69777,7.99705,0.23667,,0.02892,0.02426
230000,黑龙江省,2008,96.62568,96.17961,37.20613,7.33955,0.31286,,0.13321,0.13035
230000,黑龙江省,2007,43.64368,43.35198,11.98988,4.8231,0.19301,,0.09869,
230000,黑龙江省,2006,40.07345,39.90028,11.46363,3.25417,0.15055,,0.02262,
230000,黑龙江省,2005,35.16026,34.758,9.47435,3.26296,0.00831,0.0,0.39395,0.0
230000,黑龙江省,2004,,,,,,,,
230000,黑龙江省,2003,33.4817,32.9571,8.3845,3.212,0.0195,0.0175,0.5051,0.0
230000,黑龙江省,2002,31.2655,31.1721,9.3874,4.4508,0.0471,0.0123,0.0463,
230000,黑龙江省,2001,31.5247,31.4117,13.5245,5.2008,0.1023,0.0114,0.0107,
230000,黑龙江省,2000,25.8668,25.7339,14.6031,5.5409,0.1129,0.0096,0.02,0.0045
310000,上海市,2019,214.89214,200.70763,79.15203,0.18283,1.1302,0.88395,13.05431,11.33966
310000,上海市,2018,206.54494,193.97021,57.49371,0.11684,2.4398,1.39964,10.13493,9.36505
310000,上海市,2017,182.6424,169.53168,14.24865,0.29536,4.73246,0.28234,8.37826,7.97072
310000,上海市,2016,186.15656,177.31053,27.59033,0.49945,3.35201,2.28597,5.49402,5.16201
310000,上海市,2015,158.72755,143.54475,27.04075,0.39295,8.37822,1.6562,6.80458,6.20364
310000,上海市,2014,161.22714,149.74169,25.24312,0.27618,4.33514,1.59154,7.15031,6.28299
310000,上海市,2013,,,,,,,,
310000,上海市,2012,136.07877,120.60569,28.34345,0.47867,9.87657,0.70226,5.59651,4.69155
310000,上海市,2011,140.98513,127.0153,29.8544,2.59239,10.4981,0.50895,3.47173,3.1272
310000,上海市,2010,289.368,263.2491,53.3813,3.9639,16.0444,2.5374,10.0745,5.8289
310000,上海市,2009,261.48247,243.72506,41.6019,4.65141,10.02909,2.39733,7.72832,3.78271
310000,上海市,2008,239.79706,218.40036,36.10038,3.38884,9.93431,3.63616,11.46239,6.75518
310000,上海市,2007,171.5278,159.3142,26.09364,3.99214,3.9045,1.32149,8.3091,5.51627
310000,上海市,2006,187.26338,177.20142,33.1488,5.12528,3.11414,0.71231,6.94782,4.10466
310000,上海市,2005,150.14465,138.97355,30.02858,4.57047,2.72465,0.09654,8.44645,2.3648
310000,上海市,2004,,,,,,,,
310000,上海市,2003,96.1434,91.1708,16.013,8.3142,2.9993,0.0021,1.9733,0.0
310000,上海市,2002,68.9235,65.3583,17.6181,7.095,1.5804,0.0217,1.9848,
