省份编码,省份,年份,建筑业房屋施工面积(万平方米),建筑业房屋竣工面积(万平方米),国有建筑业房屋施工面积(万平方米),国有建筑业房屋竣工面积(万平方米),集体建筑业房屋施工面积(万平方米),集体建筑业房屋竣工面积(万平方米)
420000,湖北省,2004,10720.1301,5974.3682,4464.5006,,,
420000,湖北省,2003,8933.44,4840.77,2598.41,1145.79,1663.26,1027.59
420000,湖北省,2002,7227.5,4151.2,2847.6,1266.5,1741.8,1146.4
420000,湖北省,2001,6662.6,3673.4,2809.0,1247.5,1946.2,1260.7
420000,湖北省,2000,6255.5,3149.1,2888.9,1096.1,2388.9,1530.1
430000,湖南省,2019,65247.3418,21041.889,10287.1614,1792.6997,2262.0031,1291.5496
430000,湖南省,2018,59247.4,19929.3,8809.8,1692.5,2327.5,1320.0
430000,湖南省,2017,54593.6648,19840.3412,8908.0324,2338.5526,2437.267,1427.8399
430000,湖南省,2016,50329.0351,18629.1849,8792.6865,2155.2981,2526.8232,1506.8869
430000,湖南省,2015,47504.4145,17389.9666,7784.7555,1601.5891,2462.208,1452.164
430000,湖南省,2014,47433.1938,16582.9971,8212.2058,1696.7988,2395.1298,1188.822
430000,湖南省,2013,43528.159,15890.9537,8058.5093,1940.9051,2765.2984,1414.2957
430000,湖南省,2012,36412.1778,13398.7511,6775.7496,1786.4055,2379.3049,1258.1254
430000,湖南省,2011,32768.7608,11749.9826,10805.5714,2070.5117,2390.0347,1228.7344
430000,湖南省,2010,27680.3,10536.6,8034.5,1858.3,2005.8,1106.2
430000,湖南省,2009,22442.3413,10073.7831,5582.6776,1846.1904,1663.5338,931.4155
430000,湖南省,2008,21463.0238,9077.5195,5774.7318,1585.3451,1937.1899,1081.8043
430000,湖南省,2007,18796.15,8202.43,5126.23,1334.56,2277.24,1357.54
430000,湖南省,2006,15893.25,7451.71,4154.97,1258.48,2540.44,1438.51
430000,湖南省,2005,13774.87,6846.04,3242.45,1220.45,2644.38,1442.8
430000,湖南省,2004,11457.8566,5242.2663,3279.5305,,,
430000,湖南省,2003,10051.97,4969.67,2482.15,905.24,3047.35,1687.27
430000,湖南省,2002,7155.9,3661.1,1507.6,561.1,2579.4,1515.8
430000,湖南省,2001,6259.3,3204.6,1486.0,580.3,2740.5,1552.9
430000,湖南省,2000,5088.1,2603.3,1295.3,582.2,3032.6,1639.6
440000,广东省,2019,84392.3324,22173.9955,21778.4689,3927.8927,3572.3246,1275.9468
440000,广东省,2018,73731.3,18536.5,16911.8,2619.0,4307.5,1552.4
440000,广东省,2017,60247.1972,16687.3537,15175.6627,2806.1376,4117.5167,1551.1279
440000,广东省,2016,54358.2852,15661.7147,14734.2882,2696.1134,4124.3126,1685.6632
440000,广东省,2015,50461.5877,14373.4244,13763.8088,2095.7859,4201.4432,1688.7398
440000,广东省,2014,53443.2062,13885.45,15128.6508,2303.0802,4245.6703,1568.9692
440000,广东省,2013,52397.2119,14439.1279,18465.8998,3169.9586,5155.2226,1569.8279
440000,广东省,2012,42431.7383,13485.3996,14330.0404,3163.7143,4463.8387,1759.588
440000,广东省,2011,37876.7514,12420.7793,11937.4828,3232.1112,4923.6072,1800.1845
440000,广东省,2010,33140.4,10163.6,10488.3,2325.2,4481.4,1751.8
440000,广东省,2009,30126.9631,11115.7166,8220.7305,2427.5393,4573.6753,1893.8763
440000,广东省,2008,30295.6516,10913.789,8158.5112,2481.6478,5074.5314,2031.7806
440000,广东省,2007,32631.86,11141.35,8538.02,2280.89,5462.46,2249.5
440000,广东省,2006,28878.86,10628.88,7299.57,2284.19,5453.6,2224.28
440000,广东省,2005,26886.0,10027.87,7606.77,2337.91,5128.59,2195.77
440000,广东省,2004,23938.2298,7493.4758,8912.3952,,,
440000,广东省,2003,20059.49,8105.02,4687.74,1690.17,5886.24,2614.87
440000,广东省,2002,18882.44,7947.86,5108.0,1883.5,6118.2,2899.7
440000,广东省,2001,17516.3,7412.5,4863.3,1716.4,6704.8,3188.8
440000,广东省,2000,15168.7,6029.7,4925.7,1792.6,6367.3,2759.8
450000,广西壮族自治区,2019,29487.8264,8685.7402,6393.325,1454.5942,1749.2164,779.8698
450000,广西壮族自治区,2018,26494.8,8723.5,6647.0,1307.5,1762.6,812.3
450000,广西壮族自治区,2017,25306.8971,8438.558,8214.1076,1516.6823,1870.4864,933.2562
450000,广西壮族自治区,2016,26531.9342,7998.0401,10305.0782,1984.1094,1758.8979,872.6856
450000,广西壮族自治区,2015,23431.9661,7720.6982,9538.1311,1709.0811,1663.3158,876.4601
450000,广西壮族自治区,2014,21168.0681,6733.0197,10549.4784,1714.6499,1534.3886,839.958
450000,广西壮族自治区,2013,18316.0786,5787.5946,8658.394,1632.1889,1658.3199,847.1961
450000,广西壮族自治区,2012,15076.5602,5028.7176,6812.1988,1486.5535,1695.666,869.9636
450000,广西壮族自治区,2011,12906.3089,4670.2097,5770.2475,1494.7698,1686.812,875.3242
450000,广西壮族自治区,2010,10742.3,4093.8,4619.4,1254.4,1823.5,830.8
450000,广西壮族自治区,2009,9052.9294,3613.8838,3755.2959,1209.9494,1523.3528,723.26
450000,广西壮族自治区,2008,8511.2852,3142.229,3422.7626,965.5035,1606.0952,748.4361
450000,广西壮族自治区,2007,7891.1,2894.21,3297.43,893.81,1668.76,777.73
450000,广西壮族自治区,2006,6490.65,2479.31,2691.94,900.81,1569.53,662.38
450000,广西壮族自治区,2005,5518.15,2209.71,2168.31,697.77,1516.95,675.95
450000,广西壮族自治区,2004,4536.31,1860.36,2158.12,,,
450000,广西壮族自治区,2003,3791.7,1721.59,1660.88,662.99,1287.8,661.55
450000,广西壮族自治区,2002,2997.8,1325.6,1351.3,500.1,1122.0,596.5
450000,广西壮族自治区,2001,2465.7,1150.4,1118.6,405.9,1020.7,577.7
450000,广西壮族自治区,2000,2327.5,1188.7,1050.1,464.9,1033.5,590.1
460000,海南省,2019,2309.4975,485.0118,128.0341,64.8216,123.3695,83.2989
460000,海南省,2018,2202.3,594.9,487.8,75.1,96.3,71.8
460000,海南省,2017,2060.4657,562.514,181.7778,68.266,108.3466,89.2027
460000,海南省,2016,2085.4109,652.4359,225.9781,89.8771,149.1135,135.6211
460000,海南省,2015,2132.0219,744.5578,247.0669,112.5093,210.9147,137.547
460000,海南省,2014,2015.9738,778.7608,192.9279,139.2611,222.4751,156.6749
460000,海南省,2013,2195.415,914.7275,1097.13,463.1399,282.0203,159.0178
460000,海南省,2012,2281.2214,811.8138,1196.8568,337.5727,276.6199,176.4284
460000,海南省,2011,2735.9358,583.5289,2181.7731,305.6328,235.5219,141.2996
460000,海南省,2010,1429.7,508.7,1002.9,284.8,204.7,97.0
460000,海南省,2009,1220.9999,390.4961,776.8357,199.9928,243.484,91.7569
460000,海南省,2008,962.7941,340.7062,584.1057,168.2604,187.6922,88.7061
460000,海南省,2007,911.83,281.45,553.51,137.6,185.63,98.12
460000,海南省,2006,780.43,314.97,412.21,182.2,141.98,78.78
460000,海南省,2005,692.38,205.06,339.39,104.23,124.71,56.02
460000,海南省,2004,571.018,213.0672,387.4369,,,
460000,海南省,2003,457.37,121.45,291.19,71.65,80.33,35.86
460000,海南省,2002,544.87,208.75,372.1,108.5,100.7,64.6
460000,海南省,2001,488.7,226.4,331.2,132.4,91.4,59.5
460000,海南省,2000,359.4,167.5,244.4,100.0,78.5,52.8
500000,重庆市,2019,36557.7612,13618.2578,1903.4328,232.8003,343.8032,247.564
500000,重庆市,2018,35140.0,13780.1,1555.6,368.9,372.3,240.9
500000,重庆市,2017,33196.7352,13448.1796,792.1242,302.5122,500.7324,359.6367
500000,重庆市,2016,32077.1356,13751.5851,811.9781,255.5923,570.1588,347.5203
500000,重庆市,2015,32801.6068,13542.5771,1110.0397,309.5376,697.7422,390.4285
500000,重庆市,2014,32886.8781,12815.6428,1220.1078,213.6791,692.9721,394.7218
500000,重庆市,2013,29884.6249,12240.3244,2269.0488,496.0183,724.7133,330.8066
500000,重庆市,2012,26269.7338,11601.8186,2199.384,539.4034,740.3407,389.8131
500000,重庆市,2011,21976.1949,8989.2836,1837.2827,542.2763,566.8142,290.2094
500000,重庆市,2010,19489.4,8292.0,1491.2,526.3,534.2,282.1
500000,重庆市,2009,16475.8399,7473.1569,1136.0408,401.8282,661.4324,412.8109
500000,重庆市,2008,15618.9251,6485.3023,1541.2324,516.3739,593.7535,307.1793
500000,重庆市,2007,13866.76,5750.65,1132.84,418.67,701.98,274.44
500000,重庆市,2006,11522.42,5305.71,1027.07,409.96,658.92,355.65
500000,重庆市,2005,10722.57,5155.18,1013.87,445.8,745.11,427.75
500000,重庆市,2004,9108.9842,2858.1006,1688.2605,,,
500000,重庆市,2003,9754.1,4939.62,941.69,434.28,1318.46,740.62
500000,重庆市,2002,8707.39,4711.06,739.7,374.6,1634.4,901.3
500000,重庆市,2001,7962.5,4341.6,830.7,357.4,1696.1,1009.4
500000,重庆市,2000,6088.5,3083.7,886.4,342.4,2462.0,1371.0
510000,四川省,2019,61742.9905,20340.9952,6199.1879,985.5637,882.5956,641.7009
510000,四川省,2018,58007.4,20876.7,12773.8,2065.6,1200.8,757.4
510000,四川省,2017,58278.7305,21648.2992,11797.9618,2632.7799,1594.561,1069.8079
510000,四川省,2016,54048.3157,21089.2512,12133.6124,2718.4768,1790.0491,1114.215
510000,四川省,2015,52795.3539,20666.7804,11571.2743,2875.0796,2198.989,1196.2363
510000,四川省,2014,53362.6254,19544.2465,11565.5141,3069.2236,2342.9352,1128.1178
510000,四川省,2013,47377.6667,18211.8617,11760.6079,3086.0987,2482.3924,1369.1944
510000,四川省,2012,38550.9335,15749.9819,9218.4355,2388.3137,2337.1167,1346.7003
510000,四川省,2011,34738.3456,13660.2906,9283.4205,2327.5958,2084.3639,1215.3753
510000,四川省,2010,29440.8,12086.3,7728.6,2154.5,2000.2,1153.1
510000,四川省,2009,26220.7766,11393.5253,6635.2525,2052.115,2252.5937,1258.2029
510000,四川省,2008,23862.2303,9853.876,5925.209,1878.7642,2132.6146,1059.6071
510000,四川省,2007,22674.78,9630.6,5360.98,1657.28,2241.31,1194.24
510000,四川省,2006,20569.95,9177.55,6004.95,1701.47,2145.21,1199.0
510000,四川省,2005,17924.39,8692.18,3845.41,1522.63,2362.54,1283.11
510000,四川省,2004,16437.3477,5026.1614,3277.7817,,,
510000,四川省,2003,15561.36,8784.56,3178.71,1399.07,3234.38,2010.51
510000,四川省,2002,14903.8,8491.6,2760.6,1370.7,3873.7,2439.8
510000,四川省,2001,12381.0,7029.9,2920.5,1374.8,3437.7,2047.3
510000,四川省,2000,10592.0,5839.3,2807.2,1247.3,4485.8,2803.7
520000,贵州省,2019,15929.4571,4131.0281,1575.9663,231.1078,516.7066,134.8469
520000,贵州省,2018,16660.9,4904.3,1985.3,541.7,448.7,163.3
520000,贵州省,2017,18054.4178,4714.0833,4229.5558,718.998,390.9938,222.5993
520000,贵州省,2016,19354.5693,4112.0751,10253.0299,1683.1734,443.9827,200.7817
520000,贵州省,2015,16769.5941,3195.8382,8634.8578,1216.1889,426.3323,244.1587
520000,贵州省,2014,13889.6764,2800.7676,7602.8959,1044.5273,454.7679,233.5264
520000,贵州省,2013,12267.4973,2472.455,9728.6241,1415.1738,505.7611,276.891
520000,贵州省,2012,8257.6533,1863.2538,6408.1048,1100.8755,299.3858,172.1611
520000,贵州省,2011,6779.3714,1530.38,5041.2752,856.5798,380.9065,168.1038
520000,贵州省,2010,5756.4,1349.7,4106.7,711.4,334.9,162.6
520000,贵州省,2009,4953.3038,1244.1171,3287.9522,574.5951,314.7865,145.8422
520000,贵州省,2008,4223.5804,1211.035,2874.427,597.3269,312.3718,160.0774
520000,贵州省,2007,3813.49,1204.27,2415.7,519.5,342.2,182.33
520000,贵州省,2006,3368.89,1107.93,1963.02,470.78,380.22,181.81
520000,贵州省,2005,3152.82,1149.49,1776.44,530.21,421.52,220.27
520000,贵州省,2004,2647.386,944.3711,1671.0254,,,
520000,贵州省,2003,2519.79,980.28,1460.93,446.95,482.41,254.13
520000,贵州省,2002,2309.35,1054.27,1286.9,493.8,594.7,328.3
520000,贵州省,2001,1945.6,891.9,1011.9,396.5,633.2,347.6
520000,贵州省,2000,1792.5,824.0,1015.9,404.5,628.7,346.4
530000,云南省,2019,19766.726,6805.3916,1086.0776,129.5267,438.3756,290.2272
530000,云南省,2018,19224.4,7514.7,2903.3,418.2,406.8,278.7
530000,云南省,2017,17318.091,7451.8179,3606.057,641.2645,634.1123,406.9044
530000,云南省,2016,17052.8572,7102.033,3612.9441,978.3077,695.0655,473.431
530000,云南省,2015,15437.1266,6941.1167,3957.3238,756.461,710.8104,520.9694
530000,云南省,2014,15824.4333,7246.5483,3109.4407,529.1213,813.0646,522.9706
530000,云南省,2013,15702.762,6718.0048,3358.3969,734.8623,1125.2938,663.043
530000,云南省,2012,13374.0259,5919.4113,2671.0641,515.5327,993.1422,660.4112
530000,云南省,2011,10452.7184,4444.2198,1796.2805,481.4379,720.014,437.0654
530000,云南省,2010,8872.3,4393.4,1422.6,602.0,675.6,400.1
530000,云南省,2009,7747.5634,3771.2271,1352.7183,568.0694,656.399,423.7877
530000,云南省,2008,6671.9499,3336.738,887.4814,389.7664,574.9036,355.741
530000,云南省,2007,5740.95,3148.48,1041.89,445.18,699.58,497.69
530000,云南省,2006,5272.3,3136.92,1007.7,516.75,838.15,567.83
530000,云南省,2005,4591.19,2470.13,990.89,387.4,770.33,506.22
530000,云南省,2004,4095.6003,2330.1242,1224.4773,,,
530000,云南省,2003,3646.73,2248.68,920.82,424.06,890.7,625.03
530000,云南省,2002,3406.08,2226.25,850.0,436.9,1081.8,749.9
530000,云南省,2001,3717.3,2190.1,907.3,420.9,1375.1,968.8
530000,云南省,2000,3479.2,2189.7,1192.6,613.9,1564.7,1097.4
540000,西藏自治区,2019,348.1705,242.7009,55.0566,55.5599,5.0908,3.7856
540000,西藏自治区,2018,518.5,144.4,105.3,16.8,5.8,
540000,西藏自治区,2017,352.7395,153.8221,75.7526,18.8033,3.7874,1.885
540000,西藏自治区,2016,244.1981,143.9882,49.4411,34.3443,11.568,6.705
540000,西藏自治区,2015,295.4143,173.9265,49.0626,25.7047,35.4473,33.0598
540000,西藏自治区,2014,225.1865,157.5022,23.6948,12.2394,29.862,26.9268
540000,西藏自治区,2013,201.5738,123.4213,15.4526,10.0858,17.815,11.8964
540000,西藏自治区,2012,198.821,138.1873,20.2666,13.0184,16.5912,15.5773
540000,西藏自治区,2011,198.014,120.4234,33.0037,7.9012,16.5667,14.5666
540000,西藏自治区,2010,272.4,128.3,20.7,12.6,11.0,8.7
540000,西藏自治区,2009,283.5772,177.4601,28.4668,19.2874,28.9891,23.2684
540000,西藏自治区,2008,255.9389,128.2632,38.6967,7.7541,32.5458,14.7252
540000,西藏自治区,2007,191.97,161.0,20.54,14.58,48.58,43.72
540000,西藏自治区,2006,204.32,148.44,41.31,14.01,62.17,49.07
540000,西藏自治区,2005,151.33,114.37,18.72,17.7,47.46,41.27
540000,西藏自治区,2004,113.8483,84.0057,40.1054,,,
540000,西藏自治区,2003,131.09,121.27,35.63,31.62,44.47,43.89
540000,西藏自治区,2002,124.7,95.0,16.2,11.1,38.8,34.8
540000,西藏自治区,2001,88.1,76.7,23.1,19.3,51.3,47.8
540000,西藏自治区,2000,87.0,81.1,35.1,31.7,35.2,33.7
610000,陕西省,2019,35276.6672,6769.7662,5436.5972,1062.916,1023.516,519.7533
610000,陕西省,2018,29645.2,7071.9,938.9,310.0,954.5,542.1
610000,陕西省,2017,26977.2994,6981.5659,6233.2582,1312.0985,1292.9543,697.0966
610000,陕西省,2016,24528.2932,6758.8909,5896.3742,1284.7653,1302.5732,718.9063
610000,陕西省,2015,23991.2044,7087.3652,5616.704,1216.629,1409.5472,719.8923
610000,陕西省,2014,23031.2772,6917.7578,4955.5241,1055.3235,2041.8039,912.4027
610000,陕西省,2013,20780.2652,6404.0595,6073.392,1545.1437,1913.3424,827.2975
610000,陕西省,2012,17065.6908,5386.6561,5711.024,1375.0708,1695.2526,731.4959
610000,陕西省,2011,13969.8778,5678.8678,4506.2934,1136.1819,1546.17,780.8505
610000,陕西省,2010,11490.7,3781.3,3773.4,1005.8,1531.7,669.5
610000,陕西省,2009,9046.3222,3128.2007,2500.8049,650.7195,1365.3899,592.0055
610000,陕西省,2008,7741.0899,3020.1031,2610.9937,743.7148,1215.2007,548.6218
610000,陕西省,2007,6741.82,2351.47,2300.67,685.14,1204.13,530.28
610000,陕西省,2006,5445.81,2127.95,2147.44,773.99,956.8,405.02
610000,陕西省,2005,4563.92,1892.89,1887.0,652.4,808.93,343.52
610000,陕西省,2004,4004.7131,1448.9656,1793.2349,,,
610000,陕西省,2003,3897.19,1580.01,1508.83,534.4,965.05,403.01
610000,陕西省,2002,3325.04,1453.91,1235.7,449.0,962.2,502.5
610000,陕西省,2001,2772.5,1311.5,1142.6,455.2,1050.0,558.6
610000,陕西省,2000,2396.5,1087.2,1012.6,393.9,1031.8,522.8
620000,甘肃省,2019,10689.9199,2686.7435,3054.3632,367.2767,392.3823,189.6145
620000,甘肃省,2018,9992.4,2648.5,2906.8,546.8,389.0,166.8
620000,甘肃省,2017,9777.6405,3031.4914,2369.3797,439.2953,486.1851,207.6619
620000,甘肃省,2016,10422.4098,3915.2066,2449.2448,604.0908,786.701,411.4644
620000,甘肃省,2015,10757.0795,4083.145,2358.4899,612.9436,868.2992,484.1092
620000,甘肃省,2014,11531.097,4171.9964,2186.5063,540.8918,810.9361,485.0389
620000,甘肃省,2013,10319.4126,3976.6663,3181.6941,602.4272,918.7404,518.7647
620000,甘肃省,2012,8165.9159,3227.4376,1729.8823,514.6611,786.9688,430.4891
620000,甘肃省,2011,5925.0906,2409.7997,1418.5843,382.3254,638.3196,391.6442
620000,甘肃省,2010,5032.6,2013.9,804.8,230.3,482.3,262.3
620000,甘肃省,2009,4178.204,1724.3813,597.5548,215.4068,575.6045,262.7842
620000,甘肃省,2008,3791.4905,1842.8073,513.7081,202.3451,520.3329,266.5784
620000,甘肃省,2007,3788.12,1472.74,936.16,267.34,686.83,331.83
620000,甘肃省,2006,3313.53,1638.38,886.76,335.6,782.1,429.32
620000,甘肃省,2005,3008.48,1455.17,695.18,277.4,684.86,371.89
620000,甘肃省,2004,2569.9704,1075.7787,985.9023,,,
620000,甘肃省,2003,2715.39,1327.17,688.72,311.94,767.75,393.56
620000,甘肃省,2002,2456.66,1495.7,637.8,297.9,804.8,570.2
620000,甘肃省,2001,2108.3,1229.4,686.8,317.6,748.4,519.4
620000,甘肃省,2000,1905.4,1058.8,642.8,253.6,652.2,428.4
630000,青海省,2019,904.5879,396.2658,124.3008,17.5968,31.0692,24.859
630000,青海省,2018,990.6,451.6,92.5,28.6,35.2,29.3
630000,青海省,2017,861.1603,338.6498,109.2899,5.3868,28.29,19.9565
630000,青海省,2016,886.7902,301.935,91.9315,19.8966,30.0524,22.6349
630000,青海省,2015,908.6933,350.2146,106.7425,23.8832,35.9976,24.3094
630000,青海省,2014,1072.8222,479.3927,187.9037,131.8903,41.1116,36.5911
630000,青海省,2013,1158.3034,466.5198,291.4453,26.5408,58.5468,39.2456
630000,青海省,2012,774.4392,344.099,173.6961,38.6578,48.8423,33.1952
630000,青海省,2011,738.9562,323.7566,144.0207,34.2795,44.5356,31.304
630000,青海省,2010,693.1,273.2,115.5,25.6,46.6,37.9
630000,青海省,2009,490.9778,211.7063,84.8075,46.2646,24.5708,17.2855
630000,青海省,2008,404.4983,189.1814,65.6358,33.2639,20.3756,13.4285
630000,青海省,2007,384.67,173.97,63.42,22.67,30.16,23.19
630000,青海省,2006,346.8,160.56,56.41,16.32,33.11,21.27
630000,青海省,2005,407.55,194.02,58.63,26.32,46.78,29.21
630000,青海省,2004,447.0897,190.4138,96.1679,,,
630000,青海省,2003,556.64,242.88,112.52,49.83,86.38,38.76
630000,青海省,2002,451.32,244.09,100.5,56.4,78.7,47.0
630000,青海省,2001,373.2,182.1,99.2,50.1,104.7,59.0
630000,青海省,2000,339.4,192.9,156.3,82.0,95.3,62.8
640000,宁夏回族自治区,2019,2251.8432,679.0782,701.9668,217.3268,23.6496,21.1794
640000,宁夏回族自治区,2018,2334.5,801.5,461.9,177.3,25.7,17.6
640000,宁夏回族自治区,2017,2569.4034,791.7492,631.274,185.1796,44.3318,37.4323
640000,宁夏回族自治区,2016,2771.3354,1017.7749,743.8223,264.3946,63.3937,31.2425
640000,宁夏回族自治区,2015,3284.9534,1226.5824,771.6977,249.7405,49.334,41.589
640000,宁夏回族自治区,2014,4355.183,1493.2328,1226.57,288.06,103.6996,79.9783
640000,宁夏回族自治区,2013,4676.4622,1939.5367,1579.5103,729.2413,151.2842,65.0724
640000,宁夏回族自治区,2012,3736.7727,1524.168,1156.3137,473.3693,107.7327,53.6438
640000,宁夏回族自治区,2011,3367.4086,1385.7755,917.2683,390.9147,95.1393,40.6422
640000,宁夏回族自治区,2010,2596.9,1076.4,660.2,233.1,98.2,23.6
640000,宁夏回族自治区,2009,2113.5125,947.9667,577.6307,212.123,63.8786,33.1628
640000,宁夏回族自治区,2008,1677.2917,741.2245,541.3674,179.9452,66.168,36.727
640000,宁夏回族自治区,2007,1341.96,648.54,399.48,168.93,38.16,18.14
640000,宁夏回族自治区,2006,1245.74,576.86,406.02,144.08,38.49,29.38
640000,宁夏回族自治区,2005,1056.58,563.99,304.82,143.21,38.84,20.51
640000,宁夏回族自治区,2004,1150.7657,553.1668,460.0593,,,
640000,宁夏回族自治区,2003,1119.85,578.68,381.52,176.87,109.85,64.63
640000,宁夏回族自治区,2002,834.67,430.92,270.9,108.9,116.5,76.2
640000,宁夏回族自治区,2001,701.8,447.3,257.8,160.8,139.9,90.6
640000,宁夏回族自治区,2000,563.1,340.7,238.4,128.7,127.8,87.2
650000,新疆维吾尔自治区,2019,8031.4282,2609.7184,736.623,183.6549,6.3216,3.2108
650000,新疆维吾尔自治区,2018,8341.1,3023.9,1289.3,288.2,4.3,3.6
650000,新疆维吾尔自治区,2017,9954.3247,3810.1573,1627.3872,472.5875,14.167,4.0615
650000,新疆维吾尔自治区,2016,11312.6113,4669.9435,1725.6196,578.2504,16.3629,6.0321
650000,新疆维吾尔自治区,2015,12233.2521,5247.1821,1705.3926,707.1807,30.5768,12.0974
650000,新疆维吾尔自治区,2014,14340.1668,6115.3717,2059.7814,775.7938,31.286,10.3623
650000,新疆维吾尔自治区,2013,13089.9856,5769.0605,1961.0162,754.1837,48.0224,36.0114
650000,新疆维吾尔自治区,2012,11026.4932,4553.9684,1643.1414,580.9242,50.6036,25.5765
650000,新疆维吾尔自治区,2011,8947.7114,3465.4857,1208.7981,399.8745,34.3556,10.9596
650000,新疆维吾尔自治区,2010,6620.1,2891.4,901.3,384.7,96.0,57.7
650000,新疆维吾尔自治区,2009,5153.546,2517.7937,772.7495,344.8243,128.8236,58.6682
650000,新疆维吾尔自治区,2008,4234.7129,2155.975,739.7092,316.1657,50.9104,35.1642
650000,新疆维吾尔自治区,2007,3552.36,1849.64,661.55,286.4,45.44,28.63
650000,新疆维吾尔自治区,2006,2889.64,1645.02,564.86,290.88,36.79,23.61
650000,新疆维吾尔自治区,2005,2767.64,1429.36,525.98,241.79,43.14,21.46
650000,新疆维吾尔自治区,2004,2725.3199,1189.1169,788.546,,,
650000,新疆维吾尔自治区,2003,2719.22,1450.8,507.94,258.35,91.82,69.9
650000,新疆维吾尔自治区,2002,2572.62,1469.6,632.1,367.7,163.1,101.4
650000,新疆维吾尔自治区,2001,2659.7,1467.5,1062.0,569.2,313.7,179.4
650000,新疆维吾尔自治区,2000,2241.5,1261.4,1080.3,615.3,491.3,321.0
